,QUARTER,TIME_REMAINING,BOSTON_ACTION,TORONTO_ACTION,BOSTON_SCORE,TORONTO_SCORE
147,2,6:23.0,A. Johnson misses 2-pt layup from 4 ft (block by J. Valančiūnas),,40,27
148,2,6:23.0,,Defensive rebound by Team,40,27
149,2,5:59.0,,J. Valančiūnas misses 2-pt jump shot from 4 ft,40,27
150,2,5:59.0,Defensive rebound by A. Johnson,,40,27
151,2,5:44.0,J. Jerebko makes 3-pt jump shot from 23 ft (assist by T. Rozier),,43,27
152,2,5:38.0,,Toronto full timeout,43,27
153,2,5:38.0,Official timeout,,43,27
154,2,5:38.0,,D. Carroll enters the game for S. Ibaka,43,27
155,2,5:38.0,,D. DeRozan enters the game for P. Tucker,43,27
156,2,5:38.0,M. Smart enters the game for I. Thomas,,43,27
157,2,5:24.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by C. Joseph),43,29
158,2,5:03.0,T. Rozier misses 2-pt layup from 4 ft,,43,29
159,2,5:03.0,,Defensive rebound by D. DeRozan,43,29
160,2,4:54.0,,D. Carroll makes 2-pt jump shot from 21 ft (assist by C. Joseph),43,31
161,2,4:37.0,T. Rozier misses 3-pt jump shot from 25 ft,,43,31
162,2,4:36.0,,Defensive rebound by J. Valančiūnas,43,31
163,2,4:19.0,,D. DeRozan makes 2-pt layup from 3 ft,43,33
164,2,4:19.0,Boston full timeout,,43,33
165,2,4:19.0,A. Horford enters the game for A. Johnson,,43,33
166,2,4:19.0,I. Thomas enters the game for T. Rozier,,43,33
167,2,4:19.0,J. Crowder enters the game for J. Jerebko,,43,33
168,2,4:04.0,A. Horford misses 2-pt jump shot from 22 ft,,43,33
169,2,4:04.0,,Defensive rebound by N. Powell,43,33
170,2,3:45.0,,C. Joseph misses 2-pt layup from 3 ft,43,33
171,2,3:44.0,,Offensive rebound by J. Valančiūnas,43,33
172,2,3:39.0,,J. Valančiūnas makes 2-pt jump shot from 3 ft,43,35
173,2,3:22.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by I. Thomas),,46,35
174,2,3:03.0,,D. DeRozan makes 2-pt jump shot from 16 ft,46,37
175,2,2:36.0,A. Horford makes 2-pt jump shot from 17 ft (assist by J. Brown),,48,37
176,2,2:26.0,,Turnover by D. DeRozan (lost ball; steal by J. Brown),48,37
177,2,2:23.0,Flagrant foul type 1 by D. Carroll (drawn by I. Thomas),,48,37
178,2,2:23.0,Technical foul by I. Thomas,,48,37
179,2,2:23.0,,Technical foul by D. Carroll,48,37
180,2,2:23.0,Technical foul by J. Crowder,,48,37
181,2,2:23.0,,D. DeRozan makes technical free throw,48,38
182,2,2:23.0,I. Thomas makes flagrant free throw 1 of 2,,49,38
183,2,2:23.0,,S. Ibaka enters the game for J. Valančiūnas,48,37
184,2,2:23.0,I. Thomas makes flagrant free throw 2 of 2,,50,38
185,2,2:13.0,J. Brown makes 2-pt jump shot from 11 ft,,52,38
186,2,1:50.0,,N. Powell misses 2-pt dunk at rim,52,38
187,2,1:47.0,Defensive rebound by A. Horford,,52,38
188,2,1:29.0,J. Brown makes 3-pt jump shot from 24 ft (assist by J. Crowder),,55,38
189,2,1:19.0,,Flagrant foul type 1 by I. Thomas (drawn by D. DeRozan),55,38
190,2,1:19.0,,D. DeRozan makes flagrant free throw 1 of 2,55,39
191,2,1:19.0,,P. Tucker enters the game for D. Carroll,55,38
192,2,1:19.0,,D. DeRozan makes flagrant free throw 2 of 2,55,40
193,2,1:11.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by D. DeRozan),55,43
194,2,0:57.0,I. Thomas misses 3-pt jump shot from 25 ft,,55,43
195,2,0:56.0,,Defensive rebound by N. Powell,55,43
196,2,0:45.0,Offensive charge foul by N. Powell (drawn by M. Smart),,55,43
197,2,0:45.0,,Turnover by N. Powell (offensive foul),55,43
198,2,0:35.0,I. Thomas misses 2-pt jump shot from 21 ft,,55,43
199,2,0:34.0,,Defensive rebound by N. Powell,55,43
200,2,0:19.0,,D. DeRozan makes 2-pt layup from 3 ft,55,45
201,2,0:00.0,J. Brown misses 2-pt jump shot from 11 ft,,55,45
202,2,0:00.0,Offensive rebound by Team,,55,45
203,3,11:46.0,J. Crowder misses 3-pt jump shot from 25 ft,,55,45
204,3,11:46.0,,Defensive rebound by D. Carroll,55,45
205,3,11:24.0,,D. DeRozan makes 2-pt jump shot from 20 ft (assist by C. Joseph),55,47
206,3,11:24.0,Loose ball foul by A. Horford (drawn by J. Valančiūnas),,55,47
207,3,11:24.0,,J. Valančiūnas misses free throw 1 of 1,55,47
208,3,11:23.0,Defensive rebound by A. Johnson,,55,47
209,3,11:03.0,Shooting foul by D. Carroll (drawn by J. Crowder),,55,47
210,3,11:03.0,J. Crowder misses free throw 1 of 2,,55,47
211,3,11:03.0,Offensive rebound by Team,,55,47
212,3,11:03.0,J. Crowder makes free throw 2 of 2,,56,47
213,3,10:41.0,,J. Valančiūnas makes 2-pt layup from 4 ft (assist by D. Carroll),56,49
214,3,10:29.0,Turnover by A. Johnson (traveling),,56,49
215,3,10:14.0,,S. Ibaka makes 2-pt layup from 4 ft (assist by D. DeRozan),56,51
216,3,10:01.0,I. Thomas misses 2-pt jump shot from 4 ft,,56,51
217,3,10:01.0,,Defensive rebound by Team,56,51
218,3,9:45.0,,C. Joseph misses 3-pt jump shot from 24 ft,56,51
219,3,9:45.0,Defensive rebound by Team,,56,51
220,3,9:44.0,M. Smart enters the game for A. Johnson,,56,51
221,3,9:44.0,K. Olynyk enters the game for J. Brown,,56,51
222,3,9:34.0,I. Thomas makes 2-pt layup from 3 ft,,58,51
223,3,9:34.0,Shooting foul by J. Valančiūnas (drawn by I. Thomas),,58,51
224,3,9:34.0,I. Thomas makes free throw 1 of 1,,59,51
225,3,9:15.0,,S. Ibaka misses 3-pt jump shot from 26 ft,59,51
226,3,9:15.0,,Offensive rebound by Team,59,51
227,3,9:15.0,Loose ball foul by M. Smart (drawn by J. Valančiūnas),,59,51
228,3,9:02.0,,D. DeRozan makes 3-pt jump shot from 23 ft (assist by C. Joseph),59,54
229,3,8:47.0,Turnover by A. Horford (lost ball; steal by C. Joseph),,59,54
230,3,8:42.0,,C. Joseph makes 2-pt jump shot from 4 ft,59,56
231,3,8:31.0,J. Crowder misses 2-pt jump shot from 18 ft,,59,56
232,3,8:31.0,,Defensive rebound by S. Ibaka,59,56
233,3,8:16.0,,S. Ibaka makes 2-pt jump shot from 12 ft (assist by C. Joseph),59,58
234,3,8:16.0,Boston full timeout,,59,58
235,3,8:05.0,Shooting block foul by D. Carroll (drawn by J. Crowder),,59,58
236,3,8:05.0,J. Crowder makes free throw 1 of 2,,60,58
237,3,8:05.0,J. Crowder makes free throw 2 of 2,,61,58
238,3,7:51.0,,C. Joseph misses 2-pt jump shot from 17 ft,61,58
239,3,7:50.0,,Offensive rebound by C. Joseph,61,58
240,3,7:47.0,,C. Joseph makes 2-pt layup at rim,61,60
241,3,7:21.0,I. Thomas misses 3-pt jump shot from 25 ft,,61,60
242,3,7:21.0,Offensive rebound by K. Olynyk,,61,60
243,3,7:12.0,I. Thomas makes 2-pt jump shot from 8 ft,,63,60
244,3,6:57.0,,Shooting foul by K. Olynyk (drawn by D. DeRozan),63,60
245,3,6:57.0,,D. DeRozan makes free throw 1 of 2,63,61
246,3,6:57.0,,P. Tucker enters the game for D. Carroll,63,61
247,3,6:57.0,,P. Patterson enters the game for J. Valančiūnas,63,61
248,3,6:57.0,,D. DeRozan makes free throw 2 of 2,63,62
249,3,6:43.0,K. Olynyk misses 2-pt jump shot from 13 ft,,63,62
250,3,6:43.0,,Defensive rebound by Team,63,62
251,3,6:43.0,Loose ball foul by K. Olynyk (drawn by S. Ibaka),,63,62
252,3,6:22.0,,C. Joseph misses 2-pt jump shot from 4 ft,63,62
253,3,6:21.0,Defensive rebound by K. Olynyk,,63,62
254,3,6:12.0,M. Smart misses 2-pt jump shot from 3 ft,,63,62
255,3,6:12.0,,Defensive rebound by D. DeRozan,63,62
256,3,5:58.0,,S. Ibaka makes 3-pt jump shot from 26 ft (assist by P. Patterson),63,65
257,3,5:43.0,Turnover by I. Thomas (lost ball; steal by C. Joseph),,63,65
258,3,5:30.0,,P. Patterson misses 3-pt jump shot from 24 ft,63,65
259,3,5:30.0,,Offensive rebound by P. Tucker,63,65
260,3,5:17.0,,D. DeRozan makes 2-pt jump shot from 11 ft,63,67
261,3,5:17.0,,Shooting foul by J. Crowder (drawn by D. DeRozan),63,67
262,3,5:17.0,J. Jerebko enters the game for A. Horford,,63,67
263,3,5:17.0,T. Rozier enters the game for I. Thomas,,63,67
264,3,5:17.0,,D. DeRozan makes free throw 1 of 1,63,68
265,3,5:01.0,Shooting foul by S. Ibaka (drawn by M. Smart),,63,68
266,3,5:01.0,M. Smart makes free throw 1 of 2,,64,68
267,3,5:01.0,M. Smart makes free throw 2 of 2,,65,68
268,3,4:51.0,,D. DeRozan misses 2-pt layup from 2 ft,65,68
269,3,4:51.0,Defensive rebound by K. Olynyk,,65,68
270,3,4:41.0,J. Jerebko misses 2-pt layup from 3 ft,,65,68
271,3,4:40.0,Offensive rebound by J. Jerebko,,65,68
272,3,4:38.0,J. Jerebko misses 2-pt jump shot from 6 ft,,65,68
273,3,4:37.0,,Defensive rebound by P. Tucker,65,68
274,3,4:28.0,,S. Ibaka misses 2-pt jump shot from 6 ft,65,68
275,3,4:28.0,Defensive rebound by T. Rozier,,65,68
276,3,4:15.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by M. Smart),,68,68
277,3,4:10.0,,Toronto full timeout,68,68
278,3,3:58.0,,D. DeRozan misses 2-pt jump shot from 21 ft,68,68
279,3,3:58.0,Defensive rebound by K. Olynyk,,68,68
280,3,3:38.0,T. Rozier misses 3-pt jump shot from 25 ft,,68,68
281,3,3:38.0,,Defensive rebound by S. Ibaka,68,68
282,3,3:25.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by D. DeRozan),68,71
283,3,3:06.0,T. Rozier makes 2-pt layup from 2 ft (assist by J. Jerebko),,70,71
284,3,3:00.0,,Personal foul by T. Rozier (drawn by C. Joseph),70,71
285,3,3:00.0,,C. Joseph misses free throw 1 of 2,70,71
286,3,3:00.0,,Offensive rebound by Team,70,71
287,3,3:00.0,,C. Joseph makes free throw 2 of 2,70,72
288,3,2:37.0,J. Crowder misses 3-pt jump shot from 25 ft,,70,72
289,3,2:36.0,,Defensive rebound by P. Tucker,70,72
290,3,2:24.0,,D. DeRozan makes 2-pt jump shot from 8 ft,70,74
291,3,2:09.0,Personal foul by D. DeRozan (drawn by K. Olynyk),,70,74
292,3,2:09.0,K. Olynyk makes free throw 1 of 2,,71,74
293,3,2:09.0,J. Brown enters the game for J. Crowder,,71,74
294,3,2:09.0,,L. Nogueira enters the game for S. Ibaka,71,74
295,3,2:09.0,,D. Wright enters the game for C. Joseph,71,74
296,3,2:09.0,K. Olynyk makes free throw 2 of 2,,72,74
297,3,1:56.0,,D. DeRozan misses 2-pt jump shot from 18 ft,72,74
298,3,1:56.0,Defensive rebound by M. Smart,,72,74
299,3,1:50.0,Offensive foul by K. Olynyk (drawn by D. DeRozan),,72,74
300,3,1:50.0,Turnover by K. Olynyk (offensive foul),,72,74
301,3,1:50.0,A. Johnson enters the game for K. Olynyk,,72,74
302,3,1:35.0,,P. Tucker misses 2-pt hook shot from 6 ft,72,74
303,3,1:34.0,Defensive rebound by M. Smart,,72,74
304,3,1:24.0,Boston full timeout,,72,74
305,3,1:13.0,M. Smart makes 2-pt jump shot from 15 ft,,74,74
306,3,0:49.0,,D. Wright misses 2-pt hook shot from 5 ft,74,74
307,3,0:49.0,Defensive rebound by Team,,74,74
308,3,0:34.0,J. Brown misses 3-pt jump shot from 26 ft,,74,74
309,3,0:34.0,,Defensive rebound by Team,74,74
310,3,0:26.0,,D. DeRozan misses 2-pt jump shot from 10 ft,74,74
311,3,0:26.0,Defensive rebound by A. Johnson,,74,74
312,3,0:04.0,M. Smart makes 3-pt jump shot from 25 ft (assist by J. Brown),,77,74
313,3,0:00.0,,D. DeRozan misses 3-pt jump shot from 25 ft,77,74
314,3,0:00.0,,Offensive rebound by Team,77,74
315,4,11:46.0,,Offensive foul by L. Nogueira (drawn by I. Thomas),77,74
316,4,11:46.0,,Turnover by L. Nogueira (offensive foul),77,74
317,4,11:34.0,A. Johnson misses 2-pt hook shot from 6 ft,,77,74
318,4,11:32.0,,Defensive rebound by N. Powell,77,74
319,4,11:23.0,,N. Powell misses 2-pt jump shot from 11 ft,77,74
320,4,11:22.0,Defensive rebound by M. Smart,,77,74
321,4,11:16.0,I. Thomas misses 3-pt jump shot from 25 ft,,77,74
322,4,11:16.0,Offensive rebound by I. Thomas,,77,74
323,4,11:08.0,J. Brown makes 3-pt jump shot from 24 ft (assist by M. Smart),,80,74
324,4,10:52.0,,D. Wright makes 2-pt jump shot from 4 ft,80,76
325,4,10:37.0,M. Smart makes 2-pt layup from 3 ft (assist by A. Johnson),,82,76
326,4,10:30.0,,Shooting foul by J. Jerebko (drawn by N. Powell),82,76
327,4,10:30.0,,N. Powell makes free throw 1 of 2,82,77
328,4,10:30.0,,N. Powell misses free throw 2 of 2,82,77
329,4,10:30.0,T. Rozier enters the game for M. Smart,,82,77
330,4,10:29.0,Defensive rebound by J. Jerebko,,82,77
331,4,10:12.0,I. Thomas makes 3-pt jump shot from 26 ft (assist by J. Jerebko),,85,77
332,4,9:48.0,,P. Tucker misses 2-pt jump shot from 12 ft,85,77
333,4,9:47.0,,Offensive rebound by P. Patterson,85,77
334,4,9:44.0,,P. Patterson makes 2-pt hook shot from 7 ft,85,79
335,4,9:20.0,I. Thomas misses 3-pt jump shot from 30 ft,,85,79
336,4,9:19.0,,Defensive rebound by P. Tucker,85,79
337,4,9:09.0,,N. Powell misses 2-pt layup from 3 ft,85,79
338,4,9:08.0,Defensive rebound by A. Johnson,,85,79
339,4,9:03.0,,S. Ibaka enters the game for L. Nogueira,85,79
340,4,9:03.0,,C. Joseph enters the game for D. Wright,85,79
341,4,8:54.0,J. Jerebko misses 3-pt jump shot from 27 ft,,85,79
342,4,8:54.0,,Defensive rebound by P. Tucker,85,79
343,4,8:54.0,Personal foul by S. Ibaka (drawn by A. Johnson),,85,79
344,4,8:54.0,,Personal foul by A. Johnson,85,79
345,4,8:54.0,Official timeout,,85,79
346,4,8:54.0,,D. Carroll enters the game for P. Patterson,85,79
347,4,8:37.0,,Shooting foul by J. Brown (drawn by D. Carroll),85,79
348,4,8:37.0,,D. Carroll makes free throw 1 of 2,85,80
349,4,8:37.0,,D. Carroll misses free throw 2 of 2,85,80
350,4,8:36.0,Defensive rebound by J. Jerebko,,85,80
351,4,8:12.0,Turnover by Team (shot clock),,85,80
352,4,8:12.0,A. Horford enters the game for A. Johnson,,85,80
353,4,8:00.0,,C. Joseph makes 2-pt jump shot from 8 ft,85,82
354,4,7:37.0,Turnover by T. Rozier (bad pass; steal by P. Tucker),,85,82
355,4,7:30.0,,Toronto full timeout,85,82
356,4,7:30.0,J. Crowder enters the game for J. Brown,,85,82
357,4,7:30.0,M. Smart enters the game for T. Rozier,,85,82
358,4,7:30.0,,D. DeRozan enters the game for N. Powell,85,82
359,4,7:22.0,,C. Joseph makes 2-pt layup at rim,85,84
360,4,7:03.0,A. Horford makes 2-pt layup from 2 ft (assist by I. Thomas),,87,84
361,4,6:50.0,,Personal foul by J. Jerebko (drawn by C. Joseph),87,84
362,4,6:50.0,J. Young enters the game for J. Jerebko,,87,84
363,4,6:35.0,,D. DeRozan misses 2-pt jump shot from 16 ft,87,84
364,4,6:35.0,,Offensive rebound by D. Carroll,87,84
365,4,6:18.0,,C. Joseph misses 2-pt jump shot from 8 ft,87,84
366,4,6:17.0,Defensive rebound by J. Crowder,,87,84
367,4,6:08.0,Personal foul by D. DeRozan (drawn by A. Horford),,87,84
368,4,5:59.0,J. Crowder misses 3-pt jump shot from 22 ft,,87,84
369,4,5:59.0,,Defensive rebound by D. Carroll,87,84
370,4,5:45.0,,D. DeRozan misses 2-pt jump shot from 17 ft,87,84
371,4,5:45.0,Defensive rebound by J. Young,,87,84
372,4,5:28.0,Shooting foul by P. Tucker (drawn by I. Thomas),,87,84
373,4,5:28.0,I. Thomas misses free throw 1 of 2,,87,84
374,4,5:28.0,Offensive rebound by Team,,87,84
375,4,5:28.0,I. Thomas makes free throw 2 of 2,,88,84
376,4,5:09.0,,D. DeRozan makes 2-pt layup from 3 ft,88,86
377,4,4:45.0,I. Thomas misses 3-pt jump shot from 24 ft,,88,86
378,4,4:45.0,,Defensive rebound by S. Ibaka,88,86
379,4,4:36.0,,D. DeRozan makes 2-pt layup from 2 ft,88,88
380,4,4:16.0,Boston full timeout,,88,88
381,4,4:11.0,J. Crowder makes 3-pt jump shot from 25 ft,,91,88
382,4,3:51.0,,S. Ibaka makes 2-pt jump shot from 21 ft (assist by D. DeRozan),91,90
383,4,3:37.0,Turnover by I. Thomas (lost ball; steal by P. Tucker),,91,90
384,4,3:27.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by C. Joseph),91,93
385,4,3:02.0,M. Smart misses 3-pt jump shot from 24 ft,,91,93
