,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DETROIT_ACTION,WASHINGTON_SCORE,DETROIT_SCORE
0,1,11:45.0,,Turnover by T. Harris (bad pass; steal by O. Porter),0,0
1,1,11:39.0,O. Porter misses 2-pt layup from 1 ft,,0,0
2,1,11:37.0,,Defensive rebound by M. Morris,0,0
3,1,11:37.0,,Turnover by M. Morris (dbl dribble),0,0
4,1,11:21.0,M. Gortat makes 2-pt hook shot from 6 ft,,2,0
5,1,10:59.0,,R. Jackson misses 2-pt jump shot from 16 ft,2,0
6,1,10:58.0,Defensive rebound by M. Gortat,,2,0
7,1,10:47.0,B. Beal makes 2-pt jump shot from 15 ft (assist by J. Wall),,4,0
8,1,10:32.0,,R. Jackson misses 3-pt jump shot from 24 ft,4,0
9,1,10:32.0,Defensive rebound by B. Beal,,4,0
10,1,10:15.0,J. Wall makes 2-pt layup from 1 ft,,6,0
11,1,9:58.0,,M. Morris misses 2-pt jump shot from 7 ft,6,0
12,1,9:57.0,Defensive rebound by M. Gortat,,6,0
13,1,9:51.0,B. Beal misses 3-pt jump shot from 27 ft,,6,0
14,1,9:50.0,Offensive rebound by M. Gortat,,6,0
15,1,9:44.0,M. Morris makes 3-pt jump shot from 25 ft (assist by M. Gortat),,9,0
16,1,9:37.0,,Detroit full timeout,9,0
17,1,9:28.0,,R. Jackson makes 2-pt jump shot from 6 ft,9,2
18,1,9:12.0,Shooting foul by M. Morris (drawn by M. Morris),,9,2
19,1,9:12.0,M. Morris makes free throw 1 of 2,,10,2
20,1,9:12.0,M. Morris makes free throw 2 of 2,,11,2
21,1,9:02.0,,R. Bullock misses 3-pt jump shot from 26 ft,11,2
22,1,9:01.0,Defensive rebound by M. Gortat,,11,2
23,1,8:53.0,Turnover by J. Wall (bad pass; steal by A. Drummond),,11,2
24,1,8:51.0,,Personal foul by J. Wall (drawn by A. Drummond),11,2
25,1,8:38.0,,Turnover by T. Harris (bad pass; steal by M. Morris),11,2
26,1,8:37.0,Turnover by M. Morris (bad pass; steal by A. Drummond),,11,2
27,1,8:22.0,,T. Harris misses 2-pt hook shot from 7 ft,11,2
28,1,8:21.0,Defensive rebound by J. Wall,,11,2
29,1,8:14.0,Turnover by J. Wall (bad pass; steal by A. Drummond),,11,2
30,1,8:09.0,,R. Jackson makes 2-pt layup at rim,11,4
31,1,8:05.0,Shooting foul by R. Bullock (drawn by B. Beal),,11,4
32,1,8:05.0,B. Beal misses free throw 1 of 2,,11,4
33,1,8:05.0,Offensive rebound by Team,,11,4
34,1,8:05.0,B. Beal makes free throw 2 of 2,,12,4
35,1,7:53.0,,R. Jackson makes 3-pt jump shot from 25 ft (assist by A. Drummond),12,7
36,1,7:38.0,B. Beal misses 2-pt jump shot from 5 ft,,12,7
37,1,7:38.0,,Defensive rebound by A. Drummond,12,7
38,1,7:26.0,,T. Harris makes 3-pt jump shot from 27 ft (assist by R. Jackson),12,10
39,1,7:12.0,J. Wall makes 2-pt jump shot from 14 ft,,14,10
40,1,6:53.0,,Turnover by A. Drummond (lost ball; steal by J. Wall),14,10
41,1,6:45.0,O. Porter misses 3-pt jump shot from 24 ft,,14,10
42,1,6:45.0,Offensive rebound by M. Morris,,14,10
43,1,6:41.0,M. Morris misses 2-pt jump shot from 7 ft,,14,10
44,1,6:40.0,,Defensive rebound by T. Harris,14,10
45,1,6:34.0,,Turnover by R. Bullock (bad pass; steal by B. Beal),14,10
46,1,6:32.0,Personal foul by A. Drummond (drawn by M. Gortat),,14,10
47,1,6:23.0,B. Beal misses 2-pt jump shot from 11 ft,,14,10
48,1,6:23.0,,Defensive rebound by T. Harris,14,10
49,1,6:13.0,,A. Drummond misses 2-pt hook shot from 9 ft,14,10
50,1,6:12.0,,Offensive rebound by M. Morris,14,10
51,1,6:06.0,,M. Morris misses 2-pt layup from 2 ft,14,10
