,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHICAGO_ACTION,BOSTON_SCORE,CHICAGO_SCORE
0,1,11:43.0,,J. Butler misses 2-pt jump shot from 11 ft,0,0
1,1,11:42.0,Defensive rebound by A. Horford,,0,0
2,1,11:22.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by A. Horford),,3,0
3,1,11:11.0,,D. Wade misses 2-pt jump shot from 20 ft,3,0
4,1,11:10.0,Defensive rebound by G. Green,,3,0
5,1,11:00.0,A. Bradley makes 3-pt jump shot from 26 ft,,6,0
6,1,10:43.0,,I. Canaan makes 2-pt jump shot from 9 ft (assist by D. Wade),6,2
7,1,10:28.0,G. Green makes 3-pt jump shot from 25 ft (assist by I. Thomas),,9,2
8,1,10:07.0,,R. Lopez makes 2-pt hook shot from 9 ft,9,4
9,1,9:48.0,Turnover by G. Green (bad pass; steal by D. Wade),,9,4
10,1,9:37.0,,Turnover by R. Lopez (bad pass; steal by J. Crowder),9,4
11,1,9:26.0,Shooting foul by N. Mirotić (drawn by A. Bradley),,9,4
12,1,9:26.0,A. Bradley makes free throw 1 of 2,,10,4
13,1,9:26.0,A. Bradley misses free throw 2 of 2,,10,4
14,1,9:25.0,,Defensive rebound by J. Butler,10,4
15,1,9:02.0,,J. Butler misses 3-pt jump shot from 24 ft,10,4
16,1,9:02.0,,Offensive rebound by N. Mirotić,10,4
17,1,9:02.0,,Turnover by Team (shot clock),10,4
18,1,8:48.0,J. Crowder misses 2-pt jump shot from 21 ft,,10,4
19,1,8:48.0,,Defensive rebound by R. Lopez,10,4
20,1,8:38.0,,R. Lopez makes 2-pt hook shot from 2 ft (assist by D. Wade),10,6
21,1,8:25.0,G. Green makes 2-pt layup from 2 ft (assist by A. Horford),,12,6
22,1,8:25.0,Shooting foul by D. Wade (drawn by G. Green),,12,6
23,1,8:25.0,G. Green makes free throw 1 of 1,,13,6
24,1,8:12.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by D. Wade),13,9
25,1,8:12.0,Boston full timeout,,13,9
26,1,7:56.0,I. Thomas makes 2-pt jump shot from 14 ft,,15,9
27,1,7:38.0,,Turnover by R. Lopez (bad pass; steal by I. Thomas),15,9
28,1,7:32.0,I. Thomas misses 3-pt jump shot from 25 ft,,15,9
29,1,7:31.0,Offensive rebound by A. Bradley,,15,9
30,1,7:19.0,J. Crowder misses 3-pt jump shot from 25 ft,,15,9
31,1,7:19.0,,Defensive rebound by Team,15,9
32,1,7:01.0,,R. Lopez misses 2-pt jump shot from 21 ft,15,9
33,1,7:00.0,Defensive rebound by I. Thomas,,15,9
34,1,6:49.0,I. Thomas makes 2-pt layup from 2 ft,,17,9
35,1,6:32.0,,J. Butler makes 2-pt layup from 2 ft,17,11
36,1,6:17.0,G. Green makes 2-pt dunk at rim (assist by A. Horford),,19,11
37,1,5:49.0,,D. Wade misses 3-pt jump shot from 25 ft,19,11
38,1,5:48.0,Defensive rebound by A. Bradley,,19,11
39,1,5:37.0,A. Horford makes 2-pt dunk at rim (assist by I. Thomas),,21,11
40,1,5:37.0,,Chicago full timeout,21,11
41,1,5:26.0,,Def 3 sec tech foul by A. Horford,21,11
42,1,5:26.0,,J. Butler makes technical free throw,21,12
43,1,5:09.0,,J. Butler makes 2-pt jump shot from 10 ft,21,14
44,1,4:58.0,Shooting foul by R. Lopez (drawn by I. Thomas),,21,14
45,1,4:58.0,I. Thomas misses free throw 1 of 2,,21,14
46,1,4:58.0,Offensive rebound by Team,,21,14
47,1,4:58.0,I. Thomas makes free throw 2 of 2,,22,14
48,1,4:46.0,,N. Mirotić misses 3-pt jump shot from 26 ft,22,14
49,1,4:45.0,,Offensive rebound by R. Lopez,22,14
50,1,4:45.0,,R. Lopez makes 2-pt layup from 2 ft,22,16
51,1,4:29.0,A. Horford makes 2-pt jump shot from 19 ft (assist by I. Thomas),,24,16
52,1,4:19.0,,D. Wade misses 2-pt jump shot from 14 ft,24,16
53,1,4:18.0,Defensive rebound by I. Thomas,,24,16
54,1,4:12.0,G. Green misses 3-pt jump shot from 23 ft,,24,16
55,1,4:12.0,,Defensive rebound by Team,24,16
56,1,4:12.0,M. Smart enters the game for G. Green,,24,16
57,1,3:48.0,,I. Canaan misses 3-pt jump shot from 23 ft,24,16
58,1,3:46.0,Defensive rebound by M. Smart,,24,16
59,1,3:36.0,A. Bradley misses 2-pt layup from 1 ft,,24,16
60,1,3:34.0,,Defensive rebound by R. Lopez,24,16
61,1,3:17.0,,J. Butler makes 2-pt jump shot from 13 ft,24,18
62,1,3:01.0,I. Thomas misses 3-pt jump shot from 25 ft,,24,18
63,1,3:00.0,Offensive rebound by A. Horford,,24,18
64,1,2:57.0,I. Thomas misses 3-pt jump shot from 25 ft,,24,18
65,1,2:56.0,,Defensive rebound by J. Butler,24,18
66,1,2:36.0,,Turnover by I. Canaan (bad pass; steal by M. Smart),24,18
67,1,2:27.0,A. Bradley makes 2-pt layup from 3 ft (assist by A. Horford),,26,18
68,1,2:25.0,,Chicago full timeout,26,18
69,1,2:25.0,,B. Portis enters the game for N. Mirotić,26,18
70,1,2:25.0,,P. Zipser enters the game for D. Wade,26,18
71,1,2:25.0,T. Rozier enters the game for I. Thomas,,26,18
72,1,2:25.0,,A. Morrow enters the game for I. Canaan,26,18
