,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,HOUSTON_ACTION,MINNESOTA_SCORE,HOUSTON_SCORE
0,1,11:46.0,,R. Anderson makes 3-pt jump shot from 27 ft (assist by J. Harden),0,3
1,1,11:27.0,K. Towns makes 3-pt jump shot from 24 ft (assist by A. Wiggins),,3,3
2,1,11:17.0,,Turnover by J. Harden (bad pass; steal by K. Dunn),3,3
3,1,11:11.0,K. Dunn misses 2-pt layup from 1 ft,,3,3
4,1,11:10.0,,Defensive rebound by P. Beverley,3,3
5,1,11:03.0,,R. Anderson makes 3-pt jump shot from 28 ft (assist by P. Beverley),3,6
6,1,10:51.0,Turnover by K. Dunn (lost ball; steal by P. Beverley),,3,6
7,1,10:46.0,,J. Harden makes 2-pt layup from 2 ft (assist by P. Beverley),3,8
8,1,10:40.0,Personal foul by P. Beverley (drawn by K. Dunn),,3,8
9,1,10:33.0,A. Wiggins misses 2-pt layup from 2 ft,,3,8
10,1,10:32.0,,Defensive rebound by C. Capela,3,8
11,1,10:29.0,,Shooting foul by K. Dunn (drawn by T. Ariza),3,8
12,1,10:29.0,,T. Ariza makes free throw 1 of 2,3,9
13,1,10:29.0,,T. Ariza misses free throw 2 of 2,3,9
14,1,10:28.0,Defensive rebound by G. Dieng,,3,9
15,1,10:17.0,A. Wiggins makes 2-pt jump shot from 7 ft,,5,9
16,1,10:07.0,,R. Anderson misses 3-pt jump shot from 27 ft,5,9
17,1,10:07.0,,Offensive rebound by P. Beverley,5,9
18,1,10:02.0,,J. Harden misses 3-pt jump shot from 24 ft,5,9
19,1,10:02.0,,Offensive rebound by P. Beverley,5,9
20,1,9:51.0,,J. Harden makes 3-pt jump shot from 25 ft,5,12
21,1,9:38.0,K. Dunn misses 2-pt layup from 3 ft (block by C. Capela),,5,12
22,1,9:37.0,,Defensive rebound by J. Harden,5,12
23,1,9:34.0,,Shooting foul by G. Dieng (drawn by C. Capela),5,12
24,1,9:34.0,,C. Capela misses free throw 1 of 2,5,12
25,1,9:34.0,,Offensive rebound by Team,5,12
26,1,9:34.0,,C. Capela misses free throw 2 of 2,5,12
27,1,9:34.0,Defensive rebound by K. Towns,,5,12
28,1,9:11.0,G. Dieng misses 2-pt jump shot from 21 ft,,5,12
29,1,9:09.0,,Defensive rebound by P. Beverley,5,12
30,1,9:02.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),5,14
31,1,8:54.0,Personal foul by P. Beverley (drawn by K. Dunn),,5,14
32,1,8:54.0,,Technical foul by P. Beverley,5,14
33,1,8:54.0,Technical foul by K. Dunn,,5,14
34,1,8:40.0,B. Rush makes 2-pt jump shot from 11 ft (assist by K. Dunn),,7,14
35,1,8:26.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by R. Anderson),7,17
36,1,8:01.0,Turnover by A. Wiggins (bad pass; steal by J. Harden),,7,17
37,1,7:54.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by T. Ariza),7,20
38,1,7:47.0,Minnesota full timeout,,7,20
39,1,7:36.0,G. Dieng misses 2-pt layup from 2 ft,,7,20
40,1,7:36.0,Offensive rebound by G. Dieng,,7,20
41,1,7:32.0,B. Rush makes 3-pt jump shot from 23 ft (assist by G. Dieng),,10,20
42,1,7:18.0,,J. Harden misses 3-pt jump shot from 25 ft,10,20
43,1,7:17.0,Defensive rebound by B. Rush,,10,20
44,1,7:14.0,Turnover by B. Rush (bad pass; steal by J. Harden),,10,20
45,1,7:04.0,,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),10,22
46,1,6:49.0,K. Towns misses 3-pt jump shot from 25 ft,,10,22
47,1,6:47.0,,Defensive rebound by J. Harden,10,22
48,1,6:31.0,,J. Harden misses 3-pt jump shot from 24 ft,10,22
49,1,6:28.0,,Offensive rebound by C. Capela,10,22
50,1,6:28.0,,C. Capela misses 2-pt layup from 1 ft,10,22
51,1,6:27.0,Defensive rebound by K. Towns,,10,22
52,1,6:18.0,B. Rush makes 3-pt jump shot from 24 ft (assist by K. Dunn),,13,22
53,1,6:02.0,,R. Anderson misses 3-pt jump shot from 24 ft,13,22
54,1,6:01.0,Defensive rebound by G. Dieng,,13,22
55,1,5:49.0,K. Dunn makes 2-pt jump shot from 10 ft,,15,22
56,1,5:36.0,,T. Ariza misses 3-pt jump shot from 22 ft,15,22
57,1,5:36.0,Defensive rebound by K. Towns,,15,22
58,1,5:21.0,K. Towns makes 3-pt jump shot from 25 ft (assist by K. Dunn),,18,22
59,1,5:04.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),18,25
60,1,4:45.0,A. Wiggins makes 2-pt dunk at rim (assist by K. Dunn),,20,25
61,1,4:45.0,,Houston full timeout,20,25
62,1,4:45.0,,E. Gordon enters the game for T. Ariza,20,25
63,1,4:45.0,,N. Hilário enters the game for C. Capela,20,25
64,1,4:45.0,,L. Williams enters the game for P. Beverley,20,25
65,1,4:31.0,,R. Anderson misses 3-pt jump shot from 28 ft,20,25
66,1,4:30.0,,Offensive rebound by J. Harden,20,25
67,1,4:23.0,,L. Williams misses 3-pt jump shot from 25 ft,20,25
68,1,4:23.0,Defensive rebound by K. Towns,,20,25
69,1,4:06.0,K. Towns makes 2-pt layup from 1 ft (assist by K. Dunn),,22,25
70,1,3:57.0,,R. Anderson misses 3-pt jump shot from 25 ft,22,25
71,1,3:56.0,Defensive rebound by K. Towns,,22,25
72,1,3:41.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by G. Dieng),,25,25
73,1,3:28.0,,J. Harden makes 2-pt layup from 1 ft,25,27
74,1,3:12.0,K. Towns misses 2-pt jump shot from 20 ft,,25,27
75,1,3:11.0,Offensive rebound by B. Rush,,25,27
76,1,3:06.0,A. Wiggins makes 2-pt layup at rim,,27,27
77,1,3:06.0,Shooting foul by N. Hilário (drawn by A. Wiggins),,27,27
78,1,3:06.0,A. Wiggins misses free throw 1 of 1,,27,27
79,1,3:06.0,,Defensive rebound by J. Harden,27,27
80,1,2:54.0,,N. Hilário misses 2-pt layup from 2 ft (block by K. Dunn),27,27
81,1,2:51.0,Defensive rebound by K. Dunn,,27,27
82,1,2:43.0,K. Dunn makes 2-pt jump shot from 8 ft,,29,27
83,1,2:30.0,,N. Hilário misses 2-pt jump shot from 16 ft,29,27
84,1,2:29.0,,Offensive rebound by R. Anderson,29,27
85,1,2:29.0,,R. Anderson makes 2-pt layup at rim,29,29
86,1,2:12.0,A. Wiggins misses 2-pt jump shot from 18 ft,,29,29
87,1,2:11.0,,Defensive rebound by J. Harden,29,29
88,1,2:00.0,,L. Williams misses 3-pt jump shot from 24 ft,29,29
89,1,2:00.0,Defensive rebound by G. Dieng,,29,29
90,1,1:43.0,A. Wiggins makes 3-pt jump shot from 23 ft (assist by K. Dunn),,32,29
91,1,1:32.0,,Shooting foul by A. Wiggins (drawn by J. Harden),32,29
92,1,1:32.0,,J. Harden misses free throw 1 of 2,32,29
93,1,1:32.0,,Offensive rebound by Team,32,29
94,1,1:32.0,O. Casspi enters the game for K. Towns,,32,29
95,1,1:32.0,,J. Harden makes free throw 2 of 2,32,30
96,1,1:09.0,O. Casspi misses 2-pt jump shot from 6 ft (block by N. Hilário),,32,30
97,1,1:08.0,Offensive rebound by G. Dieng,,32,30
98,1,1:05.0,G. Dieng misses 2-pt jump shot from 19 ft,,32,30
99,1,1:04.0,,Defensive rebound by R. Anderson,32,30
100,1,0:56.0,,E. Gordon misses 2-pt layup from 2 ft,32,30
101,1,0:56.0,,Offensive rebound by N. Hilário,32,30
102,1,0:56.0,,Shooting foul by O. Casspi (drawn by N. Hilário),32,30
103,1,0:56.0,,N. Hilário misses free throw 1 of 2,32,30
104,1,0:56.0,,Offensive rebound by Team,32,30
105,1,0:56.0,S. Muhammad enters the game for B. Rush,,32,30
106,1,0:56.0,,N. Hilário makes free throw 2 of 2,32,31
107,1,0:44.0,Turnover by K. Dunn (lost ball),,32,31
108,1,0:36.0,,N. Hilário misses 2-pt dunk at rim,32,31
109,1,0:34.0,Defensive rebound by G. Dieng,,32,31
110,1,0:31.0,Turnover by S. Muhammad (lost ball),,32,31
