,QUARTER,TIME_REMAINING,TORONTO_ACTION,BOSTON_ACTION,TORONTO_SCORE,BOSTON_SCORE
0,1,11:48.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),,2,0
1,1,11:34.0,,J. Crowder misses 3-pt jump shot from 25 ft,2,0
2,1,11:33.0,Defensive rebound by J. Valančiūnas,,2,0
3,1,11:25.0,Turnover by N. Powell (bad pass; steal by J. Brown),,2,0
4,1,11:12.0,,A. Horford misses 2-pt hook shot from 5 ft,2,0
5,1,11:11.0,,Offensive rebound by J. Crowder,2,0
6,1,11:11.0,,J. Crowder misses 2-pt layup from 2 ft,2,0
7,1,11:10.0,Defensive rebound by D. Carroll,,2,0
8,1,10:59.0,D. Carroll makes 3-pt jump shot from 23 ft (assist by K. Lowry),,5,0
9,1,10:40.0,,J. Crowder misses 2-pt jump shot from 23 ft,5,0
10,1,10:39.0,Defensive rebound by N. Powell,,5,0
11,1,10:13.0,K. Lowry makes 2-pt jump shot from 20 ft,,7,0
12,1,10:01.0,,Turnover by I. Thomas (bad pass; steal by P. Patterson),7,0
13,1,9:54.0,Turnover by N. Powell (bad pass; steal by J. Crowder),,7,0
14,1,9:35.0,,I. Thomas makes 2-pt layup from 2 ft,7,2
15,1,9:20.0,K. Lowry misses 2-pt jump shot from 17 ft,,7,2
16,1,9:19.0,,Defensive rebound by J. Crowder,7,2
17,1,9:11.0,,I. Thomas misses 3-pt jump shot from 25 ft,7,2
18,1,9:10.0,Defensive rebound by J. Valančiūnas,,7,2
19,1,9:06.0,Personal foul by I. Thomas (drawn by D. Carroll),,7,2
20,1,9:05.0,Offensive foul by J. Valančiūnas (drawn by A. Johnson),,7,2
21,1,9:05.0,Turnover by J. Valančiūnas (offensive foul),,7,2
22,1,8:48.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by I. Thomas),7,5
23,1,8:29.0,N. Powell makes 2-pt jump shot from 13 ft,,9,5
24,1,8:10.0,,J. Brown misses 2-pt jump shot from 3 ft,9,5
25,1,8:09.0,Defensive rebound by J. Valančiūnas,,9,5
26,1,7:55.0,P. Patterson misses 3-pt jump shot from 24 ft,,9,5
27,1,7:54.0,,Defensive rebound by I. Thomas,9,5
28,1,7:49.0,,I. Thomas misses 2-pt layup from 1 ft,9,5
29,1,7:47.0,,Offensive rebound by Team,9,5
30,1,7:44.0,,Shooting block foul by J. Valančiūnas (drawn by J. Brown),9,5
31,1,7:44.0,,J. Brown misses free throw 1 of 2,9,5
32,1,7:44.0,,Offensive rebound by Team,9,5
33,1,7:44.0,L. Nogueira enters the game for J. Valančiūnas,,9,5
34,1,7:44.0,,J. Brown makes free throw 2 of 2,9,6
35,1,7:20.0,D. Carroll misses 3-pt jump shot from 25 ft,,9,6
36,1,7:19.0,Offensive rebound by P. Patterson,,9,6
37,1,7:19.0,Shooting foul by A. Johnson (drawn by P. Patterson),,9,6
38,1,7:19.0,P. Patterson makes free throw 1 of 2,,10,6
39,1,7:19.0,P. Patterson makes free throw 2 of 2,,11,6
40,1,7:01.0,,A. Horford misses 2-pt hook shot from 7 ft,11,6
41,1,7:00.0,Defensive rebound by D. Carroll,,11,6
42,1,6:48.0,N. Powell misses 3-pt jump shot from 23 ft,,11,6
43,1,6:47.0,,Defensive rebound by I. Thomas,11,6
44,1,6:35.0,,A. Horford misses 2-pt jump shot from 8 ft,11,6
45,1,6:34.0,Defensive rebound by D. Carroll,,11,6
46,1,6:20.0,Offensive foul by L. Nogueira (drawn by I. Thomas),,11,6
47,1,6:20.0,Turnover by L. Nogueira (offensive foul),,11,6
48,1,6:20.0,J. Sullinger enters the game for P. Patterson,,11,6
49,1,6:20.0,,J. Jerebko enters the game for A. Johnson,11,6
50,1,6:20.0,,M. Smart enters the game for J. Brown,11,6
51,1,6:10.0,,Turnover by I. Thomas (bad pass; steal by K. Lowry),11,6
52,1,6:04.0,N. Powell makes 2-pt layup from 2 ft,,13,6
53,1,5:49.0,,Shooting foul by J. Sullinger (drawn by I. Thomas),13,6
54,1,5:49.0,,Boston full timeout,13,6
55,1,5:49.0,,I. Thomas makes free throw 1 of 2,13,7
56,1,5:49.0,C. Joseph enters the game for K. Lowry,,13,6
57,1,5:49.0,,I. Thomas makes free throw 2 of 2,13,8
58,1,5:24.0,C. Joseph misses 2-pt jump shot from 5 ft,,13,8
59,1,5:23.0,Offensive rebound by J. Sullinger,,13,8
60,1,5:23.0,Shooting foul by A. Horford (drawn by J. Sullinger),,13,8
61,1,5:23.0,J. Sullinger misses free throw 1 of 2,,13,8
62,1,5:23.0,Offensive rebound by Team,,13,8
63,1,5:23.0,J. Sullinger makes free throw 2 of 2,,14,8
64,1,5:10.0,,J. Jerebko misses 3-pt jump shot from 25 ft,14,8
65,1,5:09.0,Defensive rebound by N. Powell,,14,8
66,1,4:51.0,J. Sullinger makes 2-pt jump shot from 12 ft (assist by C. Joseph),,16,8
67,1,4:35.0,,Shooting foul by C. Joseph (drawn by I. Thomas),16,8
68,1,4:35.0,,I. Thomas makes free throw 1 of 2,16,9
69,1,4:35.0,,I. Thomas misses free throw 2 of 2,16,9
70,1,4:35.0,Defensive rebound by L. Nogueira,,16,9
71,1,4:17.0,C. Joseph makes 2-pt layup from 2 ft,,18,9
72,1,4:06.0,,Personal foul by D. Carroll (drawn by J. Crowder),18,9
73,1,3:58.0,,Shooting foul by L. Nogueira (drawn by I. Thomas),18,9
74,1,3:58.0,,I. Thomas makes free throw 1 of 2,18,10
75,1,3:58.0,,T. Zeller enters the game for A. Horford,18,10
76,1,3:58.0,,I. Thomas makes free throw 2 of 2,18,11
77,1,3:44.0,N. Powell makes 2-pt layup from 2 ft,,20,11
78,1,3:41.0,,Turnover by J. Crowder (bad pass; steal by D. Carroll),20,11
79,1,3:24.0,L. Nogueira misses 3-pt jump shot from 25 ft,,20,11
80,1,3:23.0,,Defensive rebound by T. Zeller,20,11
81,1,3:14.0,,I. Thomas makes 2-pt jump shot from 7 ft,20,13
82,1,3:02.0,Toronto full timeout,,20,13
83,1,3:02.0,,G. Green enters the game for J. Crowder,20,13
84,1,3:02.0,T. Ross enters the game for D. Carroll,,20,13
85,1,3:02.0,J. Poeltl enters the game for L. Nogueira,,20,13
86,1,2:49.0,J. Sullinger misses 3-pt jump shot from 25 ft,,20,13
87,1,2:48.0,Offensive rebound by J. Poeltl,,20,13
88,1,2:40.0,Personal foul by T. Zeller (drawn by J. Sullinger),,20,13
89,1,2:34.0,J. Sullinger makes 2-pt jump shot from 18 ft (assist by C. Joseph),,22,13
90,1,2:16.0,,J. Jerebko misses 3-pt jump shot from 25 ft,22,13
91,1,2:15.0,Defensive rebound by J. Sullinger,,22,13
92,1,2:07.0,C. Joseph misses 2-pt layup from 2 ft,,22,13
93,1,2:06.0,Offensive rebound by J. Poeltl,,22,13
94,1,2:06.0,J. Poeltl makes 2-pt layup from 2 ft,,24,13
95,1,1:47.0,,G. Green makes 2-pt jump shot from 14 ft (assist by I. Thomas),24,15
96,1,1:32.0,Turnover by N. Powell (bad pass; steal by G. Green),,24,15
97,1,1:26.0,,M. Smart makes 3-pt jump shot from 24 ft (assist by G. Green),24,18
98,1,1:05.0,T. Ross makes 2-pt jump shot from 15 ft (assist by J. Sullinger),,26,18
99,1,0:48.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Jerebko),26,21
100,1,0:48.0,,Shooting foul by N. Powell (drawn by I. Thomas),26,21
101,1,0:48.0,K. Lowry enters the game for N. Powell,,26,21
