,QUARTER,TIME_REMAINING,PORTLAND_ACTION,PHOENIX_ACTION,PORTLAND_SCORE,PHOENIX_SCORE
0,1,11:39.0,J. Nurkić misses 2-pt hook shot from 6 ft,,0,0
1,1,11:38.0,Offensive rebound by N. Vonleh,,0,0
2,1,11:38.0,Shooting foul by T. Warren (drawn by N. Vonleh),,0,0
3,1,11:38.0,N. Vonleh misses free throw 1 of 2,,0,0
4,1,11:38.0,Offensive rebound by Team,,0,0
5,1,11:38.0,N. Vonleh makes free throw 2 of 2,,1,0
6,1,11:27.0,,D. Booker makes 2-pt jump shot from 18 ft,1,2
7,1,11:12.0,J. Nurkić makes 2-pt dunk at rim (assist by C. McCollum),,3,2
8,1,10:59.0,,D. Booker misses 2-pt jump shot from 17 ft,3,2
9,1,10:57.0,Defensive rebound by M. Harkless,,3,2
10,1,10:46.0,C. McCollum misses 2-pt jump shot from 8 ft,,3,2
11,1,10:45.0,,Defensive rebound by M. Chriss,3,2
12,1,10:34.0,,M. Chriss misses 2-pt layup from 1 ft,3,2
13,1,10:31.0,Defensive rebound by J. Nurkić,,3,2
14,1,10:25.0,Shooting foul by E. Bledsoe (drawn by M. Harkless),,3,2
15,1,10:25.0,M. Harkless misses free throw 1 of 2,,3,2
16,1,10:25.0,Offensive rebound by Team,,3,2
17,1,10:25.0,M. Harkless misses free throw 2 of 2,,3,2
18,1,10:25.0,,Defensive rebound by D. Jones,3,2
19,1,10:09.0,,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by T. Warren),3,5
20,1,9:52.0,D. Lillard makes 2-pt layup from 1 ft,,5,5
21,1,9:44.0,,D. Booker makes 2-pt jump shot from 6 ft,5,7
22,1,9:20.0,Turnover by M. Harkless (traveling),,5,7
23,1,9:03.0,,E. Bledsoe makes 2-pt jump shot from 7 ft,5,9
24,1,8:50.0,D. Lillard misses 3-pt jump shot from 26 ft,,5,9
25,1,8:49.0,,Defensive rebound by D. Booker,5,9
26,1,8:44.0,,T. Warren makes 2-pt layup from 2 ft (assist by D. Booker),5,11
27,1,8:35.0,Shooting foul by D. Jones (drawn by N. Vonleh),,5,11
28,1,8:35.0,N. Vonleh makes free throw 1 of 2,,6,11
29,1,8:35.0,N. Vonleh misses free throw 2 of 2,,6,11
30,1,8:35.0,,Defensive rebound by T. Warren,6,11
31,1,8:20.0,,D. Booker makes 2-pt jump shot from 16 ft (assist by E. Bledsoe),6,13
32,1,8:18.0,,Violation by Team (jump ball),6,13
33,1,8:01.0,C. McCollum misses 3-pt jump shot from 26 ft,,6,13
34,1,7:59.0,,Defensive rebound by D. Booker,6,13
35,1,7:50.0,,T. Warren misses 3-pt jump shot from 27 ft,6,13
36,1,7:50.0,Defensive rebound by C. McCollum,,6,13
37,1,7:42.0,C. McCollum makes 2-pt jump shot from 4 ft,,8,13
38,1,7:37.0,,Turnover by E. Bledsoe (bad pass),8,13
39,1,7:24.0,C. McCollum makes 2-pt jump shot from 18 ft,,10,13
40,1,7:16.0,,E. Bledsoe misses 2-pt layup from 2 ft (block by J. Nurkić),10,13
41,1,7:15.0,Defensive rebound by C. McCollum,,10,13
42,1,7:11.0,D. Lillard misses 3-pt jump shot from 31 ft,,10,13
43,1,7:11.0,,Defensive rebound by Team,10,13
44,1,6:47.0,,D. Booker makes 2-pt jump shot from 22 ft,10,15
45,1,6:47.0,Portland full timeout,,10,15
46,1,6:35.0,Personal foul by M. Chriss (drawn by J. Nurkić),,10,15
47,1,6:31.0,C. McCollum misses 2-pt jump shot from 13 ft,,10,15
48,1,6:31.0,,Defensive rebound by M. Chriss,10,15
49,1,6:17.0,,D. Booker misses 2-pt jump shot from 13 ft,10,15
50,1,6:17.0,Defensive rebound by D. Lillard,,10,15
51,1,6:08.0,Turnover by J. Nurkić (offensive foul),,10,15
52,1,6:08.0,Offensive foul by J. Nurkić (drawn by M. Chriss),,10,15
53,1,5:56.0,,M. Chriss misses 3-pt jump shot from 25 ft,10,15
54,1,5:55.0,Defensive rebound by J. Nurkić,,10,15
55,1,5:43.0,D. Lillard makes 2-pt layup from 2 ft,,12,15
56,1,5:33.0,,Def 3 sec tech foul by J. Nurkić,12,15
57,1,5:33.0,,E. Bledsoe makes technical free throw,12,16
58,1,5:33.0,A. Crabbe enters the game for C. McCollum,,12,16
59,1,5:24.0,,Personal foul by A. Crabbe (drawn by D. Booker),12,16
60,1,5:14.0,,D. Booker misses 2-pt jump shot from 22 ft,12,16
61,1,5:14.0,Defensive rebound by A. Crabbe,,12,16
62,1,5:02.0,M. Harkless makes 2-pt layup from 1 ft (assist by N. Vonleh),,14,16
63,1,4:44.0,,Turnover by E. Bledsoe (bad pass; steal by A. Crabbe),14,16
64,1,4:39.0,A. Crabbe makes 2-pt layup from 2 ft,,16,16
65,1,4:21.0,,E. Bledsoe misses 2-pt jump shot from 7 ft (block by J. Nurkić),16,16
66,1,4:19.0,,Offensive rebound by M. Chriss,16,16
67,1,4:18.0,,Turnover by M. Chriss (lost ball; steal by N. Vonleh),16,16
68,1,4:12.0,J. Nurkić makes 2-pt dunk from 2 ft,,18,16
69,1,4:12.0,,Phoenix full timeout,18,16
70,1,4:12.0,,T. Ulis enters the game for D. Jones,18,16
71,1,4:12.0,,A. Williams enters the game for E. Bledsoe,18,16
72,1,4:01.0,,T. Warren misses 2-pt jump shot from 11 ft,18,16
73,1,3:59.0,Defensive rebound by N. Vonleh,,18,16
74,1,3:49.0,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Lillard),,20,16
75,1,3:37.0,,M. Chriss misses 2-pt jump shot from 17 ft,20,16
76,1,3:36.0,Defensive rebound by D. Lillard,,20,16
77,1,3:27.0,D. Lillard makes 2-pt jump shot from 19 ft,,22,16
78,1,3:14.0,,Def 3 sec tech foul by J. Nurkić,22,16
79,1,3:14.0,,D. Booker misses technical free throw,22,16
80,1,3:14.0,,Offensive rebound by Team,22,16
81,1,3:14.0,,J. Dudley enters the game for M. Chriss,22,16
82,1,3:14.0,S. Napier enters the game for M. Harkless,,22,16
83,1,3:03.0,,D. Booker misses 2-pt jump shot from 11 ft,22,16
84,1,3:01.0,Defensive rebound by J. Nurkić,,22,16
85,1,2:54.0,D. Lillard makes 3-pt jump shot from 25 ft,,25,16
86,1,2:42.0,,A. Williams misses 2-pt jump shot from 5 ft (block by J. Nurkić),25,16
87,1,2:42.0,Defensive rebound by Team,,25,16
88,1,2:42.0,A. Aminu enters the game for J. Nurkić,,25,16
89,1,2:20.0,D. Lillard misses 2-pt layup from 1 ft,,25,16
90,1,2:17.0,,Defensive rebound by J. Dudley,25,16
91,1,1:57.0,,Turnover by J. Dudley (lost ball; steal by S. Napier),25,16
92,1,1:51.0,D. Lillard makes 2-pt jump shot from 11 ft,,27,16
93,1,1:49.0,,Phoenix full timeout,27,16
94,1,1:30.0,,A. Williams makes 2-pt hook shot from 5 ft,27,18
95,1,1:17.0,Shooting foul by A. Williams (drawn by D. Lillard),,27,18
96,1,1:17.0,D. Lillard makes free throw 1 of 2,,28,18
97,1,1:17.0,M. Leonard enters the game for N. Vonleh,,28,18
98,1,1:17.0,D. Lillard makes free throw 2 of 2,,29,18
99,1,1:08.0,,Turnover by T. Ulis (lost ball; steal by S. Napier),29,18
100,1,0:46.0,M. Leonard makes 2-pt layup from 1 ft (assist by A. Crabbe),,31,18
101,1,0:39.0,,Turnover by D. Booker (lost ball),31,18
102,1,0:30.0,M. Leonard misses 3-pt jump shot from 29 ft,,31,18
103,1,0:29.0,,Defensive rebound by T. Warren,31,18
104,1,0:26.0,,Personal foul by M. Leonard (drawn by A. Williams),31,18
105,1,0:26.0,N. Vonleh enters the game for M. Leonard,,31,18
106,1,0:08.0,,D. Booker misses 2-pt layup from 1 ft,31,18
107,1,0:06.0,Defensive rebound by A. Aminu,,31,18
108,1,0:01.0,Shooting block foul by A. Williams (drawn by D. Lillard),,31,18
109,1,0:01.0,D. Lillard makes free throw 1 of 2,,32,18
110,1,0:01.0,D. Lillard makes free throw 2 of 2,,33,18
111,1,0:01.0,,T. Ulis misses 3-pt jump shot from 72 ft,33,18
112,1,0:00.0,,Offensive rebound by Team,33,18
113,2,11:38.0,,L. Barbosa misses 3-pt jump shot from 28 ft,33,18
114,2,11:37.0,,Offensive rebound by T. Ulis,33,18
115,2,11:33.0,,L. Barbosa makes 2-pt layup from 1 ft (assist by T. Ulis),33,20
116,2,11:17.0,M. Leonard misses 3-pt jump shot from 26 ft,,33,20
117,2,11:17.0,,Defensive rebound by J. Dudley,33,20
118,2,11:04.0,,T. Ulis makes 2-pt jump shot from 15 ft,33,22
119,2,10:57.0,Offensive foul by C. McCollum (drawn by D. Jones),,33,22
120,2,10:57.0,Turnover by C. McCollum (offensive foul),,33,22
121,2,10:40.0,,L. Barbosa misses 2-pt jump shot from 13 ft,33,22
122,2,10:39.0,Defensive rebound by Team,,33,22
123,2,10:24.0,C. McCollum misses 2-pt jump shot from 18 ft,,33,22
124,2,10:22.0,,Defensive rebound by D. Jones,33,22
125,2,10:17.0,,Personal foul by M. Leonard (drawn by A. Williams),33,22
126,2,10:17.0,Technical foul by M. Leonard,,33,22
127,2,10:17.0,,L. Barbosa makes technical free throw,33,23
128,2,10:04.0,,A. Williams misses 2-pt hook shot from 7 ft,33,23
129,2,10:02.0,Defensive rebound by A. Aminu,,33,23
130,2,9:50.0,Turnover by A. Aminu (traveling),,33,23
131,2,9:26.0,,Turnover by Team (shot clock),33,23
132,2,9:16.0,Personal foul by L. Barbosa (drawn by A. Crabbe),,33,23
133,2,9:05.0,A. Crabbe makes 2-pt jump shot from 18 ft,,35,23
134,2,8:41.0,,L. Barbosa misses 2-pt jump shot from 12 ft,35,23
135,2,8:41.0,Defensive rebound by Team,,35,23
136,2,8:41.0,,Loose ball foul by A. Williams (drawn by A. Aminu),35,23
137,2,8:41.0,Official timeout,,35,23
138,2,8:41.0,,M. Chriss enters the game for A. Williams,35,23
139,2,8:28.0,A. Crabbe misses 2-pt jump shot from 22 ft,,35,23
140,2,8:27.0,,Defensive rebound by J. Dudley,35,23
141,2,8:04.0,,T. Ulis misses 2-pt jump shot from 4 ft (block by M. Leonard),35,23
142,2,8:03.0,Defensive rebound by A. Aminu,,35,23
143,2,7:57.0,C. McCollum makes 2-pt layup from 2 ft,,37,23
144,2,7:46.0,,T. Ulis makes 2-pt jump shot from 18 ft,37,25
145,2,7:27.0,S. Napier makes 2-pt jump shot from 19 ft,,39,25
146,2,7:19.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by T. Ulis),39,28
147,2,7:03.0,Offensive foul by A. Crabbe (drawn by L. Barbosa),,39,28
148,2,7:03.0,Turnover by A. Crabbe (offensive foul),,39,28
149,2,7:03.0,M. Harkless enters the game for S. Napier,,39,28
150,2,6:48.0,,D. Jones makes 2-pt dunk at rim (assist by T. Ulis),39,30
151,2,6:26.0,M. Leonard makes 2-pt layup at rim (assist by A. Aminu),,41,30
152,2,6:19.0,,Shooting foul by M. Leonard (drawn by M. Chriss),41,30
153,2,6:19.0,,M. Chriss makes free throw 1 of 2,41,31
154,2,6:19.0,,M. Chriss misses free throw 2 of 2,41,31
155,2,6:19.0,J. Nurkić enters the game for M. Leonard,,41,31
156,2,6:18.0,Defensive rebound by A. Crabbe,,41,31
157,2,6:02.0,A. Aminu misses 2-pt jump shot from 19 ft,,41,31
158,2,6:02.0,,Defensive rebound by T. Ulis,41,31
159,2,5:56.0,,L. Barbosa makes 2-pt layup from 2 ft (assist by T. Ulis),41,33
160,2,5:56.0,Portland full timeout,,41,33
161,2,5:33.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by M. Harkless),,44,33
162,2,5:18.0,,T. Ulis misses 2-pt jump shot from 16 ft,44,33
163,2,5:17.0,Defensive rebound by A. Aminu,,44,33
164,2,5:14.0,Shooting block foul by J. Dudley (drawn by M. Harkless),,44,33
165,2,5:14.0,M. Harkless misses free throw 1 of 2,,44,33
166,2,5:14.0,Offensive rebound by Team,,44,33
167,2,5:14.0,M. Harkless misses free throw 2 of 2,,44,33
168,2,5:14.0,D. Lillard enters the game for A. Crabbe,,44,33
169,2,5:14.0,,E. Bledsoe enters the game for T. Ulis,44,33
170,2,5:13.0,,Defensive rebound by M. Chriss,44,33
171,2,5:05.0,,Personal foul by D. Lillard (drawn by L. Barbosa),44,33
172,2,4:59.0,,M. Chriss makes 2-pt jump shot from 19 ft (assist by L. Barbosa),44,35
173,2,4:48.0,A. Aminu misses 2-pt dunk at rim (block by M. Chriss),,44,35
174,2,4:46.0,,Defensive rebound by J. Dudley,44,35
175,2,4:37.0,,E. Bledsoe makes 2-pt jump shot from 22 ft,44,37
176,2,4:30.0,Personal foul by M. Chriss (drawn by J. Nurkić),,44,37
177,2,4:30.0,,D. Booker enters the game for J. Dudley,44,37
178,2,4:30.0,,T. Warren enters the game for L. Barbosa,44,37
179,2,4:24.0,D. Lillard makes 2-pt layup from 1 ft (assist by J. Nurkić),,46,37
180,2,4:06.0,,M. Chriss makes 3-pt jump shot from 25 ft (assist by D. Booker),46,40
181,2,3:43.0,Shooting foul by D. Jones (drawn by D. Lillard),,46,40
182,2,3:43.0,D. Lillard makes free throw 1 of 3,,47,40
183,2,3:43.0,D. Lillard makes free throw 2 of 3,,48,40
184,2,3:43.0,D. Lillard makes free throw 3 of 3,,49,40
185,2,3:35.0,,M. Chriss misses 3-pt jump shot from 25 ft,49,40
186,2,3:35.0,Defensive rebound by A. Aminu,,49,40
187,2,3:29.0,Offensive foul by J. Nurkić (drawn by M. Chriss),,49,40
188,2,3:29.0,Turnover by J. Nurkić (offensive foul),,49,40
189,2,3:24.0,,E. Bledsoe makes 2-pt jump shot from 15 ft,49,42
190,2,3:24.0,,Shooting block foul by D. Lillard (drawn by E. Bledsoe),49,42
191,2,3:24.0,,E. Bledsoe misses free throw 1 of 1,49,42
192,2,3:23.0,Defensive rebound by J. Nurkić,,49,42
193,2,3:09.0,A. Aminu makes 2-pt layup from 2 ft (assist by M. Harkless),,51,42
194,2,3:09.0,Shooting foul by M. Chriss (drawn by A. Aminu),,51,42
195,2,3:09.0,A. Aminu misses free throw 1 of 1,,51,42
196,2,3:08.0,,Defensive rebound by M. Chriss,51,42
197,2,2:53.0,,D. Booker misses 2-pt jump shot from 19 ft,51,42
198,2,2:53.0,Defensive rebound by D. Lillard,,51,42
199,2,2:43.0,D. Lillard makes 3-pt jump shot from 27 ft,,54,42
200,2,2:23.0,,T. Warren makes 2-pt jump shot from 6 ft,54,44
201,2,2:14.0,C. McCollum makes 2-pt jump shot from 3 ft,,56,44
202,2,1:59.0,,D. Booker makes 2-pt jump shot from 7 ft (assist by T. Warren),56,46
203,2,1:49.0,J. Nurkić makes 2-pt dunk at rim (assist by C. McCollum),,58,46
204,2,1:38.0,,Shooting foul by M. Harkless (drawn by D. Jones),58,46
205,2,1:38.0,,Phoenix full timeout,58,46
206,2,1:38.0,,D. Jones makes free throw 1 of 2,58,47
207,2,1:38.0,,A. Williams enters the game for M. Chriss,58,46
208,2,1:38.0,A. Crabbe enters the game for M. Harkless,,58,46
209,2,1:38.0,N. Vonleh enters the game for A. Aminu,,58,46
210,2,1:38.0,,D. Jones makes free throw 2 of 2,58,48
211,2,1:27.0,D. Lillard makes 3-pt jump shot from 25 ft,,61,48
212,2,1:10.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,61,48
213,2,1:10.0,Defensive rebound by J. Nurkić,,61,48
214,2,0:58.0,D. Lillard misses 3-pt jump shot from 25 ft,,61,48
215,2,0:57.0,,Defensive rebound by E. Bledsoe,61,48
