,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MINNESOTA_ACTION,GOLDEN STATE_SCORE,MINNESOTA_SCORE
0,1,11:39.0,,A. Wiggins misses 2-pt jump shot from 21 ft,0,0
1,1,11:38.0,Defensive rebound by D. Green,,0,0
2,1,11:29.0,S. Curry misses 2-pt jump shot from 10 ft,,0,0
3,1,11:28.0,,Defensive rebound by G. Dieng,0,0
4,1,11:06.0,,Turnover by K. Towns (lost ball; steal by D. Green),0,0
5,1,10:59.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by S. Curry),,2,0
6,1,10:42.0,,K. Towns makes 2-pt jump shot from 8 ft (assist by B. Rush),2,2
7,1,10:27.0,Turnover by S. Curry (lost ball),,2,2
8,1,10:12.0,,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),2,4
9,1,10:04.0,K. Thompson misses 2-pt jump shot from 24 ft,,2,4
10,1,10:04.0,,Defensive rebound by K. Towns,2,4
11,1,9:51.0,,R. Rubio misses 2-pt jump shot from 17 ft,2,4
12,1,9:50.0,Defensive rebound by D. Green,,2,4
13,1,9:42.0,K. Thompson makes 2-pt jump shot from 15 ft,,4,4
14,1,9:22.0,,A. Wiggins misses 2-pt layup from 1 ft,4,4
15,1,9:21.0,Defensive rebound by Z. Pachulia,,4,4
16,1,9:13.0,K. Thompson makes 2-pt jump shot from 15 ft,,6,4
17,1,8:50.0,,G. Dieng makes 2-pt layup from 1 ft (assist by R. Rubio),6,6
18,1,8:37.0,S. Curry misses 3-pt jump shot from 25 ft,,6,6
19,1,8:36.0,,Defensive rebound by G. Dieng,6,6
20,1,8:19.0,,B. Rush misses 3-pt jump shot from 24 ft,6,6
21,1,8:18.0,Defensive rebound by K. Thompson,,6,6
22,1,8:14.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by K. Thompson),,8,6
23,1,7:58.0,,Turnover by R. Rubio (bad pass; steal by D. Green),8,6
24,1,7:57.0,Personal foul by R. Rubio (drawn by D. Green),,8,6
25,1,7:48.0,P. McCaw misses 2-pt layup at rim,,8,6
26,1,7:47.0,,Defensive rebound by K. Towns,8,6
27,1,7:39.0,,G. Dieng makes 2-pt jump shot from 16 ft (assist by R. Rubio),8,8
28,1,7:19.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by P. McCaw),,11,8
29,1,7:05.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by B. Rush),11,11
30,1,6:57.0,Personal foul by G. Dieng (drawn by Z. Pachulia),,11,11
31,1,6:56.0,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),,13,11
32,1,6:50.0,,Minnesota full timeout,13,11
33,1,6:45.0,,Personal foul by D. Green (drawn by K. Towns),13,11
34,1,6:30.0,,A. Wiggins misses 2-pt layup from 1 ft,13,11
35,1,6:28.0,,Offensive rebound by K. Towns,13,11
36,1,6:28.0,,K. Towns makes 2-pt layup from 1 ft,13,13
37,1,6:16.0,Turnover by S. Curry (bad pass),,13,13
38,1,6:10.0,,Personal foul by Z. Pachulia (drawn by K. Towns),13,13
39,1,6:05.0,,K. Towns makes 2-pt jump shot from 22 ft (assist by R. Rubio),13,15
40,1,5:52.0,D. Green misses 3-pt jump shot from 25 ft,,13,15
41,1,5:50.0,Offensive rebound by Z. Pachulia,,13,15
42,1,5:43.0,K. Thompson misses 2-pt jump shot from 20 ft,,13,15
43,1,5:42.0,,Defensive rebound by R. Rubio,13,15
44,1,5:34.0,Violation by P. McCaw (def goaltending),,13,15
45,1,5:34.0,,G. Dieng makes 2-pt layup from 2 ft (assist by R. Rubio),13,17
46,1,5:34.0,,Shooting foul by D. Green (drawn by G. Dieng),13,17
47,1,5:34.0,A. Iguodala enters the game for P. McCaw,,13,17
48,1,5:34.0,J. McGee enters the game for Z. Pachulia,,13,17
49,1,5:34.0,,G. Dieng makes free throw 1 of 1,13,18
50,1,5:25.0,S. Curry makes 2-pt layup from 2 ft (assist by D. Green),,15,18
51,1,5:11.0,,R. Rubio makes 2-pt jump shot from 13 ft (assist by K. Towns),15,20
52,1,5:04.0,Golden State full timeout,,15,20
53,1,5:04.0,,N. Bjelica enters the game for K. Towns,15,20
54,1,5:04.0,K. Looney enters the game for D. Green,,15,20
55,1,4:52.0,S. Curry misses 3-pt jump shot from 25 ft,,15,20
56,1,4:51.0,,Defensive rebound by A. Wiggins,15,20
57,1,4:39.0,,G. Dieng misses 2-pt layup from 1 ft (block by J. McGee),15,20
58,1,4:39.0,Defensive rebound by Team,,15,20
59,1,4:29.0,Turnover by K. Looney (bad pass; steal by B. Rush),,15,20
60,1,4:22.0,,R. Rubio misses 2-pt jump shot from 21 ft,15,20
61,1,4:21.0,Defensive rebound by K. Looney,,15,20
62,1,4:10.0,Shooting foul by B. Rush (drawn by J. McGee),,15,20
63,1,4:10.0,J. McGee misses free throw 1 of 2,,15,20
64,1,4:10.0,Offensive rebound by Team,,15,20
65,1,4:10.0,P. McCaw enters the game for K. Thompson,,15,20
66,1,4:10.0,J. McGee makes free throw 2 of 2,,16,20
67,1,4:02.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by R. Rubio),16,23
68,1,3:50.0,S. Curry makes 2-pt jump shot from 21 ft,,18,23
69,1,3:31.0,,R. Rubio makes 2-pt jump shot from 20 ft (assist by N. Bjelica),18,25
70,1,3:19.0,Turnover by S. Curry (lost ball; steal by A. Wiggins),,18,25
71,1,3:13.0,,R. Rubio misses 2-pt layup from 1 ft,18,25
72,1,3:12.0,,Offensive rebound by B. Rush,18,25
73,1,3:12.0,,B. Rush makes 2-pt layup from 1 ft,18,27
74,1,2:55.0,Turnover by J. McGee (bad pass),,18,27
75,1,2:55.0,M. Barnes enters the game for K. Looney,,18,27
76,1,2:39.0,,A. Wiggins misses 2-pt jump shot from 5 ft,18,27
77,1,2:37.0,Defensive rebound by M. Barnes,,18,27
78,1,2:30.0,S. Curry misses 3-pt jump shot from 24 ft,,18,27
79,1,2:29.0,,Defensive rebound by G. Dieng,18,27
80,1,2:13.0,,Shooting foul by J. McGee (drawn by N. Bjelica),18,27
81,1,2:13.0,,N. Bjelica makes free throw 1 of 2,18,28
82,1,2:13.0,,N. Bjelica misses free throw 2 of 2,18,28
83,1,2:13.0,,S. Muhammad enters the game for B. Rush,18,28
84,1,2:12.0,,Offensive rebound by N. Bjelica,18,28
85,1,2:06.0,,N. Bjelica misses 2-pt jump shot from 4 ft,18,28
86,1,2:04.0,Defensive rebound by P. McCaw,,18,28
87,1,1:54.0,S. Curry misses 2-pt layup from 2 ft,,18,28
88,1,1:52.0,Offensive rebound by J. McGee,,18,28
89,1,1:52.0,J. McGee makes 2-pt dunk at rim,,20,28
90,1,1:38.0,,Personal foul by S. Curry (drawn by R. Rubio),20,28
91,1,1:38.0,,R. Rubio makes free throw 1 of 2,20,29
92,1,1:38.0,,R. Rubio makes free throw 2 of 2,20,30
93,1,1:22.0,J. McGee misses 2-pt dunk at rim,,20,30
94,1,1:21.0,,Defensive rebound by R. Rubio,20,30
95,1,1:14.0,,G. Dieng misses 2-pt jump shot from 16 ft,20,30
96,1,1:13.0,Defensive rebound by M. Barnes,,20,30
97,1,1:03.0,S. Curry makes 2-pt layup at rim,,22,30
98,1,0:55.0,,Shooting foul by M. Barnes (drawn by R. Rubio),22,30
99,1,0:55.0,,R. Rubio makes free throw 1 of 2,22,31
100,1,0:55.0,,R. Rubio makes free throw 2 of 2,22,32
101,1,0:42.0,P. McCaw misses 2-pt jump shot from 20 ft,,22,32
102,1,0:41.0,,Defensive rebound by S. Muhammad,22,32
103,1,0:22.0,,G. Dieng misses 2-pt layup from 1 ft (block by J. McGee),22,32
104,1,0:21.0,,Offensive rebound by Team,22,32
105,1,0:17.0,,A. Wiggins makes 2-pt layup from 1 ft,22,34
106,1,0:02.0,S. Curry makes 2-pt layup from 3 ft,,24,34
107,2,11:46.0,Personal foul by N. Bjelica (drawn by D. Green),,24,34
108,2,11:37.0,D. Green misses 3-pt jump shot from 25 ft,,24,34
109,2,11:36.0,,Defensive rebound by S. Muhammad,24,34
110,2,11:20.0,,K. Towns misses 2-pt jump shot from 13 ft,24,34
111,2,11:18.0,Defensive rebound by I. Clark,,24,34
112,2,11:10.0,I. Clark makes 2-pt layup from 2 ft,,26,34
113,2,10:49.0,,S. Muhammad misses 3-pt jump shot from 26 ft,26,34
114,2,10:48.0,Defensive rebound by I. Clark,,26,34
115,2,10:40.0,D. West misses 2-pt jump shot from 20 ft,,26,34
116,2,10:38.0,Offensive rebound by Team,,26,34
117,2,10:31.0,I. Clark makes 3-pt jump shot from 23 ft (assist by D. Green),,29,34
118,2,10:15.0,,K. Towns misses 2-pt jump shot from 16 ft,29,34
119,2,10:14.0,,Offensive rebound by N. Bjelica,29,34
120,2,10:11.0,,K. Towns makes 3-pt jump shot from 23 ft (assist by N. Bjelica),29,37
121,2,9:50.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),,31,37
122,2,9:37.0,,K. Towns makes 2-pt layup from 2 ft (assist by T. Jones),31,39
123,2,9:37.0,,Shooting foul by K. Thompson (drawn by K. Towns),31,39
124,2,9:37.0,,K. Towns makes free throw 1 of 1,31,40
125,2,9:20.0,K. Thompson misses 2-pt jump shot from 7 ft (block by K. Towns),,31,40
126,2,9:19.0,Offensive rebound by Team,,31,40
127,2,9:14.0,D. West misses 3-pt jump shot from 25 ft,,31,40
128,2,9:13.0,,Defensive rebound by T. Jones,31,40
129,2,9:00.0,,T. Jones makes 2-pt jump shot from 19 ft,31,42
130,2,8:52.0,Golden State full timeout,,31,42
131,2,8:39.0,A. Iguodala misses 2-pt jump shot from 20 ft,,31,42
132,2,8:37.0,,Defensive rebound by K. Dunn,31,42
133,2,8:20.0,,N. Bjelica misses 2-pt layup from 1 ft,31,42
134,2,8:18.0,,Offensive rebound by S. Muhammad,31,42
135,2,8:18.0,,S. Muhammad makes 2-pt layup at rim,31,44
136,2,8:10.0,Personal foul by N. Bjelica (drawn by D. Green),,31,44
137,2,8:02.0,I. Clark misses 2-pt layup from 2 ft,,31,44
138,2,8:01.0,,Defensive rebound by S. Muhammad,31,44
139,2,7:58.0,Offensive charge foul by S. Muhammad (drawn by D. Green),,31,44
140,2,7:58.0,,Turnover by S. Muhammad (offensive foul),31,44
141,2,7:44.0,Turnover by K. Thompson (bad pass; steal by K. Dunn),,31,44
142,2,7:41.0,,K. Dunn misses 2-pt layup from 1 ft,31,44
143,2,7:40.0,,Offensive rebound by S. Muhammad,31,44
144,2,7:40.0,,S. Muhammad misses 2-pt layup at rim,31,44
145,2,7:37.0,Defensive rebound by I. Clark,,31,44
146,2,7:30.0,I. Clark makes 2-pt jump shot from 21 ft (assist by D. West),,33,44
147,2,7:09.0,,T. Jones misses 2-pt jump shot from 18 ft,33,44
148,2,7:08.0,Defensive rebound by K. Thompson,,33,44
149,2,7:02.0,K. Thompson misses 2-pt jump shot from 13 ft,,33,44
150,2,7:00.0,Offensive rebound by A. Iguodala,,33,44
151,2,7:00.0,A. Iguodala makes 2-pt dunk at rim,,35,44
152,2,6:35.0,,K. Dunn makes 2-pt jump shot from 20 ft,35,46
153,2,6:17.0,D. Green misses 2-pt layup at rim,,35,46
154,2,6:16.0,Offensive rebound by D. Green,,35,46
155,2,6:15.0,D. Green makes 2-pt layup from 1 ft,,37,46
156,2,5:55.0,,S. Muhammad makes 2-pt jump shot from 14 ft,37,48
157,2,5:41.0,I. Clark misses 3-pt jump shot from 25 ft,,37,48
158,2,5:39.0,,Defensive rebound by S. Muhammad,37,48
159,2,5:34.0,,S. Muhammad makes 2-pt layup from 2 ft,37,50
160,2,5:04.0,K. Thompson misses 2-pt jump shot from 19 ft,,37,50
161,2,5:03.0,,Defensive rebound by N. Bjelica,37,50
162,2,4:41.0,,K. Dunn misses 2-pt jump shot from 9 ft,37,50
163,2,4:40.0,Defensive rebound by D. West,,37,50
164,2,4:39.0,Personal foul by K. Dunn (drawn by D. West),,37,50
165,2,4:39.0,Golden State full timeout,,37,50
166,2,4:39.0,,R. Rubio enters the game for K. Dunn,37,50
167,2,4:39.0,,A. Wiggins enters the game for T. Jones,37,50
168,2,4:39.0,P. McCaw enters the game for A. Iguodala,,37,50
169,2,4:39.0,M. Barnes enters the game for K. Thompson,,37,50
170,2,4:39.0,Z. Pachulia enters the game for D. West,,37,50
171,2,4:39.0,S. Curry enters the game for I. Clark,,37,50
172,2,4:26.0,Turnover by S. Curry (bad pass),,37,50
173,2,4:12.0,,K. Towns makes 2-pt layup from 2 ft (assist by R. Rubio),37,52
174,2,4:01.0,S. Curry misses 2-pt layup from 2 ft (block by K. Towns),,37,52
175,2,4:00.0,,Defensive rebound by K. Towns,37,52
176,2,4:00.0,,Personal foul by Z. Pachulia (drawn by K. Towns),37,52
177,2,3:46.0,,S. Muhammad makes 2-pt dunk at rim (assist by R. Rubio),37,54
178,2,3:29.0,S. Curry makes 2-pt jump shot from 19 ft (assist by D. Green),,39,54
179,2,3:10.0,,N. Bjelica misses 3-pt jump shot from 25 ft,39,54
180,2,3:09.0,Defensive rebound by Z. Pachulia,,39,54
181,2,3:02.0,M. Barnes makes 2-pt layup from 1 ft (assist by S. Curry),,41,54
182,2,2:38.0,,A. Wiggins misses 2-pt jump shot from 13 ft,41,54
183,2,2:37.0,Defensive rebound by S. Curry,,41,54
184,2,2:31.0,P. McCaw makes 2-pt layup from 1 ft (assist by S. Curry),,43,54
185,2,2:22.0,,Minnesota full timeout,43,54
186,2,2:09.0,,N. Bjelica misses 2-pt jump shot from 6 ft,43,54
187,2,2:08.0,,Offensive rebound by N. Bjelica,43,54
188,2,2:08.0,,N. Bjelica makes 2-pt layup from 1 ft,43,56
189,2,1:49.0,S. Curry misses 3-pt jump shot from 25 ft,,43,56
190,2,1:48.0,,Defensive rebound by N. Bjelica,43,56
191,2,1:47.0,,Personal foul by M. Barnes (drawn by N. Bjelica),43,56
192,2,1:47.0,K. Thompson enters the game for P. McCaw,,43,56
193,2,1:47.0,A. Iguodala enters the game for M. Barnes,,43,56
194,2,1:37.0,,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),43,58
195,2,1:24.0,Shooting block foul by K. Towns (drawn by D. Green),,43,58
196,2,1:24.0,D. Green makes free throw 1 of 2,,44,58
197,2,1:24.0,D. Green makes free throw 2 of 2,,45,58
198,2,1:04.0,,Turnover by R. Rubio (bad pass; steal by K. Thompson),45,58
199,2,1:00.0,K. Thompson makes 2-pt layup from 2 ft,,47,58
200,2,0:37.0,,A. Wiggins misses 2-pt jump shot from 12 ft,47,58
201,2,0:36.0,,Offensive rebound by N. Bjelica,47,58
202,2,0:36.0,,N. Bjelica makes 2-pt layup from 1 ft,47,60
203,2,0:31.0,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),,49,60
204,2,0:15.0,,Turnover by A. Wiggins (lost ball; steal by S. Curry),49,60
205,2,0:11.0,S. Curry makes 2-pt layup from 1 ft,,51,60
206,2,0:09.0,,Personal foul by S. Curry (drawn by R. Rubio),51,60
207,2,0:09.0,,R. Rubio makes free throw 1 of 2,51,61
208,2,0:09.0,,R. Rubio makes free throw 2 of 2,51,62
209,2,0:01.0,,Violation by S. Muhammad (def goaltending),51,62
210,2,0:01.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by K. Thompson),,53,62
211,2,0:00.0,,R. Rubio misses 3-pt jump shot from 68 ft,53,62
212,2,0:00.0,,Offensive rebound by Team,53,62
213,3,11:50.0,K. Thompson makes 2-pt layup from 1 ft (assist by Z. Pachulia),,55,62
214,3,11:26.0,,K. Towns makes 2-pt jump shot from 16 ft,55,64
215,3,11:05.0,P. McCaw makes 2-pt layup from 1 ft (assist by Z. Pachulia),,57,64
216,3,10:45.0,,A. Wiggins makes 2-pt layup from 2 ft,57,66
217,3,10:27.0,K. Thompson makes 2-pt jump shot from 22 ft (assist by Z. Pachulia),,59,66
218,3,10:01.0,,R. Rubio makes 2-pt jump shot from 21 ft (assist by B. Rush),59,68
219,3,9:42.0,Personal block foul by G. Dieng (drawn by D. Green),,59,68
220,3,9:38.0,D. Green misses 2-pt jump shot from 12 ft,,59,68
221,3,9:37.0,,Defensive rebound by Team,59,68
222,3,9:16.0,,G. Dieng makes 2-pt layup from 2 ft (assist by R. Rubio),59,70
223,3,9:04.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by D. Green),,61,70
224,3,8:48.0,,R. Rubio misses 2-pt layup from 2 ft,61,70
225,3,8:47.0,Defensive rebound by Z. Pachulia,,61,70
226,3,8:35.0,P. McCaw misses 2-pt layup from 2 ft (block by G. Dieng),,61,70
227,3,8:34.0,,Defensive rebound by K. Towns,61,70
228,3,8:24.0,,Personal foul by D. Green (drawn by K. Towns),61,70
229,3,8:24.0,Technical foul by D. Green,,61,70
230,3,8:24.0,,R. Rubio makes technical free throw,61,71
231,3,8:14.0,,Turnover by K. Towns (lost ball; steal by Z. Pachulia),61,71
232,3,8:13.0,Personal foul by K. Towns (drawn by Z. Pachulia),,61,71
233,3,7:59.0,S. Curry makes 3-pt jump shot from 25 ft,,64,71
234,3,7:49.0,,Minnesota full timeout,64,71
235,3,7:42.0,,K. Towns misses 3-pt jump shot from 24 ft,64,71
236,3,7:40.0,Defensive rebound by P. McCaw,,64,71
237,3,7:25.0,K. Thompson makes 2-pt jump shot from 14 ft (assist by D. Green),,66,71
238,3,7:09.0,,G. Dieng misses 2-pt jump shot from 11 ft (block by Z. Pachulia),66,71
239,3,7:08.0,Defensive rebound by D. Green,,66,71
240,3,7:01.0,S. Curry misses 3-pt jump shot from 25 ft,,66,71
241,3,6:59.0,,Defensive rebound by K. Towns,66,71
242,3,6:40.0,,A. Wiggins misses 2-pt jump shot from 14 ft,66,71
243,3,6:39.0,Defensive rebound by S. Curry,,66,71
244,3,6:32.0,Turnover by S. Curry (bad pass),,66,71
245,3,6:14.0,,A. Wiggins misses 2-pt jump shot from 11 ft,66,71
246,3,6:13.0,,Offensive rebound by A. Wiggins,66,71
247,3,6:08.0,,Turnover by A. Wiggins (bad pass; steal by Z. Pachulia),66,71
248,3,6:07.0,Personal block foul by R. Rubio (drawn by S. Curry),,66,71
249,3,6:01.0,,Violation by G. Dieng (kicked ball),66,71
250,3,5:56.0,K. Thompson makes 2-pt jump shot from 6 ft,,68,71
251,3,5:37.0,,K. Towns misses 3-pt jump shot from 23 ft,68,71
252,3,5:35.0,Defensive rebound by K. Thompson,,68,71
253,3,5:30.0,K. Thompson misses 3-pt jump shot from 25 ft,,68,71
254,3,5:29.0,Offensive rebound by S. Curry,,68,71
255,3,5:29.0,S. Curry misses 2-pt layup from 1 ft,,68,71
256,3,5:28.0,Offensive rebound by D. Green,,68,71
257,3,5:27.0,D. Green misses 2-pt layup from 1 ft,,68,71
258,3,5:26.0,Offensive rebound by D. Green,,68,71
259,3,5:24.0,S. Curry misses 2-pt jump shot from 21 ft,,68,71
260,3,5:21.0,,Defensive rebound by K. Towns,68,71
261,3,5:09.0,,A. Wiggins makes 3-pt jump shot from 26 ft (assist by R. Rubio),68,74
262,3,4:58.0,Turnover by S. Curry (bad pass; steal by R. Rubio),,68,74
263,3,4:53.0,,A. Wiggins makes 2-pt dunk at rim,68,76
264,3,4:53.0,Golden State full timeout,,68,76
265,3,4:53.0,,S. Muhammad enters the game for B. Rush,68,76
266,3,4:53.0,,N. Bjelica enters the game for K. Towns,68,76
267,3,4:53.0,A. Iguodala enters the game for P. McCaw,,68,76
268,3,4:41.0,K. Thompson misses 2-pt jump shot from 14 ft,,68,76
269,3,4:39.0,Offensive rebound by S. Curry,,68,76
270,3,4:37.0,S. Curry misses 2-pt jump shot from 6 ft,,68,76
