,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MEMPHIS_ACTION,LA CLIPPERS_SCORE,MEMPHIS_SCORE
147,2,9:02.0,J. Crawford makes free throw 2 of 2,,30,26
148,2,8:50.0,,Turnover by J. Martin (lost ball; steal by W. Johnson),30,26
149,2,8:45.0,W. Johnson makes 2-pt dunk at rim,,32,26
150,2,8:30.0,,Z. Randolph misses 2-pt hook shot from 5 ft,32,26
151,2,8:28.0,Defensive rebound by M. Speights,,32,26
152,2,8:20.0,W. Johnson misses 2-pt layup from 2 ft,,32,26
153,2,8:17.0,Offensive rebound by M. Speights,,32,26
154,2,8:17.0,M. Speights makes 2-pt layup from 2 ft,,34,26
155,2,8:13.0,,Memphis full timeout,34,26
156,2,7:55.0,,V. Carter makes 2-pt jump shot from 8 ft (assist by M. Conley),34,28
157,2,7:35.0,J. Crawford misses 2-pt jump shot from 8 ft,,34,28
158,2,7:33.0,,Defensive rebound by W. Baldwin,34,28
159,2,7:30.0,,Personal foul by R. Felton (drawn by W. Baldwin),34,28
160,2,7:30.0,,M. Gasol enters the game for Z. Randolph,34,28
161,2,7:30.0,D. Jordan enters the game for M. Speights,,34,28
162,2,7:30.0,C. Paul enters the game for R. Felton,,34,28
163,2,7:19.0,,W. Baldwin misses 3-pt jump shot from 25 ft,34,28
164,2,7:17.0,Defensive rebound by D. Jordan,,34,28
165,2,7:09.0,J. Crawford misses 2-pt jump shot from 19 ft,,34,28
166,2,7:07.0,,Defensive rebound by M. Conley,34,28
167,2,6:58.0,,M. Gasol misses 2-pt jump shot from 18 ft,34,28
168,2,6:55.0,,Offensive rebound by J. Martin,34,28
169,2,6:48.0,,V. Carter misses 3-pt jump shot from 25 ft,34,28
170,2,6:47.0,Defensive rebound by A. Rivers,,34,28
171,2,6:37.0,C. Paul misses 2-pt jump shot from 22 ft,,34,28
172,2,6:36.0,,Defensive rebound by M. Gasol,34,28
173,2,6:28.0,,M. Conley misses 2-pt layup from 5 ft,34,28
174,2,6:24.0,Defensive rebound by D. Jordan,,34,28
175,2,6:15.0,Personal foul by J. Martin (drawn by C. Paul),,34,28
176,2,6:15.0,,T. Allen enters the game for W. Baldwin,34,28
177,2,6:15.0,,J. Ennis enters the game for V. Carter,34,28
178,2,6:15.0,J. Redick enters the game for J. Crawford,,34,28
179,2,6:15.0,B. Griffin enters the game for W. Johnson,,34,28
180,2,6:05.0,J. Redick misses 3-pt jump shot from 23 ft,,34,28
181,2,6:03.0,Offensive rebound by D. Jordan,,34,28
182,2,6:01.0,D. Jordan misses 2-pt layup from 2 ft (block by M. Gasol),,34,28
183,2,5:59.0,,Defensive rebound by J. Ennis,34,28
184,2,5:49.0,,M. Gasol misses 2-pt jump shot from 20 ft,34,28
185,2,5:48.0,Defensive rebound by B. Griffin,,34,28
186,2,5:41.0,A. Rivers makes 2-pt layup from 2 ft (assist by C. Paul),,36,28
187,2,5:24.0,,Personal foul by A. Rivers (drawn by M. Conley),36,28
188,2,5:24.0,,Memphis full timeout,36,28
189,2,5:24.0,,A. Harrison enters the game for M. Conley,36,28
190,2,5:24.0,,J. Green enters the game for J. Martin,36,28
191,2,5:09.0,,A. Harrison misses 3-pt jump shot from 25 ft,36,28
192,2,5:09.0,Defensive rebound by D. Jordan,,36,28
193,2,4:51.0,D. Jordan makes 2-pt layup from 2 ft (assist by B. Griffin),,38,28
194,2,4:32.0,,M. Gasol misses 2-pt jump shot from 6 ft,38,28
195,2,4:30.0,Defensive rebound by D. Jordan,,38,28
196,2,4:23.0,Personal foul by T. Allen (drawn by C. Paul),,38,28
197,2,4:23.0,C. Paul makes free throw 1 of 2,,39,28
198,2,4:23.0,C. Paul makes free throw 2 of 2,,40,28
199,2,4:04.0,,J. Green makes 2-pt jump shot from 19 ft (assist by A. Harrison),40,30
200,2,3:57.0,Personal foul by J. Green (drawn by B. Griffin),,40,30
201,2,3:57.0,,Technical foul by Team,40,30
202,2,3:57.0,J. Redick makes technical free throw,,41,30
203,2,3:57.0,B. Griffin makes free throw 1 of 2,,42,30
204,2,3:57.0,L. Mbah a Moute enters the game for A. Rivers,,42,30
205,2,3:57.0,,Z. Randolph enters the game for J. Green,42,30
206,2,3:57.0,B. Griffin makes free throw 2 of 2,,43,30
207,2,3:47.0,,Turnover by Z. Randolph (bad pass; steal by C. Paul),43,30
208,2,3:42.0,C. Paul makes 2-pt layup from 2 ft,,45,30
209,2,3:39.0,,Memphis full timeout,45,30
210,2,3:24.0,,T. Allen misses 3-pt jump shot from 23 ft,45,30
211,2,3:23.0,,Offensive rebound by Z. Randolph,45,30
212,2,3:23.0,Loose ball foul by C. Paul (drawn by Z. Randolph),,45,30
213,2,3:13.0,,T. Allen misses 2-pt jump shot from 5 ft,45,30
214,2,3:10.0,,Offensive rebound by M. Gasol,45,30
215,2,3:10.0,,M. Gasol misses 2-pt layup from 3 ft,45,30
216,2,3:07.0,Defensive rebound by D. Jordan,,45,30
217,2,3:00.0,Turnover by L. Mbah a Moute (bad pass),,45,30
218,2,2:42.0,,Def 3 sec tech foul by D. Jordan,45,30
219,2,2:42.0,LA Clippers full timeout,,45,30
220,2,2:42.0,,Z. Randolph misses technical free throw,45,30
221,2,2:42.0,,Offensive rebound by Team,45,30
222,2,2:32.0,,Turnover by A. Harrison (bad pass; steal by C. Paul),45,30
223,2,2:32.0,,Loose ball foul by A. Harrison (drawn by C. Paul),45,30
224,2,2:32.0,C. Paul misses free throw 1 of 2,,45,30
225,2,2:32.0,Offensive rebound by Team,,45,30
226,2,2:32.0,,M. Conley enters the game for A. Harrison,45,30
227,2,2:32.0,C. Paul makes free throw 2 of 2,,46,30
228,2,2:11.0,,J. Ennis misses 3-pt jump shot from 26 ft,46,30
229,2,2:10.0,Defensive rebound by B. Griffin,,46,30
230,2,2:04.0,J. Redick misses 3-pt jump shot from 25 ft,,46,30
231,2,2:03.0,Offensive rebound by D. Jordan,,46,30
232,2,1:52.0,Turnover by L. Mbah a Moute (lost ball; steal by T. Allen),,46,30
233,2,1:47.0,,Turnover by T. Allen (bad pass; steal by J. Redick),46,30
234,2,1:37.0,C. Paul misses 3-pt jump shot from 26 ft,,46,30
235,2,1:35.0,,Defensive rebound by J. Ennis,46,30
236,2,1:30.0,,Turnover by M. Gasol (lost ball; steal by B. Griffin),46,30
237,2,1:22.0,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),,48,30
238,2,1:10.0,,Shooting foul by C. Paul (drawn by M. Conley),48,30
239,2,1:10.0,,M. Conley makes free throw 1 of 3,48,31
240,2,1:10.0,,M. Conley makes free throw 2 of 3,48,32
241,2,1:10.0,A. Rivers enters the game for L. Mbah a Moute,,48,32
242,2,1:10.0,,M. Conley makes free throw 3 of 3,48,33
243,2,0:48.0,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),,51,33
244,2,0:34.0,,T. Allen makes 2-pt layup from 2 ft (assist by J. Ennis),51,35
245,2,0:26.0,Personal foul by J. Ennis (drawn by C. Paul),,51,35
246,2,0:26.0,C. Paul makes free throw 1 of 2,,52,35
247,2,0:26.0,L. Mbah a Moute enters the game for J. Redick,,52,35
248,2,0:26.0,C. Paul makes free throw 2 of 2,,53,35
249,2,0:02.0,,M. Conley misses 3-pt jump shot from 30 ft,53,35
250,2,0:02.0,,Offensive rebound by Team,53,35
251,2,0:02.0,,Turnover by Team (shot clock),53,35
252,2,0:02.0,LA Clippers full timeout,,53,35
253,2,0:02.0,J. Redick enters the game for L. Mbah a Moute,,53,35
254,2,0:02.0,J. Crawford enters the game for D. Jordan,,53,35
255,2,0:02.0,,J. Martin enters the game for Z. Randolph,53,35
256,2,0:00.0,C. Paul misses 3-pt jump shot from 45 ft,,53,35
257,2,0:00.0,Offensive rebound by Team,,53,35
258,3,11:37.0,B. Griffin misses 2-pt jump shot from 23 ft,,53,35
259,3,11:36.0,,Defensive rebound by T. Allen,53,35
260,3,11:14.0,,M. Gasol misses 2-pt jump shot from 9 ft,53,35
261,3,11:12.0,,Offensive rebound by J. Ennis,53,35
262,3,11:12.0,,J. Ennis makes 2-pt layup from 2 ft,53,37
263,3,10:50.0,B. Griffin misses 2-pt jump shot from 9 ft (block by J. Green),,53,37
264,3,10:46.0,Offensive rebound by B. Griffin,,53,37
265,3,10:46.0,B. Griffin misses 2-pt layup from 1 ft,,53,37
266,3,10:45.0,Offensive rebound by D. Jordan,,53,37
267,3,10:45.0,D. Jordan makes 2-pt dunk at rim,,55,37
268,3,10:38.0,Violation by D. Jordan (kicked ball),,55,37
269,3,10:27.0,,M. Gasol makes 2-pt hook shot from 10 ft,55,39
270,3,10:25.0,,Violation by Team (jump ball),55,39
271,3,10:08.0,B. Griffin makes 2-pt jump shot from 18 ft (assist by C. Paul),,57,39
272,3,9:51.0,,M. Conley misses 3-pt jump shot from 24 ft,57,39
273,3,9:50.0,Defensive rebound by D. Jordan,,57,39
274,3,9:43.0,B. Griffin misses 2-pt layup from 2 ft,,57,39
275,3,9:43.0,Offensive rebound by Team,,57,39
276,3,9:32.0,J. Redick makes 2-pt jump shot from 8 ft (assist by C. Paul),,59,39
277,3,9:17.0,,M. Gasol makes 2-pt jump shot from 13 ft (assist by M. Conley),59,41
278,3,9:11.0,Personal foul by M. Gasol (drawn by D. Jordan),,59,41
279,3,8:57.0,C. Paul misses 3-pt jump shot from 24 ft,,59,41
280,3,8:57.0,Offensive rebound by Team,,59,41
281,3,8:57.0,,Loose ball foul by J. Ennis (drawn by B. Griffin),59,41
282,3,8:51.0,J. Redick misses 3-pt jump shot from 25 ft,,59,41
283,3,8:50.0,,Defensive rebound by T. Allen,59,41
284,3,8:41.0,,Shooting foul by L. Mbah a Moute (drawn by J. Ennis),59,41
285,3,8:41.0,,J. Ennis makes free throw 1 of 2,59,42
286,3,8:41.0,,J. Ennis makes free throw 2 of 2,59,43
287,3,8:18.0,B. Griffin misses 2-pt layup from 2 ft,,59,43
288,3,8:16.0,Offensive rebound by B. Griffin,,59,43
289,3,8:16.0,B. Griffin makes 2-pt layup from 1 ft,,61,43
290,3,7:59.0,,T. Allen misses 2-pt jump shot from 23 ft,61,43
291,3,7:58.0,Defensive rebound by D. Jordan,,61,43
292,3,7:53.0,Shooting foul by T. Allen (drawn by B. Griffin),,61,43
293,3,7:53.0,B. Griffin misses free throw 1 of 2,,61,43
294,3,7:53.0,Offensive rebound by Team,,61,43
295,3,7:53.0,B. Griffin makes free throw 2 of 2,,62,43
296,3,7:39.0,,Personal foul by C. Paul (drawn by M. Gasol),62,43
297,3,7:32.0,,M. Conley misses 2-pt jump shot from 23 ft,62,43
298,3,7:30.0,Defensive rebound by C. Paul,,62,43
299,3,7:23.0,D. Jordan misses 2-pt dunk at rim,,62,43
300,3,7:20.0,Offensive rebound by D. Jordan,,62,43
301,3,7:20.0,D. Jordan misses 2-pt layup from 2 ft (block by M. Gasol),,62,43
302,3,7:16.0,,Defensive rebound by T. Allen,62,43
303,3,7:12.0,,M. Conley misses 2-pt layup from 2 ft (block by L. Mbah a Moute),62,43
304,3,7:09.0,,Offensive rebound by T. Allen,62,43
305,3,7:09.0,,T. Allen misses 2-pt layup from 1 ft,62,43
306,3,7:07.0,Defensive rebound by B. Griffin,,62,43
307,3,7:00.0,C. Paul misses 3-pt jump shot from 24 ft,,62,43
308,3,6:59.0,,Defensive rebound by M. Gasol,62,43
309,3,6:53.0,,T. Allen makes 2-pt layup from 3 ft (assist by M. Conley),62,45
310,3,6:52.0,LA Clippers full timeout,,62,45
311,3,6:40.0,J. Redick makes 2-pt jump shot from 22 ft (assist by C. Paul),,64,45
312,3,6:18.0,,M. Conley misses 3-pt jump shot from 24 ft,64,45
313,3,6:16.0,,Offensive rebound by J. Ennis,64,45
314,3,6:16.0,,J. Ennis misses 2-pt layup from 2 ft,64,45
315,3,6:16.0,Defensive rebound by B. Griffin,,64,45
316,3,6:16.0,Personal foul by J. Ennis (drawn by B. Griffin),,64,45
317,3,6:16.0,,V. Carter enters the game for T. Allen,64,45
318,3,6:11.0,Offensive foul by D. Jordan (drawn by M. Conley),,64,45
319,3,6:11.0,Turnover by D. Jordan (offensive foul),,64,45
320,3,5:58.0,,M. Conley misses 2-pt jump shot from 9 ft,64,45
321,3,5:57.0,Defensive rebound by C. Paul,,64,45
322,3,5:45.0,B. Griffin misses 2-pt jump shot from 21 ft,,64,45
323,3,5:45.0,,Defensive rebound by V. Carter,64,45
324,3,5:34.0,,M. Gasol makes 2-pt jump shot from 20 ft (assist by V. Carter),64,47
325,3,5:18.0,J. Redick misses 2-pt jump shot from 7 ft (block by J. Green),,64,47
326,3,5:16.0,Offensive rebound by C. Paul,,64,47
327,3,5:12.0,C. Paul makes 2-pt layup from 3 ft,,66,47
328,3,4:49.0,,Turnover by J. Green (lost ball; steal by C. Paul),66,47
329,3,4:49.0,Personal foul by J. Green (drawn by C. Paul),,66,47
330,3,4:49.0,C. Paul makes free throw 1 of 2,,67,47
331,3,4:49.0,,Z. Randolph enters the game for J. Green,67,47
332,3,4:49.0,J. Crawford enters the game for L. Mbah a Moute,,67,47
333,3,4:49.0,C. Paul makes free throw 2 of 2,,68,47
334,3,4:32.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by M. Gasol),68,50
335,3,4:25.0,C. Paul misses 3-pt jump shot from 25 ft,,68,50
336,3,4:21.0,Offensive rebound by D. Jordan,,68,50
337,3,4:21.0,D. Jordan misses 2-pt layup from 2 ft,,68,50
338,3,4:18.0,,Defensive rebound by Z. Randolph,68,50
339,3,4:12.0,,M. Conley makes 3-pt jump shot from 25 ft,68,53
340,3,3:53.0,,Violation by Z. Randolph (kicked ball),68,53
341,3,3:53.0,A. Rivers enters the game for J. Redick,,68,53
342,3,3:40.0,Turnover by B. Griffin (lost ball),,68,53
343,3,3:40.0,,J. Martin enters the game for M. Gasol,68,53
344,3,3:28.0,,V. Carter misses 3-pt jump shot from 24 ft,68,53
345,3,3:28.0,Defensive rebound by D. Jordan,,68,53
346,3,3:11.0,B. Griffin misses 2-pt jump shot from 18 ft,,68,53
347,3,3:10.0,,Defensive rebound by Team,68,53
348,3,3:10.0,Loose ball foul by D. Jordan (drawn by Z. Randolph),,68,53
349,3,3:10.0,R. Felton enters the game for C. Paul,,68,53
350,3,3:10.0,,W. Baldwin enters the game for M. Conley,68,53
351,3,3:10.0,W. Johnson enters the game for B. Griffin,,68,53
352,3,2:58.0,,Turnover by W. Baldwin (bad pass; steal by W. Johnson),68,53
353,3,2:54.0,J. Crawford makes 2-pt jump shot from 6 ft,,70,53
354,3,2:54.0,,Memphis full timeout,70,53
355,3,2:38.0,,Z. Randolph makes 2-pt jump shot from 22 ft (assist by V. Carter),70,55
356,3,2:17.0,J. Crawford misses 2-pt jump shot from 8 ft (block by V. Carter),,70,55
357,3,2:16.0,,Defensive rebound by Z. Randolph,70,55
358,3,2:01.0,,Turnover by Z. Randolph (lost ball; steal by D. Jordan),70,55
359,3,1:58.0,Shooting foul by V. Carter (drawn by A. Rivers),,70,55
360,3,1:58.0,A. Rivers makes free throw 1 of 2,,71,55
361,3,1:58.0,A. Rivers misses free throw 2 of 2,,71,55
362,3,1:57.0,Offensive rebound by R. Felton,,71,55
363,3,1:47.0,A. Rivers misses 2-pt jump shot from 4 ft,,71,55
364,3,1:46.0,,Defensive rebound by Z. Randolph,71,55
365,3,1:41.0,,W. Baldwin misses 2-pt layup from 1 ft,71,55
366,3,1:36.0,Defensive rebound by J. Crawford,,71,55
367,3,1:26.0,J. Crawford makes 2-pt jump shot from 7 ft,,73,55
368,3,1:08.0,,V. Carter misses 2-pt jump shot from 10 ft,73,55
369,3,1:06.0,Defensive rebound by D. Jordan,,73,55
370,3,0:49.0,J. Crawford misses 2-pt jump shot from 3 ft (block by J. Ennis),,73,55
371,3,0:45.0,,Defensive rebound by V. Carter,73,55
372,3,0:43.0,,Turnover by W. Baldwin (bad pass; steal by A. Rivers),73,55
373,3,0:37.0,R. Felton makes 3-pt jump shot from 25 ft (assist by J. Crawford),,76,55
374,3,0:22.0,,Z. Randolph misses 2-pt jump shot from 5 ft,76,55
375,3,0:21.0,,Offensive rebound by Team,76,55
376,3,0:18.0,,Z. Randolph makes 2-pt hook shot from 4 ft (assist by W. Baldwin),76,57
377,3,0:00.0,A. Rivers misses 2-pt layup from 2 ft (block by J. Martin),,76,57
378,3,0:00.0,Offensive rebound by Team,,76,57
379,4,11:41.0,,Z. Randolph makes 2-pt layup from 1 ft (assist by V. Carter),76,59
380,4,11:26.0,J. Crawford misses 2-pt jump shot from 18 ft,,76,59
381,4,11:25.0,,Defensive rebound by Z. Randolph,76,59
382,4,11:18.0,,M. Gasol makes 3-pt jump shot from 24 ft (assist by M. Conley),76,62
383,4,10:53.0,R. Felton misses 2-pt jump shot from 19 ft,,76,62
384,4,10:51.0,,Defensive rebound by Z. Randolph,76,62
385,4,10:37.0,,Z. Randolph misses 2-pt jump shot from 7 ft,76,62
386,4,10:36.0,Defensive rebound by R. Felton,,76,62
387,4,10:22.0,M. Speights makes 3-pt jump shot from 24 ft (assist by R. Felton),,79,62
