,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,DENVER_ACTION,GOLDEN STATE_SCORE,DENVER_SCORE
0,1,12:00.0,,Violation by Team (jump ball),0,0
1,1,12:00.0,Violation by Team (jump ball),,0,0
2,1,11:38.0,,N. Jokić misses 2-pt layup from 2 ft,0,0
3,1,11:37.0,Defensive rebound by D. Green,,0,0
4,1,11:24.0,S. Curry makes 2-pt jump shot from 16 ft (assist by K. Durant),,2,0
5,1,11:07.0,,W. Barton misses 3-pt jump shot from 27 ft,2,0
6,1,11:06.0,Defensive rebound by P. McCaw,,2,0
7,1,10:48.0,S. Curry misses 3-pt jump shot from 25 ft,,2,0
8,1,10:47.0,,Defensive rebound by J. Hernangómez,2,0
9,1,10:37.0,,W. Barton misses 2-pt jump shot from 10 ft (block by D. Green),2,0
10,1,10:36.0,,Offensive rebound by J. Hernangómez,2,0
11,1,10:35.0,,J. Hernangómez misses 2-pt layup from 2 ft,2,0
12,1,10:34.0,,Offensive rebound by W. Barton,2,0
13,1,10:33.0,,Shooting foul by K. Durant (drawn by W. Barton),2,0
14,1,10:33.0,,W. Barton makes free throw 1 of 2,2,1
15,1,10:33.0,,W. Barton makes free throw 2 of 2,2,2
16,1,10:23.0,J. McGee misses 2-pt layup from 1 ft,,2,2
17,1,10:22.0,,Defensive rebound by N. Jokić,2,2
18,1,10:20.0,Violation by D. Green (kicked ball),,2,2
19,1,10:15.0,,G. Harris misses 2-pt layup from 2 ft,2,2
20,1,10:14.0,,Offensive rebound by N. Jokić,2,2
21,1,10:14.0,,N. Jokić misses 2-pt layup from 2 ft,2,2
22,1,10:12.0,,Offensive rebound by N. Jokić,2,2
23,1,10:08.0,,N. Jokić makes 2-pt layup from 1 ft,2,4
24,1,9:59.0,K. Durant makes 2-pt jump shot from 12 ft,,4,4
25,1,9:59.0,Shooting foul by W. Barton (drawn by K. Durant),,4,4
26,1,9:59.0,K. Durant makes free throw 1 of 1,,5,4
27,1,9:46.0,,J. Nelson misses 2-pt jump shot from 3 ft,5,4
28,1,9:44.0,,Offensive rebound by W. Barton,5,4
29,1,9:44.0,,W. Barton makes 2-pt layup from 2 ft,5,6
30,1,9:31.0,D. Green misses 3-pt jump shot from 24 ft,,5,6
31,1,9:31.0,,Defensive rebound by W. Barton,5,6
32,1,9:26.0,,J. Hernangómez misses 2-pt layup from 2 ft,5,6
33,1,9:25.0,Defensive rebound by K. Durant,,5,6
34,1,9:16.0,J. McGee makes 2-pt dunk at rim (assist by K. Durant),,7,6
35,1,9:05.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),7,9
36,1,8:56.0,S. Curry makes 2-pt jump shot from 22 ft,,9,9
37,1,8:48.0,,J. Hernangómez makes 2-pt layup from 2 ft (assist by N. Jokić),9,11
38,1,8:48.0,,Shooting foul by S. Curry (drawn by J. Hernangómez),9,11
39,1,8:48.0,,J. Hernangómez makes free throw 1 of 1,9,12
40,1,8:26.0,Turnover by K. Durant (lost ball; steal by J. Hernangómez),,9,12
41,1,8:25.0,,J. Hernangómez makes 2-pt dunk at rim (assist by N. Jokić),9,14
42,1,8:25.0,Golden State full timeout,,9,14
43,1,8:12.0,K. Durant makes 2-pt dunk at rim (assist by P. McCaw),,11,14
44,1,8:03.0,,W. Barton misses 2-pt layup from 1 ft,11,14
45,1,8:02.0,Defensive rebound by J. McGee,,11,14
46,1,7:54.0,S. Curry misses 3-pt jump shot from 25 ft,,11,14
47,1,7:53.0,,Defensive rebound by N. Jokić,11,14
48,1,7:43.0,,W. Barton makes 3-pt jump shot from 25 ft,11,17
49,1,7:22.0,J. McGee misses 2-pt layup from 2 ft,,11,17
50,1,7:21.0,,Defensive rebound by J. Nelson,11,17
51,1,7:16.0,,Personal foul by J. McGee (drawn by N. Jokić),11,17
52,1,7:07.0,,W. Barton misses 2-pt dunk at rim,11,17
53,1,7:07.0,Defensive rebound by J. McGee,,11,17
54,1,6:52.0,S. Curry misses 2-pt jump shot from 21 ft,,11,17
55,1,6:51.0,,Defensive rebound by W. Barton,11,17
56,1,6:36.0,,J. Hernangómez makes 3-pt jump shot from 23 ft (assist by J. Nelson),11,20
57,1,6:18.0,D. Green misses 3-pt jump shot from 25 ft,,11,20
58,1,6:17.0,,Defensive rebound by W. Barton,11,20
59,1,6:06.0,,Turnover by J. Nelson (bad pass; steal by K. Durant),11,20
60,1,6:00.0,K. Durant makes 2-pt layup from 2 ft,,13,20
61,1,5:52.0,,W. Barton misses 3-pt jump shot from 26 ft,13,20
62,1,5:51.0,Defensive rebound by J. McGee,,13,20
63,1,5:42.0,Shooting foul by J. Hernangómez (drawn by D. Green),,13,20
64,1,5:42.0,D. Green makes free throw 1 of 2,,14,20
65,1,5:42.0,,J. Murray enters the game for G. Harris,14,20
66,1,5:42.0,D. Green makes free throw 2 of 2,,15,20
67,1,5:29.0,,Turnover by W. Barton (lost ball; steal by D. Green),15,20
68,1,5:23.0,D. Green misses 2-pt layup from 3 ft,,15,20
69,1,5:22.0,,Defensive rebound by J. Nelson,15,20
70,1,5:13.0,,J. Murray makes 3-pt jump shot from 23 ft (assist by J. Nelson),15,23
71,1,4:58.0,S. Curry misses 3-pt jump shot from 26 ft,,15,23
72,1,4:57.0,,Defensive rebound by N. Jokić,15,23
73,1,4:44.0,,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),15,25
74,1,4:23.0,Turnover by J. McGee (lost ball; steal by N. Jokić),,15,25
75,1,4:18.0,,J. Nelson misses 3-pt jump shot from 25 ft,15,25
76,1,4:17.0,,Offensive rebound by N. Jokić,15,25
77,1,4:16.0,,N. Jokić misses 2-pt layup from 2 ft (block by K. Durant),15,25
78,1,4:15.0,Defensive rebound by K. Durant,,15,25
79,1,4:14.0,Turnover by K. Durant (lost ball; steal by N. Jokić),,15,25
80,1,4:12.0,,N. Jokić makes 2-pt layup from 2 ft,15,27
81,1,4:12.0,Golden State full timeout,,15,27
82,1,4:12.0,I. Clark enters the game for J. McGee,,15,27
83,1,4:12.0,A. Iguodala enters the game for D. Green,,15,27
84,1,4:12.0,K. Looney enters the game for P. McCaw,,15,27
85,1,3:59.0,S. Curry makes 2-pt jump shot from 19 ft,,17,27
86,1,3:45.0,,N. Jokić makes 2-pt jump shot from 17 ft (assist by J. Nelson),17,29
87,1,3:28.0,K. Durant makes 2-pt jump shot from 18 ft (assist by A. Iguodala),,19,29
88,1,3:14.0,,Shooting foul by I. Clark (drawn by J. Murray),19,29
89,1,3:14.0,,J. Murray makes free throw 1 of 2,19,30
90,1,3:14.0,,J. Murray makes free throw 2 of 2,19,31
91,1,2:55.0,A. Iguodala makes 2-pt layup from 2 ft (assist by K. Durant),,21,31
92,1,2:46.0,,J. Nelson makes 2-pt layup from 2 ft,21,33
93,1,2:31.0,I. Clark misses 2-pt jump shot from 9 ft,,21,33
94,1,2:30.0,,Defensive rebound by N. Jokić,21,33
95,1,2:22.0,,J. Nelson makes 3-pt jump shot from 27 ft (assist by W. Barton),21,36
96,1,2:12.0,Shooting foul by J. Murray (drawn by S. Curry),,21,36
97,1,2:12.0,,Denver full timeout,21,36
98,1,2:12.0,S. Curry makes free throw 1 of 2,,22,36
99,1,2:12.0,D. Green enters the game for K. Durant,,21,36
100,1,2:12.0,,G. Harris enters the game for N. Jokić,21,36
101,1,2:12.0,,J. O'Bryant enters the game for J. Nelson,21,36
102,1,2:12.0,S. Curry makes free throw 2 of 2,,23,36
103,1,1:49.0,,Turnover by J. Murray (bad pass; steal by D. Green),23,36
104,1,1:41.0,I. Clark makes 3-pt jump shot from 25 ft (assist by D. Green),,26,36
105,1,1:17.0,,J. Hernangómez makes 3-pt jump shot from 26 ft (assist by W. Barton),26,39
106,1,1:03.0,A. Iguodala makes 2-pt dunk at rim (assist by D. Green),,28,39
107,1,0:50.0,,J. Hernangómez misses 3-pt jump shot from 26 ft,28,39
108,1,0:50.0,Defensive rebound by I. Clark,,28,39
109,1,0:43.0,,M. Miller enters the game for J. Hernangómez,28,39
110,1,0:42.0,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),,30,39
111,1,0:27.0,,J. O'Bryant makes 3-pt jump shot from 24 ft (assist by J. Murray),30,42
112,1,0:06.0,S. Curry misses 3-pt jump shot from 24 ft,,30,42
113,1,0:06.0,,Defensive rebound by W. Barton,30,42
114,1,0:01.0,,W. Barton misses 2-pt jump shot from 3 ft,30,42
115,1,0:01.0,Defensive rebound by A. Iguodala,,30,42
116,2,11:43.0,I. Clark makes 2-pt jump shot from 12 ft (assist by D. Green),,32,42
117,2,11:25.0,,Turnover by J. O'Bryant (lost ball; steal by J. McAdoo),32,42
118,2,11:19.0,I. Clark makes 2-pt layup from 1 ft (assist by D. Green),,34,42
119,2,11:12.0,,Personal foul by B. Weber (drawn by J. Murray),34,42
120,2,11:03.0,,J. Murray makes 2-pt jump shot from 20 ft,34,44
