,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,DETROIT_ACTION,GOLDEN STATE_SCORE,DETROIT_SCORE
386,4,5:18.0,Turnover by I. Clark (bad pass; steal by S. Johnson),,102,99
387,4,5:10.0,,I. Smith misses 2-pt jump shot from 14 ft,102,99
388,4,5:08.0,,Offensive rebound by J. Leuer,102,99
389,4,5:02.0,,Personal foul by D. West (drawn by I. Smith),102,99
390,4,5:02.0,Official timeout,,102,99
391,4,5:02.0,,R. Jackson enters the game for I. Smith,102,99
392,4,5:02.0,,A. Drummond enters the game for A. Baynes,102,99
393,4,5:02.0,Z. Pachulia enters the game for K. Thompson,,102,99
394,4,5:02.0,S. Curry enters the game for D. West,,102,99
395,4,5:02.0,A. Iguodala enters the game for S. Livingston,,102,99
396,4,5:02.0,,K. Caldwell-Pope enters the game for S. Johnson,102,99
397,4,4:53.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by R. Jackson),102,101
398,4,4:25.0,Turnover by S. Curry (bad pass; steal by M. Morris),,102,101
399,4,4:11.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by R. Jackson),102,104
400,4,3:48.0,S. Curry makes 2-pt layup at rim,,104,104
401,4,3:32.0,,Turnover by R. Jackson (bad pass; steal by S. Curry),104,104
402,4,3:20.0,D. Green misses 2-pt jump shot from 17 ft,,104,104
403,4,3:20.0,Offensive rebound by Z. Pachulia,,104,104
404,4,3:14.0,S. Curry makes 3-pt jump shot from 26 ft,,107,104
405,4,3:08.0,,Detroit full timeout,107,104
406,4,3:08.0,,S. Johnson enters the game for M. Morris,107,104
407,4,3:08.0,,T. Harris enters the game for J. Leuer,107,104
408,4,3:08.0,K. Durant enters the game for I. Clark,,107,104
409,4,2:54.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by S. Johnson),107,107
410,4,2:34.0,S. Curry misses 2-pt jump shot from 17 ft,,107,107
411,4,2:33.0,,Defensive rebound by A. Drummond,107,107
412,4,2:24.0,,Shooting foul by A. Iguodala (drawn by R. Jackson),107,107
413,4,2:24.0,,R. Jackson makes free throw 1 of 2,107,108
414,4,2:24.0,,R. Jackson misses free throw 2 of 2,107,108
415,4,2:24.0,K. Thompson enters the game for Z. Pachulia,,107,108
416,4,2:23.0,Defensive rebound by K. Durant,,107,108
417,4,2:00.0,D. Green misses 3-pt jump shot from 25 ft,,107,108
418,4,2:00.0,Offensive rebound by A. Iguodala,,107,108
419,4,1:56.0,K. Durant makes 3-pt jump shot from 26 ft (assist by A. Iguodala),,110,108
420,4,1:40.0,,Shooting foul by D. Green (drawn by R. Jackson),110,108
421,4,1:40.0,,R. Jackson makes free throw 1 of 2,110,109
422,4,1:40.0,Golden State full timeout,,110,109
423,4,1:40.0,,R. Jackson makes free throw 2 of 2,110,110
424,4,1:31.0,D. Green makes 2-pt dunk at rim (assist by K. Thompson),,112,110
425,4,1:09.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,112,110
426,4,1:09.0,,Offensive rebound by S. Johnson,112,110
427,4,1:04.0,,Turnover by S. Johnson (bad pass; steal by K. Thompson),112,110
428,4,0:53.0,K. Thompson makes 2-pt jump shot from 17 ft (assist by S. Curry),,114,110
429,4,0:53.0,,Detroit full timeout,114,110
430,4,0:41.0,,K. Caldwell-Pope makes 2-pt jump shot from 17 ft,114,112
431,4,0:22.0,K. Thompson makes 3-pt jump shot from 27 ft (assist by S. Curry),,117,112
432,4,0:17.0,,Personal foul by D. Green (drawn by A. Drummond),117,112
433,4,0:17.0,,A. Drummond misses free throw 1 of 2,117,112
434,4,0:17.0,,Offensive rebound by Team,117,112
435,4,0:17.0,,J. Leuer enters the game for S. Johnson,117,112
436,4,0:17.0,,A. Drummond makes free throw 2 of 2,117,113
437,4,0:15.0,Personal foul by K. Caldwell-Pope (drawn by S. Curry),,117,113
438,4,0:15.0,,S. Johnson enters the game for T. Harris,117,113
439,4,0:14.0,Turnover by D. Green (bad pass),,117,113
440,4,0:14.0,,T. Harris enters the game for S. Johnson,117,113
441,4,0:14.0,,A. Baynes enters the game for A. Drummond,117,113
442,4,0:04.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,117,113
443,4,0:03.0,Defensive rebound by S. Curry,,117,113
444,4,0:02.0,Personal foul by T. Harris (drawn by S. Curry),,117,113
445,4,0:02.0,S. Curry makes free throw 1 of 2,,118,113
446,4,0:02.0,S. Curry makes free throw 2 of 2,,119,113
447,4,0:01.0,,K. Caldwell-Pope misses 3-pt jump shot from 54 ft,119,113
448,4,0:00.0,,Offensive rebound by Team,119,113
