,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MIAMI_ACTION,MINNESOTA_SCORE,MIAMI_SCORE
380,4,2:33.0,Defensive rebound by B. Rush,,102,117
381,4,2:25.0,S. Muhammad misses 3-pt jump shot from 26 ft,,102,117
382,4,2:24.0,,Defensive rebound by G. Dragić,102,117
383,4,2:21.0,,Miami full timeout,102,117
384,4,2:06.0,,G. Dragić misses 2-pt jump shot from 6 ft (block by A. Wiggins),102,117
385,4,2:05.0,,Offensive rebound by H. Whiteside,102,117
386,4,2:04.0,,Turnover by H. Whiteside (lost ball),102,117
387,4,1:54.0,R. Rubio misses 2-pt jump shot from 5 ft (block by H. Whiteside),,102,117
388,4,1:53.0,,Defensive rebound by G. Dragić,102,117
389,4,1:44.0,,G. Dragić makes 2-pt layup from 2 ft (assist by J. Johnson),102,119
390,4,1:36.0,Turnover by R. Rubio (bad pass; steal by G. Dragić),,102,119
391,4,1:19.0,,J. Johnson makes 2-pt layup from 1 ft,102,121
392,4,1:19.0,Minnesota full timeout,,102,121
393,4,1:19.0,,R. McGruder enters the game for H. Whiteside,102,121
394,4,1:19.0,,W. Reed enters the game for G. Dragić,102,121
395,4,1:12.0,Shooting foul by W. Reed (drawn by A. Wiggins),,102,121
396,4,1:12.0,A. Wiggins misses free throw 1 of 2,,102,121
397,4,1:12.0,Offensive rebound by Team,,102,121
398,4,1:12.0,,O. White enters the game for J. Johnson,102,121
399,4,1:12.0,C. Aldrich enters the game for K. Towns,,102,121
400,4,1:12.0,T. Jones enters the game for R. Rubio,,102,121
401,4,1:12.0,J. Hill enters the game for B. Rush,,102,121
402,4,1:12.0,A. Wiggins makes free throw 2 of 2,,103,121
403,4,0:55.0,K. Dunn enters the game for A. Wiggins,,103,121
404,4,0:48.0,,W. Reed misses 3-pt jump shot from 24 ft,103,121
405,4,0:47.0,,Offensive rebound by R. McGruder,103,121
406,4,0:31.0,,W. Reed makes 2-pt dunk at rim (assist by R. McGruder),103,123
407,4,0:23.0,T. Jones misses 3-pt jump shot from 26 ft,,103,123
408,4,0:22.0,Offensive rebound by K. Dunn,,103,123
409,4,0:19.0,S. Muhammad makes 2-pt jump shot from 6 ft (assist by K. Dunn),,105,123
