,QUARTER,TIME_REMAINING,BOSTON_ACTION,BROOKLYN_ACTION,BOSTON_SCORE,BROOKLYN_SCORE
0,1,11:43.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by A. Horford),,3,0
1,1,11:24.0,,C. LeVert misses 3-pt jump shot from 25 ft,3,0
2,1,11:23.0,Defensive rebound by A. Johnson,,3,0
3,1,11:16.0,A. Bradley misses 2-pt jump shot from 5 ft,,3,0
4,1,11:15.0,Offensive rebound by A. Bradley,,3,0
5,1,11:13.0,A. Bradley misses 2-pt jump shot from 11 ft,,3,0
6,1,11:12.0,,Defensive rebound by R. Hollis-Jefferson,3,0
7,1,10:55.0,,R. Foye makes 3-pt jump shot from 24 ft (assist by C. LeVert),3,3
8,1,10:40.0,A. Horford misses 2-pt layup from 3 ft (block by J. Lin),,3,3
9,1,10:39.0,Offensive rebound by Team,,3,3
10,1,10:32.0,M. Smart misses 2-pt jump shot from 19 ft,,3,3
11,1,10:31.0,,Defensive rebound by R. Hollis-Jefferson,3,3
12,1,10:21.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),3,6
13,1,10:04.0,A. Bradley misses 2-pt jump shot from 17 ft,,3,6
14,1,10:03.0,,Defensive rebound by R. Hollis-Jefferson,3,6
15,1,9:57.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft,3,6
16,1,9:55.0,Defensive rebound by J. Crowder,,3,6
17,1,9:50.0,Personal foul by R. Foye (drawn by A. Johnson),,3,6
18,1,9:50.0,A. Johnson makes free throw 1 of 2,,4,6
19,1,9:50.0,A. Johnson makes free throw 2 of 2,,5,6
20,1,9:37.0,,B. Lopez misses 3-pt jump shot from 27 ft,5,6
21,1,9:36.0,Defensive rebound by A. Horford,,5,6
22,1,9:28.0,Turnover by A. Bradley (bad pass; steal by C. LeVert),,5,6
23,1,9:24.0,,Shooting foul by M. Smart (drawn by C. LeVert),5,6
24,1,9:24.0,,C. LeVert makes free throw 1 of 2,5,7
25,1,9:24.0,,C. LeVert makes free throw 2 of 2,5,8
