,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MILWAUKEE_ACTION,GOLDEN STATE_SCORE,MILWAUKEE_SCORE
382,4,10:26.0,Shooting foul by G. Antetokounmpo (drawn by S. Livingston),,107,95
383,4,10:26.0,S. Livingston makes free throw 1 of 2,,108,95
384,4,10:26.0,S. Livingston misses free throw 2 of 2,,108,95
385,4,10:25.0,,Defensive rebound by M. Beasley,108,95
386,4,10:08.0,,M. Teletović misses 3-pt jump shot from 27 ft,108,95
387,4,10:07.0,Defensive rebound by K. Thompson,,108,95
388,4,9:47.0,A. Iguodala misses 3-pt jump shot from 25 ft,,108,95
389,4,9:47.0,Offensive rebound by D. West,,108,95
390,4,9:47.0,Shooting foul by M. Dellavedova (drawn by D. West),,108,95
391,4,9:47.0,D. West misses free throw 1 of 2,,108,95
392,4,9:47.0,Offensive rebound by Team,,108,95
393,4,9:47.0,D. West makes free throw 2 of 2,,109,95
394,4,9:33.0,,J. Terry makes 3-pt jump shot from 25 ft (assist by M. Teletović),109,98
395,4,9:19.0,A. Iguodala misses 3-pt jump shot from 26 ft,,109,98
396,4,9:17.0,,Defensive rebound by G. Antetokounmpo,109,98
397,4,9:14.0,,Shooting foul by K. Durant (drawn by G. Antetokounmpo),109,98
398,4,9:14.0,,G. Antetokounmpo makes free throw 1 of 2,109,99
399,4,9:14.0,Golden State full timeout,,109,99
400,4,9:14.0,P. McCaw enters the game for A. Iguodala,,109,99
401,4,9:14.0,,G. Antetokounmpo makes free throw 2 of 2,109,100
402,4,8:55.0,K. Durant makes 2-pt jump shot from 16 ft,,111,100
403,4,8:41.0,,M. Beasley misses 2-pt jump shot from 8 ft,111,100
404,4,8:40.0,Defensive rebound by S. Livingston,,111,100
405,4,8:21.0,S. Livingston misses 2-pt jump shot from 13 ft,,111,100
406,4,8:19.0,Offensive rebound by D. West,,111,100
407,4,8:10.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. West),,114,100
408,4,7:48.0,,M. Beasley makes 2-pt layup at rim (assist by M. Dellavedova),114,102
409,4,7:32.0,K. Thompson makes 2-pt jump shot from 14 ft (assist by P. McCaw),,116,102
410,4,7:20.0,,M. Teletović misses 3-pt jump shot from 27 ft,116,102
411,4,7:19.0,Defensive rebound by K. Durant,,116,102
412,4,6:59.0,P. McCaw misses 2-pt jump shot from 14 ft,,116,102
413,4,6:57.0,,Defensive rebound by J. Terry,116,102
414,4,6:52.0,,M. Teletović makes 3-pt jump shot from 25 ft (assist by J. Terry),116,105
415,4,6:51.0,Golden State full timeout,,116,105
416,4,6:51.0,D. Green enters the game for K. Durant,,116,105
417,4,6:51.0,S. Curry enters the game for K. Thompson,,116,105
418,4,6:51.0,,M. Brogdon enters the game for M. Dellavedova,116,105
419,4,6:51.0,,J. Parker enters the game for M. Beasley,116,105
420,4,6:28.0,S. Livingston misses 2-pt jump shot from 14 ft,,116,105
421,4,6:28.0,Offensive rebound by Team,,116,105
422,4,6:28.0,,Loose ball foul by M. Teletović (drawn by D. West),116,105
423,4,6:08.0,D. West misses 2-pt jump shot from 3 ft,,116,105
424,4,6:06.0,Offensive rebound by D. West,,116,105
425,4,6:03.0,S. Curry misses 3-pt jump shot from 27 ft,,116,105
426,4,6:01.0,,Defensive rebound by M. Teletović,116,105
427,4,5:56.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Teletović),116,107
428,4,5:36.0,S. Curry makes 2-pt layup from 1 ft (assist by D. West),,118,107
429,4,5:20.0,,Turnover by J. Terry (bad pass; steal by S. Curry),118,107
430,4,5:14.0,S. Curry misses 3-pt jump shot from 27 ft,,118,107
431,4,5:12.0,,Defensive rebound by G. Antetokounmpo,118,107
432,4,5:05.0,,G. Antetokounmpo misses 2-pt jump shot from 3 ft (block by D. Green),118,107
433,4,5:05.0,,Offensive rebound by Team,118,107
434,4,5:05.0,Official timeout,,118,107
435,4,5:05.0,A. Iguodala enters the game for S. Livingston,,118,107
436,4,5:05.0,K. Durant enters the game for D. West,,118,107
437,4,5:05.0,,M. Dellavedova enters the game for M. Brogdon,118,107
438,4,4:53.0,,G. Antetokounmpo makes 3-pt jump shot from 28 ft (assist by J. Terry),118,110
439,4,4:39.0,Turnover by D. Green (bad pass; steal by M. Dellavedova),,118,110
440,4,4:33.0,,M. Teletović misses 3-pt jump shot from 25 ft,118,110
441,4,4:32.0,,Offensive rebound by J. Parker,118,110
442,4,4:30.0,,J. Parker misses 2-pt layup from 2 ft (block by D. Green),118,110
443,4,4:27.0,,Offensive rebound by J. Parker,118,110
444,4,4:26.0,,J. Parker makes 2-pt layup at rim,118,112
445,4,4:10.0,K. Durant misses 2-pt jump shot from 7 ft,,118,112
446,4,4:07.0,,Defensive rebound by M. Teletović,118,112
447,4,4:05.0,,Shooting foul by S. Curry (drawn by G. Antetokounmpo),118,112
448,4,4:05.0,,G. Antetokounmpo makes free throw 1 of 2,118,113
449,4,4:05.0,,T. Snell enters the game for J. Terry,118,113
450,4,4:05.0,K. Thompson enters the game for P. McCaw,,118,113
451,4,4:05.0,,G. Antetokounmpo makes free throw 2 of 2,118,114
452,4,3:43.0,K. Durant misses 3-pt jump shot from 25 ft,,118,114
453,4,3:41.0,Offensive rebound by A. Iguodala,,118,114
454,4,3:39.0,A. Iguodala makes 2-pt dunk at rim,,120,114
455,4,3:35.0,,Turnover by M. Teletović (lost ball),120,114
456,4,3:22.0,Turnover by K. Thompson (bad pass; steal by J. Parker),,120,114
457,4,3:07.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by J. Parker),120,117
458,4,2:47.0,S. Curry makes 2-pt layup from 2 ft,,122,117
459,4,2:33.0,,J. Parker makes 2-pt layup from 1 ft,122,119
460,4,2:33.0,,Shooting foul by K. Durant (drawn by J. Parker),122,119
461,4,2:33.0,,Milwaukee full timeout,122,119
462,4,2:33.0,,J. Parker makes free throw 1 of 1,122,120
463,4,2:20.0,K. Durant misses 3-pt jump shot from 24 ft,,122,120
464,4,2:19.0,Offensive rebound by Team,,122,120
465,4,2:03.0,Turnover by K. Thompson (bad pass; steal by G. Antetokounmpo),,122,120
466,4,1:58.0,,G. Antetokounmpo misses 2-pt dunk at rim,122,120
467,4,1:57.0,Defensive rebound by K. Durant,,122,120
468,4,1:48.0,D. Green misses 2-pt layup at rim,,122,120
469,4,1:46.0,,Defensive rebound by M. Teletović,122,120
470,4,1:35.0,,M. Teletović misses 3-pt jump shot from 27 ft,122,120
471,4,1:33.0,Defensive rebound by S. Curry,,122,120
472,4,1:14.0,S. Curry misses 3-pt jump shot from 27 ft,,122,120
473,4,1:13.0,Offensive rebound by A. Iguodala,,122,120
474,4,0:56.0,D. Green misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,122,120
475,4,0:51.0,,Defensive rebound by T. Snell,122,120
476,4,0:36.0,,Milwaukee full timeout,122,120
477,4,0:30.0,,G. Antetokounmpo misses 2-pt jump shot from 12 ft,122,120
478,4,0:29.0,Defensive rebound by S. Curry,,122,120
479,4,0:11.0,K. Durant misses 2-pt jump shot from 19 ft,,122,120
480,4,0:10.0,,Defensive rebound by T. Snell,122,120
481,4,0:10.0,,Milwaukee full timeout,122,120
482,4,0:09.0,,Turnover by T. Snell (bad pass; steal by D. Green),122,120
483,4,0:09.0,Personal foul by G. Antetokounmpo (drawn by K. Thompson),,122,120
484,4,0:09.0,K. Thompson makes free throw 1 of 2,,123,120
485,4,0:09.0,K. Thompson makes free throw 2 of 2,,124,120
486,4,0:02.0,,Shooting foul by D. Green (drawn by G. Antetokounmpo),124,120
487,4,0:02.0,,G. Antetokounmpo makes free throw 1 of 2,124,121
488,4,0:02.0,,G. Antetokounmpo misses free throw 2 of 2,124,121
489,4,0:02.0,Z. Pachulia enters the game for S. Curry,,124,121
490,4,0:02.0,,M. Plumlee enters the game for J. Parker,124,121
491,4,0:02.0,,J. Henson enters the game for T. Snell,124,121
492,4,0:00.0,,Offensive rebound by M. Plumlee,124,121
493,4,0:00.0,,G. Antetokounmpo misses 2-pt jump shot from 12 ft,124,121
494,4,0:00.0,,Offensive rebound by Team,124,121
