,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CHARLOTTE_ACTION,MINNESOTA_SCORE,CHARLOTTE_SCORE
439,4,1:26.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by C. Zeller),97,104
440,4,1:20.0,,Violation by N. Batum (kicked ball),97,104
441,4,1:14.0,Z. LaVine misses 2-pt layup from 3 ft,,97,104
442,4,1:13.0,,Defensive rebound by F. Kaminsky,97,104
443,4,0:51.0,,F. Kaminsky misses 3-pt jump shot from 24 ft (block by K. Towns),97,104
444,4,0:51.0,,Offensive rebound by F. Kaminsky,97,104
445,4,0:51.0,,F. Kaminsky misses 3-pt jump shot from 24 ft,97,104
446,4,0:51.0,,Offensive rebound by Team,97,104
447,4,0:51.0,,Turnover by Team (shot clock),97,104
448,4,0:39.0,Z. LaVine makes 3-pt jump shot from 26 ft,,100,104
449,4,0:39.0,,Personal take foul by Z. LaVine (drawn by N. Batum),100,104
450,4,0:38.0,,Turnover by K. Walker (step out of bounds),100,104
451,4,0:32.0,R. Rubio makes 3-pt jump shot from 24 ft (assist by G. Dieng),,103,104
452,4,0:32.0,,Charlotte full timeout,103,104
453,4,0:32.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,103,104
454,4,0:15.0,,K. Walker makes 2-pt jump shot from 7 ft,103,106
455,4,0:09.0,A. Wiggins makes 3-pt jump shot from 31 ft,,106,106
456,4,0:09.0,,Charlotte full timeout,106,106
457,4,0:02.0,,K. Walker misses 2-pt jump shot from 16 ft,106,106
458,4,0:00.0,,Offensive rebound by C. Zeller,106,106
459,1OT,4:52.0,A. Wiggins makes 2-pt layup at rim (assist by K. Towns),,108,106
460,1OT,4:27.0,,Shooting foul by R. Rubio (drawn by K. Walker),108,106
461,1OT,4:27.0,,K. Walker misses free throw 1 of 2,108,106
462,1OT,4:27.0,,Offensive rebound by Team,108,106
463,1OT,4:27.0,,K. Walker misses free throw 2 of 2,108,106
464,1OT,4:25.0,Defensive rebound by G. Dieng,,108,106
465,1OT,4:12.0,G. Dieng makes 3-pt jump shot from 24 ft (assist by R. Rubio),,111,106
466,1OT,4:01.0,,Turnover by K. Walker (bad pass; steal by R. Rubio),111,106
467,1OT,3:58.0,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),,113,106
468,1OT,3:58.0,,Charlotte full timeout,113,106
469,1OT,3:58.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,113,106
470,1OT,3:38.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),113,109
471,1OT,3:24.0,K. Towns misses 2-pt dunk at rim (block by C. Zeller),,113,109
472,1OT,3:22.0,,Defensive rebound by F. Kaminsky,113,109
473,1OT,3:20.0,,Turnover by F. Kaminsky (lost ball; steal by Z. LaVine),113,109
474,1OT,3:02.0,Z. LaVine makes 2-pt jump shot from 21 ft,,115,109
475,1OT,2:47.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by K. Walker),115,111
476,1OT,2:27.0,A. Wiggins makes 2-pt layup from 2 ft,,117,111
477,1OT,2:13.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,117,111
478,1OT,2:12.0,Defensive rebound by R. Rubio,,117,111
479,1OT,1:48.0,Z. LaVine misses 2-pt jump shot from 20 ft,,117,111
480,1OT,1:47.0,,Defensive rebound by C. Zeller,117,111
481,1OT,1:40.0,,C. Zeller makes 2-pt jump shot from 5 ft (assist by N. Batum),117,113
482,1OT,1:20.0,A. Wiggins misses 3-pt jump shot from 28 ft,,117,113
483,1OT,1:18.0,,Defensive rebound by Team,117,113
484,1OT,1:18.0,,Personal foul by G. Dieng (drawn by C. Zeller),117,113
485,1OT,1:10.0,,K. Walker misses 2-pt layup from 1 ft,117,113
486,1OT,1:09.0,Defensive rebound by K. Towns,,117,113
487,1OT,0:53.0,K. Towns makes 2-pt layup at rim (assist by R. Rubio),,119,113
488,1OT,0:41.0,,M. Belinelli makes 2-pt layup at rim (assist by N. Batum),119,115
489,1OT,0:23.0,G. Dieng misses 3-pt jump shot from 23 ft,,119,115
490,1OT,0:21.0,Offensive rebound by K. Towns,,119,115
491,1OT,0:21.0,K. Towns makes 2-pt layup at rim,,121,115
492,1OT,0:21.0,,Charlotte full timeout,121,115
493,1OT,0:20.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),121,118
494,1OT,0:20.0,Minnesota full timeout,,121,118
495,1OT,0:20.0,N. Bjelica enters the game for G. Dieng,,121,118
496,1OT,0:20.0,,M. Kidd-Gilchrist enters the game for M. Belinelli,121,118
497,1OT,0:15.0,Personal take foul by K. Walker (drawn by Z. LaVine),,121,118
498,1OT,0:12.0,Personal take foul by F. Kaminsky (drawn by A. Wiggins),,121,118
499,1OT,0:12.0,A. Wiggins makes free throw 1 of 2,,122,118
500,1OT,0:12.0,A. Wiggins makes free throw 2 of 2,,123,118
501,1OT,0:12.0,,Charlotte full timeout,123,118
502,1OT,0:12.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,123,118
503,1OT,0:08.0,,N. Batum makes 2-pt jump shot from 20 ft (assist by F. Kaminsky),123,120
504,1OT,0:08.0,Minnesota full timeout,,123,120
505,1OT,0:07.0,,M. Kidd-Gilchrist enters the game for M. Belinelli,123,120
506,1OT,0:04.0,Personal take foul by C. Zeller (drawn by K. Towns),,123,120
507,1OT,0:04.0,K. Towns makes free throw 1 of 2,,124,120
508,1OT,0:04.0,K. Towns makes free throw 2 of 2,,125,120
509,1OT,0:00.0,,K. Walker misses 3-pt jump shot from 26 ft (block by N. Bjelica),125,120
510,1OT,0:00.0,,Offensive rebound by Team,125,120
