,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MILWAUKEE_ACTION,CLEVELAND_SCORE,MILWAUKEE_SCORE
0,1,11:42.0,,T. Snell makes 2-pt jump shot from 20 ft (assist by G. Antetokounmpo),0,2
1,1,11:18.0,K. Irving misses 2-pt jump shot from 19 ft,,0,2
2,1,11:17.0,,Defensive rebound by T. Snell,0,2
3,1,11:08.0,,T. Snell misses 3-pt jump shot from 27 ft,0,2
4,1,11:07.0,,Offensive rebound by J. Henson,0,2
5,1,11:07.0,,J. Henson makes 2-pt dunk at rim,0,4
6,1,10:52.0,Turnover by L. James (bad pass; steal by J. Parker),,0,4
7,1,10:49.0,,Shooting foul by K. Irving (drawn by G. Antetokounmpo),0,4
8,1,10:49.0,,G. Antetokounmpo makes free throw 1 of 2,0,5
9,1,10:49.0,,G. Antetokounmpo misses free throw 2 of 2,0,5
10,1,10:47.0,Defensive rebound by T. Thompson,,0,5
11,1,10:35.0,T. Thompson makes 2-pt dunk at rim (assist by L. James),,2,5
12,1,10:20.0,,T. Snell misses 3-pt jump shot from 23 ft,2,5
13,1,10:18.0,Defensive rebound by K. Love,,2,5
14,1,10:10.0,L. James misses 2-pt layup from 2 ft,,2,5
15,1,10:09.0,Offensive rebound by T. Thompson,,2,5
16,1,10:09.0,T. Thompson makes 2-pt layup at rim,,4,5
17,1,9:59.0,,Turnover by T. Snell (bad pass; steal by J. Smith),4,5
18,1,9:52.0,J. Smith makes 3-pt jump shot from 23 ft (assist by K. Irving),,7,5
19,1,9:35.0,,J. Parker misses 2-pt layup from 1 ft (block by J. Smith),7,5
20,1,9:32.0,Defensive rebound by L. James,,7,5
21,1,9:26.0,K. Love misses 3-pt jump shot from 26 ft,,7,5
22,1,9:24.0,,Defensive rebound by G. Antetokounmpo,7,5
23,1,9:24.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,7,5
24,1,9:23.0,Defensive rebound by K. Love,,7,5
25,1,9:12.0,Personal foul by T. Snell (drawn by T. Thompson),,7,5
26,1,9:00.0,K. Love makes 3-pt jump shot from 25 ft (assist by K. Irving),,10,5
27,1,8:48.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,10,7
28,1,8:33.0,L. James makes 2-pt dunk at rim (assist by K. Love),,12,7
29,1,8:21.0,,J. Parker misses 2-pt layup from 1 ft (block by T. Thompson),12,7
30,1,8:17.0,Defensive rebound by K. Love,,12,7
31,1,8:15.0,Shooting foul by M. Dellavedova (drawn by K. Irving),,12,7
32,1,8:15.0,K. Irving makes free throw 1 of 2,,13,7
33,1,8:15.0,K. Irving makes free throw 2 of 2,,14,7
34,1,8:00.0,,J. Parker misses 2-pt jump shot from 17 ft,14,7
35,1,7:57.0,Defensive rebound by K. Love,,14,7
36,1,7:47.0,Turnover by K. Irving (bad pass; steal by G. Antetokounmpo),,14,7
37,1,7:42.0,,G. Antetokounmpo makes 2-pt layup at rim,14,9
38,1,7:31.0,Shooting foul by G. Antetokounmpo (drawn by K. Love),,14,9
39,1,7:31.0,K. Love makes free throw 1 of 2,,15,9
40,1,7:31.0,K. Love misses free throw 2 of 2,,15,9
41,1,7:31.0,,M. Brogdon enters the game for M. Dellavedova,15,9
42,1,7:31.0,,M. Beasley enters the game for G. Antetokounmpo,15,9
43,1,7:28.0,,Defensive rebound by J. Henson,15,9
44,1,7:13.0,,M. Beasley misses 2-pt jump shot from 18 ft,15,9
45,1,7:12.0,Defensive rebound by K. Love,,15,9
46,1,6:59.0,L. James makes 2-pt jump shot from 12 ft,,17,9
47,1,6:47.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by J. Henson),17,11
48,1,6:28.0,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),,20,11
49,1,6:10.0,,Turnover by M. Brogdon (bad pass; steal by K. Love),20,11
50,1,6:05.0,Shooting foul by M. Beasley (drawn by L. James),,20,11
51,1,6:05.0,L. James makes free throw 1 of 2,,21,11
52,1,6:05.0,L. James makes free throw 2 of 2,,22,11
53,1,5:53.0,,M. Beasley makes 2-pt jump shot from 18 ft (assist by J. Henson),22,13
54,1,5:48.0,L. James makes 2-pt dunk at rim (assist by K. Love),,24,13
55,1,5:46.0,,Milwaukee full timeout,24,13
56,1,5:46.0,,G. Monroe enters the game for J. Henson,24,13
57,1,5:29.0,,T. Snell misses 3-pt jump shot from 27 ft,24,13
58,1,5:28.0,Defensive rebound by K. Love,,24,13
59,1,5:16.0,Shooting foul by J. Parker (drawn by K. Love),,24,13
60,1,5:16.0,K. Love makes free throw 1 of 2,,25,13
61,1,5:16.0,,J. Terry enters the game for T. Snell,25,13
62,1,5:16.0,K. Love makes free throw 2 of 2,,26,13
63,1,5:05.0,,J. Parker misses 2-pt dunk at rim (block by T. Thompson),26,13
64,1,5:03.0,Defensive rebound by K. Love,,26,13
65,1,4:58.0,K. Irving misses 3-pt jump shot from 25 ft,,26,13
66,1,4:56.0,Offensive rebound by K. Love,,26,13
67,1,4:56.0,Personal foul by M. Brogdon (drawn by T. Thompson),,26,13
68,1,4:56.0,T. Thompson misses free throw 1 of 2,,26,13
69,1,4:56.0,Offensive rebound by Team,,26,13
70,1,4:56.0,I. Shumpert enters the game for K. Love,,26,13
71,1,4:56.0,T. Thompson makes free throw 2 of 2,,27,13
72,1,4:49.0,,G. Monroe makes 2-pt layup from 1 ft (assist by M. Brogdon),27,15
73,1,4:23.0,I. Shumpert misses 3-pt jump shot from 26 ft,,27,15
74,1,4:22.0,,Defensive rebound by J. Terry,27,15
75,1,4:14.0,,J. Parker makes 2-pt jump shot from 18 ft (assist by M. Brogdon),27,17
76,1,4:00.0,J. Smith misses 3-pt jump shot from 27 ft,,27,17
77,1,3:59.0,,Defensive rebound by M. Brogdon,27,17
78,1,3:40.0,,G. Monroe misses 2-pt layup from 2 ft,27,17
79,1,3:39.0,,Offensive rebound by G. Monroe,27,17
80,1,3:38.0,,Personal foul by J. Smith (drawn by J. Parker),27,17
81,1,3:31.0,,J. Parker makes 3-pt jump shot from 24 ft (assist by G. Monroe),27,20
82,1,3:19.0,T. Thompson misses 2-pt layup from 1 ft (block by G. Monroe),,27,20
83,1,3:16.0,Offensive rebound by T. Thompson,,27,20
84,1,3:11.0,K. Irving makes 3-pt jump shot from 26 ft (assist by T. Thompson),,30,20
85,1,2:52.0,,Turnover by G. Monroe (lost ball; steal by T. Thompson),30,20
86,1,2:52.0,L. James makes 2-pt layup at rim (assist by J. Smith),,32,20
87,1,2:52.0,Shooting foul by M. Brogdon (drawn by L. James),,32,20
88,1,2:52.0,Cleveland full timeout,,32,20
89,1,2:52.0,L. James misses free throw 1 of 1,,32,20
90,1,2:52.0,,M. Dellavedova enters the game for J. Parker,32,20
91,1,2:52.0,,G. Antetokounmpo enters the game for M. Brogdon,32,20
92,1,2:51.0,,Defensive rebound by G. Monroe,32,20
93,1,2:36.0,,Turnover by J. Terry (bad pass; steal by T. Thompson),32,20
94,1,2:33.0,Turnover by I. Shumpert (bad pass; steal by M. Beasley),,32,20
95,1,2:30.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by J. Terry),32,22
96,1,2:15.0,K. Irving misses 2-pt jump shot from 11 ft,,32,22
97,1,2:14.0,,Defensive rebound by Team,32,22
98,1,2:14.0,R. Jefferson enters the game for L. James,,32,22
99,1,2:01.0,,M. Dellavedova makes 2-pt jump shot from 7 ft,32,24
100,1,1:48.0,J. Smith misses 3-pt jump shot from 25 ft,,32,24
101,1,1:47.0,,Defensive rebound by G. Antetokounmpo,32,24
102,1,1:29.0,,M. Beasley makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),32,27
103,1,1:05.0,J. Smith misses 3-pt jump shot from 26 ft,,32,27
104,1,1:04.0,,Defensive rebound by G. Antetokounmpo,32,27
105,1,0:59.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,32,29
106,1,0:59.0,Cleveland full timeout,,32,29
107,1,0:59.0,K. Love enters the game for T. Thompson,,32,29
108,1,0:59.0,M. Dunleavy enters the game for J. Smith,,32,29
109,1,0:44.0,K. Love misses 3-pt jump shot from 27 ft,,32,29
110,1,0:42.0,,Defensive rebound by M. Dellavedova,32,29
111,1,0:31.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,32,29
112,1,0:30.0,Defensive rebound by K. Love,,32,29
113,1,0:23.0,Turnover by K. Irving (bad pass; steal by G. Antetokounmpo),,32,29
114,1,0:06.0,,Def 3 sec tech foul by R. Jefferson,32,29
115,1,0:06.0,,M. Dellavedova makes technical free throw,32,30
116,1,0:03.0,,Turnover by M. Beasley (traveling),32,30
117,2,11:47.0,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by L. James),,35,30
118,2,11:28.0,,G. Monroe makes 2-pt hook shot from 8 ft,35,32
119,2,11:08.0,I. Shumpert misses 3-pt jump shot from 23 ft,,35,32
120,2,11:07.0,Offensive rebound by I. Shumpert,,35,32
121,2,11:03.0,M. Dunleavy misses 3-pt jump shot from 25 ft,,35,32
122,2,11:01.0,Offensive rebound by I. Shumpert,,35,32
123,2,11:01.0,I. Shumpert makes 2-pt dunk at rim,,37,32
124,2,10:48.0,,G. Monroe makes 2-pt layup from 1 ft (assist by M. Dellavedova),37,34
125,2,10:42.0,Turnover by L. James (bad pass),,37,34
126,2,10:34.0,,Turnover by G. Antetokounmpo (bad pass),37,34
127,2,10:23.0,K. Love makes 2-pt hook shot from 8 ft (assist by L. James),,39,34
128,2,10:01.0,,M. Beasley makes 2-pt jump shot from 18 ft,39,36
129,2,9:46.0,Inbound foul by M. Dellavedova,,39,36
130,2,9:46.0,K. Love misses free throw 1 of 1,,39,36
131,2,9:46.0,Offensive rebound by Team,,39,36
132,2,9:43.0,K. Love misses 3-pt jump shot from 24 ft,,39,36
133,2,9:41.0,,Defensive rebound by G. Antetokounmpo,39,36
134,2,9:31.0,,J. Terry misses 2-pt jump shot from 9 ft,39,36
135,2,9:30.0,Defensive rebound by L. James,,39,36
136,2,9:28.0,Personal foul by J. Terry (drawn by L. James),,39,36
137,2,9:10.0,L. James misses 2-pt jump shot from 14 ft,,39,36
138,2,9:08.0,,Defensive rebound by G. Antetokounmpo,39,36
139,2,8:58.0,,M. Dellavedova misses 2-pt hook shot from 7 ft,39,36
140,2,8:57.0,Defensive rebound by K. Love,,39,36
141,2,8:49.0,Turnover by L. James (lost ball; steal by M. Dellavedova),,39,36
142,2,8:45.0,,M. Beasley makes 2-pt dunk at rim (assist by M. Dellavedova),39,38
143,2,8:25.0,Turnover by L. James (bad pass; steal by G. Monroe),,39,38
144,2,8:16.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Beasley),39,40
145,2,8:16.0,Cleveland full timeout,,39,40
146,2,8:16.0,J. Smith enters the game for R. Jefferson,,39,40
147,2,8:16.0,,M. Brogdon enters the game for M. Dellavedova,39,40
148,2,8:16.0,,T. Snell enters the game for J. Terry,39,40
149,2,7:53.0,L. James misses 3-pt jump shot from 27 ft,,39,40
150,2,7:52.0,,Defensive rebound by G. Antetokounmpo,39,40
151,2,7:35.0,,G. Monroe makes 2-pt hook shot from 6 ft,39,42
152,2,7:08.0,K. Love misses 3-pt jump shot from 26 ft,,39,42
153,2,7:07.0,,Defensive rebound by T. Snell,39,42
154,2,6:52.0,,G. Monroe misses 2-pt hook shot from 5 ft,39,42
155,2,6:51.0,Defensive rebound by M. Dunleavy,,39,42
156,2,6:40.0,Turnover by L. James (lost ball; steal by M. Beasley),,39,42
157,2,6:30.0,,G. Antetokounmpo misses 2-pt hook shot from 2 ft,39,42
158,2,6:28.0,,Offensive rebound by M. Beasley,39,42
159,2,6:28.0,,M. Beasley makes 2-pt layup at rim,39,44
160,2,6:16.0,Turnover by M. Dunleavy (step out of bounds),,39,44
161,2,6:16.0,T. Thompson enters the game for I. Shumpert,,39,44
162,2,6:16.0,K. Irving enters the game for M. Dunleavy,,39,44
163,2,6:16.0,,J. Henson enters the game for G. Monroe,39,44
164,2,6:01.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by T. Snell),39,46
165,2,5:50.0,K. Irving makes 2-pt jump shot from 17 ft,,41,46
166,2,5:31.0,,Turnover by M. Brogdon (bad pass),41,46
167,2,5:31.0,Official timeout,,41,46
168,2,5:31.0,,J. Parker enters the game for M. Beasley,41,46
169,2,5:07.0,L. James misses 3-pt jump shot from 26 ft,,41,46
170,2,5:06.0,,Defensive rebound by J. Henson,41,46
171,2,4:47.0,,Shooting foul by L. James (drawn by G. Antetokounmpo),41,46
172,2,4:47.0,,G. Antetokounmpo makes free throw 1 of 2,41,47
173,2,4:47.0,,G. Antetokounmpo makes free throw 2 of 2,41,48
174,2,4:32.0,K. Irving makes 2-pt layup from 1 ft,,43,48
175,2,4:20.0,,J. Henson makes 2-pt layup at rim (assist by G. Antetokounmpo),43,50
176,2,4:20.0,,Shooting foul by T. Thompson (drawn by J. Henson),43,50
177,2,4:20.0,,J. Henson makes free throw 1 of 1,43,51
178,2,4:06.0,Shooting foul by M. Brogdon (drawn by K. Irving),,43,51
179,2,4:06.0,K. Irving makes free throw 1 of 2,,44,51
180,2,4:06.0,,M. Dellavedova enters the game for M. Brogdon,44,51
181,2,4:06.0,I. Shumpert enters the game for L. James,,44,51
182,2,4:06.0,K. Irving makes free throw 2 of 2,,45,51
183,2,3:42.0,,J. Parker misses 3-pt jump shot from 26 ft,45,51
184,2,3:41.0,,Offensive rebound by J. Henson,45,51
185,2,3:37.0,,Turnover by G. Antetokounmpo (traveling),45,51
186,2,3:26.0,K. Irving makes 2-pt layup from 1 ft,,47,51
187,2,3:13.0,,Turnover by M. Dellavedova (bad pass; steal by J. Smith),47,51
188,2,3:04.0,K. Irving makes 3-pt jump shot from 24 ft,,50,51
189,2,3:03.0,,Milwaukee full timeout,50,51
190,2,2:57.0,,T. Snell makes 2-pt dunk at rim (assist by M. Dellavedova),50,53
191,2,2:34.0,T. Thompson misses 2-pt layup at rim (block by G. Antetokounmpo),,50,53
192,2,2:31.0,,Defensive rebound by M. Dellavedova,50,53
193,2,2:29.0,,G. Antetokounmpo makes 2-pt dunk at rim,50,55
194,2,2:09.0,Personal foul by M. Dellavedova (drawn by K. Irving),,50,55
195,2,2:09.0,L. James enters the game for K. Love,,50,55
196,2,1:55.0,Turnover by L. James (bad pass; steal by G. Antetokounmpo),,50,55
197,2,1:40.0,,J. Henson misses 2-pt hook shot from 6 ft,50,55
198,2,1:38.0,Defensive rebound by L. James,,50,55
199,2,1:34.0,Shooting foul by G. Antetokounmpo (drawn by L. James),,50,55
200,2,1:34.0,L. James misses free throw 1 of 2,,50,55
201,2,1:34.0,Offensive rebound by Team,,50,55
202,2,1:34.0,L. James misses free throw 2 of 2,,50,55
203,2,1:32.0,,Defensive rebound by J. Parker,50,55
204,2,1:17.0,,J. Henson misses 2-pt layup from 1 ft,50,55
205,2,1:16.0,Defensive rebound by T. Thompson,,50,55
206,2,1:05.0,J. Smith misses 3-pt jump shot from 28 ft,,50,55
207,2,1:04.0,,Defensive rebound by T. Snell,50,55
208,2,0:48.0,,T. Snell makes 3-pt jump shot from 27 ft (assist by J. Parker),50,58
209,2,0:27.0,L. James makes 3-pt jump shot from 27 ft,,53,58
210,2,0:07.0,,M. Dellavedova misses 2-pt jump shot from 7 ft,53,58
211,2,0:06.0,Defensive rebound by K. Irving,,53,58
212,2,0:02.0,Shooting foul by T. Snell (drawn by L. James),,53,58
213,2,0:02.0,L. James misses free throw 1 of 2,,53,58
214,2,0:02.0,Offensive rebound by Team,,53,58
215,2,0:02.0,L. James makes free throw 2 of 2,,54,58
216,2,0:01.0,,Turnover by M. Dellavedova (bad pass; steal by I. Shumpert),54,58
217,3,11:36.0,K. Irving misses 2-pt jump shot from 19 ft,,54,58
218,3,11:34.0,,Defensive rebound by G. Antetokounmpo,54,58
219,3,11:31.0,,Turnover by G. Antetokounmpo (lost ball; steal by K. Irving),54,58
220,3,11:28.0,Turnover by T. Thompson (lost ball; steal by G. Antetokounmpo),,54,58
221,3,11:23.0,,T. Snell misses 3-pt jump shot from 25 ft,54,58
222,3,11:21.0,Defensive rebound by K. Love,,54,58
223,3,11:12.0,L. James makes 3-pt jump shot from 23 ft,,57,58
224,3,10:52.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Dellavedova),57,60
225,3,10:33.0,K. Love makes 3-pt jump shot from 27 ft (assist by T. Thompson),,60,60
226,3,10:14.0,,T. Snell misses 3-pt jump shot from 27 ft,60,60
227,3,10:13.0,Defensive rebound by K. Irving,,60,60
228,3,10:08.0,T. Thompson makes 2-pt layup from 1 ft (assist by K. Irving),,62,60
229,3,9:44.0,,J. Parker misses 2-pt layup from 1 ft,62,60
230,3,9:42.0,Defensive rebound by L. James,,62,60
231,3,9:34.0,K. Love misses 3-pt jump shot from 24 ft,,62,60
232,3,9:33.0,,Defensive rebound by J. Henson,62,60
233,3,9:18.0,,M. Dellavedova misses 2-pt layup from 1 ft (block by T. Thompson),62,60
234,3,9:18.0,,Offensive rebound by Team,62,60
235,3,9:09.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,62,60
236,3,9:08.0,,Offensive rebound by J. Henson,62,60
237,3,9:06.0,,J. Henson makes 2-pt layup at rim,62,62
238,3,8:54.0,T. Thompson misses 2-pt jump shot from 4 ft (block by G. Antetokounmpo),,62,62
239,3,8:53.0,,Defensive rebound by G. Antetokounmpo,62,62
240,3,8:49.0,,Shooting foul by J. Smith (drawn by G. Antetokounmpo),62,62
241,3,8:49.0,,G. Antetokounmpo misses free throw 1 of 2,62,62
242,3,8:49.0,,Offensive rebound by Team,62,62
243,3,8:49.0,,G. Antetokounmpo makes free throw 2 of 2,62,63
244,3,8:28.0,K. Love misses 2-pt layup from 2 ft (block by J. Henson),,62,63
245,3,8:25.0,,Defensive rebound by J. Parker,62,63
246,3,8:23.0,,J. Parker makes 2-pt dunk at rim,62,65
247,3,8:01.0,L. James makes 3-pt jump shot from 24 ft,,65,65
248,3,7:47.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by M. Dellavedova),65,68
249,3,7:29.0,L. James misses 3-pt jump shot from 26 ft,,65,68
250,3,7:27.0,,Defensive rebound by J. Henson,65,68
251,3,7:27.0,,Personal foul by J. Smith (drawn by G. Antetokounmpo),65,68
252,3,7:21.0,,Shooting foul by L. James (drawn by G. Antetokounmpo),65,68
253,3,7:21.0,,G. Antetokounmpo makes free throw 1 of 2,65,69
254,3,7:21.0,,G. Antetokounmpo makes free throw 2 of 2,65,70
255,3,7:04.0,K. Irving misses 3-pt jump shot from 28 ft,,65,70
256,3,7:03.0,,Defensive rebound by G. Antetokounmpo,65,70
257,3,6:57.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Dellavedova),65,72
258,3,6:57.0,Cleveland full timeout,,65,72
259,3,6:43.0,Turnover by L. James (bad pass; steal by M. Dellavedova),,65,72
260,3,6:31.0,,Turnover by G. Antetokounmpo (traveling),65,72
261,3,6:22.0,Offensive foul by J. Smith (drawn by T. Snell),,65,72
262,3,6:22.0,Turnover by J. Smith (offensive foul),,65,72
263,3,6:22.0,I. Shumpert enters the game for J. Smith,,65,72
264,3,6:09.0,,J. Parker misses 2-pt layup from 1 ft,65,72
265,3,6:07.0,Defensive rebound by K. Love,,65,72
266,3,5:57.0,L. James misses 2-pt jump shot from 16 ft,,65,72
267,3,5:56.0,,Defensive rebound by J. Henson,65,72
268,3,5:44.0,,J. Parker misses 2-pt hook shot from 5 ft,65,72
269,3,5:43.0,Defensive rebound by T. Thompson,,65,72
270,3,5:24.0,K. Love misses 2-pt jump shot from 4 ft (block by J. Henson),,65,72
271,3,5:22.0,,Defensive rebound by G. Antetokounmpo,65,72
272,3,5:19.0,,G. Antetokounmpo misses 2-pt layup at rim,65,72
273,3,5:17.0,,Offensive rebound by G. Antetokounmpo,65,72
274,3,5:16.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,65,74
275,3,5:08.0,Shooting foul by J. Henson (drawn by K. Irving),,65,74
276,3,5:08.0,K. Irving makes free throw 1 of 2,,66,74
277,3,5:08.0,,M. Beasley enters the game for G. Antetokounmpo,66,74
278,3,5:08.0,K. Irving makes free throw 2 of 2,,67,74
279,3,4:58.0,,Shooting foul by K. Love (drawn by J. Parker),67,74
280,3,4:58.0,,J. Parker makes free throw 1 of 2,67,75
281,3,4:58.0,,J. Parker makes free throw 2 of 2,67,76
282,3,4:49.0,L. James misses 3-pt jump shot from 28 ft,,67,76
283,3,4:48.0,,Defensive rebound by M. Dellavedova,67,76
284,3,4:37.0,,J. Henson misses 2-pt layup from 1 ft,67,76
285,3,4:36.0,,Offensive rebound by J. Henson,67,76
286,3,4:36.0,,J. Henson misses 2-pt layup from 2 ft,67,76
287,3,4:33.0,Defensive rebound by Team,,67,76
288,3,4:27.0,K. Irving misses 2-pt jump shot from 13 ft,,67,76
289,3,4:27.0,,Defensive rebound by Team,67,76
290,3,4:27.0,Violation by K. Irving (kicked ball),,67,76
291,3,4:10.0,,J. Parker makes 2-pt layup from 1 ft,67,78
292,3,3:49.0,K. Irving misses 3-pt jump shot from 27 ft,,67,78
293,3,3:49.0,,Defensive rebound by Team,67,78
294,3,3:49.0,Loose ball foul by K. Love (drawn by T. Snell),,67,78
295,3,3:49.0,,T. Snell misses free throw 1 of 2,67,78
296,3,3:49.0,,Offensive rebound by Team,67,78
297,3,3:49.0,C. Andersen enters the game for L. James,,67,78
298,3,3:49.0,D. Liggins enters the game for K. Love,,67,78
299,3,3:49.0,M. Dunleavy enters the game for T. Thompson,,67,78
300,3,3:49.0,J. McRae enters the game for K. Irving,,67,78
301,3,3:49.0,J. Jones enters the game for I. Shumpert,,67,78
