,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,GOLDEN STATE_ACTION,OKLAHOMA CITY_SCORE,GOLDEN STATE_SCORE
0,1,11:38.0,A. Roberson misses 2-pt jump shot from 4 ft (block by D. Green),,0,0
1,1,11:36.0,Offensive rebound by S. Adams,,0,0
2,1,11:35.0,S. Adams makes 2-pt jump shot from 6 ft,,2,0
3,1,11:19.0,,K. Durant makes 3-pt jump shot from 28 ft (assist by D. Green),2,3
4,1,10:56.0,A. Roberson misses 3-pt jump shot from 25 ft,,2,3
5,1,10:56.0,Offensive rebound by S. Adams,,2,3
6,1,10:48.0,S. Adams makes 2-pt layup from 1 ft,,4,3
7,1,10:34.0,,Turnover by D. Green (bad pass; steal by D. Sabonis),4,3
8,1,10:30.0,Turnover by R. Westbrook (bad pass),,4,3
9,1,10:15.0,,D. Green misses 3-pt jump shot from 26 ft,4,3
10,1,10:12.0,Defensive rebound by D. Sabonis,,4,3
11,1,10:10.0,Shooting foul by K. Thompson (drawn by R. Westbrook),,4,3
12,1,10:10.0,R. Westbrook makes free throw 1 of 2,,5,3
13,1,10:10.0,R. Westbrook makes free throw 2 of 2,,6,3
14,1,9:54.0,,S. Curry makes 2-pt layup from 1 ft,6,5
15,1,9:39.0,D. Sabonis makes 2-pt layup from 3 ft (assist by R. Westbrook),,8,5
16,1,9:28.0,,D. Green misses 2-pt jump shot from 3 ft,8,5
17,1,9:27.0,Defensive rebound by D. Sabonis,,8,5
18,1,9:14.0,R. Westbrook makes 2-pt jump shot from 14 ft,,10,5
19,1,8:59.0,,S. Curry makes 2-pt layup from 2 ft,10,7
20,1,8:46.0,R. Westbrook makes 2-pt hook shot from 5 ft,,12,7
21,1,8:34.0,,S. Curry misses 3-pt jump shot from 25 ft,12,7
22,1,8:34.0,Defensive rebound by D. Sabonis,,12,7
23,1,8:34.0,,Technical foul by Team,12,7
24,1,8:34.0,R. Westbrook misses technical free throw,,12,7
25,1,8:34.0,Offensive rebound by Team,,12,7
26,1,8:19.0,V. Oladipo makes 3-pt jump shot from 27 ft (assist by D. Sabonis),,15,7
27,1,8:17.0,,Golden State full timeout,15,7
28,1,8:04.0,,K. Thompson misses 2-pt jump shot from 18 ft,15,7
29,1,8:03.0,Defensive rebound by R. Westbrook,,15,7
30,1,7:49.0,Shooting foul by S. Curry (drawn by S. Adams),,15,7
31,1,7:49.0,S. Adams makes free throw 1 of 2,,16,7
32,1,7:49.0,S. Adams misses free throw 2 of 2,,16,7
33,1,7:49.0,,Defensive rebound by K. Durant,16,7
34,1,7:38.0,,Personal foul by A. Roberson (drawn by K. Durant),16,7
35,1,7:32.0,,Z. Pachulia makes 2-pt jump shot from 18 ft (assist by S. Curry),16,9
36,1,7:16.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,18,9
37,1,7:04.0,,K. Durant misses 2-pt jump shot from 19 ft,18,9
38,1,7:02.0,Defensive rebound by S. Adams,,18,9
39,1,6:48.0,S. Adams misses 2-pt jump shot from 5 ft,,18,9
40,1,6:44.0,,Defensive rebound by Z. Pachulia,18,9
