,QUARTER,TIME_REMAINING,DALLAS_ACTION,MILWAUKEE_ACTION,DALLAS_SCORE,MILWAUKEE_SCORE
371,4,1:24.0,,M. Dellavedova makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),106,103
372,4,1:05.0,Y. Ferrell misses 3-pt jump shot from 27 ft,,106,103
373,4,1:04.0,,Defensive rebound by G. Antetokounmpo,106,103
374,4,0:41.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,106,103
375,4,0:40.0,Defensive rebound by S. Mejri,,106,103
376,4,0:20.0,H. Barnes makes 2-pt jump shot from 19 ft,,108,103
377,4,0:20.0,,Milwaukee full timeout,108,103
378,4,0:16.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,108,105
379,4,0:15.0,Personal foul by K. Middleton (drawn by Y. Ferrell),,108,105
380,4,0:15.0,Y. Ferrell makes free throw 1 of 2,,109,105
381,4,0:15.0,Y. Ferrell misses free throw 2 of 2,,109,105
382,4,0:15.0,,Defensive rebound by G. Antetokounmpo,109,105
383,4,0:15.0,,Milwaukee full timeout,109,105
384,4,0:12.0,,T. Snell misses 3-pt jump shot from 28 ft,109,105
385,4,0:12.0,Defensive rebound by Team,,109,105
386,4,0:08.0,Turnover by W. Matthews (bad pass; steal by G. Antetokounmpo),,109,105
387,4,0:02.0,,K. Middleton misses 3-pt jump shot from 23 ft,109,105
388,4,0:01.0,Defensive rebound by H. Barnes,,109,105
