,QUARTER,TIME_REMAINING,ORLANDO_ACTION,ATLANTA_ACTION,ORLANDO_SCORE,ATLANTA_SCORE
48,1,5:38.0,N. Vučević makes 2-pt hook shot from 5 ft (assist by A. Gordon),,14,21
49,1,5:20.0,,P. Millsap makes 2-pt layup from 1 ft (assist by D. Schröder),14,23
50,1,4:58.0,A. Gordon makes 2-pt dunk at rim (assist by N. Vučević),,16,23
51,1,4:39.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by P. Millsap),16,25
52,1,4:21.0,Turnover by E. Fournier (bad pass; steal by D. Schröder),,16,25
53,1,4:16.0,,D. Schröder makes 2-pt layup from 2 ft,16,27
54,1,4:06.0,S. Ibaka misses 3-pt jump shot from 25 ft,,16,27
55,1,4:05.0,,Defensive rebound by D. Howard,16,27
56,1,3:55.0,,P. Millsap makes 2-pt jump shot from 14 ft,16,29
57,1,3:54.0,Orlando full timeout,,16,29
58,1,3:54.0,,D. Bembry enters the game for D. Howard,16,29
59,1,3:54.0,,M. Muscala enters the game for K. Bazemore,16,29
60,1,3:54.0,D. Augustin enters the game for S. Ibaka,,16,29
61,1,3:54.0,J. Green enters the game for N. Vučević,,16,29
62,1,3:54.0,B. Biyombo enters the game for E. Fournier,,16,29
63,1,3:54.0,C. Watson enters the game for E. Payton,,16,29
64,1,3:36.0,A. Gordon misses 2-pt jump shot from 20 ft,,16,29
65,1,3:33.0,,Defensive rebound by D. Schröder,16,29
66,1,3:28.0,,D. Schröder misses 3-pt jump shot from 24 ft,16,29
67,1,3:24.0,Defensive rebound by B. Biyombo,,16,29
68,1,3:19.0,Shooting foul by P. Millsap (drawn by A. Gordon),,16,29
69,1,3:19.0,A. Gordon makes free throw 1 of 2,,17,29
70,1,3:19.0,,M. Dunleavy enters the game for T. Hardaway,17,29
71,1,3:19.0,A. Gordon makes free throw 2 of 2,,18,29
72,1,3:11.0,,P. Millsap misses 3-pt jump shot from 26 ft,18,29
73,1,3:10.0,Defensive rebound by J. Green,,18,29
74,1,3:00.0,A. Gordon misses 2-pt layup from 1 ft,,18,29
75,1,2:59.0,,Defensive rebound by P. Millsap,18,29
76,1,2:46.0,Offensive charge foul by M. Dunleavy (drawn by A. Gordon),,18,29
77,1,2:46.0,,Turnover by M. Dunleavy (offensive foul),18,29
78,1,2:46.0,,Atlanta full timeout,18,29
79,1,2:46.0,,M. Delaney enters the game for D. Schröder,18,29
80,1,2:27.0,J. Green misses 2-pt layup from 2 ft,,18,29
81,1,2:26.0,,Defensive rebound by P. Millsap,18,29
82,1,2:07.0,,Turnover by M. Dunleavy (bad pass; steal by D. Augustin),18,29
83,1,2:01.0,C. Watson makes 2-pt layup from 2 ft (assist by D. Augustin),,20,29
84,1,1:49.0,,Turnover by M. Dunleavy (bad pass; steal by J. Green),20,29
85,1,1:46.0,Shooting foul by M. Dunleavy (drawn by A. Gordon),,20,29
86,1,1:46.0,A. Gordon makes free throw 1 of 2,,21,29
87,1,1:46.0,A. Gordon makes free throw 2 of 2,,22,29
88,1,1:31.0,,P. Millsap makes 2-pt layup from 1 ft,22,31
89,1,1:31.0,,Shooting foul by B. Biyombo (drawn by P. Millsap),22,31
90,1,1:31.0,,P. Millsap makes free throw 1 of 1,22,32
91,1,1:15.0,Shooting foul by M. Delaney (drawn by D. Augustin),,22,32
92,1,1:15.0,D. Augustin makes free throw 1 of 2,,23,32
93,1,1:15.0,D. Augustin makes free throw 2 of 2,,24,32
94,1,1:04.0,,P. Millsap misses 2-pt jump shot from 17 ft,24,32
95,1,1:03.0,Defensive rebound by J. Green,,24,32
96,1,0:53.0,D. Augustin misses 3-pt jump shot from 25 ft,,24,32
97,1,0:51.0,,Defensive rebound by Team,24,32
98,1,0:32.0,Violation by C. Watson (kicked ball),,24,32
99,1,0:28.0,,M. Delaney makes 3-pt jump shot from 24 ft (assist by M. Muscala),24,35
100,1,0:12.0,Turnover by B. Biyombo (dbl dribble),,24,35
101,1,0:12.0,,T. Hardaway enters the game for D. Bembry,24,35
102,1,0:00.0,,T. Hardaway misses 2-pt jump shot from 19 ft,24,35
103,1,0:00.0,,Offensive rebound by Team,24,35
104,2,11:48.0,D. Augustin misses 3-pt jump shot from 25 ft,,24,35
105,2,11:46.0,,Defensive rebound by Team,24,35
106,2,11:26.0,,M. Delaney makes 2-pt jump shot from 18 ft (assist by D. Howard),24,37
107,2,11:04.0,J. Green misses 2-pt jump shot from 9 ft,,24,37
108,2,11:02.0,,Defensive rebound by D. Howard,24,37
109,2,10:49.0,,M. Muscala misses 3-pt jump shot from 25 ft,24,37
110,2,10:47.0,Defensive rebound by Team,,24,37
111,2,10:31.0,B. Biyombo makes 2-pt dunk at rim (assist by D. Augustin),,26,37
112,2,10:04.0,,D. Bembry misses 2-pt layup from 1 ft (block by B. Biyombo),26,37
113,2,10:04.0,,Offensive rebound by Team,26,37
114,2,10:04.0,,Turnover by Team (shot clock),26,37
115,2,9:46.0,D. Augustin misses 2-pt jump shot from 11 ft,,26,37
116,2,9:45.0,,Defensive rebound by M. Dunleavy,26,37
117,2,9:38.0,Offensive charge foul by M. Muscala (drawn by J. Green),,26,37
118,2,9:38.0,,Turnover by M. Muscala (offensive foul),26,37
119,2,9:38.0,,K. Bazemore enters the game for M. Muscala,26,37
120,2,9:14.0,B. Biyombo misses 2-pt jump shot from 18 ft,,26,37
121,2,9:12.0,,Defensive rebound by M. Delaney,26,37
122,2,9:04.0,,Turnover by D. Howard (step out of bounds),26,37
123,2,8:51.0,Personal foul by D. Bembry,,26,37
124,2,8:51.0,Official timeout,,26,37
125,2,8:46.0,Shooting foul by D. Bembry (drawn by E. Fournier),,26,37
126,2,8:46.0,E. Fournier makes free throw 1 of 3,,27,37
127,2,8:46.0,E. Fournier makes free throw 2 of 3,,28,37
128,2,8:46.0,E. Fournier makes free throw 3 of 3,,29,37
129,2,8:37.0,,Personal foul by C. Watson,29,37
130,2,8:26.0,,D. Howard makes 2-pt dunk at rim (assist by M. Delaney),29,39
131,2,8:10.0,Turnover by J. Green (bad pass; steal by D. Howard),,29,39
132,2,8:03.0,,M. Dunleavy misses 3-pt jump shot from 24 ft,29,39
133,2,8:02.0,,Offensive rebound by D. Howard,29,39
134,2,8:02.0,,D. Howard makes 2-pt layup at rim,29,41
135,2,7:37.0,D. Augustin misses 2-pt hook shot from 4 ft,,29,41
136,2,7:35.0,,Defensive rebound by D. Howard,29,41
137,2,7:27.0,,M. Delaney makes 2-pt jump shot from 21 ft,29,43
138,2,7:19.0,Orlando full timeout,,29,43
139,2,7:19.0,,D. Schröder enters the game for D. Bembry,29,43
140,2,7:09.0,Turnover by E. Fournier (bad pass; steal by K. Bazemore),,29,43
141,2,7:01.0,,M. Delaney misses 3-pt jump shot from 24 ft,29,43
142,2,6:59.0,Defensive rebound by J. Green,,29,43
143,2,6:53.0,J. Green makes 2-pt layup from 3 ft,,31,43
144,2,6:38.0,,Turnover by D. Howard (bad pass),31,43
145,2,6:38.0,S. Ibaka enters the game for J. Green,,31,43
146,2,6:38.0,E. Payton enters the game for D. Augustin,,31,43
147,2,6:29.0,E. Fournier misses 3-pt jump shot from 25 ft,,31,43
148,2,6:28.0,,Defensive rebound by D. Schröder,31,43
149,2,6:13.0,,D. Schröder misses 2-pt layup from 2 ft,31,43
150,2,6:13.0,,Offensive rebound by D. Howard,31,43
151,2,6:13.0,,D. Howard makes 2-pt layup from 1 ft,31,45
152,2,6:13.0,,Shooting foul by B. Biyombo (drawn by D. Howard),31,45
153,2,6:13.0,,D. Howard misses free throw 1 of 1,31,45
154,2,6:13.0,,M. Muscala enters the game for M. Dunleavy,31,45
155,2,6:13.0,N. Vučević enters the game for B. Biyombo,,31,45
156,2,6:13.0,,T. Hardaway enters the game for M. Delaney,31,45
157,2,6:12.0,Defensive rebound by N. Vučević,,31,45
158,2,5:52.0,E. Fournier misses 2-pt layup from 1 ft,,31,45
159,2,5:52.0,Offensive rebound by Team,,31,45
160,2,5:48.0,S. Ibaka misses 2-pt jump shot from 19 ft,,31,45
161,2,5:47.0,Offensive rebound by Team,,31,45
162,2,5:47.0,Turnover by Team (shot clock),,31,45
163,2,5:30.0,,M. Muscala makes 3-pt jump shot from 23 ft (assist by D. Schröder),31,48
164,2,5:12.0,S. Ibaka misses 2-pt jump shot from 17 ft,,31,48
165,2,5:11.0,,Defensive rebound by D. Howard,31,48
166,2,5:03.0,,K. Bazemore makes 2-pt dunk at rim (assist by D. Schröder),31,50
167,2,4:43.0,C. Watson makes 3-pt jump shot from 24 ft (assist by S. Ibaka),,34,50
168,2,4:30.0,,D. Schröder makes 2-pt layup from 3 ft (assist by D. Howard),34,52
169,2,4:27.0,Orlando full timeout,,34,52
170,2,4:27.0,,P. Millsap enters the game for D. Howard,34,52
171,2,4:27.0,A. Gordon enters the game for C. Watson,,34,52
172,2,4:08.0,Turnover by E. Fournier (lost ball; steal by K. Bazemore),,34,52
173,2,4:02.0,,K. Bazemore misses 3-pt jump shot from 26 ft,34,52
174,2,4:00.0,,Offensive rebound by M. Muscala,34,52
175,2,4:00.0,,Turnover by M. Muscala (bad pass),34,52
176,2,3:49.0,N. Vučević makes 2-pt jump shot from 11 ft,,36,52
177,2,3:34.0,,T. Hardaway misses 3-pt jump shot from 25 ft,36,52
178,2,3:32.0,Defensive rebound by E. Fournier,,36,52
179,2,3:15.0,E. Payton misses 3-pt jump shot from 23 ft,,36,52
180,2,3:14.0,,Defensive rebound by M. Muscala,36,52
181,2,3:05.0,,D. Schröder makes 3-pt jump shot from 25 ft,36,55
182,2,2:50.0,S. Ibaka misses 3-pt jump shot from 26 ft,,36,55
183,2,2:50.0,,Defensive rebound by Team,36,55
184,2,2:50.0,Loose ball foul by A. Gordon (drawn by K. Bazemore),,36,55
185,2,2:50.0,,M. Delaney enters the game for K. Bazemore,36,55
186,2,2:37.0,,Shooting foul by N. Vučević (drawn by D. Schröder),36,55
187,2,2:37.0,,D. Schröder misses free throw 1 of 2,36,55
188,2,2:37.0,,Offensive rebound by Team,36,55
189,2,2:37.0,,D. Schröder makes free throw 2 of 2,36,56
190,2,2:12.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by E. Fournier),,39,56
191,2,1:56.0,,Shooting foul by S. Ibaka (drawn by P. Millsap),39,56
192,2,1:56.0,,P. Millsap makes free throw 1 of 2,39,57
193,2,1:56.0,,P. Millsap misses free throw 2 of 2,39,57
194,2,1:55.0,Defensive rebound by A. Gordon,,39,57
195,2,1:38.0,S. Ibaka misses 3-pt jump shot from 24 ft,,39,57
196,2,1:36.0,,Defensive rebound by T. Hardaway,39,57
197,2,1:31.0,,M. Delaney makes 2-pt jump shot from 19 ft (assist by D. Schröder),39,59
198,2,1:17.0,N. Vučević misses 2-pt jump shot from 19 ft,,39,59
199,2,1:14.0,Offensive rebound by S. Ibaka,,39,59
200,2,1:03.0,Turnover by S. Ibaka (lost ball),,39,59
201,2,0:38.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by M. Muscala),39,62
202,2,0:28.0,N. Vučević misses 2-pt jump shot from 12 ft,,39,62
203,2,0:26.0,,Defensive rebound by T. Hardaway,39,62
204,2,0:23.0,,T. Hardaway makes 3-pt jump shot from 24 ft,39,65
205,2,0:01.0,E. Payton misses 2-pt layup from 3 ft (block by M. Muscala),,39,65
206,2,0:01.0,,Defensive rebound by M. Muscala,39,65
207,3,11:44.0,E. Fournier misses 3-pt jump shot from 23 ft,,39,65
208,3,11:42.0,,Defensive rebound by T. Hardaway,39,65
209,3,11:33.0,,P. Millsap misses 2-pt jump shot from 17 ft,39,65
210,3,11:30.0,,Offensive rebound by D. Howard,39,65
211,3,11:25.0,,P. Millsap misses 2-pt layup at rim,39,65
212,3,11:24.0,Defensive rebound by N. Vučević,,39,65
213,3,11:13.0,A. Gordon makes 2-pt jump shot from 17 ft,,41,65
214,3,10:55.0,,Turnover by K. Bazemore (lost ball; steal by E. Fournier),41,65
215,3,10:47.0,E. Payton makes 2-pt jump shot from 10 ft,,43,65
216,3,10:31.0,,T. Hardaway makes 2-pt jump shot from 19 ft (assist by D. Howard),43,67
217,3,10:17.0,E. Fournier makes 2-pt dunk from 1 ft (assist by N. Vučević),,45,67
218,3,10:01.0,,Turnover by K. Bazemore (lost ball; steal by A. Gordon),45,67
219,3,9:57.0,Shooting foul by K. Bazemore (drawn by A. Gordon),,45,67
220,3,9:57.0,A. Gordon makes free throw 1 of 2,,46,67
221,3,9:57.0,A. Gordon misses free throw 2 of 2,,46,67
222,3,9:56.0,,Defensive rebound by D. Howard,46,67
223,3,9:42.0,,D. Schröder misses 3-pt jump shot from 25 ft,46,67
224,3,9:40.0,Defensive rebound by N. Vučević,,46,67
225,3,9:25.0,Personal foul by P. Millsap (drawn by S. Ibaka),,46,67
226,3,9:23.0,E. Fournier makes 2-pt jump shot from 18 ft (assist by A. Gordon),,48,67
227,3,9:22.0,,Atlanta full timeout,48,67
228,3,9:06.0,,Shooting foul by E. Payton (drawn by P. Millsap),48,67
229,3,9:06.0,,P. Millsap makes 2-pt layup at rim (assist by D. Schröder),48,69
230,3,9:06.0,,P. Millsap makes free throw 1 of 1,48,70
231,3,8:55.0,Turnover by S. Ibaka (bad pass),,48,70
232,3,8:39.0,,K. Bazemore makes 2-pt jump shot from 20 ft,48,72
233,3,8:17.0,N. Vučević misses 2-pt jump shot from 17 ft,,48,72
234,3,8:14.0,,Defensive rebound by T. Hardaway,48,72
235,3,8:01.0,,P. Millsap misses 2-pt jump shot from 5 ft,48,72
236,3,7:59.0,,Offensive rebound by D. Howard,48,72
237,3,7:59.0,,Shooting foul by N. Vučević (drawn by D. Howard),48,72
238,3,7:59.0,,D. Howard makes free throw 1 of 2,48,73
239,3,7:59.0,,D. Howard misses free throw 2 of 2,48,73
240,3,7:59.0,,Offensive rebound by K. Bazemore,48,73
241,3,7:54.0,,T. Hardaway misses 3-pt jump shot from 25 ft,48,73
242,3,7:53.0,Defensive rebound by N. Vučević,,48,73
243,3,7:45.0,E. Payton misses 3-pt jump shot from 25 ft,,48,73
244,3,7:44.0,,Defensive rebound by D. Howard,48,73
245,3,7:30.0,,K. Bazemore misses 3-pt jump shot from 25 ft,48,73
246,3,7:28.0,Defensive rebound by E. Fournier,,48,73
247,3,7:21.0,E. Fournier misses 2-pt layup from 3 ft,,48,73
248,3,7:20.0,Offensive rebound by E. Payton,,48,73
249,3,7:20.0,E. Payton makes 2-pt layup from 1 ft,,50,73
250,3,6:53.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by P. Millsap),50,76
251,3,6:50.0,Orlando full timeout,,50,76
252,3,6:50.0,D. Augustin enters the game for E. Payton,,50,76
253,3,6:29.0,E. Fournier makes 2-pt jump shot from 10 ft,,52,76
254,3,6:21.0,,Turnover by D. Schröder (bad pass; steal by A. Gordon),52,76
255,3,6:11.0,E. Fournier misses 2-pt jump shot from 11 ft,,52,76
256,3,6:09.0,Offensive rebound by E. Fournier,,52,76
257,3,6:08.0,E. Fournier misses 2-pt layup from 1 ft,,52,76
258,3,6:07.0,,Defensive rebound by P. Millsap,52,76
259,3,5:53.0,,Shooting foul by A. Gordon (drawn by D. Schröder),52,76
260,3,5:53.0,,D. Schröder makes free throw 1 of 2,52,77
261,3,5:53.0,,D. Schröder makes free throw 2 of 2,52,78
262,3,5:46.0,Personal foul by D. Howard (drawn by N. Vučević),,52,78
263,3,5:41.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by E. Fournier),,55,78
264,3,5:25.0,,P. Millsap makes 2-pt layup at rim (assist by D. Schröder),55,80
265,3,5:06.0,A. Gordon misses 2-pt layup at rim,,55,80
266,3,5:03.0,Offensive rebound by A. Gordon,,55,80
267,3,5:03.0,A. Gordon makes 2-pt layup at rim,,57,80
268,3,4:45.0,,D. Schröder makes 2-pt layup from 1 ft,57,82
269,3,4:26.0,N. Vučević misses 2-pt jump shot from 18 ft,,57,82
270,3,4:25.0,,Defensive rebound by D. Schröder,57,82
271,3,4:10.0,,T. Hardaway misses 2-pt jump shot from 19 ft,57,82
272,3,4:07.0,Defensive rebound by N. Vučević,,57,82
273,3,4:00.0,N. Vučević makes 2-pt jump shot from 12 ft (assist by D. Augustin),,59,82
274,3,3:38.0,,Shooting foul by N. Vučević (drawn by P. Millsap),59,82
275,3,3:38.0,,P. Millsap makes free throw 1 of 2,59,83
276,3,3:38.0,,M. Muscala enters the game for D. Howard,59,83
277,3,3:38.0,,D. Bembry enters the game for K. Bazemore,59,83
278,3,3:38.0,,P. Millsap makes free throw 2 of 2,59,84
279,3,3:23.0,A. Gordon misses 3-pt jump shot from 23 ft,,59,84
280,3,3:22.0,,Defensive rebound by D. Schröder,59,84
281,3,3:12.0,,Turnover by T. Hardaway (bad pass; steal by N. Vučević),59,84
282,3,2:59.0,E. Fournier misses 3-pt jump shot from 23 ft,,59,84
283,3,2:58.0,,Defensive rebound by P. Millsap,59,84
284,3,2:50.0,,D. Schröder misses 3-pt jump shot from 25 ft,59,84
285,3,2:49.0,,Offensive rebound by Team,59,84
286,3,2:49.0,Loose ball foul by D. Augustin (drawn by M. Muscala),,59,84
287,3,2:49.0,,M. Muscala makes free throw 1 of 2,59,85
288,3,2:49.0,,M. Delaney enters the game for D. Schröder,59,85
289,3,2:49.0,,M. Dunleavy enters the game for T. Hardaway,59,85
290,3,2:49.0,J. Green enters the game for A. Gordon,,59,85
291,3,2:49.0,C. Watson enters the game for S. Ibaka,,59,85
292,3,2:49.0,B. Biyombo enters the game for N. Vučević,,59,85
293,3,2:49.0,,M. Muscala makes free throw 2 of 2,59,86
294,3,2:26.0,J. Green makes 3-pt jump shot from 25 ft (assist by C. Watson),,62,86
295,3,1:58.0,,P. Millsap misses 2-pt jump shot from 19 ft,62,86
296,3,1:56.0,Defensive rebound by D. Augustin,,62,86
297,3,1:53.0,Personal foul by P. Millsap (drawn by B. Biyombo),,62,86
298,3,1:43.0,E. Fournier misses 2-pt layup from 2 ft,,62,86
299,3,1:42.0,,Defensive rebound by D. Bembry,62,86
300,3,1:36.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,62,86
301,3,1:33.0,,Offensive rebound by P. Millsap,62,86
302,3,1:23.0,,M. Dunleavy makes 2-pt jump shot from 17 ft,62,88
303,3,1:09.0,Turnover by D. Augustin (bad pass; steal by D. Bembry),,62,88
304,3,1:02.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,62,88
305,3,1:00.0,Defensive rebound by B. Biyombo,,62,88
306,3,0:55.0,C. Watson makes 3-pt jump shot from 24 ft,,65,88
307,3,0:40.0,,M. Delaney makes 3-pt jump shot from 25 ft (assist by P. Millsap),65,91
308,3,0:26.0,J. Green misses 3-pt jump shot from 25 ft,,65,91
309,3,0:25.0,,Defensive rebound by M. Dunleavy,65,91
310,3,0:01.0,,P. Millsap misses 3-pt jump shot from 22 ft,65,91
311,3,0:00.0,,Offensive rebound by D. Bembry,65,91
312,4,11:45.0,,Turnover by M. Dunleavy (bad pass),65,91
313,4,11:24.0,C. Watson misses 3-pt jump shot from 23 ft,,65,91
314,4,11:23.0,,Defensive rebound by M. Dunleavy,65,91
315,4,11:09.0,Violation by J. Green (kicked ball),,65,91
316,4,10:52.0,,M. Delaney misses 3-pt jump shot from 24 ft,65,91
317,4,10:50.0,Defensive rebound by C. Watson,,65,91
318,4,10:45.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by C. Watson),,68,91
319,4,10:22.0,,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by K. Humphries),68,94
320,4,10:06.0,J. Green makes 2-pt jump shot from 20 ft (assist by C. Watson),,70,94
321,4,9:48.0,,Personal foul by C. Watson,70,94
322,4,9:41.0,,M. Dunleavy misses 2-pt jump shot from 20 ft,70,94
323,4,9:40.0,Defensive rebound by C. Watson,,70,94
324,4,9:26.0,D. Augustin misses 3-pt jump shot from 26 ft,,70,94
325,4,9:25.0,,Defensive rebound by M. Muscala,70,94
326,4,9:13.0,,K. Humphries misses 2-pt layup from 2 ft,70,94
327,4,9:12.0,Defensive rebound by J. Green,,70,94
328,4,9:09.0,Shooting foul by M. Delaney (drawn by J. Green),,70,94
329,4,9:09.0,J. Green makes free throw 1 of 2,,71,94
330,4,9:09.0,J. Green makes free throw 2 of 2,,72,94
331,4,8:54.0,,Turnover by M. Muscala (bad pass; steal by C. Watson),72,94
332,4,8:48.0,D. Augustin misses 3-pt jump shot from 25 ft,,72,94
333,4,8:46.0,,Defensive rebound by D. Bembry,72,94
334,4,8:26.0,Official timeout,,72,94
335,4,8:26.0,,K. Bazemore enters the game for M. Muscala,72,94
336,4,8:24.0,,K. Humphries makes 2-pt layup from 1 ft (assist by M. Dunleavy),72,96
337,4,8:01.0,Shooting foul by M. Delaney (drawn by J. Green),,72,96
338,4,8:01.0,J. Green makes free throw 1 of 3,,73,96
339,4,8:01.0,J. Green makes free throw 2 of 3,,74,96
340,4,8:01.0,J. Green makes free throw 3 of 3,,75,96
341,4,7:37.0,,M. Delaney misses 2-pt jump shot from 13 ft (block by D. Augustin),75,96
342,4,7:35.0,,Offensive rebound by K. Humphries,75,96
343,4,7:33.0,,K. Humphries misses 2-pt jump shot from 17 ft,75,96
344,4,7:32.0,Defensive rebound by J. Green,,75,96
345,4,7:27.0,Turnover by J. Green (bad pass),,75,96
346,4,7:27.0,,T. Hardaway enters the game for M. Dunleavy,75,96
347,4,7:11.0,,D. Bembry misses 3-pt jump shot from 25 ft,75,96
348,4,7:08.0,Defensive rebound by M. Hezonja,,75,96
349,4,6:48.0,J. Green misses 3-pt jump shot from 26 ft,,75,96
350,4,6:48.0,,Defensive rebound by Team,75,96
351,4,6:26.0,,D. Bembry misses 2-pt dunk at rim (block by B. Biyombo),75,96
352,4,6:24.0,Defensive rebound by M. Hezonja,,75,96
353,4,6:23.0,Shooting block foul by M. Delaney (drawn by M. Hezonja),,75,96
354,4,6:23.0,M. Hezonja makes free throw 1 of 2,,76,96
355,4,6:23.0,E. Payton enters the game for C. Watson,,76,96
356,4,6:23.0,D. Rudež enters the game for J. Green,,76,96
357,4,6:23.0,M. Hezonja makes free throw 2 of 2,,77,96
358,4,5:58.0,,T. Hardaway makes 2-pt jump shot from 16 ft,77,98
359,4,5:36.0,M. Hezonja makes 2-pt jump shot from 20 ft (assist by B. Biyombo),,79,98
360,4,5:23.0,,Shooting foul by B. Biyombo (drawn by T. Hardaway),79,98
361,4,5:23.0,,Atlanta full timeout,79,98
362,4,5:23.0,,T. Hardaway makes free throw 1 of 2,79,99
363,4,5:23.0,,T. Prince enters the game for D. Bembry,79,98
364,4,5:23.0,,M. Scott enters the game for M. Delaney,79,98
365,4,5:23.0,,T. Hardaway makes free throw 2 of 2,79,100
366,4,5:07.0,Turnover by E. Payton (bad pass; steal by T. Hardaway),,79,100
367,4,5:02.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by T. Hardaway),79,102
368,4,4:54.0,D. Rudež misses 3-pt jump shot from 22 ft,,79,102
369,4,4:53.0,,Defensive rebound by K. Bazemore,79,102
370,4,4:48.0,,T. Hardaway misses 3-pt jump shot from 26 ft,79,102
371,4,4:47.0,Defensive rebound by E. Payton,,79,102
372,4,4:41.0,E. Payton misses 2-pt jump shot from 8 ft,,79,102
373,4,4:40.0,,Defensive rebound by K. Humphries,79,102
374,4,4:38.0,,Turnover by K. Humphries (bad pass),79,102
375,4,4:38.0,,L. Patterson enters the game for T. Hardaway,79,102
376,4,4:38.0,,D. Bembry enters the game for K. Bazemore,79,102
377,4,4:21.0,Personal foul by L. Patterson (drawn by B. Biyombo),,79,102
378,4,4:07.0,E. Payton misses 2-pt jump shot from 21 ft,,79,102
379,4,4:05.0,,Defensive rebound by K. Humphries,79,102
380,4,3:49.0,,K. Humphries makes 2-pt dunk at rim (assist by D. Bembry),79,104
381,4,3:37.0,Shooting foul by M. Scott (drawn by B. Biyombo),,79,104
382,4,3:37.0,B. Biyombo makes free throw 1 of 2,,80,104
383,4,3:37.0,B. Biyombo makes free throw 2 of 2,,81,104
384,4,3:27.0,,Personal foul by M. Hezonja (drawn by T. Prince),81,104
