,QUARTER,TIME_REMAINING,PHOENIX_ACTION,LA LAKERS_ACTION,PHOENIX_SCORE,LA LAKERS_SCORE
0,1,11:37.0,M. Chriss misses 3-pt jump shot from 24 ft,,0,0
1,1,11:36.0,,Defensive rebound by L. Deng,0,0
2,1,11:23.0,,Shooting foul by M. Chriss (drawn by B. Ingram),0,0
3,1,11:23.0,,B. Ingram misses free throw 1 of 2,0,0
4,1,11:23.0,,Offensive rebound by Team,0,0
5,1,11:23.0,,B. Ingram misses free throw 2 of 2,0,0
6,1,11:22.0,Defensive rebound by T. Chandler,,0,0
7,1,11:10.0,E. Bledsoe misses 2-pt jump shot from 15 ft,,0,0
8,1,11:08.0,,Defensive rebound by B. Ingram,0,0
9,1,11:03.0,,J. Clarkson makes 2-pt layup at rim (assist by B. Ingram),0,2
10,1,10:51.0,D. Booker misses 2-pt jump shot from 13 ft,,0,2
11,1,10:49.0,,Defensive rebound by J. Randle,0,2
12,1,10:28.0,,L. Deng makes 2-pt jump shot from 19 ft (assist by J. Randle),0,4
13,1,10:13.0,D. Booker makes 2-pt jump shot from 9 ft (assist by P. Tucker),,2,4
14,1,9:49.0,,J. Clarkson misses 2-pt layup at rim,2,4
15,1,9:48.0,Defensive rebound by T. Chandler,,2,4
16,1,9:43.0,D. Booker misses 3-pt jump shot from 25 ft,,2,4
17,1,9:41.0,Offensive rebound by P. Tucker,,2,4
18,1,9:24.0,M. Chriss makes 2-pt jump shot from 6 ft (assist by E. Bledsoe),,4,4
19,1,9:07.0,,J. Clarkson makes 2-pt jump shot from 19 ft,4,6
20,1,8:51.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,4,6
21,1,8:50.0,,Defensive rebound by J. Randle,4,6
22,1,8:41.0,,T. Mozgov misses 2-pt jump shot from 5 ft,4,6
23,1,8:39.0,Defensive rebound by E. Bledsoe,,4,6
24,1,8:32.0,D. Booker misses 3-pt jump shot from 25 ft,,4,6
25,1,8:31.0,,Defensive rebound by J. Randle,4,6
26,1,8:31.0,,Turnover by J. Randle (traveling),4,6
27,1,8:25.0,E. Bledsoe misses 2-pt jump shot from 17 ft,,4,6
28,1,8:24.0,,Defensive rebound by J. Randle,4,6
29,1,8:17.0,,J. Randle makes 2-pt layup from 1 ft,4,8
30,1,8:17.0,,Shooting foul by M. Chriss (drawn by J. Randle),4,8
31,1,8:17.0,A. Len enters the game for M. Chriss,,4,8
32,1,8:17.0,,J. Randle makes free throw 1 of 1,4,9
33,1,7:56.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by D. Booker),,6,9
34,1,7:56.0,Shooting foul by J. Clarkson (drawn by E. Bledsoe),,6,9
35,1,7:56.0,E. Bledsoe makes free throw 1 of 1,,7,9
36,1,7:41.0,,J. Clarkson misses 3-pt jump shot from 24 ft,7,9
37,1,7:40.0,Defensive rebound by T. Chandler,,7,9
38,1,7:32.0,E. Bledsoe makes 2-pt jump shot from 17 ft,,9,9
39,1,7:14.0,,L. Deng misses 2-pt jump shot from 19 ft,9,9
40,1,7:13.0,Defensive rebound by Team,,9,9
41,1,7:03.0,D. Booker misses 2-pt jump shot from 15 ft,,9,9
42,1,7:00.0,Offensive rebound by T. Chandler,,9,9
43,1,6:55.0,T. Chandler makes 2-pt dunk at rim (assist by E. Bledsoe),,11,9
44,1,6:42.0,,T. Mozgov misses 2-pt jump shot from 4 ft (block by A. Len),11,9
45,1,6:40.0,Defensive rebound by D. Booker,,11,9
46,1,6:38.0,E. Bledsoe misses 2-pt layup from 1 ft,,11,9
47,1,6:34.0,Offensive rebound by D. Booker,,11,9
48,1,6:34.0,D. Booker makes 2-pt layup from 1 ft,,13,9
49,1,6:20.0,,J. Clarkson makes 2-pt jump shot from 17 ft,13,11
50,1,6:20.0,,Shooting foul by D. Booker (drawn by J. Clarkson),13,11
51,1,6:20.0,,J. Clarkson makes free throw 1 of 1,13,12
52,1,6:08.0,E. Bledsoe makes 3-pt jump shot from 24 ft (assist by D. Booker),,16,12
53,1,6:02.0,,Shooting foul by T. Chandler (drawn by T. Mozgov),16,12
54,1,6:02.0,,T. Mozgov makes free throw 1 of 2,16,13
55,1,6:02.0,,T. Mozgov makes free throw 2 of 2,16,14
56,1,5:58.0,Shooting foul by T. Mozgov (drawn by E. Bledsoe),,16,14
57,1,5:58.0,,LA Lakers full timeout,16,14
58,1,5:58.0,E. Bledsoe makes free throw 1 of 2,,17,14
59,1,5:58.0,,L. Williams enters the game for B. Ingram,16,14
60,1,5:58.0,E. Bledsoe makes free throw 2 of 2,,18,14
61,1,5:47.0,Violation by A. Len (kicked ball),,18,14
