,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CHICAGO_ACTION,WASHINGTON_SCORE,CHICAGO_SCORE
0,1,11:44.0,M. Morris misses 2-pt jump shot from 8 ft,,0,0
1,1,11:43.0,,Defensive rebound by R. Rondo,0,0
2,1,11:20.0,,T. Gibson makes 2-pt hook shot from 7 ft,0,2
3,1,11:03.0,M. Gortat misses 2-pt jump shot from 6 ft (block by T. Gibson),,0,2
4,1,11:01.0,,Defensive rebound by J. Butler,0,2
5,1,10:57.0,,D. Wade misses 2-pt layup from 3 ft,0,2
6,1,10:54.0,Defensive rebound by M. Gortat,,0,2
7,1,10:53.0,Turnover by M. Gortat (bad pass),,0,2
8,1,10:38.0,,R. Rondo misses 2-pt layup from 1 ft,0,2
9,1,10:35.0,,Offensive rebound by R. Lopez,0,2
10,1,10:30.0,,Turnover by D. Wade (lost ball; steal by B. Beal),0,2
11,1,10:25.0,B. Beal makes 2-pt layup from 3 ft,,2,2
12,1,10:09.0,,D. Wade misses 2-pt jump shot from 22 ft,2,2
13,1,10:08.0,Defensive rebound by M. Gortat,,2,2
14,1,10:00.0,M. Gortat makes 2-pt jump shot from 5 ft (assist by B. Beal),,4,2
15,1,9:36.0,,J. Butler misses 3-pt jump shot from 25 ft,4,2
16,1,9:35.0,,Offensive rebound by T. Gibson,4,2
17,1,9:30.0,,T. Gibson makes 2-pt jump shot from 12 ft,4,4
18,1,9:23.0,B. Beal misses 3-pt jump shot from 26 ft,,4,4
19,1,9:22.0,,Defensive rebound by T. Gibson,4,4
20,1,9:16.0,,Turnover by J. Butler (bad pass; steal by J. Wall),4,4
21,1,9:10.0,O. Porter makes 3-pt jump shot from 23 ft (assist by J. Wall),,7,4
22,1,8:50.0,,R. Lopez makes 2-pt jump shot from 17 ft (assist by D. Wade),7,6
23,1,8:31.0,M. Gortat makes 2-pt jump shot from 8 ft (assist by B. Beal),,9,6
24,1,8:18.0,,J. Butler makes 2-pt jump shot from 21 ft (assist by T. Gibson),9,8
25,1,8:01.0,B. Beal misses 2-pt layup from 2 ft (block by R. Lopez),,9,8
26,1,7:59.0,,Defensive rebound by R. Lopez,9,8
27,1,7:53.0,,T. Gibson makes 2-pt layup from 2 ft (assist by R. Rondo),9,10
28,1,7:35.0,Turnover by J. Wall (bad pass; steal by R. Lopez),,9,10
29,1,7:31.0,,Personal foul by M. Gortat (drawn by R. Rondo),9,10
30,1,7:20.0,,R. Lopez misses 2-pt layup from 1 ft,9,10
31,1,7:18.0,Defensive rebound by O. Porter,,9,10
32,1,7:00.0,B. Beal makes 2-pt jump shot from 23 ft (assist by J. Wall),,11,10
33,1,6:51.0,,Turnover by R. Rondo (bad pass),11,10
34,1,6:31.0,M. Gortat misses 2-pt jump shot from 12 ft,,11,10
35,1,6:30.0,,Defensive rebound by D. Wade,11,10
36,1,6:25.0,,D. Wade makes 2-pt layup from 1 ft,11,12
37,1,6:04.0,O. Porter makes 2-pt jump shot from 18 ft (assist by J. Wall),,13,12
38,1,5:50.0,,R. Rondo makes 3-pt jump shot from 25 ft (assist by J. Butler),13,15
39,1,5:38.0,B. Beal misses 2-pt jump shot from 16 ft,,13,15
40,1,5:37.0,,Defensive rebound by R. Rondo,13,15
41,1,5:32.0,,T. Gibson makes 2-pt layup from 1 ft (assist by R. Rondo),13,17
42,1,5:10.0,O. Porter makes 3-pt jump shot from 25 ft (assist by M. Gortat),,16,17
43,1,4:56.0,,J. Butler makes 2-pt jump shot from 12 ft,16,19
44,1,4:29.0,M. Morris misses 2-pt jump shot from 7 ft (block by D. Wade),,16,19
45,1,4:29.0,Offensive rebound by Team,,16,19
46,1,4:29.0,,Chicago full timeout,16,19
47,1,4:29.0,,D. McDermott enters the game for D. Wade,16,19
48,1,4:29.0,,N. Mirotić enters the game for T. Gibson,16,19
49,1,4:29.0,K. Oubre enters the game for M. Morris,,16,19
50,1,4:23.0,K. Oubre misses 2-pt jump shot from 20 ft,,16,19
51,1,4:21.0,,Defensive rebound by J. Butler,16,19
52,1,4:06.0,,N. Mirotić misses 2-pt jump shot from 10 ft,16,19
53,1,4:05.0,,Offensive rebound by N. Mirotić,16,19
54,1,3:59.0,,D. McDermott makes 2-pt layup from 2 ft (assist by R. Rondo),16,21
55,1,3:40.0,O. Porter misses 3-pt jump shot from 24 ft,,16,21
56,1,3:39.0,,Defensive rebound by D. McDermott,16,21
57,1,3:27.0,,D. McDermott misses 2-pt layup from 2 ft,16,21
58,1,3:26.0,,Offensive rebound by N. Mirotić,16,21
59,1,3:10.0,,N. Mirotić makes 3-pt jump shot from 23 ft (assist by R. Lopez),16,24
60,1,2:56.0,Shooting foul by J. Butler (drawn by B. Beal),,16,24
61,1,2:56.0,Washington full timeout,,16,24
62,1,2:56.0,B. Beal misses free throw 1 of 2,,16,24
63,1,2:56.0,Offensive rebound by Team,,16,24
