,QUARTER,TIME_REMAINING,UTAH_ACTION,PHILADELPHIA_ACTION,UTAH_SCORE,PHILADELPHIA_SCORE
387,4,6:14.0,,E. İlyasova enters the game for D. Šarić,91,73
388,4,6:14.0,,T. McConnell enters the game for S. Rodríguez,91,73
389,4,6:14.0,,N. Stauskas enters the game for G. Henderson,91,73
390,4,6:14.0,G. Hayward enters the game for D. Favors,,91,73
391,4,6:14.0,R. Gobert enters the game for R. Hood,,91,73
392,4,6:06.0,G. Hayward makes 2-pt dunk at rim,,93,73
393,4,5:51.0,,J. Okafor makes 2-pt dunk at rim,93,75
394,4,5:31.0,J. Johnson makes 2-pt jump shot from 11 ft,,95,75
395,4,5:20.0,,Turnover by N. Stauskas (lost ball; steal by G. Hayward),95,75
396,4,5:17.0,G. Hayward makes 2-pt layup from 2 ft,,97,75
397,4,5:15.0,,Philadelphia full timeout,97,75
398,4,5:15.0,,H. Thompson enters the game for R. Covington,97,75
399,4,5:15.0,J. Ingles enters the game for T. Lyles,,97,75
400,4,5:00.0,,J. Okafor makes 2-pt dunk at rim,97,77
401,4,4:43.0,J. Johnson misses 3-pt jump shot from 27 ft,,97,77
402,4,4:41.0,,Defensive rebound by T. McConnell,97,77
403,4,4:36.0,,Shooting foul by J. Ingles (drawn by N. Stauskas),97,77
404,4,4:36.0,,N. Stauskas makes free throw 1 of 2,97,78
405,4,4:36.0,D. Exum enters the game for S. Mack,,97,78
406,4,4:36.0,,N. Stauskas makes free throw 2 of 2,97,79
407,4,4:17.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by G. Hayward),,100,79
408,4,3:59.0,,J. Okafor misses 2-pt jump shot from 4 ft,100,79
409,4,3:58.0,Defensive rebound by J. Johnson,,100,79
410,4,3:46.0,Turnover by J. Ingles (bad pass; steal by T. McConnell),,100,79
411,4,3:40.0,,N. Stauskas misses 2-pt jump shot from 6 ft (block by R. Gobert),100,79
412,4,3:39.0,,Offensive rebound by Team,100,79
413,4,3:37.0,,H. Thompson misses 3-pt jump shot from 26 ft,100,79
414,4,3:35.0,Defensive rebound by J. Johnson,,100,79
415,4,3:32.0,Shooting foul by J. Okafor (drawn by G. Hayward),,100,79
416,4,3:32.0,G. Hayward makes free throw 1 of 2,,101,79
417,4,3:32.0,,T. Luwawu-Cabarrot enters the game for N. Stauskas,101,79
418,4,3:32.0,G. Hayward makes free throw 2 of 2,,102,79
419,4,3:23.0,,H. Thompson misses 3-pt jump shot from 26 ft,102,79
420,4,3:21.0,Defensive rebound by G. Hayward,,102,79
421,4,3:04.0,J. Ingles misses 2-pt jump shot from 14 ft,,102,79
422,4,3:02.0,Offensive rebound by Team,,102,79
423,4,3:02.0,,R. Holmes enters the game for J. Okafor,102,79
424,4,2:43.0,D. Exum makes 3-pt jump shot from 24 ft (assist by G. Hayward),,105,79
425,4,2:18.0,,Shooting foul by R. Gobert (drawn by T. Luwawu-Cabarrot),105,79
426,4,2:18.0,Official timeout,,105,79
427,4,2:18.0,,T. Luwawu-Cabarrot misses free throw 1 of 2,105,79
428,4,2:18.0,,Offensive rebound by Team,105,79
429,4,2:18.0,,T. Luwawu-Cabarrot misses free throw 2 of 2,105,79
430,4,2:18.0,J. Withey enters the game for G. Hayward,,105,79
431,4,2:18.0,R. Neto enters the game for R. Gobert,,105,79
432,4,2:18.0,J. Bolomboy enters the game for J. Johnson,,105,79
433,4,2:18.0,,N. Stauskas enters the game for H. Thompson,105,79
434,4,2:16.0,Defensive rebound by J. Bolomboy,,105,79
435,4,2:03.0,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Ingles),,105,79
436,4,2:03.0,J. Ingles makes free throw 1 of 2,,106,79
437,4,2:03.0,J. Ingles misses free throw 2 of 2,,106,79
438,4,2:02.0,,Defensive rebound by Team,106,79
439,4,1:44.0,,T. Luwawu-Cabarrot makes 2-pt dunk at rim (assist by N. Stauskas),106,81
440,4,1:24.0,J. Ingles misses 2-pt jump shot from 16 ft,,106,81
441,4,1:23.0,,Defensive rebound by T. Luwawu-Cabarrot,106,81
442,4,1:11.0,,E. İlyasova misses 2-pt jump shot from 3 ft (block by J. Bolomboy),106,81
443,4,1:08.0,Defensive rebound by J. Bolomboy,,106,81
444,4,0:46.0,R. Neto misses 2-pt jump shot from 19 ft,,106,81
445,4,0:45.0,,Defensive rebound by N. Stauskas,106,81
446,4,0:36.0,,R. Holmes misses 2-pt jump shot from 8 ft,106,81
447,4,0:35.0,Defensive rebound by J. Bolomboy,,106,81
448,4,0:27.0,D. Exum makes 3-pt jump shot from 26 ft (assist by R. Neto),,109,81
449,4,0:13.0,,R. Holmes makes 3-pt jump shot from 24 ft (assist by T. McConnell),109,84
