,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,SACRAMENTO_ACTION,MILWAUKEE_SCORE,SACRAMENTO_SCORE
369,4,1:42.0,M. Brogdon makes 2-pt layup from 3 ft (assist by R. Vaughn),,114,95
370,4,1:30.0,,Turnover by W. Cauley-Stein (lost ball),114,95
371,4,1:30.0,,B. McLemore enters the game for G. Temple,114,95
372,4,1:15.0,R. Vaughn makes 2-pt jump shot from 17 ft (assist by S. Hawes),,116,95
373,4,1:02.0,,B. Hield misses 2-pt jump shot from 14 ft,116,95
374,4,0:59.0,Defensive rebound by M. Brogdon,,116,95
375,4,0:49.0,R. Vaughn misses 3-pt jump shot from 27 ft,,116,95
376,4,0:48.0,,Defensive rebound by S. Labissière,116,95
377,4,0:40.0,,Turnover by T. Evans (bad pass; steal by T. Jones),116,95
378,4,0:34.0,T. Jones misses 2-pt layup from 3 ft,,116,95
379,4,0:33.0,,Defensive rebound by T. Evans,116,95
380,4,0:25.0,,T. Evans makes 3-pt jump shot from 27 ft,116,98
381,4,0:01.0,Turnover by Team (shot clock),,116,98
