,QUARTER,TIME_REMAINING,BOSTON_ACTION,NEW ORLEANS_ACTION,BOSTON_SCORE,NEW ORLEANS_SCORE
44,1,5:35.0,Boston full timeout,,15,15
45,1,5:35.0,J. Brown enters the game for A. Bradley,,15,15
46,1,5:35.0,,T. Jones enters the game for Ö. Aşık,15,15
47,1,5:20.0,Turnover by I. Thomas (lost ball; steal by A. Davis),,15,15
48,1,5:20.0,,Personal foul by I. Thomas (drawn by A. Davis),15,15
49,1,5:03.0,,Turnover by A. Davis (lost ball; steal by J. Mickey),15,15
50,1,4:58.0,M. Smart makes 3-pt jump shot from 26 ft (assist by I. Thomas),,18,15
51,1,4:39.0,,T. Jones misses 2-pt hook shot from 6 ft,18,15
52,1,4:38.0,Defensive rebound by J. Mickey,,18,15
53,1,4:28.0,I. Thomas misses 2-pt layup from 2 ft,,18,15
54,1,4:27.0,Offensive rebound by J. Mickey,,18,15
55,1,4:26.0,Shooting foul by B. Hield (drawn by J. Mickey),,18,15
56,1,4:26.0,J. Mickey misses free throw 1 of 2,,18,15
57,1,4:26.0,Offensive rebound by Team,,18,15
58,1,4:26.0,J. Jerebko enters the game for K. Olynyk,,18,15
59,1,4:26.0,,S. Hill enters the game for D. Cunningham,18,15
60,1,4:26.0,J. Mickey makes free throw 2 of 2,,19,15
61,1,4:13.0,,A. Davis misses 2-pt jump shot from 18 ft,19,15
62,1,4:12.0,Defensive rebound by I. Thomas,,19,15
63,1,4:04.0,,Violation by T. Frazier (kicked ball),19,15
64,1,4:04.0,,L. Galloway enters the game for B. Hield,19,15
65,1,3:54.0,Turnover by J. Mickey (lost ball; steal by A. Davis),,19,15
66,1,3:44.0,,Personal foul by I. Thomas (drawn by A. Davis),19,15
67,1,3:44.0,,A. Davis makes free throw 1 of 2,19,16
68,1,3:44.0,,A. Davis makes free throw 2 of 2,19,17
69,1,3:31.0,J. Jerebko makes 2-pt layup from 1 ft (assist by I. Thomas),,21,17
70,1,3:18.0,,Turnover by S. Hill (bad pass; steal by J. Brown),21,17
71,1,3:15.0,J. Brown makes 2-pt layup from 2 ft (assist by J. Mickey),,23,17
72,1,3:04.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by T. Frazier),23,19
73,1,2:47.0,I. Thomas misses 3-pt jump shot from 25 ft,,23,19
74,1,2:46.0,Offensive rebound by J. Brown,,23,19
75,1,2:42.0,J. Mickey misses 2-pt jump shot from 7 ft,,23,19
76,1,2:41.0,,Defensive rebound by A. Davis,23,19
77,1,2:34.0,,Shooting foul by J. Mickey (drawn by A. Davis),23,19
78,1,2:34.0,,A. Davis makes 2-pt jump shot from 3 ft,23,21
79,1,2:34.0,,New Orleans full timeout,23,21
80,1,2:34.0,,A. Davis misses free throw 1 of 1,23,21
81,1,2:34.0,,A. Goodwin enters the game for T. Frazier,23,21
82,1,2:34.0,T. Rozier enters the game for M. Smart,,23,21
83,1,2:34.0,A. Bradley enters the game for I. Thomas,,23,21
84,1,2:33.0,,Offensive rebound by T. Jones,23,21
85,1,2:31.0,,T. Jones makes 2-pt hook shot from 4 ft,23,23
86,1,2:12.0,A. Bradley makes 3-pt jump shot from 23 ft,,26,23
87,1,1:47.0,,A. Goodwin misses 2-pt layup from 1 ft,26,23
88,1,1:45.0,Defensive rebound by J. Mickey,,26,23
89,1,1:36.0,Offensive foul by J. Mickey (drawn by A. Goodwin),,26,23
90,1,1:36.0,Turnover by J. Mickey (offensive foul),,26,23
91,1,1:24.0,,T. Jones makes 2-pt dunk at rim (assist by L. Galloway),26,25
92,1,1:10.0,J. Jerebko misses 3-pt jump shot from 25 ft,,26,25
93,1,1:09.0,,Defensive rebound by T. Jones,26,25
94,1,0:49.0,,T. Jones misses 2-pt hook shot from 8 ft,26,25
95,1,0:48.0,Defensive rebound by J. Mickey,,26,25
96,1,0:26.0,J. Mickey misses 2-pt jump shot from 19 ft,,26,25
97,1,0:26.0,,Defensive rebound by A. Davis,26,25
98,1,0:04.0,,L. Galloway makes 2-pt layup from 2 ft,26,27
99,1,0:00.0,T. Rozier misses 3-pt jump shot from 23 ft,,26,27
100,1,0:00.0,,Offensive rebound by Team,26,27
101,2,11:54.0,,Personal foul by A. Bradley (drawn by A. Goodwin),26,27
102,2,11:45.0,,L. Galloway makes 2-pt jump shot from 16 ft (assist by A. Ajinça),26,29
103,2,11:19.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by A. Bradley),,29,29
104,2,11:06.0,,A. Ajinça makes 2-pt jump shot from 4 ft (assist by L. Galloway),29,31
105,2,10:53.0,A. Bradley misses 3-pt jump shot from 26 ft,,29,31
106,2,10:52.0,,Defensive rebound by T. Jones,29,31
107,2,10:46.0,,S. Hill makes 3-pt jump shot from 24 ft (assist by L. Galloway),29,34
108,2,10:33.0,K. Olynyk misses 3-pt jump shot from 26 ft,,29,34
109,2,10:31.0,Offensive rebound by T. Rozier,,29,34
110,2,10:29.0,T. Rozier makes 2-pt jump shot from 22 ft,,31,34
111,2,10:16.0,,A. Goodwin misses 2-pt dunk at rim,31,34
112,2,10:15.0,Defensive rebound by K. Olynyk,,31,34
113,2,10:02.0,Personal foul by L. Galloway (drawn by T. Rozier),,31,34
114,2,9:52.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by T. Zeller),,34,34
115,2,9:50.0,,New Orleans full timeout,34,34
116,2,9:36.0,,A. Ajinça misses 2-pt jump shot from 18 ft,34,34
117,2,9:36.0,Defensive rebound by Team,,34,34
118,2,9:23.0,A. Bradley misses 2-pt jump shot from 20 ft,,34,34
119,2,9:23.0,,Defensive rebound by T. Jones,34,34
120,2,9:13.0,,L. Galloway makes 2-pt jump shot from 5 ft,34,36
121,2,9:03.0,T. Rozier misses 3-pt jump shot from 24 ft,,34,36
122,2,9:02.0,,Defensive rebound by A. Ajinça,34,36
123,2,8:53.0,,Offensive foul by A. Ajinça (drawn by T. Rozier),34,36
124,2,8:53.0,,Turnover by A. Ajinça (offensive foul),34,36
125,2,8:52.0,M. Smart enters the game for T. Rozier,,34,36
126,2,8:31.0,T. Zeller misses 2-pt layup from 3 ft (block by T. Jones),,34,36
127,2,8:29.0,Offensive rebound by Team,,34,36
128,2,8:29.0,Turnover by Team (shot clock),,34,36
129,2,8:18.0,,L. Galloway misses 2-pt layup from 2 ft,34,36
130,2,8:17.0,,Offensive rebound by A. Ajinça,34,36
131,2,8:16.0,,A. Ajinça makes 2-pt dunk at rim,34,38
132,2,8:06.0,T. Zeller misses 2-pt jump shot from 4 ft (block by T. Jones),,34,38
133,2,8:05.0,Offensive rebound by A. Bradley,,34,38
134,2,7:56.0,M. Smart misses 3-pt jump shot from 26 ft,,34,38
135,2,7:55.0,,Defensive rebound by S. Hill,34,38
136,2,7:46.0,,A. Ajinça misses 2-pt jump shot from 19 ft,34,38
137,2,7:45.0,Defensive rebound by K. Olynyk,,34,38
138,2,7:36.0,A. Bradley makes 2-pt layup from 2 ft (assist by M. Smart),,36,38
139,2,7:19.0,,T. Jones makes 2-pt jump shot from 5 ft,36,40
140,2,6:58.0,Turnover by A. Bradley (bad pass; steal by L. Galloway),,36,40
141,2,6:55.0,,Personal foul by K. Olynyk (drawn by A. Goodwin),36,40
142,2,6:55.0,,A. Goodwin makes free throw 1 of 2,36,41
143,2,6:55.0,I. Thomas enters the game for A. Bradley,,36,41
144,2,6:55.0,J. Jerebko enters the game for T. Zeller,,36,41
145,2,6:55.0,,A. Goodwin makes free throw 2 of 2,36,42
146,2,6:45.0,I. Thomas makes 2-pt jump shot from 18 ft,,38,42
147,2,6:36.0,,L. Galloway makes 2-pt layup from 2 ft,38,44
148,2,6:22.0,J. Jerebko makes 2-pt layup from 2 ft (assist by I. Thomas),,40,44
149,2,6:10.0,,A. Goodwin makes 2-pt jump shot from 4 ft,40,46
150,2,5:51.0,I. Thomas makes 2-pt jump shot from 5 ft,,42,46
151,2,5:36.0,,A. Goodwin misses 3-pt jump shot from 25 ft,42,46
152,2,5:36.0,Defensive rebound by I. Thomas,,42,46
153,2,5:33.0,Official timeout,,42,46
154,2,5:33.0,J. Brown enters the game for J. Young,,42,46
155,2,5:33.0,,A. Davis enters the game for T. Jones,42,46
156,2,5:33.0,,D. Cunningham enters the game for A. Ajinça,42,46
157,2,5:22.0,M. Smart makes 2-pt layup from 3 ft,,44,46
158,2,5:08.0,,Personal foul by J. Brown (drawn by A. Goodwin),44,46
159,2,5:08.0,A. Johnson enters the game for J. Jerebko,,44,46
160,2,4:53.0,,S. Hill misses 3-pt jump shot from 25 ft,44,46
161,2,4:53.0,,Offensive rebound by Team,44,46
162,2,4:53.0,,Turnover by Team (shot clock),44,46
163,2,4:45.0,I. Thomas misses 2-pt jump shot from 4 ft,,44,46
164,2,4:43.0,,Defensive rebound by S. Hill,44,46
165,2,4:33.0,,L. Galloway makes 3-pt jump shot from 26 ft,44,49
166,2,4:19.0,J. Brown makes 2-pt dunk at rim (assist by A. Johnson),,46,49
167,2,4:03.0,,Shooting foul by K. Olynyk (drawn by A. Davis),46,49
168,2,4:03.0,,A. Davis makes free throw 1 of 2,46,50
169,2,4:03.0,,B. Hield enters the game for A. Goodwin,46,50
170,2,4:03.0,,A. Davis makes free throw 2 of 2,46,51
171,2,3:49.0,K. Olynyk misses 3-pt jump shot from 25 ft,,46,51
172,2,3:48.0,,Defensive rebound by B. Hield,46,51
173,2,3:38.0,,Turnover by A. Davis (bad pass; steal by M. Smart),46,51
174,2,3:33.0,Shooting foul by S. Hill (drawn by I. Thomas),,46,51
175,2,3:33.0,I. Thomas misses free throw 1 of 2,,46,51
176,2,3:33.0,Offensive rebound by Team,,46,51
177,2,3:33.0,I. Thomas makes free throw 2 of 2,,47,51
178,2,3:18.0,J. Jerebko enters the game for K. Olynyk,,47,51
179,2,3:15.0,,S. Hill misses 3-pt jump shot from 24 ft,47,51
180,2,3:14.0,Defensive rebound by A. Johnson,,47,51
181,2,3:06.0,A. Johnson misses 2-pt dunk at rim (block by A. Davis),,47,51
182,2,3:05.0,,Defensive rebound by A. Davis,47,51
183,2,2:59.0,,Turnover by S. Hill (offensive foul),47,51
184,2,2:59.0,Offensive charge foul by S. Hill (drawn by M. Smart),,47,51
185,2,2:59.0,Boston full timeout,,47,51
186,2,2:51.0,J. Brown makes 2-pt layup from 2 ft,,49,51
187,2,2:34.0,,Turnover by A. Davis (lost ball; steal by M. Smart),49,51
188,2,2:25.0,M. Smart misses 2-pt jump shot from 3 ft,,49,51
189,2,2:24.0,,Defensive rebound by S. Hill,49,51
190,2,2:21.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by S. Hill),49,54
191,2,2:04.0,I. Thomas misses 3-pt jump shot from 25 ft,,49,54
192,2,2:04.0,,Defensive rebound by Team,49,54
193,2,2:04.0,Loose ball foul by M. Smart (drawn by S. Hill),,49,54
194,2,2:04.0,,S. Hill makes free throw 1 of 2,49,55
195,2,2:04.0,,S. Hill makes free throw 2 of 2,49,56
196,2,1:49.0,J. Jerebko misses 3-pt jump shot from 26 ft,,49,56
197,2,1:47.0,Offensive rebound by J. Brown,,49,56
198,2,1:42.0,M. Smart misses 3-pt jump shot from 26 ft,,49,56
199,2,1:41.0,Offensive rebound by Team,,49,56
200,2,1:41.0,A. Bradley enters the game for J. Brown,,49,56
201,2,1:37.0,,Loose ball foul by L. Galloway (drawn by I. Thomas),49,56
202,2,1:37.0,,T. Frazier enters the game for S. Hill,49,56
203,2,1:18.0,I. Thomas makes 2-pt jump shot from 10 ft,,51,56
204,2,1:00.0,,A. Davis misses 2-pt jump shot from 12 ft,51,56
205,2,1:00.0,Defensive rebound by A. Johnson,,51,56
206,2,0:50.0,I. Thomas misses 2-pt jump shot from 8 ft,,51,56
207,2,0:50.0,,Defensive rebound by A. Davis,51,56
208,2,0:32.0,,A. Davis misses 2-pt jump shot from 18 ft,51,56
209,2,0:31.0,Defensive rebound by J. Jerebko,,51,56
210,2,0:07.0,I. Thomas misses 3-pt jump shot from 26 ft,,51,56
211,2,0:06.0,,Defensive rebound by T. Frazier,51,56
212,2,0:00.0,,B. Hield misses 3-pt jump shot from 25 ft,51,56
213,2,0:00.0,,Offensive rebound by Team,51,56
214,3,11:43.0,,A. Davis makes 2-pt jump shot from 14 ft,51,58
215,3,11:19.0,I. Thomas misses 2-pt layup from 3 ft,,51,58
216,3,11:18.0,,Defensive rebound by A. Davis,51,58
217,3,11:11.0,,A. Davis makes 2-pt jump shot from 4 ft,51,60
218,3,11:04.0,A. Johnson misses 2-pt layup from 3 ft,,51,60
219,3,11:03.0,,Defensive rebound by Ö. Aşık,51,60
220,3,10:54.0,,B. Hield misses 3-pt jump shot from 24 ft,51,60
221,3,10:53.0,Defensive rebound by K. Olynyk,,51,60
222,3,10:40.0,Turnover by K. Olynyk (lost ball; steal by A. Davis),,51,60
223,3,10:36.0,,A. Davis misses 2-pt layup from 3 ft,51,60
224,3,10:34.0,,Offensive rebound by T. Frazier,51,60
225,3,10:33.0,,T. Frazier makes 2-pt layup from 3 ft,51,62
226,3,10:31.0,Boston full timeout,,51,62
227,3,10:23.0,A. Bradley misses 2-pt jump shot from 18 ft,,51,62
228,3,10:22.0,,Defensive rebound by A. Davis,51,62
229,3,10:09.0,,Turnover by A. Davis (lost ball; steal by M. Smart),51,62
230,3,9:56.0,A. Bradley misses 2-pt jump shot from 5 ft,,51,62
231,3,9:53.0,,Defensive rebound by A. Davis,51,62
232,3,9:48.0,,D. Cunningham makes 3-pt jump shot from 24 ft (assist by B. Hield),51,65
233,3,9:34.0,Shooting foul by B. Hield (drawn by I. Thomas),,51,65
234,3,9:34.0,I. Thomas makes free throw 1 of 2,,52,65
235,3,9:34.0,I. Thomas makes free throw 2 of 2,,53,65
236,3,9:14.0,,D. Cunningham misses 3-pt jump shot from 24 ft,53,65
237,3,9:13.0,Defensive rebound by A. Bradley,,53,65
238,3,9:08.0,Personal foul by D. Cunningham (drawn by K. Olynyk),,53,65
239,3,8:54.0,A. Bradley misses 3-pt jump shot from 25 ft,,53,65
240,3,8:53.0,,Defensive rebound by Ö. Aşık,53,65
241,3,8:39.0,,A. Davis misses 2-pt jump shot from 18 ft,53,65
242,3,8:38.0,Defensive rebound by A. Bradley,,53,65
243,3,8:27.0,M. Smart makes 3-pt jump shot from 24 ft (assist by I. Thomas),,56,65
244,3,8:07.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by T. Frazier),56,68
245,3,7:54.0,I. Thomas misses 2-pt jump shot from 4 ft,,56,68
246,3,7:53.0,,Defensive rebound by A. Davis,56,68
247,3,7:51.0,,Turnover by D. Cunningham (traveling),56,68
248,3,7:40.0,M. Smart makes 3-pt jump shot from 24 ft (assist by I. Thomas),,59,68
249,3,7:17.0,,Turnover by T. Frazier (bad pass; steal by M. Smart),59,68
250,3,7:10.0,A. Johnson makes 2-pt dunk at rim (assist by I. Thomas),,61,68
251,3,6:59.0,,New Orleans full timeout,61,68
252,3,6:41.0,,B. Hield misses 2-pt layup from 5 ft,61,68
253,3,6:40.0,Defensive rebound by A. Johnson,,61,68
254,3,6:36.0,I. Thomas makes 2-pt layup from 3 ft (assist by M. Smart),,63,68
255,3,6:27.0,,Turnover by T. Frazier (lost ball),63,68
256,3,6:27.0,,S. Hill enters the game for D. Cunningham,63,68
257,3,6:15.0,M. Smart makes 2-pt layup from 2 ft,,65,68
258,3,5:57.0,,Personal foul by I. Thomas (drawn by Ö. Aşık),65,68
259,3,5:57.0,,T. Jones enters the game for Ö. Aşık,65,68
260,3,5:52.0,,A. Davis makes 2-pt layup from 3 ft (assist by T. Frazier),65,70
261,3,5:37.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by M. Smart),,68,70
262,3,5:24.0,,Personal foul by K. Olynyk (drawn by A. Davis),68,70
263,3,5:15.0,,T. Jones misses 2-pt hook shot from 4 ft,68,70
264,3,5:14.0,Defensive rebound by A. Bradley,,68,70
265,3,5:05.0,M. Smart misses 3-pt jump shot from 24 ft,,68,70
266,3,5:04.0,,Defensive rebound by T. Frazier,68,70
267,3,4:59.0,,Turnover by A. Davis (traveling),68,70
268,3,4:48.0,A. Bradley misses 2-pt jump shot from 21 ft,,68,70
269,3,4:46.0,,Defensive rebound by S. Hill,68,70
270,3,4:33.0,,T. Frazier misses 3-pt jump shot from 25 ft,68,70
271,3,4:32.0,Defensive rebound by K. Olynyk,,68,70
272,3,4:20.0,I. Thomas misses 3-pt jump shot from 25 ft,,68,70
273,3,4:19.0,,Defensive rebound by B. Hield,68,70
274,3,4:07.0,,B. Hield misses 3-pt jump shot from 26 ft,68,70
275,3,4:04.0,,Offensive rebound by T. Jones,68,70
276,3,4:04.0,,T. Jones makes 2-pt layup from 2 ft,68,72
277,3,4:04.0,,Shooting foul by A. Bradley (drawn by T. Jones),68,72
278,3,4:04.0,,T. Jones misses free throw 1 of 1,68,72
279,3,4:04.0,T. Rozier enters the game for I. Thomas,,68,72
280,3,4:03.0,,Offensive rebound by S. Hill,68,72
281,3,4:02.0,,S. Hill makes 2-pt dunk at rim,68,74
282,3,3:47.0,A. Bradley misses 2-pt layup from 3 ft,,68,74
283,3,3:46.0,,Defensive rebound by S. Hill,68,74
284,3,3:34.0,,Shooting foul by T. Rozier (drawn by T. Frazier),68,74
285,3,3:34.0,,T. Frazier makes free throw 1 of 2,68,75
286,3,3:34.0,,L. Galloway enters the game for B. Hield,68,75
287,3,3:34.0,,T. Frazier makes free throw 2 of 2,68,76
288,3,3:09.0,T. Rozier misses 3-pt jump shot from 26 ft,,68,76
289,3,3:08.0,Offensive rebound by Team,,68,76
290,3,3:08.0,Turnover by Team (shot clock),,68,76
291,3,3:00.0,,L. Galloway misses 2-pt jump shot from 20 ft,68,76
292,3,2:59.0,Defensive rebound by M. Smart,,68,76
293,3,2:53.0,Shooting foul by T. Jones (drawn by A. Johnson),,68,76
294,3,2:53.0,A. Johnson makes free throw 1 of 2,,69,76
295,3,2:53.0,J. Jerebko enters the game for K. Olynyk,,69,76
296,3,2:53.0,J. Brown enters the game for A. Bradley,,69,76
297,3,2:53.0,A. Johnson makes free throw 2 of 2,,70,76
298,3,2:42.0,,Turnover by T. Frazier (bad pass; steal by J. Brown),70,76
299,3,2:32.0,J. Brown misses 2-pt jump shot from 12 ft,,70,76
300,3,2:32.0,,Defensive rebound by Team,70,76
301,3,2:32.0,Loose ball foul by A. Johnson (drawn by S. Hill),,70,76
302,3,2:32.0,,S. Hill makes free throw 1 of 2,70,77
303,3,2:32.0,,S. Hill makes free throw 2 of 2,70,78
304,3,2:20.0,M. Smart misses 2-pt jump shot from 6 ft,,70,78
305,3,2:19.0,Offensive rebound by J. Brown,,70,78
306,3,2:09.0,J. Jerebko misses 2-pt layup from 4 ft,,70,78
307,3,2:08.0,,Defensive rebound by T. Jones,70,78
308,3,1:58.0,,L. Galloway misses 2-pt jump shot from 19 ft,70,78
309,3,1:52.0,,Offensive rebound by T. Jones,70,78
310,3,1:52.0,,T. Jones makes 2-pt dunk at rim,70,80
311,3,1:44.0,M. Smart makes 2-pt jump shot from 23 ft,,72,80
312,3,1:28.0,,A. Davis misses 2-pt jump shot from 6 ft,72,80
313,3,1:27.0,Defensive rebound by T. Rozier,,72,80
314,3,1:22.0,T. Rozier makes 2-pt layup from 4 ft,,74,80
315,3,1:09.0,,Shooting foul by A. Johnson (drawn by L. Galloway),74,80
316,3,1:09.0,,L. Galloway makes free throw 1 of 2,74,81
317,3,1:09.0,J. Mickey enters the game for A. Johnson,,74,81
318,3,1:09.0,,A. Goodwin enters the game for T. Frazier,74,81
319,3,1:09.0,,L. Galloway makes free throw 2 of 2,74,82
320,3,0:50.0,M. Smart misses 2-pt jump shot from 6 ft,,74,82
321,3,0:49.0,,Defensive rebound by A. Davis,74,82
322,3,0:44.0,,Shooting foul by T. Rozier (drawn by A. Goodwin),74,82
323,3,0:44.0,,A. Goodwin makes free throw 1 of 2,74,83
324,3,0:44.0,,A. Goodwin makes free throw 2 of 2,74,84
325,3,0:34.0,T. Rozier misses 2-pt jump shot from 15 ft,,74,84
326,3,0:33.0,,Defensive rebound by S. Hill,74,84
327,3,0:10.0,,L. Galloway misses 3-pt jump shot from 26 ft,74,84
328,3,0:09.0,Defensive rebound by M. Smart,,74,84
329,3,0:04.0,J. Brown misses 2-pt jump shot from 4 ft,,74,84
330,3,0:01.0,,Defensive rebound by L. Galloway,74,84
331,3,0:00.0,,L. Galloway misses 3-pt jump shot from 58 ft,74,84
332,3,0:00.0,,Offensive rebound by Team,74,84
333,4,11:42.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,77,84
334,4,11:23.0,,T. Jones makes 2-pt layup from 3 ft,77,86
335,4,11:04.0,Shooting foul by T. Jones (drawn by J. Brown),,77,86
336,4,11:04.0,J. Brown makes free throw 1 of 2,,78,86
337,4,11:04.0,J. Brown makes free throw 2 of 2,,79,86
338,4,10:50.0,,T. Jones makes 2-pt layup from 3 ft,79,88
339,4,10:42.0,I. Thomas makes 2-pt layup from 2 ft,,81,88
340,4,10:26.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by A. Goodwin),81,91
341,4,10:15.0,Shooting foul by A. Goodwin (drawn by I. Thomas),,81,91
342,4,10:15.0,I. Thomas makes free throw 1 of 2,,82,91
343,4,10:15.0,J. Jerebko enters the game for J. Mickey,,82,91
344,4,10:15.0,I. Thomas makes free throw 2 of 2,,83,91
345,4,9:59.0,,S. Hill misses 3-pt jump shot from 23 ft,83,91
346,4,9:58.0,Defensive rebound by K. Olynyk,,83,91
347,4,9:41.0,I. Thomas misses 2-pt jump shot from 12 ft,,83,91
348,4,9:39.0,,Defensive rebound by Team,83,91
349,4,9:31.0,,Shooting foul by J. Jerebko (drawn by A. Goodwin),83,91
350,4,9:31.0,,A. Goodwin makes free throw 1 of 2,83,92
351,4,9:31.0,A. Bradley enters the game for T. Rozier,,83,92
352,4,9:31.0,,A. Goodwin makes free throw 2 of 2,83,93
353,4,9:11.0,Shooting foul by S. Hill (drawn by I. Thomas),,83,93
354,4,9:11.0,I. Thomas makes free throw 1 of 2,,84,93
355,4,9:11.0,I. Thomas makes free throw 2 of 2,,85,93
356,4,8:56.0,,D. Cunningham misses 3-pt jump shot from 25 ft,85,93
357,4,8:56.0,Defensive rebound by K. Olynyk,,85,93
358,4,8:47.0,K. Olynyk misses 3-pt jump shot from 26 ft,,85,93
359,4,8:47.0,Offensive rebound by J. Brown,,85,93
360,4,8:47.0,,Loose ball foul by S. Hill (drawn by J. Brown),85,93
361,4,8:47.0,Official timeout,,85,93
362,4,8:47.0,,A. Davis enters the game for T. Jones,85,93
363,4,8:47.0,,B. Hield enters the game for A. Goodwin,85,93
364,4,8:38.0,Turnover by J. Brown (lost ball; steal by L. Galloway),,85,93
365,4,8:34.0,,B. Hield misses 2-pt jump shot from 3 ft,85,93
366,4,8:34.0,Defensive rebound by A. Bradley,,85,93
367,4,8:34.0,,Loose ball foul by S. Hill (drawn by A. Bradley),85,93
368,4,8:34.0,A. Bradley makes free throw 1 of 2,,86,93
369,4,8:34.0,,T. Jones enters the game for S. Hill,86,93
370,4,8:34.0,A. Bradley makes free throw 2 of 2,,87,93
371,4,8:18.0,,L. Galloway misses 2-pt jump shot from 20 ft,87,93
372,4,8:18.0,,Offensive rebound by Team,87,93
373,4,8:10.0,,Turnover by L. Galloway (lost ball; steal by J. Brown),87,93
374,4,8:02.0,I. Thomas makes 2-pt layup from 3 ft (assist by J. Brown),,89,93
375,4,7:57.0,,New Orleans full timeout,89,93
376,4,7:57.0,,T. Frazier enters the game for B. Hield,89,93
377,4,7:39.0,,T. Jones misses 2-pt jump shot from 4 ft,89,93
378,4,7:39.0,Defensive rebound by J. Jerebko,,89,93
379,4,7:23.0,A. Bradley misses 3-pt jump shot from 26 ft,,89,93
380,4,7:23.0,,Defensive rebound by T. Jones,89,93
381,4,7:15.0,Offensive charge foul by A. Davis (drawn by K. Olynyk),,89,93
382,4,7:15.0,,Turnover by A. Davis (offensive foul),89,93
383,4,7:15.0,,S. Hill enters the game for D. Cunningham,89,93
384,4,7:05.0,,Loose ball foul by L. Galloway (drawn by K. Olynyk),89,93
385,4,7:05.0,K. Olynyk makes free throw 1 of 2,,90,93
386,4,7:05.0,K. Olynyk makes free throw 2 of 2,,91,93
387,4,6:54.0,,Shooting foul by A. Bradley (drawn by A. Davis),91,93
388,4,6:54.0,,A. Davis makes free throw 1 of 2,91,94
