,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DENVER_ACTION,BROOKLYN_SCORE,DENVER_SCORE
369,4,10:33.0,,G. Harris makes 2-pt jump shot from 16 ft (assist by D. Arthur),77,105
370,4,10:24.0,Turnover by B. Lopez (bad pass),,77,105
371,4,10:11.0,,W. Barton misses 2-pt jump shot from 17 ft,77,105
372,4,10:10.0,Defensive rebound by T. Booker,,77,105
373,4,10:02.0,R. Foye misses 3-pt jump shot from 26 ft,,77,105
374,4,10:01.0,,Defensive rebound by D. Arthur,77,105
375,4,9:48.0,,J. Murray misses 2-pt jump shot from 21 ft,77,105
376,4,9:47.0,Defensive rebound by J. Harris,,77,105
377,4,9:44.0,Shooting foul by D. Arthur (drawn by T. Booker),,77,105
378,4,9:44.0,T. Booker misses free throw 1 of 2,,77,105
379,4,9:44.0,Offensive rebound by Team,,77,105
380,4,9:44.0,T. Booker makes free throw 2 of 2,,78,105
381,4,9:30.0,,Shooting foul by I. Whitehead (drawn by J. Murray),78,105
382,4,9:30.0,,J. Murray makes free throw 1 of 2,78,106
383,4,9:30.0,,J. Murray misses free throw 2 of 2,78,106
384,4,9:29.0,Defensive rebound by T. Booker,,78,106
385,4,9:17.0,T. Booker makes 2-pt dunk at rim,,80,106
386,4,9:17.0,Shooting foul by W. Chandler (drawn by T. Booker),,80,106
387,4,9:17.0,T. Booker makes free throw 1 of 1,,81,106
388,4,9:00.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by W. Barton),81,109
389,4,9:00.0,Brooklyn full timeout,,81,109
390,4,9:00.0,C. LeVert enters the game for B. Lopez,,81,109
391,4,9:00.0,R. Hollis-Jefferson enters the game for R. Foye,,81,109
392,4,9:00.0,J. Hamilton enters the game for T. Booker,,81,109
393,4,9:00.0,S. Dinwiddie enters the game for J. Harris,,81,109
394,4,8:38.0,I. Whitehead makes 2-pt layup from 3 ft,,83,109
395,4,8:18.0,,Shooting block foul by R. Hollis-Jefferson (drawn by G. Harris),83,109
396,4,8:18.0,,G. Harris makes free throw 1 of 2,83,110
397,4,8:18.0,,G. Harris makes free throw 2 of 2,83,111
398,4,8:03.0,Turnover by J. Hamilton (lost ball; steal by J. Murray),,83,111
399,4,7:55.0,,J. Murray misses 2-pt layup from 2 ft,83,111
400,4,7:53.0,,Offensive rebound by W. Chandler,83,111
401,4,7:53.0,,W. Chandler makes 2-pt dunk at rim,83,113
402,4,7:46.0,Turnover by I. Whitehead (bad pass; steal by D. Arthur),,83,113
403,4,7:42.0,,Shooting foul by I. Whitehead (drawn by W. Barton),83,113
404,4,7:42.0,,W. Barton makes free throw 1 of 2,83,114
405,4,7:42.0,,M. Plumlee enters the game for D. Arthur,83,114
406,4,7:42.0,,J. Hernangómez enters the game for W. Chandler,83,114
407,4,7:42.0,,W. Barton makes free throw 2 of 2,83,115
408,4,7:32.0,I. Whitehead makes 3-pt jump shot from 24 ft (assist by R. Hollis-Jefferson),,86,115
409,4,7:14.0,,G. Harris misses 2-pt layup from 3 ft,86,115
410,4,7:14.0,Defensive rebound by C. LeVert,,86,115
411,4,7:11.0,Shooting foul by J. Murray (drawn by C. LeVert),,86,115
412,4,7:11.0,C. LeVert misses free throw 1 of 2,,86,115
413,4,7:11.0,Offensive rebound by Team,,86,115
414,4,7:11.0,C. LeVert makes free throw 2 of 2,,87,115
415,4,6:57.0,,Turnover by W. Barton (bad pass; steal by J. Hamilton),87,115
416,4,6:56.0,S. Dinwiddie makes 2-pt layup from 2 ft,,89,115
417,4,6:56.0,Shooting foul by W. Barton (drawn by S. Dinwiddie),,89,115
418,4,6:56.0,,Denver full timeout,89,115
419,4,6:56.0,S. Dinwiddie makes free throw 1 of 1,,90,115
420,4,6:33.0,,G. Harris makes 3-pt jump shot from 26 ft (assist by M. Plumlee),90,118
421,4,6:18.0,C. LeVert misses 3-pt jump shot from 25 ft,,90,118
422,4,6:17.0,Offensive rebound by R. Hollis-Jefferson,,90,118
423,4,6:12.0,S. Dinwiddie makes 2-pt dunk at rim (assist by R. Hollis-Jefferson),,92,118
424,4,5:58.0,,J. Hernangómez misses 3-pt jump shot from 26 ft,92,118
425,4,5:57.0,Defensive rebound by C. LeVert,,92,118
426,4,5:51.0,Shooting foul by M. Plumlee (drawn by I. Whitehead),,92,118
427,4,5:51.0,I. Whitehead makes free throw 1 of 2,,93,118
428,4,5:51.0,I. Whitehead makes free throw 2 of 2,,94,118
429,4,5:32.0,,J. Hernangómez makes 2-pt dunk at rim (assist by J. Murray),94,120
430,4,5:20.0,R. Hollis-Jefferson makes 2-pt jump shot from 7 ft (assist by J. Hamilton),,96,120
431,4,5:02.0,,J. Murray misses 2-pt jump shot from 5 ft,96,120
432,4,4:59.0,Defensive rebound by J. Hamilton,,96,120
433,4,4:53.0,C. LeVert makes 2-pt layup from 3 ft (assist by S. Dinwiddie),,98,120
434,4,4:53.0,,Denver full timeout,98,120
435,4,4:53.0,,E. Mudiay enters the game for G. Harris,98,120
436,4,4:35.0,,W. Barton misses 2-pt jump shot from 8 ft,98,120
437,4,4:34.0,Defensive rebound by J. Hamilton,,98,120
438,4,4:24.0,J. Hamilton misses 3-pt jump shot from 24 ft,,98,120
439,4,4:23.0,,Defensive rebound by J. Hernangómez,98,120
440,4,4:12.0,,M. Plumlee makes 2-pt dunk at rim (assist by W. Barton),98,122
441,4,3:57.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by J. Hamilton),,100,122
442,4,3:44.0,,E. Mudiay misses 2-pt jump shot from 21 ft,100,122
443,4,3:43.0,Defensive rebound by J. Hamilton,,100,122
444,4,3:32.0,R. Hollis-Jefferson misses 2-pt jump shot from 14 ft (block by E. Mudiay),,100,122
445,4,3:31.0,,Defensive rebound by Team,100,122
446,4,3:19.0,,Turnover by W. Barton (lost ball; steal by R. Hollis-Jefferson),100,122
447,4,3:16.0,Turnover by R. Hollis-Jefferson (bad pass; steal by J. Hernangómez),,100,122
448,4,3:11.0,,Turnover by J. Hernangómez (bad pass; steal by S. Dinwiddie),100,122
449,4,3:06.0,R. Hollis-Jefferson makes 2-pt dunk at rim (assist by S. Dinwiddie),,102,122
450,4,2:45.0,,W. Barton misses 3-pt jump shot from 27 ft,102,122
451,4,2:43.0,Defensive rebound by I. Whitehead,,102,122
452,4,2:38.0,Turnover by I. Whitehead (lost ball; steal by E. Mudiay),,102,122
453,4,2:34.0,,J. Murray misses 2-pt layup from 2 ft,102,122
454,4,2:33.0,,Offensive rebound by J. Hernangómez,102,122
455,4,2:32.0,,J. Hernangómez makes 2-pt layup from 2 ft,102,124
456,4,2:31.0,Brooklyn full timeout,,102,124
457,4,2:31.0,,D. Arthur enters the game for M. Plumlee,102,124
458,4,2:31.0,,M. Miller enters the game for W. Barton,102,124
459,4,2:12.0,R. Hollis-Jefferson misses 2-pt jump shot from 17 ft,,102,124
460,4,2:11.0,Offensive rebound by J. Hamilton,,102,124
461,4,2:10.0,Shooting foul by M. Miller (drawn by J. Hamilton),,102,124
462,4,2:10.0,J. Hamilton makes free throw 1 of 2,,103,124
463,4,2:10.0,J. Hamilton misses free throw 2 of 2,,103,124
464,4,2:08.0,,Defensive rebound by J. Hernangómez,103,124
465,4,1:53.0,,J. Hernangómez makes 3-pt jump shot from 25 ft (assist by E. Mudiay),103,127
466,4,1:44.0,S. Dinwiddie misses 2-pt layup from 1 ft,,103,127
467,4,1:42.0,,Defensive rebound by M. Miller,103,127
468,4,1:40.0,,J. Hernangómez misses 2-pt layup from 2 ft (block by J. Hamilton),103,127
469,4,1:39.0,Defensive rebound by Team,,103,127
470,4,1:22.0,C. LeVert misses 3-pt jump shot from 26 ft,,103,127
471,4,1:20.0,Offensive rebound by R. Hollis-Jefferson,,103,127
472,4,1:16.0,Turnover by R. Hollis-Jefferson (bad pass; steal by J. Hernangómez),,103,127
473,4,1:11.0,,J. Murray misses 3-pt jump shot from 25 ft,103,127
474,4,1:11.0,Defensive rebound by J. Hamilton,,103,127
475,4,1:05.0,J. Hamilton makes 2-pt layup at rim (assist by I. Whitehead),,105,127
476,4,0:59.0,,Turnover by E. Mudiay (bad pass),105,127
477,4,0:47.0,R. Hollis-Jefferson makes 2-pt jump shot from 14 ft (assist by C. LeVert),,107,127
478,4,0:37.0,,Shooting foul by J. Hamilton (drawn by E. Mudiay),107,127
479,4,0:37.0,,E. Mudiay makes free throw 1 of 2,107,128
480,4,0:37.0,,E. Mudiay makes free throw 2 of 2,107,129
481,4,0:28.0,I. Whitehead misses 3-pt jump shot from 26 ft,,107,129
482,4,0:27.0,,Defensive rebound by J. Hernangómez,107,129
483,4,0:04.0,,J. Murray misses 3-pt jump shot from 32 ft,107,129
484,4,0:03.0,Defensive rebound by S. Dinwiddie,,107,129
485,4,0:00.0,R. Hollis-Jefferson makes 2-pt dunk at rim (assist by S. Dinwiddie),,109,129
