,QUARTER,TIME_REMAINING,MIAMI_ACTION,MEMPHIS_ACTION,MIAMI_SCORE,MEMPHIS_SCORE
393,4,5:31.0,,T. Williams makes 2-pt dunk at rim,78,70
394,4,5:09.0,Shooting foul by M. Conley (drawn by T. Johnson),,78,70
395,4,5:09.0,T. Johnson makes free throw 1 of 2,,79,70
396,4,5:09.0,T. Johnson makes free throw 2 of 2,,80,70
397,4,4:55.0,,M. Gasol misses 2-pt layup from 2 ft,80,70
398,4,4:54.0,Defensive rebound by H. Whiteside,,80,70
399,4,4:41.0,D. Waiters misses 3-pt jump shot from 26 ft,,80,70
400,4,4:40.0,,Defensive rebound by V. Carter,80,70
401,4,4:38.0,,Turnover by V. Carter (bad pass; steal by R. McGruder),80,70
402,4,4:37.0,,Violation by V. Carter (def goaltending),80,70
403,4,4:37.0,R. McGruder makes 2-pt layup from 2 ft,,82,70
404,4,4:22.0,,M. Conley misses 2-pt jump shot from 23 ft (block by R. McGruder),82,70
405,4,4:19.0,,Offensive rebound by M. Conley,82,70
406,4,4:16.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by M. Gasol),82,73
407,4,3:58.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by R. McGruder),,85,73
408,4,3:36.0,,A. Harrison misses 3-pt jump shot from 24 ft,85,73
409,4,3:36.0,Defensive rebound by D. Waiters,,85,73
410,4,3:21.0,Shooting foul by A. Harrison (drawn by H. Whiteside),,85,73
411,4,3:21.0,H. Whiteside misses free throw 1 of 2,,85,73
412,4,3:21.0,Offensive rebound by Team,,85,73
413,4,3:21.0,,J. Green enters the game for V. Carter,85,73
414,4,3:21.0,H. Whiteside makes free throw 2 of 2,,86,73
415,4,3:07.0,,M. Conley misses 2-pt layup from 1 ft (block by H. Whiteside),86,73
416,4,3:04.0,Defensive rebound by J. Johnson,,86,73
417,4,3:00.0,T. Johnson makes 2-pt dunk at rim (assist by J. Johnson),,88,73
418,4,2:48.0,,M. Conley misses 2-pt layup from 1 ft,88,73
419,4,2:47.0,,Offensive rebound by M. Conley,88,73
420,4,2:47.0,,M. Conley makes 2-pt layup from 1 ft,88,75
421,4,2:47.0,Miami full timeout,,88,75
422,4,2:47.0,,T. Daniels enters the game for A. Harrison,88,75
423,4,2:28.0,D. Waiters makes 2-pt layup from 1 ft,,90,75
424,4,2:13.0,,Shooting foul by H. Whiteside (drawn by J. Green),90,75
425,4,2:13.0,,J. Green makes free throw 1 of 2,90,76
426,4,2:13.0,,W. Baldwin enters the game for M. Conley,90,76
427,4,2:13.0,,D. Davis enters the game for M. Gasol,90,76
428,4,2:13.0,,A. Harrison enters the game for T. Daniels,90,76
429,4,2:13.0,,J. Green makes free throw 2 of 2,90,77
430,4,2:01.0,Turnover by R. McGruder (lost ball),,90,77
431,4,2:01.0,,J. Martin enters the game for J. Green,90,77
432,4,1:46.0,,J. Martin misses 2-pt jump shot from 17 ft,90,77
433,4,1:44.0,,Offensive rebound by W. Baldwin,90,77
434,4,1:44.0,,W. Baldwin misses 2-pt layup from 2 ft,90,77
435,4,1:42.0,Defensive rebound by H. Whiteside,,90,77
436,4,1:23.0,H. Whiteside misses 2-pt layup from 1 ft (block by J. Martin),,90,77
437,4,1:22.0,,Defensive rebound by A. Harrison,90,77
438,4,1:20.0,,T. Williams misses 2-pt layup from 2 ft,90,77
439,4,1:19.0,Defensive rebound by Team,,90,77
440,4,1:00.0,D. Waiters misses 2-pt jump shot from 13 ft,,90,77
441,4,1:00.0,,Defensive rebound by J. Martin,90,77
442,4,1:00.0,Loose ball foul by H. Whiteside (drawn by J. Martin),,90,77
443,4,1:00.0,,J. Martin makes free throw 1 of 2,90,78
444,4,1:00.0,J. McRoberts enters the game for H. Whiteside,,90,77
445,4,1:00.0,,J. Martin makes free throw 2 of 2,90,79
446,4,0:39.0,T. Johnson misses 3-pt jump shot from 26 ft,,90,79
447,4,0:39.0,,Defensive rebound by T. Williams,90,79
448,4,0:34.0,,Personal foul by J. Johnson (drawn by T. Williams),90,79
449,4,0:34.0,,T. Williams misses free throw 1 of 2,90,79
450,4,0:34.0,,Offensive rebound by Team,90,79
451,4,0:34.0,,T. Williams misses free throw 2 of 2,90,79
452,4,0:33.0,Defensive rebound by J. McRoberts,,90,79
453,4,0:15.0,D. Waiters misses 2-pt layup from 1 ft (block by A. Harrison),,90,79
454,4,0:15.0,,Defensive rebound by Team,90,79
455,4,0:07.0,,W. Baldwin makes 2-pt layup from 1 ft,90,81
