,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,BOSTON_ACTION,CLEVELAND_SCORE,BOSTON_SCORE
0,1,11:44.0,,A. Bradley makes 2-pt jump shot from 18 ft (assist by A. Horford),0,2
1,1,11:20.0,T. Thompson makes 2-pt hook shot from 7 ft (assist by I. Shumpert),,2,2
2,1,11:00.0,,A. Bradley misses 2-pt jump shot from 20 ft,2,2
3,1,10:59.0,Defensive rebound by C. Frye,,2,2
4,1,10:49.0,K. Irving makes 2-pt layup from 1 ft,,4,2
5,1,10:39.0,,A. Johnson makes 3-pt jump shot from 25 ft (assist by I. Thomas),4,5
6,1,10:24.0,T. Thompson misses 2-pt layup from 1 ft,,4,5
7,1,10:23.0,,Defensive rebound by A. Horford,4,5
8,1,10:05.0,,A. Bradley makes 2-pt jump shot from 20 ft (assist by A. Horford),4,7
9,1,9:46.0,L. James makes 3-pt jump shot from 26 ft,,7,7
10,1,9:31.0,,I. Thomas misses 2-pt layup from 3 ft (block by I. Shumpert),7,7
11,1,9:30.0,,Offensive rebound by Team,7,7
12,1,9:25.0,,J. Crowder misses 3-pt jump shot from 24 ft,7,7
13,1,9:24.0,Defensive rebound by T. Thompson,,7,7
14,1,9:19.0,Turnover by K. Irving (bad pass; steal by I. Thomas),,7,7
15,1,9:12.0,,A. Bradley misses 3-pt jump shot from 24 ft,7,7
16,1,9:11.0,,Offensive rebound by A. Johnson,7,7
17,1,9:11.0,,A. Johnson makes 2-pt dunk at rim,7,9
18,1,8:56.0,Cleveland full timeout,,7,9
19,1,8:45.0,I. Shumpert makes 2-pt jump shot from 15 ft (assist by L. James),,9,9
20,1,8:21.0,,A. Johnson misses 3-pt jump shot from 24 ft,9,9
21,1,8:20.0,Defensive rebound by T. Thompson,,9,9
22,1,7:58.0,Offensive foul by I. Shumpert (drawn by I. Thomas),,9,9
23,1,7:58.0,Turnover by I. Shumpert (offensive foul),,9,9
24,1,7:42.0,,A. Horford misses 2-pt jump shot from 12 ft,9,9
25,1,7:41.0,Defensive rebound by L. James,,9,9
26,1,7:28.0,C. Frye makes 3-pt jump shot from 23 ft (assist by L. James),,12,9
27,1,7:12.0,,I. Thomas misses 2-pt layup from 2 ft,12,9
28,1,7:11.0,,Offensive rebound by A. Johnson,12,9
29,1,7:07.0,,A. Bradley misses 3-pt jump shot from 24 ft,12,9
30,1,7:06.0,Defensive rebound by L. James,,12,9
31,1,7:00.0,C. Frye misses 3-pt jump shot from 27 ft,,12,9
32,1,6:59.0,,Defensive rebound by A. Bradley,12,9
33,1,6:53.0,,I. Thomas misses 3-pt jump shot from 26 ft,12,9
34,1,6:52.0,,Offensive rebound by A. Horford,12,9
35,1,6:47.0,,Personal foul by K. Irving (drawn by A. Horford),12,9
36,1,6:37.0,,A. Bradley misses 2-pt jump shot from 5 ft,12,9
37,1,6:36.0,Defensive rebound by C. Frye,,12,9
38,1,6:33.0,K. Irving misses 2-pt layup from 2 ft,,12,9
39,1,6:33.0,Offensive rebound by Team,,12,9
40,1,6:30.0,L. James misses 3-pt jump shot from 26 ft,,12,9
41,1,6:29.0,,Defensive rebound by A. Bradley,12,9
42,1,6:18.0,,A. Horford misses 2-pt jump shot from 14 ft,12,9
43,1,6:17.0,Defensive rebound by L. James,,12,9
44,1,6:05.0,Shooting foul by A. Johnson (drawn by L. James),,12,9
45,1,6:05.0,L. James misses free throw 1 of 2,,12,9
46,1,6:05.0,Offensive rebound by Team,,12,9
47,1,6:05.0,,M. Smart enters the game for A. Bradley,12,9
48,1,6:05.0,,J. Brown enters the game for A. Johnson,12,9
49,1,6:05.0,L. James makes free throw 2 of 2,,13,9
50,1,5:54.0,,I. Thomas makes 2-pt layup from 1 ft (assist by A. Horford),13,11
