,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,BOSTON_ACTION,LA LAKERS_SCORE,BOSTON_SCORE
30,1,6:44.0,,Personal foul by T. Black (drawn by I. Thomas),18,17
31,1,6:29.0,,J. Brown misses 2-pt layup from 3 ft,18,17
32,1,6:26.0,Defensive rebound by L. Deng,,18,17
33,1,6:22.0,N. Young makes 3-pt jump shot from 26 ft (assist by D. Russell),,21,17
34,1,6:05.0,,I. Thomas misses 2-pt jump shot from 7 ft,21,17
35,1,6:05.0,,Offensive rebound by A. Horford,21,17
36,1,6:01.0,,J. Crowder misses 3-pt jump shot from 23 ft,21,17
37,1,6:00.0,Defensive rebound by L. Deng,,21,17
38,1,5:54.0,D. Russell misses 3-pt jump shot from 25 ft,,21,17
39,1,5:53.0,,Defensive rebound by J. Crowder,21,17
40,1,5:49.0,,Shooting foul by T. Mozgov (drawn by A. Johnson),21,17
41,1,5:49.0,,Boston full timeout,21,17
42,1,5:49.0,,A. Johnson misses free throw 1 of 2,21,17
43,1,5:49.0,,Offensive rebound by Team,21,17
44,1,5:49.0,,M. Smart enters the game for J. Brown,21,17
45,1,5:49.0,,A. Johnson makes free throw 2 of 2,21,18
46,1,5:39.0,Turnover by T. Mozgov (bad pass; steal by M. Smart),,21,18
47,1,5:34.0,,M. Smart makes 2-pt dunk at rim,21,20
48,1,5:19.0,D. Russell makes 2-pt jump shot from 7 ft,,23,20
49,1,5:04.0,,A. Horford misses 3-pt jump shot from 25 ft,23,20
50,1,5:02.0,Defensive rebound by T. Mozgov,,23,20
51,1,4:53.0,T. Mozgov misses 2-pt jump shot from 12 ft,,23,20
52,1,4:53.0,,Defensive rebound by A. Horford,23,20
53,1,4:46.0,,Offensive foul by I. Thomas (drawn by D. Russell),23,20
54,1,4:46.0,,Turnover by I. Thomas (offensive foul),23,20
55,1,4:46.0,,T. Zeller enters the game for A. Johnson,23,20
56,1,4:46.0,B. Ingram enters the game for L. Deng,,23,20
57,1,4:36.0,Turnover by D. Russell (bad pass; steal by M. Smart),,23,20
58,1,4:31.0,,I. Thomas makes 2-pt layup from 2 ft (assist by M. Smart),23,22
59,1,4:18.0,T. Mozgov makes 2-pt layup from 2 ft (assist by B. Ingram),,25,22
60,1,4:08.0,,T. Zeller misses 2-pt jump shot from 8 ft (block by D. Russell),25,22
61,1,4:07.0,Defensive rebound by B. Ingram,,25,22
62,1,3:55.0,D. Russell misses 2-pt jump shot from 14 ft,,25,22
63,1,3:54.0,,Defensive rebound by M. Smart,25,22
64,1,3:47.0,,A. Horford misses 2-pt jump shot from 5 ft,25,22
65,1,3:46.0,Defensive rebound by T. Mozgov,,25,22
66,1,3:32.0,D. Russell misses 2-pt jump shot from 14 ft,,25,22
67,1,3:30.0,,Defensive rebound by T. Zeller,25,22
68,1,3:14.0,,M. Smart misses 2-pt jump shot from 4 ft,25,22
69,1,3:13.0,,Offensive rebound by Team,25,22
70,1,3:13.0,Loose ball foul by D. Russell (drawn by M. Smart),,25,22
71,1,3:13.0,LA Lakers full timeout,,25,22
72,1,3:13.0,,J. Jerebko enters the game for A. Horford,25,22
73,1,3:13.0,J. Clarkson enters the game for T. Black,,25,22
74,1,3:13.0,L. Nance enters the game for T. Mozgov,,25,22
75,1,3:13.0,I. Zubac enters the game for N. Young,,25,22
76,1,3:05.0,,T. Zeller misses 2-pt jump shot from 18 ft,25,22
77,1,3:04.0,Defensive rebound by L. Nance,,25,22
78,1,2:53.0,Shooting foul by J. Jerebko (drawn by B. Ingram),,25,22
79,1,2:53.0,B. Ingram makes free throw 1 of 2,,26,22
80,1,2:53.0,B. Ingram makes free throw 2 of 2,,27,22
81,1,2:44.0,,I. Thomas makes 2-pt jump shot from 14 ft,27,24
82,1,2:25.0,Turnover by I. Zubac (lost ball; steal by M. Smart),,27,24
83,1,2:20.0,,I. Thomas makes 2-pt layup from 1 ft (assist by M. Smart),27,26
84,1,2:02.0,D. Russell misses 3-pt jump shot from 26 ft,,27,26
85,1,2:01.0,,Defensive rebound by T. Zeller,27,26
86,1,1:50.0,,J. Crowder misses 3-pt jump shot from 25 ft,27,26
87,1,1:49.0,Defensive rebound by D. Russell,,27,26
88,1,1:34.0,Turnover by B. Ingram (bad pass),,27,26
89,1,1:34.0,L. Williams enters the game for D. Russell,,27,26
90,1,1:34.0,,J. Brown enters the game for J. Crowder,27,26
91,1,1:21.0,,Turnover by I. Thomas (bad pass; steal by J. Clarkson),27,26
92,1,1:14.0,Shooting foul by T. Zeller (drawn by L. Nance),,27,26
93,1,1:14.0,L. Nance makes free throw 1 of 2,,28,26
94,1,1:14.0,,T. Rozier enters the game for I. Thomas,28,26
95,1,1:14.0,L. Nance makes free throw 2 of 2,,29,26
96,1,0:58.0,,M. Smart misses 2-pt jump shot from 12 ft,29,26
97,1,0:57.0,Defensive rebound by I. Zubac,,29,26
98,1,0:47.0,B. Ingram misses 2-pt jump shot from 14 ft,,29,26
99,1,0:45.0,,Defensive rebound by T. Zeller,29,26
100,1,0:31.0,,J. Jerebko misses 3-pt jump shot from 25 ft,29,26
101,1,0:30.0,Defensive rebound by I. Zubac,,29,26
102,1,0:29.0,Personal foul by J. Brown (drawn by L. Nance),,29,26
103,1,0:29.0,I. Zubac misses free throw 1 of 2,,29,26
104,1,0:29.0,Offensive rebound by Team,,29,26
105,1,0:29.0,,K. Olynyk enters the game for T. Zeller,29,26
106,1,0:29.0,I. Zubac makes free throw 2 of 2,,30,26
107,1,0:16.0,,K. Olynyk misses 3-pt jump shot from 24 ft,30,26
108,1,0:15.0,Defensive rebound by L. Nance,,30,26
109,1,0:04.0,L. Williams misses 2-pt jump shot from 22 ft,,30,26
110,1,0:03.0,,Defensive rebound by M. Smart,30,26
111,1,0:00.0,,T. Rozier makes 3-pt jump shot from 25 ft (assist by M. Smart),30,29
112,2,11:43.0,L. Nance misses 2-pt jump shot from 12 ft,,30,29
113,2,11:42.0,,Defensive rebound by J. Jerebko,30,29
114,2,11:25.0,,K. Olynyk makes 2-pt hook shot from 4 ft,30,31
115,2,11:09.0,J. Clarkson misses 2-pt jump shot from 22 ft,,30,31
116,2,11:08.0,,Defensive rebound by K. Olynyk,30,31
117,2,11:00.0,,T. Rozier makes 2-pt jump shot from 13 ft,30,33
118,2,10:47.0,Personal foul by J. Brown (drawn by B. Ingram),,30,33
119,2,10:47.0,N. Young enters the game for I. Zubac,,30,33
120,2,10:38.0,N. Young makes 3-pt jump shot from 25 ft,,33,33
121,2,10:30.0,,J. Brown makes 3-pt jump shot from 25 ft (assist by T. Rozier),33,36
122,2,10:15.0,L. Nance makes 2-pt dunk at rim (assist by L. Williams),,35,36
123,2,10:05.0,,M. Smart misses 3-pt jump shot from 25 ft,35,36
124,2,10:04.0,,Offensive rebound by T. Rozier,35,36
125,2,9:56.0,,Def 3 sec tech foul by B. Ingram,35,36
126,2,9:56.0,LA Lakers full timeout,,35,36
127,2,9:56.0,,J. Jerebko makes technical free throw,35,37
128,2,9:52.0,,Turnover by M. Smart (bad pass; steal by L. Nance),35,37
129,2,9:38.0,L. Williams makes 3-pt jump shot from 26 ft,,38,37
130,2,9:24.0,,Personal foul by N. Young (drawn by K. Olynyk),38,37
131,2,9:16.0,,K. Olynyk makes 2-pt jump shot from 19 ft (assist by M. Smart),38,39
132,2,9:06.0,Turnover by L. Williams (bad pass; steal by M. Smart),,38,39
133,2,9:01.0,,K. Olynyk makes 2-pt dunk at rim (assist by M. Smart),38,41
134,2,8:43.0,N. Young misses 2-pt jump shot from 19 ft,,38,41
135,2,8:42.0,,Defensive rebound by J. Brown,38,41
136,2,8:37.0,,Shooting foul by B. Ingram (drawn by J. Brown),38,41
137,2,8:37.0,,J. Brown misses free throw 1 of 2,38,41
138,2,8:37.0,,Offensive rebound by Team,38,41
139,2,8:37.0,,J. Brown makes free throw 2 of 2,38,42
140,2,8:24.0,J. Clarkson misses 3-pt jump shot from 25 ft,,38,42
141,2,8:23.0,,Defensive rebound by J. Brown,38,42
142,2,8:03.0,,J. Brown makes 2-pt jump shot from 16 ft (assist by K. Olynyk),38,44
143,2,7:44.0,L. Williams misses 3-pt jump shot from 25 ft,,38,44
144,2,7:43.0,,Defensive rebound by K. Olynyk,38,44
145,2,7:42.0,,Turnover by K. Olynyk (bad pass; steal by L. Nance),38,44
146,2,7:32.0,B. Ingram makes 2-pt jump shot from 17 ft,,40,44
147,2,7:22.0,,Shooting block foul by L. Nance (drawn by J. Brown),40,44
148,2,7:22.0,,J. Brown makes free throw 1 of 2,40,45
149,2,7:22.0,,J. Crowder enters the game for M. Smart,40,45
150,2,7:22.0,,J. Brown makes free throw 2 of 2,40,46
151,2,7:03.0,L. Nance makes 2-pt jump shot from 6 ft (assist by N. Young),,42,46
152,2,6:47.0,,J. Brown makes 2-pt jump shot from 19 ft (assist by J. Jerebko),42,48
153,2,6:34.0,Turnover by N. Young (lost ball; steal by J. Crowder),,42,48
154,2,6:32.0,,Shooting foul by N. Young (drawn by J. Crowder),42,48
155,2,6:32.0,,J. Crowder makes free throw 1 of 2,42,49
156,2,6:32.0,D. Russell enters the game for L. Williams,,42,49
157,2,6:32.0,,J. Crowder makes free throw 2 of 2,42,50
158,2,6:19.0,B. Ingram makes 2-pt jump shot from 17 ft (assist by D. Russell),,44,50
159,2,6:02.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Jerebko),44,53
160,2,5:49.0,L. Nance misses 2-pt layup from 2 ft,,44,53
161,2,5:48.0,Offensive rebound by L. Nance,,44,53
162,2,5:44.0,B. Ingram makes 3-pt jump shot from 24 ft (assist by L. Nance),,47,53
163,2,5:33.0,Official timeout,,47,53
164,2,5:33.0,,I. Thomas enters the game for J. Brown,47,53
165,2,5:33.0,,M. Smart enters the game for J. Jerebko,47,53
166,2,5:33.0,,A. Horford enters the game for T. Rozier,47,53
167,2,5:33.0,L. Deng enters the game for N. Young,,47,53
168,2,5:33.0,T. Black enters the game for L. Nance,,47,53
169,2,5:29.0,,A. Horford misses 3-pt jump shot from 24 ft,47,53
170,2,5:28.0,Defensive rebound by B. Ingram,,47,53
171,2,5:13.0,Shooting foul by K. Olynyk (drawn by T. Black),,47,53
172,2,5:13.0,T. Black misses free throw 1 of 2,,47,53
173,2,5:13.0,Offensive rebound by Team,,47,53
174,2,5:13.0,T. Black misses free throw 2 of 2,,47,53
175,2,5:13.0,,Defensive rebound by K. Olynyk,47,53
176,2,4:56.0,,Turnover by I. Thomas (bad pass),47,53
177,2,4:34.0,J. Clarkson misses 2-pt jump shot from 20 ft,,47,53
178,2,4:34.0,Offensive rebound by B. Ingram,,47,53
179,2,4:29.0,D. Russell misses 3-pt jump shot from 25 ft,,47,53
180,2,4:28.0,Offensive rebound by T. Black,,47,53
181,2,4:24.0,T. Black misses 2-pt hook shot from 11 ft,,47,53
182,2,4:23.0,Offensive rebound by T. Black,,47,53
183,2,4:20.0,J. Clarkson misses 3-pt jump shot from 24 ft,,47,53
184,2,4:19.0,,Defensive rebound by K. Olynyk,47,53
185,2,4:09.0,,Turnover by A. Horford (traveling),47,53
186,2,4:09.0,,A. Johnson enters the game for K. Olynyk,47,53
187,2,3:58.0,J. Clarkson makes 2-pt layup from 2 ft (assist by D. Russell),,49,53
188,2,3:44.0,,M. Smart misses 2-pt layup from 2 ft,49,53
189,2,3:43.0,,Offensive rebound by A. Johnson,49,53
190,2,3:38.0,,I. Thomas misses 2-pt jump shot from 5 ft,49,53
191,2,3:37.0,Defensive rebound by L. Deng,,49,53
192,2,3:32.0,Offensive foul by T. Black (drawn by A. Johnson),,49,53
193,2,3:32.0,Turnover by T. Black (offensive foul),,49,53
194,2,3:32.0,N. Young enters the game for J. Clarkson,,49,53
195,2,3:15.0,,Turnover by M. Smart (step out of bounds),49,53
196,2,3:06.0,Turnover by D. Russell (bad pass),,49,53
197,2,2:53.0,,I. Thomas misses 3-pt jump shot from 25 ft,49,53
198,2,2:52.0,Defensive rebound by B. Ingram,,49,53
199,2,2:40.0,D. Russell misses 2-pt jump shot from 8 ft,,49,53
200,2,2:38.0,,Defensive rebound by I. Thomas,49,53
201,2,2:28.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by A. Horford),49,56
202,2,2:26.0,LA Lakers full timeout,,49,56
203,2,2:26.0,,Boston full timeout,49,56
204,2,2:13.0,Shooting foul by A. Johnson (drawn by D. Russell),,49,56
205,2,2:13.0,D. Russell makes free throw 1 of 2,,50,56
206,2,2:13.0,D. Russell makes free throw 2 of 2,,51,56
207,2,1:59.0,,J. Crowder makes 2-pt layup from 3 ft (assist by A. Horford),51,58
208,2,1:59.0,,Shooting foul by B. Ingram (drawn by J. Crowder),51,58
209,2,1:59.0,,J. Brown enters the game for A. Johnson,51,58
210,2,1:59.0,L. Nance enters the game for B. Ingram,,51,58
211,2,1:59.0,,J. Crowder makes free throw 1 of 1,51,59
212,2,1:34.0,L. Deng misses 2-pt jump shot from 9 ft,,51,59
213,2,1:34.0,,Defensive rebound by J. Crowder,51,59
214,2,1:22.0,,J. Crowder misses 3-pt jump shot from 25 ft,51,59
215,2,1:21.0,Defensive rebound by D. Russell,,51,59
216,2,1:04.0,T. Black misses 2-pt jump shot from 22 ft,,51,59
217,2,1:03.0,,Defensive rebound by J. Crowder,51,59
218,2,0:57.0,,I. Thomas misses 2-pt layup from 2 ft,51,59
219,2,0:56.0,Defensive rebound by D. Russell,,51,59
220,2,0:51.0,D. Russell misses 3-pt jump shot from 27 ft,,51,59
221,2,0:50.0,,Defensive rebound by Team,51,59
222,2,0:50.0,Loose ball foul by T. Black (drawn by A. Horford),,51,59
223,2,0:50.0,,A. Horford misses free throw 1 of 2,51,59
224,2,0:50.0,,Offensive rebound by Team,51,59
225,2,0:50.0,J. Clarkson enters the game for T. Black,,51,59
226,2,0:50.0,L. Williams enters the game for D. Russell,,51,59
227,2,0:50.0,,A. Horford makes free throw 2 of 2,51,60
228,2,0:37.0,N. Young misses 3-pt jump shot from 24 ft,,51,60
229,2,0:36.0,,Defensive rebound by M. Smart,51,60
230,2,0:22.0,,J. Brown misses 2-pt jump shot from 6 ft,51,60
231,2,0:21.0,,Offensive rebound by J. Brown,51,60
232,2,0:04.0,,I. Thomas makes 2-pt layup from 2 ft,51,62
233,2,0:00.0,L. Williams misses 3-pt jump shot from 32 ft,,51,62
234,2,0:00.0,Offensive rebound by Team,,51,62
235,3,11:36.0,T. Black misses 2-pt hook shot from 7 ft,,51,62
236,3,11:35.0,,Defensive rebound by J. Crowder,51,62
237,3,11:18.0,,I. Thomas misses 3-pt jump shot from 23 ft,51,62
238,3,11:18.0,Defensive rebound by T. Black,,51,62
239,3,10:58.0,N. Young misses 2-pt jump shot from 8 ft,,51,62
240,3,10:57.0,Offensive rebound by T. Black,,51,62
241,3,10:57.0,T. Black makes 2-pt layup from 3 ft,,53,62
242,3,10:38.0,,J. Brown misses 2-pt jump shot from 10 ft,53,62
243,3,10:38.0,Defensive rebound by T. Black,,53,62
244,3,10:28.0,T. Mozgov misses 2-pt jump shot from 8 ft,,53,62
245,3,10:27.0,,Defensive rebound by A. Horford,53,62
246,3,10:12.0,,J. Brown misses 3-pt jump shot from 23 ft,53,62
247,3,10:11.0,,Offensive rebound by A. Horford,53,62
248,3,10:04.0,,J. Crowder misses 3-pt jump shot from 25 ft,53,62
249,3,10:03.0,Defensive rebound by T. Mozgov,,53,62
250,3,9:49.0,Turnover by L. Deng (bad pass; steal by I. Thomas),,53,62
251,3,9:41.0,,J. Crowder misses 2-pt layup from 2 ft (block by N. Young),53,62
252,3,9:40.0,Defensive rebound by N. Young,,53,62
253,3,9:35.0,N. Young misses 3-pt jump shot from 25 ft,,53,62
254,3,9:34.0,,Defensive rebound by J. Brown,53,62
255,3,9:26.0,,Turnover by I. Thomas (bad pass; steal by N. Young),53,62
256,3,9:18.0,D. Russell makes 2-pt jump shot from 15 ft,,55,62
257,3,9:05.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by A. Horford),55,65
258,3,8:48.0,Personal foul by A. Johnson (drawn by T. Mozgov),,55,65
259,3,8:32.0,T. Black makes 2-pt layup from 2 ft (assist by N. Young),,57,65
260,3,8:16.0,,Shooting foul by T. Black (drawn by A. Horford),57,65
261,3,8:16.0,,A. Horford makes free throw 1 of 2,57,66
262,3,8:16.0,,A. Horford misses free throw 2 of 2,57,66
263,3,8:16.0,Defensive rebound by T. Mozgov,,57,66
264,3,7:58.0,T. Black misses 2-pt jump shot from 2 ft (block by A. Horford),,57,66
265,3,7:57.0,,Defensive rebound by A. Horford,57,66
266,3,7:57.0,,Personal foul by T. Mozgov (drawn by A. Horford),57,66
267,3,7:57.0,L. Nance enters the game for T. Black,,57,66
268,3,7:38.0,,A. Johnson makes 2-pt layup from 2 ft (assist by I. Thomas),57,68
269,3,7:23.0,L. Deng misses 2-pt jump shot from 13 ft,,57,68
270,3,7:22.0,,Defensive rebound by Team,57,68
271,3,7:10.0,,I. Thomas misses 2-pt layup from 3 ft,57,68
272,3,7:09.0,Defensive rebound by T. Mozgov,,57,68
273,3,7:03.0,L. Deng misses 3-pt jump shot from 26 ft,,57,68
274,3,7:03.0,Offensive rebound by D. Russell,,57,68
275,3,6:57.0,L. Nance misses 2-pt layup from 2 ft,,57,68
276,3,6:55.0,,Defensive rebound by A. Johnson,57,68
277,3,6:51.0,,Turnover by I. Thomas (bad pass; steal by N. Young),57,68
278,3,6:43.0,D. Russell makes 2-pt jump shot from 8 ft (assist by N. Young),,59,68
279,3,6:21.0,,A. Horford misses 2-pt hook shot from 8 ft,59,68
280,3,6:20.0,,Offensive rebound by Team,59,68
281,3,6:20.0,,Personal foul by T. Mozgov (drawn by A. Johnson),59,68
282,3,6:11.0,,A. Horford misses 3-pt jump shot from 25 ft,59,68
283,3,6:10.0,Defensive rebound by N. Young,,59,68
284,3,6:00.0,N. Young makes 2-pt jump shot from 21 ft (assist by D. Russell),,61,68
285,3,6:00.0,,Boston full timeout,61,68
286,3,6:00.0,,M. Smart enters the game for A. Johnson,61,68
287,3,5:49.0,,Shooting foul by T. Mozgov (drawn by J. Crowder),61,68
288,3,5:49.0,,J. Crowder makes 2-pt layup from 3 ft,61,70
289,3,5:49.0,B. Ingram enters the game for T. Mozgov,,61,70
290,3,5:49.0,,J. Crowder makes free throw 1 of 1,61,71
291,3,5:27.0,B. Ingram misses 2-pt jump shot from 17 ft,,61,71
292,3,5:26.0,Offensive rebound by Team,,61,71
293,3,5:26.0,,Loose ball foul by J. Crowder (drawn by L. Deng),61,71
294,3,5:12.0,N. Young misses 3-pt jump shot from 26 ft,,61,71
295,3,5:12.0,,Defensive rebound by Team,61,71
296,3,5:12.0,Loose ball foul by L. Nance (drawn by J. Brown),,61,71
297,3,5:12.0,,J. Brown makes free throw 1 of 2,61,72
298,3,5:12.0,,J. Brown makes free throw 2 of 2,61,73
299,3,4:55.0,N. Young misses 2-pt jump shot from 13 ft,,61,73
300,3,4:55.0,,Defensive rebound by J. Crowder,61,73
301,3,4:41.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by I. Thomas),61,76
302,3,4:27.0,Personal foul by I. Thomas (drawn by D. Russell),,61,76
303,3,4:27.0,J. Clarkson enters the game for L. Deng,,61,76
304,3,4:12.0,J. Clarkson misses 3-pt jump shot from 25 ft,,61,76
305,3,4:11.0,,Defensive rebound by J. Brown,61,76
306,3,4:00.0,,M. Smart misses 3-pt jump shot from 23 ft,61,76
307,3,3:59.0,Defensive rebound by D. Russell,,61,76
308,3,3:53.0,D. Russell makes 2-pt jump shot from 4 ft,,63,76
309,3,3:34.0,,Personal foul by J. Clarkson (drawn by I. Thomas),63,76
310,3,3:34.0,,I. Thomas makes free throw 1 of 2,63,77
311,3,3:34.0,,I. Thomas makes free throw 2 of 2,63,78
312,3,3:16.0,Turnover by J. Clarkson (bad pass; steal by M. Smart),,63,78
313,3,3:12.0,,Shooting foul by N. Young (drawn by I. Thomas),63,78
314,3,3:12.0,,I. Thomas makes free throw 1 of 2,63,79
315,3,3:12.0,LA Lakers full timeout,,63,79
316,3,3:12.0,,J. Jerebko enters the game for J. Crowder,63,79
317,3,3:12.0,L. Williams enters the game for D. Russell,,63,79
318,3,3:12.0,,I. Thomas makes free throw 2 of 2,63,80
319,3,2:59.0,L. Nance misses 2-pt hook shot from 8 ft,,63,80
320,3,2:58.0,,Defensive rebound by J. Jerebko,63,80
321,3,2:43.0,,A. Horford misses 2-pt hook shot from 5 ft,63,80
322,3,2:42.0,Defensive rebound by L. Nance,,63,80
323,3,2:38.0,L. Williams makes 2-pt jump shot from 11 ft,,65,80
324,3,2:38.0,Shooting foul by M. Smart (drawn by L. Williams),,65,80
325,3,2:38.0,,K. Olynyk enters the game for A. Horford,65,80
326,3,2:38.0,,T. Rozier enters the game for I. Thomas,65,80
327,3,2:38.0,L. Williams makes free throw 1 of 1,,66,80
328,3,2:22.0,,Turnover by M. Smart (lost ball; steal by J. Clarkson),66,80
329,3,2:17.0,B. Ingram makes 2-pt layup from 3 ft (assist by J. Clarkson),,68,80
330,3,1:52.0,,Shooting foul by N. Young (drawn by M. Smart),68,80
331,3,1:52.0,,M. Smart makes free throw 1 of 2,68,81
332,3,1:52.0,,M. Smart misses free throw 2 of 2,68,81
333,3,1:52.0,M. Huertas enters the game for N. Young,,68,81
334,3,1:51.0,Defensive rebound by B. Ingram,,68,81
335,3,1:36.0,B. Ingram makes 3-pt jump shot from 24 ft (assist by L. Williams),,71,81
336,3,1:25.0,,Turnover by T. Rozier (step out of bounds),71,81
337,3,1:19.0,Shooting block foul by J. Jerebko (drawn by L. Nance),,71,81
338,3,1:19.0,L. Nance makes free throw 1 of 2,,72,81
339,3,1:19.0,L. Nance misses free throw 2 of 2,,72,81
340,3,1:19.0,,Defensive rebound by K. Olynyk,72,81
341,3,1:04.0,,Shooting foul by L. Nance (drawn by K. Olynyk),72,81
342,3,1:04.0,,K. Olynyk makes free throw 1 of 2,72,82
343,3,1:04.0,,K. Olynyk misses free throw 2 of 2,72,82
344,3,1:02.0,Defensive rebound by L. Williams,,72,82
345,3,0:55.0,L. Williams makes 2-pt layup from 2 ft (assist by M. Huertas),,74,82
346,3,0:45.0,,K. Olynyk misses 2-pt layup from 3 ft,74,82
347,3,0:44.0,Defensive rebound by M. Huertas,,74,82
348,3,0:37.0,L. Williams misses 3-pt jump shot from 27 ft,,74,82
349,3,0:36.0,,Defensive rebound by K. Olynyk,74,82
350,3,0:24.0,,M. Smart misses 2-pt jump shot from 18 ft,74,82
351,3,0:23.0,Defensive rebound by L. Williams,,74,82
352,3,0:02.0,B. Ingram misses 2-pt jump shot from 5 ft,,74,82
353,3,0:01.0,,Defensive rebound by J. Jerebko,74,82
354,4,11:39.0,,K. Olynyk misses 3-pt jump shot from 25 ft,74,82
355,4,11:38.0,Defensive rebound by B. Ingram,,74,82
356,4,11:22.0,L. Williams misses 3-pt jump shot from 25 ft,,74,82
357,4,11:20.0,Offensive rebound by J. Clarkson,,74,82
358,4,11:11.0,B. Ingram misses 3-pt jump shot from 24 ft,,74,82
359,4,11:10.0,,Defensive rebound by T. Rozier,74,82
360,4,11:04.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by T. Rozier),74,85
361,4,10:50.0,L. Nance makes 2-pt jump shot from 20 ft (assist by L. Williams),,76,85
362,4,10:36.0,,I. Thomas makes 2-pt layup from 2 ft (assist by K. Olynyk),76,87
363,4,10:15.0,L. Nance misses 2-pt hook shot from 9 ft,,76,87
364,4,10:14.0,,Defensive rebound by T. Rozier,76,87
365,4,10:03.0,,Turnover by T. Rozier (lost ball; steal by J. Clarkson),76,87
366,4,9:55.0,L. Williams misses 2-pt jump shot from 4 ft,,76,87
367,4,9:54.0,,Defensive rebound by K. Olynyk,76,87
368,4,9:38.0,,K. Olynyk misses 2-pt dunk at rim,76,87
369,4,9:37.0,Defensive rebound by L. Nance,,76,87
370,4,9:30.0,Shooting foul by K. Olynyk (drawn by L. Williams),,76,87
371,4,9:30.0,L. Williams makes free throw 1 of 2,,77,87
372,4,9:30.0,LA Lakers full timeout,,77,87
373,4,9:30.0,L. Williams makes free throw 2 of 2,,78,87
374,4,9:18.0,,I. Thomas misses 3-pt jump shot from 27 ft (block by J. Clarkson),78,87
375,4,9:15.0,,Offensive rebound by K. Olynyk,78,87
376,4,9:09.0,,K. Olynyk misses 3-pt jump shot from 25 ft,78,87
377,4,9:07.0,Defensive rebound by L. Williams,,78,87
378,4,8:50.0,L. Nance makes 2-pt dunk at rim (assist by L. Williams),,80,87
379,4,8:34.0,,I. Thomas makes 3-pt jump shot from 25 ft,80,90
380,4,8:19.0,L. Williams misses 2-pt layup from 2 ft,,80,90
381,4,8:19.0,,Defensive rebound by T. Rozier,80,90
382,4,8:13.0,,T. Rozier makes 2-pt layup from 1 ft,80,92
383,4,7:58.0,L. Nance makes 2-pt jump shot from 9 ft (assist by M. Huertas),,82,92
384,4,7:42.0,,M. Smart misses 3-pt jump shot from 26 ft,82,92
385,4,7:41.0,,Offensive rebound by K. Olynyk,82,92
386,4,7:38.0,,I. Thomas misses 3-pt jump shot from 23 ft,82,92
387,4,7:36.0,Defensive rebound by L. Nance,,82,92
388,4,7:28.0,J. Clarkson misses 2-pt jump shot from 19 ft,,82,92
389,4,7:27.0,,Defensive rebound by I. Thomas,82,92
390,4,7:16.0,D. Russell enters the game for J. Clarkson,,82,92
