,QUARTER,TIME_REMAINING,NEW YORK_ACTION,OKLAHOMA CITY_ACTION,NEW YORK_SCORE,OKLAHOMA CITY_SCORE
148,2,8:21.0,Defensive rebound by W. Hernangómez,,49,34
149,2,8:16.0,D. Rose misses 2-pt jump shot from 16 ft,,49,34
150,2,8:16.0,,Defensive rebound by D. Sabonis,49,34
151,2,8:09.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by R. Westbrook),49,36
152,2,7:46.0,D. Rose makes 2-pt jump shot from 12 ft,,51,36
153,2,7:31.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by V. Oladipo),51,38
154,2,7:16.0,C. Lee misses 2-pt layup from 3 ft,,51,38
155,2,7:15.0,,Defensive rebound by J. Grant,51,38
156,2,7:08.0,,Turnover by R. Westbrook (lost ball),51,38
157,2,7:08.0,,A. Roberson enters the game for J. Grant,51,38
158,2,7:08.0,,S. Adams enters the game for D. Sabonis,51,38
159,2,7:08.0,C. Anthony enters the game for J. Holiday,,51,38
160,2,7:08.0,,D. Sabonis enters the game for V. Oladipo,51,38
161,2,7:05.0,,Technical foul by Team,51,38
162,2,7:05.0,C. Anthony makes technical free throw,,52,38
163,2,6:49.0,C. Anthony misses 2-pt jump shot from 22 ft,,52,38
164,2,6:47.0,Offensive rebound by W. Hernangómez,,52,38
165,2,6:47.0,W. Hernangómez makes 2-pt layup from 3 ft,,54,38
166,2,6:41.0,,A. Roberson misses 2-pt layup from 1 ft,54,38
167,2,6:40.0,Defensive rebound by K. Porziņģis,,54,38
168,2,6:28.0,Turnover by K. Porziņģis (lost ball),,54,38
169,2,6:19.0,,Á. Abrines misses 2-pt jump shot from 6 ft,54,38
170,2,6:19.0,Defensive rebound by W. Hernangómez,,54,38
171,2,5:58.0,Turnover by K. Porziņģis (lost ball; steal by D. Sabonis),,54,38
172,2,5:55.0,,Shooting foul by C. Lee (drawn by R. Westbrook),54,38
173,2,5:55.0,,Oklahoma City full timeout,54,38
174,2,5:55.0,,R. Westbrook misses free throw 1 of 2,54,38
175,2,5:55.0,,Offensive rebound by Team,54,38
176,2,5:55.0,L. Thomas enters the game for K. Porziņģis,,54,38
177,2,5:55.0,,R. Westbrook makes free throw 2 of 2,54,39
178,2,5:49.0,Personal foul by S. Adams (drawn by W. Hernangómez),,54,39
179,2,5:49.0,,V. Oladipo enters the game for Á. Abrines,54,39
180,2,5:38.0,Turnover by C. Anthony (traveling),,54,39
181,2,5:24.0,,V. Oladipo makes 3-pt jump shot from 24 ft (assist by R. Westbrook),54,42
182,2,4:58.0,C. Anthony misses 2-pt jump shot from 14 ft,,54,42
183,2,4:57.0,Offensive rebound by Team,,54,42
184,2,4:41.0,D. Rose misses 2-pt jump shot from 19 ft,,54,42
185,2,4:40.0,,Defensive rebound by D. Sabonis,54,42
186,2,4:34.0,,V. Oladipo misses 2-pt layup from 2 ft,54,42
187,2,4:33.0,,Offensive rebound by R. Westbrook,54,42
188,2,4:26.0,,Personal foul by W. Hernangómez (drawn by S. Adams),54,42
189,2,4:19.0,,R. Westbrook makes 2-pt jump shot from 18 ft,54,44
190,2,3:59.0,Turnover by C. Anthony (lost ball; steal by R. Westbrook),,54,44
191,2,3:55.0,,V. Oladipo makes 2-pt layup at rim (assist by R. Westbrook),54,46
192,2,3:55.0,New York full timeout,,54,46
193,2,3:55.0,K. Porziņģis enters the game for L. Thomas,,54,46
194,2,3:34.0,D. Rose makes 2-pt layup from 1 ft,,56,46
195,2,3:16.0,,V. Oladipo makes 3-pt jump shot from 24 ft (assist by R. Westbrook),56,49
196,2,2:49.0,K. Porziņģis misses 2-pt hook shot from 7 ft,,56,49
197,2,2:49.0,,Defensive rebound by R. Westbrook,56,49
198,2,2:45.0,,V. Oladipo makes 2-pt dunk at rim (assist by R. Westbrook),56,51
199,2,2:23.0,W. Hernangómez misses 2-pt jump shot from 16 ft,,56,51
200,2,2:22.0,,Defensive rebound by A. Roberson,56,51
201,2,2:00.0,,V. Oladipo misses 2-pt layup from 1 ft,56,51
202,2,2:00.0,,Offensive rebound by S. Adams,56,51
203,2,2:00.0,,Shooting foul by C. Anthony (drawn by S. Adams),56,51
204,2,2:00.0,,S. Adams makes free throw 1 of 2,56,52
205,2,2:00.0,,S. Adams makes free throw 2 of 2,56,53
206,2,1:39.0,C. Anthony misses 2-pt jump shot from 12 ft,,56,53
207,2,1:39.0,,Defensive rebound by R. Westbrook,56,53
208,2,1:35.0,,Turnover by R. Westbrook (bad pass; steal by D. Rose),56,53
209,2,1:27.0,W. Hernangómez makes 2-pt layup from 1 ft (assist by C. Anthony),,58,53
210,2,1:24.0,,Personal foul by K. Porziņģis (drawn by S. Adams),58,53
211,2,1:24.0,,S. Adams misses free throw 1 of 2,58,53
212,2,1:24.0,,Offensive rebound by Team,58,53
213,2,1:24.0,,S. Adams makes free throw 2 of 2,58,54
214,2,1:05.0,D. Rose misses 2-pt jump shot from 19 ft,,58,54
215,2,1:04.0,,Defensive rebound by R. Westbrook,58,54
216,2,0:58.0,,R. Westbrook makes 3-pt jump shot from 24 ft,58,57
217,2,0:47.0,K. Porziņģis misses 2-pt jump shot from 7 ft,,58,57
218,2,0:46.0,,Defensive rebound by A. Roberson,58,57
219,2,0:35.0,,A. Roberson makes 3-pt jump shot from 26 ft (assist by R. Westbrook),58,60
220,2,0:35.0,New York full timeout,,58,60
221,2,0:19.0,Shooting foul by D. Sabonis (drawn by K. Porziņģis),,58,60
222,2,0:19.0,K. Porziņģis makes free throw 1 of 2,,59,60
223,2,0:19.0,,Oklahoma City full timeout,59,60
224,2,0:19.0,,Á. Abrines enters the game for A. Roberson,59,60
225,2,0:19.0,,A. Morrow enters the game for D. Sabonis,59,60
226,2,0:19.0,R. Baker enters the game for C. Anthony,,59,60
227,2,0:19.0,L. Thomas enters the game for W. Hernangómez,,59,60
228,2,0:19.0,J. Holiday enters the game for D. Rose,,59,60
229,2,0:19.0,K. Porziņģis makes free throw 2 of 2,,60,60
230,2,0:02.0,,R. Westbrook makes 2-pt layup from 1 ft,60,62
231,3,11:49.0,Turnover by K. Porziņģis (bad pass; steal by V. Oladipo),,60,62
232,3,11:44.0,,V. Oladipo makes 2-pt layup from 2 ft,60,64
233,3,11:26.0,D. Rose misses 2-pt jump shot from 10 ft,,60,64
234,3,11:25.0,Offensive rebound by D. Rose,,60,64
235,3,11:21.0,C. Lee misses 3-pt jump shot from 23 ft,,60,64
236,3,11:20.0,,Defensive rebound by R. Westbrook,60,64
237,3,11:10.0,,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),60,66
238,3,10:56.0,Shooting foul by D. Sabonis (drawn by W. Hernangómez),,60,66
239,3,10:56.0,W. Hernangómez makes free throw 1 of 2,,61,66
240,3,10:56.0,W. Hernangómez makes free throw 2 of 2,,62,66
241,3,10:42.0,,V. Oladipo makes 2-pt layup at rim,62,68
242,3,10:29.0,D. Rose misses 2-pt layup from 2 ft (block by S. Adams),,62,68
243,3,10:28.0,,Defensive rebound by R. Westbrook,62,68
244,3,10:23.0,,D. Sabonis misses 2-pt layup from 2 ft (block by K. Porziņģis),62,68
245,3,10:22.0,,Offensive rebound by R. Westbrook,62,68
246,3,10:22.0,,R. Westbrook makes 2-pt layup from 1 ft,62,70
247,3,10:22.0,New York full timeout,,62,70
248,3,10:00.0,C. Anthony makes 2-pt jump shot from 17 ft,,64,70
249,3,9:46.0,,Turnover by V. Oladipo (lost ball; steal by D. Rose),64,70
250,3,9:40.0,Turnover by D. Rose (lost ball; steal by A. Roberson),,64,70
251,3,9:24.0,,Turnover by R. Westbrook (bad pass; steal by C. Anthony),64,70
252,3,9:13.0,C. Anthony misses 2-pt jump shot from 16 ft,,64,70
253,3,9:13.0,,Defensive rebound by R. Westbrook,64,70
254,3,8:58.0,,Turnover by S. Adams (lost ball; steal by W. Hernangómez),64,70
255,3,8:39.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,64,70
256,3,8:39.0,,Defensive rebound by R. Westbrook,64,70
257,3,8:38.0,,Oklahoma City full timeout,64,70
258,3,8:20.0,,D. Sabonis makes 2-pt layup from 3 ft,64,72
259,3,7:58.0,K. Porziņģis misses 2-pt jump shot from 20 ft,,64,72
260,3,7:57.0,,Defensive rebound by D. Sabonis,64,72
261,3,7:52.0,,R. Westbrook misses 3-pt jump shot from 24 ft,64,72
262,3,7:51.0,Defensive rebound by K. Porziņģis,,64,72
263,3,7:29.0,D. Rose makes 2-pt jump shot from 18 ft,,66,72
264,3,7:15.0,,V. Oladipo misses 2-pt layup from 2 ft,66,72
265,3,7:14.0,Defensive rebound by W. Hernangómez,,66,72
266,3,7:00.0,C. Anthony misses 2-pt jump shot from 13 ft,,66,72
267,3,7:00.0,,Defensive rebound by R. Westbrook,66,72
268,3,6:54.0,,R. Westbrook misses 2-pt jump shot from 11 ft (block by W. Hernangómez),66,72
269,3,6:54.0,,Offensive rebound by Team,66,72
270,3,6:54.0,J. Holiday enters the game for K. Porziņģis,,66,72
271,3,6:46.0,,R. Westbrook misses 2-pt jump shot from 19 ft,66,72
272,3,6:44.0,Defensive rebound by J. Holiday,,66,72
273,3,6:35.0,D. Rose makes 2-pt layup from 2 ft,,68,72
274,3,6:20.0,,R. Westbrook makes 2-pt layup from 1 ft,68,74
275,3,6:11.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by W. Hernangómez),,71,74
276,3,5:56.0,,R. Westbrook makes 2-pt jump shot from 14 ft,71,76
277,3,5:39.0,W. Hernangómez misses 2-pt layup from 2 ft,,71,76
278,3,5:38.0,,Defensive rebound by V. Oladipo,71,76
279,3,5:32.0,,A. Roberson misses 2-pt layup from 1 ft (block by C. Anthony),71,76
280,3,5:31.0,Defensive rebound by C. Anthony,,71,76
281,3,5:24.0,J. Holiday misses 3-pt jump shot from 24 ft,,71,76
282,3,5:23.0,,Defensive rebound by A. Roberson,71,76
283,3,5:06.0,,R. Westbrook misses 3-pt jump shot from 25 ft,71,76
284,3,5:05.0,Defensive rebound by C. Lee,,71,76
285,3,4:51.0,C. Anthony misses 3-pt jump shot from 25 ft,,71,76
286,3,4:50.0,,Defensive rebound by A. Roberson,71,76
287,3,4:38.0,,S. Adams makes 2-pt hook shot from 10 ft,71,78
288,3,4:23.0,Offensive foul by C. Anthony (drawn by A. Roberson),,71,78
289,3,4:23.0,Turnover by C. Anthony (offensive foul),,71,78
290,3,4:23.0,,J. Grant enters the game for D. Sabonis,71,78
291,3,4:23.0,,A. Morrow enters the game for V. Oladipo,71,78
292,3,4:23.0,K. O'Quinn enters the game for W. Hernangómez,,71,78
293,3,4:10.0,,R. Westbrook misses 2-pt jump shot from 7 ft,71,78
294,3,4:10.0,,Offensive rebound by A. Roberson,71,78
295,3,4:10.0,,A. Roberson misses 2-pt layup from 2 ft,71,78
296,3,4:10.0,,Offensive rebound by Team,71,78
297,3,4:10.0,R. Baker enters the game for C. Lee,,71,78
298,3,3:58.0,,R. Westbrook misses 2-pt jump shot from 18 ft,71,78
299,3,3:58.0,Defensive rebound by D. Rose,,71,78
300,3,3:53.0,D. Rose makes 2-pt layup from 1 ft,,73,78
301,3,3:37.0,,Shooting foul by K. O'Quinn (drawn by A. Roberson),73,78
302,3,3:37.0,,A. Roberson makes free throw 1 of 2,73,79
303,3,3:37.0,,J. Lauvergne enters the game for S. Adams,73,79
304,3,3:37.0,,A. Roberson makes free throw 2 of 2,73,80
305,3,3:23.0,R. Baker misses 3-pt jump shot from 25 ft,,73,80
306,3,3:20.0,Offensive rebound by K. O'Quinn,,73,80
307,3,3:20.0,,Á. Abrines enters the game for A. Roberson,73,80
308,3,3:13.0,C. Anthony makes 3-pt jump shot from 23 ft (assist by J. Holiday),,76,80
309,3,3:01.0,,R. Westbrook makes 2-pt layup from 2 ft,76,82
310,3,2:43.0,C. Anthony misses 2-pt jump shot from 15 ft,,76,82
311,3,2:42.0,,Defensive rebound by R. Westbrook,76,82
312,3,2:32.0,,J. Lauvergne misses 2-pt layup from 1 ft (block by K. O'Quinn),76,82
313,3,2:31.0,Defensive rebound by K. O'Quinn,,76,82
314,3,2:23.0,Turnover by D. Rose (lost ball; steal by J. Lauvergne),,76,82
315,3,2:21.0,,Personal foul by J. Holiday (drawn by R. Westbrook),76,82
316,3,2:21.0,,C. Payne enters the game for R. Westbrook,76,82
317,3,2:10.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by C. Payne),76,85
318,3,1:55.0,Turnover by K. O'Quinn (bad pass),,76,85
319,3,1:34.0,,C. Payne misses 3-pt jump shot from 27 ft,76,85
320,3,1:33.0,Defensive rebound by R. Baker,,76,85
321,3,1:17.0,J. Holiday misses 2-pt jump shot from 18 ft,,76,85
322,3,1:17.0,,Defensive rebound by C. Payne,76,85
323,3,1:04.0,,J. Lauvergne misses 2-pt hook shot from 4 ft,76,85
324,3,1:03.0,Defensive rebound by K. O'Quinn,,76,85
325,3,0:47.0,Shooting block foul by J. Grant (drawn by R. Baker),,76,85
326,3,0:47.0,R. Baker makes free throw 1 of 2,,77,85
327,3,0:47.0,R. Baker misses free throw 2 of 2,,77,85
328,3,0:47.0,L. Thomas enters the game for D. Rose,,77,85
329,3,0:47.0,,V. Oladipo enters the game for A. Morrow,77,85
330,3,0:46.0,,Defensive rebound by J. Grant,77,85
331,3,0:26.0,,Turnover by V. Oladipo (traveling),77,85
332,3,0:06.0,L. Thomas makes 2-pt layup from 1 ft,,79,85
333,3,0:06.0,Shooting foul by V. Oladipo (drawn by L. Thomas),,79,85
334,3,0:06.0,C. Lee enters the game for C. Anthony,,79,85
335,3,0:06.0,,A. Morrow enters the game for J. Grant,79,85
336,3,0:06.0,L. Thomas makes free throw 1 of 1,,80,85
337,3,0:02.0,,Personal foul by C. Lee (drawn by V. Oladipo),80,85
338,3,0:00.0,,V. Oladipo makes 3-pt jump shot from 28 ft (assist by A. Morrow),80,88
339,4,11:49.0,,Turnover by C. Payne (bad pass),80,88
340,4,11:35.0,C. Lee makes 2-pt jump shot from 15 ft (assist by J. Holiday),,82,88
341,4,11:23.0,,Shooting foul by K. Porziņģis (drawn by J. Grant),82,88
342,4,11:23.0,,J. Grant makes free throw 1 of 2,82,89
343,4,11:23.0,,J. Grant makes free throw 2 of 2,82,90
344,4,11:10.0,K. Porziņģis misses 2-pt jump shot from 12 ft,,82,90
345,4,11:09.0,,Defensive rebound by Team,82,90
346,4,10:56.0,,Á. Abrines misses 3-pt jump shot from 25 ft,82,90
347,4,10:55.0,Defensive rebound by K. Porziņģis,,82,90
348,4,10:40.0,C. Lee misses 2-pt jump shot from 14 ft,,82,90
349,4,10:40.0,Offensive rebound by L. Thomas,,82,90
350,4,10:34.0,J. Holiday misses 3-pt jump shot from 25 ft,,82,90
351,4,10:33.0,,Defensive rebound by Team,82,90
352,4,10:20.0,,Á. Abrines makes 2-pt jump shot from 11 ft (assist by V. Oladipo),82,92
353,4,9:59.0,L. Thomas misses 2-pt jump shot from 23 ft,,82,92
354,4,9:58.0,,Defensive rebound by Á. Abrines,82,92
355,4,9:47.0,,Turnover by J. Lauvergne (bad pass; steal by J. Holiday),82,92
356,4,9:45.0,Personal foul by Á. Abrines (drawn by R. Baker),,82,92
357,4,9:39.0,Personal block foul by J. Lauvergne (drawn by L. Thomas),,82,92
358,4,9:39.0,D. Rose enters the game for J. Holiday,,82,92
359,4,9:39.0,,R. Westbrook enters the game for V. Oladipo,82,92
360,4,9:28.0,R. Baker misses 2-pt jump shot from 13 ft,,82,92
361,4,9:28.0,,Defensive rebound by R. Westbrook,82,92
362,4,9:15.0,,J. Lauvergne makes 2-pt dunk at rim (assist by C. Payne),82,94
363,4,8:57.0,D. Rose makes 2-pt layup from 1 ft,,84,94
364,4,8:45.0,,C. Payne misses 3-pt jump shot from 25 ft,84,94
365,4,8:44.0,Defensive rebound by K. Porziņģis,,84,94
366,4,8:29.0,R. Baker makes 3-pt jump shot from 23 ft (assist by D. Rose),,87,94
367,4,8:15.0,,Á. Abrines misses 2-pt jump shot from 18 ft,87,94
368,4,8:15.0,Defensive rebound by L. Thomas,,87,94
369,4,7:58.0,D. Rose misses 2-pt jump shot from 22 ft,,87,94
370,4,7:58.0,,Defensive rebound by R. Westbrook,87,94
371,4,7:51.0,,Shooting foul by K. Porziņģis (drawn by J. Grant),87,94
372,4,7:51.0,Official timeout,,87,94
373,4,7:51.0,,J. Grant misses free throw 1 of 2,87,94
374,4,7:51.0,,Offensive rebound by Team,87,94
375,4,7:51.0,,J. Grant misses free throw 2 of 2,87,94
376,4,7:51.0,,A. Roberson enters the game for J. Lauvergne,87,94
377,4,7:51.0,,V. Oladipo enters the game for C. Payne,87,94
378,4,7:51.0,,S. Adams enters the game for Á. Abrines,87,94
