,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,ATLANTA_ACTION,MINNESOTA_SCORE,ATLANTA_SCORE
381,4,2:02.0,Z. LaVine misses 3-pt jump shot from 25 ft,,88,82
382,4,2:00.0,Offensive rebound by K. Towns,,88,82
383,4,1:55.0,K. Towns misses 2-pt layup from 2 ft,,88,82
384,4,1:54.0,Offensive rebound by G. Dieng,,88,82
385,4,1:39.0,A. Wiggins misses 2-pt jump shot from 20 ft,,88,82
386,4,1:38.0,,Defensive rebound by K. Bazemore,88,82
387,4,1:27.0,,P. Millsap misses 2-pt jump shot from 10 ft,88,82
388,4,1:26.0,Defensive rebound by K. Towns,,88,82
389,4,1:12.0,Turnover by K. Towns (bad pass),,88,82
390,4,1:05.0,,D. Schröder makes 2-pt layup from 3 ft,88,84
391,4,0:42.0,G. Dieng makes 2-pt jump shot from 19 ft (assist by Z. LaVine),,90,84
392,4,0:42.0,,Atlanta full timeout,90,84
393,4,0:30.0,,Turnover by K. Korver (bad pass),90,84
394,4,0:30.0,Personal take foul by P. Millsap (drawn by Z. LaVine),,90,84
395,4,0:30.0,Z. LaVine makes free throw 1 of 2,,91,84
396,4,0:30.0,Z. LaVine makes free throw 2 of 2,,92,84
397,4,0:26.0,,D. Schröder misses 3-pt jump shot from 24 ft,92,84
398,4,0:24.0,,Offensive rebound by P. Millsap,92,84
399,4,0:19.0,,P. Millsap misses 3-pt jump shot from 26 ft,92,84
400,4,0:15.0,Defensive rebound by K. Towns,,92,84
