,QUARTER,TIME_REMAINING,ATLANTA_ACTION,DALLAS_ACTION,ATLANTA_SCORE,DALLAS_SCORE
388,4,4:58.0,,H. Barnes makes 2-pt jump shot from 7 ft,85,74
389,4,4:46.0,Personal take foul by D. Nowitzki (drawn by D. Howard),,85,74
390,4,4:46.0,D. Howard makes free throw 1 of 2,,86,74
391,4,4:46.0,D. Howard misses free throw 2 of 2,,86,74
392,4,4:45.0,,Defensive rebound by D. Harris,86,74
393,4,4:34.0,,Shooting block foul by D. Howard (drawn by D. Harris),86,74
394,4,4:34.0,,D. Harris makes free throw 1 of 2,86,75
395,4,4:34.0,M. Muscala enters the game for D. Howard,,86,75
396,4,4:34.0,,D. Harris makes free throw 2 of 2,86,76
397,4,4:19.0,P. Millsap makes 2-pt jump shot from 9 ft (assist by D. Schröder),,88,76
398,4,4:02.0,,D. Harris misses 3-pt jump shot from 23 ft,88,76
399,4,4:00.0,Defensive rebound by M. Delaney,,88,76
400,4,3:52.0,P. Millsap makes 2-pt layup from 3 ft (assist by K. Bazemore),,90,76
401,4,3:50.0,,Dallas full timeout,90,76
402,4,3:50.0,,D. Powell enters the game for D. Nowitzki,90,76
403,4,3:50.0,,S. Curry enters the game for D. Harris,90,76
404,4,3:50.0,T. Hardaway enters the game for K. Bazemore,,90,76
405,4,3:35.0,,W. Matthews misses 2-pt jump shot from 20 ft,90,76
406,4,3:34.0,Defensive rebound by M. Delaney,,90,76
407,4,3:17.0,D. Schröder misses 2-pt layup from 3 ft,,90,76
408,4,3:16.0,,Defensive rebound by D. Williams,90,76
409,4,3:09.0,,D. Williams misses 3-pt jump shot from 25 ft,90,76
410,4,3:08.0,,Offensive rebound by D. Williams,90,76
411,4,3:02.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Williams),90,79
412,4,2:38.0,Shooting foul by H. Barnes (drawn by P. Millsap),,90,79
413,4,2:38.0,P. Millsap makes free throw 1 of 2,,91,79
414,4,2:38.0,,N. Brussino enters the game for H. Barnes,91,79
415,4,2:38.0,,D. Finney-Smith enters the game for W. Matthews,91,79
416,4,2:38.0,,J. Anderson enters the game for D. Williams,91,79
417,4,2:38.0,P. Millsap makes free throw 2 of 2,,92,79
418,4,2:27.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,92,79
419,4,2:26.0,Defensive rebound by P. Millsap,,92,79
420,4,2:20.0,Atlanta full timeout,,92,79
421,4,2:20.0,,S. Mejri enters the game for D. Powell,92,79
422,4,2:20.0,T. Prince enters the game for P. Millsap,,92,79
423,4,2:20.0,K. Humphries enters the game for D. Schröder,,92,79
424,4,2:10.0,M. Delaney misses 2-pt jump shot from 18 ft,,92,79
425,4,2:08.0,,Defensive rebound by S. Mejri,92,79
426,4,1:56.0,,J. Anderson makes 3-pt jump shot from 23 ft (assist by S. Curry),92,82
427,4,1:40.0,M. Muscala makes 2-pt layup from 1 ft (assist by T. Hardaway),,94,82
428,4,1:28.0,,S. Curry misses 2-pt jump shot from 12 ft,94,82
429,4,1:27.0,Defensive rebound by K. Humphries,,94,82
430,4,1:18.0,M. Muscala makes 3-pt jump shot from 25 ft (assist by T. Hardaway),,97,82
431,4,0:56.0,,N. Brussino misses 3-pt jump shot from 29 ft,97,82
432,4,0:56.0,Defensive rebound by M. Delaney,,97,82
433,4,0:38.0,Turnover by M. Delaney (bad pass; steal by J. Anderson),,97,82
434,4,0:30.0,,Personal foul by M. Delaney (drawn by J. Anderson),97,82
435,4,0:28.0,,Turnover by N. Brussino (bad pass; steal by M. Muscala),97,82
436,4,0:25.0,Turnover by K. Humphries (lost ball; steal by D. Finney-Smith),,97,82
437,4,0:13.0,,Turnover by S. Curry (bad pass; steal by T. Prince),97,82
