,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,NEW YORK_ACTION,MINNESOTA_SCORE,NEW YORK_SCORE
44,1,6:53.0,,Defensive rebound by C. Anthony,5,12
45,1,6:41.0,,J. Holiday misses 2-pt layup from 2 ft,5,12
46,1,6:41.0,,Offensive rebound by K. O'Quinn,5,12
47,1,6:38.0,,K. O'Quinn makes 2-pt layup from 1 ft,5,14
48,1,6:32.0,Z. LaVine makes 2-pt layup from 1 ft (assist by R. Rubio),,7,14
49,1,6:11.0,,K. Porziņģis misses 2-pt jump shot from 10 ft,7,14
50,1,6:10.0,Defensive rebound by G. Dieng,,7,14
51,1,6:07.0,Turnover by R. Rubio (bad pass),,7,14
52,1,5:57.0,,Personal foul by R. Rubio (drawn by K. Porziņģis),7,14
53,1,5:57.0,,New York full timeout,7,14
54,1,5:54.0,,Offensive foul by C. Anthony (drawn by A. Wiggins),7,14
55,1,5:54.0,,Turnover by C. Anthony (offensive foul),7,14
56,1,5:42.0,Z. LaVine misses 3-pt jump shot from 28 ft,,7,14
57,1,5:41.0,,Defensive rebound by K. O'Quinn,7,14
58,1,5:24.0,,K. O'Quinn makes 2-pt layup from 2 ft (assist by C. Anthony),7,16
59,1,5:13.0,Def 3 sec tech foul by K. O'Quinn,,7,16
60,1,5:13.0,R. Rubio makes technical free throw,,8,16
61,1,5:08.0,A. Wiggins misses 2-pt jump shot from 21 ft,,8,16
62,1,5:07.0,Offensive rebound by K. Towns,,8,16
63,1,5:05.0,K. Towns misses 2-pt layup from 1 ft,,8,16
64,1,5:03.0,,Defensive rebound by C. Anthony,8,16
65,1,4:57.0,,C. Anthony makes 2-pt jump shot from 20 ft,8,18
66,1,4:37.0,Turnover by Z. LaVine (bad pass; steal by C. Anthony),,8,18
67,1,4:24.0,,D. Rose makes 2-pt jump shot from 8 ft,8,20
68,1,4:07.0,Personal foul by J. Holiday (drawn by A. Wiggins),,8,20
69,1,4:07.0,,W. Hernangómez enters the game for K. Porziņģis,8,20
70,1,4:07.0,,M. Kuzminskas enters the game for K. O'Quinn,8,20
71,1,4:07.0,S. Muhammad enters the game for Z. LaVine,,8,20
72,1,3:55.0,R. Rubio misses 3-pt jump shot from 25 ft,,8,20
73,1,3:53.0,,Defensive rebound by J. Holiday,8,20
74,1,3:48.0,,J. Holiday makes 2-pt dunk at rim (assist by M. Kuzminskas),8,22
75,1,3:38.0,Personal foul by W. Hernangómez (drawn by K. Towns),,8,22
76,1,3:38.0,C. Aldrich enters the game for G. Dieng,,8,22
77,1,3:32.0,Turnover by K. Towns (bad pass; steal by J. Holiday),,8,22
78,1,3:31.0,,Turnover by W. Hernangómez (bad pass),8,22
79,1,3:23.0,K. Towns misses 2-pt jump shot from 14 ft,,8,22
80,1,3:23.0,,Defensive rebound by M. Kuzminskas,8,22
81,1,3:16.0,,Personal foul by K. Towns (drawn by C. Anthony),8,22
82,1,3:16.0,,C. Anthony makes free throw 1 of 2,8,23
83,1,3:16.0,N. Bjelica enters the game for K. Towns,,8,23
84,1,3:16.0,,C. Anthony makes free throw 2 of 2,8,24
85,1,2:57.0,R. Rubio makes 2-pt jump shot from 20 ft,,10,24
86,1,2:48.0,,C. Anthony misses 3-pt jump shot from 25 ft,10,24
87,1,2:47.0,Defensive rebound by C. Aldrich,,10,24
88,1,2:36.0,S. Muhammad makes 2-pt layup from 1 ft (assist by R. Rubio),,12,24
89,1,2:31.0,,New York full timeout,12,24
90,1,2:14.0,,C. Anthony misses 2-pt jump shot from 16 ft,12,24
91,1,2:13.0,Defensive rebound by A. Wiggins,,12,24
92,1,2:01.0,Turnover by A. Wiggins (traveling),,12,24
93,1,2:01.0,Technical foul by Team,,12,24
94,1,2:01.0,,K. Porziņģis enters the game for C. Anthony,12,24
95,1,2:01.0,,J. Holiday makes technical free throw,12,25
96,1,1:47.0,,W. Hernangómez misses 2-pt layup from 3 ft,12,25
97,1,1:47.0,Defensive rebound by N. Bjelica,,12,25
98,1,1:37.0,S. Muhammad makes 2-pt jump shot from 3 ft (assist by R. Rubio),,14,25
99,1,1:20.0,,D. Rose misses 2-pt jump shot from 4 ft (block by C. Aldrich),14,25
100,1,1:19.0,Defensive rebound by R. Rubio,,14,25
101,1,1:12.0,S. Muhammad makes 2-pt jump shot from 20 ft (assist by N. Bjelica),,16,25
102,1,1:00.0,,Turnover by K. Porziņģis (bad pass),16,25
103,1,0:48.0,N. Bjelica misses 3-pt jump shot from 24 ft,,16,25
104,1,0:48.0,,Defensive rebound by J. Holiday,16,25
105,1,0:43.0,,Personal foul by C. Aldrich (drawn by D. Rose),16,25
106,1,0:43.0,,D. Rose makes free throw 1 of 2,16,26
107,1,0:43.0,,S. Vujačić enters the game for J. Holiday,16,26
108,1,0:43.0,,D. Rose makes free throw 2 of 2,16,27
109,1,0:34.0,A. Wiggins misses 2-pt jump shot from 7 ft,,16,27
110,1,0:33.0,Offensive rebound by Team,,16,27
111,1,0:33.0,,Loose ball foul by M. Kuzminskas (drawn by C. Aldrich),16,27
112,1,0:30.0,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),,18,27
113,1,0:12.0,,S. Vujačić makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),18,30
114,1,0:01.0,S. Muhammad makes 3-pt jump shot from 24 ft (assist by N. Bjelica),,21,30
115,1,0:00.0,,D. Rose misses 3-pt jump shot from 79 ft,21,30
116,1,0:00.0,,Offensive rebound by Team,21,30
117,2,11:49.0,K. Dunn makes 2-pt layup from 3 ft,,23,30
118,2,11:29.0,,Turnover by B. Jennings (bad pass; steal by C. Aldrich),23,30
119,2,11:20.0,Z. LaVine misses 2-pt jump shot from 15 ft,,23,30
120,2,11:19.0,Offensive rebound by C. Aldrich,,23,30
121,2,11:05.0,N. Bjelica misses 3-pt jump shot from 26 ft,,23,30
122,2,11:05.0,,Defensive rebound by W. Hernangómez,23,30
123,2,10:54.0,,W. Hernangómez misses 2-pt jump shot from 5 ft (block by C. Aldrich),23,30
124,2,10:53.0,Defensive rebound by S. Muhammad,,23,30
125,2,10:51.0,Turnover by S. Muhammad (bad pass; steal by S. Vujačić),,23,30
126,2,10:30.0,,W. Hernangómez makes 2-pt dunk at rim (assist by S. Vujačić),23,32
127,2,10:09.0,C. Aldrich makes 2-pt jump shot from 7 ft (assist by K. Dunn),,25,32
128,2,9:57.0,,B. Jennings misses 3-pt jump shot from 25 ft,25,32
129,2,9:56.0,Defensive rebound by C. Aldrich,,25,32
130,2,9:46.0,C. Aldrich makes 2-pt hook shot from 7 ft,,27,32
131,2,9:28.0,,B. Jennings makes 2-pt layup from 1 ft (assist by W. Hernangómez),27,34
132,2,9:06.0,N. Bjelica makes 3-pt jump shot from 25 ft (assist by K. Dunn),,30,34
133,2,8:52.0,,B. Jennings misses 3-pt jump shot from 25 ft,30,34
134,2,8:51.0,Defensive rebound by C. Aldrich,,30,34
135,2,8:31.0,Z. LaVine misses 3-pt jump shot from 24 ft,,30,34
136,2,8:30.0,,Defensive rebound by K. Porziņģis,30,34
137,2,8:23.0,,W. Hernangómez makes 2-pt layup at rim (assist by B. Jennings),30,36
138,2,8:07.0,S. Muhammad misses 3-pt jump shot from 24 ft,,30,36
139,2,8:06.0,,Defensive rebound by B. Jennings,30,36
140,2,7:59.0,,S. Vujačić makes 3-pt jump shot from 25 ft (assist by B. Jennings),30,39
141,2,7:50.0,Minnesota full timeout,,30,39
142,2,7:50.0,,K. O'Quinn enters the game for W. Hernangómez,30,39
143,2,7:38.0,N. Bjelica makes 2-pt hook shot from 7 ft,,32,39
144,2,7:24.0,,Turnover by K. Porziņģis (traveling),32,39
145,2,7:05.0,N. Bjelica makes 2-pt jump shot from 21 ft (assist by K. Dunn),,34,39
146,2,6:47.0,,Def 3 sec tech foul by C. Aldrich,34,39
147,2,6:47.0,,K. Porziņģis makes technical free throw,34,40
148,2,6:35.0,,M. Kuzminskas makes 2-pt dunk at rim,34,42
149,2,6:23.0,N. Bjelica makes 2-pt jump shot from 4 ft (assist by K. Dunn),,36,42
150,2,6:15.0,,Personal foul by K. Dunn (drawn by B. Jennings),36,42
151,2,6:15.0,G. Dieng enters the game for C. Aldrich,,36,42
152,2,6:09.0,,C. Anthony enters the game for M. Kuzminskas,36,42
153,2,6:09.0,A. Wiggins enters the game for S. Muhammad,,36,42
154,2,6:09.0,Violation by Team (jump ball),,36,42
155,2,6:07.0,,K. Porziņģis misses 2-pt jump shot from 18 ft,36,42
156,2,6:06.0,,Offensive rebound by Team,36,42
157,2,6:06.0,Loose ball foul by N. Bjelica (drawn by K. O'Quinn),,36,42
158,2,6:06.0,K. Towns enters the game for N. Bjelica,,36,42
159,2,5:52.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),36,45
160,2,5:35.0,Turnover by K. Towns (bad pass; steal by S. Vujačić),,36,45
161,2,5:28.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by S. Vujačić),36,48
162,2,5:15.0,Minnesota full timeout,,36,48
163,2,5:15.0,,D. Rose enters the game for S. Vujačić,36,48
164,2,5:07.0,A. Wiggins makes 2-pt jump shot from 18 ft (assist by Z. LaVine),,38,48
165,2,4:53.0,,K. Porziņģis makes 3-pt jump shot from 23 ft (assist by B. Jennings),38,51
166,2,4:37.0,Z. LaVine misses 2-pt layup from 2 ft,,38,51
167,2,4:36.0,Offensive rebound by G. Dieng,,38,51
168,2,4:35.0,G. Dieng makes 2-pt layup at rim,,40,51
169,2,4:19.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by B. Jennings),40,53
170,2,4:02.0,A. Wiggins makes 2-pt layup from 1 ft,,42,53
171,2,3:42.0,,Turnover by D. Rose (step out of bounds),42,53
172,2,3:42.0,R. Rubio enters the game for K. Dunn,,42,53
173,2,3:21.0,A. Wiggins misses 3-pt jump shot from 26 ft,,42,53
174,2,3:20.0,,Defensive rebound by K. Porziņģis,42,53
175,2,3:08.0,,Personal foul by Z. LaVine (drawn by C. Anthony),42,53
176,2,3:08.0,,L. Thomas enters the game for K. Porziņģis,42,53
177,2,2:51.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by L. Thomas),42,55
178,2,2:42.0,Z. LaVine makes 2-pt jump shot from 8 ft (assist by K. Towns),,44,55
179,2,2:42.0,Shooting block foul by K. O'Quinn (drawn by Z. LaVine),,44,55
180,2,2:42.0,Official timeout,,44,55
181,2,2:42.0,Z. LaVine makes free throw 1 of 1,,45,55
182,2,2:30.0,,C. Anthony makes 2-pt jump shot from 19 ft (assist by B. Jennings),45,57
183,2,2:14.0,A. Wiggins misses 2-pt jump shot from 21 ft,,45,57
184,2,2:12.0,,Defensive rebound by K. O'Quinn,45,57
185,2,2:02.0,,L. Thomas misses 3-pt jump shot from 26 ft,45,57
186,2,2:01.0,Defensive rebound by G. Dieng,,45,57
187,2,1:47.0,Shooting foul by C. Anthony (drawn by A. Wiggins),,45,57
188,2,1:47.0,A. Wiggins makes free throw 1 of 2,,46,57
189,2,1:47.0,A. Wiggins misses free throw 2 of 2,,46,57
190,2,1:45.0,,Defensive rebound by C. Anthony,46,57
191,2,1:29.0,,C. Anthony misses 2-pt layup from 1 ft,46,57
192,2,1:28.0,,Offensive rebound by K. O'Quinn,46,57
193,2,1:27.0,,K. O'Quinn makes 2-pt layup from 1 ft,46,59
194,2,1:18.0,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),,48,59
195,2,1:04.0,,L. Thomas makes 3-pt jump shot from 22 ft (assist by D. Rose),48,62
196,2,0:52.0,Shooting foul by K. O'Quinn (drawn by K. Towns),,48,62
197,2,0:52.0,K. Towns makes free throw 1 of 2,,49,62
198,2,0:52.0,K. Towns makes free throw 2 of 2,,50,62
199,2,0:33.0,,Shooting foul by G. Dieng (drawn by D. Rose),50,62
200,2,0:33.0,,D. Rose misses free throw 1 of 2,50,62
201,2,0:33.0,,Offensive rebound by Team,50,62
202,2,0:33.0,,D. Rose misses free throw 2 of 2,50,62
203,2,0:33.0,Defensive rebound by K. Towns,,50,62
204,2,0:17.0,Personal foul by K. O'Quinn (drawn by Z. LaVine),,50,62
205,2,0:17.0,Z. LaVine makes free throw 1 of 2,,51,62
206,2,0:17.0,,K. Porziņģis enters the game for K. O'Quinn,51,62
207,2,0:17.0,N. Bjelica enters the game for G. Dieng,,51,62
208,2,0:17.0,K. Dunn enters the game for K. Towns,,51,62
209,2,0:17.0,Z. LaVine makes free throw 2 of 2,,52,62
210,2,0:17.0,,New York full timeout,52,62
211,2,0:01.0,,C. Anthony misses 2-pt jump shot from 11 ft,52,62
212,2,0:00.0,,Offensive rebound by Team,52,62
213,3,11:46.0,Turnover by K. Towns (traveling),,52,62
214,3,11:28.0,,K. Porziņģis misses 2-pt jump shot from 20 ft,52,62
215,3,11:28.0,Defensive rebound by K. Towns,,52,62
216,3,11:18.0,K. Towns makes 3-pt jump shot from 25 ft (assist by Z. LaVine),,55,62
217,3,10:57.0,,D. Rose makes 2-pt jump shot from 12 ft,55,64
218,3,10:41.0,Offensive foul by G. Dieng (drawn by D. Rose),,55,64
219,3,10:41.0,Turnover by G. Dieng (offensive foul),,55,64
220,3,10:23.0,,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by C. Anthony),55,67
221,3,10:12.0,Offensive foul by G. Dieng (drawn by D. Rose),,55,67
222,3,10:12.0,Turnover by G. Dieng (offensive foul),,55,67
223,3,10:12.0,C. Aldrich enters the game for G. Dieng,,55,67
224,3,9:50.0,,D. Rose makes 2-pt jump shot from 21 ft (assist by K. Porziņģis),55,69
225,3,9:41.0,Shooting foul by K. Porziņģis (drawn by K. Towns),,55,69
226,3,9:41.0,K. Towns makes free throw 1 of 2,,56,69
227,3,9:41.0,K. Towns makes free throw 2 of 2,,57,69
228,3,9:29.0,,J. Holiday misses 3-pt jump shot from 24 ft,57,69
229,3,9:28.0,Defensive rebound by A. Wiggins,,57,69
230,3,9:22.0,Shooting foul by J. Holiday (drawn by A. Wiggins),,57,69
231,3,9:22.0,A. Wiggins makes free throw 1 of 2,,58,69
232,3,9:22.0,A. Wiggins makes free throw 2 of 2,,59,69
233,3,9:08.0,,Turnover by J. Holiday (bad pass),59,69
234,3,8:52.0,Z. LaVine makes 2-pt jump shot from 16 ft (assist by C. Aldrich),,61,69
235,3,8:37.0,,D. Rose misses 2-pt layup from 1 ft (block by C. Aldrich),61,69
236,3,8:36.0,Defensive rebound by C. Aldrich,,61,69
237,3,8:32.0,Shooting foul by J. Holiday (drawn by A. Wiggins),,61,69
238,3,8:32.0,A. Wiggins makes free throw 1 of 2,,62,69
239,3,8:32.0,A. Wiggins makes free throw 2 of 2,,63,69
240,3,8:14.0,,C. Anthony misses 2-pt jump shot from 7 ft,63,69
241,3,8:13.0,,Offensive rebound by K. O'Quinn,63,69
242,3,8:12.0,,K. O'Quinn makes 2-pt layup from 1 ft,63,71
243,3,8:01.0,C. Aldrich misses 2-pt jump shot from 6 ft (block by K. Porziņģis),,63,71
244,3,7:59.0,,Defensive rebound by K. O'Quinn,63,71
245,3,7:50.0,,K. O'Quinn makes 2-pt dunk at rim (assist by D. Rose),63,73
246,3,7:48.0,Minnesota full timeout,,63,73
247,3,7:33.0,K. Towns misses 2-pt jump shot from 20 ft,,63,73
248,3,7:33.0,Offensive rebound by C. Aldrich,,63,73
249,3,7:32.0,Shooting foul by K. Porziņģis (drawn by K. Towns),,63,73
250,3,7:32.0,K. Towns misses free throw 1 of 2,,63,73
251,3,7:32.0,Offensive rebound by Team,,63,73
252,3,7:32.0,K. Towns makes free throw 2 of 2,,64,73
253,3,7:12.0,,D. Rose makes 2-pt jump shot from 4 ft,64,75
254,3,6:58.0,Z. LaVine misses 3-pt jump shot from 25 ft,,64,75
255,3,6:57.0,,Defensive rebound by J. Holiday,64,75
256,3,6:53.0,,Shooting foul by R. Rubio (drawn by J. Holiday),64,75
257,3,6:53.0,,J. Holiday makes free throw 1 of 2,64,76
258,3,6:53.0,,J. Holiday makes free throw 2 of 2,64,77
259,3,6:41.0,Shooting foul by K. O'Quinn (drawn by K. Towns),,64,77
260,3,6:41.0,K. Towns makes free throw 1 of 2,,65,77
261,3,6:41.0,K. Towns makes free throw 2 of 2,,66,77
262,3,6:21.0,,K. O'Quinn misses 2-pt layup from 2 ft (block by K. Towns),66,77
263,3,6:20.0,Defensive rebound by C. Aldrich,,66,77
264,3,6:17.0,Z. LaVine misses 2-pt layup from 2 ft (block by K. Porziņģis),,66,77
265,3,6:15.0,,Defensive rebound by D. Rose,66,77
266,3,6:09.0,,C. Anthony makes 3-pt jump shot from 26 ft (assist by D. Rose),66,80
267,3,6:05.0,Minnesota full timeout,,66,80
268,3,6:05.0,,W. Hernangómez enters the game for K. O'Quinn,66,80
269,3,5:56.0,A. Wiggins misses 2-pt jump shot from 16 ft,,66,80
270,3,5:54.0,Offensive rebound by C. Aldrich,,66,80
271,3,5:54.0,C. Aldrich misses 2-pt layup from 1 ft,,66,80
272,3,5:51.0,Offensive rebound by C. Aldrich,,66,80
273,3,5:51.0,C. Aldrich makes 2-pt layup from 1 ft,,68,80
274,3,5:37.0,,Turnover by K. Porziņģis (lost ball),68,80
275,3,5:16.0,K. Towns makes 3-pt jump shot from 26 ft (assist by A. Wiggins),,71,80
276,3,4:58.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by D. Rose),71,83
277,3,4:48.0,K. Towns misses 2-pt layup from 1 ft,,71,83
278,3,4:47.0,,Defensive rebound by J. Holiday,71,83
279,3,4:40.0,,J. Holiday misses 3-pt jump shot from 26 ft,71,83
280,3,4:39.0,Defensive rebound by Z. LaVine,,71,83
281,3,4:23.0,Shooting foul by W. Hernangómez (drawn by A. Wiggins),,71,83
282,3,4:23.0,A. Wiggins makes free throw 1 of 2,,72,83
283,3,4:23.0,S. Muhammad enters the game for Z. LaVine,,72,83
284,3,4:23.0,A. Wiggins makes free throw 2 of 2,,73,83
285,3,4:09.0,,C. Anthony makes 2-pt jump shot from 16 ft (assist by D. Rose),73,85
286,3,3:54.0,K. Towns makes 2-pt layup from 1 ft,,75,85
287,3,3:38.0,,D. Rose makes 2-pt jump shot from 15 ft,75,87
288,3,3:35.0,Personal foul by D. Rose (drawn by C. Aldrich),,75,87
289,3,3:35.0,C. Aldrich makes free throw 1 of 2,,76,87
290,3,3:35.0,C. Aldrich makes free throw 2 of 2,,77,87
291,3,3:22.0,,Shooting foul by K. Towns (drawn by K. Porziņģis),77,87
292,3,3:22.0,,K. Porziņģis makes free throw 1 of 2,77,88
293,3,3:22.0,,B. Jennings enters the game for D. Rose,77,88
294,3,3:22.0,,K. Porziņģis makes free throw 2 of 2,77,89
295,3,3:07.0,A. Wiggins makes 2-pt jump shot from 7 ft,,79,89
296,3,2:55.0,,Shooting foul by A. Wiggins (drawn by C. Anthony),79,89
297,3,2:55.0,,C. Anthony makes free throw 1 of 2,79,90
298,3,2:55.0,,M. Kuzminskas enters the game for K. Porziņģis,79,90
299,3,2:55.0,,C. Anthony makes free throw 2 of 2,79,91
300,3,2:44.0,K. Towns makes 3-pt jump shot from 26 ft (assist by R. Rubio),,82,91
301,3,2:34.0,Violation by C. Aldrich (kicked ball),,82,91
302,3,2:26.0,,C. Anthony misses 2-pt jump shot from 19 ft,82,91
303,3,2:25.0,Defensive rebound by K. Towns,,82,91
304,3,2:10.0,K. Dunn enters the game for R. Rubio,,82,91
305,3,2:10.0,N. Bjelica enters the game for K. Towns,,82,91
306,3,2:07.0,N. Bjelica makes 2-pt dunk at rim (assist by S. Muhammad),,84,91
307,3,1:51.0,,C. Anthony makes 3-pt jump shot from 23 ft (assist by B. Jennings),84,94
308,3,1:33.0,A. Wiggins misses 2-pt jump shot from 18 ft,,84,94
309,3,1:33.0,Offensive rebound by N. Bjelica,,84,94
310,3,1:30.0,N. Bjelica misses 2-pt layup from 1 ft,,84,94
311,3,1:29.0,,Defensive rebound by W. Hernangómez,84,94
312,3,1:26.0,,Turnover by B. Jennings (bad pass; steal by A. Wiggins),84,94
313,3,1:15.0,A. Wiggins misses 3-pt jump shot from 26 ft,,84,94
314,3,1:15.0,Offensive rebound by C. Aldrich,,84,94
315,3,1:04.0,K. Dunn misses 2-pt jump shot from 23 ft,,84,94
316,3,1:03.0,,Defensive rebound by C. Anthony,84,94
317,3,0:47.0,,M. Kuzminskas makes 2-pt layup from 1 ft (assist by B. Jennings),84,96
318,3,0:37.0,K. Dunn makes 2-pt jump shot from 6 ft,,86,96
319,3,0:31.0,,M. Kuzminskas misses 3-pt jump shot from 23 ft,86,96
320,3,0:30.0,,Offensive rebound by W. Hernangómez,86,96
321,3,0:30.0,,W. Hernangómez makes 2-pt layup from 1 ft,86,98
322,3,0:15.0,C. Aldrich makes 2-pt layup from 1 ft (assist by A. Wiggins),,88,98
323,3,0:05.0,,Personal foul by A. Wiggins (drawn by C. Anthony),88,98
324,3,0:05.0,,New York full timeout,88,98
325,3,0:02.0,,C. Anthony misses 3-pt jump shot from 25 ft,88,98
326,3,0:00.0,Defensive rebound by S. Muhammad,,88,98
327,4,11:43.0,,Turnover by K. Porziņģis (bad pass),88,98
328,4,11:28.0,Z. LaVine makes 3-pt jump shot from 24 ft (assist by C. Aldrich),,91,98
329,4,11:13.0,,Personal foul by C. Aldrich (drawn by W. Hernangómez),91,98
330,4,11:05.0,,S. Vujačić misses 3-pt jump shot from 25 ft,91,98
331,4,11:04.0,,Offensive rebound by Team,91,98
332,4,10:52.0,,W. Hernangómez misses 2-pt layup from 1 ft,91,98
333,4,10:51.0,Defensive rebound by N. Bjelica,,91,98
334,4,10:46.0,Shooting foul by K. Porziņģis (drawn by K. Dunn),,91,98
335,4,10:46.0,K. Dunn makes free throw 1 of 2,,92,98
336,4,10:46.0,K. Dunn makes free throw 2 of 2,,93,98
337,4,10:35.0,,Personal foul by S. Muhammad (drawn by M. Kuzminskas),93,98
338,4,10:29.0,,Turnover by B. Jennings (traveling),93,98
339,4,10:05.0,S. Muhammad misses 3-pt jump shot from 23 ft,,93,98
340,4,10:04.0,,Defensive rebound by W. Hernangómez,93,98
341,4,9:47.0,,Turnover by W. Hernangómez (bad pass; steal by C. Aldrich),93,98
342,4,9:43.0,,K. O'Quinn enters the game for W. Hernangómez,93,98
343,4,9:39.0,Z. LaVine misses 2-pt jump shot from 19 ft,,93,98
344,4,9:39.0,,Defensive rebound by B. Jennings,93,98
345,4,9:27.0,,K. O'Quinn makes 2-pt jump shot from 18 ft (assist by B. Jennings),93,100
346,4,9:12.0,Z. LaVine makes 2-pt jump shot from 17 ft,,95,100
347,4,8:54.0,,B. Jennings misses 2-pt layup from 1 ft,95,100
348,4,8:54.0,Defensive rebound by K. Dunn,,95,100
349,4,8:46.0,N. Bjelica misses 3-pt jump shot from 26 ft,,95,100
350,4,8:45.0,,Defensive rebound by B. Jennings,95,100
351,4,8:34.0,,Turnover by K. O'Quinn (bad pass; steal by Z. LaVine),95,100
352,4,8:24.0,S. Muhammad makes 3-pt jump shot from 24 ft (assist by N. Bjelica),,98,100
353,4,8:06.0,,Turnover by B. Jennings (lost ball; steal by K. Dunn),98,100
354,4,8:01.0,S. Muhammad makes 2-pt dunk at rim (assist by Z. LaVine),,100,100
355,4,8:01.0,,New York full timeout,100,100
356,4,8:01.0,,J. Holiday enters the game for S. Vujačić,100,100
357,4,8:01.0,,D. Rose enters the game for B. Jennings,100,100
358,4,7:42.0,,M. Kuzminskas misses 2-pt jump shot from 20 ft,100,100
359,4,7:41.0,Defensive rebound by C. Aldrich,,100,100
360,4,7:18.0,S. Muhammad misses 2-pt jump shot from 7 ft,,100,100
361,4,7:17.0,Offensive rebound by N. Bjelica,,100,100
362,4,7:11.0,S. Muhammad misses 3-pt jump shot from 24 ft,,100,100
363,4,7:10.0,,Defensive rebound by D. Rose,100,100
364,4,7:02.0,,Shooting foul by K. Dunn (drawn by D. Rose),100,100
365,4,7:02.0,,D. Rose misses free throw 1 of 2,100,100
366,4,7:02.0,,Offensive rebound by Team,100,100
367,4,7:02.0,,D. Rose makes free throw 2 of 2,100,101
368,4,6:45.0,Turnover by S. Muhammad (bad pass; steal by D. Rose),,100,101
369,4,6:39.0,,J. Holiday misses 3-pt jump shot from 24 ft,100,101
370,4,6:39.0,Defensive rebound by C. Aldrich,,100,101
371,4,6:34.0,Z. LaVine makes 2-pt dunk at rim (assist by K. Dunn),,102,101
372,4,6:18.0,,Shooting foul by K. Dunn (drawn by K. Porziņģis),102,101
