,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,NEW ORLEANS_ACTION,GOLDEN STATE_SCORE,NEW ORLEANS_SCORE
106,2,11:18.0,,Defensive rebound by T. Frazier,33,35
107,2,10:58.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by E. Moore),33,38
108,2,10:38.0,K. Durant misses 2-pt jump shot from 18 ft,,33,38
109,2,10:36.0,,Defensive rebound by T. Jones,33,38
110,2,10:27.0,,Turnover by E. Moore (lost ball),33,38
111,2,10:12.0,S. Livingston makes 2-pt jump shot from 14 ft (assist by K. Durant),,35,38
112,2,9:58.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by E. Moore),35,41
113,2,9:41.0,A. Iguodala makes 3-pt jump shot from 26 ft (assist by K. Durant),,38,41
114,2,9:18.0,,R. Williams misses 2-pt jump shot from 4 ft,38,41
115,2,9:17.0,,Offensive rebound by T. Jones,38,41
116,2,9:16.0,,T. Jones misses 2-pt layup from 3 ft,38,41
117,2,9:16.0,Defensive rebound by A. Iguodala,,38,41
118,2,9:12.0,,Violation by T. Frazier (kicked ball),38,41
119,2,9:06.0,S. Livingston misses 2-pt jump shot from 13 ft,,38,41
120,2,9:05.0,,Defensive rebound by T. Frazier,38,41
121,2,8:55.0,,Shooting foul by K. Durant (drawn by E. Moore),38,41
122,2,8:55.0,Official timeout,,38,41
123,2,8:55.0,,E. Moore makes free throw 1 of 2,38,42
124,2,8:55.0,,E. Moore makes free throw 2 of 2,38,43
125,2,8:42.0,D. West misses 2-pt layup from 3 ft,,38,43
126,2,8:42.0,,Defensive rebound by T. Jones,38,43
127,2,8:36.0,,E. Moore misses 3-pt jump shot from 26 ft,38,43
128,2,8:35.0,Defensive rebound by A. Iguodala,,38,43
129,2,8:22.0,D. West makes 2-pt jump shot from 19 ft (assist by S. Livingston),,40,43
130,2,7:58.0,,T. Jones makes 2-pt layup from 3 ft,40,45
131,2,7:44.0,K. Thompson makes 2-pt jump shot from 14 ft (assist by A. Iguodala),,42,45
132,2,7:17.0,,R. Williams misses 3-pt jump shot from 28 ft,42,45
133,2,7:16.0,Defensive rebound by A. Iguodala,,42,45
134,2,7:09.0,Turnover by K. Durant (bad pass; steal by R. Williams),,42,45
135,2,7:06.0,,E. Moore makes 2-pt dunk at rim (assist by R. Williams),42,47
136,2,6:42.0,K. Thompson misses 3-pt jump shot from 23 ft,,42,47
137,2,6:41.0,Offensive rebound by Team,,42,47
138,2,6:41.0,,Loose ball foul by E. Moore (drawn by D. West),42,47
139,2,6:41.0,D. Green enters the game for K. Durant,,42,47
140,2,6:41.0,I. Clark enters the game for A. Iguodala,,42,47
141,2,6:41.0,,A. Davis enters the game for T. Jones,42,47
142,2,6:41.0,,J. Holiday enters the game for E. Moore,42,47
143,2,6:38.0,K. Thompson makes 2-pt jump shot from 20 ft (assist by D. Green),,44,47
144,2,6:17.0,,R. Williams makes 3-pt jump shot from 25 ft,44,50
145,2,5:55.0,K. Thompson misses 3-pt jump shot from 25 ft,,44,50
146,2,5:55.0,,Defensive rebound by A. Davis,44,50
147,2,5:50.0,,Turnover by T. Frazier (bad pass),44,50
148,2,5:50.0,,New Orleans full timeout,44,50
149,2,5:50.0,S. Curry enters the game for K. Thompson,,44,50
150,2,5:50.0,P. McCaw enters the game for D. West,,44,50
151,2,5:41.0,S. Livingston misses 2-pt jump shot from 16 ft,,44,50
152,2,5:40.0,,Defensive rebound by A. Davis,44,50
153,2,5:24.0,,Shooting foul by I. Clark (drawn by R. Williams),44,50
154,2,5:24.0,,R. Williams makes free throw 1 of 2,44,51
155,2,5:24.0,,R. Williams makes free throw 2 of 2,44,52
156,2,5:11.0,I. Clark makes 3-pt jump shot from 26 ft (assist by S. Curry),,47,52
157,2,4:50.0,,L. Galloway misses 3-pt jump shot from 26 ft,47,52
158,2,4:49.0,Defensive rebound by S. Livingston,,47,52
159,2,4:42.0,Personal foul by T. Frazier (drawn by D. Green),,47,52
160,2,4:34.0,D. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),,50,52
161,2,4:24.0,,T. Frazier makes 2-pt jump shot from 21 ft,50,54
162,2,4:11.0,Turnover by S. Curry (bad pass; steal by J. Holiday),,50,54
163,2,4:03.0,,L. Galloway misses 3-pt jump shot from 26 ft,50,54
164,2,4:03.0,,Offensive rebound by L. Galloway,50,54
165,2,4:03.0,,Turnover by L. Galloway (lost ball; steal by P. McCaw),50,54
166,2,3:51.0,I. Clark misses 3-pt jump shot from 26 ft,,50,54
167,2,3:50.0,Offensive rebound by P. McCaw,,50,54
168,2,3:46.0,Turnover by P. McCaw (bad pass; steal by L. Galloway),,50,54
169,2,3:40.0,,L. Galloway misses 3-pt jump shot from 26 ft,50,54
170,2,3:39.0,Defensive rebound by D. Green,,50,54
171,2,3:32.0,S. Livingston misses 2-pt layup from 2 ft (block by A. Davis),,50,54
172,2,3:28.0,,Defensive rebound by L. Galloway,50,54
173,2,3:24.0,,Turnover by A. Davis (bad pass),50,54
174,2,3:24.0,,S. Hill enters the game for L. Galloway,50,54
175,2,3:24.0,Golden State full timeout,,50,54
176,2,3:24.0,A. Iguodala enters the game for S. Livingston,,50,54
177,2,3:24.0,K. Durant enters the game for I. Clark,,50,54
178,2,3:24.0,K. Thompson enters the game for P. McCaw,,50,54
179,2,3:24.0,,B. Hield enters the game for R. Williams,50,54
180,2,3:11.0,D. Green makes 2-pt layup from 1 ft (assist by K. Thompson),,52,54
181,2,2:51.0,,S. Hill makes 3-pt jump shot from 24 ft (assist by T. Frazier),52,57
182,2,2:36.0,Personal foul by J. Holiday (drawn by S. Curry),,52,57
183,2,2:27.0,A. Iguodala misses 3-pt jump shot from 24 ft,,52,57
184,2,2:26.0,,Defensive rebound by B. Hield,52,57
185,2,2:07.0,,Shooting foul by D. Green (drawn by A. Davis),52,57
186,2,2:07.0,,A. Davis makes free throw 1 of 2,52,58
187,2,2:07.0,,A. Davis makes free throw 2 of 2,52,59
188,2,1:50.0,K. Durant makes 2-pt jump shot from 18 ft (assist by D. Green),,54,59
189,2,1:38.0,,A. Davis makes 2-pt jump shot from 3 ft (assist by T. Frazier),54,61
190,2,1:38.0,,Shooting foul by K. Thompson (drawn by A. Davis),54,61
191,2,1:38.0,,A. Davis makes free throw 1 of 1,54,62
192,2,1:20.0,Shooting foul by J. Holiday (drawn by S. Curry),,54,62
193,2,1:20.0,S. Curry makes free throw 1 of 2,,55,62
194,2,1:20.0,,L. Galloway enters the game for J. Holiday,55,62
195,2,1:20.0,S. Curry makes free throw 2 of 2,,56,62
196,2,1:05.0,,S. Hill misses 2-pt layup from 2 ft,56,62
197,2,1:01.0,,Offensive rebound by S. Hill,56,62
198,2,0:50.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by A. Davis),56,65
199,2,0:32.0,D. Green misses 3-pt jump shot from 26 ft,,56,65
200,2,0:30.0,Offensive rebound by S. Curry,,56,65
201,2,0:29.0,S. Curry makes 2-pt layup from 2 ft,,58,65
202,2,0:15.0,,New Orleans full timeout,58,65
203,2,0:15.0,S. Livingston enters the game for K. Durant,,58,65
204,2,0:03.0,,T. Frazier misses 2-pt jump shot from 17 ft,58,65
205,2,0:03.0,Defensive rebound by D. Green,,58,65
206,2,0:00.0,S. Curry misses 3-pt jump shot from 41 ft,,58,65
207,2,0:00.0,Offensive rebound by Team,,58,65
208,3,11:38.0,J. McGee makes 2-pt dunk at rim (assist by S. Curry),,60,65
209,3,11:23.0,,Turnover by S. Hill (traveling),60,65
210,3,11:15.0,K. Durant makes 2-pt jump shot from 11 ft,,62,65
211,3,10:51.0,,B. Hield makes 2-pt jump shot from 15 ft,62,67
212,3,10:42.0,S. Curry makes 2-pt layup from 1 ft,,64,67
213,3,10:42.0,Shooting foul by B. Hield (drawn by S. Curry),,64,67
214,3,10:42.0,S. Curry makes free throw 1 of 1,,65,67
215,3,10:27.0,,A. Davis makes 2-pt jump shot from 5 ft,65,69
216,3,10:27.0,,Shooting foul by S. Curry (drawn by A. Davis),65,69
217,3,10:27.0,,A. Davis makes free throw 1 of 1,65,70
218,3,10:17.0,Personal foul by J. Holiday (drawn by J. McGee),,65,70
219,3,10:08.0,K. Thompson misses 2-pt layup from 2 ft (block by B. Hield),,65,70
220,3,10:06.0,,Defensive rebound by B. Hield,65,70
221,3,9:59.0,,A. Davis makes 2-pt jump shot from 16 ft,65,72
222,3,9:40.0,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Green),,68,72
223,3,9:34.0,,S. Hill makes 2-pt layup from 1 ft (assist by J. Holiday),68,74
224,3,9:23.0,D. Green misses 2-pt layup from 1 ft (block by A. Ajinça),,68,74
225,3,9:22.0,,Defensive rebound by J. Holiday,68,74
226,3,9:13.0,,Turnover by J. Holiday (bad pass),68,74
227,3,9:06.0,D. Green makes 2-pt layup from 2 ft,,70,74
228,3,9:05.0,,New Orleans full timeout,70,74
229,3,8:53.0,,Turnover by A. Davis (lost ball; steal by D. Green),70,74
230,3,8:40.0,S. Curry makes 3-pt jump shot from 26 ft,,73,74
231,3,8:21.0,,B. Hield misses 3-pt jump shot from 26 ft,73,74
232,3,8:20.0,Defensive rebound by K. Durant,,73,74
233,3,8:14.0,K. Durant misses 3-pt jump shot from 25 ft,,73,74
234,3,8:13.0,Offensive rebound by S. Curry,,73,74
235,3,8:04.0,D. Green misses 2-pt layup from 2 ft (block by A. Davis),,73,74
236,3,8:03.0,Offensive rebound by Team,,73,74
237,3,7:50.0,D. Green misses 3-pt jump shot from 29 ft,,73,74
238,3,7:48.0,,Defensive rebound by J. Holiday,73,74
239,3,7:42.0,,S. Hill misses 3-pt jump shot from 28 ft,73,74
240,3,7:41.0,Defensive rebound by J. McGee,,73,74
241,3,7:32.0,D. Green misses 2-pt layup from 2 ft (block by A. Ajinça),,73,74
242,3,7:32.0,Offensive rebound by Team,,73,74
243,3,7:31.0,Inbound foul by S. Hill,,73,74
244,3,7:31.0,K. Durant makes free throw 1 of 1,,74,74
245,3,7:27.0,J. McGee makes 2-pt layup from 1 ft (assist by S. Curry),,76,74
246,3,7:15.0,,Offensive foul by A. Ajinça (drawn by K. Durant),76,74
247,3,7:15.0,,Turnover by A. Ajinça (offensive foul),76,74
248,3,7:03.0,K. Durant makes 3-pt jump shot from 26 ft (assist by D. Green),,79,74
249,3,6:46.0,,Shooting foul by D. Green (drawn by J. Holiday),79,74
250,3,6:46.0,,J. Holiday makes free throw 1 of 2,79,75
251,3,6:46.0,,J. Holiday misses free throw 2 of 2,79,75
252,3,6:46.0,,T. Jones enters the game for A. Ajinça,79,75
253,3,6:46.0,,E. Moore enters the game for B. Hield,79,75
254,3,6:43.0,Defensive rebound by D. Green,,79,75
255,3,6:19.0,S. Curry makes 2-pt jump shot from 22 ft (assist by D. Green),,81,75
256,3,6:09.0,,J. Holiday misses 3-pt jump shot from 27 ft,81,75
257,3,6:08.0,Defensive rebound by J. McGee,,81,75
258,3,5:59.0,K. Durant makes 2-pt dunk at rim (assist by S. Curry),,83,75
259,3,5:53.0,,New Orleans full timeout,83,75
260,3,5:42.0,,J. Holiday makes 2-pt jump shot from 10 ft,83,77
261,3,5:18.0,S. Curry misses 2-pt jump shot from 16 ft,,83,77
262,3,5:18.0,,Defensive rebound by A. Davis,83,77
263,3,5:08.0,,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),83,79
264,3,4:52.0,K. Durant makes 2-pt jump shot from 16 ft (assist by S. Curry),,85,79
265,3,4:39.0,,J. Holiday misses 2-pt layup from 3 ft,85,79
266,3,4:38.0,Defensive rebound by K. Thompson,,85,79
267,3,4:29.0,K. Durant makes 2-pt dunk at rim (assist by D. Green),,87,79
268,3,4:12.0,,S. Hill makes 3-pt jump shot from 24 ft (assist by A. Davis),87,82
269,3,3:51.0,S. Curry misses 2-pt layup from 2 ft (block by A. Davis),,87,82
270,3,3:50.0,,Defensive rebound by S. Hill,87,82
271,3,3:46.0,,S. Hill makes 2-pt layup from 1 ft,87,84
272,3,3:46.0,Golden State full timeout,,87,84
273,3,3:46.0,K. Looney enters the game for K. Thompson,,87,84
274,3,3:46.0,I. Clark enters the game for J. McGee,,87,84
275,3,3:46.0,A. Iguodala enters the game for K. Durant,,87,84
276,3,3:23.0,Turnover by K. Looney (lost ball; steal by J. Holiday),,87,84
277,3,3:20.0,,J. Holiday misses 2-pt layup from 1 ft (block by D. Green),87,84
278,3,3:20.0,,Offensive rebound by Team,87,84
279,3,3:20.0,,L. Galloway enters the game for S. Hill,87,84
280,3,3:13.0,,Shooting foul by S. Curry (drawn by J. Holiday),87,84
281,3,3:13.0,,J. Holiday makes free throw 1 of 2,87,85
282,3,3:13.0,,J. Holiday misses free throw 2 of 2,87,85
283,3,3:12.0,Defensive rebound by D. Green,,87,85
284,3,2:55.0,S. Curry misses 2-pt jump shot from 15 ft,,87,85
285,3,2:54.0,,Defensive rebound by T. Jones,87,85
286,3,2:42.0,,Turnover by T. Jones (lost ball; steal by S. Curry),87,85
287,3,2:36.0,Turnover by S. Curry (bad pass; steal by A. Davis),,87,85
288,3,2:33.0,,Shooting foul by A. Iguodala (drawn by L. Galloway),87,85
289,3,2:33.0,,L. Galloway makes free throw 1 of 3,87,86
290,3,2:33.0,,L. Galloway makes free throw 2 of 3,87,87
291,3,2:33.0,,T. Frazier enters the game for J. Holiday,87,87
292,3,2:33.0,,L. Galloway makes free throw 3 of 3,87,88
293,3,2:22.0,S. Curry misses 2-pt jump shot from 16 ft,,87,88
294,3,2:18.0,Offensive rebound by K. Looney,,87,88
295,3,2:07.0,I. Clark makes 3-pt jump shot from 24 ft (assist by D. Green),,90,88
296,3,1:49.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by T. Frazier),90,91
297,3,1:36.0,S. Curry misses 2-pt layup from 2 ft,,90,91
298,3,1:35.0,,Defensive rebound by A. Davis,90,91
299,3,1:30.0,,Turnover by T. Frazier (dbl dribble),90,91
300,3,1:30.0,K. Thompson enters the game for D. Green,,90,91
301,3,1:30.0,K. Durant enters the game for S. Curry,,90,91
302,3,1:17.0,Shooting foul by A. Davis (drawn by K. Durant),,90,91
303,3,1:17.0,K. Durant makes free throw 1 of 3,,91,91
304,3,1:17.0,K. Durant makes free throw 2 of 3,,92,91
305,3,1:17.0,,S. Hill enters the game for A. Davis,92,91
306,3,1:17.0,K. Durant makes free throw 3 of 3,,93,91
307,3,1:01.0,,L. Galloway misses 2-pt jump shot from 9 ft,93,91
308,3,1:00.0,Defensive rebound by I. Clark,,93,91
309,3,0:49.0,A. Iguodala misses 3-pt jump shot from 23 ft,,93,91
310,3,0:47.0,,Defensive rebound by T. Jones,93,91
311,3,0:42.0,,E. Moore misses 2-pt layup from 1 ft (block by K. Durant),93,91
312,3,0:40.0,Defensive rebound by A. Iguodala,,93,91
313,3,0:34.0,I. Clark misses 3-pt jump shot from 26 ft,,93,91
314,3,0:33.0,Offensive rebound by K. Thompson,,93,91
315,3,0:33.0,Shooting foul by T. Frazier (drawn by K. Thompson),,93,91
316,3,0:33.0,K. Thompson makes free throw 1 of 2,,94,91
317,3,0:33.0,K. Thompson makes free throw 2 of 2,,95,91
318,3,0:15.0,,T. Frazier makes 3-pt jump shot from 26 ft,95,94
319,3,0:01.0,I. Clark misses 2-pt jump shot from 8 ft (block by T. Jones),,95,94
320,3,0:00.0,,Defensive rebound by S. Hill,95,94
321,4,11:40.0,,E. Moore misses 3-pt jump shot from 26 ft,95,94
322,4,11:39.0,Defensive rebound by S. Livingston,,95,94
323,4,11:22.0,K. Durant misses 2-pt jump shot from 9 ft,,95,94
324,4,11:21.0,,Defensive rebound by T. Jones,95,94
325,4,11:13.0,,T. Frazier misses 2-pt layup from 2 ft,95,94
326,4,11:13.0,Defensive rebound by Team,,95,94
327,4,10:55.0,K. Thompson misses 2-pt layup from 1 ft,,95,94
328,4,10:55.0,,Defensive rebound by T. Jones,95,94
329,4,10:45.0,,L. Galloway makes 2-pt layup from 1 ft (assist by T. Frazier),95,96
330,4,10:29.0,D. West misses 2-pt hook shot from 7 ft,,95,96
331,4,10:27.0,,Defensive rebound by T. Jones,95,96
332,4,10:21.0,,L. Galloway misses 3-pt jump shot from 27 ft,95,96
333,4,10:21.0,Defensive rebound by Team,,95,96
334,4,10:06.0,Turnover by K. Durant (lost ball; steal by T. Frazier),,95,96
335,4,9:59.0,,T. Jones makes 2-pt layup from 1 ft (assist by T. Frazier),95,98
336,4,9:36.0,K. Thompson misses 3-pt jump shot from 27 ft,,95,98
337,4,9:34.0,,Defensive rebound by S. Hill,95,98
338,4,9:24.0,,T. Jones makes 2-pt layup at rim (assist by S. Hill),95,100
339,4,9:24.0,Golden State full timeout,,95,100
340,4,9:05.0,D. West misses 2-pt layup from 3 ft (block by T. Jones),,95,100
341,4,9:03.0,Offensive rebound by A. Iguodala,,95,100
342,4,9:02.0,S. Livingston makes 2-pt dunk at rim (assist by A. Iguodala),,97,100
343,4,8:46.0,,L. Galloway misses 3-pt jump shot from 26 ft,97,100
344,4,8:45.0,Defensive rebound by D. West,,97,100
345,4,8:41.0,K. Durant makes 2-pt dunk at rim,,99,100
346,4,8:19.0,,T. Jones misses 3-pt jump shot from 26 ft,99,100
347,4,8:18.0,Defensive rebound by A. Iguodala,,99,100
348,4,8:00.0,A. Iguodala makes 3-pt jump shot from 26 ft (assist by D. West),,102,100
349,4,7:36.0,,T. Frazier makes 3-pt jump shot from 26 ft (assist by E. Moore),102,103
350,4,7:25.0,Turnover by D. West (bad pass; steal by L. Galloway),,102,103
351,4,7:14.0,,E. Moore makes 2-pt jump shot from 6 ft (assist by T. Frazier),102,105
352,4,6:49.0,K. Durant misses 3-pt jump shot from 30 ft,,102,105
353,4,6:48.0,,Defensive rebound by Team,102,105
354,4,6:48.0,,A. Davis enters the game for T. Jones,102,105
355,4,6:48.0,,J. Holiday enters the game for E. Moore,102,105
356,4,6:48.0,D. Green enters the game for K. Durant,,102,105
357,4,6:28.0,,A. Davis misses 2-pt jump shot from 13 ft,102,105
358,4,6:28.0,Defensive rebound by D. West,,102,105
359,4,6:20.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. West),,104,105
360,4,5:59.0,,S. Hill misses 3-pt jump shot from 26 ft,104,105
361,4,5:57.0,Defensive rebound by D. Green,,104,105
362,4,5:47.0,Personal foul by S. Hill (drawn by D. West),,104,105
363,4,5:47.0,Official timeout,,104,105
364,4,5:47.0,,T. Jones enters the game for S. Hill,104,105
365,4,5:47.0,,E. Moore enters the game for T. Jones,104,105
366,4,5:47.0,S. Curry enters the game for K. Thompson,,104,105
367,4,5:47.0,I. Clark enters the game for D. West,,104,105
368,4,5:35.0,S. Curry misses 2-pt layup from 1 ft,,104,105
369,4,5:34.0,,Defensive rebound by A. Davis,104,105
370,4,5:13.0,,J. Holiday misses 3-pt jump shot from 24 ft,104,105
371,4,5:12.0,Defensive rebound by A. Iguodala,,104,105
372,4,5:03.0,D. Green makes 3-pt jump shot from 27 ft (assist by A. Iguodala),,107,105
373,4,4:46.0,,A. Davis makes 2-pt jump shot from 13 ft (assist by T. Frazier),107,107
374,4,4:33.0,S. Curry misses 3-pt jump shot from 26 ft,,107,107
375,4,4:31.0,,Defensive rebound by L. Galloway,107,107
376,4,4:20.0,,T. Frazier misses 2-pt jump shot from 4 ft (block by D. Green),107,107
377,4,4:19.0,Defensive rebound by A. Iguodala,,107,107
378,4,4:14.0,I. Clark misses 2-pt layup from 2 ft (block by J. Holiday),,107,107
379,4,4:11.0,,Defensive rebound by J. Holiday,107,107
380,4,4:11.0,,Shooting foul by S. Livingston (drawn by A. Davis),107,107
381,4,4:11.0,,A. Davis makes free throw 1 of 2,107,108
382,4,4:11.0,,A. Davis misses free throw 2 of 2,107,108
383,4,4:09.0,Defensive rebound by D. Green,,107,108
384,4,3:54.0,Turnover by D. Green (bad pass; steal by L. Galloway),,107,108
385,4,3:47.0,,Turnover by L. Galloway (bad pass),107,108
386,4,3:47.0,K. Thompson enters the game for I. Clark,,107,108
387,4,3:47.0,K. Durant enters the game for S. Livingston,,107,108
