,QUARTER,TIME_REMAINING,ATLANTA_ACTION,PORTLAND_ACTION,ATLANTA_SCORE,PORTLAND_SCORE
41,1,6:35.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),12,13
42,1,6:21.0,Shooting foul by M. Harkless (drawn by T. Hardaway),,12,13
43,1,6:21.0,T. Hardaway makes free throw 1 of 2,,13,13
44,1,6:21.0,M. Dunleavy enters the game for K. Bazemore,,13,13
45,1,6:21.0,T. Hardaway makes free throw 2 of 2,,14,13
46,1,6:11.0,,Offensive foul by N. Vonleh (drawn by T. Hardaway),14,13
47,1,6:11.0,,Turnover by N. Vonleh (offensive foul),14,13
48,1,5:59.0,T. Hardaway misses 2-pt jump shot from 4 ft,,14,13
49,1,5:59.0,,Defensive rebound by N. Vonleh,14,13
50,1,5:50.0,,Shooting foul by P. Millsap (drawn by N. Vonleh),14,13
51,1,5:50.0,,Portland full timeout,14,13
52,1,5:50.0,,N. Vonleh makes free throw 1 of 2,14,14
53,1,5:50.0,,A. Crabbe enters the game for C. McCollum,14,13
54,1,5:50.0,,N. Vonleh misses free throw 2 of 2,14,14
55,1,5:50.0,Defensive rebound by M. Dunleavy,,14,14
56,1,5:35.0,Turnover by D. Schröder (lost ball; steal by D. Lillard),,14,14
57,1,5:29.0,,N. Vonleh misses 2-pt layup from 1 ft,14,14
58,1,5:28.0,,Offensive rebound by Team,14,14
59,1,5:14.0,,A. Crabbe misses 3-pt jump shot from 25 ft,14,14
60,1,5:13.0,,Offensive rebound by M. Harkless,14,14
61,1,5:08.0,,M. Harkless makes 2-pt jump shot from 3 ft,14,16
62,1,4:46.0,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by P. Millsap),,17,16
63,1,4:27.0,,D. Lillard makes 2-pt jump shot from 20 ft (assist by A. Crabbe),17,18
64,1,4:05.0,Shooting foul by N. Vonleh (drawn by P. Millsap),,17,18
65,1,4:05.0,P. Millsap makes free throw 1 of 2,,18,18
66,1,4:05.0,,P. Connaughton enters the game for M. Harkless,18,18
67,1,4:05.0,,E. Davis enters the game for M. Leonard,18,18
68,1,4:05.0,M. Delaney enters the game for T. Hardaway,,18,18
69,1,4:05.0,D. Bembry enters the game for D. Howard,,18,18
70,1,4:05.0,M. Muscala enters the game for D. Schröder,,18,18
71,1,4:05.0,P. Millsap makes free throw 2 of 2,,19,18
72,1,3:49.0,,D. Lillard misses 2-pt layup from 2 ft (block by P. Millsap),19,18
73,1,3:48.0,Defensive rebound by P. Millsap,,19,18
74,1,3:44.0,Shooting foul by P. Connaughton (drawn by M. Delaney),,19,18
75,1,3:44.0,M. Delaney makes free throw 1 of 2,,20,18
76,1,3:44.0,,A. Aminu enters the game for N. Vonleh,20,18
77,1,3:44.0,M. Delaney makes free throw 2 of 2,,21,18
78,1,3:22.0,,P. Connaughton misses 3-pt jump shot from 25 ft,21,18
79,1,3:21.0,Defensive rebound by M. Muscala,,21,18
80,1,3:07.0,M. Dunleavy misses 3-pt jump shot from 24 ft,,21,18
81,1,3:07.0,,Defensive rebound by A. Aminu,21,18
82,1,2:58.0,,Turnover by E. Davis (lost ball; steal by P. Millsap),21,18
83,1,2:58.0,Atlanta full timeout,,21,18
84,1,2:58.0,,C. McCollum enters the game for D. Lillard,21,18
85,1,2:44.0,M. Dunleavy misses 3-pt jump shot from 25 ft,,21,18
86,1,2:44.0,,Defensive rebound by A. Aminu,21,18
87,1,2:31.0,,A. Aminu misses 2-pt layup from 2 ft (block by P. Millsap),21,18
88,1,2:31.0,,Offensive rebound by Team,21,18
89,1,2:26.0,,E. Davis misses 2-pt jump shot from 6 ft,21,18
90,1,2:25.0,,Offensive rebound by C. McCollum,21,18
91,1,2:07.0,,C. McCollum misses 3-pt jump shot from 25 ft,21,18
92,1,2:06.0,Defensive rebound by P. Millsap,,21,18
93,1,1:49.0,M. Delaney misses 3-pt jump shot from 26 ft,,21,18
94,1,1:48.0,,Defensive rebound by E. Davis,21,18
95,1,1:34.0,,A. Crabbe makes 2-pt jump shot from 18 ft (assist by P. Connaughton),21,20
96,1,1:13.0,M. Delaney misses 2-pt layup from 2 ft,,21,20
97,1,1:11.0,,Defensive rebound by A. Crabbe,21,20
98,1,1:02.0,,A. Aminu makes 3-pt jump shot from 22 ft (assist by C. McCollum),21,23
99,1,0:46.0,P. Millsap misses 2-pt jump shot from 11 ft,,21,23
100,1,0:45.0,,Defensive rebound by P. Connaughton,21,23
101,1,0:35.0,,P. Connaughton misses 2-pt layup from 2 ft (block by M. Muscala),21,23
102,1,0:33.0,,Offensive rebound by E. Davis,21,23
103,1,0:32.0,,E. Davis makes 2-pt layup from 1 ft,21,25
104,1,0:18.0,P. Millsap misses 3-pt jump shot from 23 ft,,21,25
105,1,0:17.0,,Defensive rebound by E. Davis,21,25
106,1,0:04.0,,C. McCollum misses 2-pt jump shot from 8 ft,21,25
107,1,0:04.0,,Offensive rebound by E. Davis,21,25
108,1,0:00.0,,P. Connaughton makes 3-pt jump shot from 25 ft (assist by E. Davis),21,28
109,2,11:45.0,,C. McCollum misses 2-pt layup from 1 ft,21,28
110,2,11:43.0,,Offensive rebound by C. McCollum,21,28
111,2,11:37.0,,Personal foul by T. Prince (drawn by E. Davis),21,28
112,2,11:28.0,,A. Aminu misses 2-pt jump shot from 18 ft,21,28
113,2,11:27.0,Defensive rebound by T. Hardaway,,21,28
114,2,11:20.0,Turnover by D. Howard (3 sec),,21,28
115,2,11:07.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by C. McCollum),21,31
116,2,10:36.0,M. Delaney misses 2-pt jump shot from 19 ft,,21,31
117,2,10:36.0,,Defensive rebound by C. McCollum,21,31
118,2,10:27.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by C. McCollum),21,34
119,2,10:08.0,T. Hardaway misses 3-pt jump shot from 26 ft,,21,34
120,2,10:07.0,Offensive rebound by D. Howard,,21,34
121,2,9:55.0,M. Muscala makes 2-pt jump shot from 16 ft (assist by T. Hardaway),,23,34
122,2,9:39.0,,Shooting foul by M. Muscala (drawn by A. Crabbe),23,34
123,2,9:39.0,,Portland full timeout,23,34
124,2,9:39.0,,A. Crabbe makes free throw 1 of 2,23,35
125,2,9:39.0,K. Bazemore enters the game for M. Delaney,,23,34
126,2,9:39.0,D. Schröder enters the game for M. Muscala,,23,34
127,2,9:39.0,,A. Crabbe misses free throw 2 of 2,23,35
128,2,9:38.0,Defensive rebound by D. Howard,,23,35
129,2,9:27.0,D. Schröder makes 2-pt jump shot from 19 ft,,25,35
130,2,9:11.0,,E. Davis makes 2-pt hook shot at rim (assist by A. Aminu),25,37
131,2,8:57.0,D. Schröder misses 2-pt jump shot from 7 ft,,25,37
132,2,8:57.0,Offensive rebound by K. Bazemore,,25,37
133,2,8:52.0,Turnover by K. Bazemore (bad pass; steal by A. Crabbe),,25,37
134,2,8:46.0,,P. Connaughton misses 3-pt jump shot from 27 ft,25,37
135,2,8:45.0,Defensive rebound by T. Prince,,25,37
136,2,8:31.0,Shooting block foul by P. Connaughton (drawn by K. Bazemore),,25,37
137,2,8:31.0,K. Bazemore makes free throw 1 of 2,,26,37
138,2,8:31.0,,D. Lillard enters the game for C. McCollum,26,37
139,2,8:31.0,K. Bazemore makes free throw 2 of 2,,27,37
140,2,8:05.0,,D. Lillard misses 3-pt jump shot from 24 ft,27,37
141,2,8:04.0,Defensive rebound by D. Howard,,27,37
142,2,7:46.0,T. Hardaway misses 2-pt layup from 2 ft,,27,37
143,2,7:45.0,,Defensive rebound by D. Lillard,27,37
144,2,7:41.0,,Turnover by D. Lillard (bad pass; steal by K. Bazemore),27,37
145,2,7:35.0,T. Hardaway misses 3-pt jump shot from 25 ft,,27,37
146,2,7:34.0,,Defensive rebound by D. Lillard,27,37
147,2,7:21.0,,P. Connaughton misses 2-pt layup from 2 ft,27,37
148,2,7:20.0,,Offensive rebound by P. Connaughton,27,37
149,2,7:16.0,,Turnover by P. Connaughton (bad pass; steal by D. Howard),27,37
150,2,7:09.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by K. Bazemore),,30,37
151,2,6:51.0,,Shooting foul by D. Schröder (drawn by D. Lillard),30,37
152,2,6:51.0,,D. Lillard makes free throw 1 of 2,30,38
153,2,6:51.0,,M. Leonard enters the game for E. Davis,30,38
154,2,6:51.0,,M. Harkless enters the game for P. Connaughton,30,38
155,2,6:51.0,,D. Lillard makes free throw 2 of 2,30,39
156,2,6:39.0,Offensive foul by D. Howard (drawn by M. Leonard),,30,39
157,2,6:39.0,Turnover by D. Howard (offensive foul),,30,39
158,2,6:21.0,,M. Leonard misses 3-pt jump shot from 25 ft,30,39
159,2,6:20.0,Defensive rebound by T. Hardaway,,30,39
160,2,6:07.0,T. Prince misses 3-pt jump shot from 23 ft,,30,39
161,2,6:06.0,,Defensive rebound by M. Leonard,30,39
162,2,5:55.0,,D. Lillard misses 2-pt jump shot from 18 ft,30,39
163,2,5:54.0,Defensive rebound by T. Hardaway,,30,39
164,2,5:35.0,K. Bazemore misses 3-pt jump shot from 24 ft,,30,39
165,2,5:34.0,,Defensive rebound by A. Aminu,30,39
166,2,5:25.0,,D. Lillard misses 3-pt jump shot from 24 ft,30,39
167,2,5:25.0,Defensive rebound by K. Bazemore,,30,39
168,2,5:19.0,D. Schröder makes 2-pt jump shot from 19 ft (assist by K. Bazemore),,32,39
169,2,4:58.0,,M. Harkless misses 2-pt layup from 2 ft,32,39
170,2,4:57.0,Defensive rebound by K. Bazemore,,32,39
171,2,4:51.0,D. Schröder makes 2-pt layup from 2 ft,,34,39
172,2,4:50.0,,Portland full timeout,34,39
173,2,4:50.0,Official timeout,,34,39
174,2,4:50.0,P. Millsap enters the game for D. Howard,,34,39
175,2,4:50.0,,C. McCollum enters the game for A. Crabbe,34,39
176,2,4:40.0,,Turnover by M. Harkless (bad pass; steal by T. Prince),34,39
177,2,4:38.0,Personal foul by M. Harkless (drawn by D. Schröder),,34,39
178,2,4:30.0,D. Schröder misses 2-pt jump shot from 4 ft,,34,39
179,2,4:29.0,,Defensive rebound by M. Leonard,34,39
180,2,4:19.0,,C. McCollum misses 3-pt jump shot from 25 ft,34,39
181,2,4:17.0,Defensive rebound by D. Schröder,,34,39
182,2,4:08.0,Shooting foul by D. Lillard (drawn by D. Schröder),,34,39
183,2,4:08.0,D. Schröder misses free throw 1 of 2,,34,39
184,2,4:08.0,Offensive rebound by Team,,34,39
185,2,4:08.0,D. Schröder makes free throw 2 of 2,,35,39
186,2,3:54.0,,D. Lillard misses 2-pt layup from 2 ft (block by P. Millsap),35,39
187,2,3:53.0,Defensive rebound by T. Hardaway,,35,39
188,2,3:49.0,T. Prince misses 2-pt layup from 3 ft (block by M. Harkless),,35,39
189,2,3:48.0,,Defensive rebound by C. McCollum,35,39
190,2,3:44.0,,C. McCollum misses 2-pt layup from 2 ft (block by K. Bazemore),35,39
191,2,3:42.0,,Offensive rebound by D. Lillard,35,39
192,2,3:34.0,,A. Aminu misses 3-pt jump shot from 25 ft,35,39
193,2,3:34.0,Defensive rebound by T. Prince,,35,39
194,2,3:26.0,D. Schröder makes 2-pt layup from 2 ft,,37,39
195,2,3:08.0,,C. McCollum misses 2-pt layup from 2 ft (block by P. Millsap),37,39
196,2,3:06.0,,Offensive rebound by A. Aminu,37,39
197,2,3:05.0,,A. Aminu makes 2-pt layup at rim,37,41
198,2,2:52.0,T. Hardaway misses 3-pt jump shot from 25 ft,,37,41
199,2,2:50.0,,Defensive rebound by A. Aminu,37,41
200,2,2:42.0,,Shooting foul by P. Millsap (drawn by D. Lillard),37,41
201,2,2:42.0,Atlanta full timeout,,37,41
202,2,2:42.0,,D. Lillard makes free throw 1 of 2,37,42
203,2,2:42.0,,E. Davis enters the game for M. Leonard,37,41
204,2,2:42.0,M. Dunleavy enters the game for K. Bazemore,,37,41
205,2,2:42.0,D. Howard enters the game for T. Prince,,37,41
206,2,2:42.0,,D. Lillard makes free throw 2 of 2,37,43
207,2,2:33.0,M. Dunleavy misses 3-pt jump shot from 25 ft,,37,43
208,2,2:31.0,Offensive rebound by D. Howard,,37,43
209,2,2:28.0,D. Schröder misses 3-pt jump shot from 25 ft,,37,43
210,2,2:28.0,,Defensive rebound by A. Aminu,37,43
211,2,2:13.0,,A. Aminu misses 2-pt layup from 1 ft,37,43
212,2,2:12.0,Defensive rebound by P. Millsap,,37,43
213,2,2:06.0,Shooting foul by M. Harkless (drawn by D. Howard),,37,43
214,2,2:06.0,D. Howard misses free throw 1 of 2,,37,43
215,2,2:06.0,Offensive rebound by Team,,37,43
216,2,2:06.0,,A. Crabbe enters the game for M. Harkless,37,43
217,2,2:06.0,D. Howard makes free throw 2 of 2,,38,43
218,2,1:49.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),38,46
219,2,1:30.0,Turnover by T. Hardaway (bad pass; steal by A. Aminu),,38,46
220,2,1:23.0,,C. McCollum misses 2-pt jump shot from 16 ft,38,46
221,2,1:23.0,Defensive rebound by D. Howard,,38,46
222,2,1:09.0,Personal foul by A. Aminu (drawn by P. Millsap),,38,46
223,2,1:09.0,P. Millsap makes free throw 1 of 2,,39,46
224,2,1:09.0,K. Bazemore enters the game for M. Dunleavy,,39,46
225,2,1:09.0,M. Delaney enters the game for T. Hardaway,,39,46
226,2,1:09.0,P. Millsap makes free throw 2 of 2,,40,46
227,2,0:55.0,,D. Lillard makes 2-pt layup from 2 ft (assist by E. Davis),40,48
228,2,0:48.0,D. Schröder makes 2-pt layup from 1 ft,,42,48
229,2,0:30.0,,D. Lillard misses 2-pt jump shot from 9 ft,42,48
230,2,0:29.0,,Offensive rebound by E. Davis,42,48
231,2,0:29.0,,E. Davis misses 2-pt layup from 2 ft,42,48
232,2,0:29.0,Defensive rebound by P. Millsap,,42,48
233,2,0:09.0,D. Howard misses 3-pt jump shot from 23 ft,,42,48
234,2,0:08.0,,Defensive rebound by A. Crabbe,42,48
235,2,0:00.0,,A. Aminu misses 3-pt jump shot from 24 ft,42,48
236,2,0:00.0,,Offensive rebound by Team,42,48
237,3,11:43.0,,M. Harkless makes 2-pt jump shot from 5 ft,42,50
238,3,11:43.0,,Shooting foul by T. Hardaway (drawn by M. Harkless),42,50
239,3,11:43.0,,M. Harkless misses free throw 1 of 1,42,50
240,3,11:42.0,,Offensive rebound by M. Leonard,42,50
241,3,11:38.0,,D. Lillard makes 3-pt jump shot from 29 ft (assist by C. McCollum),42,53
242,3,11:20.0,P. Millsap makes 2-pt jump shot from 2 ft (assist by T. Hardaway),,44,53
243,3,11:04.0,,C. McCollum misses 2-pt jump shot from 8 ft,44,53
244,3,11:03.0,Defensive rebound by P. Millsap,,44,53
245,3,10:47.0,Shooting foul by N. Vonleh (drawn by D. Howard),,44,53
246,3,10:47.0,D. Howard makes 2-pt layup from 2 ft (assist by P. Millsap),,46,53
247,3,10:47.0,D. Howard makes free throw 1 of 1,,47,53
248,3,10:31.0,,Turnover by M. Harkless (step out of bounds),47,53
249,3,10:22.0,Shooting foul by N. Vonleh (drawn by P. Millsap),,47,53
250,3,10:22.0,P. Millsap makes free throw 1 of 2,,48,53
251,3,10:22.0,P. Millsap makes free throw 2 of 2,,49,53
252,3,10:08.0,,M. Leonard misses 3-pt jump shot from 24 ft,49,53
253,3,10:05.0,Defensive rebound by D. Howard,,49,53
254,3,9:48.0,Shooting foul by M. Leonard (drawn by D. Howard),,49,53
255,3,9:48.0,D. Howard misses free throw 1 of 2,,49,53
256,3,9:48.0,Offensive rebound by Team,,49,53
257,3,9:48.0,,A. Aminu enters the game for N. Vonleh,49,53
258,3,9:48.0,D. Howard makes free throw 2 of 2,,50,53
259,3,9:36.0,,D. Lillard makes 3-pt jump shot from 27 ft (assist by M. Harkless),50,56
260,3,9:17.0,D. Schröder misses 2-pt jump shot from 5 ft,,50,56
261,3,9:17.0,Offensive rebound by D. Howard,,50,56
262,3,9:17.0,Shooting foul by M. Leonard (drawn by D. Howard),,50,56
263,3,9:17.0,D. Howard makes 2-pt layup from 2 ft,,52,56
264,3,9:17.0,D. Howard misses free throw 1 of 1,,52,56
265,3,9:16.0,,Defensive rebound by M. Harkless,52,56
266,3,9:03.0,,Turnover by A. Aminu (traveling),52,56
267,3,8:38.0,P. Millsap makes 2-pt jump shot from 5 ft,,54,56
268,3,8:25.0,,Personal foul by K. Bazemore (drawn by C. McCollum),54,56
269,3,8:18.0,,M. Leonard makes 2-pt hook shot from 4 ft,54,58
270,3,8:04.0,T. Hardaway makes 2-pt jump shot from 19 ft,,56,58
271,3,7:50.0,,C. McCollum makes 2-pt layup at rim,56,60
272,3,7:45.0,Personal foul by M. Harkless (drawn by T. Hardaway),,56,60
273,3,7:45.0,T. Hardaway makes free throw 1 of 2,,57,60
274,3,7:45.0,,A. Crabbe enters the game for M. Harkless,57,60
275,3,7:45.0,T. Hardaway makes free throw 2 of 2,,58,60
276,3,7:27.0,,C. McCollum misses 3-pt jump shot from 26 ft,58,60
277,3,7:26.0,Defensive rebound by D. Howard,,58,60
278,3,7:03.0,D. Schröder makes 2-pt jump shot from 6 ft,,60,60
279,3,6:47.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by M. Leonard),60,63
280,3,6:29.0,K. Bazemore misses 2-pt layup from 3 ft,,60,63
281,3,6:29.0,,Defensive rebound by A. Aminu,60,63
282,3,6:21.0,,Personal foul by K. Bazemore (drawn by D. Lillard),60,63
283,3,6:21.0,,Portland full timeout,60,63
284,3,6:13.0,,D. Lillard misses 3-pt jump shot from 30 ft,60,63
285,3,6:13.0,Defensive rebound by T. Hardaway,,60,63
286,3,5:56.0,T. Hardaway misses 3-pt jump shot from 25 ft,,60,63
287,3,5:55.0,,Defensive rebound by D. Lillard,60,63
288,3,5:37.0,,Turnover by C. McCollum (bad pass; steal by D. Howard),60,63
289,3,5:18.0,P. Millsap misses 2-pt jump shot from 11 ft,,60,63
290,3,5:17.0,,Defensive rebound by M. Leonard,60,63
291,3,5:05.0,,D. Lillard misses 2-pt layup from 1 ft,60,63
292,3,5:05.0,Defensive rebound by K. Bazemore,,60,63
293,3,5:00.0,T. Hardaway makes 2-pt dunk at rim (assist by K. Bazemore),,62,63
294,3,4:45.0,,Personal foul by P. Millsap (drawn by A. Aminu),62,63
295,3,4:45.0,T. Prince enters the game for K. Bazemore,,62,63
296,3,4:45.0,,S. Napier enters the game for C. McCollum,62,63
297,3,4:45.0,,E. Davis enters the game for M. Leonard,62,63
298,3,4:34.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by D. Lillard),62,66
299,3,4:12.0,D. Schröder misses 3-pt jump shot from 25 ft,,62,66
300,3,4:12.0,,Defensive rebound by D. Lillard,62,66
301,3,4:03.0,,D. Lillard misses 3-pt jump shot from 28 ft,62,66
302,3,4:02.0,,Offensive rebound by E. Davis,62,66
303,3,3:41.0,,E. Davis misses 2-pt jump shot from 4 ft (block by D. Howard),62,66
304,3,3:40.0,,Offensive rebound by E. Davis,62,66
305,3,3:39.0,,Turnover by Team (shot clock),62,66
306,3,3:39.0,M. Muscala enters the game for D. Howard,,62,66
307,3,3:31.0,,Violation by A. Aminu (kicked ball),62,66
308,3,3:21.0,D. Schröder misses 2-pt layup from 1 ft,,62,66
309,3,3:21.0,Offensive rebound by M. Muscala,,62,66
310,3,3:21.0,M. Muscala misses 2-pt layup from 2 ft,,62,66
311,3,3:20.0,,Defensive rebound by A. Aminu,62,66
312,3,3:10.0,,S. Napier misses 2-pt jump shot from 23 ft,62,66
313,3,3:10.0,Defensive rebound by M. Muscala,,62,66
314,3,3:01.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Schröder),,65,66
315,3,2:39.0,,A. Aminu misses 3-pt jump shot from 22 ft,65,66
316,3,2:36.0,Defensive rebound by M. Muscala,,65,66
317,3,2:30.0,T. Hardaway makes 3-pt jump shot from 25 ft,,68,66
318,3,2:06.0,,E. Davis makes 2-pt hook shot from 2 ft,68,68
319,3,1:58.0,Atlanta full timeout,,68,68
320,3,1:58.0,,C. McCollum enters the game for D. Lillard,68,68
321,3,1:52.0,Shooting foul by E. Davis (drawn by D. Schröder),,68,68
322,3,1:52.0,D. Schröder makes free throw 1 of 2,,69,68
323,3,1:52.0,D. Schröder makes free throw 2 of 2,,70,68
324,3,1:27.0,,S. Napier makes 3-pt jump shot from 24 ft,70,71
325,3,1:06.0,T. Prince makes 3-pt jump shot from 23 ft (assist by P. Millsap),,73,71
326,3,0:47.0,,Shooting foul by D. Schröder (drawn by C. McCollum),73,71
327,3,0:47.0,,C. McCollum makes free throw 1 of 2,73,72
328,3,0:47.0,,C. McCollum misses free throw 2 of 2,73,72
329,3,0:47.0,M. Delaney enters the game for D. Schröder,,73,72
330,3,0:46.0,Defensive rebound by P. Millsap,,73,72
331,3,0:29.0,T. Hardaway misses 2-pt layup from 1 ft,,73,72
332,3,0:28.0,,Defensive rebound by A. Aminu,73,72
333,3,0:11.0,,E. Davis makes 2-pt jump shot from 4 ft (assist by C. McCollum),73,74
334,3,0:00.0,M. Muscala makes 2-pt jump shot from 3 ft (assist by T. Hardaway),,75,74
335,4,11:47.0,Personal foul by N. Vonleh (drawn by D. Howard),,75,74
336,4,11:39.0,Turnover by K. Bazemore (lost ball),,75,74
337,4,11:25.0,,Personal foul by M. Delaney (drawn by A. Crabbe),75,74
338,4,11:16.0,,C. McCollum makes 3-pt jump shot from 26 ft,75,77
339,4,11:06.0,M. Delaney misses 2-pt layup from 2 ft (block by N. Vonleh),,75,77
340,4,11:04.0,,Defensive rebound by E. Davis,75,77
341,4,10:57.0,,C. McCollum makes 2-pt jump shot from 22 ft,75,79
342,4,10:39.0,K. Bazemore makes 2-pt layup from 2 ft,,77,79
343,4,10:23.0,,Offensive foul by A. Crabbe (drawn by T. Prince),77,79
344,4,10:23.0,,Turnover by A. Crabbe (offensive foul),77,79
345,4,10:23.0,,M. Harkless enters the game for S. Napier,77,79
346,4,10:12.0,K. Bazemore misses 2-pt layup from 3 ft (block by E. Davis),,77,79
347,4,10:11.0,,Defensive rebound by C. McCollum,77,79
348,4,10:04.0,,C. McCollum misses 3-pt jump shot from 25 ft,77,79
349,4,10:02.0,Defensive rebound by T. Prince,,77,79
350,4,9:57.0,Shooting block foul by C. McCollum (drawn by K. Bazemore),,77,79
351,4,9:57.0,K. Bazemore makes free throw 1 of 2,,78,79
352,4,9:57.0,K. Bazemore makes free throw 2 of 2,,79,79
353,4,9:43.0,,A. Crabbe misses 2-pt jump shot from 21 ft,79,79
354,4,9:42.0,,Offensive rebound by Team,79,79
355,4,9:42.0,Loose ball foul by M. Muscala (drawn by N. Vonleh),,79,79
356,4,9:42.0,,M. Leonard enters the game for E. Davis,79,79
357,4,9:30.0,,M. Leonard misses 3-pt jump shot from 23 ft,79,79
358,4,9:29.0,Defensive rebound by D. Howard,,79,79
359,4,9:18.0,T. Prince misses 3-pt jump shot from 23 ft,,79,79
360,4,9:16.0,,Defensive rebound by N. Vonleh,79,79
361,4,9:10.0,,Personal foul by T. Prince (drawn by M. Harkless),79,79
362,4,9:02.0,,Shooting foul by M. Delaney (drawn by C. McCollum),79,79
363,4,9:02.0,,C. McCollum makes free throw 1 of 2,79,80
364,4,9:02.0,P. Millsap enters the game for M. Muscala,,79,80
365,4,9:02.0,,C. McCollum makes free throw 2 of 2,79,81
366,4,8:52.0,,Violation by M. Harkless (kicked ball),79,81
367,4,8:52.0,Official timeout,,79,81
368,4,8:42.0,P. Millsap misses 2-pt jump shot from 10 ft,,79,81
369,4,8:42.0,,Defensive rebound by Team,79,81
370,4,8:42.0,,Personal foul by D. Howard (drawn by M. Leonard),79,81
371,4,8:42.0,,M. Leonard misses free throw 1 of 2,79,81
372,4,8:42.0,,Offensive rebound by Team,79,81
373,4,8:42.0,,M. Leonard misses free throw 2 of 2,79,81
374,4,8:42.0,Defensive rebound by D. Howard,,79,81
375,4,8:42.0,,D. Lillard enters the game for C. McCollum,79,81
376,4,8:23.0,M. Delaney misses 3-pt jump shot from 23 ft,,79,81
377,4,8:23.0,,Defensive rebound by A. Crabbe,79,81
378,4,8:15.0,,D. Lillard misses 2-pt jump shot from 4 ft,79,81
379,4,8:13.0,Defensive rebound by K. Bazemore,,79,81
380,4,8:13.0,Personal foul by N. Vonleh (drawn by K. Bazemore),,79,81
381,4,8:13.0,D. Schröder enters the game for T. Prince,,79,81
382,4,8:13.0,,A. Aminu enters the game for N. Vonleh,79,81
383,4,8:04.0,D. Schröder misses 2-pt layup from 2 ft,,79,81
384,4,8:03.0,,Defensive rebound by A. Aminu,79,81
