,QUARTER,TIME_REMAINING,ATLANTA_ACTION,OKLAHOMA CITY_ACTION,ATLANTA_SCORE,OKLAHOMA CITY_SCORE
383,4,5:27.0,Offensive foul by P. Millsap (drawn by R. Westbrook),,98,97
384,4,5:27.0,Turnover by P. Millsap (offensive foul),,98,97
385,4,5:17.0,,Shooting block foul by T. Hardaway (drawn by R. Westbrook),98,97
386,4,5:17.0,,R. Westbrook makes free throw 1 of 2,98,98
387,4,5:17.0,,R. Westbrook makes free throw 2 of 2,98,99
388,4,5:01.0,D. Schröder misses 3-pt jump shot from 24 ft,,98,99
389,4,5:01.0,,Defensive rebound by R. Westbrook,98,99
390,4,4:45.0,,R. Westbrook misses 3-pt jump shot from 25 ft,98,99
391,4,4:43.0,Defensive rebound by T. Hardaway,,98,99
392,4,4:43.0,,Offensive charge foul by T. Hardaway (drawn by K. Singler),98,99
393,4,4:43.0,Turnover by T. Hardaway (offensive foul),,98,99
394,4,4:43.0,K. Bazemore enters the game for T. Hardaway,,98,99
395,4,4:34.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),98,102
396,4,4:27.0,Shooting foul by A. Morrow (drawn by K. Bazemore),,98,102
397,4,4:27.0,K. Bazemore misses free throw 1 of 2,,98,102
398,4,4:27.0,Offensive rebound by Team,,98,102
399,4,4:27.0,K. Bazemore misses free throw 2 of 2,,98,102
400,4,4:27.0,,Defensive rebound by R. Westbrook,98,102
401,4,4:05.0,,R. Westbrook makes 2-pt jump shot from 19 ft,98,104
402,4,3:54.0,Shooting foul by A. Morrow (drawn by D. Schröder),,98,104
403,4,3:54.0,D. Schröder makes free throw 1 of 2,,99,104
404,4,3:54.0,D. Schröder makes free throw 2 of 2,,100,104
405,4,3:38.0,,A. Morrow misses 3-pt jump shot from 25 ft,100,104
406,4,3:37.0,Defensive rebound by K. Bazemore,,100,104
407,4,3:24.0,D. Schröder misses 2-pt layup from 1 ft (block by K. Singler),,100,104
408,4,3:24.0,Offensive rebound by Team,,100,104
409,4,3:24.0,,A. Roberson enters the game for A. Morrow,100,104
410,4,3:16.0,T. Sefolosha makes 2-pt jump shot from 10 ft (assist by K. Korver),,102,104
411,4,2:56.0,,R. Westbrook misses 2-pt jump shot from 20 ft,102,104
412,4,2:56.0,Defensive rebound by D. Schröder,,102,104
413,4,2:48.0,K. Korver misses 3-pt jump shot from 25 ft,,102,104
414,4,2:46.0,Offensive rebound by D. Schröder,,102,104
415,4,2:36.0,Turnover by K. Bazemore (bad pass),,102,104
416,4,2:36.0,,Oklahoma City full timeout,102,104
417,4,2:15.0,,R. Westbrook makes 2-pt jump shot from 15 ft,102,106
418,4,2:01.0,P. Millsap makes 2-pt layup from 2 ft (assist by D. Schröder),,104,106
419,4,1:44.0,,A. Roberson misses 2-pt layup from 3 ft,104,106
420,4,1:43.0,Defensive rebound by P. Millsap,,104,106
421,4,1:26.0,K. Bazemore makes 2-pt jump shot from 22 ft,,106,106
422,4,1:07.0,,R. Westbrook misses 3-pt jump shot from 25 ft,106,106
423,4,1:07.0,Defensive rebound by K. Bazemore,,106,106
424,4,0:49.0,D. Schröder makes 2-pt jump shot from 18 ft,,108,106
425,4,0:49.0,,Oklahoma City full timeout,108,106
426,4,0:49.0,,A. Morrow enters the game for A. Roberson,108,106
427,4,0:32.0,,R. Westbrook makes 2-pt jump shot from 12 ft,108,108
428,4,0:32.0,Atlanta full timeout,,108,108
429,4,0:32.0,,A. Roberson enters the game for A. Morrow,108,108
430,4,0:32.0,,S. Christon enters the game for S. Adams,108,108
431,4,0:13.0,P. Millsap makes 2-pt jump shot from 10 ft (assist by K. Korver),,110,108
432,4,0:05.0,,R. Westbrook misses 2-pt jump shot from 5 ft,110,108
433,4,0:04.0,,Offensive rebound by R. Westbrook,110,108
434,4,0:03.0,,R. Westbrook misses 2-pt layup from 5 ft (block by K. Bazemore),110,108
435,4,0:03.0,,Offensive rebound by Team,110,108
436,4,0:03.0,,Oklahoma City full timeout,110,108
437,4,0:03.0,,S. Adams enters the game for S. Christon,110,108
438,4,0:03.0,,A. Morrow enters the game for A. Roberson,110,108
439,4,0:02.0,,R. Westbrook misses 3-pt jump shot from 2 ft,110,108
440,4,0:00.0,,Offensive rebound by S. Adams,110,108
