,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PORTLAND_ACTION,LA LAKERS_SCORE,PORTLAND_SCORE
51,1,5:10.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by J. Calderón),,16,17
52,1,4:55.0,,D. Lillard makes 2-pt jump shot from 20 ft,16,19
53,1,4:42.0,T. Mozgov misses 2-pt jump shot from 13 ft,,16,19
54,1,4:41.0,,Defensive rebound by D. Lillard,16,19
55,1,4:30.0,,M. Leonard misses 3-pt jump shot from 24 ft,16,19
56,1,4:29.0,Defensive rebound by T. Mozgov,,16,19
57,1,4:18.0,J. Randle misses 2-pt jump shot from 21 ft,,16,19
58,1,4:18.0,,Defensive rebound by D. Lillard,16,19
59,1,4:06.0,,Shooting foul by J. Calderón (drawn by D. Lillard),16,19
60,1,4:06.0,,D. Lillard makes free throw 1 of 2,16,20
61,1,4:06.0,T. Black enters the game for T. Mozgov,,16,20
62,1,4:06.0,I. Zubac enters the game for J. Randle,,16,20
63,1,4:06.0,,A. Aminu enters the game for N. Vonleh,16,20
64,1,4:06.0,,D. Lillard makes free throw 2 of 2,16,21
65,1,3:54.0,I. Zubac misses 2-pt hook shot from 6 ft,,16,21
66,1,3:53.0,,Defensive rebound by M. Leonard,16,21
67,1,3:45.0,,E. Turner misses 2-pt jump shot from 15 ft,16,21
68,1,3:44.0,,Offensive rebound by E. Turner,16,21
69,1,3:43.0,,Shooting foul by T. Black (drawn by E. Turner),16,21
70,1,3:43.0,,E. Turner makes free throw 1 of 2,16,22
71,1,3:43.0,,E. Turner misses free throw 2 of 2,16,22
72,1,3:43.0,L. Williams enters the game for J. Calderón,,16,22
73,1,3:42.0,Defensive rebound by T. Black,,16,22
74,1,3:27.0,Turnover by J. Clarkson (bad pass; steal by D. Lillard),,16,22
75,1,3:20.0,,A. Aminu makes 2-pt layup from 1 ft,16,24
76,1,3:06.0,J. Clarkson misses 3-pt jump shot from 23 ft,,16,24
77,1,3:05.0,Offensive rebound by B. Ingram,,16,24
78,1,3:01.0,L. Williams makes 3-pt jump shot from 24 ft (assist by B. Ingram),,19,24
79,1,2:49.0,,E. Turner makes 2-pt layup from 2 ft,19,26
80,1,2:49.0,,Shooting foul by T. Black (drawn by E. Turner),19,26
81,1,2:49.0,,Portland full timeout,19,26
82,1,2:49.0,,E. Turner misses free throw 1 of 1,19,26
83,1,2:49.0,,C. McCollum enters the game for D. Lillard,19,26
84,1,2:48.0,Defensive rebound by B. Ingram,,19,26
85,1,2:40.0,L. Williams makes 3-pt jump shot from 24 ft,,22,26
86,1,2:40.0,Shooting foul by C. McCollum (drawn by L. Williams),,22,26
87,1,2:40.0,,P. Connaughton enters the game for E. Turner,22,26
88,1,2:40.0,L. Williams makes free throw 1 of 1,,23,26
89,1,2:24.0,,Turnover by A. Aminu (bad pass; steal by L. Williams),23,26
90,1,2:16.0,T. Black makes 2-pt layup from 1 ft (assist by L. Williams),,25,26
91,1,2:03.0,,A. Crabbe misses 3-pt jump shot from 26 ft,25,26
92,1,2:01.0,Defensive rebound by I. Zubac,,25,26
93,1,1:53.0,I. Zubac misses 2-pt layup from 2 ft,,25,26
94,1,1:52.0,Offensive rebound by T. Black,,25,26
95,1,1:49.0,T. Black makes 2-pt jump shot from 4 ft,,27,26
96,1,1:30.0,,M. Leonard misses 3-pt jump shot from 24 ft,27,26
97,1,1:29.0,Defensive rebound by T. Black,,27,26
98,1,1:20.0,I. Zubac misses 2-pt jump shot from 3 ft,,27,26
99,1,1:19.0,Offensive rebound by T. Black,,27,26
100,1,1:10.0,T. Black misses 2-pt hook shot from 3 ft,,27,26
101,1,1:09.0,,Defensive rebound by P. Connaughton,27,26
102,1,1:00.0,,M. Leonard misses 3-pt jump shot from 25 ft,27,26
103,1,1:00.0,Defensive rebound by T. Black,,27,26
104,1,0:48.0,I. Zubac makes 2-pt layup from 2 ft (assist by L. Williams),,29,26
105,1,0:32.0,,C. McCollum makes 2-pt jump shot from 17 ft,29,28
106,1,0:26.0,L. Williams makes 2-pt layup from 2 ft,,31,28
107,1,0:05.0,,C. McCollum makes 2-pt layup from 1 ft,31,30
108,1,0:00.0,L. Williams misses 3-pt jump shot from 25 ft,,31,30
109,1,0:00.0,Offensive rebound by Team,,31,30
110,2,11:42.0,,A. Aminu misses 2-pt jump shot from 22 ft,31,30
111,2,11:41.0,Defensive rebound by B. Ingram,,31,30
112,2,11:37.0,Turnover by B. Ingram (bad pass; steal by P. Connaughton),,31,30
113,2,11:30.0,,A. Aminu misses 2-pt layup from 1 ft,31,30
114,2,11:29.0,,Offensive rebound by M. Leonard,31,30
115,2,11:26.0,,M. Plumlee enters the game for M. Leonard,31,30
116,2,11:21.0,,A. Crabbe makes 2-pt jump shot from 20 ft (assist by A. Aminu),31,32
117,2,11:02.0,L. Williams makes 2-pt layup from 2 ft,,33,32
118,2,10:47.0,,A. Crabbe misses 2-pt layup from 3 ft (block by L. Nance),33,32
119,2,10:45.0,Defensive rebound by L. Williams,,33,32
120,2,10:43.0,L. Williams misses 2-pt jump shot from 7 ft,,33,32
121,2,10:42.0,,Defensive rebound by C. McCollum,33,32
122,2,10:39.0,,P. Connaughton makes 3-pt jump shot from 25 ft (assist by C. McCollum),33,35
123,2,10:20.0,B. Ingram misses 2-pt layup from 3 ft,,33,35
124,2,10:19.0,Offensive rebound by L. Nance,,33,35
125,2,10:12.0,B. Ingram misses 3-pt jump shot from 26 ft,,33,35
126,2,10:11.0,,Defensive rebound by C. McCollum,33,35
127,2,10:02.0,,P. Connaughton misses 2-pt jump shot from 22 ft,33,35
128,2,10:01.0,,Offensive rebound by A. Aminu,33,35
129,2,9:56.0,,M. Plumlee makes 2-pt hook shot from 4 ft,33,37
130,2,9:56.0,LA Lakers full timeout,,33,37
131,2,9:56.0,I. Zubac enters the game for T. Black,,33,37
132,2,9:40.0,J. Clarkson misses 3-pt jump shot from 26 ft,,33,37
133,2,9:38.0,Offensive rebound by L. Nance,,33,37
134,2,9:28.0,B. Ingram misses 3-pt jump shot from 24 ft,,33,37
135,2,9:27.0,,Defensive rebound by A. Crabbe,33,37
136,2,9:11.0,,C. McCollum makes 2-pt jump shot from 6 ft (assist by A. Crabbe),33,39
137,2,8:58.0,B. Ingram misses 2-pt jump shot from 3 ft (block by P. Connaughton),,33,39
138,2,8:57.0,,Defensive rebound by A. Aminu,33,39
139,2,8:51.0,,P. Connaughton makes 2-pt layup at rim (assist by A. Aminu),33,41
140,2,8:34.0,I. Zubac makes 2-pt hook shot from 3 ft,,35,41
141,2,8:18.0,,A. Crabbe makes 2-pt jump shot from 21 ft (assist by C. McCollum),35,43
142,2,8:05.0,I. Zubac misses 2-pt dunk at rim (block by M. Plumlee),,35,43
143,2,8:03.0,Offensive rebound by L. Nance,,35,43
144,2,7:59.0,I. Zubac misses 2-pt layup from 2 ft,,35,43
145,2,7:57.0,Offensive rebound by I. Zubac,,35,43
146,2,7:57.0,I. Zubac misses 2-pt layup from 2 ft,,35,43
147,2,7:57.0,Offensive rebound by I. Zubac,,35,43
148,2,7:57.0,I. Zubac misses 2-pt layup from 2 ft,,35,43
149,2,7:56.0,Offensive rebound by J. Clarkson,,35,43
150,2,7:53.0,J. Clarkson makes 2-pt jump shot from 7 ft,,37,43
151,2,7:37.0,,Turnover by A. Aminu (traveling),37,43
152,2,7:37.0,,D. Lillard enters the game for C. McCollum,37,43
153,2,7:37.0,N. Young enters the game for B. Ingram,,37,43
154,2,7:21.0,L. Williams makes 3-pt jump shot from 23 ft (assist by I. Zubac),,40,43
155,2,6:51.0,,Turnover by A. Aminu (lost ball; steal by L. Williams),40,43
156,2,6:33.0,J. Clarkson makes 2-pt layup from 1 ft,,42,43
157,2,6:33.0,,Portland full timeout,42,43
158,2,6:33.0,,N. Vonleh enters the game for A. Aminu,42,43
159,2,6:19.0,,D. Lillard misses 2-pt jump shot from 21 ft,42,43
160,2,6:17.0,Defensive rebound by I. Zubac,,42,43
161,2,6:04.0,Turnover by I. Zubac (bad pass),,42,43
162,2,6:04.0,,E. Turner enters the game for P. Connaughton,42,43
163,2,6:04.0,J. Randle enters the game for L. Nance,,42,43
164,2,5:50.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by E. Turner),42,45
165,2,5:38.0,L. Williams makes 2-pt jump shot from 8 ft,,44,45
166,2,5:26.0,,M. Plumlee makes 2-pt dunk at rim,44,47
167,2,5:26.0,,Shooting foul by I. Zubac (drawn by M. Plumlee),44,47
168,2,5:26.0,L. Deng enters the game for L. Williams,,44,47
169,2,5:26.0,,M. Plumlee makes free throw 1 of 1,44,48
170,2,5:14.0,Shooting foul by N. Vonleh (drawn by I. Zubac),,44,48
171,2,5:14.0,I. Zubac makes free throw 1 of 2,,45,48
172,2,5:14.0,I. Zubac makes free throw 2 of 2,,46,48
173,2,5:01.0,,N. Vonleh makes 2-pt dunk at rim (assist by M. Plumlee),46,50
174,2,4:47.0,N. Young misses 2-pt layup from 2 ft,,46,50
175,2,4:46.0,,Defensive rebound by A. Crabbe,46,50
176,2,4:38.0,,D. Lillard misses 2-pt layup at rim,46,50
177,2,4:38.0,Defensive rebound by J. Randle,,46,50
178,2,4:33.0,J. Randle makes 2-pt layup at rim,,48,50
179,2,4:16.0,,E. Turner makes 2-pt jump shot from 19 ft,48,52
180,2,4:01.0,J. Clarkson makes 2-pt jump shot from 7 ft (assist by I. Zubac),,50,52
181,2,3:39.0,,D. Lillard misses 2-pt jump shot from 13 ft,50,52
182,2,3:39.0,Defensive rebound by J. Randle,,50,52
183,2,3:30.0,I. Zubac makes 2-pt dunk at rim (assist by J. Clarkson),,52,52
184,2,3:11.0,,Turnover by E. Turner (bad pass; steal by L. Deng),52,52
185,2,3:06.0,Shooting foul by D. Lillard (drawn by N. Young),,52,52
186,2,3:06.0,N. Young makes free throw 1 of 2,,53,52
187,2,3:06.0,T. Mozgov enters the game for I. Zubac,,53,52
188,2,3:06.0,,C. McCollum enters the game for A. Crabbe,53,52
189,2,3:06.0,N. Young makes free throw 2 of 2,,54,52
190,2,2:55.0,,E. Turner makes 2-pt jump shot from 15 ft,54,54
191,2,2:40.0,Offensive foul by T. Mozgov (drawn by D. Lillard),,54,54
192,2,2:40.0,Turnover by T. Mozgov (offensive foul),,54,54
193,2,2:40.0,Official timeout,,54,54
194,2,2:27.0,,Shooting foul by T. Mozgov (drawn by M. Plumlee),54,54
195,2,2:27.0,,M. Plumlee misses free throw 1 of 2,54,54
196,2,2:27.0,,Offensive rebound by Team,54,54
197,2,2:27.0,,M. Plumlee makes free throw 2 of 2,54,55
198,2,2:16.0,J. Clarkson misses 2-pt jump shot from 5 ft,,54,55
199,2,2:15.0,,Defensive rebound by C. McCollum,54,55
200,2,2:06.0,,C. McCollum makes 2-pt jump shot from 4 ft,54,57
201,2,1:48.0,L. Deng misses 3-pt jump shot from 22 ft,,54,57
202,2,1:48.0,Offensive rebound by T. Mozgov,,54,57
203,2,1:37.0,N. Young misses 3-pt jump shot from 23 ft,,54,57
204,2,1:36.0,,Defensive rebound by M. Plumlee,54,57
205,2,1:29.0,,D. Lillard misses 3-pt jump shot from 24 ft,54,57
206,2,1:29.0,Defensive rebound by J. Clarkson,,54,57
207,2,1:16.0,J. Randle makes 2-pt jump shot from 3 ft,,56,57
208,2,1:16.0,Shooting foul by M. Plumlee (drawn by J. Randle),,56,57
209,2,1:16.0,J. Randle misses free throw 1 of 1,,56,57
210,2,1:13.0,,Defensive rebound by E. Turner,56,57
211,2,1:00.0,,D. Lillard makes 2-pt layup from 2 ft,56,59
212,2,0:47.0,J. Clarkson makes 2-pt jump shot from 16 ft,,58,59
213,2,0:35.0,,Offensive foul by N. Vonleh (drawn by N. Young),58,59
214,2,0:35.0,,Turnover by N. Vonleh (offensive foul),58,59
215,2,0:15.0,J. Randle misses 2-pt jump shot from 11 ft,,58,59
216,2,0:14.0,,Defensive rebound by M. Plumlee,58,59
217,2,0:03.0,,D. Lillard misses 3-pt jump shot from 25 ft,58,59
218,2,0:02.0,Defensive rebound by L. Deng,,58,59
219,2,0:00.0,L. Deng misses 3-pt jump shot from 60 ft,,58,59
220,2,0:00.0,Offensive rebound by Team,,58,59
221,3,11:49.0,,Inbound foul by N. Young,58,59
222,3,11:49.0,,C. McCollum makes free throw 1 of 1,58,60
223,3,11:46.0,,N. Vonleh makes 2-pt jump shot from 22 ft (assist by E. Turner),58,62
224,3,11:23.0,J. Randle makes 2-pt jump shot from 22 ft (assist by J. Calderón),,60,62
225,3,11:00.0,,E. Turner misses 3-pt jump shot from 25 ft,60,62
226,3,10:59.0,,Offensive rebound by N. Vonleh,60,62
227,3,10:59.0,,N. Vonleh makes 2-pt layup from 1 ft,60,64
228,3,10:31.0,Turnover by Team (shot clock),,60,64
229,3,10:09.0,,N. Vonleh misses 2-pt jump shot from 5 ft,60,64
230,3,10:09.0,Defensive rebound by T. Mozgov,,60,64
231,3,9:51.0,L. Deng misses 3-pt jump shot from 25 ft,,60,64
232,3,9:51.0,,Defensive rebound by N. Vonleh,60,64
233,3,9:41.0,,D. Lillard makes 2-pt jump shot from 3 ft,60,66
234,3,9:30.0,Turnover by J. Calderón (bad pass),,60,66
235,3,9:30.0,LA Lakers full timeout,,60,66
236,3,9:30.0,J. Clarkson enters the game for L. Deng,,60,66
237,3,9:30.0,I. Zubac enters the game for J. Randle,,60,66
238,3,9:30.0,T. Black enters the game for T. Mozgov,,60,66
239,3,9:30.0,B. Ingram enters the game for N. Young,,60,66
240,3,9:30.0,L. Williams enters the game for J. Calderón,,60,66
241,3,9:10.0,,Turnover by M. Plumlee (bad pass; steal by J. Clarkson),60,66
242,3,9:04.0,L. Williams misses 3-pt jump shot from 24 ft,,60,66
243,3,9:03.0,,Defensive rebound by N. Vonleh,60,66
244,3,8:54.0,,D. Lillard misses 2-pt layup from 1 ft (block by I. Zubac),60,66
245,3,8:52.0,Defensive rebound by T. Black,,60,66
246,3,8:45.0,J. Clarkson misses 2-pt layup from 2 ft,,60,66
247,3,8:44.0,,Defensive rebound by N. Vonleh,60,66
248,3,8:39.0,,Shooting foul by T. Black (drawn by M. Plumlee),60,66
249,3,8:39.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by C. McCollum),60,68
250,3,8:39.0,,M. Plumlee misses free throw 1 of 1,60,68
251,3,8:39.0,Defensive rebound by Team,,60,68
252,3,8:29.0,Turnover by I. Zubac (lost ball; steal by M. Plumlee),,60,68
253,3,8:25.0,,M. Plumlee makes 2-pt dunk at rim,60,70
254,3,8:03.0,Turnover by I. Zubac (lost ball),,60,70
255,3,7:51.0,,C. McCollum misses 2-pt jump shot from 16 ft (block by B. Ingram),60,70
256,3,7:50.0,Defensive rebound by I. Zubac,,60,70
257,3,7:43.0,L. Williams misses 3-pt jump shot from 24 ft,,60,70
258,3,7:41.0,,Defensive rebound by M. Plumlee,60,70
259,3,7:32.0,,Shooting foul by T. Black (drawn by D. Lillard),60,70
260,3,7:32.0,,D. Lillard makes free throw 1 of 2,60,71
261,3,7:32.0,L. Nance enters the game for T. Black,,60,71
262,3,7:32.0,,D. Lillard makes free throw 2 of 2,60,72
263,3,7:16.0,I. Zubac makes 2-pt jump shot from 9 ft (assist by L. Williams),,62,72
264,3,7:03.0,,M. Plumlee misses 2-pt layup from 1 ft (block by I. Zubac),62,72
265,3,7:02.0,,Offensive rebound by N. Vonleh,62,72
266,3,7:02.0,,N. Vonleh misses 2-pt layup from 3 ft,62,72
267,3,7:01.0,Defensive rebound by L. Williams,,62,72
268,3,6:52.0,Turnover by L. Williams (bad pass; steal by E. Turner),,62,72
269,3,6:48.0,,E. Turner misses 2-pt layup from 2 ft,62,72
270,3,6:48.0,,Offensive rebound by N. Vonleh,62,72
271,3,6:45.0,,N. Vonleh makes 2-pt dunk at rim,62,74
272,3,6:28.0,L. Nance misses 2-pt jump shot from 20 ft,,62,74
273,3,6:27.0,,Defensive rebound by E. Turner,62,74
274,3,6:19.0,,C. McCollum misses 3-pt jump shot from 25 ft,62,74
275,3,6:18.0,Defensive rebound by Team,,62,74
276,3,6:04.0,Shooting foul by C. McCollum (drawn by J. Clarkson),,62,74
277,3,6:04.0,J. Clarkson makes free throw 1 of 2,,63,74
278,3,6:04.0,,A. Crabbe enters the game for C. McCollum,63,74
279,3,6:04.0,,A. Aminu enters the game for N. Vonleh,63,74
280,3,6:04.0,J. Clarkson makes free throw 2 of 2,,64,74
281,3,5:48.0,,E. Turner makes 2-pt jump shot from 14 ft,64,76
282,3,5:28.0,B. Ingram misses 3-pt jump shot from 25 ft,,64,76
283,3,5:27.0,,Defensive rebound by A. Aminu,64,76
284,3,5:18.0,,M. Plumlee makes 2-pt dunk at rim (assist by D. Lillard),64,78
285,3,4:53.0,J. Clarkson makes 2-pt jump shot from 6 ft,,66,78
286,3,4:38.0,,Shooting foul by I. Zubac (drawn by M. Plumlee),66,78
287,3,4:38.0,,M. Plumlee misses free throw 1 of 2,66,78
288,3,4:38.0,,Offensive rebound by Team,66,78
289,3,4:38.0,,M. Plumlee makes free throw 2 of 2,66,79
290,3,4:21.0,I. Zubac makes 2-pt jump shot from 9 ft (assist by L. Williams),,68,79
291,3,4:05.0,,D. Lillard makes 2-pt layup from 1 ft (assist by M. Plumlee),68,81
292,3,3:44.0,L. Williams misses 2-pt jump shot from 11 ft,,68,81
293,3,3:43.0,,Defensive rebound by M. Plumlee,68,81
294,3,3:34.0,,Turnover by A. Crabbe (bad pass),68,81
295,3,3:34.0,LA Lakers full timeout,,68,81
296,3,3:34.0,,M. Leonard enters the game for M. Plumlee,68,81
297,3,3:34.0,,P. Connaughton enters the game for E. Turner,68,81
298,3,3:19.0,J. Clarkson misses 2-pt jump shot from 5 ft,,68,81
299,3,3:18.0,,Defensive rebound by A. Aminu,68,81
300,3,3:10.0,,Turnover by A. Crabbe (bad pass),68,81
301,3,2:59.0,L. Williams makes 2-pt layup from 1 ft,,70,81
302,3,2:43.0,,Turnover by A. Crabbe (traveling),70,81
303,3,2:43.0,,Portland full timeout,70,81
304,3,2:43.0,,C. McCollum enters the game for D. Lillard,70,81
305,3,2:27.0,,Offensive charge foul by B. Ingram (drawn by A. Aminu),70,81
306,3,2:27.0,Turnover by B. Ingram (offensive foul),,70,81
307,3,2:08.0,Violation by L. Williams (kicked ball),,70,81
308,3,1:58.0,,Turnover by A. Aminu (bad pass; steal by L. Williams),70,81
309,3,1:46.0,Shooting foul by C. McCollum (drawn by L. Williams),,70,81
310,3,1:46.0,L. Williams makes free throw 1 of 2,,71,81
311,3,1:46.0,N. Young enters the game for L. Nance,,71,81
312,3,1:46.0,L. Williams makes free throw 2 of 2,,72,81
313,3,1:32.0,,A. Crabbe makes 2-pt jump shot from 22 ft,72,83
314,3,1:18.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by B. Ingram),,75,83
315,3,1:03.0,,C. McCollum misses 2-pt jump shot from 3 ft,75,83
316,3,1:03.0,Defensive rebound by I. Zubac,,75,83
317,3,0:46.0,Turnover by I. Zubac (traveling),,75,83
318,3,0:31.0,,C. McCollum misses 2-pt layup from 3 ft,75,83
319,3,0:30.0,,Offensive rebound by Team,75,83
320,3,0:26.0,,M. Leonard misses 2-pt hook shot from 3 ft,75,83
321,3,0:25.0,Defensive rebound by N. Young,,75,83
322,3,0:05.0,I. Zubac misses 2-pt layup from 1 ft (block by M. Leonard),,75,83
323,3,0:03.0,Offensive rebound by I. Zubac,,75,83
324,3,0:03.0,Turnover by Team (shot clock),,75,83
325,3,0:03.0,,D. Lillard enters the game for M. Leonard,75,83
326,3,0:03.0,L. Deng enters the game for I. Zubac,,75,83
327,4,11:45.0,Shooting foul by A. Crabbe (drawn by J. Clarkson),,75,83
328,4,11:45.0,J. Clarkson makes free throw 1 of 2,,76,83
329,4,11:45.0,J. Clarkson makes free throw 2 of 2,,77,83
330,4,11:34.0,,A. Crabbe makes 2-pt jump shot from 19 ft (assist by C. McCollum),77,85
331,4,11:11.0,J. Clarkson misses 2-pt layup from 3 ft,,77,85
332,4,11:10.0,,Defensive rebound by A. Crabbe,77,85
333,4,11:04.0,,A. Aminu misses 2-pt layup from 2 ft (block by L. Deng),77,85
334,4,11:04.0,Defensive rebound by N. Young,,77,85
335,4,10:57.0,N. Young misses 2-pt jump shot from 20 ft,,77,85
336,4,10:56.0,,Defensive rebound by M. Leonard,77,85
337,4,10:45.0,,C. McCollum makes 2-pt jump shot from 9 ft,77,87
338,4,10:44.0,LA Lakers full timeout,,77,87
339,4,10:33.0,L. Williams misses 2-pt jump shot from 21 ft,,77,87
340,4,10:32.0,,Defensive rebound by M. Leonard,77,87
341,4,10:23.0,,M. Leonard misses 2-pt dunk at rim,77,87
342,4,10:22.0,Defensive rebound by Team,,77,87
343,4,10:06.0,L. Williams makes 3-pt jump shot from 25 ft,,80,87
344,4,9:52.0,,P. Connaughton misses 2-pt layup from 1 ft (block by I. Zubac),80,87
345,4,9:51.0,Defensive rebound by J. Clarkson,,80,87
346,4,9:47.0,L. Williams makes 3-pt jump shot from 26 ft (assist by J. Clarkson),,83,87
347,4,9:31.0,,A. Crabbe makes 2-pt jump shot from 21 ft (assist by M. Leonard),83,89
348,4,9:07.0,L. Williams makes 3-pt jump shot from 25 ft,,86,89
349,4,9:06.0,,Portland full timeout,86,89
350,4,9:06.0,,E. Turner enters the game for C. McCollum,86,89
351,4,9:06.0,,D. Lillard enters the game for P. Connaughton,86,89
352,4,9:06.0,J. Calderón enters the game for J. Clarkson,,86,89
353,4,8:48.0,,E. Turner misses 2-pt jump shot from 15 ft,86,89
354,4,8:47.0,Defensive rebound by I. Zubac,,86,89
355,4,8:40.0,Shooting foul by E. Turner (drawn by L. Williams),,86,89
356,4,8:40.0,L. Williams makes free throw 1 of 2,,87,89
357,4,8:40.0,L. Williams makes free throw 2 of 2,,88,89
358,4,8:30.0,,D. Lillard misses 2-pt jump shot from 18 ft,88,89
359,4,8:29.0,Defensive rebound by J. Calderón,,88,89
360,4,8:23.0,L. Williams misses 3-pt jump shot from 25 ft,,88,89
361,4,8:22.0,Offensive rebound by I. Zubac,,88,89
362,4,8:22.0,Personal foul by M. Leonard (drawn by I. Zubac),,88,89
363,4,8:22.0,,M. Plumlee enters the game for M. Leonard,88,89
364,4,8:03.0,L. Williams misses 2-pt layup from 3 ft,,88,89
365,4,8:03.0,,Defensive rebound by A. Aminu,88,89
366,4,7:53.0,,A. Aminu misses 3-pt jump shot from 25 ft,88,89
367,4,7:52.0,Defensive rebound by N. Young,,88,89
368,4,7:30.0,I. Zubac misses 2-pt hook shot from 8 ft,,88,89
369,4,7:29.0,,Defensive rebound by D. Lillard,88,89
370,4,7:18.0,,M. Plumlee misses 2-pt jump shot from 6 ft,88,89
371,4,7:16.0,Defensive rebound by L. Deng,,88,89
372,4,7:04.0,I. Zubac misses 2-pt jump shot from 3 ft (block by A. Aminu),,88,89
373,4,7:03.0,,Defensive rebound by D. Lillard,88,89
374,4,6:56.0,,D. Lillard misses 2-pt jump shot from 15 ft,88,89
375,4,6:55.0,Defensive rebound by L. Williams,,88,89
376,4,6:48.0,Turnover by N. Young (bad pass; steal by M. Plumlee),,88,89
377,4,6:40.0,,A. Crabbe makes 2-pt jump shot from 17 ft,88,91
378,4,6:38.0,LA Lakers full timeout,,88,91
379,4,6:38.0,J. Randle enters the game for I. Zubac,,88,91
380,4,6:38.0,L. Nance enters the game for L. Williams,,88,91
381,4,6:23.0,N. Young makes 3-pt jump shot from 24 ft (assist by L. Nance),,91,91
382,4,6:07.0,,Personal foul by J. Randle (drawn by A. Crabbe),91,91
383,4,5:58.0,,A. Crabbe misses 2-pt layup from 2 ft (block by L. Nance),91,91
384,4,5:57.0,Defensive rebound by L. Nance,,91,91
385,4,5:41.0,N. Young makes 3-pt jump shot from 25 ft,,94,91
386,4,5:19.0,,E. Turner misses 2-pt jump shot from 17 ft,94,91
387,4,5:18.0,Defensive rebound by N. Young,,94,91
388,4,4:56.0,J. Randle misses 2-pt layup from 2 ft,,94,91
