,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CLEVELAND_ACTION,MILWAUKEE_SCORE,CLEVELAND_SCORE
0,1,11:47.0,J. Parker makes 2-pt dunk at rim (assist by J. Henson),,2,0
1,1,11:20.0,,L. James makes 2-pt layup from 1 ft (assist by R. Jefferson),2,2
2,1,10:58.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,2,2
3,1,10:58.0,,Defensive rebound by Team,2,2
4,1,10:37.0,,K. Irving misses 2-pt jump shot from 12 ft,2,2
5,1,10:37.0,,Offensive rebound by T. Thompson,2,2
6,1,10:36.0,,Personal foul by J. Parker (drawn by T. Thompson),2,2
7,1,10:31.0,,Def 3 sec tech foul by J. Henson,2,2
8,1,10:31.0,,K. Irving makes technical free throw,2,3
9,1,10:24.0,,L. James misses 2-pt jump shot from 5 ft,2,3
10,1,10:23.0,,Offensive rebound by L. James,2,3
11,1,10:23.0,,L. James misses 2-pt layup from 1 ft,2,3
12,1,10:21.0,,Offensive rebound by T. Thompson,2,3
13,1,10:19.0,,T. Thompson makes 2-pt dunk at rim,2,5
14,1,10:13.0,T. Snell misses 2-pt jump shot from 14 ft,,2,5
15,1,10:11.0,,Defensive rebound by T. Thompson,2,5
16,1,9:57.0,,K. Irving makes 2-pt layup at rim (assist by L. James),2,7
17,1,9:42.0,Personal foul by D. Liggins (drawn by M. Dellavedova),,2,7
18,1,9:42.0,Violation by Team (jump ball),,2,7
19,1,9:29.0,J. Parker makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,5,7
20,1,9:17.0,,R. Jefferson misses 3-pt jump shot from 25 ft,5,7
21,1,9:17.0,Defensive rebound by M. Dellavedova,,5,7
22,1,9:06.0,J. Parker makes 2-pt hook shot from 8 ft (assist by M. Dellavedova),,7,7
23,1,8:57.0,,Personal foul by T. Snell (drawn by T. Thompson),7,7
24,1,8:44.0,,D. Liggins makes 2-pt layup from 1 ft (assist by K. Irving),7,9
25,1,8:28.0,J. Parker misses 2-pt jump shot from 20 ft,,7,9
26,1,8:28.0,,Defensive rebound by D. Liggins,7,9
27,1,8:21.0,,L. James makes 2-pt layup from 2 ft,7,11
28,1,8:08.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,7,11
29,1,8:08.0,,Defensive rebound by T. Thompson,7,11
30,1,8:00.0,,K. Irving misses 2-pt layup from 1 ft,7,11
31,1,7:59.0,,Offensive rebound by T. Thompson,7,11
32,1,7:59.0,,T. Thompson makes 2-pt dunk at rim,7,13
33,1,7:59.0,Milwaukee full timeout,,7,13
34,1,7:59.0,R. Vaughn enters the game for T. Snell,,7,13
35,1,7:42.0,Turnover by J. Henson (traveling),,7,13
36,1,7:30.0,,Turnover by D. Liggins (lost ball),7,13
37,1,7:17.0,Personal foul by R. Jefferson (drawn by J. Henson),,7,13
38,1,7:02.0,J. Henson misses 2-pt jump shot from 14 ft,,7,13
39,1,7:02.0,,Defensive rebound by T. Thompson,7,13
40,1,6:55.0,,Personal foul by M. Dellavedova (drawn by K. Irving),7,13
41,1,6:55.0,M. Teletović enters the game for G. Antetokounmpo,,7,13
42,1,6:41.0,,K. Irving makes 2-pt jump shot from 8 ft,7,15
43,1,6:25.0,J. Parker misses 2-pt dunk at rim (block by T. Thompson),,7,15
