,QUARTER,TIME_REMAINING,DETROIT_ACTION,DALLAS_ACTION,DETROIT_SCORE,DALLAS_SCORE
0,1,11:42.0,,W. Matthews misses 3-pt jump shot from 25 ft,0,0
1,1,11:41.0,Defensive rebound by A. Drummond,,0,0
2,1,11:28.0,T. Harris makes 2-pt jump shot from 16 ft,,2,0
3,1,11:10.0,,S. Mejri misses 2-pt layup from 2 ft,2,0
4,1,11:09.0,Defensive rebound by A. Drummond,,2,0
5,1,10:59.0,R. Jackson makes 2-pt jump shot from 11 ft,,4,0
6,1,10:38.0,,D. Williams misses 2-pt jump shot from 20 ft,4,0
7,1,10:37.0,,Offensive rebound by D. Williams,4,0
8,1,10:24.0,,D. Williams misses 2-pt jump shot from 13 ft,4,0
9,1,10:23.0,Defensive rebound by A. Drummond,,4,0
10,1,10:10.0,Turnover by R. Jackson (bad pass; steal by D. Williams),,4,0
11,1,9:58.0,,H. Barnes misses 3-pt jump shot from 25 ft,4,0
12,1,9:58.0,Defensive rebound by R. Jackson,,4,0
13,1,9:49.0,Turnover by T. Harris (lost ball; steal by W. Matthews),,4,0
14,1,9:31.0,,H. Barnes makes 2-pt jump shot from 3 ft,4,2
15,1,9:02.0,R. Jackson misses 3-pt jump shot from 23 ft,,4,2
16,1,9:01.0,,Defensive rebound by H. Barnes,4,2
17,1,8:39.0,,S. Mejri misses 2-pt jump shot from 17 ft,4,2
18,1,8:38.0,,Offensive rebound by Team,4,2
19,1,8:38.0,,Turnover by Team (shot clock),4,2
20,1,8:27.0,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,,4,2
21,1,8:26.0,,Defensive rebound by H. Barnes,4,2
22,1,8:05.0,,H. Barnes makes 2-pt jump shot from 10 ft,4,4
23,1,7:51.0,Turnover by M. Morris (lost ball; steal by W. Matthews),,4,4
24,1,7:33.0,,W. Matthews misses 2-pt jump shot from 5 ft,4,4
25,1,7:32.0,Defensive rebound by A. Drummond,,4,4
26,1,7:24.0,Offensive foul by A. Drummond (drawn by W. Matthews),,4,4
27,1,7:24.0,Turnover by A. Drummond (offensive foul),,4,4
28,1,7:07.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,4,4
29,1,7:06.0,Defensive rebound by A. Drummond,,4,4
30,1,6:57.0,Turnover by R. Jackson (bad pass; steal by S. Mejri),,4,4
31,1,6:45.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by W. Matthews),4,7
32,1,6:36.0,Detroit full timeout,,4,7
33,1,6:30.0,Turnover by K. Caldwell-Pope (bad pass),,4,7
34,1,6:15.0,,D. Williams misses 3-pt jump shot from 24 ft,4,7
35,1,6:14.0,Defensive rebound by A. Drummond,,4,7
36,1,6:07.0,R. Jackson misses 3-pt jump shot from 24 ft,,4,7
37,1,6:05.0,,Defensive rebound by S. Mejri,4,7
38,1,6:00.0,,Personal block foul by R. Jackson (drawn by D. Williams),4,7
39,1,6:00.0,I. Smith enters the game for R. Jackson,,4,7
40,1,6:00.0,J. Leuer enters the game for T. Harris,,4,7
41,1,5:51.0,,Def 3 sec tech foul by A. Drummond,4,7
42,1,5:51.0,,D. Williams makes technical free throw,4,8
43,1,5:41.0,,H. Barnes misses 2-pt jump shot from 8 ft,4,8
44,1,5:40.0,Defensive rebound by A. Drummond,,4,8
45,1,5:16.0,I. Smith misses 2-pt jump shot from 16 ft,,4,8
46,1,5:14.0,Offensive rebound by A. Drummond,,4,8
47,1,5:12.0,Turnover by A. Drummond (lost ball; steal by W. Matthews),,4,8
48,1,4:59.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,4,8
49,1,4:58.0,Defensive rebound by I. Smith,,4,8
50,1,4:47.0,K. Caldwell-Pope misses 2-pt jump shot from 12 ft,,4,8
51,1,4:45.0,Offensive rebound by A. Drummond,,4,8
52,1,4:41.0,I. Smith misses 3-pt jump shot from 25 ft,,4,8
53,1,4:40.0,Offensive rebound by A. Drummond,,4,8
54,1,4:30.0,M. Morris misses 3-pt jump shot from 24 ft,,4,8
55,1,4:29.0,,Defensive rebound by H. Barnes,4,8
56,1,4:14.0,,Shooting foul by I. Smith (drawn by D. Williams),4,8
57,1,4:14.0,,D. Williams makes free throw 1 of 2,4,9
58,1,4:14.0,,D. Powell enters the game for S. Mejri,4,9
59,1,4:14.0,,D. Harris enters the game for H. Barnes,4,9
60,1,4:14.0,,D. Williams makes free throw 2 of 2,4,10
61,1,3:55.0,J. Leuer makes 2-pt jump shot from 13 ft (assist by I. Smith),,6,10
62,1,3:45.0,,W. Matthews misses 2-pt jump shot from 4 ft,6,10
63,1,3:44.0,Defensive rebound by J. Leuer,,6,10
64,1,3:38.0,M. Morris makes 3-pt jump shot from 25 ft (assist by I. Smith),,9,10
65,1,3:38.0,,Dallas full timeout,9,10
66,1,3:38.0,,S. Curry enters the game for D. Williams,9,10
67,1,3:22.0,,Turnover by D. Finney-Smith (lost ball),9,10
68,1,3:08.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,9,10
69,1,3:07.0,Offensive rebound by I. Smith,,9,10
70,1,3:00.0,S. Johnson enters the game for K. Caldwell-Pope,,9,10
71,1,2:50.0,M. Morris misses 2-pt jump shot from 16 ft,,9,10
72,1,2:49.0,Offensive rebound by A. Drummond,,9,10
73,1,2:47.0,A. Drummond makes 2-pt layup from 1 ft,,11,10
74,1,2:33.0,,D. Powell misses 2-pt jump shot from 20 ft,11,10
75,1,2:32.0,Defensive rebound by S. Johnson,,11,10
76,1,2:23.0,A. Drummond misses 2-pt hook shot from 13 ft,,11,10
77,1,2:21.0,,Defensive rebound by D. Finney-Smith,11,10
78,1,2:12.0,,Personal foul by S. Johnson (drawn by D. Harris),11,10
79,1,2:01.0,,D. Harris makes 3-pt jump shot from 25 ft (assist by W. Matthews),11,13
80,1,1:45.0,J. Leuer makes 2-pt jump shot from 11 ft (assist by M. Morris),,13,13
81,1,1:32.0,,Personal foul by S. Johnson (drawn by D. Harris),13,13
82,1,1:25.0,,S. Curry misses 2-pt jump shot from 15 ft,13,13
83,1,1:24.0,Defensive rebound by A. Drummond,,13,13
84,1,1:23.0,,Loose ball foul by D. Powell (drawn by A. Drummond),13,13
85,1,1:23.0,,H. Barnes enters the game for D. Finney-Smith,13,13
86,1,1:04.0,Turnover by M. Morris (bad pass; steal by D. Powell),,13,13
87,1,0:56.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by W. Matthews),13,16
88,1,0:44.0,Personal foul by D. Harris (drawn by S. Johnson),,13,16
89,1,0:44.0,S. Johnson makes free throw 1 of 2,,14,16
90,1,0:44.0,S. Johnson makes free throw 2 of 2,,15,16
91,1,0:33.0,,D. Harris makes 2-pt jump shot from 21 ft,15,18
92,1,0:20.0,Shooting foul by S. Curry (drawn by M. Morris),,15,18
93,1,0:20.0,M. Morris makes free throw 1 of 2,,16,18
94,1,0:20.0,M. Morris makes free throw 2 of 2,,17,18
95,1,0:04.0,,D. Powell makes 2-pt layup from 1 ft (assist by D. Harris),17,20
96,2,11:37.0,R. Jackson misses 2-pt jump shot from 19 ft,,17,20
97,2,11:36.0,,Defensive rebound by J. Anderson,17,20
98,2,11:15.0,,J. Anderson makes 3-pt jump shot from 24 ft (assist by D. Powell),17,23
99,2,11:04.0,Turnover by S. Johnson (step out of bounds),,17,23
100,2,10:40.0,,J. Anderson misses 2-pt jump shot from 6 ft,17,23
101,2,10:37.0,Defensive rebound by J. Leuer,,17,23
102,2,10:22.0,T. Harris misses 2-pt jump shot from 4 ft,,17,23
103,2,10:20.0,Offensive rebound by J. Leuer,,17,23
104,2,10:16.0,Turnover by J. Leuer (lost ball; steal by S. Curry),,17,23
105,2,10:04.0,,J. Anderson misses 3-pt jump shot from 23 ft,17,23
106,2,10:02.0,Defensive rebound by J. Leuer,,17,23
107,2,9:48.0,R. Jackson makes 3-pt jump shot from 25 ft (assist by J. Leuer),,20,23
108,2,9:34.0,,J. Anderson makes 3-pt jump shot from 23 ft (assist by D. Williams),20,26
109,2,9:19.0,R. Jackson makes 2-pt layup from 2 ft,,22,26
110,2,9:02.0,,Turnover by H. Barnes (lost ball; steal by J. Leuer),22,26
111,2,9:00.0,Personal foul by D. Williams (drawn by R. Jackson),,22,26
112,2,8:49.0,T. Harris makes 2-pt jump shot from 13 ft (assist by S. Johnson),,24,26
113,2,8:27.0,,H. Barnes misses 3-pt jump shot from 24 ft,24,26
114,2,8:26.0,Defensive rebound by A. Baynes,,24,26
115,2,8:16.0,S. Johnson misses 3-pt jump shot from 23 ft,,24,26
116,2,8:14.0,Offensive rebound by S. Johnson,,24,26
117,2,8:10.0,J. Leuer makes 2-pt layup from 1 ft (assist by R. Jackson),,26,26
118,2,8:09.0,,Dallas full timeout,26,26
119,2,8:09.0,,D. Harris enters the game for H. Barnes,26,26
120,2,8:09.0,,S. Mejri enters the game for D. Powell,26,26
121,2,8:09.0,,W. Matthews enters the game for S. Curry,26,26
122,2,8:08.0,K. Caldwell-Pope enters the game for S. Johnson,,26,26
123,2,7:59.0,,Personal foul by T. Harris (drawn by W. Matthews),26,26
124,2,7:49.0,,J. Anderson makes 2-pt hook shot from 6 ft,26,28
125,2,7:36.0,T. Harris makes 2-pt jump shot from 9 ft (assist by R. Jackson),,28,28
126,2,7:18.0,,J. Anderson misses 2-pt jump shot from 7 ft,28,28
127,2,7:17.0,Defensive rebound by J. Leuer,,28,28
128,2,7:08.0,J. Leuer makes 2-pt jump shot from 9 ft,,30,28
129,2,6:49.0,,Shooting foul by R. Jackson (drawn by D. Williams),30,28
130,2,6:49.0,,D. Williams makes free throw 1 of 2,30,29
131,2,6:49.0,,D. Williams makes free throw 2 of 2,30,30
132,2,6:31.0,A. Baynes misses 2-pt jump shot from 18 ft,,30,30
133,2,6:31.0,Offensive rebound by Team,,30,30
134,2,6:31.0,,Loose ball foul by J. Anderson (drawn by K. Caldwell-Pope),30,30
135,2,6:20.0,R. Jackson makes 2-pt jump shot from 18 ft,,32,30
136,2,6:04.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by D. Harris),32,33
137,2,5:41.0,J. Leuer makes 2-pt jump shot from 9 ft (assist by R. Jackson),,34,33
138,2,5:28.0,,Personal foul by R. Jackson (drawn by D. Williams),34,33
139,2,5:28.0,Official timeout,,34,33
140,2,5:28.0,,S. Curry enters the game for D. Williams,34,33
141,2,5:28.0,,H. Barnes enters the game for J. Anderson,34,33
142,2,5:18.0,I. Smith enters the game for R. Jackson,,34,33
143,2,5:18.0,,W. Matthews makes 2-pt jump shot from 19 ft,34,35
144,2,4:55.0,A. Baynes makes 2-pt hook shot from 4 ft (assist by J. Leuer),,36,35
145,2,4:39.0,,W. Matthews misses 3-pt jump shot from 25 ft,36,35
146,2,4:38.0,Defensive rebound by A. Baynes,,36,35
147,2,4:30.0,I. Smith makes 2-pt layup from 1 ft,,38,35
148,2,4:11.0,,H. Barnes misses 2-pt jump shot from 9 ft,38,35
149,2,4:10.0,Defensive rebound by A. Baynes,,38,35
150,2,4:03.0,J. Leuer makes 2-pt layup from 1 ft (assist by I. Smith),,40,35
151,2,4:01.0,,Dallas full timeout,40,35
152,2,4:01.0,,D. Williams enters the game for D. Harris,40,35
153,2,4:01.0,A. Drummond enters the game for J. Leuer,,40,35
154,2,4:01.0,M. Morris enters the game for A. Baynes,,40,35
155,2,3:44.0,Violation by A. Drummond (def goaltending),,40,35
156,2,3:44.0,,H. Barnes makes 2-pt jump shot from 7 ft (assist by D. Williams),40,37
157,2,3:29.0,A. Drummond misses 2-pt layup from 2 ft (block by S. Mejri),,40,37
158,2,3:26.0,Offensive rebound by T. Harris,,40,37
159,2,3:22.0,T. Harris misses 2-pt jump shot from 12 ft,,40,37
160,2,3:21.0,,Defensive rebound by S. Mejri,40,37
161,2,3:05.0,,S. Curry makes 2-pt jump shot from 17 ft (assist by W. Matthews),40,39
162,2,2:48.0,M. Morris makes 2-pt jump shot from 17 ft (assist by I. Smith),,42,39
163,2,2:38.0,,S. Curry misses 2-pt jump shot from 17 ft,42,39
164,2,2:34.0,Defensive rebound by A. Drummond,,42,39
165,2,2:32.0,Shooting foul by S. Curry (drawn by M. Morris),,42,39
166,2,2:32.0,Detroit full timeout,,42,39
167,2,2:32.0,I. Smith misses free throw 1 of 2,,42,39
168,2,2:32.0,Offensive rebound by Team,,42,39
169,2,2:32.0,,D. Finney-Smith enters the game for S. Curry,42,39
170,2,2:32.0,I. Smith makes free throw 2 of 2,,43,39
171,2,2:20.0,,Turnover by D. Finney-Smith (bad pass; steal by T. Harris),43,39
172,2,2:16.0,T. Harris misses 2-pt layup at rim (block by S. Mejri),,43,39
173,2,2:16.0,Offensive rebound by Team,,43,39
174,2,2:10.0,T. Harris misses 3-pt jump shot from 24 ft,,43,39
175,2,2:08.0,,Defensive rebound by Team,43,39
176,2,1:52.0,,W. Matthews makes 2-pt layup from 1 ft (assist by D. Williams),43,41
177,2,1:28.0,Turnover by A. Drummond (lost ball; steal by S. Mejri),,43,41
178,2,1:19.0,,H. Barnes misses 3-pt jump shot from 25 ft,43,41
179,2,1:18.0,Defensive rebound by A. Drummond,,43,41
180,2,1:14.0,Turnover by I. Smith (bad pass),,43,41
181,2,1:03.0,,D. Williams misses 2-pt hook shot from 6 ft,43,41
182,2,1:01.0,Defensive rebound by M. Morris,,43,41
183,2,0:59.0,I. Smith misses 2-pt jump shot from 5 ft,,43,41
184,2,0:59.0,,Defensive rebound by Team,43,41
185,2,0:58.0,Loose ball foul by A. Drummond (drawn by D. Finney-Smith),,43,41
