,QUARTER,TIME_REMAINING,DETROIT_ACTION,DALLAS_ACTION,DETROIT_SCORE,DALLAS_SCORE
186,2,0:58.0,A. Baynes enters the game for A. Drummond,,43,41
187,2,0:36.0,,D. Williams makes 2-pt jump shot from 20 ft,43,43
188,2,0:15.0,Turnover by M. Morris (lost ball; steal by H. Barnes),,43,43
189,2,0:00.0,,D. Williams misses 2-pt jump shot from 11 ft,43,43
190,2,0:00.0,,Offensive rebound by H. Barnes,43,43
191,3,11:48.0,R. Jackson makes 2-pt jump shot from 6 ft,,45,43
192,3,11:24.0,,D. Williams misses 2-pt jump shot from 22 ft,45,43
193,3,11:22.0,Defensive rebound by M. Morris,,45,43
194,3,11:16.0,Personal foul by W. Matthews (drawn by A. Drummond),,45,43
195,3,10:59.0,M. Morris misses 2-pt jump shot from 22 ft,,45,43
196,3,10:58.0,,Defensive rebound by D. Finney-Smith,45,43
197,3,10:47.0,,D. Williams makes 2-pt jump shot from 18 ft,45,45
198,3,10:32.0,K. Caldwell-Pope makes 2-pt jump shot from 10 ft (assist by T. Harris),,47,45
199,3,10:14.0,,Offensive foul by S. Mejri (drawn by T. Harris),47,45
200,3,10:14.0,,Turnover by S. Mejri (offensive foul),47,45
201,3,9:56.0,R. Jackson misses 3-pt jump shot from 23 ft,,47,45
202,3,9:55.0,,Defensive rebound by W. Matthews,47,45
203,3,9:51.0,,Personal foul by K. Caldwell-Pope (drawn by S. Mejri),47,45
204,3,9:40.0,,D. Finney-Smith makes 2-pt dunk at rim (assist by D. Williams),47,47
205,3,9:25.0,R. Jackson misses 2-pt jump shot from 5 ft,,47,47
206,3,9:24.0,,Defensive rebound by S. Mejri,47,47
207,3,9:05.0,,D. Williams misses 3-pt jump shot from 23 ft,47,47
208,3,9:04.0,Defensive rebound by R. Jackson,,47,47
209,3,8:46.0,T. Harris misses 2-pt jump shot from 11 ft,,47,47
210,3,8:43.0,,Defensive rebound by D. Williams,47,47
211,3,8:36.0,,Def 3 sec tech foul by A. Drummond,47,47
212,3,8:36.0,,D. Williams makes technical free throw,47,48
213,3,8:23.0,,H. Barnes makes 2-pt hook shot from 8 ft,47,50
214,3,7:59.0,Turnover by T. Harris (lost ball; steal by W. Matthews),,47,50
215,3,7:39.0,,H. Barnes makes 2-pt jump shot from 9 ft,47,52
216,3,7:39.0,Detroit full timeout,,47,52
217,3,7:29.0,R. Jackson misses 2-pt jump shot from 6 ft (block by S. Mejri),,47,52
218,3,7:27.0,,Defensive rebound by D. Finney-Smith,47,52
219,3,7:18.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by H. Barnes),47,55
220,3,7:03.0,Turnover by M. Morris (bad pass; steal by D. Finney-Smith),,47,55
221,3,6:51.0,,Turnover by D. Williams (traveling),47,55
222,3,6:37.0,Shooting foul by D. Finney-Smith (drawn by T. Harris),,47,55
223,3,6:37.0,T. Harris makes 2-pt jump shot from 11 ft,,49,55
224,3,6:37.0,T. Harris misses free throw 1 of 1,,49,55
225,3,6:37.0,,S. Curry enters the game for D. Williams,49,55
226,3,6:35.0,,Defensive rebound by S. Mejri,49,55
227,3,6:21.0,,S. Mejri makes 2-pt layup from 1 ft (assist by S. Curry),49,57
228,3,5:56.0,M. Morris misses 3-pt jump shot from 24 ft,,49,57
229,3,5:56.0,,Defensive rebound by S. Mejri,49,57
230,3,5:56.0,Loose ball foul by A. Drummond (drawn by S. Mejri),,49,57
231,3,5:56.0,J. Leuer enters the game for M. Morris,,49,57
232,3,5:56.0,,D. Harris enters the game for H. Barnes,49,57
233,3,5:46.0,,W. Matthews misses 3-pt jump shot from 24 ft,49,57
234,3,5:44.0,,Offensive rebound by S. Mejri,49,57
235,3,5:44.0,,S. Mejri makes 2-pt dunk at rim,49,59
236,3,5:33.0,Shooting foul by D. Finney-Smith (drawn by A. Drummond),,49,59
237,3,5:33.0,A. Drummond makes free throw 1 of 2,,50,59
238,3,5:33.0,A. Drummond misses free throw 2 of 2,,50,59
239,3,5:32.0,,Defensive rebound by S. Mejri,50,59
240,3,5:13.0,,Turnover by W. Matthews (lost ball),50,59
241,3,5:13.0,A. Baynes enters the game for A. Drummond,,50,59
242,3,5:13.0,I. Smith enters the game for R. Jackson,,50,59
243,3,4:52.0,T. Harris makes 2-pt jump shot from 16 ft,,52,59
244,3,4:25.0,,D. Harris misses 3-pt jump shot from 26 ft,52,59
245,3,4:24.0,Defensive rebound by T. Harris,,52,59
246,3,4:20.0,Turnover by I. Smith (lost ball; steal by S. Curry),,52,59
247,3,4:10.0,,Dallas full timeout,52,59
248,3,4:10.0,,D. Powell enters the game for S. Mejri,52,59
249,3,4:01.0,,S. Curry makes 2-pt jump shot from 16 ft,52,61
250,3,3:45.0,Personal block foul by D. Harris (drawn by K. Caldwell-Pope),,52,61
251,3,3:36.0,J. Leuer misses 2-pt jump shot from 12 ft,,52,61
252,3,3:34.0,,Defensive rebound by D. Harris,52,61
253,3,3:20.0,,D. Powell makes 2-pt layup from 1 ft (assist by D. Harris),52,63
254,3,3:20.0,,Shooting foul by I. Smith (drawn by D. Powell),52,63
255,3,3:20.0,M. Morris enters the game for T. Harris,,52,63
256,3,3:20.0,,D. Powell makes free throw 1 of 1,52,64
257,3,3:09.0,K. Caldwell-Pope makes 2-pt jump shot from 21 ft,,54,64
258,3,2:52.0,,S. Curry misses 2-pt jump shot from 13 ft,54,64
259,3,2:48.0,Defensive rebound by I. Smith,,54,64
260,3,2:42.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,54,64
261,3,2:40.0,,Defensive rebound by D. Powell,54,64
262,3,2:15.0,,D. Harris misses 2-pt jump shot from 21 ft,54,64
263,3,2:14.0,Defensive rebound by A. Baynes,,54,64
264,3,2:05.0,J. Leuer makes 2-pt jump shot from 4 ft (assist by M. Morris),,56,64
265,3,1:58.0,,Dallas full timeout,56,64
266,3,1:58.0,,J. Anderson enters the game for D. Finney-Smith,56,64
267,3,1:58.0,,D. Williams enters the game for W. Matthews,56,64
268,3,1:58.0,,H. Barnes enters the game for D. Harris,56,64
269,3,1:58.0,S. Johnson enters the game for K. Caldwell-Pope,,56,64
270,3,1:45.0,,S. Curry misses 2-pt jump shot from 19 ft,56,64
271,3,1:44.0,Defensive rebound by A. Baynes,,56,64
272,3,1:34.0,S. Johnson misses 2-pt jump shot from 19 ft,,56,64
273,3,1:33.0,,Defensive rebound by J. Anderson,56,64
274,3,1:11.0,,D. Williams misses 2-pt jump shot from 15 ft,56,64
275,3,1:09.0,Defensive rebound by M. Morris,,56,64
276,3,1:00.0,A. Baynes misses 2-pt layup from 1 ft,,56,64
277,3,0:58.0,Offensive rebound by A. Baynes,,56,64
278,3,0:58.0,Shooting foul by J. Anderson (drawn by A. Baynes),,56,64
279,3,0:58.0,A. Baynes makes free throw 1 of 2,,57,64
280,3,0:58.0,A. Baynes makes free throw 2 of 2,,58,64
281,3,0:43.0,,J. Anderson misses 2-pt jump shot from 11 ft,58,64
282,3,0:42.0,Defensive rebound by Team,,58,64
283,3,0:23.0,Shooting foul by D. Williams (drawn by S. Johnson),,58,64
284,3,0:23.0,S. Johnson makes free throw 1 of 2,,59,64
285,3,0:23.0,S. Johnson makes free throw 2 of 2,,60,64
286,3,0:02.0,,H. Barnes misses 2-pt jump shot from 15 ft,60,64
287,3,0:00.0,Defensive rebound by M. Morris,,60,64
288,4,11:45.0,,Shooting foul by A. Baynes (drawn by J. Anderson),60,64
289,4,11:45.0,,J. Anderson makes free throw 1 of 2,60,65
290,4,11:45.0,,J. Anderson misses free throw 2 of 2,60,65
291,4,11:44.0,Defensive rebound by A. Baynes,,60,65
292,4,11:33.0,,Violation by J. Anderson (def goaltending),60,65
293,4,11:33.0,I. Smith makes 2-pt layup from 2 ft,,62,65
294,4,11:15.0,,H. Barnes makes 2-pt jump shot from 20 ft,62,67
295,4,10:58.0,S. Johnson makes 3-pt jump shot from 27 ft (assist by I. Smith),,65,67
296,4,10:33.0,,D. Williams misses 2-pt jump shot from 18 ft,65,67
297,4,10:32.0,Defensive rebound by I. Smith,,65,67
298,4,10:28.0,Shooting foul by S. Curry (drawn by J. Leuer),,65,67
299,4,10:28.0,,Violation by J. Anderson (def goaltending),65,67
300,4,10:28.0,J. Leuer makes 2-pt layup from 2 ft (assist by I. Smith),,67,67
301,4,10:28.0,A. Drummond enters the game for A. Baynes,,67,67
302,4,10:28.0,R. Jackson enters the game for I. Smith,,67,67
303,4,10:28.0,J. Leuer makes free throw 1 of 1,,68,67
304,4,10:15.0,,Offensive foul by D. Powell (drawn by S. Johnson),68,67
305,4,10:15.0,,Turnover by D. Powell (offensive foul),68,67
306,4,9:54.0,M. Morris misses 2-pt jump shot from 6 ft,,68,67
307,4,9:51.0,,Defensive rebound by J. Anderson,68,67
308,4,9:46.0,,Turnover by H. Barnes (lost ball; steal by M. Morris),68,67
309,4,9:29.0,Turnover by R. Jackson (bad pass; steal by H. Barnes),,68,67
310,4,9:19.0,,D. Powell makes 2-pt jump shot from 18 ft (assist by S. Curry),68,69
311,4,8:58.0,M. Morris makes 2-pt jump shot from 21 ft,,70,69
312,4,8:43.0,,D. Williams misses 3-pt jump shot from 25 ft,70,69
313,4,8:42.0,Defensive rebound by M. Morris,,70,69
314,4,8:42.0,,Loose ball foul by D. Powell (drawn by M. Morris),70,69
315,4,8:42.0,Official timeout,,70,69
316,4,8:40.0,,D. Harris enters the game for D. Williams,70,69
317,4,8:40.0,,S. Mejri enters the game for D. Powell,70,69
318,4,8:40.0,,W. Matthews enters the game for J. Anderson,70,69
319,4,8:40.0,K. Caldwell-Pope enters the game for S. Johnson,,70,69
320,4,8:27.0,R. Jackson misses 2-pt jump shot from 6 ft,,70,69
321,4,8:25.0,,Defensive rebound by S. Mejri,70,69
322,4,8:04.0,,D. Harris misses 3-pt jump shot from 24 ft,70,69
323,4,8:04.0,Defensive rebound by A. Drummond,,70,69
324,4,7:54.0,M. Morris makes 3-pt jump shot from 23 ft (assist by R. Jackson),,73,69
325,4,7:34.0,,S. Curry misses 2-pt jump shot from 20 ft,73,69
326,4,7:32.0,Defensive rebound by A. Drummond,,73,69
327,4,7:14.0,Shooting foul by S. Mejri (drawn by J. Leuer),,73,69
328,4,7:14.0,J. Leuer makes free throw 1 of 2,,74,69
329,4,7:14.0,,D. Williams enters the game for S. Curry,74,69
330,4,7:14.0,,D. Finney-Smith enters the game for D. Harris,74,69
331,4,7:14.0,J. Leuer makes free throw 2 of 2,,75,69
332,4,7:01.0,,H. Barnes misses 3-pt jump shot from 25 ft,75,69
333,4,7:01.0,,Offensive rebound by D. Finney-Smith,75,69
334,4,6:48.0,,D. Finney-Smith misses 2-pt jump shot from 19 ft (block by J. Leuer),75,69
335,4,6:47.0,Defensive rebound by M. Morris,,75,69
336,4,6:38.0,,Offensive charge foul by A. Drummond (drawn by S. Mejri),75,69
337,4,6:38.0,Turnover by A. Drummond (offensive foul),,75,69
338,4,6:22.0,,Offensive foul by S. Mejri (drawn by R. Jackson),75,69
339,4,6:22.0,,Turnover by S. Mejri (offensive foul),75,69
340,4,6:10.0,R. Jackson makes 2-pt jump shot from 10 ft,,77,69
341,4,5:59.0,,Personal foul by M. Morris (drawn by H. Barnes),77,69
342,4,5:59.0,,Dallas full timeout,77,69
343,4,5:43.0,,W. Matthews misses 3-pt jump shot from 25 ft,77,69
344,4,5:43.0,,Offensive rebound by D. Finney-Smith,77,69
345,4,5:33.0,,Dallas full timeout,77,69
346,4,5:33.0,,D. Powell enters the game for S. Mejri,77,69
347,4,5:27.0,,H. Barnes misses 2-pt jump shot from 19 ft,77,69
348,4,5:26.0,Defensive rebound by A. Drummond,,77,69
349,4,5:25.0,Personal take foul by W. Matthews (drawn by A. Drummond),,77,69
350,4,5:25.0,A. Baynes enters the game for A. Drummond,,77,69
351,4,5:09.0,A. Baynes makes 2-pt layup from 1 ft (assist by R. Jackson),,79,69
352,4,4:53.0,,D. Powell misses 2-pt jump shot from 18 ft,79,69
353,4,4:52.0,,Offensive rebound by H. Barnes,79,69
354,4,4:48.0,,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by H. Barnes),79,72
355,4,4:34.0,Offensive foul by A. Baynes (drawn by W. Matthews),,79,72
356,4,4:34.0,Turnover by A. Baynes (offensive foul),,79,72
357,4,4:26.0,,D. Powell makes 2-pt dunk at rim (assist by D. Williams),79,74
358,4,4:25.0,Detroit full timeout,,79,74
359,4,4:02.0,K. Caldwell-Pope makes 2-pt layup from 1 ft,,81,74
360,4,3:54.0,,Shooting foul by R. Jackson (drawn by D. Williams),81,74
361,4,3:54.0,,D. Williams makes free throw 1 of 3,81,75
362,4,3:54.0,,D. Williams makes free throw 2 of 3,81,76
363,4,3:54.0,,D. Williams makes free throw 3 of 3,81,77
364,4,3:40.0,R. Jackson misses 2-pt layup from 2 ft,,81,77
365,4,3:39.0,Offensive rebound by A. Baynes,,81,77
366,4,3:39.0,A. Baynes makes 2-pt layup from 3 ft,,83,77
367,4,3:25.0,,H. Barnes makes 2-pt dunk at rim (assist by D. Powell),83,79
368,4,3:07.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by R. Jackson),,86,79
369,4,2:56.0,,Turnover by D. Williams (bad pass; steal by M. Morris),86,79
370,4,2:48.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,86,79
371,4,2:47.0,,Defensive rebound by W. Matthews,86,79
372,4,2:42.0,,W. Matthews misses 3-pt jump shot from 25 ft,86,79
373,4,2:40.0,Defensive rebound by A. Baynes,,86,79
374,4,2:31.0,Personal foul by D. Williams (drawn by R. Jackson),,86,79
375,4,2:31.0,R. Jackson makes free throw 1 of 2,,87,79
376,4,2:31.0,,S. Curry enters the game for D. Finney-Smith,87,79
377,4,2:31.0,S. Johnson enters the game for J. Leuer,,87,79
378,4,2:31.0,R. Jackson makes free throw 2 of 2,,88,79
379,4,2:31.0,Violation by Team (jump ball),,88,79
380,4,2:21.0,,H. Barnes makes 2-pt jump shot from 11 ft,88,81
381,4,2:00.0,M. Morris misses 3-pt jump shot from 25 ft,,88,81
382,4,1:59.0,,Defensive rebound by D. Williams,88,81
383,4,1:46.0,,H. Barnes misses 2-pt jump shot from 12 ft,88,81
384,4,1:44.0,Defensive rebound by A. Baynes,,88,81
