,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DALLAS_ACTION,LA CLIPPERS_SCORE,DALLAS_SCORE
59,1,4:44.0,A. Rivers enters the game for J. Redick,,14,15
60,1,4:25.0,,J. Gibson makes 2-pt jump shot from 18 ft (assist by D. Finney-Smith),14,17
61,1,4:12.0,Turnover by B. Griffin (bad pass; steal by A. Bogut),,14,17
62,1,4:10.0,,Personal take foul by C. Paul (drawn by J. Gibson),14,17
63,1,3:58.0,,W. Matthews makes 2-pt layup from 1 ft (assist by A. Bogut),14,19
64,1,3:40.0,A. Rivers makes 3-pt jump shot from 22 ft (assist by B. Griffin),,17,19
65,1,3:29.0,,W. Matthews makes 2-pt layup at rim (assist by A. Bogut),17,21
66,1,3:10.0,Shooting foul by A. Bogut (drawn by D. Jordan),,17,21
67,1,3:10.0,D. Jordan makes free throw 1 of 2,,18,21
68,1,3:10.0,,D. Nowitzki enters the game for H. Barnes,18,21
69,1,3:10.0,,S. Mejri enters the game for A. Bogut,18,21
70,1,3:10.0,,S. Curry enters the game for W. Matthews,18,21
71,1,3:10.0,D. Jordan makes free throw 2 of 2,,19,21
72,1,2:52.0,,D. Finney-Smith misses 3-pt jump shot from 24 ft,19,21
73,1,2:51.0,Defensive rebound by C. Paul,,19,21
74,1,2:41.0,C. Paul misses 2-pt jump shot from 13 ft,,19,21
75,1,2:40.0,,Defensive rebound by S. Mejri,19,21
76,1,2:32.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,19,21
77,1,2:31.0,Defensive rebound by A. Rivers,,19,21
78,1,2:18.0,B. Griffin makes 2-pt jump shot from 17 ft (assist by C. Paul),,21,21
79,1,2:01.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,21,21
80,1,2:00.0,Defensive rebound by D. Jordan,,21,21
81,1,1:56.0,Shooting foul by S. Mejri (drawn by B. Griffin),,21,21
82,1,1:56.0,B. Griffin misses free throw 1 of 2,,21,21
83,1,1:56.0,Offensive rebound by Team,,21,21
84,1,1:56.0,B. Griffin misses free throw 2 of 2,,21,21
85,1,1:56.0,M. Speights enters the game for D. Jordan,,21,21
86,1,1:56.0,R. Felton enters the game for C. Paul,,21,21
87,1,1:56.0,,J. Anderson enters the game for D. Finney-Smith,21,21
88,1,1:55.0,,Defensive rebound by D. Nowitzki,21,21
89,1,1:30.0,,J. Gibson misses 3-pt jump shot from 24 ft,21,21
90,1,1:30.0,,Offensive rebound by S. Mejri,21,21
91,1,1:28.0,,Shooting foul by B. Griffin (drawn by S. Mejri),21,21
92,1,1:28.0,,S. Mejri makes free throw 1 of 2,21,22
93,1,1:28.0,,S. Mejri misses free throw 2 of 2,21,22
94,1,1:28.0,W. Johnson enters the game for B. Griffin,,21,22
95,1,1:27.0,Defensive rebound by M. Speights,,21,22
96,1,1:13.0,W. Johnson makes 2-pt jump shot from 19 ft (assist by A. Rivers),,23,22
97,1,0:50.0,,D. Nowitzki makes 2-pt jump shot from 15 ft,23,24
98,1,0:44.0,J. Crawford makes 3-pt jump shot from 27 ft,,26,24
99,1,0:34.0,,Shooting foul by R. Felton (drawn by J. Gibson),26,24
100,1,0:34.0,,J. Gibson makes free throw 1 of 2,26,25
101,1,0:34.0,,D. Finney-Smith enters the game for S. Mejri,26,25
102,1,0:34.0,,J. Gibson makes free throw 2 of 2,26,26
103,1,0:14.0,A. Rivers makes 3-pt jump shot from 24 ft,,29,26
104,1,0:13.0,,Turnover by J. Anderson (bad pass; steal by A. Rivers),29,26
105,1,0:10.0,A. Rivers makes 3-pt jump shot from 25 ft,,32,26
106,1,0:02.0,,Turnover by J. Gibson (bad pass),32,26
107,1,0:01.0,J. Crawford misses 3-pt jump shot from 56 ft,,32,26
108,1,0:00.0,Offensive rebound by Team,,32,26
109,2,11:46.0,A. Rivers misses 2-pt jump shot from 5 ft,,32,26
110,2,11:46.0,,Defensive rebound by J. Anderson,32,26
111,2,11:32.0,,D. Nowitzki misses 2-pt jump shot from 10 ft,32,26
112,2,11:31.0,Defensive rebound by M. Speights,,32,26
113,2,11:16.0,W. Johnson misses 3-pt jump shot from 23 ft,,32,26
114,2,11:15.0,Offensive rebound by M. Speights,,32,26
115,2,11:12.0,W. Johnson makes 2-pt dunk at rim (assist by M. Speights),,34,26
116,2,10:58.0,,Def 3 sec tech foul by M. Speights,34,26
117,2,10:58.0,,D. Nowitzki makes technical free throw,34,27
118,2,10:48.0,,J. Gibson misses 2-pt layup from 2 ft,34,27
119,2,10:46.0,Defensive rebound by W. Johnson,,34,27
120,2,10:42.0,R. Felton makes 2-pt layup from 1 ft,,36,27
121,2,10:22.0,,D. Nowitzki makes 2-pt layup from 2 ft,36,29
122,2,10:01.0,R. Felton misses 3-pt jump shot from 22 ft,,36,29
123,2,10:00.0,,Defensive rebound by D. Powell,36,29
124,2,9:54.0,,J. Anderson misses 2-pt layup from 3 ft (block by W. Johnson),36,29
125,2,9:52.0,Defensive rebound by R. Felton,,36,29
126,2,9:38.0,M. Speights makes 3-pt jump shot from 24 ft (assist by W. Johnson),,39,29
127,2,9:37.0,,Dallas full timeout,39,29
128,2,9:37.0,,W. Matthews enters the game for D. Nowitzki,39,29
129,2,9:37.0,,H. Barnes enters the game for J. Gibson,39,29
130,2,9:23.0,,H. Barnes misses 3-pt jump shot from 24 ft,39,29
131,2,9:22.0,Defensive rebound by J. Crawford,,39,29
132,2,9:15.0,J. Crawford makes 2-pt jump shot from 20 ft,,41,29
133,2,9:00.0,,S. Curry makes 2-pt jump shot from 11 ft,41,31
134,2,8:39.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by R. Felton),,44,31
135,2,8:28.0,,Turnover by D. Powell (bad pass; steal by J. Crawford),44,31
136,2,8:24.0,A. Rivers makes 2-pt layup from 2 ft (assist by R. Felton),,46,31
137,2,8:24.0,Shooting foul by J. Anderson (drawn by A. Rivers),,46,31
138,2,8:24.0,A. Rivers misses free throw 1 of 1,,46,31
139,2,8:24.0,,N. Brussino enters the game for J. Anderson,46,31
140,2,8:23.0,,Defensive rebound by D. Powell,46,31
141,2,8:11.0,,W. Matthews makes 2-pt layup from 2 ft,46,33
142,2,7:50.0,M. Speights misses 2-pt jump shot from 7 ft,,46,33
143,2,7:49.0,,Defensive rebound by H. Barnes,46,33
144,2,7:44.0,,Turnover by W. Matthews (lost ball; steal by M. Speights),46,33
145,2,7:34.0,M. Speights makes 2-pt layup from 1 ft (assist by J. Crawford),,48,33
146,2,7:15.0,,H. Barnes makes 2-pt jump shot from 15 ft,48,35
147,2,6:57.0,J. Crawford misses 3-pt jump shot from 24 ft,,48,35
148,2,6:56.0,,Defensive rebound by W. Matthews,48,35
149,2,6:46.0,,N. Brussino makes 3-pt jump shot from 25 ft (assist by H. Barnes),48,38
150,2,6:45.0,LA Clippers full timeout,,48,38
151,2,6:45.0,,J. Gibson enters the game for S. Curry,48,38
152,2,6:45.0,B. Griffin enters the game for M. Speights,,48,38
153,2,6:45.0,C. Paul enters the game for R. Felton,,48,38
154,2,6:45.0,D. Jordan enters the game for W. Johnson,,48,38
155,2,6:30.0,Turnover by B. Griffin (bad pass; steal by H. Barnes),,48,38
156,2,6:16.0,,N. Brussino misses 2-pt jump shot from 18 ft,48,38
157,2,6:15.0,Defensive rebound by B. Griffin,,48,38
158,2,6:06.0,Personal block foul by N. Brussino (drawn by J. Crawford),,48,38
159,2,6:05.0,L. Mbah a Moute enters the game for J. Crawford,,48,38
160,2,6:05.0,J. Redick enters the game for A. Rivers,,48,38
161,2,6:05.0,,A. Bogut enters the game for D. Powell,48,38
162,2,5:58.0,J. Redick misses 2-pt jump shot from 16 ft,,48,38
163,2,5:57.0,,Defensive rebound by W. Matthews,48,38
164,2,5:40.0,,W. Matthews misses 2-pt jump shot from 16 ft (block by L. Mbah a Moute),48,38
165,2,5:38.0,,Offensive rebound by A. Bogut,48,38
166,2,5:34.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by A. Bogut),48,41
167,2,5:13.0,D. Jordan makes 2-pt hook shot from 7 ft,,50,41
168,2,5:00.0,,Turnover by A. Bogut (lost ball; steal by B. Griffin),50,41
169,2,4:56.0,B. Griffin makes 2-pt dunk at rim,,52,41
170,2,4:56.0,,Dallas full timeout,52,41
171,2,4:56.0,,D. Nowitzki enters the game for J. Gibson,52,41
172,2,4:56.0,,S. Curry enters the game for N. Brussino,52,41
173,2,4:32.0,,H. Barnes misses 3-pt jump shot from 25 ft,52,41
174,2,4:31.0,,Offensive rebound by A. Bogut,52,41
175,2,4:24.0,,H. Barnes makes 2-pt layup at rim (assist by D. Nowitzki),52,43
176,2,4:16.0,Personal foul by S. Curry (drawn by C. Paul),,52,43
177,2,4:16.0,C. Paul makes free throw 1 of 2,,53,43
178,2,4:16.0,C. Paul makes free throw 2 of 2,,54,43
179,2,3:56.0,,H. Barnes misses 2-pt jump shot from 15 ft,54,43
180,2,3:55.0,Defensive rebound by B. Griffin,,54,43
181,2,3:43.0,C. Paul makes 2-pt jump shot from 16 ft,,56,43
182,2,3:25.0,,Turnover by D. Nowitzki (lost ball; steal by C. Paul),56,43
183,2,3:20.0,J. Redick makes 2-pt layup from 2 ft (assist by L. Mbah a Moute),,58,43
184,2,3:00.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,58,43
185,2,2:59.0,Defensive rebound by D. Jordan,,58,43
186,2,2:54.0,Personal foul by H. Barnes (drawn by B. Griffin),,58,43
187,2,2:54.0,Official timeout,,58,43
188,2,2:52.0,Personal take foul by W. Matthews (drawn by D. Jordan),,58,43
189,2,2:52.0,D. Jordan makes free throw 1 of 2,,59,43
190,2,2:52.0,D. Jordan misses free throw 2 of 2,,59,43
191,2,2:51.0,,Defensive rebound by A. Bogut,59,43
192,2,2:33.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,59,43
193,2,2:32.0,Defensive rebound by J. Redick,,59,43
194,2,2:22.0,Shooting block foul by A. Bogut (drawn by D. Jordan),,59,43
195,2,2:22.0,D. Jordan makes free throw 1 of 2,,60,43
196,2,2:22.0,D. Jordan misses free throw 2 of 2,,60,43
197,2,2:21.0,,Defensive rebound by A. Bogut,60,43
198,2,2:13.0,,Personal foul by L. Mbah a Moute (drawn by H. Barnes),60,43
199,2,2:07.0,,H. Barnes makes 2-pt dunk at rim (assist by A. Bogut),60,45
200,2,1:44.0,C. Paul makes 2-pt jump shot from 19 ft (assist by D. Jordan),,62,45
201,2,1:27.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,62,45
202,2,1:26.0,Defensive rebound by B. Griffin,,62,45
203,2,1:17.0,C. Paul makes 3-pt jump shot from 24 ft (assist by B. Griffin),,65,45
204,2,0:57.0,,Turnover by W. Matthews (lost ball; steal by D. Jordan),65,45
205,2,0:54.0,B. Griffin misses 2-pt layup from 2 ft (block by W. Matthews),,65,45
206,2,0:53.0,Offensive rebound by Team,,65,45
207,2,0:53.0,Turnover by J. Redick (step out of bounds),,65,45
208,2,0:37.0,,Personal block foul by L. Mbah a Moute (drawn by H. Barnes),65,45
209,2,0:34.0,,H. Barnes misses 2-pt jump shot from 22 ft,65,45
210,2,0:33.0,Defensive rebound by B. Griffin,,65,45
211,2,0:14.0,B. Griffin makes 3-pt jump shot from 23 ft (assist by C. Paul),,68,45
212,2,0:07.0,,S. Curry misses 2-pt jump shot from 22 ft,68,45
213,2,0:06.0,Defensive rebound by B. Griffin,,68,45
214,2,0:00.0,D. Jordan misses 2-pt layup from 2 ft,,68,45
215,2,0:00.0,Offensive rebound by Team,,68,45
216,3,11:43.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,70,45
217,3,11:15.0,,H. Barnes misses 2-pt jump shot from 14 ft,70,45
218,3,11:14.0,Defensive rebound by B. Griffin,,70,45
219,3,11:04.0,B. Griffin makes 2-pt jump shot from 18 ft (assist by J. Redick),,72,45
220,3,10:42.0,,W. Matthews misses 2-pt jump shot from 20 ft,72,45
221,3,10:41.0,Defensive rebound by D. Jordan,,72,45
222,3,10:32.0,J. Redick misses 3-pt jump shot from 24 ft,,72,45
223,3,10:31.0,,Defensive rebound by Team,72,45
224,3,10:31.0,,Dallas full timeout,72,45
225,3,10:12.0,,H. Barnes misses 2-pt jump shot from 7 ft (block by D. Jordan),72,45
226,3,10:10.0,Defensive rebound by C. Paul,,72,45
227,3,10:05.0,C. Paul misses 3-pt jump shot from 25 ft,,72,45
228,3,10:03.0,,Defensive rebound by A. Bogut,72,45
229,3,9:51.0,,H. Barnes makes 2-pt layup from 2 ft,72,47
230,3,9:33.0,B. Griffin misses 2-pt jump shot from 19 ft,,72,47
231,3,9:32.0,,Defensive rebound by D. Nowitzki,72,47
232,3,9:24.0,,Turnover by S. Curry (lost ball),72,47
233,3,9:07.0,D. Jordan makes 2-pt hook shot from 5 ft (assist by B. Griffin),,74,47
234,3,9:07.0,Shooting foul by D. Nowitzki (drawn by D. Jordan),,74,47
235,3,9:07.0,,Technical foul by Team,74,47
236,3,9:07.0,J. Redick makes technical free throw,,75,47
237,3,9:07.0,D. Jordan makes free throw 1 of 1,,76,47
238,3,9:00.0,,Offensive foul by A. Bogut (drawn by C. Paul),76,47
239,3,9:00.0,,Turnover by A. Bogut (offensive foul),76,47
240,3,8:54.0,Flagrant foul type 1 by A. Bogut (drawn by C. Paul),,76,47
241,3,8:54.0,C. Paul makes flagrant free throw 1 of 2,,77,47
242,3,8:54.0,C. Paul makes flagrant free throw 2 of 2,,78,47
243,3,8:54.0,,S. Mejri enters the game for A. Bogut,78,47
244,3,8:49.0,Turnover by B. Griffin (lost ball; steal by S. Curry),,78,47
245,3,8:45.0,,S. Curry makes 2-pt layup from 1 ft,78,49
246,3,8:29.0,Personal block foul by S. Mejri (drawn by B. Griffin),,78,49
247,3,8:24.0,J. Redick misses 3-pt jump shot from 26 ft,,78,49
248,3,8:23.0,,Defensive rebound by H. Barnes,78,49
249,3,8:11.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by H. Barnes),78,52
250,3,7:55.0,L. Mbah a Moute misses 3-pt jump shot from 24 ft,,78,52
251,3,7:54.0,,Defensive rebound by Team,78,52
252,3,7:35.0,,Shooting foul by L. Mbah a Moute (drawn by D. Nowitzki),78,52
253,3,7:35.0,,D. Nowitzki makes free throw 1 of 2,78,53
254,3,7:35.0,,D. Nowitzki makes free throw 2 of 2,78,54
255,3,7:19.0,Turnover by J. Redick (lost ball; steal by S. Mejri),,78,54
256,3,7:14.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by S. Mejri),78,57
257,3,6:56.0,D. Jordan misses 2-pt dunk at rim,,78,57
258,3,6:54.0,Offensive rebound by C. Paul,,78,57
259,3,6:53.0,C. Paul makes 2-pt jump shot from 10 ft,,80,57
260,3,6:46.0,,Personal foul by B. Griffin (drawn by H. Barnes),80,57
261,3,6:42.0,,H. Barnes misses 2-pt hook shot from 7 ft,80,57
262,3,6:40.0,,Offensive rebound by S. Mejri,80,57
263,3,6:40.0,,S. Mejri misses 2-pt layup from 1 ft,80,57
264,3,6:39.0,Defensive rebound by L. Mbah a Moute,,80,57
265,3,6:34.0,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),,83,57
266,3,6:34.0,,Dallas full timeout,83,57
267,3,6:34.0,,D. Finney-Smith enters the game for D. Nowitzki,83,57
268,3,6:34.0,,A. Bogut enters the game for S. Mejri,83,57
269,3,6:12.0,,Turnover by W. Matthews (bad pass; steal by L. Mbah a Moute),83,57
270,3,6:02.0,Personal foul by W. Matthews (drawn by D. Jordan),,83,57
271,3,5:53.0,J. Redick misses 2-pt jump shot from 18 ft,,83,57
272,3,5:52.0,,Defensive rebound by W. Matthews,83,57
273,3,5:36.0,,Turnover by H. Barnes (bad pass; steal by C. Paul),83,57
274,3,5:32.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,85,57
275,3,5:11.0,,S. Curry misses 3-pt jump shot from 25 ft,85,57
276,3,5:10.0,Defensive rebound by D. Jordan,,85,57
277,3,5:00.0,C. Paul misses 3-pt jump shot from 25 ft,,85,57
278,3,4:59.0,,Defensive rebound by A. Bogut,85,57
279,3,4:51.0,,D. Finney-Smith misses 2-pt dunk from 1 ft,85,57
280,3,4:50.0,Defensive rebound by J. Redick,,85,57
281,3,4:47.0,Turnover by J. Redick (lost ball; steal by D. Finney-Smith),,85,57
282,3,4:36.0,,S. Curry makes 2-pt jump shot from 18 ft (assist by W. Matthews),85,59
283,3,4:14.0,L. Mbah a Moute makes 3-pt jump shot from 23 ft (assist by D. Jordan),,88,59
284,3,3:49.0,,W. Matthews makes 3-pt jump shot from 24 ft,88,62
285,3,3:33.0,B. Griffin misses 2-pt jump shot from 20 ft,,88,62
286,3,3:32.0,Offensive rebound by Team,,88,62
287,3,3:30.0,J. Crawford enters the game for L. Mbah a Moute,,88,62
288,3,3:30.0,A. Rivers enters the game for J. Redick,,88,62
289,3,3:30.0,,J. Gibson enters the game for S. Curry,88,62
290,3,3:18.0,Shooting foul by A. Bogut (drawn by B. Griffin),,88,62
291,3,3:18.0,B. Griffin misses free throw 1 of 2,,88,62
292,3,3:18.0,Offensive rebound by Team,,88,62
293,3,3:18.0,B. Griffin makes free throw 2 of 2,,89,62
294,3,3:11.0,,Shooting foul by D. Jordan (drawn by J. Gibson),89,62
295,3,3:11.0,,J. Gibson makes free throw 1 of 2,89,63
296,3,3:11.0,W. Johnson enters the game for C. Paul,,89,63
297,3,3:11.0,R. Felton enters the game for B. Griffin,,89,63
298,3,3:11.0,,J. Gibson makes free throw 2 of 2,89,64
299,3,2:52.0,J. Crawford misses 2-pt jump shot from 22 ft,,89,64
300,3,2:51.0,,Defensive rebound by W. Matthews,89,64
301,3,2:47.0,,Shooting foul by J. Crawford (drawn by W. Matthews),89,64
302,3,2:47.0,LA Clippers full timeout,,89,64
303,3,2:47.0,,W. Matthews makes free throw 1 of 3,89,65
304,3,2:47.0,,W. Matthews makes free throw 2 of 3,89,66
305,3,2:47.0,M. Speights enters the game for D. Jordan,,89,64
306,3,2:47.0,,W. Matthews makes free throw 3 of 3,89,67
307,3,2:31.0,J. Crawford makes 2-pt jump shot from 18 ft,,91,67
308,3,2:20.0,,Turnover by W. Matthews (bad pass),91,67
309,3,2:07.0,A. Rivers misses 2-pt jump shot from 5 ft,,91,67
310,3,2:06.0,Offensive rebound by M. Speights,,91,67
311,3,2:03.0,M. Speights makes 2-pt layup from 1 ft,,93,67
312,3,1:45.0,,J. Gibson misses 3-pt jump shot from 25 ft,93,67
313,3,1:44.0,Defensive rebound by M. Speights,,93,67
314,3,1:36.0,M. Speights misses 3-pt jump shot from 28 ft,,93,67
315,3,1:35.0,,Defensive rebound by A. Bogut,93,67
316,3,1:14.0,,W. Matthews misses 2-pt jump shot from 11 ft,93,67
317,3,1:13.0,Defensive rebound by M. Speights,,93,67
318,3,1:05.0,J. Crawford misses 2-pt layup at rim,,93,67
319,3,1:04.0,,Defensive rebound by H. Barnes,93,67
320,3,0:56.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by A. Bogut),93,70
321,3,0:46.0,W. Johnson misses 2-pt dunk at rim (block by D. Finney-Smith),,93,70
322,3,0:43.0,,Defensive rebound by A. Bogut,93,70
323,3,0:39.0,,J. Gibson misses 2-pt layup from 2 ft (block by M. Speights),93,70
324,3,0:38.0,Defensive rebound by M. Speights,,93,70
325,3,0:34.0,W. Johnson misses 3-pt jump shot from 25 ft,,93,70
326,3,0:32.0,,Defensive rebound by H. Barnes,93,70
327,3,0:12.0,,H. Barnes misses 2-pt jump shot from 22 ft,93,70
328,3,0:11.0,Defensive rebound by M. Speights,,93,70
329,3,0:02.0,R. Felton misses 3-pt jump shot from 24 ft,,93,70
330,3,0:00.0,,Defensive rebound by A. Bogut,93,70
331,4,11:36.0,,J. Gibson misses 3-pt jump shot from 26 ft,93,70
332,4,11:35.0,Defensive rebound by M. Speights,,93,70
333,4,11:20.0,A. Rivers misses 2-pt jump shot from 5 ft,,93,70
334,4,11:18.0,Offensive rebound by M. Speights,,93,70
335,4,11:18.0,Shooting foul by N. Brussino (drawn by M. Speights),,93,70
336,4,11:18.0,Technical foul by A. Rivers,,93,70
337,4,11:18.0,,S. Curry makes technical free throw,93,71
338,4,11:18.0,M. Speights makes free throw 1 of 2,,94,71
339,4,11:18.0,M. Speights makes free throw 2 of 2,,95,71
340,4,11:01.0,,D. Powell misses 2-pt jump shot from 19 ft,95,71
341,4,11:00.0,Defensive rebound by R. Felton,,95,71
342,4,10:57.0,Shooting foul by D. Powell (drawn by M. Speights),,95,71
343,4,10:57.0,M. Speights makes free throw 1 of 2,,96,71
344,4,10:57.0,,J. Anderson enters the game for S. Curry,96,71
345,4,10:57.0,M. Speights makes free throw 2 of 2,,97,71
346,4,10:48.0,,Shooting block foul by M. Speights (drawn by D. Powell),97,71
347,4,10:48.0,,D. Powell makes free throw 1 of 2,97,72
348,4,10:48.0,,D. Powell makes free throw 2 of 2,97,73
349,4,10:25.0,A. Rivers misses 3-pt jump shot from 25 ft,,97,73
350,4,10:24.0,Offensive rebound by W. Johnson,,97,73
351,4,10:15.0,J. Crawford misses 3-pt jump shot from 24 ft,,97,73
352,4,10:14.0,,Defensive rebound by D. Powell,97,73
353,4,10:05.0,,D. Powell makes 2-pt layup from 1 ft (assist by J. Gibson),97,75
354,4,9:54.0,Turnover by R. Felton (bad pass; steal by N. Brussino),,97,75
355,4,9:54.0,,Personal foul by W. Johnson (drawn by N. Brussino),97,75
356,4,9:49.0,,J. Gibson misses 2-pt jump shot from 19 ft,97,75
357,4,9:48.0,Defensive rebound by W. Johnson,,97,75
358,4,9:40.0,R. Felton makes 2-pt layup from 1 ft (assist by M. Speights),,99,75
359,4,9:39.0,,Dallas full timeout,99,75
360,4,9:34.0,,D. Powell misses 2-pt layup from 1 ft,99,75
361,4,9:32.0,Defensive rebound by W. Johnson,,99,75
362,4,9:11.0,M. Speights makes 2-pt jump shot from 15 ft,,101,75
363,4,8:54.0,,D. Powell misses 2-pt jump shot from 5 ft,101,75
364,4,8:53.0,,Offensive rebound by D. Powell,101,75
365,4,8:53.0,,D. Powell makes 2-pt layup from 2 ft,101,77
366,4,8:35.0,Personal foul by N. Brussino (drawn by J. Crawford),,101,77
367,4,8:25.0,J. Crawford makes 3-pt jump shot from 24 ft,,104,77
368,4,8:10.0,,Personal foul by W. Johnson (drawn by D. Powell),104,77
369,4,8:08.0,,Personal foul by M. Speights (drawn by D. Powell),104,77
370,4,8:08.0,,Dallas full timeout,104,77
371,4,7:53.0,,J. Anderson makes 2-pt layup at rim,104,79
372,4,7:34.0,J. Crawford misses 2-pt jump shot from 21 ft,,104,79
373,4,7:34.0,Offensive rebound by Team,,104,79
374,4,7:21.0,M. Speights misses 2-pt jump shot from 21 ft,,104,79
375,4,7:20.0,,Defensive rebound by J. Anderson,104,79
376,4,7:14.0,,Turnover by J. Anderson (lost ball),104,79
377,4,7:13.0,B. Bass enters the game for W. Johnson,,104,79
378,4,7:13.0,Violation by Team (jump ball),,104,79
379,4,6:59.0,A. Rivers makes 3-pt jump shot from 24 ft (assist by R. Felton),,107,79
380,4,6:39.0,,D. Finney-Smith misses 2-pt jump shot from 17 ft,107,79
381,4,6:38.0,Defensive rebound by R. Felton,,107,79
382,4,6:15.0,R. Felton misses 3-pt jump shot from 24 ft,,107,79
