,QUARTER,TIME_REMAINING,TORONTO_ACTION,DETROIT_ACTION,TORONTO_SCORE,DETROIT_SCORE
106,1,0:41.0,,Defensive rebound by T. Harris,14,13
107,1,0:30.0,,T. Harris misses 3-pt jump shot from 26 ft,14,13
108,1,0:29.0,Defensive rebound by J. Poeltl,,14,13
109,1,0:24.0,Shooting foul by T. Harris (drawn by N. Powell),,14,13
110,1,0:24.0,N. Powell makes free throw 1 of 2,,15,13
111,1,0:24.0,,S. Johnson enters the game for K. Caldwell-Pope,15,13
112,1,0:24.0,N. Powell makes free throw 2 of 2,,16,13
113,1,0:02.0,,Turnover by T. Harris (lost ball; steal by P. Tucker),16,13
114,2,11:46.0,D. Wright misses 2-pt layup from 1 ft,,16,13
115,2,11:44.0,,Defensive rebound by A. Baynes,16,13
116,2,11:37.0,,A. Baynes makes 2-pt jump shot from 14 ft (assist by I. Smith),16,15
117,2,11:21.0,J. Poeltl misses 2-pt hook shot from 5 ft,,16,15
118,2,11:20.0,,Defensive rebound by I. Smith,16,15
119,2,11:16.0,,Turnover by I. Smith (bad pass),16,15
120,2,11:05.0,D. Wright misses 2-pt jump shot from 5 ft (block by I. Smith),,16,15
121,2,11:03.0,,Defensive rebound by S. Johnson,16,15
122,2,11:01.0,,Shooting foul by N. Powell (drawn by S. Johnson),16,15
123,2,11:01.0,,S. Johnson makes free throw 1 of 2,16,16
124,2,11:01.0,,S. Johnson misses free throw 2 of 2,16,16
125,2,11:01.0,,R. Jackson enters the game for I. Smith,16,16
126,2,10:59.0,Defensive rebound by P. Tucker,,16,16
127,2,10:44.0,N. Powell misses 2-pt jump shot from 3 ft,,16,16
128,2,10:43.0,Offensive rebound by J. Poeltl,,16,16
129,2,10:34.0,Shooting foul by T. Harris (drawn by N. Powell),,16,16
130,2,10:34.0,N. Powell makes free throw 1 of 2,,17,16
131,2,10:34.0,N. Powell misses free throw 2 of 2,,17,16
132,2,10:32.0,,Defensive rebound by T. Harris,17,16
133,2,10:22.0,,J. Leuer misses 3-pt jump shot from 26 ft,17,16
134,2,10:21.0,Defensive rebound by P. Tucker,,17,16
135,2,10:00.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by P. Tucker),,20,16
136,2,9:48.0,,Shooting foul by J. Poeltl (drawn by R. Jackson),20,16
137,2,9:48.0,,R. Jackson makes free throw 1 of 2,20,17
138,2,9:48.0,,R. Jackson makes free throw 2 of 2,20,18
139,2,9:35.0,D. Wright misses 2-pt jump shot from 7 ft (block by A. Baynes),,20,18
140,2,9:35.0,Offensive rebound by Team,,20,18
141,2,9:35.0,D. Carroll enters the game for P. Tucker,,20,18
142,2,9:35.0,J. Valančiūnas enters the game for J. Poeltl,,20,18
143,2,9:25.0,D. Carroll misses 2-pt jump shot from 18 ft,,20,18
144,2,9:23.0,,Defensive rebound by J. Leuer,20,18
145,2,9:13.0,,R. Jackson makes 2-pt jump shot from 14 ft,20,20
146,2,8:52.0,N. Powell makes 2-pt layup from 1 ft,,22,20
147,2,8:32.0,,J. Leuer makes 2-pt jump shot from 13 ft (assist by R. Jackson),22,22
148,2,8:16.0,N. Powell misses 3-pt jump shot from 26 ft,,22,22
149,2,8:15.0,,Defensive rebound by A. Baynes,22,22
150,2,8:01.0,,R. Jackson misses 3-pt jump shot from 26 ft,22,22
151,2,8:01.0,,Offensive rebound by Team,22,22
152,2,8:01.0,Loose ball foul by J. Valančiūnas (drawn by A. Baynes),,22,22
153,2,8:01.0,Official timeout,,22,22
154,2,8:01.0,C. Joseph enters the game for J. Valančiūnas,,22,22
155,2,8:01.0,S. Ibaka enters the game for D. Wright,,22,22
156,2,7:59.0,,Turnover by J. Leuer (back court),22,22
157,2,7:40.0,S. Ibaka makes 2-pt jump shot from 16 ft (assist by P. Patterson),,24,22
158,2,7:25.0,,A. Baynes makes 2-pt dunk at rim (assist by S. Johnson),24,24
159,2,7:19.0,Offensive foul by S. Ibaka (drawn by A. Baynes),,24,24
160,2,7:19.0,Turnover by S. Ibaka (offensive foul),,24,24
161,2,7:18.0,,A. Drummond enters the game for A. Baynes,24,24
162,2,7:07.0,,J. Leuer makes 3-pt jump shot from 26 ft (assist by R. Jackson),24,27
163,2,6:41.0,S. Ibaka misses 2-pt jump shot from 11 ft,,24,27
164,2,6:40.0,,Defensive rebound by A. Drummond,24,27
165,2,6:29.0,,S. Johnson misses 2-pt jump shot from 19 ft,24,27
166,2,6:28.0,Defensive rebound by P. Patterson,,24,27
167,2,6:21.0,D. Carroll misses 3-pt jump shot from 26 ft,,24,27
168,2,6:18.0,,Defensive rebound by J. Leuer,24,27
169,2,6:10.0,,J. Leuer makes 2-pt layup at rim (assist by R. Jackson),24,29
170,2,6:10.0,,Shooting foul by P. Patterson (drawn by J. Leuer),24,29
171,2,6:10.0,D. DeRozan enters the game for N. Powell,,24,29
172,2,6:10.0,J. Valančiūnas enters the game for P. Patterson,,24,29
173,2,6:10.0,,J. Leuer makes free throw 1 of 1,24,30
174,2,5:50.0,S. Ibaka misses 2-pt jump shot from 10 ft,,24,30
175,2,5:48.0,,Defensive rebound by A. Drummond,24,30
176,2,5:30.0,,R. Jackson makes 2-pt layup at rim,24,32
177,2,5:05.0,,Detroit full timeout,24,32
178,2,5:05.0,,M. Morris enters the game for T. Harris,24,32
179,2,5:05.0,,K. Caldwell-Pope enters the game for S. Johnson,24,32
180,2,5:01.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by D. Carroll),,27,32
181,2,4:36.0,,Personal foul by C. Joseph (drawn by R. Jackson),27,32
182,2,4:36.0,,R. Jackson makes free throw 1 of 2,27,33
183,2,4:36.0,,R. Jackson makes free throw 2 of 2,27,34
184,2,4:17.0,Turnover by S. Ibaka (bad pass),,27,34
185,2,4:07.0,,R. Jackson misses 2-pt jump shot from 15 ft,27,34
186,2,4:04.0,Defensive rebound by J. Valančiūnas,,27,34
187,2,3:55.0,J. Valančiūnas makes 2-pt jump shot from 13 ft (assist by D. DeRozan),,29,34
188,2,3:44.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,29,34
189,2,3:44.0,,Offensive rebound by Team,29,34
190,2,3:44.0,,I. Smith enters the game for R. Jackson,29,34
191,2,3:34.0,,M. Morris misses 2-pt jump shot from 14 ft,29,34
192,2,3:33.0,Defensive rebound by D. DeRozan,,29,34
193,2,3:20.0,S. Ibaka misses 3-pt jump shot from 25 ft,,29,34
194,2,3:19.0,Offensive rebound by J. Valančiūnas,,29,34
195,2,3:14.0,J. Valančiūnas makes 2-pt layup from 1 ft,,31,34
196,2,3:02.0,,J. Leuer misses 2-pt jump shot from 14 ft,31,34
197,2,3:01.0,Defensive rebound by C. Joseph,,31,34
198,2,3:00.0,Personal foul by J. Leuer (drawn by C. Joseph),,31,34
199,2,3:00.0,,T. Harris enters the game for J. Leuer,31,34
200,2,3:00.0,Toronto full timeout,,31,34
201,2,3:00.0,P. Tucker enters the game for S. Ibaka,,31,34
202,2,2:50.0,D. DeRozan misses 2-pt jump shot from 17 ft,,31,34
203,2,2:49.0,,Defensive rebound by A. Drummond,31,34
204,2,2:38.0,,I. Smith misses 2-pt jump shot from 8 ft,31,34
205,2,2:37.0,,Offensive rebound by A. Drummond,31,34
206,2,2:33.0,,A. Drummond misses 2-pt layup from 1 ft,31,34
207,2,2:32.0,Defensive rebound by J. Valančiūnas,,31,34
208,2,2:25.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,34,34
209,2,2:00.0,,T. Harris misses 2-pt layup from 4 ft (block by C. Joseph),34,34
210,2,1:59.0,,Offensive rebound by T. Harris,34,34
211,2,1:59.0,,Turnover by Team (shot clock),34,34
212,2,1:42.0,Shooting foul by K. Caldwell-Pope (drawn by D. Carroll),,34,34
213,2,1:42.0,D. Carroll makes free throw 1 of 2,,35,34
214,2,1:42.0,,J. Leuer enters the game for T. Harris,35,34
215,2,1:42.0,D. Carroll makes free throw 2 of 2,,36,34
216,2,1:25.0,,J. Leuer makes 2-pt jump shot from 14 ft (assist by K. Caldwell-Pope),36,36
217,2,1:08.0,C. Joseph misses 3-pt jump shot from 25 ft,,36,36
218,2,1:07.0,,Defensive rebound by A. Drummond,36,36
219,2,1:02.0,,Turnover by A. Drummond (lost ball; steal by P. Tucker),36,36
220,2,0:49.0,P. Tucker misses 3-pt jump shot from 26 ft,,36,36
221,2,0:48.0,,Defensive rebound by J. Leuer,36,36
222,2,0:37.0,,I. Smith misses 2-pt jump shot from 18 ft,36,36
223,2,0:35.0,Defensive rebound by J. Valančiūnas,,36,36
224,2,0:30.0,D. Carroll makes 2-pt jump shot from 7 ft,,38,36
225,2,0:07.0,,M. Morris misses 2-pt jump shot from 16 ft,38,36
226,2,0:06.0,,Offensive rebound by A. Drummond,38,36
227,2,0:06.0,,A. Drummond makes 2-pt layup from 2 ft,38,38
228,2,0:01.0,Shooting foul by I. Smith (drawn by C. Joseph),,38,38
229,2,0:01.0,C. Joseph makes free throw 1 of 2,,39,38
230,2,0:01.0,J. Poeltl enters the game for J. Valančiūnas,,39,38
231,2,0:01.0,C. Joseph makes free throw 2 of 2,,40,38
232,3,11:43.0,Shooting foul by M. Morris (drawn by D. DeRozan),,40,38
233,3,11:43.0,D. DeRozan makes free throw 1 of 2,,41,38
234,3,11:43.0,D. DeRozan makes free throw 2 of 2,,42,38
235,3,11:29.0,,M. Morris misses 3-pt jump shot from 27 ft,42,38
236,3,11:27.0,Defensive rebound by D. DeRozan,,42,38
237,3,11:12.0,D. DeRozan misses 2-pt jump shot from 16 ft,,42,38
238,3,11:11.0,,Defensive rebound by A. Drummond,42,38
239,3,11:01.0,,K. Caldwell-Pope makes 2-pt jump shot from 20 ft (assist by R. Jackson),42,40
240,3,10:39.0,D. Carroll misses 3-pt jump shot from 24 ft,,42,40
241,3,10:38.0,,Defensive rebound by T. Harris,42,40
242,3,10:18.0,,T. Harris makes 2-pt jump shot from 11 ft (assist by R. Jackson),42,42
243,3,9:45.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,45,42
244,3,9:19.0,,R. Jackson misses 2-pt jump shot from 12 ft,45,42
245,3,9:16.0,Defensive rebound by J. Valančiūnas,,45,42
246,3,9:00.0,Turnover by S. Ibaka (bad pass; steal by A. Drummond),,45,42
247,3,8:52.0,,T. Harris makes 2-pt jump shot from 8 ft,45,44
248,3,8:29.0,D. DeRozan makes 2-pt layup at rim,,47,44
249,3,8:12.0,,Shooting foul by D. DeRozan (drawn by R. Jackson),47,44
250,3,8:12.0,,R. Jackson makes free throw 1 of 2,47,45
251,3,8:12.0,,R. Jackson makes free throw 2 of 2,47,46
252,3,7:53.0,J. Valančiūnas makes 2-pt jump shot from 16 ft (assist by S. Ibaka),,49,46
253,3,7:44.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,49,46
254,3,7:43.0,Defensive rebound by D. DeRozan,,49,46
255,3,7:31.0,C. Joseph misses 3-pt jump shot from 24 ft,,49,46
256,3,7:29.0,Offensive rebound by D. Carroll,,49,46
257,3,7:29.0,D. Carroll makes 2-pt layup from 1 ft,,51,46
258,3,7:29.0,,Detroit full timeout,51,46
259,3,7:16.0,,T. Harris misses 3-pt jump shot from 26 ft,51,46
260,3,7:14.0,Defensive rebound by S. Ibaka,,51,46
261,3,7:02.0,D. DeRozan makes 2-pt jump shot from 14 ft,,53,46
262,3,6:42.0,,R. Jackson makes 2-pt jump shot from 19 ft,53,48
263,3,6:17.0,C. Joseph misses 2-pt jump shot from 5 ft (block by A. Drummond),,53,48
264,3,6:17.0,,Defensive rebound by A. Drummond,53,48
265,3,6:17.0,,Personal foul by D. Carroll (drawn by R. Jackson),53,48
266,3,6:05.0,,R. Jackson makes 2-pt dunk at rim,53,50
267,3,5:49.0,D. Carroll misses 3-pt jump shot from 24 ft,,53,50
268,3,5:47.0,,Defensive rebound by M. Morris,53,50
269,3,5:38.0,,M. Morris misses 2-pt jump shot from 12 ft,53,50
270,3,5:37.0,Defensive rebound by S. Ibaka,,53,50
271,3,5:26.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by C. Joseph),,56,50
272,3,5:16.0,,Personal foul by C. Joseph (drawn by R. Jackson),56,50
273,3,4:59.0,,M. Morris misses 2-pt jump shot from 15 ft,56,50
274,3,4:58.0,Defensive rebound by C. Joseph,,56,50
275,3,4:53.0,Personal foul by R. Jackson (drawn by D. Carroll),,56,50
276,3,4:53.0,,I. Smith enters the game for R. Jackson,56,50
277,3,4:53.0,,J. Leuer enters the game for T. Harris,56,50
278,3,4:45.0,C. Joseph misses 2-pt jump shot from 11 ft,,56,50
279,3,4:42.0,,Defensive rebound by I. Smith,56,50
280,3,4:30.0,,A. Drummond makes 2-pt dunk at rim (assist by I. Smith),56,52
281,3,4:13.0,Personal foul by I. Smith (drawn by D. Carroll),,56,52
282,3,4:13.0,P. Tucker enters the game for D. Carroll,,56,52
283,3,4:02.0,S. Ibaka misses 3-pt jump shot from 26 ft,,56,52
284,3,4:01.0,,Defensive rebound by K. Caldwell-Pope,56,52
285,3,3:46.0,,A. Drummond makes 2-pt hook shot from 9 ft,56,54
286,3,3:32.0,C. Joseph makes 2-pt jump shot from 5 ft,,58,54
287,3,3:18.0,,K. Caldwell-Pope makes 2-pt jump shot from 17 ft (assist by J. Leuer),58,56
288,3,3:06.0,J. Valančiūnas misses 2-pt jump shot from 14 ft,,58,56
289,3,3:04.0,,Defensive rebound by M. Morris,58,56
290,3,3:00.0,,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by I. Smith),58,59
291,3,2:58.0,Toronto full timeout,,58,59
292,3,2:58.0,F. VanVleet enters the game for J. Valančiūnas,,58,59
293,3,2:58.0,J. Poeltl enters the game for C. Joseph,,58,59
294,3,2:41.0,D. DeRozan makes 2-pt jump shot from 17 ft (assist by P. Tucker),,60,59
295,3,2:17.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Leuer),60,62
296,3,2:09.0,Offensive foul by J. Poeltl (drawn by I. Smith),,60,62
297,3,2:09.0,Turnover by J. Poeltl (offensive foul),,60,62
298,3,1:50.0,,A. Drummond misses 2-pt hook shot from 9 ft,60,62
299,3,1:46.0,Defensive rebound by F. VanVleet,,60,62
300,3,1:29.0,S. Ibaka misses 3-pt jump shot from 26 ft,,60,62
301,3,1:28.0,,Defensive rebound by A. Drummond,60,62
302,3,1:20.0,,Turnover by I. Smith (bad pass),60,62
303,3,1:20.0,P. Patterson enters the game for S. Ibaka,,60,62
304,3,1:20.0,,A. Baynes enters the game for A. Drummond,60,62
305,3,1:03.0,F. VanVleet misses 2-pt jump shot from 9 ft,,60,62
306,3,1:00.0,,Defensive rebound by A. Baynes,60,62
307,3,0:56.0,,K. Caldwell-Pope makes 2-pt jump shot from 9 ft,60,64
308,3,0:45.0,F. VanVleet misses 2-pt jump shot from 14 ft,,60,64
309,3,0:44.0,,Defensive rebound by M. Morris,60,64
310,3,0:35.0,,A. Baynes misses 2-pt jump shot from 10 ft,60,64
311,3,0:33.0,Defensive rebound by J. Poeltl,,60,64
312,3,0:13.0,Turnover by D. DeRozan (lost ball; steal by I. Smith),,60,64
313,3,0:06.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,60,64
314,3,0:05.0,,Offensive rebound by J. Leuer,60,64
315,3,0:05.0,,Personal foul by F. VanVleet (drawn by K. Caldwell-Pope),60,64
316,3,0:02.0,,I. Smith misses 3-pt jump shot from 25 ft,60,64
317,3,0:01.0,,Offensive rebound by J. Leuer,60,64
318,3,0:00.0,,J. Leuer makes 2-pt layup from 1 ft,60,66
319,4,11:41.0,,I. Smith misses 2-pt layup from 1 ft,60,66
320,4,11:39.0,Defensive rebound by J. Poeltl,,60,66
321,4,11:26.0,P. Patterson misses 2-pt jump shot from 8 ft (block by A. Baynes),,60,66
322,4,11:26.0,,Defensive rebound by Team,60,66
323,4,10:59.0,,I. Smith misses 2-pt jump shot from 15 ft,60,66
324,4,10:58.0,Defensive rebound by P. Patterson,,60,66
325,4,10:49.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by F. VanVleet),,63,66
326,4,10:30.0,,Personal foul by P. Patterson (drawn by A. Baynes),63,66
327,4,10:18.0,,I. Smith makes 2-pt layup from 1 ft,63,68
328,4,10:05.0,P. Patterson misses 2-pt jump shot from 16 ft,,63,68
329,4,10:05.0,Offensive rebound by J. Poeltl,,63,68
330,4,10:05.0,Personal foul by A. Baynes (drawn by P. Patterson),,63,68
331,4,10:05.0,,R. Jackson enters the game for I. Smith,63,68
332,4,9:54.0,N. Powell misses 2-pt layup from 1 ft,,63,68
333,4,9:52.0,,Defensive rebound by A. Baynes,63,68
334,4,9:46.0,,Shooting foul by J. Poeltl (drawn by T. Harris),63,68
335,4,9:46.0,,T. Harris makes free throw 1 of 2,63,69
336,4,9:46.0,,T. Harris makes free throw 2 of 2,63,70
337,4,9:37.0,Turnover by F. VanVleet (bad pass; steal by S. Johnson),,63,70
338,4,9:34.0,,S. Johnson misses 2-pt layup from 2 ft,63,70
339,4,9:33.0,,Offensive rebound by T. Harris,63,70
340,4,9:32.0,,T. Harris misses 2-pt layup from 1 ft,63,70
341,4,9:32.0,,Offensive rebound by T. Harris,63,70
342,4,9:31.0,,T. Harris makes 2-pt layup from 1 ft,63,72
343,4,9:13.0,N. Powell misses 2-pt jump shot from 6 ft (block by J. Leuer),,63,72
344,4,9:11.0,Offensive rebound by J. Poeltl,,63,72
345,4,9:04.0,P. Tucker makes 3-pt jump shot from 26 ft (assist by F. VanVleet),,66,72
346,4,8:45.0,,Turnover by R. Jackson (bad pass),66,72
347,4,8:45.0,Official timeout,,66,72
348,4,8:45.0,,A. Drummond enters the game for A. Baynes,66,72
349,4,8:45.0,S. Ibaka enters the game for J. Poeltl,,66,72
350,4,8:45.0,C. Joseph enters the game for F. VanVleet,,66,72
351,4,8:28.0,C. Joseph misses 2-pt jump shot from 15 ft,,66,72
352,4,8:26.0,,Defensive rebound by A. Drummond,66,72
353,4,8:09.0,,J. Leuer misses 3-pt jump shot from 26 ft,66,72
354,4,8:08.0,Defensive rebound by P. Tucker,,66,72
355,4,7:58.0,P. Tucker makes 2-pt layup from 1 ft (assist by C. Joseph),,68,72
356,4,7:32.0,,R. Jackson misses 2-pt jump shot from 20 ft,68,72
357,4,7:31.0,Defensive rebound by P. Tucker,,68,72
358,4,7:27.0,P. Tucker misses 2-pt layup from 2 ft,,68,72
359,4,7:26.0,,Defensive rebound by A. Drummond,68,72
360,4,7:16.0,,A. Drummond misses 2-pt hook shot from 9 ft,68,72
361,4,7:15.0,Defensive rebound by N. Powell,,68,72
362,4,7:09.0,N. Powell makes 2-pt layup from 1 ft,,70,72
363,4,7:09.0,,Detroit full timeout,70,72
364,4,7:09.0,D. DeRozan enters the game for P. Patterson,,70,72
365,4,7:09.0,,M. Morris enters the game for J. Leuer,70,72
366,4,7:09.0,,K. Caldwell-Pope enters the game for S. Johnson,70,72
367,4,6:56.0,,R. Jackson makes 2-pt layup from 1 ft,70,74
368,4,6:42.0,N. Powell misses 3-pt jump shot from 25 ft,,70,74
369,4,6:41.0,,Defensive rebound by A. Drummond,70,74
370,4,6:28.0,,M. Morris misses 3-pt jump shot from 25 ft,70,74
371,4,6:27.0,Defensive rebound by P. Tucker,,70,74
372,4,6:06.0,N. Powell misses 3-pt jump shot from 23 ft,,70,74
373,4,6:05.0,Offensive rebound by P. Tucker,,70,74
374,4,5:52.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by C. Joseph),,73,74
375,4,5:28.0,,R. Jackson misses 2-pt jump shot from 5 ft,73,74
376,4,5:27.0,,Offensive rebound by A. Drummond,73,74
377,4,5:27.0,,Personal foul by S. Ibaka (drawn by A. Drummond),73,74
378,4,5:04.0,,R. Jackson misses 2-pt jump shot from 12 ft,73,74
379,4,5:02.0,Defensive rebound by P. Tucker,,73,74
380,4,4:55.0,Personal foul by A. Drummond (drawn by D. DeRozan),,73,74
381,4,4:55.0,,I. Smith enters the game for R. Jackson,73,74
382,4,4:40.0,N. Powell makes 2-pt layup from 1 ft,,75,74
383,4,4:15.0,,M. Morris misses 2-pt jump shot from 21 ft,75,74
