,QUARTER,TIME_REMAINING,ATLANTA_ACTION,WASHINGTON_ACTION,ATLANTA_SCORE,WASHINGTON_SCORE
0,1,11:41.0,K. Korver misses 2-pt layup from 2 ft (block by M. Morris),,0,0
1,1,11:39.0,,Defensive rebound by M. Gortat,0,0
2,1,11:34.0,,B. Beal misses 3-pt jump shot from 27 ft,0,0
3,1,11:31.0,Defensive rebound by K. Bazemore,,0,0
4,1,11:20.0,D. Howard misses 2-pt jump shot from 6 ft,,0,0
5,1,11:19.0,,Defensive rebound by M. Gortat,0,0
6,1,11:15.0,Violation by K. Bazemore (kicked ball),,0,0
7,1,11:04.0,,Turnover by B. Beal (lost ball; steal by K. Bazemore),0,0
8,1,10:59.0,Turnover by K. Korver (bad pass; steal by M. Morris),,0,0
9,1,10:53.0,,O. Porter makes 2-pt layup from 3 ft (assist by J. Wall),0,2
10,1,10:33.0,D. Howard misses 2-pt jump shot from 9 ft,,0,2
11,1,10:32.0,,Defensive rebound by J. Wall,0,2
12,1,10:25.0,,Turnover by M. Gortat (lost ball; steal by D. Howard),0,2
13,1,10:12.0,K. Bazemore misses 2-pt layup from 1 ft,,0,2
14,1,10:11.0,,Defensive rebound by J. Wall,0,2
15,1,10:07.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by O. Porter),0,5
16,1,9:46.0,K. Bazemore misses 3-pt jump shot from 22 ft,,0,5
17,1,9:45.0,,Defensive rebound by J. Wall,0,5
18,1,9:39.0,,O. Porter misses 3-pt jump shot from 26 ft,0,5
19,1,9:36.0,,Offensive rebound by J. Wall,0,5
20,1,9:29.0,,J. Wall misses 2-pt jump shot from 12 ft,0,5
21,1,9:28.0,Defensive rebound by D. Schröder,,0,5
22,1,9:23.0,D. Schröder misses 2-pt layup from 1 ft,,0,5
23,1,9:23.0,,Defensive rebound by Team,0,5
24,1,9:23.0,Loose ball foul by D. Howard (drawn by M. Gortat),,0,5
25,1,9:12.0,,J. Wall misses 2-pt jump shot from 3 ft,0,5
26,1,9:11.0,,Offensive rebound by M. Gortat,0,5
27,1,9:02.0,,O. Porter makes 2-pt jump shot from 20 ft,0,7
28,1,8:36.0,K. Bazemore misses 2-pt jump shot from 5 ft,,0,7
