,QUARTER,TIME_REMAINING,BOSTON_ACTION,OKLAHOMA CITY_ACTION,BOSTON_SCORE,OKLAHOMA CITY_SCORE
0,1,11:31.0,,A. Roberson misses 3-pt jump shot from 24 ft,0,0
1,1,11:31.0,Defensive rebound by M. Smart,,0,0
2,1,11:10.0,M. Smart misses 3-pt jump shot from 25 ft,,0,0
3,1,11:09.0,,Defensive rebound by V. Oladipo,0,0
4,1,11:00.0,,Turnover by A. Roberson (bad pass; steal by J. Crowder),0,0
5,1,10:48.0,A. Bradley misses 2-pt layup from 2 ft,,0,0
6,1,10:48.0,,Defensive rebound by D. Sabonis,0,0
7,1,10:39.0,,Turnover by V. Oladipo (bad pass; steal by A. Bradley),0,0
8,1,10:21.0,J. Crowder makes 2-pt jump shot from 8 ft,,2,0
9,1,10:09.0,,Personal foul by A. Johnson (drawn by S. Adams),2,0
10,1,10:01.0,,Turnover by V. Oladipo (bad pass; steal by A. Johnson),2,0
11,1,9:58.0,Turnover by J. Crowder (bad pass),,2,0
12,1,9:58.0,,Oklahoma City full timeout,2,0
13,1,9:45.0,,D. Sabonis misses 3-pt jump shot from 25 ft (block by A. Horford),2,0
14,1,9:45.0,,Offensive rebound by Team,2,0
15,1,9:37.0,,R. Westbrook makes 2-pt jump shot from 16 ft (assist by S. Adams),2,2
16,1,9:19.0,A. Bradley misses 2-pt jump shot from 8 ft (block by D. Sabonis),,2,2
17,1,9:18.0,Offensive rebound by A. Johnson,,2,2
18,1,9:17.0,A. Johnson misses 2-pt layup from 3 ft,,2,2
19,1,9:16.0,Offensive rebound by Team,,2,2
20,1,9:13.0,A. Bradley misses 2-pt jump shot from 7 ft,,2,2
21,1,9:12.0,,Defensive rebound by V. Oladipo,2,2
22,1,8:52.0,,D. Sabonis misses 2-pt layup from 2 ft,2,2
23,1,8:52.0,Defensive rebound by J. Crowder,,2,2
24,1,8:38.0,A. Horford misses 2-pt layup from 3 ft,,2,2
25,1,8:38.0,,Defensive rebound by R. Westbrook,2,2
26,1,8:18.0,,D. Sabonis misses 3-pt jump shot from 23 ft,2,2
27,1,8:18.0,,Offensive rebound by Team,2,2
28,1,8:17.0,,E. Freedom enters the game for D. Sabonis,2,2
29,1,8:14.0,,E. Freedom misses 3-pt jump shot from 25 ft,2,2
30,1,8:14.0,Defensive rebound by A. Bradley,,2,2
31,1,7:51.0,A. Horford misses 3-pt jump shot from 25 ft,,2,2
32,1,7:51.0,,Defensive rebound by R. Westbrook,2,2
33,1,7:47.0,,A. Roberson makes 2-pt layup from 2 ft (assist by R. Westbrook),2,4
34,1,7:31.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by A. Johnson),,5,4
35,1,7:13.0,,V. Oladipo misses 2-pt jump shot from 15 ft,5,4
36,1,7:12.0,Defensive rebound by M. Smart,,5,4
37,1,7:02.0,A. Johnson misses 3-pt jump shot from 24 ft,,5,4
38,1,7:02.0,,Defensive rebound by R. Westbrook,5,4
39,1,6:58.0,,Turnover by R. Westbrook (bad pass; steal by M. Smart),5,4
40,1,6:52.0,J. Crowder makes 2-pt layup from 2 ft (assist by M. Smart),,7,4
41,1,6:37.0,,R. Westbrook makes 2-pt jump shot from 3 ft,7,6
42,1,6:19.0,J. Crowder makes 2-pt layup from 1 ft (assist by A. Johnson),,9,6
43,1,5:55.0,,Turnover by R. Westbrook (bad pass; steal by A. Bradley),9,6
44,1,5:49.0,A. Bradley makes 2-pt layup from 1 ft,,11,6
45,1,5:33.0,,R. Westbrook makes 2-pt jump shot from 15 ft,11,8
46,1,5:28.0,Boston full timeout,,11,8
47,1,5:28.0,,A. Morrow enters the game for V. Oladipo,11,8
48,1,5:28.0,T. Rozier enters the game for M. Smart,,11,8
49,1,5:04.0,T. Rozier misses 2-pt jump shot from 14 ft,,11,8
50,1,5:04.0,,Defensive rebound by R. Westbrook,11,8
51,1,4:43.0,,R. Westbrook misses 2-pt jump shot from 19 ft,11,8
52,1,4:42.0,Defensive rebound by A. Johnson,,11,8
53,1,4:37.0,Turnover by A. Bradley (bad pass; steal by R. Westbrook),,11,8
54,1,4:33.0,,Personal foul by A. Bradley (drawn by R. Westbrook),11,8
55,1,4:33.0,K. Olynyk enters the game for A. Johnson,,11,8
56,1,4:33.0,,J. Lauvergne enters the game for S. Adams,11,8
57,1,4:23.0,,E. Freedom makes 2-pt layup from 2 ft (assist by A. Morrow),11,10
58,1,4:06.0,Turnover by J. Crowder (bad pass; steal by A. Morrow),,11,10
59,1,3:59.0,,Shooting foul by T. Rozier (drawn by J. Lauvergne),11,10
60,1,3:59.0,,J. Lauvergne misses free throw 1 of 2,11,10
61,1,3:59.0,,Offensive rebound by Team,11,10
62,1,3:59.0,,J. Lauvergne makes free throw 2 of 2,11,11
63,1,3:39.0,K. Olynyk misses 3-pt jump shot from 25 ft,,11,11
64,1,3:38.0,,Defensive rebound by A. Roberson,11,11
65,1,3:31.0,,R. Westbrook makes 2-pt jump shot from 15 ft,11,13
66,1,3:23.0,Personal foul by A. Roberson (drawn by A. Bradley),,11,13
67,1,3:23.0,,V. Oladipo enters the game for A. Roberson,11,13
68,1,3:23.0,,S. Christon enters the game for R. Westbrook,11,13
69,1,3:10.0,A. Horford makes 3-pt jump shot from 25 ft (assist by T. Rozier),,14,13
70,1,2:51.0,,E. Freedom makes 2-pt layup from 2 ft (assist by S. Christon),14,15
71,1,2:28.0,A. Horford makes 2-pt dunk at rim (assist by K. Olynyk),,16,15
72,1,2:15.0,,A. Morrow makes 2-pt jump shot from 23 ft (assist by J. Lauvergne),16,17
73,1,1:59.0,K. Olynyk misses 3-pt jump shot from 24 ft,,16,17
74,1,1:58.0,,Defensive rebound by V. Oladipo,16,17
75,1,1:43.0,,A. Morrow makes 2-pt jump shot from 6 ft,16,19
76,1,1:29.0,A. Horford makes 2-pt layup from 2 ft (assist by J. Crowder),,18,19
77,1,1:18.0,,Personal foul by J. Crowder (drawn by A. Morrow),18,19
78,1,1:18.0,J. Jerebko enters the game for J. Crowder,,18,19
79,1,1:18.0,J. Brown enters the game for A. Horford,,18,19
80,1,1:18.0,M. Smart enters the game for A. Bradley,,18,19
81,1,1:13.0,,V. Oladipo misses 2-pt layup from 1 ft,18,19
82,1,1:12.0,Defensive rebound by M. Smart,,18,19
83,1,1:06.0,T. Rozier makes 2-pt layup from 1 ft (assist by M. Smart),,20,19
84,1,0:51.0,,E. Freedom makes 2-pt jump shot from 4 ft (assist by S. Christon),20,21
85,1,0:39.0,T. Rozier makes 2-pt jump shot from 13 ft,,22,21
86,1,0:28.0,,J. Lauvergne misses 3-pt jump shot from 22 ft,22,21
87,1,0:27.0,Defensive rebound by T. Rozier,,22,21
88,1,0:05.0,Personal foul by V. Oladipo (drawn by J. Jerebko),,22,21
89,1,0:05.0,,Oklahoma City full timeout,22,21
90,1,0:05.0,,A. Roberson enters the game for V. Oladipo,22,21
91,1,0:03.0,M. Smart makes 2-pt layup from 1 ft (assist by K. Olynyk),,24,21
92,1,0:03.0,Shooting foul by A. Roberson (drawn by M. Smart),,24,21
93,1,0:03.0,M. Smart misses free throw 1 of 1,,24,21
94,1,0:03.0,,Defensive rebound by J. Lauvergne,24,21
95,1,0:00.0,,J. Lauvergne misses 3-pt jump shot from 81 ft,24,21
96,1,0:00.0,,Offensive rebound by Team,24,21
97,2,11:46.0,J. Brown misses 2-pt layup from 1 ft,,24,21
98,2,11:46.0,,Defensive rebound by J. Lauvergne,24,21
99,2,11:36.0,,Turnover by J. Lauvergne (bad pass; steal by K. Olynyk),24,21
100,2,11:17.0,M. Smart misses 2-pt layup from 2 ft,,24,21
101,2,11:17.0,,Defensive rebound by E. Freedom,24,21
102,2,10:59.0,,J. Lauvergne makes 2-pt layup from 2 ft (assist by A. Morrow),24,23
103,2,10:44.0,K. Olynyk misses 3-pt jump shot from 24 ft,,24,23
104,2,10:43.0,,Defensive rebound by J. Lauvergne,24,23
105,2,10:36.0,,Personal foul by K. Olynyk (drawn by E. Freedom),24,23
106,2,10:36.0,,D. Sabonis enters the game for E. Freedom,24,23
107,2,10:20.0,,D. Sabonis misses 2-pt hook shot from 4 ft,24,23
108,2,10:19.0,Defensive rebound by K. Olynyk,,24,23
109,2,10:04.0,T. Rozier misses 2-pt jump shot from 8 ft,,24,23
110,2,10:03.0,,Defensive rebound by D. Sabonis,24,23
111,2,9:48.0,,J. Lauvergne misses 2-pt layup from 2 ft,24,23
112,2,9:47.0,Defensive rebound by K. Olynyk,,24,23
113,2,9:41.0,M. Smart makes 3-pt jump shot from 23 ft (assist by J. Brown),,27,23
