,QUARTER,TIME_REMAINING,PORTLAND_ACTION,PHOENIX_ACTION,PORTLAND_SCORE,PHOENIX_SCORE
0,1,11:45.0,M. Plumlee misses 2-pt jump shot from 13 ft,,0,0
1,1,11:43.0,,Defensive rebound by T. Chandler,0,0
2,1,11:28.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),0,3
3,1,11:08.0,M. Plumlee misses 2-pt layup from 1 ft,,0,3
4,1,11:03.0,,Defensive rebound by J. Dudley,0,3
5,1,11:01.0,,T. Chandler misses 2-pt dunk at rim,0,3
6,1,10:57.0,Defensive rebound by M. Plumlee,,0,3
7,1,10:50.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by A. Aminu),,3,3
8,1,10:25.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,3,3
9,1,10:21.0,Defensive rebound by M. Plumlee,,3,3
10,1,10:15.0,D. Lillard misses 2-pt jump shot from 14 ft,,3,3
11,1,10:13.0,Offensive rebound by M. Plumlee,,3,3
12,1,10:09.0,A. Aminu makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,6,3
13,1,9:42.0,,Shooting foul by C. McCollum (drawn by D. Booker),6,3
14,1,9:42.0,,D. Booker misses free throw 1 of 2,6,3
15,1,9:42.0,,Offensive rebound by Team,6,3
16,1,9:42.0,,D. Booker misses free throw 2 of 2,6,3
17,1,9:41.0,Defensive rebound by M. Plumlee,,6,3
18,1,9:20.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,9,3
19,1,8:57.0,,D. Booker misses 2-pt jump shot from 5 ft,9,3
20,1,8:57.0,,Offensive rebound by Team,9,3
21,1,8:55.0,,Turnover by J. Dudley (lost ball; steal by A. Aminu),9,3
22,1,8:55.0,,Loose ball foul by J. Dudley (drawn by A. Aminu),9,3
23,1,8:42.0,C. McCollum makes 2-pt jump shot from 15 ft (assist by M. Plumlee),,11,3
24,1,8:36.0,,Phoenix full timeout,11,3
25,1,8:31.0,,T. Warren misses 2-pt jump shot from 13 ft,11,3
26,1,8:29.0,,Offensive rebound by T. Warren,11,3
27,1,8:28.0,,T. Warren misses 2-pt layup from 3 ft (block by M. Harkless),11,3
28,1,8:26.0,,Offensive rebound by E. Bledsoe,11,3
29,1,8:17.0,,D. Booker misses 2-pt jump shot from 16 ft,11,3
30,1,8:15.0,Defensive rebound by A. Aminu,,11,3
31,1,8:03.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,14,3
32,1,7:51.0,,D. Booker makes 3-pt jump shot from 26 ft (assist by J. Dudley),14,6
33,1,7:27.0,Turnover by M. Harkless (lost ball; steal by T. Warren),,14,6
34,1,7:23.0,,T. Warren makes 2-pt layup from 1 ft (assist by J. Dudley),14,8
35,1,7:08.0,Shooting foul by D. Booker (drawn by C. McCollum),,14,8
36,1,7:08.0,C. McCollum makes free throw 1 of 2,,15,8
37,1,7:08.0,C. McCollum makes free throw 2 of 2,,16,8
38,1,6:58.0,,T. Warren makes 2-pt jump shot from 17 ft,16,10
39,1,6:45.0,M. Plumlee makes 2-pt jump shot from 15 ft (assist by C. McCollum),,18,10
40,1,6:17.0,,D. Booker makes 2-pt layup from 1 ft,18,12
41,1,6:05.0,C. McCollum makes 2-pt jump shot from 16 ft (assist by M. Harkless),,20,12
42,1,5:57.0,,Shooting foul by M. Plumlee (drawn by T. Chandler),20,12
43,1,5:57.0,,T. Chandler makes free throw 1 of 2,20,13
44,1,5:57.0,,P. Tucker enters the game for J. Dudley,20,13
45,1,5:57.0,,T. Chandler makes free throw 2 of 2,20,14
46,1,5:44.0,C. McCollum misses 3-pt jump shot from 29 ft,,20,14
47,1,5:41.0,,Defensive rebound by T. Chandler,20,14
48,1,5:33.0,,T. Warren makes 2-pt layup from 3 ft,20,16
49,1,5:06.0,M. Plumlee misses 2-pt hook shot from 2 ft,,20,16
50,1,5:04.0,,Defensive rebound by T. Chandler,20,16
51,1,5:01.0,,Turnover by E. Bledsoe (lost ball; steal by M. Harkless),20,16
52,1,5:01.0,Personal take foul by P. Tucker (drawn by M. Harkless),,20,16
53,1,5:01.0,E. Turner enters the game for M. Harkless,,20,16
54,1,5:01.0,A. Crabbe enters the game for C. McCollum,,20,16
55,1,5:01.0,,A. Len enters the game for T. Chandler,20,16
56,1,4:45.0,Turnover by E. Turner (bad pass; steal by P. Tucker),,20,16
57,1,4:42.0,,Turnover by P. Tucker (bad pass),20,16
58,1,4:30.0,A. Aminu misses 3-pt jump shot from 26 ft,,20,16
59,1,4:28.0,,Defensive rebound by Team,20,16
60,1,4:28.0,,B. Knight enters the game for E. Bledsoe,20,16
61,1,4:16.0,,Personal foul by D. Lillard (drawn by B. Knight),20,16
62,1,4:16.0,M. Leonard enters the game for M. Plumlee,,20,16
63,1,4:05.0,,P. Tucker misses 2-pt jump shot from 4 ft (block by A. Aminu),20,16
64,1,4:05.0,Defensive rebound by Team,,20,16
65,1,3:47.0,Shooting foul by A. Len (drawn by D. Lillard),,20,16
66,1,3:47.0,D. Lillard makes free throw 1 of 2,,21,16
67,1,3:47.0,D. Lillard makes free throw 2 of 2,,22,16
68,1,3:30.0,,D. Booker misses 3-pt jump shot from 23 ft,22,16
69,1,3:28.0,Defensive rebound by A. Aminu,,22,16
70,1,3:19.0,D. Lillard makes 2-pt jump shot from 18 ft,,24,16
71,1,3:03.0,,T. Warren misses 2-pt jump shot from 17 ft,24,16
72,1,3:01.0,,Offensive rebound by T. Warren,24,16
73,1,2:50.0,,P. Tucker makes 2-pt jump shot from 8 ft,24,18
74,1,2:39.0,Personal foul by B. Knight (drawn by D. Lillard),,24,18
75,1,2:39.0,Portland full timeout,,24,18
76,1,2:39.0,D. Lillard makes free throw 1 of 2,,25,18
77,1,2:39.0,,E. Bledsoe enters the game for T. Warren,24,18
78,1,2:39.0,,M. Chriss enters the game for D. Booker,24,18
79,1,2:39.0,E. Davis enters the game for A. Aminu,,25,18
80,1,2:39.0,D. Lillard misses free throw 2 of 2,,25,18
81,1,2:38.0,,Defensive rebound by A. Len,25,18
82,1,2:19.0,,B. Knight misses 2-pt jump shot from 9 ft,25,18
83,1,2:19.0,,Offensive rebound by A. Len,25,18
84,1,2:19.0,,Shooting foul by M. Leonard (drawn by A. Len),25,18
85,1,2:19.0,,A. Len makes free throw 1 of 2,25,19
86,1,2:19.0,C. McCollum enters the game for D. Lillard,,25,19
87,1,2:19.0,,A. Len makes free throw 2 of 2,25,20
88,1,1:54.0,A. Crabbe misses 2-pt jump shot from 20 ft,,25,20
89,1,1:52.0,,Defensive rebound by P. Tucker,25,20
90,1,1:48.0,,E. Bledsoe makes 2-pt jump shot from 18 ft,25,22
91,1,1:27.0,C. McCollum misses 2-pt jump shot from 18 ft,,25,22
92,1,1:25.0,,Defensive rebound by M. Chriss,25,22
93,1,1:21.0,,Shooting foul by M. Leonard (drawn by A. Len),25,22
94,1,1:21.0,,A. Len makes free throw 1 of 2,25,23
95,1,1:21.0,,A. Len makes free throw 2 of 2,25,24
96,1,1:05.0,M. Leonard misses 2-pt hook shot from 5 ft,,25,24
97,1,1:03.0,Offensive rebound by E. Davis,,25,24
98,1,1:03.0,E. Davis misses 2-pt layup from 1 ft,,25,24
99,1,1:00.0,,Defensive rebound by M. Chriss,25,24
100,1,0:53.0,,M. Chriss misses 3-pt jump shot from 25 ft,25,24
101,1,0:52.0,,Offensive rebound by Team,25,24
102,1,0:47.0,,B. Knight makes 2-pt jump shot from 16 ft,25,26
103,1,0:34.0,M. Leonard makes 3-pt jump shot from 25 ft (assist by C. McCollum),,28,26
104,1,0:26.0,,B. Knight misses 2-pt jump shot from 6 ft,28,26
105,1,0:26.0,,Offensive rebound by A. Len,28,26
106,1,0:26.0,,A. Len makes 2-pt dunk at rim,28,28
107,1,0:02.0,Turnover by Team (shot clock),,28,28
108,1,0:00.0,,A. Len misses 3-pt jump shot from 44 ft (block by E. Turner),28,28
109,1,0:00.0,,Offensive rebound by Team,28,28
110,2,11:36.0,,P. Tucker misses 3-pt jump shot from 26 ft,28,28
111,2,11:36.0,Defensive rebound by Team,,28,28
112,2,11:16.0,M. Leonard misses 2-pt jump shot from 12 ft,,28,28
113,2,11:14.0,,Defensive rebound by P. Tucker,28,28
114,2,11:07.0,,B. Knight misses 2-pt jump shot from 16 ft,28,28
115,2,11:05.0,Defensive rebound by E. Turner,,28,28
116,2,10:56.0,A. Crabbe makes 3-pt jump shot from 26 ft (assist by M. Leonard),,31,28
117,2,10:35.0,,Shooting foul by M. Leonard (drawn by M. Chriss),31,28
118,2,10:35.0,,M. Chriss makes free throw 1 of 2,31,29
119,2,10:35.0,,M. Chriss misses free throw 2 of 2,31,29
120,2,10:33.0,Defensive rebound by M. Leonard,,31,29
121,2,10:16.0,E. Turner makes 2-pt jump shot from 16 ft,,33,29
122,2,10:01.0,Violation by C. McCollum (kicked ball),,33,29
123,2,9:56.0,,L. Barbosa misses 2-pt jump shot from 10 ft,33,29
124,2,9:54.0,Defensive rebound by E. Davis,,33,29
125,2,9:45.0,Turnover by C. McCollum (traveling),,33,29
126,2,9:35.0,,A. Len makes 2-pt dunk at rim (assist by B. Knight),33,31
127,2,9:14.0,C. McCollum makes 2-pt jump shot from 6 ft,,35,31
128,2,8:59.0,,B. Knight misses 2-pt layup from 1 ft,35,31
129,2,8:57.0,,Offensive rebound by A. Len,35,31
130,2,8:57.0,,A. Len misses 2-pt layup from 3 ft,35,31
131,2,8:53.0,Defensive rebound by E. Turner,,35,31
132,2,8:41.0,E. Turner makes 2-pt jump shot from 16 ft,,37,31
133,2,8:33.0,,Phoenix full timeout,37,31
134,2,8:33.0,,D. Booker enters the game for P. Tucker,37,31
135,2,8:33.0,,Violation by Team (jump ball),37,31
136,2,8:23.0,,A. Len misses 2-pt jump shot from 14 ft,37,31
137,2,8:20.0,Defensive rebound by E. Turner,,37,31
138,2,8:10.0,C. McCollum misses 2-pt jump shot from 15 ft,,37,31
139,2,8:07.0,,Defensive rebound by M. Chriss,37,31
140,2,7:59.0,,M. Chriss makes 2-pt jump shot from 8 ft (assist by D. Booker),37,33
141,2,7:59.0,,Shooting foul by C. McCollum (drawn by M. Chriss),37,33
142,2,7:59.0,,M. Chriss misses free throw 1 of 1,37,33
143,2,7:58.0,Defensive rebound by E. Davis,,37,33
144,2,7:43.0,Shooting foul by A. Len (drawn by A. Crabbe),,37,33
145,2,7:43.0,A. Crabbe makes free throw 1 of 2,,38,33
146,2,7:43.0,D. Lillard enters the game for C. McCollum,,38,33
147,2,7:43.0,A. Crabbe makes free throw 2 of 2,,39,33
148,2,7:28.0,,B. Knight misses 2-pt jump shot from 11 ft,39,33
149,2,7:25.0,,Offensive rebound by A. Len,39,33
150,2,7:25.0,,A. Len makes 2-pt layup from 1 ft,39,35
151,2,7:14.0,Personal block foul by M. Chriss (drawn by M. Leonard),,39,35
152,2,7:14.0,M. Harkless enters the game for M. Leonard,,39,35
153,2,7:07.0,E. Turner makes 2-pt jump shot from 19 ft,,41,35
154,2,6:48.0,,A. Len makes 2-pt jump shot from 15 ft (assist by B. Knight),41,37
155,2,6:25.0,D. Lillard makes 2-pt jump shot from 12 ft,,43,37
156,2,6:15.0,,M. Chriss makes 2-pt dunk at rim (assist by L. Barbosa),43,39
157,2,5:54.0,D. Lillard misses 3-pt jump shot from 25 ft,,43,39
158,2,5:52.0,Offensive rebound by E. Davis,,43,39
159,2,5:51.0,E. Davis misses 2-pt layup from 2 ft (block by A. Len),,43,39
160,2,5:47.0,,Defensive rebound by A. Len,43,39
161,2,5:45.0,,D. Booker makes 2-pt layup at rim (assist by A. Len),43,41
162,2,5:45.0,Portland full timeout,,43,41
163,2,5:45.0,,E. Bledsoe enters the game for B. Knight,43,41
164,2,5:45.0,,T. Warren enters the game for L. Barbosa,43,41
165,2,5:45.0,M. Plumlee enters the game for E. Davis,,43,41
166,2,5:29.0,A. Crabbe makes 2-pt jump shot from 11 ft (assist by E. Turner),,45,41
167,2,5:11.0,,T. Warren makes 2-pt jump shot from 9 ft (assist by M. Chriss),45,43
168,2,4:56.0,A. Aminu enters the game for E. Turner,,45,43
169,2,4:48.0,A. Aminu misses 2-pt layup from 1 ft (block by T. Warren),,45,43
170,2,4:45.0,Offensive rebound by A. Aminu,,45,43
171,2,4:43.0,A. Aminu misses 2-pt layup from 1 ft (block by A. Len),,45,43
172,2,4:42.0,,Defensive rebound by D. Booker,45,43
173,2,4:38.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,45,43
174,2,4:36.0,Defensive rebound by Team,,45,43
175,2,4:25.0,D. Lillard makes 2-pt layup at rim (assist by M. Plumlee),,47,43
176,2,4:16.0,,A. Len misses 2-pt layup from 2 ft (block by M. Plumlee),47,43
177,2,4:14.0,Defensive rebound by D. Lillard,,47,43
178,2,4:07.0,M. Harkless makes 3-pt jump shot from 26 ft (assist by D. Lillard),,50,43
179,2,3:57.0,,Phoenix full timeout,50,43
180,2,3:57.0,,J. Dudley enters the game for A. Len,50,43
