,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MINNESOTA_ACTION,SACRAMENTO_SCORE,MINNESOTA_SCORE
50,1,4:48.0,W. Cauley-Stein misses 2-pt jump shot from 18 ft,,12,19
51,1,4:47.0,Offensive rebound by S. Labissière,,12,19
52,1,4:45.0,S. Labissière misses 2-pt layup from 2 ft,,12,19
53,1,4:43.0,,Defensive rebound by K. Towns,12,19
54,1,4:32.0,,A. Wiggins misses 3-pt jump shot from 26 ft,12,19
55,1,4:31.0,Defensive rebound by Team,,12,19
56,1,4:31.0,,O. Casspi enters the game for K. Towns,12,19
57,1,4:31.0,G. Papagiannis enters the game for W. Cauley-Stein,,12,19
58,1,4:31.0,Violation by Team (jump ball),,12,19
59,1,4:19.0,Shooting foul by O. Casspi (drawn by D. Collison),,12,19
60,1,4:19.0,D. Collison misses free throw 1 of 2,,12,19
61,1,4:19.0,Offensive rebound by Team,,12,19
62,1,4:19.0,A. Tolliver enters the game for S. Labissière,,12,19
63,1,4:19.0,D. Collison makes free throw 2 of 2,,13,19
64,1,4:13.0,,Turnover by R. Rubio (bad pass; steal by D. Collison),13,19
65,1,3:59.0,B. Hield misses 2-pt jump shot from 20 ft,,13,19
66,1,3:57.0,Offensive rebound by B. McLemore,,13,19
67,1,3:57.0,Turnover by B. McLemore (traveling),,13,19
68,1,3:38.0,,A. Wiggins makes 2-pt jump shot from 19 ft,13,21
69,1,3:12.0,G. Papagiannis misses 2-pt jump shot from 16 ft,,13,21
70,1,3:08.0,,Defensive rebound by B. Rush,13,21
71,1,3:00.0,,Shooting foul by B. McLemore (drawn by R. Rubio),13,21
72,1,3:00.0,,R. Rubio makes free throw 1 of 2,13,22
73,1,3:00.0,A. Afflalo enters the game for B. McLemore,,13,22
74,1,3:00.0,,R. Rubio makes free throw 2 of 2,13,23
75,1,2:41.0,B. Hield misses 3-pt jump shot from 24 ft,,13,23
76,1,2:40.0,,Defensive rebound by G. Dieng,13,23
77,1,2:36.0,,B. Rush makes 2-pt layup from 1 ft (assist by R. Rubio),13,25
78,1,2:20.0,Turnover by A. Afflalo (traveling),,13,25
79,1,2:20.0,Sacramento full timeout,,13,25
80,1,2:20.0,T. Lawson enters the game for D. Collison,,13,25
81,1,2:20.0,,K. Dunn enters the game for B. Rush,13,25
82,1,2:15.0,,Personal foul by A. Afflalo (drawn by R. Rubio),13,25
83,1,2:15.0,,R. Rubio makes free throw 1 of 2,13,26
84,1,2:15.0,,R. Rubio makes free throw 2 of 2,13,27
85,1,2:03.0,Turnover by B. Hield (lost ball; steal by K. Dunn),,13,27
86,1,1:59.0,,G. Dieng makes 2-pt dunk at rim (assist by K. Dunn),13,29
87,1,1:42.0,A. Afflalo misses 2-pt jump shot from 18 ft,,13,29
88,1,1:40.0,,Defensive rebound by R. Rubio,13,29
89,1,1:27.0,,G. Dieng misses 2-pt jump shot from 12 ft,13,29
90,1,1:26.0,Defensive rebound by B. Hield,,13,29
91,1,1:18.0,B. Hield makes 3-pt jump shot from 26 ft (assist by A. Afflalo),,16,29
92,1,1:00.0,,R. Rubio misses 2-pt jump shot from 19 ft,16,29
93,1,0:58.0,Defensive rebound by G. Papagiannis,,16,29
94,1,0:45.0,Turnover by A. Afflalo (lost ball; steal by G. Dieng),,16,29
95,1,0:40.0,,O. Casspi makes 2-pt layup from 2 ft (assist by R. Rubio),16,31
96,1,0:40.0,Sacramento full timeout,,16,31
97,1,0:40.0,L. Galloway enters the game for B. Hield,,16,31
98,1,0:40.0,,S. Muhammad enters the game for R. Rubio,16,31
99,1,0:18.0,Shooting foul by K. Dunn (drawn by T. Lawson),,16,31
100,1,0:18.0,T. Lawson makes free throw 1 of 2,,17,31
101,1,0:18.0,W. Cauley-Stein enters the game for G. Papagiannis,,17,31
102,1,0:18.0,T. Lawson makes free throw 2 of 2,,18,31
103,1,0:04.0,,O. Casspi misses 3-pt jump shot from 23 ft,18,31
104,1,0:01.0,,Offensive rebound by Team,18,31
105,1,0:00.0,,G. Dieng misses 2-pt jump shot from 22 ft,18,31
106,1,0:00.0,,Offensive rebound by Team,18,31
107,2,11:46.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by T. Lawson),,21,31
108,2,11:27.0,,K. Towns makes 2-pt hook shot from 6 ft,21,33
109,2,11:07.0,A. Afflalo makes 3-pt jump shot from 22 ft (assist by W. Cauley-Stein),,24,33
110,2,10:38.0,,T. Jones makes 2-pt layup from 2 ft (assist by K. Dunn),24,35
111,2,10:21.0,W. Cauley-Stein misses 2-pt jump shot from 6 ft,,24,35
112,2,10:20.0,,Defensive rebound by O. Casspi,24,35
113,2,10:13.0,,K. Dunn misses 3-pt jump shot from 24 ft,24,35
114,2,10:12.0,Defensive rebound by W. Cauley-Stein,,24,35
115,2,9:58.0,A. Tolliver misses 3-pt jump shot from 22 ft,,24,35
116,2,9:56.0,,Defensive rebound by T. Jones,24,35
117,2,9:47.0,,Turnover by T. Jones (bad pass),24,35
118,2,9:28.0,W. Cauley-Stein misses 2-pt jump shot from 11 ft,,24,35
119,2,9:27.0,,Defensive rebound by S. Muhammad,24,35
120,2,9:24.0,,Turnover by S. Muhammad (offensive foul),24,35
121,2,9:24.0,Offensive charge foul by S. Muhammad (drawn by A. Tolliver),,24,35
122,2,9:16.0,Shooting foul by K. Dunn (drawn by T. Lawson),,24,35
123,2,9:16.0,T. Lawson makes free throw 1 of 3,,25,35
124,2,9:16.0,T. Lawson makes free throw 2 of 3,,26,35
125,2,9:16.0,T. Lawson makes free throw 3 of 3,,27,35
126,2,9:11.0,,Shooting block foul by W. Cauley-Stein (drawn by K. Towns),27,35
127,2,9:11.0,,K. Towns makes free throw 1 of 2,27,36
128,2,9:11.0,,K. Towns makes free throw 2 of 2,27,37
129,2,8:59.0,A. Afflalo makes 3-pt jump shot from 25 ft (assist by A. Tolliver),,30,37
130,2,8:45.0,,Shooting foul by A. Afflalo (drawn by S. Muhammad),30,37
131,2,8:45.0,,Minnesota full timeout,30,37
132,2,8:45.0,,S. Muhammad makes free throw 1 of 2,30,38
133,2,8:45.0,,S. Muhammad makes free throw 2 of 2,30,39
134,2,8:34.0,T. Lawson makes 2-pt layup from 2 ft (assist by A. Tolliver),,32,39
135,2,8:10.0,,Turnover by K. Towns (bad pass),32,39
136,2,7:58.0,A. Tolliver makes 2-pt hook shot from 7 ft,,34,39
137,2,7:43.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by T. Jones),34,42
138,2,7:31.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by T. Lawson),,37,42
139,2,7:16.0,,T. Jones misses 2-pt layup at rim,37,42
140,2,7:15.0,Defensive rebound by L. Galloway,,37,42
141,2,7:05.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by T. Lawson),,39,42
142,2,7:04.0,,Minnesota full timeout,39,42
143,2,7:04.0,,B. Rush enters the game for O. Casspi,39,42
144,2,7:04.0,,G. Dieng enters the game for K. Dunn,39,42
145,2,7:04.0,,R. Rubio enters the game for S. Muhammad,39,42
146,2,7:04.0,,A. Wiggins enters the game for T. Jones,39,42
147,2,7:04.0,B. Hield enters the game for A. Afflalo,,39,42
148,2,6:53.0,,K. Towns misses 3-pt jump shot from 23 ft,39,42
149,2,6:52.0,Defensive rebound by A. Tolliver,,39,42
150,2,6:38.0,A. Tolliver misses 2-pt jump shot from 8 ft (block by A. Wiggins),,39,42
151,2,6:36.0,,Defensive rebound by G. Dieng,39,42
152,2,6:27.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by R. Rubio),39,44
153,2,6:20.0,A. Tolliver makes 2-pt layup from 2 ft (assist by T. Lawson),,41,44
154,2,5:59.0,,A. Wiggins makes 2-pt jump shot from 15 ft,41,46
155,2,5:51.0,Turnover by T. Lawson (lost ball),,41,46
156,2,5:51.0,G. Papagiannis enters the game for W. Cauley-Stein,,41,46
157,2,5:34.0,,R. Rubio misses 3-pt jump shot from 25 ft,41,46
158,2,5:33.0,Defensive rebound by T. Lawson,,41,46
159,2,5:25.0,T. Lawson misses 3-pt jump shot from 23 ft,,41,46
160,2,5:23.0,Offensive rebound by L. Galloway,,41,46
161,2,5:17.0,L. Galloway makes 3-pt jump shot from 26 ft (assist by T. Lawson),,44,46
162,2,5:03.0,Offensive charge foul by K. Towns (drawn by A. Tolliver),,44,46
163,2,5:03.0,,Turnover by K. Towns (offensive foul),44,46
164,2,5:03.0,D. Collison enters the game for L. Galloway,,44,46
165,2,4:52.0,A. Tolliver misses 2-pt layup from 1 ft,,44,46
166,2,4:51.0,Offensive rebound by G. Papagiannis,,44,46
167,2,4:51.0,G. Papagiannis makes 2-pt dunk at rim,,46,46
168,2,4:31.0,,K. Towns misses 2-pt jump shot from 21 ft,46,46
169,2,4:30.0,Defensive rebound by G. Papagiannis,,46,46
170,2,4:22.0,B. Hield makes 2-pt jump shot from 19 ft,,48,46
171,2,4:06.0,,Shooting foul by T. Lawson (drawn by R. Rubio),48,46
172,2,4:06.0,,R. Rubio makes free throw 1 of 2,48,47
173,2,4:06.0,,R. Rubio makes free throw 2 of 2,48,48
174,2,3:55.0,T. Lawson makes 2-pt layup from 2 ft,,50,48
175,2,3:39.0,,Personal foul by G. Papagiannis (drawn by K. Towns),50,48
176,2,3:39.0,S. Labissière enters the game for A. Tolliver,,50,48
177,2,3:39.0,A. Afflalo enters the game for T. Lawson,,50,48
178,2,3:35.0,,B. Rush makes 3-pt jump shot from 23 ft (assist by G. Dieng),50,51
179,2,3:11.0,Turnover by G. Papagiannis (3 sec),,50,51
180,2,3:02.0,,K. Towns makes 2-pt layup from 2 ft (assist by R. Rubio),50,53
181,2,3:02.0,,Shooting foul by G. Papagiannis (drawn by K. Towns),50,53
182,2,3:02.0,,K. Towns makes free throw 1 of 1,50,54
183,2,2:53.0,Turnover by D. Collison (lost ball),,50,54
184,2,2:53.0,Sacramento full timeout,,50,54
185,2,2:38.0,,A. Wiggins makes 2-pt jump shot from 17 ft,50,56
186,2,2:18.0,B. Hield misses 3-pt jump shot from 24 ft,,50,56
187,2,2:17.0,,Defensive rebound by Team,50,56
188,2,2:05.0,,K. Towns misses 3-pt jump shot from 25 ft,50,56
189,2,2:03.0,Defensive rebound by S. Labissière,,50,56
190,2,2:01.0,Turnover by S. Labissière (lost ball; steal by G. Dieng),,50,56
191,2,1:55.0,,G. Dieng misses 2-pt jump shot from 24 ft,50,56
192,2,1:54.0,Defensive rebound by S. Labissière,,50,56
193,2,1:47.0,B. Hield makes 3-pt jump shot from 23 ft (assist by A. Afflalo),,53,56
194,2,1:29.0,,K. Towns misses 2-pt jump shot from 19 ft,53,56
195,2,1:27.0,Defensive rebound by A. Afflalo,,53,56
196,2,1:17.0,Personal foul by R. Rubio (drawn by B. Hield),,53,56
197,2,1:09.0,A. Afflalo misses 3-pt jump shot from 24 ft,,53,56
198,2,1:07.0,,Defensive rebound by B. Rush,53,56
199,2,0:51.0,,B. Rush makes 3-pt jump shot from 24 ft (assist by A. Wiggins),53,59
200,2,0:39.0,D. Collison misses 2-pt layup from 1 ft (block by G. Dieng),,53,59
201,2,0:38.0,,Defensive rebound by K. Towns,53,59
202,2,0:32.0,,R. Rubio misses 2-pt jump shot from 21 ft,53,59
203,2,0:31.0,Defensive rebound by G. Papagiannis,,53,59
204,2,0:14.0,,Violation by G. Dieng (kicked ball),53,59
205,2,0:14.0,A. Tolliver enters the game for G. Papagiannis,,53,59
206,2,0:02.0,Shooting foul by A. Wiggins (drawn by A. Afflalo),,53,59
207,2,0:02.0,A. Afflalo makes free throw 1 of 3,,54,59
208,2,0:02.0,A. Afflalo makes free throw 2 of 3,,55,59
209,2,0:02.0,A. Afflalo misses free throw 3 of 3,,55,59
210,2,0:02.0,,Defensive rebound by G. Dieng,55,59
211,2,0:02.0,L. Galloway enters the game for S. Labissière,,55,59
212,3,11:49.0,Shooting foul by B. Rush (drawn by W. Cauley-Stein),,55,59
213,3,11:49.0,W. Cauley-Stein makes free throw 1 of 2,,56,59
214,3,11:49.0,W. Cauley-Stein makes free throw 2 of 2,,57,59
215,3,11:44.0,,Turnover by R. Rubio (bad pass; steal by W. Cauley-Stein),57,59
216,3,11:31.0,B. McLemore makes 2-pt layup from 1 ft (assist by D. Collison),,59,59
217,3,11:17.0,,Shooting foul by B. McLemore (drawn by A. Wiggins),59,59
218,3,11:17.0,,A. Wiggins makes free throw 1 of 2,59,60
219,3,11:17.0,,A. Wiggins misses free throw 2 of 2,59,60
220,3,11:17.0,Defensive rebound by W. Cauley-Stein,,59,60
221,3,11:03.0,B. Hield misses 2-pt jump shot from 11 ft,,59,60
222,3,11:02.0,Offensive rebound by W. Cauley-Stein,,59,60
223,3,10:58.0,D. Collison makes 2-pt jump shot from 14 ft (assist by W. Cauley-Stein),,61,60
224,3,10:37.0,,K. Towns misses 2-pt jump shot from 5 ft,61,60
225,3,10:36.0,Defensive rebound by S. Labissière,,61,60
226,3,10:27.0,D. Collison misses 2-pt jump shot from 16 ft,,61,60
227,3,10:26.0,,Defensive rebound by K. Towns,61,60
228,3,10:18.0,,Personal foul by W. Cauley-Stein (drawn by K. Towns),61,60
229,3,10:14.0,,K. Towns makes 2-pt layup from 2 ft (assist by R. Rubio),61,62
230,3,10:14.0,,Shooting foul by S. Labissière (drawn by K. Towns),61,62
231,3,10:14.0,A. Afflalo enters the game for B. McLemore,,61,62
232,3,10:14.0,,K. Towns makes free throw 1 of 1,61,63
233,3,9:59.0,S. Labissière makes 2-pt dunk at rim (assist by D. Collison),,63,63
234,3,9:42.0,,K. Towns makes 2-pt layup from 2 ft (assist by R. Rubio),63,65
235,3,9:19.0,B. Hield makes 2-pt layup from 2 ft,,65,65
236,3,9:08.0,,Personal foul by S. Labissière (drawn by G. Dieng),65,65
237,3,9:00.0,,B. Rush misses 2-pt jump shot from 23 ft,65,65
238,3,8:58.0,Defensive rebound by A. Afflalo,,65,65
239,3,8:51.0,D. Collison makes 2-pt layup from 2 ft,,67,65
240,3,8:36.0,,B. Rush misses 2-pt jump shot from 14 ft,67,65
241,3,8:35.0,,Offensive rebound by G. Dieng,67,65
242,3,8:35.0,,Shooting foul by W. Cauley-Stein (drawn by G. Dieng),67,65
243,3,8:35.0,,G. Dieng makes free throw 1 of 2,67,66
244,3,8:35.0,,G. Dieng makes free throw 2 of 2,67,67
245,3,8:18.0,D. Collison misses 2-pt layup from 3 ft,,67,67
246,3,8:18.0,,Defensive rebound by G. Dieng,67,67
247,3,8:08.0,,A. Wiggins makes 2-pt jump shot from 20 ft,67,69
248,3,7:54.0,S. Labissière misses 2-pt jump shot from 9 ft,,67,69
249,3,7:53.0,Offensive rebound by W. Cauley-Stein,,67,69
250,3,7:52.0,W. Cauley-Stein makes 2-pt layup from 1 ft,,69,69
251,3,7:36.0,,R. Rubio misses 2-pt jump shot from 18 ft,69,69
252,3,7:35.0,Defensive rebound by B. Hield,,69,69
253,3,7:23.0,S. Labissière makes 2-pt jump shot from 19 ft (assist by D. Collison),,71,69
254,3,7:02.0,,B. Rush misses 2-pt jump shot from 19 ft,71,69
255,3,7:01.0,Defensive rebound by W. Cauley-Stein,,71,69
256,3,6:54.0,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Collison),,74,69
257,3,6:40.0,,Minnesota full timeout,74,69
258,3,6:40.0,,K. Dunn enters the game for B. Rush,74,69
259,3,6:25.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by K. Towns),74,72
260,3,6:04.0,B. Hield misses 2-pt jump shot from 19 ft,,74,72
261,3,6:03.0,,Defensive rebound by G. Dieng,74,72
262,3,5:42.0,,R. Rubio misses 3-pt jump shot from 24 ft,74,72
263,3,5:41.0,,Offensive rebound by K. Towns,74,72
264,3,5:27.0,,G. Dieng misses 2-pt jump shot from 14 ft,74,72
265,3,5:26.0,,Offensive rebound by K. Dunn,74,72
266,3,5:17.0,,K. Dunn makes 2-pt jump shot from 23 ft (assist by A. Wiggins),74,74
267,3,5:10.0,D. Collison misses 2-pt layup from 2 ft,,74,74
268,3,5:08.0,,Defensive rebound by K. Towns,74,74
269,3,5:04.0,,Shooting foul by W. Cauley-Stein (drawn by G. Dieng),74,74
270,3,5:04.0,,G. Dieng makes free throw 1 of 2,74,75
271,3,5:04.0,G. Papagiannis enters the game for W. Cauley-Stein,,74,75
272,3,5:04.0,,G. Dieng makes free throw 2 of 2,74,76
273,3,4:42.0,A. Afflalo makes 3-pt jump shot from 25 ft (assist by B. Hield),,77,76
274,3,4:24.0,,A. Wiggins misses 2-pt jump shot from 20 ft,77,76
275,3,4:23.0,Defensive rebound by Team,,77,76
276,3,4:06.0,B. Hield misses 2-pt layup from 1 ft,,77,76
277,3,4:05.0,,Defensive rebound by R. Rubio,77,76
278,3,3:53.0,,G. Dieng misses 2-pt jump shot from 3 ft (block by G. Papagiannis),77,76
279,3,3:52.0,Defensive rebound by B. Hield,,77,76
280,3,3:47.0,B. Hield makes 2-pt layup from 2 ft,,79,76
281,3,3:30.0,,Shooting foul by G. Papagiannis (drawn by K. Towns),79,76
282,3,3:30.0,,K. Towns makes free throw 1 of 2,79,77
283,3,3:30.0,A. Tolliver enters the game for S. Labissière,,79,77
284,3,3:30.0,,K. Towns makes free throw 2 of 2,79,78
285,3,3:08.0,A. Afflalo misses 2-pt jump shot from 6 ft,,79,78
286,3,3:07.0,,Defensive rebound by K. Towns,79,78
287,3,3:00.0,,K. Dunn misses 2-pt jump shot from 10 ft,79,78
288,3,2:59.0,Defensive rebound by G. Papagiannis,,79,78
289,3,2:54.0,A. Afflalo makes 2-pt layup from 2 ft (assist by D. Collison),,81,78
290,3,2:41.0,,Shooting foul by A. Tolliver (drawn by K. Towns),81,78
291,3,2:41.0,Sacramento full timeout,,81,78
292,3,2:41.0,,K. Towns misses free throw 1 of 2,81,78
293,3,2:41.0,,Offensive rebound by Team,81,78
294,3,2:41.0,T. Lawson enters the game for D. Collison,,81,78
295,3,2:41.0,,K. Towns makes free throw 2 of 2,81,79
296,3,2:28.0,B. Hield makes 3-pt jump shot from 23 ft (assist by T. Lawson),,84,79
297,3,2:12.0,,R. Rubio misses 2-pt jump shot from 19 ft,84,79
298,3,2:11.0,Defensive rebound by A. Tolliver,,84,79
299,3,2:01.0,A. Tolliver makes 2-pt layup from 1 ft (assist by T. Lawson),,86,79
300,3,1:47.0,,R. Rubio misses 2-pt layup at rim,86,79
301,3,1:46.0,Defensive rebound by B. Hield,,86,79
302,3,1:37.0,A. Afflalo misses 2-pt jump shot from 7 ft,,86,79
303,3,1:36.0,,Defensive rebound by K. Dunn,86,79
304,3,1:31.0,,K. Dunn misses 2-pt layup from 2 ft (block by A. Tolliver),86,79
305,3,1:29.0,Defensive rebound by T. Lawson,,86,79
306,3,1:25.0,T. Lawson makes 2-pt layup from 1 ft,,88,79
307,3,1:14.0,,Minnesota full timeout,88,79
308,3,1:14.0,,O. Casspi enters the game for K. Towns,88,79
309,3,1:14.0,,T. Jones enters the game for R. Rubio,88,79
310,3,1:06.0,,A. Wiggins misses 2-pt jump shot from 7 ft,88,79
311,3,1:05.0,,Offensive rebound by A. Wiggins,88,79
312,3,1:02.0,,A. Wiggins makes 2-pt layup from 2 ft,88,81
313,3,0:49.0,Shooting foul by K. Dunn (drawn by T. Lawson),,88,81
314,3,0:49.0,T. Lawson makes free throw 1 of 2,,89,81
315,3,0:49.0,T. Lawson misses free throw 2 of 2,,89,81
316,3,0:49.0,,Defensive rebound by O. Casspi,89,81
317,3,0:49.0,L. Galloway enters the game for B. Hield,,89,81
318,3,0:27.0,,Shooting foul by A. Tolliver (drawn by O. Casspi),89,81
319,3,0:27.0,,O. Casspi makes free throw 1 of 2,89,82
320,3,0:27.0,,O. Casspi makes free throw 2 of 2,89,83
321,3,0:08.0,G. Papagiannis makes 2-pt dunk at rim (assist by T. Lawson),,91,83
322,3,0:00.0,,K. Dunn makes 2-pt jump shot from 16 ft (assist by T. Jones),91,85
323,4,11:46.0,,Turnover by K. Towns (lost ball; steal by T. Lawson),91,85
324,4,11:42.0,L. Galloway makes 2-pt layup at rim (assist by T. Lawson),,93,85
325,4,11:20.0,,Personal foul by A. Tolliver (drawn by O. Casspi),93,85
326,4,11:14.0,,K. Towns misses 2-pt jump shot from 18 ft,93,85
327,4,11:13.0,Defensive rebound by Team,,93,85
328,4,11:02.0,L. Galloway makes 2-pt jump shot from 23 ft,,95,85
329,4,10:49.0,,S. Muhammad misses 2-pt jump shot from 10 ft (block by A. Tolliver),95,85
330,4,10:48.0,,Offensive rebound by Team,95,85
331,4,10:38.0,,S. Muhammad misses 2-pt jump shot from 8 ft (block by A. Tolliver),95,85
332,4,10:37.0,,Offensive rebound by Team,95,85
333,4,10:37.0,,Turnover by Team (shot clock),95,85
334,4,10:28.0,T. Lawson makes 2-pt layup from 2 ft,,97,85
335,4,10:28.0,Shooting foul by K. Dunn (drawn by T. Lawson),,97,85
336,4,10:28.0,,G. Dieng enters the game for O. Casspi,97,85
337,4,10:28.0,T. Lawson makes free throw 1 of 1,,98,85
338,4,10:10.0,,K. Dunn misses 2-pt jump shot from 18 ft,98,85
339,4,10:09.0,Defensive rebound by A. Tolliver,,98,85
340,4,9:59.0,A. Tolliver misses 3-pt jump shot from 26 ft,,98,85
341,4,9:58.0,,Defensive rebound by K. Dunn,98,85
342,4,9:53.0,,Personal foul by T. Lawson (drawn by S. Muhammad),98,85
343,4,9:47.0,,T. Jones misses 3-pt jump shot from 25 ft,98,85
344,4,9:46.0,Defensive rebound by G. Papagiannis,,98,85
345,4,9:30.0,L. Galloway makes 2-pt jump shot from 16 ft,,100,85
346,4,9:10.0,,T. Jones makes 2-pt layup from 2 ft,100,87
347,4,8:56.0,Turnover by B. McLemore (lost ball; steal by G. Dieng),,100,87
348,4,8:51.0,,T. Jones makes 2-pt layup from 1 ft (assist by K. Dunn),100,89
349,4,8:29.0,B. McLemore makes 2-pt jump shot from 20 ft,,102,89
350,4,8:09.0,,K. Dunn misses 3-pt jump shot from 25 ft,102,89
351,4,8:08.0,Defensive rebound by L. Galloway,,102,89
352,4,8:04.0,Shooting foul by K. Dunn (drawn by L. Galloway),,102,89
353,4,8:04.0,Sacramento full timeout,,102,89
354,4,8:04.0,L. Galloway makes free throw 1 of 2,,103,89
355,4,8:04.0,,R. Rubio enters the game for K. Dunn,102,89
356,4,8:04.0,,A. Wiggins enters the game for T. Jones,102,89
357,4,8:04.0,L. Galloway makes free throw 2 of 2,,104,89
358,4,7:51.0,,G. Dieng makes 2-pt layup from 1 ft (assist by A. Wiggins),104,91
359,4,7:37.0,T. Lawson makes 2-pt layup at rim,,106,91
360,4,7:20.0,,A. Wiggins makes 3-pt jump shot from 24 ft,106,94
361,4,7:06.0,,A. Payne enters the game for K. Towns,106,94
362,4,6:56.0,A. Tolliver misses 3-pt jump shot from 23 ft (block by A. Payne),,106,94
363,4,6:55.0,,Defensive rebound by R. Rubio,106,94
364,4,6:51.0,,S. Muhammad makes 2-pt layup from 2 ft (assist by R. Rubio),106,96
365,4,6:36.0,T. Lawson misses 2-pt jump shot from 22 ft,,106,96
366,4,6:35.0,Offensive rebound by B. McLemore,,106,96
367,4,6:34.0,B. McLemore misses 2-pt layup from 2 ft (block by A. Payne),,106,96
368,4,6:33.0,,Defensive rebound by A. Payne,106,96
369,4,6:33.0,,Personal foul by B. McLemore (drawn by A. Payne),106,96
370,4,6:33.0,W. Cauley-Stein enters the game for G. Papagiannis,,106,96
371,4,6:20.0,,S. Muhammad misses 2-pt jump shot from 11 ft,106,96
372,4,6:19.0,,Offensive rebound by G. Dieng,106,96
373,4,6:18.0,,A. Wiggins makes 3-pt jump shot from 26 ft (assist by G. Dieng),106,99
374,4,5:55.0,L. Galloway misses 3-pt jump shot from 24 ft,,106,99
375,4,5:54.0,,Defensive rebound by R. Rubio,106,99
376,4,5:50.0,,S. Muhammad makes 2-pt layup from 1 ft (assist by R. Rubio),106,101
