,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,SACRAMENTO_ACTION,MINNESOTA_SCORE,SACRAMENTO_SCORE
226,3,10:34.0,A. Wiggins misses 2-pt jump shot from 17 ft,,63,46
227,3,10:33.0,,Defensive rebound by K. Koufos,63,46
228,3,10:24.0,,D. Collison misses 2-pt jump shot from 18 ft,63,46
229,3,10:24.0,Defensive rebound by R. Rubio,,63,46
230,3,10:24.0,Personal foul by K. Koufos (drawn by R. Rubio),,63,46
231,3,10:09.0,G. Dieng misses 2-pt jump shot from 17 ft,,63,46
232,3,10:07.0,,Defensive rebound by T. Lawson,63,46
233,3,10:02.0,Offensive charge foul by B. McLemore (drawn by G. Dieng),,63,46
234,3,10:02.0,,Turnover by B. McLemore (offensive foul),63,46
235,3,9:46.0,A. Wiggins misses 3-pt jump shot from 26 ft,,63,46
236,3,9:45.0,Offensive rebound by G. Dieng,,63,46
237,3,9:44.0,G. Dieng misses 2-pt jump shot from 5 ft,,63,46
238,3,9:42.0,Offensive rebound by K. Towns,,63,46
239,3,9:41.0,K. Towns misses 2-pt layup from 1 ft,,63,46
240,3,9:40.0,,Defensive rebound by W. Cauley-Stein,63,46
241,3,9:34.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by T. Lawson),63,49
242,3,9:34.0,Minnesota full timeout,,63,49
243,3,9:18.0,G. Dieng misses 2-pt jump shot from 11 ft,,63,49
244,3,9:18.0,,Defensive rebound by B. McLemore,63,49
245,3,9:12.0,,T. Lawson makes 2-pt jump shot from 13 ft,63,51
246,3,9:12.0,,Shooting foul by B. Rush (drawn by T. Lawson),63,51
247,3,9:12.0,,T. Lawson makes free throw 1 of 1,63,52
248,3,9:01.0,G. Dieng misses 2-pt jump shot from 17 ft,,63,52
249,3,9:01.0,,Defensive rebound by W. Cauley-Stein,63,52
250,3,8:53.0,,T. Lawson misses 3-pt jump shot from 24 ft,63,52
251,3,8:52.0,Defensive rebound by B. Rush,,63,52
252,3,8:44.0,B. Rush misses 2-pt jump shot from 17 ft,,63,52
253,3,8:43.0,,Defensive rebound by D. Collison,63,52
254,3,8:36.0,,D. Collison makes 2-pt layup from 2 ft (assist by T. Lawson),63,54
255,3,8:15.0,,Offensive charge foul by K. Towns (drawn by B. McLemore),63,54
256,3,8:15.0,Turnover by K. Towns (offensive foul),,63,54
257,3,7:56.0,,W. Cauley-Stein misses 2-pt jump shot from 15 ft,63,54
258,3,7:55.0,Defensive rebound by G. Dieng,,63,54
259,3,7:49.0,K. Towns misses 2-pt jump shot from 19 ft,,63,54
260,3,7:48.0,,Defensive rebound by K. Koufos,63,54
261,3,7:40.0,Violation by B. Rush (kicked ball),,63,54
262,3,7:27.0,,B. McLemore misses 3-pt jump shot from 25 ft,63,54
263,3,7:26.0,,Offensive rebound by K. Koufos,63,54
264,3,7:19.0,,D. Collison makes 2-pt layup from 3 ft (assist by K. Koufos),63,56
265,3,6:59.0,A. Wiggins makes 2-pt jump shot from 19 ft,,65,56
266,3,6:50.0,,W. Cauley-Stein misses 2-pt layup from 1 ft,65,56
267,3,6:49.0,Defensive rebound by R. Rubio,,65,56
268,3,6:38.0,Personal foul by K. Koufos (drawn by K. Towns),,65,56
269,3,6:38.0,,A. Tolliver enters the game for W. Cauley-Stein,65,56
270,3,6:38.0,N. Bjelica enters the game for G. Dieng,,65,56
271,3,6:31.0,N. Bjelica misses 3-pt jump shot from 25 ft,,65,56
272,3,6:31.0,,Defensive rebound by K. Koufos,65,56
273,3,6:25.0,,Personal foul by R. Rubio (drawn by D. Collison),65,56
274,3,6:10.0,,D. Collison misses 2-pt jump shot from 13 ft,65,56
275,3,6:09.0,Defensive rebound by K. Towns,,65,56
276,3,5:56.0,A. Wiggins makes 2-pt jump shot from 17 ft,,67,56
277,3,5:47.0,,Turnover by T. Lawson (bad pass),67,56
278,3,5:30.0,B. Rush makes 2-pt jump shot from 21 ft (assist by N. Bjelica),,69,56
279,3,5:29.0,,Sacramento full timeout,69,56
280,3,5:29.0,,B. Hield enters the game for B. McLemore,69,56
281,3,5:29.0,,T. Evans enters the game for T. Lawson,69,56
282,3,5:10.0,,T. Evans makes 3-pt jump shot from 25 ft (assist by D. Collison),69,59
283,3,4:52.0,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),,71,59
284,3,4:36.0,,K. Koufos misses 2-pt layup from 2 ft (block by R. Rubio),71,59
285,3,4:35.0,Defensive rebound by N. Bjelica,,71,59
286,3,4:30.0,R. Rubio misses 2-pt jump shot from 14 ft,,71,59
287,3,4:29.0,Offensive rebound by K. Towns,,71,59
288,3,4:28.0,K. Towns misses 2-pt layup from 3 ft (block by A. Tolliver),,71,59
289,3,4:27.0,Offensive rebound by K. Towns,,71,59
290,3,4:25.0,Personal foul by A. Tolliver (drawn by K. Towns),,71,59
291,3,4:25.0,K. Towns misses free throw 1 of 2,,71,59
292,3,4:25.0,Offensive rebound by Team,,71,59
293,3,4:25.0,K. Towns misses free throw 2 of 2,,71,59
294,3,4:24.0,,Defensive rebound by T. Evans,71,59
295,3,4:04.0,,Turnover by B. Hield (bad pass),71,59
296,3,4:04.0,G. Dieng enters the game for K. Towns,,71,59
297,3,3:51.0,Minnesota full timeout,,71,59
298,3,3:45.0,A. Wiggins misses 2-pt jump shot from 15 ft,,71,59
299,3,3:42.0,,Defensive rebound by Team,71,59
300,3,3:19.0,,D. Collison misses 2-pt jump shot from 10 ft,71,59
301,3,3:18.0,Defensive rebound by G. Dieng,,71,59
302,3,3:14.0,T. Jones enters the game for B. Rush,,71,59
303,3,3:01.0,A. Wiggins misses 2-pt layup from 3 ft,,71,59
304,3,2:59.0,,Defensive rebound by T. Evans,71,59
305,3,2:57.0,,Turnover by T. Evans (bad pass),71,59
306,3,2:53.0,N. Bjelica makes 2-pt layup from 2 ft (assist by R. Rubio),,73,59
307,3,2:31.0,,T. Evans misses 2-pt layup from 4 ft,73,59
308,3,2:31.0,Defensive rebound by N. Bjelica,,73,59
309,3,2:21.0,A. Wiggins makes 2-pt jump shot from 7 ft (assist by R. Rubio),,75,59
310,3,2:05.0,K. Dunn enters the game for R. Rubio,,75,59
311,3,2:05.0,,W. Cauley-Stein enters the game for K. Koufos,75,59
312,3,1:56.0,,W. Cauley-Stein makes 2-pt layup from 4 ft (assist by T. Evans),75,61
313,3,1:56.0,,Shooting foul by N. Bjelica (drawn by W. Cauley-Stein),75,61
314,3,1:56.0,,W. Cauley-Stein misses free throw 1 of 1,75,61
315,3,1:55.0,Defensive rebound by G. Dieng,,75,61
316,3,1:45.0,Turnover by G. Dieng (bad pass; steal by T. Evans),,75,61
317,3,1:41.0,,T. Evans misses 2-pt layup from 3 ft,75,61
318,3,1:38.0,Defensive rebound by G. Dieng,,75,61
319,3,1:22.0,Def 3 sec tech foul by T. Evans,,75,61
320,3,1:22.0,T. Jones makes technical free throw,,76,61
321,3,1:15.0,A. Wiggins misses 2-pt jump shot from 10 ft,,76,61
322,3,1:15.0,,Defensive rebound by T. Evans,76,61
323,3,1:03.0,,D. Collison makes 2-pt layup from 4 ft,76,63
324,3,0:41.0,N. Bjelica misses 3-pt jump shot from 26 ft,,76,63
325,3,0:41.0,,Defensive rebound by T. Evans,76,63
326,3,0:33.0,,T. Evans makes 2-pt jump shot from 23 ft,76,65
327,3,0:14.0,Shooting foul by D. Collison (drawn by A. Wiggins),,76,65
328,3,0:14.0,A. Wiggins misses free throw 1 of 2,,76,65
329,3,0:14.0,Offensive rebound by Team,,76,65
330,3,0:14.0,A. Wiggins makes free throw 2 of 2,,77,65
331,3,0:00.0,,A. Tolliver misses 3-pt jump shot from 24 ft,77,65
332,3,0:00.0,,Offensive rebound by Team,77,65
333,4,11:35.0,,T. Lawson makes 2-pt layup from 4 ft (assist by A. Tolliver),77,67
334,4,11:18.0,S. Muhammad makes 3-pt jump shot from 23 ft (assist by K. Dunn),,80,67
335,4,10:57.0,,Turnover by A. Tolliver (bad pass; steal by T. Jones),80,67
336,4,10:53.0,T. Jones makes 2-pt layup at rim,,82,67
337,4,10:40.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by T. Lawson),82,69
338,4,10:19.0,S. Muhammad misses 2-pt jump shot from 6 ft,,82,69
339,4,10:17.0,Offensive rebound by K. Towns,,82,69
340,4,10:17.0,K. Towns makes 2-pt layup from 3 ft,,84,69
341,4,10:03.0,,Turnover by W. Cauley-Stein (lost ball),84,69
342,4,9:44.0,T. Jones misses 2-pt jump shot from 9 ft,,84,69
343,4,9:42.0,,Defensive rebound by B. Hield,84,69
344,4,9:33.0,,W. Cauley-Stein misses 2-pt jump shot from 10 ft,84,69
345,4,9:33.0,,Offensive rebound by Team,84,69
346,4,9:33.0,Loose ball foul by T. Jones (drawn by T. Lawson),,84,69
347,4,9:18.0,,B. Hield misses 3-pt jump shot from 25 ft,84,69
348,4,9:17.0,Defensive rebound by K. Towns,,84,69
349,4,9:11.0,S. Muhammad makes 2-pt layup from 3 ft (assist by T. Jones),,86,69
350,4,8:55.0,,T. Evans misses 2-pt jump shot from 16 ft,86,69
351,4,8:55.0,Defensive rebound by K. Towns,,86,69
352,4,8:47.0,K. Dunn makes 2-pt jump shot from 18 ft,,88,69
353,4,8:46.0,,Sacramento full timeout,88,69
354,4,8:31.0,,T. Evans misses 2-pt layup from 2 ft,88,69
355,4,8:30.0,Defensive rebound by N. Bjelica,,88,69
356,4,8:19.0,S. Muhammad makes 2-pt jump shot from 11 ft (assist by K. Towns),,90,69
357,4,7:52.0,,T. Lawson makes 2-pt layup from 3 ft,90,71
358,4,7:35.0,T. Jones misses 3-pt jump shot from 26 ft,,90,71
359,4,7:34.0,,Defensive rebound by W. Cauley-Stein,90,71
360,4,7:30.0,,Turnover by W. Cauley-Stein (bad pass; steal by N. Bjelica),90,71
361,4,7:16.0,Shooting foul by W. Cauley-Stein (drawn by K. Towns),,90,71
362,4,7:16.0,K. Towns makes free throw 1 of 2,,91,71
363,4,7:16.0,K. Towns misses free throw 2 of 2,,91,71
364,4,7:15.0,,Defensive rebound by W. Cauley-Stein,91,71
365,4,7:03.0,,S. Labissière enters the game for A. Tolliver,91,71
366,4,6:54.0,,T. Lawson misses 2-pt jump shot from 17 ft,91,71
367,4,6:54.0,,Offensive rebound by Team,91,71
368,4,6:54.0,,Shooting foul by K. Dunn (drawn by W. Cauley-Stein),91,71
369,4,6:54.0,,W. Cauley-Stein misses free throw 1 of 2,91,71
370,4,6:54.0,,Offensive rebound by Team,91,71
371,4,6:54.0,,W. Cauley-Stein makes free throw 2 of 2,91,72
372,4,6:38.0,Turnover by K. Towns (lost ball; steal by B. Hield),,91,72
373,4,6:32.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by T. Lawson),91,74
374,4,6:32.0,Minnesota full timeout,,91,74
375,4,6:32.0,R. Rubio enters the game for S. Muhammad,,91,74
376,4,6:32.0,A. Wiggins enters the game for K. Dunn,,91,74
377,4,6:18.0,A. Wiggins makes 2-pt jump shot from 20 ft,,93,74
