,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,WASHINGTON_ACTION,LA CLIPPERS_SCORE,WASHINGTON_SCORE
388,4,5:45.0,B. Griffin misses 2-pt jump shot from 3 ft,,102,97
389,4,5:44.0,,Defensive rebound by M. Morris,102,97
390,4,5:35.0,,J. Wall makes 2-pt jump shot from 20 ft,102,99
391,4,5:07.0,Turnover by A. Rivers (lost ball; steal by M. Morris),,102,99
392,4,5:01.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),102,102
393,4,5:01.0,LA Clippers full timeout,,102,102
394,4,4:42.0,C. Paul makes 2-pt jump shot from 19 ft,,104,102
395,4,4:23.0,,Turnover by J. Wall (bad pass; steal by B. Griffin),104,102
396,4,4:10.0,Turnover by C. Paul (bad pass; steal by O. Porter),,104,102
397,4,4:07.0,,Personal foul by A. Rivers (drawn by J. Wall),104,102
398,4,4:07.0,,J. Wall makes free throw 1 of 2,104,103
399,4,4:07.0,J. Redick enters the game for J. Crawford,,104,103
400,4,4:07.0,,J. Wall makes free throw 2 of 2,104,104
401,4,3:59.0,,Violation by M. Morris (kicked ball),104,104
402,4,3:45.0,B. Griffin misses 2-pt jump shot from 20 ft,,104,104
403,4,3:43.0,Offensive rebound by C. Paul,,104,104
404,4,3:39.0,A. Rivers misses 3-pt jump shot from 24 ft,,104,104
405,4,3:38.0,,Defensive rebound by O. Porter,104,104
406,4,3:31.0,,M. Morris makes 2-pt dunk at rim (assist by J. Wall),104,106
407,4,3:15.0,J. Redick makes 2-pt jump shot from 19 ft (assist by C. Paul),,106,106
408,4,3:03.0,,M. Gortat makes 2-pt layup from 1 ft (assist by M. Morris),106,108
409,4,3:03.0,,Shooting foul by A. Rivers (drawn by M. Gortat),106,108
410,4,3:03.0,,M. Gortat makes free throw 1 of 1,106,109
411,4,2:49.0,Turnover by B. Griffin (lost ball; steal by O. Porter),,106,109
412,4,2:45.0,,Personal foul by C. Paul (drawn by J. Wall),106,109
413,4,2:45.0,,J. Wall misses free throw 1 of 2,106,109
414,4,2:45.0,,Offensive rebound by Team,106,109
415,4,2:45.0,,J. Wall makes free throw 2 of 2,106,110
416,4,2:31.0,C. Paul misses 2-pt jump shot from 21 ft,,106,110
417,4,2:31.0,,Defensive rebound by Team,106,110
418,4,2:15.0,,M. Morris misses 2-pt jump shot from 21 ft,106,110
419,4,2:13.0,Defensive rebound by D. Jordan,,106,110
420,4,1:56.0,C. Paul misses 2-pt layup from 3 ft,,106,110
421,4,1:55.0,Offensive rebound by D. Jordan,,106,110
422,4,1:55.0,Shooting foul by M. Morris (drawn by D. Jordan),,106,110
423,4,1:55.0,D. Jordan makes free throw 1 of 2,,107,110
424,4,1:55.0,L. Mbah a Moute enters the game for J. Redick,,107,110
425,4,1:55.0,D. Jordan makes free throw 2 of 2,,108,110
426,4,1:41.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by J. Wall),108,112
427,4,1:41.0,LA Clippers full timeout,,108,112
428,4,1:41.0,J. Redick enters the game for L. Mbah a Moute,,108,112
429,4,1:41.0,J. Crawford enters the game for A. Rivers,,108,112
430,4,1:29.0,J. Redick misses 2-pt layup from 1 ft,,108,112
431,4,1:29.0,Offensive rebound by D. Jordan,,108,112
432,4,1:29.0,Shooting foul by M. Gortat (drawn by D. Jordan),,108,112
433,4,1:29.0,D. Jordan misses free throw 1 of 2,,108,112
434,4,1:29.0,Offensive rebound by Team,,108,112
435,4,1:29.0,D. Jordan misses free throw 2 of 2,,108,112
436,4,1:29.0,A. Rivers enters the game for J. Redick,,108,112
437,4,1:29.0,L. Mbah a Moute enters the game for J. Crawford,,108,112
438,4,1:26.0,,Defensive rebound by B. Beal,108,112
439,4,1:06.0,,M. Morris makes 2-pt jump shot from 10 ft (assist by J. Wall),108,114
440,4,1:06.0,LA Clippers full timeout,,108,114
441,4,1:06.0,Technical foul by Team,,108,114
442,4,1:06.0,Technical foul by Team,,108,114
443,4,1:06.0,,B. Beal makes technical free throw,108,115
444,4,1:06.0,J. Crawford enters the game for L. Mbah a Moute,,108,114
445,4,1:06.0,J. Redick enters the game for A. Rivers,,108,114
446,4,1:06.0,,B. Beal makes technical free throw,108,116
447,4,1:00.0,C. Paul makes 2-pt layup from 1 ft,,110,116
448,4,0:43.0,,Personal foul by C. Paul (drawn by J. Wall),110,116
449,4,0:43.0,,J. Wall misses free throw 1 of 2,110,116
450,4,0:43.0,,Offensive rebound by Team,110,116
451,4,0:43.0,,J. Wall misses free throw 2 of 2,110,116
452,4,0:41.0,Defensive rebound by D. Jordan,,110,116
453,4,0:29.0,J. Redick misses 3-pt jump shot from 26 ft,,110,116
454,4,0:29.0,Offensive rebound by B. Griffin,,110,116
455,4,0:29.0,Turnover by B. Griffin (step out of bounds),,110,116
456,4,0:29.0,,Washington full timeout,110,116
457,4,0:29.0,A. Rivers enters the game for J. Crawford,,110,116
458,4,0:29.0,L. Mbah a Moute enters the game for J. Redick,,110,116
459,4,0:29.0,,M. Thornton enters the game for M. Gortat,110,116
460,4,0:24.0,,Washington full timeout,110,116
461,4,0:18.0,,Personal foul by A. Rivers (drawn by B. Beal),110,116
462,4,0:18.0,,B. Beal misses free throw 1 of 2,110,116
463,4,0:18.0,,Offensive rebound by Team,110,116
464,4,0:18.0,J. Crawford enters the game for A. Rivers,,110,116
465,4,0:18.0,J. Redick enters the game for L. Mbah a Moute,,110,116
466,4,0:18.0,,B. Beal makes free throw 2 of 2,110,117
467,4,0:11.0,C. Paul misses 3-pt jump shot from 25 ft,,110,117
468,4,0:10.0,,Defensive rebound by M. Morris,110,117
