,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,TORONTO_ACTION,LA LAKERS_SCORE,TORONTO_SCORE
0,1,11:45.0,T. Mozgov misses 2-pt hook shot from 7 ft,,0,0
1,1,11:45.0,,Defensive rebound by K. Lowry,0,0
2,1,11:29.0,,D. DeRozan misses 2-pt jump shot from 2 ft,0,0
3,1,11:29.0,Defensive rebound by J. Randle,,0,0
4,1,11:12.0,Personal foul by J. Valančiūnas (drawn by T. Mozgov),,0,0
5,1,11:04.0,L. Deng misses 2-pt jump shot from 16 ft,,0,0
6,1,11:04.0,,Defensive rebound by N. Powell,0,0
7,1,10:58.0,,N. Powell misses 2-pt layup from 1 ft (block by J. Randle),0,0
8,1,10:58.0,,Offensive rebound by Team,0,0
9,1,10:50.0,,D. DeRozan misses 2-pt jump shot from 21 ft,0,0
10,1,10:50.0,Defensive rebound by B. Ingram,,0,0
11,1,10:38.0,J. Calderón misses 2-pt jump shot from 12 ft,,0,0
12,1,10:37.0,Offensive rebound by T. Mozgov,,0,0
13,1,10:36.0,T. Mozgov misses 2-pt layup from 3 ft,,0,0
14,1,10:36.0,Offensive rebound by Team,,0,0
15,1,10:36.0,Turnover by T. Mozgov (traveling),,0,0
16,1,10:19.0,,Personal foul by B. Ingram (drawn by K. Lowry),0,0
17,1,10:13.0,,J. Valančiūnas makes 2-pt jump shot from 15 ft,0,2
18,1,9:54.0,Personal foul by K. Lowry (drawn by J. Randle),,0,2
19,1,9:46.0,T. Mozgov misses 2-pt hook shot from 9 ft,,0,2
20,1,9:45.0,,Defensive rebound by N. Powell,0,2
21,1,9:33.0,,D. DeRozan misses 2-pt jump shot from 16 ft,0,2
22,1,9:32.0,Defensive rebound by J. Calderón,,0,2
23,1,9:26.0,B. Ingram makes 2-pt layup from 3 ft (assist by J. Calderón),,2,2
24,1,9:13.0,,Turnover by K. Lowry (bad pass; steal by L. Deng),2,2
25,1,9:05.0,B. Ingram misses 3-pt jump shot from 24 ft,,2,2
26,1,9:05.0,,Defensive rebound by D. DeRozan,2,2
27,1,8:57.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. DeRozan),2,5
28,1,8:36.0,J. Calderón makes 2-pt jump shot from 13 ft,,4,5
29,1,8:16.0,,N. Powell makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),4,8
30,1,7:52.0,T. Mozgov misses 2-pt hook shot from 5 ft,,4,8
31,1,7:52.0,,Defensive rebound by D. DeRozan,4,8
32,1,7:38.0,,P. Siakam makes 2-pt jump shot from 14 ft (assist by D. DeRozan),4,10
33,1,7:24.0,J. Calderón misses 2-pt jump shot from 15 ft,,4,10
34,1,7:23.0,,Defensive rebound by P. Siakam,4,10
35,1,7:14.0,,K. Lowry makes 2-pt hook shot from 5 ft,4,12
36,1,7:14.0,,Shooting foul by T. Mozgov (drawn by K. Lowry),4,12
37,1,7:14.0,LA Lakers full timeout,,4,12
38,1,7:14.0,,K. Lowry makes free throw 1 of 1,4,13
39,1,7:00.0,J. Randle misses 2-pt layup from 3 ft,,4,13
40,1,6:59.0,,Defensive rebound by N. Powell,4,13
41,1,6:49.0,,N. Powell misses 3-pt jump shot from 27 ft,4,13
42,1,6:48.0,Defensive rebound by L. Deng,,4,13
43,1,6:39.0,,Offensive charge foul by J. Randle (drawn by K. Lowry),4,13
44,1,6:39.0,Turnover by J. Randle (offensive foul),,4,13
45,1,6:39.0,J. Clarkson enters the game for B. Ingram,,4,13
46,1,6:25.0,,N. Powell misses 3-pt jump shot from 26 ft,4,13
47,1,6:25.0,Defensive rebound by J. Randle,,4,13
48,1,6:10.0,J. Randle misses 2-pt jump shot from 11 ft,,4,13
49,1,6:10.0,Offensive rebound by J. Calderón,,4,13
50,1,6:02.0,L. Deng misses 2-pt jump shot from 18 ft,,4,13
51,1,6:01.0,,Defensive rebound by D. DeRozan,4,13
52,1,5:48.0,,N. Powell makes 2-pt dunk at rim (assist by D. DeRozan),4,15
53,1,5:28.0,J. Calderón makes 3-pt jump shot from 27 ft (assist by J. Randle),,7,15
54,1,5:23.0,,Personal foul by J. Clarkson (drawn by K. Lowry),7,15
55,1,5:23.0,L. Williams enters the game for J. Calderón,,7,15
56,1,5:16.0,,J. Valančiūnas misses 2-pt jump shot from 15 ft,7,15
57,1,5:16.0,Defensive rebound by J. Randle,,7,15
