,QUARTER,TIME_REMAINING,PORTLAND_ACTION,ORLANDO_ACTION,PORTLAND_SCORE,ORLANDO_SCORE
116,1,0:10.0,,E. Fournier makes free throw 2 of 2,23,25
117,1,0:01.0,M. Leonard misses 3-pt jump shot from 28 ft,,23,25
118,1,0:00.0,Offensive rebound by Team,,23,25
119,2,11:35.0,C. McCollum misses 2-pt jump shot from 20 ft,,23,25
120,2,11:34.0,Offensive rebound by M. Leonard,,23,25
121,2,11:33.0,,Offensive charge foul by J. Layman (drawn by J. Green),23,25
122,2,11:33.0,Turnover by J. Layman (offensive foul),,23,25
123,2,11:22.0,,M. Hezonja makes 3-pt jump shot from 26 ft (assist by D. Augustin),23,28
124,2,11:05.0,J. Layman makes 3-pt jump shot from 25 ft (assist by C. McCollum),,26,28
125,2,10:52.0,,Personal foul by M. Leonard (drawn by M. Hezonja),26,28
126,2,10:41.0,,D. Augustin misses 2-pt jump shot from 19 ft,26,28
127,2,10:40.0,Defensive rebound by E. Davis,,26,28
128,2,10:33.0,Offensive foul by E. Davis (drawn by B. Biyombo),,26,28
129,2,10:33.0,Turnover by E. Davis (offensive foul),,26,28
130,2,10:22.0,,Shooting foul by A. Crabbe (drawn by T. Ross),26,28
131,2,10:22.0,,T. Ross makes free throw 1 of 3,26,29
132,2,10:22.0,,T. Ross makes free throw 2 of 3,26,30
133,2,10:22.0,,T. Ross makes free throw 3 of 3,26,31
134,2,10:08.0,Turnover by C. McCollum (traveling),,26,31
135,2,9:55.0,,T. Ross misses 2-pt jump shot from 20 ft,26,31
136,2,9:54.0,Defensive rebound by M. Leonard,,26,31
137,2,9:44.0,C. McCollum misses 2-pt jump shot from 11 ft,,26,31
138,2,9:43.0,,Defensive rebound by J. Green,26,31
139,2,9:37.0,,J. Green makes 2-pt layup from 1 ft,26,33
140,2,9:36.0,Portland full timeout,,26,33
141,2,9:36.0,J. Nurkić enters the game for M. Leonard,,26,33
142,2,9:36.0,M. Harkless enters the game for E. Davis,,26,33
143,2,9:23.0,Turnover by A. Crabbe (bad pass; steal by T. Ross),,26,33
144,2,9:19.0,,Shooting foul by J. Layman (drawn by J. Green),26,33
145,2,9:19.0,,J. Green misses free throw 1 of 2,26,33
146,2,9:19.0,,Offensive rebound by Team,26,33
147,2,9:19.0,D. Lillard enters the game for J. Layman,,26,33
148,2,9:19.0,,J. Green makes free throw 2 of 2,26,34
149,2,9:05.0,D. Lillard misses 2-pt jump shot from 14 ft,,26,34
150,2,9:04.0,,Defensive rebound by B. Biyombo,26,34
151,2,8:41.0,,J. Green misses 3-pt jump shot from 26 ft,26,34
152,2,8:39.0,Defensive rebound by A. Crabbe,,26,34
153,2,8:33.0,,Offensive charge foul by D. Lillard (drawn by D. Augustin),26,34
154,2,8:33.0,Turnover by D. Lillard (offensive foul),,26,34
155,2,8:22.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by M. Hezonja),26,37
156,2,8:01.0,Turnover by J. Nurkić (lost ball; steal by M. Hezonja),,26,37
157,2,7:57.0,,Turnover by D. Augustin (bad pass; steal by C. McCollum),26,37
158,2,7:54.0,Turnover by C. McCollum (step out of bounds),,26,37
159,2,7:49.0,,T. Ross misses 2-pt layup from 3 ft,26,37
160,2,7:48.0,,Offensive rebound by B. Biyombo,26,37
161,2,7:44.0,,T. Ross misses 3-pt jump shot from 25 ft,26,37
162,2,7:41.0,,Offensive rebound by B. Biyombo,26,37
163,2,7:33.0,,Turnover by B. Biyombo (offensive foul),26,37
164,2,7:33.0,,Offensive foul by B. Biyombo (drawn by D. Lillard),26,37
165,2,7:23.0,Personal foul by T. Ross (drawn by C. McCollum),,26,37
166,2,7:23.0,C. McCollum makes free throw 1 of 2,,27,37
167,2,7:23.0,,E. Fournier enters the game for B. Biyombo,27,37
168,2,7:23.0,,N. Vučević enters the game for M. Hezonja,27,37
169,2,7:23.0,C. McCollum makes free throw 2 of 2,,28,37
170,2,7:04.0,,E. Fournier misses 3-pt jump shot from 25 ft,28,37
171,2,7:03.0,Defensive rebound by J. Nurkić,,28,37
172,2,6:55.0,D. Lillard misses 2-pt jump shot from 5 ft,,28,37
173,2,6:51.0,Offensive rebound by J. Nurkić,,28,37
174,2,6:51.0,J. Nurkić makes 2-pt hook shot from 3 ft,,30,37
175,2,6:37.0,,Personal foul by D. Lillard (drawn by N. Vučević),30,37
176,2,6:37.0,S. Napier enters the game for D. Lillard,,30,37
177,2,6:23.0,,N. Vučević misses 2-pt jump shot from 17 ft,30,37
178,2,6:22.0,Defensive rebound by M. Harkless,,30,37
179,2,6:12.0,J. Nurkić misses 2-pt jump shot from 18 ft,,30,37
180,2,6:11.0,,Defensive rebound by J. Green,30,37
181,2,6:05.0,,E. Fournier makes 2-pt layup from 2 ft (assist by J. Green),30,39
182,2,5:58.0,Portland full timeout,,30,39
183,2,5:58.0,Official timeout,,30,39
184,2,5:58.0,N. Vonleh enters the game for A. Crabbe,,30,39
185,2,5:58.0,,A. Gordon enters the game for J. Green,30,39
186,2,5:43.0,J. Nurkić makes 2-pt hook shot from 6 ft,,32,39
187,2,5:29.0,,E. Fournier misses 2-pt jump shot from 7 ft (block by M. Harkless),32,39
188,2,5:28.0,Defensive rebound by S. Napier,,32,39
189,2,5:27.0,Turnover by S. Napier (bad pass; steal by D. Augustin),,32,39
190,2,5:20.0,,A. Gordon makes 2-pt dunk at rim (assist by T. Ross),32,41
191,2,4:54.0,N. Vonleh makes 2-pt hook shot from 6 ft,,34,41
192,2,4:44.0,,N. Vučević misses 2-pt jump shot from 17 ft,34,41
193,2,4:42.0,Defensive rebound by N. Vonleh,,34,41
194,2,4:32.0,S. Napier misses 3-pt jump shot from 27 ft,,34,41
195,2,4:30.0,,Defensive rebound by E. Fournier,34,41
196,2,4:27.0,,D. Augustin misses 2-pt layup from 2 ft,34,41
197,2,4:23.0,,Offensive rebound by E. Fournier,34,41
198,2,4:22.0,,E. Fournier misses 2-pt layup from 2 ft (block by C. McCollum),34,41
199,2,4:19.0,Defensive rebound by J. Nurkić,,34,41
200,2,4:13.0,C. McCollum makes 2-pt layup from 3 ft (assist by M. Harkless),,36,41
201,2,4:13.0,,Orlando full timeout,36,41
202,2,4:13.0,,E. Payton enters the game for T. Ross,36,41
203,2,4:13.0,,M. Hezonja enters the game for D. Augustin,36,41
204,2,4:04.0,,E. Fournier makes 2-pt jump shot from 8 ft (assist by E. Payton),36,43
205,2,4:04.0,,Shooting foul by C. McCollum (drawn by E. Fournier),36,43
206,2,4:04.0,,E. Fournier makes free throw 1 of 1,36,44
207,2,3:50.0,C. McCollum makes 3-pt jump shot from 28 ft (assist by J. Nurkić),,39,44
208,2,3:33.0,,N. Vučević misses 2-pt hook shot from 5 ft,39,44
209,2,3:31.0,Defensive rebound by N. Vonleh,,39,44
210,2,3:25.0,Shooting foul by N. Vučević (drawn by N. Vonleh),,39,44
211,2,3:25.0,,Technical foul by N. Vučević,39,44
212,2,3:25.0,C. McCollum makes technical free throw,,40,44
213,2,3:25.0,N. Vonleh misses free throw 1 of 2,,40,44
214,2,3:25.0,Offensive rebound by Team,,40,44
215,2,3:25.0,N. Vonleh makes free throw 2 of 2,,41,44
216,2,3:10.0,,M. Hezonja makes 2-pt jump shot from 18 ft,41,46
217,2,2:48.0,Turnover by N. Vonleh (bad pass),,41,46
218,2,2:28.0,,N. Vučević misses 2-pt hook shot from 11 ft,41,46
219,2,2:27.0,,Offensive rebound by Team,41,46
220,2,2:27.0,,Orlando full timeout,41,46
221,2,2:22.0,,E. Fournier misses 3-pt jump shot from 23 ft,41,46
222,2,2:21.0,Defensive rebound by S. Napier,,41,46
223,2,2:05.0,C. McCollum misses 3-pt jump shot from 26 ft,,41,46
224,2,2:05.0,Offensive rebound by Team,,41,46
225,2,2:05.0,,Loose ball foul by A. Gordon (drawn by N. Vonleh),41,46
226,2,1:58.0,C. McCollum misses 2-pt jump shot from 12 ft,,41,46
227,2,1:57.0,,Defensive rebound by N. Vučević,41,46
228,2,1:57.0,,Personal foul by J. Nurkić (drawn by N. Vučević),41,46
229,2,1:57.0,,N. Vučević makes free throw 1 of 2,41,47
230,2,1:57.0,A. Crabbe enters the game for N. Vonleh,,41,47
231,2,1:57.0,,N. Vučević makes free throw 2 of 2,41,48
232,2,1:44.0,S. Napier makes 3-pt jump shot from 26 ft (assist by C. McCollum),,44,48
233,2,1:27.0,,N. Vučević makes 2-pt jump shot from 15 ft (assist by M. Hezonja),44,50
234,2,1:09.0,A. Crabbe misses 2-pt jump shot from 19 ft,,44,50
235,2,1:06.0,,Defensive rebound by E. Fournier,44,50
236,2,1:00.0,,A. Gordon makes 2-pt dunk at rim,44,52
237,2,0:44.0,J. Nurkić misses 2-pt layup from 2 ft,,44,52
238,2,0:43.0,,Defensive rebound by N. Vučević,44,52
239,2,0:31.0,,M. Hezonja makes 3-pt jump shot from 24 ft (assist by N. Vučević),44,55
240,2,0:08.0,S. Napier makes 2-pt layup from 1 ft,,46,55
241,2,0:01.0,,A. Gordon misses 3-pt jump shot from 25 ft,46,55
242,2,0:00.0,,Offensive rebound by Team,46,55
243,3,11:47.0,D. Lillard misses 2-pt jump shot from 20 ft,,46,55
244,3,11:46.0,,Defensive rebound by T. Ross,46,55
245,3,11:37.0,,T. Ross makes 2-pt jump shot from 5 ft,46,57
246,3,11:18.0,N. Vonleh makes 2-pt layup from 2 ft,,48,57
247,3,10:59.0,,Turnover by E. Payton (bad pass; steal by J. Nurkić),48,57
248,3,10:49.0,D. Lillard makes 3-pt jump shot from 27 ft (assist by C. McCollum),,51,57
249,3,10:29.0,,E. Fournier makes 2-pt layup from 2 ft (assist by E. Payton),51,59
250,3,10:16.0,Personal foul by E. Payton (drawn by M. Harkless),,51,59
251,3,10:13.0,D. Lillard misses 3-pt jump shot from 28 ft,,51,59
252,3,10:12.0,,Defensive rebound by N. Vučević,51,59
253,3,10:04.0,,E. Payton makes 2-pt layup from 2 ft,51,61
254,3,9:42.0,D. Lillard misses 2-pt jump shot from 11 ft,,51,61
255,3,9:40.0,,Defensive rebound by A. Gordon,51,61
256,3,9:31.0,,Turnover by T. Ross (bad pass; steal by J. Nurkić),51,61
257,3,9:22.0,C. McCollum misses 2-pt jump shot from 4 ft,,51,61
258,3,9:21.0,,Defensive rebound by N. Vučević,51,61
259,3,9:14.0,,E. Payton misses 3-pt jump shot from 25 ft,51,61
260,3,9:13.0,,Offensive rebound by A. Gordon,51,61
261,3,9:11.0,,Shooting foul by M. Harkless (drawn by A. Gordon),51,61
262,3,9:11.0,,A. Gordon misses free throw 1 of 2,51,61
263,3,9:11.0,,Offensive rebound by Team,51,61
264,3,9:11.0,,A. Gordon makes free throw 2 of 2,51,62
265,3,9:01.0,M. Harkless misses 2-pt layup from 3 ft,,51,62
266,3,8:59.0,,Defensive rebound by T. Ross,51,62
267,3,8:56.0,,Shooting foul by J. Nurkić (drawn by N. Vučević),51,62
268,3,8:56.0,,N. Vučević makes free throw 1 of 2,51,63
269,3,8:56.0,,N. Vučević makes free throw 2 of 2,51,64
270,3,8:40.0,M. Harkless misses 2-pt layup from 1 ft,,51,64
271,3,8:38.0,Offensive rebound by Team,,51,64
272,3,8:24.0,J. Nurkić makes 2-pt layup from 2 ft,,53,64
273,3,8:10.0,,E. Payton makes 2-pt layup at rim,53,66
274,3,7:53.0,N. Vonleh makes 2-pt hook shot from 5 ft,,55,66
275,3,7:47.0,,E. Payton makes 2-pt layup from 2 ft,55,68
276,3,7:44.0,Portland full timeout,,55,68
277,3,7:44.0,S. Napier enters the game for N. Vonleh,,55,68
278,3,7:31.0,C. McCollum makes 2-pt layup from 1 ft (assist by S. Napier),,57,68
279,3,7:04.0,,N. Vučević makes 3-pt jump shot from 25 ft (assist by E. Fournier),57,71
280,3,6:46.0,D. Lillard makes 2-pt layup from 2 ft (assist by C. McCollum),,59,71
281,3,6:34.0,,E. Payton misses 2-pt layup from 3 ft,59,71
282,3,6:33.0,,Offensive rebound by Team,59,71
283,3,6:33.0,,Turnover by E. Payton (traveling),59,71
284,3,6:20.0,Personal foul by T. Ross (drawn by C. McCollum),,59,71
285,3,6:20.0,C. McCollum makes free throw 1 of 2,,60,71
286,3,6:20.0,C. McCollum makes free throw 2 of 2,,61,71
287,3,6:07.0,,T. Ross misses 2-pt jump shot from 6 ft,61,71
288,3,6:05.0,,Offensive rebound by T. Ross,61,71
289,3,6:03.0,,N. Vučević misses 2-pt jump shot from 17 ft,61,71
290,3,6:01.0,Defensive rebound by J. Nurkić,,61,71
291,3,5:49.0,S. Napier makes 2-pt layup from 1 ft,,63,71
292,3,5:38.0,,E. Payton misses 2-pt jump shot from 16 ft,63,71
293,3,5:36.0,Defensive rebound by J. Nurkić,,63,71
294,3,5:31.0,C. McCollum makes 2-pt layup from 2 ft (assist by S. Napier),,65,71
295,3,5:31.0,,Orlando full timeout,65,71
296,3,5:31.0,A. Crabbe enters the game for C. McCollum,,65,71
297,3,5:31.0,,D. Augustin enters the game for E. Payton,65,71
298,3,5:08.0,,N. Vučević misses 3-pt jump shot from 27 ft,65,71
299,3,5:07.0,Defensive rebound by D. Lillard,,65,71
300,3,4:59.0,Shooting foul by E. Fournier (drawn by D. Lillard),,65,71
301,3,4:59.0,D. Lillard makes 2-pt layup from 1 ft,,67,71
302,3,4:59.0,D. Lillard misses free throw 1 of 1,,67,71
303,3,4:59.0,,M. Hezonja enters the game for T. Ross,67,71
304,3,4:57.0,,Defensive rebound by A. Gordon,67,71
305,3,4:42.0,,Turnover by E. Fournier (lost ball; steal by S. Napier),67,71
306,3,4:39.0,Shooting foul by D. Augustin (drawn by M. Harkless),,67,71
307,3,4:39.0,M. Harkless makes free throw 1 of 2,,68,71
308,3,4:39.0,M. Harkless misses free throw 2 of 2,,68,71
309,3,4:39.0,E. Davis enters the game for J. Nurkić,,68,71
310,3,4:37.0,,Defensive rebound by N. Vučević,68,71
311,3,4:17.0,,N. Vučević misses 2-pt jump shot from 10 ft,68,71
312,3,4:16.0,Defensive rebound by M. Harkless,,68,71
313,3,4:02.0,S. Napier misses 3-pt jump shot from 30 ft,,68,71
314,3,4:00.0,,Defensive rebound by A. Gordon,68,71
315,3,3:47.0,,N. Vučević makes 2-pt hook shot from 8 ft,68,73
316,3,3:27.0,E. Davis misses 2-pt hook shot from 7 ft,,68,73
317,3,3:26.0,,Defensive rebound by M. Hezonja,68,73
318,3,3:12.0,,N. Vučević makes 2-pt hook shot from 6 ft (assist by D. Augustin),68,75
319,3,2:58.0,D. Lillard makes 2-pt layup at rim,,70,75
320,3,2:43.0,,D. Augustin makes 2-pt layup from 1 ft (assist by N. Vučević),70,77
321,3,2:27.0,M. Harkless misses 2-pt layup from 2 ft (block by N. Vučević),,70,77
322,3,2:25.0,Offensive rebound by E. Davis,,70,77
323,3,2:25.0,Shooting foul by M. Hezonja (drawn by E. Davis),,70,77
324,3,2:25.0,E. Davis makes free throw 1 of 2,,71,77
325,3,2:25.0,E. Davis misses free throw 2 of 2,,71,77
326,3,2:25.0,,B. Biyombo enters the game for N. Vučević,71,77
327,3,2:25.0,,J. Green enters the game for A. Gordon,71,77
328,3,2:25.0,M. Leonard enters the game for M. Harkless,,71,77
329,3,2:24.0,,Defensive rebound by J. Green,71,77
330,3,2:07.0,,Offensive foul by B. Biyombo (drawn by D. Lillard),71,77
331,3,2:07.0,,Turnover by B. Biyombo (offensive foul),71,77
332,3,1:54.0,Personal foul by E. Fournier (drawn by M. Leonard),,71,77
333,3,1:54.0,M. Leonard makes free throw 1 of 2,,72,77
334,3,1:54.0,C. McCollum enters the game for D. Lillard,,72,77
335,3,1:54.0,M. Leonard makes free throw 2 of 2,,73,77
336,3,1:41.0,,E. Fournier makes 2-pt jump shot from 4 ft,73,79
337,3,1:19.0,M. Leonard makes 2-pt dunk at rim (assist by S. Napier),,75,79
338,3,1:06.0,,M. Hezonja misses 2-pt jump shot from 13 ft,75,79
339,3,1:05.0,Defensive rebound by M. Leonard,,75,79
340,3,0:57.0,Turnover by C. McCollum (bad pass; steal by J. Green),,75,79
341,3,0:55.0,,Shooting foul by M. Leonard (drawn by J. Green),75,79
342,3,0:55.0,,J. Green makes free throw 1 of 2,75,80
343,3,0:55.0,,J. Green makes free throw 2 of 2,75,81
344,3,0:32.0,C. McCollum misses 2-pt jump shot from 20 ft,,75,81
345,3,0:32.0,Offensive rebound by E. Davis,,75,81
346,3,0:32.0,Personal foul by J. Green (drawn by E. Davis),,75,81
347,3,0:32.0,E. Davis makes free throw 1 of 2,,76,81
348,3,0:32.0,M. Harkless enters the game for M. Leonard,,76,81
349,3,0:32.0,E. Davis makes free throw 2 of 2,,77,81
350,3,0:22.0,,Shooting foul by C. McCollum (drawn by E. Fournier),77,81
351,3,0:22.0,,E. Fournier misses free throw 1 of 2,77,81
352,3,0:22.0,,Offensive rebound by Team,77,81
353,3,0:22.0,M. Leonard enters the game for M. Harkless,,77,81
354,3,0:22.0,,E. Fournier makes free throw 2 of 2,77,82
355,3,0:07.0,Turnover by C. McCollum (bad pass; steal by E. Fournier),,77,82
356,3,0:02.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by J. Green),77,85
357,3,0:00.0,S. Napier misses 3-pt jump shot from 28 ft,,77,85
358,3,0:00.0,Offensive rebound by Team,,77,85
359,4,11:43.0,,T. Ross misses 2-pt jump shot from 15 ft,77,85
360,4,11:42.0,Defensive rebound by E. Davis,,77,85
361,4,11:26.0,S. Napier misses 3-pt jump shot from 26 ft,,77,85
362,4,11:25.0,,Defensive rebound by Team,77,85
363,4,11:05.0,,D. Augustin misses 2-pt jump shot from 18 ft,77,85
364,4,11:04.0,Defensive rebound by S. Napier,,77,85
365,4,10:55.0,E. Davis misses 2-pt dunk at rim,,77,85
366,4,10:52.0,,Defensive rebound by T. Ross,77,85
367,4,10:46.0,,T. Ross misses 3-pt jump shot from 26 ft,77,85
368,4,10:45.0,Defensive rebound by M. Leonard,,77,85
369,4,10:32.0,Turnover by C. McCollum (bad pass; steal by B. Biyombo),,77,85
370,4,10:23.0,,J. Green misses 3-pt jump shot from 27 ft,77,85
371,4,10:20.0,,Offensive rebound by T. Ross,77,85
372,4,10:17.0,,Shooting foul by M. Leonard (drawn by B. Biyombo),77,85
373,4,10:17.0,,B. Biyombo makes free throw 1 of 2,77,86
374,4,10:17.0,D. Lillard enters the game for A. Crabbe,,77,86
375,4,10:17.0,,B. Biyombo makes free throw 2 of 2,77,87
376,4,9:59.0,C. McCollum misses 2-pt jump shot from 5 ft,,77,87
377,4,9:58.0,,Defensive rebound by J. Green,77,87
378,4,9:52.0,,Shooting foul by E. Davis (drawn by J. Green),77,87
379,4,9:52.0,,J. Green misses free throw 1 of 2,77,87
380,4,9:52.0,,Offensive rebound by Team,77,87
381,4,9:52.0,A. Crabbe enters the game for C. McCollum,,77,87
382,4,9:52.0,J. Nurkić enters the game for M. Leonard,,77,87
383,4,9:52.0,M. Harkless enters the game for E. Davis,,77,87
384,4,9:52.0,,J. Green makes free throw 2 of 2,77,88
385,4,9:40.0,D. Lillard makes 3-pt jump shot from 29 ft (assist by S. Napier),,80,88
386,4,9:24.0,,D. Augustin misses 2-pt jump shot from 13 ft,80,88
387,4,9:23.0,Defensive rebound by M. Harkless,,80,88
388,4,9:16.0,D. Lillard misses 3-pt jump shot from 30 ft,,80,88
389,4,9:15.0,,Defensive rebound by B. Biyombo,80,88
390,4,9:07.0,,T. Ross makes 3-pt jump shot from 26 ft,80,91
391,4,8:53.0,Shooting foul by M. Hezonja (drawn by D. Lillard),,80,91
