,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,TORONTO_ACTION,GOLDEN STATE_SCORE,TORONTO_SCORE
0,1,11:45.0,Z. Pachulia misses 2-pt layup from 2 ft,,0,0
1,1,11:45.0,,Defensive rebound by J. Valančiūnas,0,0
2,1,11:40.0,,J. Valančiūnas makes 2-pt jump shot from 5 ft (assist by K. Lowry),0,2
3,1,11:22.0,K. Thompson misses 3-pt jump shot from 25 ft,,0,2
4,1,11:22.0,,Defensive rebound by P. Siakam,0,2
5,1,11:12.0,,D. DeRozan misses 2-pt jump shot from 18 ft,0,2
6,1,11:12.0,Defensive rebound by K. Durant,,0,2
7,1,11:03.0,K. Durant makes 2-pt jump shot from 19 ft,,2,2
8,1,10:41.0,,J. Valančiūnas makes 2-pt jump shot from 18 ft (assist by K. Lowry),2,4
9,1,10:29.0,S. Curry misses 3-pt jump shot from 26 ft,,2,4
10,1,10:29.0,,Defensive rebound by K. Lowry,2,4
11,1,10:21.0,,Shooting foul by S. Curry (drawn by K. Lowry),2,4
12,1,10:21.0,,K. Lowry misses free throw 1 of 2,2,4
13,1,10:21.0,,Offensive rebound by Team,2,4
14,1,10:21.0,,K. Lowry makes free throw 2 of 2,2,5
15,1,10:11.0,D. Green makes 2-pt jump shot from 5 ft (assist by S. Curry),,4,5
16,1,9:47.0,,K. Lowry misses 2-pt jump shot from 3 ft (block by D. Green),4,5
17,1,9:45.0,Defensive rebound by D. Green,,4,5
18,1,9:39.0,K. Durant misses 2-pt jump shot from 5 ft,,4,5
19,1,9:39.0,,Defensive rebound by D. DeRozan,4,5
20,1,9:24.0,,P. Siakam makes 2-pt jump shot from 18 ft (assist by D. DeRozan),4,7
21,1,9:08.0,K. Durant makes 2-pt dunk at rim (assist by Z. Pachulia),,6,7
22,1,8:37.0,,K. Lowry misses 2-pt jump shot from 5 ft,6,7
23,1,8:37.0,,Offensive rebound by P. Siakam,6,7
24,1,8:36.0,,P. Siakam misses 2-pt layup from 1 ft,6,7
25,1,8:35.0,,Offensive rebound by J. Valančiūnas,6,7
26,1,8:34.0,,J. Valančiūnas makes 2-pt jump shot from 2 ft,6,9
27,1,8:15.0,Personal foul by D. DeRozan (drawn by Z. Pachulia),,6,9
28,1,8:11.0,Shooting foul by P. Siakam (drawn by Z. Pachulia),,6,9
29,1,8:11.0,Z. Pachulia makes free throw 1 of 2,,7,9
30,1,8:11.0,Z. Pachulia makes free throw 2 of 2,,8,9
31,1,7:48.0,,D. DeRozan makes 3-pt jump shot from 24 ft,8,12
32,1,7:43.0,Turnover by S. Curry (bad pass; steal by D. Carroll),,8,12
33,1,7:32.0,,P. Siakam misses 2-pt layup from 2 ft,8,12
34,1,7:32.0,Defensive rebound by D. Green,,8,12
35,1,7:22.0,S. Curry makes 2-pt layup from 3 ft (assist by K. Durant),,10,12
36,1,7:04.0,,K. Lowry makes 3-pt jump shot from 26 ft,10,15
37,1,6:56.0,Golden State full timeout,,10,15
38,1,6:45.0,K. Thompson misses 3-pt jump shot from 23 ft,,10,15
39,1,6:44.0,,Defensive rebound by K. Lowry,10,15
40,1,6:33.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by D. DeRozan),10,18
41,1,6:17.0,Shooting foul by P. Siakam (drawn by Z. Pachulia),,10,18
42,1,6:17.0,Z. Pachulia makes free throw 1 of 2,,11,18
43,1,6:17.0,A. Iguodala enters the game for K. Durant,,11,18
44,1,6:17.0,,P. Patterson enters the game for P. Siakam,11,18
45,1,6:17.0,Z. Pachulia makes free throw 2 of 2,,12,18
46,1,6:02.0,,J. Valančiūnas makes 2-pt layup from 3 ft (assist by D. Carroll),12,20
47,1,5:40.0,A. Iguodala makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),,15,20
48,1,5:27.0,,P. Patterson misses 3-pt jump shot from 23 ft,15,20
49,1,5:27.0,,Offensive rebound by Team,15,20
50,1,5:27.0,Loose ball foul by Z. Pachulia (drawn by J. Valančiūnas),,15,20
51,1,5:27.0,J. McGee enters the game for Z. Pachulia,,15,20
52,1,5:23.0,Violation by J. McGee (def goaltending),,15,20
53,1,5:23.0,,P. Patterson makes 2-pt layup from 3 ft (assist by D. Carroll),15,22
54,1,5:11.0,S. Curry makes 2-pt layup from 3 ft,,17,22
55,1,4:50.0,,D. DeRozan misses 3-pt jump shot from 24 ft,17,22
56,1,4:49.0,,Offensive rebound by Team,17,22
57,1,4:43.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by P. Patterson),17,25
58,1,4:30.0,J. McGee makes 2-pt dunk at rim (assist by S. Curry),,19,25
59,1,4:23.0,,Personal foul by J. McGee (drawn by K. Lowry),19,25
60,1,4:23.0,,L. Nogueira enters the game for J. Valančiūnas,19,25
61,1,4:18.0,,Shooting foul by J. McGee (drawn by D. DeRozan),19,25
62,1,4:18.0,,D. DeRozan makes free throw 1 of 2,19,26
63,1,4:18.0,,D. DeRozan makes free throw 2 of 2,19,27
64,1,4:03.0,K. Thompson misses 3-pt jump shot from 23 ft,,19,27
65,1,4:02.0,,Defensive rebound by D. Carroll,19,27
66,1,3:59.0,,Personal foul by J. McGee (drawn by K. Lowry),19,27
67,1,3:59.0,,K. Lowry makes free throw 1 of 2,19,28
68,1,3:59.0,,K. Lowry makes free throw 2 of 2,19,29
69,1,3:46.0,D. Green makes 3-pt jump shot from 26 ft (assist by S. Curry),,22,29
70,1,3:37.0,,Turnover by K. Lowry (bad pass; steal by A. Iguodala),22,29
71,1,3:32.0,Turnover by A. Iguodala (bad pass; steal by D. DeRozan),,22,29
72,1,3:28.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by K. Lowry),22,32
73,1,3:15.0,Shooting foul by K. Lowry (drawn by S. Curry),,22,32
74,1,3:15.0,S. Curry makes 2-pt jump shot from 23 ft,,24,32
75,1,3:15.0,P. McCaw enters the game for K. Thompson,,24,32
76,1,3:15.0,K. Durant enters the game for J. McGee,,24,32
77,1,3:15.0,S. Curry makes free throw 1 of 1,,25,32
78,1,3:12.0,,Toronto full timeout,25,32
79,1,3:12.0,,C. Joseph enters the game for K. Lowry,25,32
80,1,3:12.0,,T. Ross enters the game for L. Nogueira,25,32
81,1,2:56.0,,D. DeRozan makes 2-pt jump shot from 12 ft,25,34
82,1,2:36.0,D. Green misses 3-pt jump shot from 28 ft,,25,34
83,1,2:35.0,,Defensive rebound by D. Carroll,25,34
84,1,2:23.0,,D. Carroll misses 3-pt jump shot from 26 ft,25,34
85,1,2:22.0,Defensive rebound by D. Green,,25,34
86,1,2:13.0,P. McCaw makes 2-pt jump shot from 5 ft (assist by A. Iguodala),,27,34
87,1,1:54.0,,D. DeRozan makes 2-pt jump shot from 20 ft,27,36
88,1,1:41.0,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),,29,36
89,1,1:23.0,,P. Patterson misses 2-pt jump shot from 17 ft,29,36
90,1,1:23.0,Defensive rebound by A. Iguodala,,29,36
91,1,1:19.0,Shooting block foul by C. Joseph (drawn by K. Durant),,29,36
92,1,1:19.0,K. Durant makes free throw 1 of 2,,30,36
93,1,1:19.0,K. Thompson enters the game for D. Green,,30,36
94,1,1:19.0,D. West enters the game for S. Curry,,30,36
95,1,1:19.0,,L. Nogueira enters the game for D. Carroll,30,36
96,1,1:19.0,K. Durant makes free throw 2 of 2,,31,36
97,1,1:03.0,,C. Joseph misses 3-pt jump shot from 23 ft,31,36
98,1,1:03.0,Defensive rebound by A. Iguodala,,31,36
99,1,0:55.0,P. McCaw misses 3-pt jump shot from 27 ft,,31,36
100,1,0:54.0,,Defensive rebound by T. Ross,31,36
101,1,0:36.0,,C. Joseph makes 2-pt hook shot from 5 ft,31,38
102,1,0:29.0,K. Durant misses 3-pt jump shot from 24 ft,,31,38
103,1,0:28.0,,Defensive rebound by L. Nogueira,31,38
104,1,0:05.0,,Turnover by D. DeRozan (bad pass),31,38
105,1,0:05.0,S. Curry enters the game for D. West,,31,38
106,1,0:05.0,,N. Powell enters the game for L. Nogueira,31,38
107,1,0:00.0,K. Durant makes 3-pt jump shot from 26 ft,,34,38
108,2,11:39.0,,K. Lowry misses 2-pt jump shot from 8 ft,34,38
109,2,11:38.0,Defensive rebound by K. Durant,,34,38
110,2,11:19.0,K. Durant makes 2-pt layup from 3 ft,,36,38
