,QUARTER,TIME_REMAINING,CHICAGO_ACTION,HOUSTON_ACTION,CHICAGO_SCORE,HOUSTON_SCORE
0,1,11:39.0,T. Gibson misses 2-pt jump shot from 4 ft,,0,0
1,1,11:37.0,,Defensive rebound by P. Beverley,0,0
2,1,11:28.0,,R. Anderson misses 3-pt jump shot from 30 ft,0,0
3,1,11:27.0,Defensive rebound by R. Lopez,,0,0
4,1,11:21.0,Turnover by M. Carter-Williams (lost ball; steal by J. Harden),,0,0
5,1,11:13.0,,P. Beverley misses 3-pt jump shot from 27 ft,0,0
6,1,11:12.0,Defensive rebound by D. Wade,,0,0
7,1,11:03.0,T. Gibson makes 2-pt jump shot from 18 ft (assist by D. Wade),,2,0
8,1,10:43.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by J. Harden),2,3
9,1,10:22.0,Turnover by D. Wade (bad pass; steal by J. Harden),,2,3
10,1,10:15.0,,C. Capela misses 2-pt layup from 1 ft,2,3
11,1,10:13.0,Defensive rebound by R. Lopez,,2,3
12,1,9:59.0,R. Lopez misses 2-pt jump shot from 20 ft,,2,3
13,1,9:58.0,,Defensive rebound by J. Harden,2,3
14,1,9:48.0,,R. Anderson misses 3-pt jump shot from 27 ft,2,3
15,1,9:47.0,Defensive rebound by M. Carter-Williams,,2,3
16,1,9:40.0,M. Carter-Williams makes 2-pt layup from 2 ft,,4,3
17,1,9:21.0,,Shooting foul by D. Wade (drawn by R. Anderson),4,3
18,1,9:21.0,,R. Anderson misses free throw 1 of 2,4,3
19,1,9:21.0,Defensive rebound by Team,,4,3
20,1,9:21.0,,R. Anderson misses free throw 2 of 2,4,3
21,1,9:21.0,Offensive rebound by R. Lopez,,4,3
22,1,9:03.0,T. Gibson makes 2-pt layup from 1 ft,,6,3
23,1,8:47.0,,R. Anderson misses 3-pt jump shot from 23 ft,6,3
24,1,8:46.0,Defensive rebound by M. Carter-Williams,,6,3
25,1,8:31.0,R. Lopez makes 2-pt hook shot from 8 ft,,8,3
26,1,8:07.0,,C. Capela makes 2-pt hook shot at rim (assist by P. Beverley),8,5
27,1,7:47.0,M. Carter-Williams makes 2-pt layup from 2 ft (assist by T. Gibson),,10,5
28,1,7:33.0,,J. Harden makes 3-pt jump shot from 25 ft,10,8
29,1,7:16.0,D. Wade misses 2-pt jump shot from 11 ft,,10,8
30,1,7:15.0,,Defensive rebound by J. Harden,10,8
31,1,7:04.0,,T. Ariza misses 3-pt jump shot from 23 ft,10,8
32,1,7:03.0,Defensive rebound by R. Lopez,,10,8
33,1,7:02.0,Personal foul by R. Anderson (drawn by T. Gibson),,10,8
34,1,6:51.0,T. Gibson misses 2-pt hook shot from 4 ft,,10,8
35,1,6:49.0,,Defensive rebound by C. Capela,10,8
36,1,6:42.0,,Personal foul by M. Carter-Williams (drawn by R. Anderson),10,8
37,1,6:34.0,,J. Harden misses 2-pt jump shot from 9 ft,10,8
38,1,6:34.0,Defensive rebound by Team,,10,8
39,1,6:34.0,,Loose ball foul by J. Harden (drawn by R. Lopez),10,8
40,1,6:12.0,D. Wade misses 2-pt jump shot from 23 ft,,10,8
41,1,6:10.0,,Defensive rebound by R. Anderson,10,8
42,1,6:01.0,,J. Harden makes 3-pt jump shot from 26 ft,10,11
43,1,5:39.0,J. Grant misses 3-pt jump shot from 24 ft,,10,11
44,1,5:37.0,,Defensive rebound by C. Capela,10,11
45,1,5:23.0,,J. Harden misses 3-pt jump shot from 25 ft,10,11
46,1,5:20.0,Defensive rebound by D. Wade,,10,11
47,1,5:15.0,D. Wade misses 2-pt jump shot from 11 ft,,10,11
48,1,5:14.0,,Defensive rebound by C. Capela,10,11
49,1,5:03.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),10,13
50,1,5:03.0,Chicago full timeout,,10,13
51,1,5:03.0,P. Zipser enters the game for D. Wade,,10,13
52,1,5:03.0,,E. Gordon enters the game for P. Beverley,10,13
53,1,4:49.0,M. Carter-Williams makes 2-pt jump shot from 16 ft (assist by T. Gibson),,12,13
54,1,4:34.0,,T. Ariza misses 3-pt jump shot from 26 ft,12,13
55,1,4:33.0,Defensive rebound by P. Zipser,,12,13
56,1,4:18.0,R. Lopez makes 2-pt jump shot from 3 ft (assist by M. Carter-Williams),,14,13
57,1,3:55.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),14,16
58,1,3:34.0,Turnover by J. Grant (bad pass; steal by T. Ariza),,14,16
