,QUARTER,TIME_REMAINING,CHICAGO_ACTION,HOUSTON_ACTION,CHICAGO_SCORE,HOUSTON_SCORE
59,1,3:29.0,,J. Harden misses 2-pt layup from 3 ft (block by P. Zipser),14,16
60,1,3:29.0,,Offensive rebound by Team,14,16
61,1,3:29.0,N. Mirotić enters the game for T. Gibson,,14,16
62,1,3:29.0,R. Rondo enters the game for J. Grant,,14,16
63,1,3:29.0,,S. Dekker enters the game for R. Anderson,14,16
64,1,3:18.0,,J. Harden makes 2-pt jump shot from 17 ft,14,18
65,1,3:10.0,Turnover by R. Rondo (step out of bounds),,14,18
66,1,3:02.0,,J. Harden misses 2-pt layup from 3 ft,14,18
67,1,3:00.0,,Offensive rebound by C. Capela,14,18
68,1,3:00.0,,Turnover by C. Capela (lost ball; steal by P. Zipser),14,18
69,1,2:46.0,P. Zipser makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),,17,18
70,1,2:19.0,,S. Dekker misses 2-pt hook shot from 9 ft,17,18
71,1,2:19.0,Defensive rebound by R. Rondo,,17,18
72,1,2:12.0,N. Mirotić makes 2-pt layup from 2 ft (assist by R. Rondo),,19,18
73,1,1:56.0,,Shooting foul by P. Zipser (drawn by T. Ariza),19,18
74,1,1:56.0,,Houston full timeout,19,18
75,1,1:56.0,,T. Ariza misses free throw 1 of 2,19,18
76,1,1:56.0,,Offensive rebound by Team,19,18
77,1,1:56.0,C. Felício enters the game for R. Lopez,,19,18
78,1,1:56.0,,M. Harrell enters the game for C. Capela,19,18
79,1,1:56.0,,T. Ariza makes free throw 2 of 2,19,19
80,1,1:56.0,M. Carter-Williams misses 3-pt jump shot from 26 ft,,19,19
81,1,1:56.0,,Defensive rebound by J. Harden,19,19
82,1,1:41.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by M. Harrell),19,22
83,1,1:28.0,R. Rondo misses 2-pt jump shot from 17 ft,,19,22
84,1,1:28.0,Offensive rebound by Team,,19,22
85,1,1:28.0,,Loose ball foul by S. Dekker (drawn by N. Mirotić),19,22
86,1,1:23.0,P. Zipser makes 2-pt layup from 3 ft (assist by N. Mirotić),,21,22
87,1,1:03.0,,E. Gordon misses 3-pt jump shot from 27 ft,21,22
88,1,1:02.0,Defensive rebound by N. Mirotić,,21,22
89,1,0:51.0,N. Mirotić makes 2-pt jump shot from 18 ft (assist by M. Carter-Williams),,23,22
90,1,0:38.0,,S. Dekker makes 2-pt layup from 2 ft (assist by E. Gordon),23,24
91,1,0:24.0,N. Mirotić misses 2-pt layup from 3 ft (block by J. Harden),,23,24
92,1,0:21.0,,Defensive rebound by S. Dekker,23,24
93,1,0:17.0,,M. Harrell misses 2-pt layup from 2 ft,23,24
94,1,0:15.0,Defensive rebound by M. Carter-Williams,,23,24
95,1,0:05.0,R. Rondo makes 3-pt jump shot from 23 ft (assist by N. Mirotić),,26,24
96,1,0:00.0,,J. Harden misses 2-pt jump shot from 10 ft (block by M. Carter-Williams),26,24
97,1,0:00.0,,Offensive rebound by Team,26,24
98,2,11:40.0,,Turnover by P. Beverley (bad pass; steal by N. Mirotić),26,24
99,2,11:34.0,R. Rondo misses 2-pt layup from 4 ft,,26,24
100,2,11:32.0,,Defensive rebound by P. Beverley,26,24
101,2,11:26.0,,C. Brewer makes 2-pt layup from 3 ft (assist by P. Beverley),26,26
102,2,11:12.0,D. McDermott makes 3-pt jump shot from 24 ft (assist by R. Rondo),,29,26
103,2,11:03.0,,Turnover by E. Gordon (bad pass; steal by R. Rondo),29,26
104,2,10:54.0,D. McDermott misses 2-pt jump shot from 20 ft,,29,26
105,2,10:53.0,,Defensive rebound by C. Brewer,29,26
106,2,10:44.0,,E. Gordon makes 3-pt jump shot from 27 ft (assist by S. Dekker),29,29
107,2,10:26.0,N. Mirotić misses 2-pt jump shot from 16 ft,,29,29
108,2,10:24.0,,Defensive rebound by P. Beverley,29,29
109,2,10:18.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by P. Beverley),29,32
110,2,9:57.0,Shooting block foul by P. Beverley (drawn by N. Mirotić),,29,32
111,2,9:57.0,N. Mirotić makes free throw 1 of 2,,30,32
112,2,9:57.0,N. Mirotić makes free throw 2 of 2,,31,32
113,2,9:39.0,,C. Brewer makes 2-pt layup from 3 ft,31,34
114,2,9:39.0,,Shooting foul by C. Felício (drawn by C. Brewer),31,34
115,2,9:39.0,,C. Brewer makes free throw 1 of 1,31,35
116,2,9:25.0,C. Felício makes 2-pt dunk at rim (assist by R. Rondo),,33,35
117,2,9:09.0,,P. Beverley misses 3-pt jump shot from 25 ft,33,35
118,2,9:07.0,Defensive rebound by N. Mirotić,,33,35
119,2,8:57.0,Official timeout,,33,35
120,2,8:57.0,,R. Anderson enters the game for S. Dekker,33,35
121,2,8:57.0,D. Wade enters the game for P. Zipser,,33,35
122,2,8:51.0,D. McDermott misses 2-pt jump shot from 19 ft,,33,35
123,2,8:50.0,,Defensive rebound by P. Beverley,33,35
124,2,8:41.0,,E. Gordon makes 3-pt jump shot from 26 ft,33,38
125,2,8:20.0,Turnover by D. Wade (bad pass; steal by C. Brewer),,33,38
126,2,8:17.0,,E. Gordon misses 2-pt layup from 2 ft (block by C. Felício),33,38
127,2,8:17.0,,Offensive rebound by Team,33,38
128,2,8:13.0,,E. Gordon misses 3-pt jump shot from 26 ft,33,38
129,2,8:12.0,,Offensive rebound by R. Anderson,33,38
130,2,8:03.0,,P. Beverley makes 3-pt jump shot from 26 ft,33,41
131,2,8:03.0,Chicago full timeout,,33,41
132,2,7:48.0,Personal foul by P. Beverley (drawn by D. Wade),,33,41
133,2,7:48.0,T. Gibson enters the game for N. Mirotić,,33,41
134,2,7:36.0,C. Felício misses 2-pt jump shot from 4 ft,,33,41
135,2,7:35.0,,Defensive rebound by M. Harrell,33,41
136,2,7:17.0,,M. Harrell makes 2-pt dunk at rim (assist by P. Beverley),33,43
137,2,7:01.0,R. Rondo misses 3-pt jump shot from 24 ft,,33,43
138,2,7:00.0,,Defensive rebound by R. Anderson,33,43
139,2,6:44.0,,E. Gordon misses 2-pt jump shot from 5 ft,33,43
140,2,6:44.0,,Offensive rebound by M. Harrell,33,43
141,2,6:44.0,,Shooting foul by T. Gibson (drawn by M. Harrell),33,43
142,2,6:44.0,,M. Harrell makes free throw 1 of 2,33,44
143,2,6:44.0,R. Lopez enters the game for C. Felício,,33,44
144,2,6:44.0,M. Carter-Williams enters the game for R. Rondo,,33,44
145,2,6:44.0,,M. Harrell makes free throw 2 of 2,33,45
146,2,6:32.0,M. Carter-Williams misses 2-pt jump shot from 4 ft,,33,45
147,2,6:31.0,,Defensive rebound by P. Beverley,33,45
148,2,6:22.0,,P. Beverley makes 2-pt jump shot from 8 ft,33,47
149,2,6:22.0,,Shooting foul by M. Carter-Williams (drawn by P. Beverley),33,47
150,2,6:22.0,,P. Beverley makes free throw 1 of 1,33,48
151,2,6:10.0,Turnover by D. Wade (bad pass; steal by P. Beverley),,33,48
152,2,6:02.0,,E. Gordon misses 3-pt jump shot from 24 ft,33,48
153,2,6:01.0,Defensive rebound by D. Wade,,33,48
154,2,5:54.0,D. Wade misses 2-pt layup from 3 ft,,33,48
155,2,5:52.0,,Defensive rebound by P. Beverley,33,48
156,2,5:46.0,,C. Brewer makes 2-pt dunk at rim (assist by P. Beverley),33,50
157,2,5:46.0,Chicago full timeout,,33,50
158,2,5:46.0,,J. Harden enters the game for E. Gordon,33,50
159,2,5:31.0,D. Wade misses 2-pt jump shot from 19 ft,,33,50
160,2,5:30.0,,Defensive rebound by R. Anderson,33,50
161,2,5:20.0,,R. Anderson misses 2-pt jump shot from 19 ft,33,50
162,2,5:19.0,Defensive rebound by M. Carter-Williams,,33,50
163,2,5:16.0,Personal foul by C. Brewer (drawn by M. Carter-Williams),,33,50
164,2,5:10.0,D. Wade makes 2-pt jump shot from 14 ft,,35,50
165,2,5:04.0,,M. Harrell makes 2-pt layup from 1 ft (assist by J. Harden),35,52
166,2,4:39.0,M. Carter-Williams misses 3-pt jump shot from 27 ft,,35,52
167,2,4:38.0,,Defensive rebound by J. Harden,35,52
168,2,4:26.0,,R. Anderson misses 3-pt jump shot from 27 ft,35,52
169,2,4:25.0,,Offensive rebound by Team,35,52
170,2,4:12.0,,J. Harden misses 2-pt layup from 2 ft,35,52
171,2,4:11.0,Defensive rebound by R. Lopez,,35,52
172,2,4:03.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),,38,52
173,2,3:54.0,,C. Brewer misses 2-pt jump shot from 7 ft,38,52
174,2,3:53.0,Defensive rebound by D. Wade,,38,52
175,2,3:44.0,T. Gibson makes 2-pt layup from 2 ft (assist by D. Wade),,40,52
176,2,3:44.0,,Houston full timeout,40,52
177,2,3:44.0,,T. Ariza enters the game for P. Beverley,40,52
178,2,3:44.0,,C. Capela enters the game for M. Harrell,40,52
179,2,3:44.0,,E. Gordon enters the game for C. Brewer,40,52
180,2,3:35.0,,J. Harden misses 3-pt jump shot from 26 ft,40,52
181,2,3:34.0,,Offensive rebound by C. Capela,40,52
182,2,3:26.0,,E. Gordon makes 2-pt layup from 2 ft,40,54
183,2,3:10.0,Offensive foul by T. Gibson (drawn by T. Ariza),,40,54
184,2,3:10.0,Turnover by T. Gibson (offensive foul),,40,54
185,2,2:50.0,,J. Harden makes 3-pt jump shot from 25 ft,40,57
186,2,2:29.0,D. Wade makes 2-pt jump shot from 18 ft,,42,57
187,2,2:19.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),42,59
188,2,1:55.0,M. Carter-Williams makes 2-pt layup from 3 ft,,44,59
189,2,1:55.0,Shooting foul by C. Capela (drawn by M. Carter-Williams),,44,59
190,2,1:55.0,M. Carter-Williams makes free throw 1 of 1,,45,59
191,2,1:31.0,,Turnover by Team (shot clock),45,59
192,2,1:19.0,D. Wade misses 2-pt jump shot from 15 ft,,45,59
193,2,1:17.0,Offensive rebound by T. Gibson,,45,59
194,2,1:13.0,T. Gibson makes 2-pt layup from 2 ft,,47,59
195,2,0:58.0,,Shooting foul by R. Lopez (drawn by T. Ariza),47,59
196,2,0:58.0,,T. Ariza misses free throw 1 of 2,47,59
197,2,0:58.0,,Offensive rebound by Team,47,59
198,2,0:58.0,,T. Ariza makes free throw 2 of 2,47,60
199,2,0:45.0,M. Carter-Williams makes 2-pt jump shot from 12 ft (assist by D. Wade),,49,60
200,2,0:30.0,,J. Harden misses 2-pt jump shot from 5 ft,49,60
201,2,0:28.0,Defensive rebound by T. Gibson,,49,60
202,2,0:24.0,M. Carter-Williams misses 2-pt jump shot from 3 ft,,49,60
203,2,0:20.0,Offensive rebound by T. Gibson,,49,60
204,2,0:17.0,D. McDermott misses 3-pt jump shot from 29 ft,,49,60
205,2,0:16.0,,Defensive rebound by C. Capela,49,60
206,2,0:00.0,,J. Harden misses 3-pt jump shot from 26 ft,49,60
207,2,0:00.0,,Offensive rebound by Team,49,60
208,3,11:48.0,,T. Ariza misses 3-pt jump shot from 26 ft,49,60
209,3,11:46.0,Defensive rebound by M. Carter-Williams,,49,60
210,3,11:34.0,R. Lopez misses 2-pt jump shot from 8 ft (block by C. Capela),,49,60
211,3,11:33.0,Offensive rebound by R. Lopez,,49,60
212,3,11:26.0,T. Gibson makes 2-pt dunk at rim (assist by R. Lopez),,51,60
213,3,11:14.0,,Offensive foul by R. Anderson (drawn by J. Grant),51,60
214,3,11:14.0,,Turnover by R. Anderson (offensive foul),51,60
215,3,10:57.0,M. Carter-Williams makes 2-pt dunk at rim,,53,60
216,3,10:45.0,,Personal foul by D. Wade (drawn by P. Beverley),53,60
217,3,10:36.0,,Offensive foul by J. Harden (drawn by M. Carter-Williams),53,60
218,3,10:36.0,,Turnover by J. Harden (offensive foul),53,60
219,3,10:22.0,D. Wade makes 2-pt jump shot from 19 ft,,55,60
220,3,10:00.0,,P. Beverley misses 2-pt layup from 3 ft,55,60
221,3,9:59.0,Defensive rebound by R. Lopez,,55,60
222,3,9:49.0,Shooting foul by P. Beverley (drawn by J. Grant),,55,60
223,3,9:49.0,J. Grant makes free throw 1 of 2,,56,60
224,3,9:49.0,J. Grant makes free throw 2 of 2,,57,60
225,3,9:40.0,,Personal foul by M. Carter-Williams (drawn by J. Harden),57,60
226,3,9:31.0,,J. Harden makes 2-pt jump shot from 11 ft,57,62
227,3,9:12.0,M. Carter-Williams misses 2-pt jump shot from 8 ft,,57,62
228,3,9:11.0,,Defensive rebound by J. Harden,57,62
229,3,9:04.0,,Turnover by P. Beverley (lost ball),57,62
230,3,8:55.0,Personal foul by R. Anderson (drawn by T. Gibson),,57,62
231,3,8:46.0,T. Gibson makes 2-pt hook shot at rim,,59,62
232,3,8:46.0,Shooting foul by R. Anderson (drawn by T. Gibson),,59,62
233,3,8:46.0,T. Gibson misses free throw 1 of 1,,59,62
234,3,8:46.0,,Defensive rebound by C. Capela,59,62
235,3,8:46.0,,S. Dekker enters the game for R. Anderson,59,62
236,3,8:29.0,,J. Harden misses 3-pt jump shot from 26 ft,59,62
237,3,8:28.0,Defensive rebound by D. Wade,,59,62
238,3,8:20.0,D. Wade misses 2-pt jump shot from 18 ft,,59,62
239,3,8:19.0,,Defensive rebound by C. Capela,59,62
240,3,8:07.0,,S. Dekker misses 2-pt jump shot from 6 ft (block by R. Lopez),59,62
241,3,8:05.0,Defensive rebound by M. Carter-Williams,,59,62
242,3,7:59.0,T. Gibson makes 2-pt dunk at rim (assist by D. Wade),,61,62
243,3,7:48.0,,J. Harden misses 2-pt jump shot from 8 ft,61,62
244,3,7:47.0,,Offensive rebound by J. Harden,61,62
245,3,7:47.0,,J. Harden makes 2-pt layup from 1 ft,61,64
246,3,7:29.0,Personal foul by J. Harden (drawn by T. Gibson),,61,64
247,3,7:21.0,T. Gibson makes 2-pt dunk at rim (assist by J. Grant),,63,64
248,3,7:20.0,,Houston full timeout,63,64
249,3,7:06.0,,S. Dekker makes 3-pt jump shot from 24 ft (assist by P. Beverley),63,67
250,3,6:55.0,Personal foul by C. Capela (drawn by T. Gibson),,63,67
251,3,6:55.0,T. Gibson makes free throw 1 of 2,,64,67
252,3,6:55.0,T. Gibson makes free throw 2 of 2,,65,67
253,3,6:32.0,,J. Harden misses 2-pt jump shot from 10 ft,65,67
254,3,6:31.0,Defensive rebound by R. Lopez,,65,67
255,3,6:24.0,M. Carter-Williams makes 2-pt jump shot from 6 ft (assist by J. Grant),,67,67
256,3,6:05.0,,C. Capela makes 2-pt dunk at rim (assist by S. Dekker),67,69
257,3,5:40.0,R. Lopez misses 2-pt hook shot from 7 ft,,67,69
258,3,5:39.0,Offensive rebound by M. Carter-Williams,,67,69
259,3,5:28.0,T. Gibson misses 3-pt jump shot from 24 ft,,67,69
260,3,5:27.0,,Defensive rebound by S. Dekker,67,69
261,3,5:16.0,,P. Beverley misses 2-pt layup from 3 ft (block by R. Lopez),67,69
262,3,5:14.0,Defensive rebound by D. Wade,,67,69
263,3,5:10.0,T. Gibson makes 2-pt dunk at rim (assist by D. Wade),,69,69
264,3,4:55.0,,Shooting foul by M. Carter-Williams (drawn by J. Harden),69,69
265,3,4:55.0,,J. Harden makes free throw 1 of 3,69,70
266,3,4:55.0,,J. Harden makes free throw 2 of 3,69,71
267,3,4:55.0,,M. Harrell enters the game for C. Capela,69,71
268,3,4:55.0,,E. Gordon enters the game for P. Beverley,69,71
269,3,4:55.0,R. Rondo enters the game for M. Carter-Williams,,69,71
270,3,4:55.0,P. Zipser enters the game for D. Wade,,69,71
271,3,4:55.0,,J. Harden makes free throw 3 of 3,69,72
272,3,4:30.0,J. Grant makes 3-pt jump shot from 26 ft (assist by R. Lopez),,72,72
273,3,4:16.0,,S. Dekker misses 3-pt jump shot from 26 ft,72,72
274,3,4:15.0,Defensive rebound by R. Rondo,,72,72
275,3,4:05.0,Personal foul by S. Dekker (drawn by R. Lopez),,72,72
276,3,4:05.0,R. Lopez makes free throw 1 of 2,,73,72
277,3,4:05.0,R. Lopez misses free throw 2 of 2,,73,72
278,3,4:05.0,,Defensive rebound by T. Ariza,73,72
279,3,4:05.0,N. Mirotić enters the game for T. Gibson,,73,72
280,3,4:05.0,,R. Anderson enters the game for S. Dekker,73,72
281,3,3:51.0,,M. Harrell misses 2-pt layup from 3 ft,73,72
282,3,3:48.0,,Offensive rebound by M. Harrell,73,72
283,3,3:48.0,,M. Harrell makes 2-pt layup from 1 ft,73,74
284,3,3:39.0,J. Grant misses 3-pt jump shot from 26 ft,,73,74
285,3,3:38.0,,Defensive rebound by J. Harden,73,74
286,3,3:36.0,,Turnover by J. Harden (lost ball; steal by P. Zipser),73,74
287,3,3:32.0,J. Grant makes 2-pt layup from 2 ft (assist by P. Zipser),,75,74
288,3,3:15.0,,E. Gordon misses 2-pt jump shot from 8 ft,75,74
289,3,3:14.0,Defensive rebound by N. Mirotić,,75,74
290,3,3:07.0,N. Mirotić misses 3-pt jump shot from 25 ft,,75,74
291,3,3:05.0,Offensive rebound by R. Rondo,,75,74
292,3,3:05.0,Turnover by R. Rondo (bad pass),,75,74
293,3,3:05.0,D. McDermott enters the game for J. Grant,,75,74
294,3,2:49.0,,T. Ariza misses 3-pt jump shot from 27 ft,75,74
295,3,2:48.0,Defensive rebound by N. Mirotić,,75,74
296,3,2:39.0,P. Zipser misses 3-pt jump shot from 24 ft,,75,74
297,3,2:38.0,,Defensive rebound by T. Ariza,75,74
298,3,2:26.0,,E. Gordon makes 3-pt jump shot from 27 ft (assist by J. Harden),75,77
299,3,2:25.0,Chicago full timeout,,75,77
300,3,2:08.0,R. Lopez misses 2-pt hook shot from 10 ft,,75,77
301,3,2:06.0,,Defensive rebound by T. Ariza,75,77
302,3,1:47.0,,R. Anderson misses 3-pt jump shot from 27 ft,75,77
303,3,1:46.0,Defensive rebound by N. Mirotić,,75,77
304,3,1:29.0,R. Lopez makes 2-pt hook shot from 11 ft,,77,77
305,3,1:12.0,,R. Anderson misses 3-pt jump shot from 28 ft,77,77
306,3,1:11.0,Defensive rebound by D. McDermott,,77,77
307,3,1:07.0,N. Mirotić makes 2-pt layup from 3 ft (assist by D. McDermott),,79,77
308,3,1:07.0,Shooting foul by R. Anderson (drawn by N. Mirotić),,79,77
309,3,1:07.0,N. Mirotić misses free throw 1 of 1,,79,77
310,3,1:07.0,,Defensive rebound by M. Harrell,79,77
311,3,1:07.0,,C. Brewer enters the game for R. Anderson,79,77
312,3,1:07.0,B. Portis enters the game for R. Lopez,,79,77
313,3,0:55.0,,Turnover by E. Gordon (traveling),79,77
314,3,0:40.0,N. Mirotić misses 2-pt layup from 5 ft,,79,77
315,3,0:39.0,,Defensive rebound by J. Harden,79,77
316,3,0:32.0,,J. Harden misses 2-pt layup from 3 ft,79,77
317,3,0:31.0,,Offensive rebound by C. Brewer,79,77
318,3,0:26.0,,Turnover by C. Brewer (bad pass; steal by R. Rondo),79,77
319,3,0:25.0,D. McDermott makes 2-pt dunk at rim (assist by R. Rondo),,81,77
320,3,0:07.0,,Personal take foul by P. Zipser (drawn by J. Harden),81,77
321,3,0:01.0,,J. Harden makes 2-pt layup from 2 ft,81,79
322,3,0:01.0,Turnover by B. Portis (bad pass; steal by T. Ariza),,81,79
323,4,11:39.0,N. Mirotić makes 3-pt jump shot from 27 ft (assist by D. McDermott),,84,79
324,4,11:21.0,,E. Gordon misses 2-pt layup from 4 ft,84,79
325,4,11:20.0,Defensive rebound by N. Mirotić,,84,79
326,4,11:12.0,P. Zipser misses 3-pt jump shot from 26 ft,,84,79
327,4,11:11.0,,Defensive rebound by Team,84,79
328,4,10:58.0,,C. Brewer makes 2-pt jump shot from 8 ft (assist by P. Beverley),84,81
329,4,10:58.0,,Shooting foul by D. McDermott (drawn by C. Brewer),84,81
330,4,10:58.0,,C. Brewer misses free throw 1 of 1,84,81
331,4,10:58.0,Defensive rebound by B. Portis,,84,81
332,4,10:44.0,P. Zipser misses 3-pt jump shot from 24 ft,,84,81
333,4,10:42.0,,Defensive rebound by P. Beverley,84,81
334,4,10:35.0,,E. Gordon misses 3-pt jump shot from 27 ft (block by P. Zipser),84,81
335,4,10:35.0,,Offensive rebound by Team,84,81
336,4,10:35.0,,Personal foul by D. McDermott (drawn by S. Dekker),84,81
337,4,10:32.0,,Personal foul by D. McDermott (drawn by C. Brewer),84,81
338,4,10:26.0,,M. Harrell misses 2-pt jump shot from 18 ft,84,81
339,4,10:25.0,Defensive rebound by N. Mirotić,,84,81
340,4,10:17.0,Shooting foul by S. Dekker (drawn by D. McDermott),,84,81
341,4,10:17.0,D. McDermott makes free throw 1 of 2,,85,81
342,4,10:17.0,D. McDermott makes free throw 2 of 2,,86,81
343,4,10:06.0,,S. Dekker makes 3-pt jump shot from 26 ft (assist by E. Gordon),86,84
344,4,10:06.0,,Loose ball foul by M. Harrell (drawn by B. Portis),86,84
345,4,9:54.0,D. McDermott makes 2-pt jump shot from 11 ft (assist by N. Mirotić),,88,84
346,4,9:37.0,,E. Gordon makes 2-pt jump shot from 20 ft,88,86
347,4,9:15.0,P. Zipser misses 3-pt jump shot from 24 ft,,88,86
348,4,9:14.0,Offensive rebound by B. Portis,,88,86
349,4,9:11.0,B. Portis makes 2-pt hook shot from 5 ft,,90,86
350,4,9:00.0,,Turnover by P. Beverley (bad pass; steal by N. Mirotić),90,86
351,4,8:56.0,Shooting foul by E. Gordon (drawn by P. Zipser),,90,86
352,4,8:56.0,Official timeout,,90,86
353,4,8:56.0,P. Zipser makes free throw 1 of 2,,91,86
354,4,8:56.0,,J. Harden enters the game for C. Brewer,90,86
355,4,8:56.0,P. Zipser makes free throw 2 of 2,,92,86
356,4,8:38.0,,J. Harden misses 2-pt jump shot from 13 ft,92,86
357,4,8:38.0,,Offensive rebound by Team,92,86
358,4,8:38.0,Loose ball foul by B. Portis (drawn by M. Harrell),,92,86
359,4,8:29.0,,J. Harden makes 3-pt jump shot from 25 ft,92,89
360,4,8:10.0,R. Rondo misses 2-pt jump shot from 18 ft,,92,89
361,4,8:09.0,,Defensive rebound by J. Harden,92,89
362,4,8:09.0,,Personal foul by N. Mirotić (drawn by J. Harden),92,89
363,4,8:09.0,,J. Harden makes free throw 1 of 2,92,90
364,4,8:09.0,D. Wade enters the game for D. McDermott,,92,90
365,4,8:09.0,,J. Harden makes free throw 2 of 2,92,91
366,4,7:54.0,Personal foul by P. Beverley (drawn by N. Mirotić),,92,91
367,4,7:54.0,R. Lopez enters the game for B. Portis,,92,91
368,4,7:54.0,T. Gibson enters the game for N. Mirotić,,92,91
369,4,7:51.0,Turnover by P. Zipser (lost ball),,92,91
370,4,7:28.0,,J. Harden makes 2-pt jump shot from 17 ft,92,93
371,4,7:15.0,D. Wade makes 2-pt jump shot from 18 ft (assist by R. Rondo),,94,93
372,4,6:59.0,,J. Harden misses 3-pt jump shot from 25 ft,94,93
373,4,6:58.0,Defensive rebound by D. Wade,,94,93
374,4,6:54.0,P. Zipser makes 2-pt layup at rim (assist by D. Wade),,96,93
375,4,6:27.0,,J. Harden misses 3-pt jump shot from 26 ft,96,93
376,4,6:24.0,,Offensive rebound by M. Harrell,96,93
377,4,6:21.0,,M. Harrell misses 2-pt hook shot from 10 ft,96,93
378,4,6:21.0,,Offensive rebound by Team,96,93
379,4,6:21.0,Loose ball foul by P. Zipser (drawn by J. Harden),,96,93
380,4,6:21.0,,Technical foul by J. Harden,96,93
381,4,6:21.0,D. Wade makes technical free throw,,97,93
