,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,OKLAHOMA CITY_ACTION,PHILADELPHIA_SCORE,OKLAHOMA CITY_SCORE
109,1,0:02.0,S. Long makes free throw 1 of 2,,21,29
110,1,0:02.0,S. Long makes free throw 2 of 2,,22,29
111,2,11:39.0,R. Covington misses 3-pt jump shot from 26 ft,,22,29
112,2,11:39.0,,Defensive rebound by D. Sabonis,22,29
113,2,11:17.0,,D. Sabonis misses 2-pt hook shot from 8 ft,22,29
114,2,11:16.0,Defensive rebound by S. Rodríguez,,22,29
115,2,11:10.0,R. Covington makes 2-pt layup from 1 ft,,24,29
116,2,10:56.0,,Turnover by V. Oladipo (bad pass; steal by G. Henderson),24,29
117,2,10:55.0,Personal foul by V. Oladipo (drawn by R. Covington),,24,29
118,2,10:43.0,J. Anderson misses 3-pt jump shot from 23 ft,,24,29
119,2,10:42.0,,Defensive rebound by E. Freedom,24,29
120,2,10:31.0,,D. Sabonis misses 2-pt layup from 2 ft,24,29
121,2,10:30.0,,Offensive rebound by Team,24,29
122,2,10:27.0,,V. Oladipo makes 2-pt layup from 2 ft (assist by S. Christon),24,31
123,2,10:10.0,G. Henderson makes 2-pt layup from 1 ft (assist by J. Okafor),,26,31
124,2,9:56.0,,V. Oladipo makes 2-pt jump shot from 5 ft,26,33
125,2,9:37.0,S. Rodríguez makes 2-pt layup from 3 ft,,28,33
126,2,9:13.0,,Á. Abrines misses 3-pt jump shot from 24 ft,28,33
127,2,9:13.0,Defensive rebound by G. Henderson,,28,33
128,2,9:07.0,Philadelphia full timeout,,28,33
129,2,9:07.0,,D. McDermott enters the game for V. Oladipo,28,33
130,2,9:07.0,,R. Westbrook enters the game for Á. Abrines,28,33
131,2,9:07.0,T. Luwawu-Cabarrot enters the game for R. Covington,,28,33
132,2,9:07.0,D. Šarić enters the game for G. Henderson,,28,33
133,2,8:56.0,J. Okafor misses 2-pt layup from 2 ft,,28,33
134,2,8:56.0,,Defensive rebound by D. Sabonis,28,33
135,2,8:37.0,,D. McDermott makes 2-pt jump shot from 12 ft (assist by R. Westbrook),28,35
136,2,8:23.0,Turnover by D. Šarić (lost ball),,28,35
137,2,8:08.0,,E. Freedom makes 2-pt dunk at rim (assist by R. Westbrook),28,37
138,2,7:56.0,Turnover by T. Luwawu-Cabarrot (bad pass; steal by E. Freedom),,28,37
139,2,7:39.0,,E. Freedom makes 2-pt jump shot from 5 ft,28,39
140,2,7:23.0,J. Okafor misses 2-pt jump shot from 8 ft,,28,39
141,2,7:23.0,,Defensive rebound by R. Westbrook,28,39
142,2,7:17.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by E. Freedom),28,39
143,2,7:17.0,,E. Freedom makes free throw 1 of 2,28,40
144,2,7:17.0,,E. Freedom makes free throw 2 of 2,28,41
145,2,7:06.0,J. Anderson makes 2-pt layup from 2 ft (assist by J. Okafor),,30,41
146,2,6:56.0,,E. Freedom makes 2-pt jump shot from 14 ft (assist by D. McDermott),30,43
147,2,6:38.0,D. Šarić makes 2-pt layup from 1 ft,,32,43
148,2,6:38.0,Shooting foul by D. Sabonis (drawn by D. Šarić),,32,43
149,2,6:38.0,R. Holmes enters the game for J. Okafor,,32,43
150,2,6:38.0,T. McConnell enters the game for S. Rodríguez,,32,43
151,2,6:38.0,,V. Oladipo enters the game for D. Sabonis,32,43
152,2,6:38.0,,S. Adams enters the game for S. Christon,32,43
153,2,6:38.0,D. Šarić makes free throw 1 of 1,,33,43
154,2,6:26.0,,E. Freedom makes 2-pt layup from 2 ft (assist by R. Westbrook),33,45
155,2,6:16.0,D. Šarić misses 2-pt layup from 2 ft,,33,45
156,2,6:15.0,,Defensive rebound by E. Freedom,33,45
157,2,5:59.0,,S. Adams misses 2-pt layup from 2 ft (block by D. Šarić),33,45
158,2,5:58.0,Defensive rebound by T. Luwawu-Cabarrot,,33,45
159,2,5:49.0,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft,,33,45
160,2,5:49.0,,Defensive rebound by R. Westbrook,33,45
161,2,5:43.0,,S. Adams makes 2-pt layup from 3 ft (assist by R. Westbrook),33,47
162,2,5:43.0,,Shooting foul by R. Holmes (drawn by S. Adams),33,47
163,2,5:43.0,,S. Adams misses free throw 1 of 1,33,47
164,2,5:43.0,,J. Grant enters the game for E. Freedom,33,47
165,2,5:43.0,S. Long enters the game for R. Holmes,,33,47
166,2,5:42.0,Defensive rebound by S. Long,,33,47
167,2,5:28.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,,33,47
168,2,5:27.0,,Defensive rebound by V. Oladipo,33,47
169,2,5:15.0,,Personal foul by S. Long (drawn by S. Adams),33,47
170,2,5:15.0,N. Stauskas enters the game for J. Anderson,,33,47
171,2,5:08.0,,Turnover by R. Westbrook (bad pass; steal by T. Luwawu-Cabarrot),33,47
172,2,5:00.0,D. Šarić misses 3-pt jump shot from 26 ft,,33,47
173,2,4:59.0,Offensive rebound by Team,,33,47
174,2,4:41.0,D. Šarić misses 2-pt layup from 2 ft,,33,47
175,2,4:40.0,Offensive rebound by S. Long,,33,47
176,2,4:38.0,S. Long makes 2-pt layup from 1 ft,,35,47
177,2,4:20.0,,D. McDermott misses 3-pt jump shot from 24 ft,35,47
178,2,4:20.0,,Offensive rebound by Team,35,47
179,2,4:20.0,Loose ball foul by D. Šarić (drawn by S. Adams),,35,47
180,2,4:17.0,Violation by S. Long (def goaltending),,35,47
181,2,4:17.0,,D. McDermott makes 2-pt layup from 1 ft (assist by J. Grant),35,49
182,2,4:07.0,Personal foul by J. Grant (drawn by D. Šarić),,35,49
183,2,4:00.0,S. Long misses 3-pt jump shot from 24 ft,,35,49
184,2,3:59.0,Offensive rebound by D. Šarić,,35,49
185,2,3:57.0,D. Šarić makes 2-pt layup from 2 ft,,37,49
186,2,3:43.0,,R. Westbrook makes 2-pt layup from 1 ft,37,51
187,2,3:33.0,N. Stauskas makes 3-pt jump shot from 23 ft,,40,51
188,2,3:17.0,,D. McDermott makes 3-pt jump shot from 25 ft (assist by R. Westbrook),40,54
189,2,2:57.0,T. McConnell makes 2-pt jump shot from 6 ft,,42,54
190,2,2:46.0,,Shooting foul by S. Long (drawn by R. Westbrook),42,54
191,2,2:46.0,,Oklahoma City full timeout,42,54
192,2,2:46.0,,R. Westbrook makes free throw 1 of 2,42,55
193,2,2:46.0,,A. Roberson enters the game for D. McDermott,42,54
194,2,2:46.0,G. Henderson enters the game for T. Luwawu-Cabarrot,,42,54
195,2,2:46.0,,R. Westbrook makes free throw 2 of 2,42,56
196,2,2:27.0,N. Stauskas makes 3-pt jump shot from 23 ft,,45,56
197,2,2:21.0,,Personal take foul by N. Stauskas (drawn by A. Roberson),45,56
198,2,2:21.0,,A. Roberson makes free throw 1 of 2,45,57
199,2,2:21.0,,A. Roberson misses free throw 2 of 2,45,57
200,2,2:21.0,,Offensive rebound by S. Adams,45,57
201,2,2:19.0,,Personal foul by T. McConnell (drawn by S. Adams),45,57
202,2,2:19.0,,S. Adams misses free throw 1 of 2,45,57
203,2,2:19.0,,Offensive rebound by Team,45,57
204,2,2:19.0,,S. Adams misses free throw 2 of 2,45,57
205,2,2:19.0,S. Rodríguez enters the game for T. McConnell,,45,57
206,2,2:18.0,,Offensive rebound by Team,45,57
207,2,2:13.0,,V. Oladipo misses 3-pt jump shot from 23 ft,45,57
208,2,2:12.0,Defensive rebound by Team,,45,57
209,2,2:12.0,,Loose ball foul by S. Adams (drawn by S. Rodríguez),45,57
210,2,2:02.0,Turnover by N. Stauskas (lost ball),,45,57
211,2,1:46.0,,A. Roberson misses 3-pt jump shot from 22 ft,45,57
212,2,1:46.0,,Offensive rebound by J. Grant,45,57
213,2,1:43.0,,J. Grant misses 2-pt layup from 2 ft,45,57
214,2,1:41.0,,Offensive rebound by S. Adams,45,57
215,2,1:41.0,,S. Adams misses 2-pt layup from 1 ft,45,57
216,2,1:40.0,Defensive rebound by S. Long,,45,57
217,2,1:30.0,N. Stauskas makes 3-pt jump shot from 24 ft (assist by D. Šarić),,48,57
218,2,1:18.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),48,60
219,2,1:08.0,Personal foul by V. Oladipo (drawn by D. Šarić),,48,60
220,2,1:08.0,D. Šarić makes free throw 1 of 2,,49,60
221,2,1:08.0,D. Šarić makes free throw 2 of 2,,50,60
222,2,1:00.0,,Turnover by R. Westbrook (bad pass),50,60
223,2,0:45.0,N. Stauskas misses 3-pt jump shot from 22 ft,,50,60
224,2,0:44.0,,Defensive rebound by A. Roberson,50,60
225,2,0:26.0,,Shooting foul by G. Henderson (drawn by V. Oladipo),50,60
226,2,0:26.0,,V. Oladipo makes free throw 1 of 3,50,61
227,2,0:26.0,,V. Oladipo makes free throw 2 of 3,50,62
228,2,0:26.0,,V. Oladipo makes free throw 3 of 3,50,63
229,2,0:22.0,Philadelphia full timeout,,50,63
230,2,0:22.0,,S. Christon enters the game for V. Oladipo,50,63
231,2,0:22.0,R. Covington enters the game for S. Long,,50,63
232,2,0:03.0,G. Henderson misses 3-pt jump shot from 24 ft,,50,63
233,2,0:02.0,,Defensive rebound by A. Roberson,50,63
234,3,11:48.0,J. Okafor makes 2-pt dunk at rim (assist by G. Henderson),,52,63
235,3,11:24.0,,R. Westbrook makes 2-pt jump shot from 10 ft,52,65
236,3,11:09.0,Turnover by D. Šarić (bad pass; steal by V. Oladipo),,52,65
237,3,11:04.0,,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),52,67
238,3,10:38.0,D. Šarić misses 2-pt jump shot from 19 ft,,52,67
239,3,10:38.0,,Defensive rebound by Team,52,67
240,3,10:32.0,,V. Oladipo makes 2-pt dunk at rim (assist by R. Westbrook),52,69
241,3,10:31.0,Philadelphia full timeout,,52,69
242,3,10:07.0,G. Henderson misses 2-pt layup from 1 ft,,52,69
243,3,10:06.0,,Defensive rebound by R. Westbrook,52,69
244,3,9:51.0,,S. Adams makes 2-pt layup from 1 ft (assist by T. Gibson),52,71
245,3,9:24.0,G. Henderson misses 3-pt jump shot from 25 ft,,52,71
246,3,9:23.0,,Defensive rebound by R. Westbrook,52,71
247,3,9:10.0,,T. Gibson makes 2-pt jump shot from 14 ft (assist by R. Westbrook),52,73
248,3,8:43.0,T. McConnell misses 2-pt jump shot from 3 ft (block by R. Westbrook),,52,73
249,3,8:43.0,Offensive rebound by Team,,52,73
250,3,8:41.0,D. Šarić misses 2-pt jump shot from 14 ft,,52,73
251,3,8:39.0,,Defensive rebound by R. Westbrook,52,73
252,3,8:34.0,,V. Oladipo makes 3-pt jump shot from 23 ft (assist by R. Westbrook),52,76
253,3,8:32.0,Philadelphia full timeout,,52,76
254,3,8:18.0,Turnover by D. Šarić (bad pass; steal by A. Roberson),,52,76
255,3,8:14.0,,A. Roberson makes 2-pt dunk at rim,52,78
256,3,7:44.0,G. Henderson makes 2-pt layup from 1 ft,,54,78
257,3,7:25.0,,T. Gibson misses 2-pt hook shot from 4 ft,54,78
258,3,7:24.0,,Offensive rebound by T. Gibson,54,78
259,3,7:22.0,,T. Gibson makes 2-pt layup from 1 ft,54,80
260,3,7:08.0,D. Šarić misses 3-pt jump shot from 24 ft,,54,80
261,3,7:08.0,,Defensive rebound by R. Westbrook,54,80
262,3,7:04.0,,T. Gibson makes 2-pt dunk at rim (assist by R. Westbrook),54,82
263,3,6:42.0,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),,57,82
264,3,6:29.0,,V. Oladipo makes 2-pt jump shot from 10 ft (assist by R. Westbrook),57,84
265,3,6:12.0,G. Henderson misses 3-pt jump shot from 22 ft,,57,84
266,3,6:11.0,,Defensive rebound by R. Westbrook,57,84
267,3,6:06.0,,Turnover by R. Westbrook (bad pass; steal by T. McConnell),57,84
268,3,5:59.0,R. Holmes enters the game for J. Okafor,,57,84
269,3,5:59.0,N. Stauskas enters the game for G. Henderson,,57,84
270,3,5:48.0,Shooting foul by R. Westbrook (drawn by R. Holmes),,57,84
271,3,5:48.0,R. Holmes makes free throw 1 of 2,,58,84
272,3,5:48.0,R. Holmes misses free throw 2 of 2,,58,84
273,3,5:48.0,,Defensive rebound by T. Gibson,58,84
274,3,5:48.0,,Á. Abrines enters the game for V. Oladipo,58,84
275,3,5:32.0,,Turnover by R. Westbrook (bad pass; steal by D. Šarić),58,84
276,3,5:27.0,R. Holmes makes 2-pt dunk at rim (assist by D. Šarić),,60,84
277,3,5:12.0,,A. Roberson misses 2-pt layup from 1 ft,60,84
278,3,5:11.0,Defensive rebound by R. Covington,,60,84
279,3,5:03.0,R. Holmes misses 2-pt dunk at rim (block by A. Roberson),,60,84
280,3,5:02.0,,Defensive rebound by Á. Abrines,60,84
281,3,4:47.0,,T. Gibson makes 2-pt layup from 1 ft,60,86
282,3,4:36.0,N. Stauskas makes 2-pt dunk at rim (assist by T. McConnell),,62,86
283,3,4:35.0,,Oklahoma City full timeout,62,86
284,3,4:35.0,,E. Freedom enters the game for T. Gibson,62,86
285,3,4:09.0,,A. Roberson misses 2-pt jump shot from 7 ft,62,86
286,3,4:09.0,,Offensive rebound by S. Adams,62,86
287,3,4:05.0,,S. Adams misses 2-pt layup from 1 ft,62,86
288,3,4:04.0,,Offensive rebound by E. Freedom,62,86
289,3,4:04.0,,E. Freedom makes 2-pt layup from 1 ft,62,88
290,3,3:50.0,R. Holmes misses 2-pt layup from 1 ft,,62,88
291,3,3:49.0,,Defensive rebound by E. Freedom,62,88
292,3,3:35.0,,Á. Abrines makes 3-pt jump shot from 26 ft (assist by R. Westbrook),62,91
293,3,3:18.0,R. Holmes makes 2-pt jump shot from 11 ft (assist by T. McConnell),,64,91
294,3,2:56.0,,Á. Abrines misses 2-pt jump shot from 21 ft,64,91
295,3,2:54.0,,Offensive rebound by A. Roberson,64,91
296,3,2:54.0,,A. Roberson misses 2-pt layup from 2 ft,64,91
297,3,2:54.0,,Offensive rebound by S. Adams,64,91
298,3,2:53.0,,Shooting foul by R. Covington (drawn by S. Adams),64,91
299,3,2:53.0,,S. Adams misses free throw 1 of 2,64,91
300,3,2:53.0,,Offensive rebound by Team,64,91
301,3,2:53.0,,S. Adams misses free throw 2 of 2,64,91
302,3,2:53.0,Defensive rebound by Team,,64,91
303,3,2:53.0,,Loose ball foul by E. Freedom (drawn by R. Holmes),64,91
304,3,2:53.0,S. Rodríguez enters the game for D. Šarić,,64,91
305,3,2:53.0,T. Luwawu-Cabarrot enters the game for T. McConnell,,64,91
306,3,2:53.0,,D. Sabonis enters the game for S. Adams,64,91
307,3,2:39.0,Shooting foul by D. Sabonis (drawn by R. Covington),,64,91
308,3,2:39.0,R. Covington makes free throw 1 of 2,,65,91
309,3,2:39.0,,S. Christon enters the game for R. Westbrook,65,91
310,3,2:39.0,R. Covington makes free throw 2 of 2,,66,91
311,3,2:17.0,,Á. Abrines misses 3-pt jump shot from 25 ft,66,91
312,3,2:15.0,Defensive rebound by R. Holmes,,66,91
313,3,2:05.0,R. Holmes makes 2-pt hook shot from 9 ft (assist by T. Luwawu-Cabarrot),,68,91
314,3,1:39.0,,Turnover by D. Sabonis (bad pass),68,91
315,3,1:39.0,,V. Oladipo enters the game for A. Roberson,68,91
316,3,1:23.0,R. Covington misses 2-pt jump shot from 5 ft,,68,91
317,3,1:23.0,,Defensive rebound by Á. Abrines,68,91
318,3,1:05.0,,V. Oladipo misses 3-pt jump shot from 24 ft,68,91
319,3,1:05.0,,Offensive rebound by E. Freedom,68,91
320,3,1:03.0,,Personal foul by R. Holmes (drawn by E. Freedom),68,91
321,3,1:03.0,S. Long enters the game for R. Holmes,,68,91
322,3,0:58.0,,V. Oladipo makes 2-pt layup from 2 ft,68,93
323,3,0:44.0,R. Covington misses 3-pt jump shot from 25 ft,,68,93
324,3,0:43.0,,Defensive rebound by Team,68,93
325,3,0:43.0,Loose ball foul by T. Luwawu-Cabarrot (drawn by Á. Abrines),,68,93
326,3,0:43.0,,Á. Abrines makes free throw 1 of 2,68,94
327,3,0:43.0,,Á. Abrines makes free throw 2 of 2,68,95
328,3,0:31.0,S. Long makes 2-pt layup from 1 ft (assist by S. Rodríguez),,70,95
329,3,0:19.0,,V. Oladipo misses 2-pt jump shot from 14 ft,70,95
330,3,0:18.0,Defensive rebound by S. Long,,70,95
331,3,0:00.0,T. Luwawu-Cabarrot misses 2-pt jump shot from 15 ft,,70,95
332,3,0:00.0,Offensive rebound by Team,,70,95
333,4,11:47.0,,S. Christon makes 2-pt layup at rim (assist by D. Sabonis),70,97
334,4,11:21.0,J. Anderson makes 2-pt jump shot from 4 ft,,72,97
335,4,11:07.0,,D. Sabonis misses 2-pt layup from 2 ft,72,97
336,4,11:06.0,,Offensive rebound by E. Freedom,72,97
337,4,11:06.0,,Shooting foul by S. Long (drawn by E. Freedom),72,97
338,4,11:06.0,,E. Freedom misses free throw 1 of 2,72,97
339,4,11:06.0,,Offensive rebound by Team,72,97
340,4,11:06.0,,E. Freedom makes free throw 2 of 2,72,98
341,4,10:43.0,N. Stauskas misses 2-pt layup from 3 ft,,72,98
342,4,10:43.0,,Defensive rebound by Team,72,98
343,4,10:43.0,Loose ball foul by S. Long (drawn by E. Freedom),,72,98
344,4,10:43.0,R. Holmes enters the game for S. Long,,72,98
345,4,10:25.0,,E. Freedom makes 2-pt layup at rim,72,100
346,4,10:11.0,R. Holmes makes 2-pt jump shot from 17 ft (assist by T. Luwawu-Cabarrot),,74,100
347,4,9:46.0,,Turnover by S. Christon (bad pass),74,100
348,4,9:35.0,S. Rodríguez misses 3-pt jump shot from 24 ft,,74,100
349,4,9:34.0,,Defensive rebound by D. Sabonis,74,100
350,4,9:23.0,,Turnover by V. Oladipo (lost ball),74,100
351,4,9:13.0,N. Stauskas misses 3-pt jump shot from 25 ft,,74,100
352,4,9:13.0,,Defensive rebound by E. Freedom,74,100
353,4,9:04.0,,S. Christon makes 2-pt layup from 1 ft,74,102
354,4,9:03.0,Philadelphia full timeout,,74,102
355,4,8:49.0,J. Anderson misses 2-pt jump shot from 15 ft,,74,102
356,4,8:48.0,,Defensive rebound by S. Christon,74,102
357,4,8:29.0,,S. Christon misses 3-pt jump shot from 24 ft,74,102
358,4,8:29.0,,Offensive rebound by Team,74,102
359,4,8:29.0,,Personal foul by R. Holmes (drawn by E. Freedom),74,102
360,4,8:29.0,,N. Collison enters the game for E. Freedom,74,102
361,4,8:24.0,,V. Oladipo makes 2-pt layup from 1 ft (assist by N. Collison),74,104
362,4,7:58.0,Turnover by Team (shot clock),,74,104
363,4,7:47.0,,Á. Abrines misses 3-pt jump shot from 25 ft,74,104
364,4,7:45.0,,Offensive rebound by D. Sabonis,74,104
365,4,7:45.0,,Shooting foul by J. Anderson (drawn by D. Sabonis),74,104
366,4,7:45.0,,D. Sabonis makes free throw 1 of 2,74,105
367,4,7:45.0,,D. Sabonis misses free throw 2 of 2,74,105
368,4,7:45.0,,D. McDermott enters the game for Á. Abrines,74,105
369,4,7:44.0,Defensive rebound by J. Anderson,,74,105
370,4,7:31.0,S. Rodríguez makes 2-pt layup from 2 ft,,76,105
371,4,7:09.0,,S. Christon makes 2-pt jump shot from 15 ft,76,107
372,4,7:00.0,J. Anderson misses 3-pt jump shot from 24 ft,,76,107
373,4,6:59.0,,Defensive rebound by N. Collison,76,107
374,4,6:47.0,,Turnover by D. Sabonis (offensive foul),76,107
375,4,6:47.0,,Offensive foul by D. Sabonis (drawn by J. Anderson),76,107
376,4,6:29.0,Shooting foul by D. Sabonis (drawn by J. Anderson),,76,107
377,4,6:29.0,J. Anderson makes free throw 1 of 2,,77,107
