,QUARTER,TIME_REMAINING,ATLANTA_ACTION,ORLANDO_ACTION,ATLANTA_SCORE,ORLANDO_SCORE
40,1,6:24.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by E. Payton),10,17
41,1,6:23.0,Atlanta full timeout,,10,17
42,1,6:08.0,Turnover by D. Howard (3 sec),,10,17
43,1,5:53.0,,N. Vučević misses 2-pt hook shot from 7 ft,10,17
44,1,5:53.0,Defensive rebound by K. Bazemore,,10,17
45,1,5:36.0,M. Delaney misses 3-pt jump shot from 24 ft,,10,17
46,1,5:34.0,,Defensive rebound by N. Vučević,10,17
47,1,5:29.0,,Personal foul by P. Millsap (drawn by A. Gordon),10,17
48,1,5:29.0,T. Sefolosha enters the game for K. Bazemore,,10,17
49,1,5:17.0,,N. Vučević makes 2-pt layup at rim (assist by A. Gordon),10,19
50,1,5:04.0,Shooting foul by N. Vučević (drawn by D. Howard),,10,19
51,1,5:04.0,D. Howard misses free throw 1 of 2,,10,19
52,1,5:04.0,Offensive rebound by Team,,10,19
53,1,5:04.0,D. Howard misses free throw 2 of 2,,10,19
54,1,5:04.0,E. İlyasova enters the game for P. Millsap,,10,19
55,1,5:03.0,,Defensive rebound by A. Gordon,10,19
56,1,4:57.0,,Shooting block foul by D. Howard (drawn by E. Fournier),10,19
57,1,4:57.0,,E. Fournier makes free throw 1 of 2,10,20
58,1,4:57.0,D. Schröder enters the game for M. Delaney,,10,20
59,1,4:57.0,,E. Fournier makes free throw 2 of 2,10,21
60,1,4:35.0,E. İlyasova misses 2-pt layup from 1 ft,,10,21
61,1,4:35.0,Offensive rebound by Team,,10,21
62,1,4:35.0,,M. Hezonja enters the game for T. Ross,10,21
63,1,4:32.0,D. Schröder misses 2-pt jump shot from 20 ft (block by E. Payton),,10,21
64,1,4:32.0,Offensive rebound by Team,,10,21
65,1,4:32.0,Turnover by Team (shot clock),,10,21
66,1,4:22.0,Offensive charge foul by A. Gordon (drawn by E. İlyasova),,10,21
67,1,4:22.0,,Turnover by A. Gordon (offensive foul),10,21
68,1,4:06.0,T. Sefolosha makes 2-pt layup from 1 ft (assist by D. Schröder),,12,21
69,1,3:40.0,,Shooting foul by T. Sefolosha (drawn by E. Payton),12,21
70,1,3:40.0,,E. Payton misses free throw 1 of 2,12,21
71,1,3:40.0,,Offensive rebound by Team,12,21
72,1,3:40.0,,E. Payton makes free throw 2 of 2,12,22
73,1,3:24.0,D. Howard makes 2-pt layup from 3 ft (assist by T. Sefolosha),,14,22
74,1,3:15.0,,A. Gordon misses 3-pt jump shot from 25 ft,14,22
75,1,3:14.0,Defensive rebound by T. Hardaway,,14,22
76,1,3:10.0,Shooting foul by E. Fournier (drawn by E. İlyasova),,14,22
77,1,3:10.0,,Orlando full timeout,14,22
78,1,3:10.0,E. İlyasova misses free throw 1 of 2,,14,22
79,1,3:10.0,Offensive rebound by Team,,14,22
80,1,3:10.0,P. Millsap enters the game for D. Howard,,14,22
81,1,3:10.0,,J. Green enters the game for A. Gordon,14,22
82,1,3:10.0,E. İlyasova makes free throw 2 of 2,,15,22
83,1,3:02.0,,Turnover by N. Vučević (bad pass; steal by T. Sefolosha),15,22
84,1,2:56.0,T. Sefolosha makes 2-pt dunk at rim,,17,22
85,1,2:36.0,,N. Vučević misses 2-pt jump shot from 21 ft,17,22
86,1,2:36.0,Defensive rebound by D. Schröder,,17,22
87,1,2:25.0,T. Hardaway misses 3-pt jump shot from 24 ft,,17,22
88,1,2:25.0,,Defensive rebound by N. Vučević,17,22
89,1,2:11.0,,Turnover by N. Vučević (3 sec),17,22
90,1,2:11.0,T. Prince enters the game for T. Hardaway,,17,22
91,1,2:11.0,,D. Augustin enters the game for N. Vučević,17,22
92,1,2:11.0,,B. Biyombo enters the game for E. Payton,17,22
93,1,1:56.0,D. Schröder misses 2-pt jump shot from 15 ft,,17,22
94,1,1:55.0,,Defensive rebound by B. Biyombo,17,22
95,1,1:46.0,,D. Augustin misses 3-pt jump shot from 25 ft,17,22
96,1,1:46.0,Defensive rebound by D. Schröder,,17,22
97,1,1:38.0,D. Schröder makes 2-pt layup from 1 ft,,19,22
98,1,1:16.0,,E. Fournier misses 2-pt jump shot from 12 ft,19,22
99,1,1:15.0,Defensive rebound by E. İlyasova,,19,22
100,1,1:03.0,P. Millsap misses 3-pt jump shot from 23 ft,,19,22
101,1,1:02.0,,Defensive rebound by E. Fournier,19,22
102,1,0:53.0,,Turnover by E. Fournier (bad pass),19,22
103,1,0:34.0,D. Schröder misses 2-pt layup from 3 ft,,19,22
104,1,0:32.0,,Defensive rebound by M. Hezonja,19,22
105,1,0:11.0,,J. Green misses 3-pt jump shot from 24 ft,19,22
106,1,0:10.0,Defensive rebound by T. Prince,,19,22
107,1,0:02.0,Offensive foul by E. İlyasova (drawn by J. Green),,19,22
108,1,0:02.0,Turnover by E. İlyasova (offensive foul),,19,22
109,1,0:02.0,M. Muscala enters the game for P. Millsap,,19,22
110,2,11:46.0,Turnover by T. Prince (bad pass; steal by J. Green),,19,22
111,2,11:46.0,,Personal foul by E. İlyasova (drawn by J. Green),19,22
112,2,11:36.0,,B. Biyombo makes 2-pt dunk at rim (assist by M. Hezonja),19,24
113,2,11:22.0,E. İlyasova makes 2-pt jump shot from 13 ft (assist by T. Sefolosha),,21,24
114,2,11:04.0,,T. Ross misses 2-pt layup from 1 ft,21,24
115,2,11:04.0,Defensive rebound by E. İlyasova,,21,24
116,2,10:48.0,T. Sefolosha misses 3-pt jump shot from 24 ft (block by B. Biyombo),,21,24
117,2,10:47.0,,Defensive rebound by M. Hezonja,21,24
118,2,10:35.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by M. Hezonja),21,27
119,2,10:16.0,T. Sefolosha misses 2-pt layup from 2 ft,,21,27
120,2,10:16.0,,Defensive rebound by J. Green,21,27
121,2,10:09.0,,T. Ross misses 3-pt jump shot from 26 ft,21,27
122,2,10:09.0,Defensive rebound by E. İlyasova,,21,27
123,2,9:57.0,T. Prince makes 3-pt jump shot from 25 ft (assist by E. İlyasova),,24,27
124,2,9:36.0,,M. Hezonja misses 3-pt jump shot from 24 ft,24,27
125,2,9:35.0,Defensive rebound by D. Schröder,,24,27
126,2,9:30.0,D. Schröder makes 3-pt jump shot from 25 ft,,27,27
127,2,9:09.0,,M. Hezonja misses 2-pt jump shot from 23 ft,27,27
128,2,9:08.0,Defensive rebound by P. Millsap,,27,27
129,2,9:01.0,D. Schröder makes 2-pt jump shot from 17 ft,,29,27
130,2,9:00.0,,Orlando full timeout,29,27
131,2,9:00.0,D. Howard enters the game for P. Millsap,,29,27
132,2,9:00.0,K. Bazemore enters the game for T. Sefolosha,,29,27
133,2,8:48.0,,Turnover by B. Biyombo (bad pass),29,27
134,2,8:32.0,E. İlyasova misses 2-pt jump shot from 8 ft (block by B. Biyombo),,29,27
135,2,8:31.0,,Defensive rebound by T. Ross,29,27
136,2,8:27.0,,D. Augustin makes 3-pt jump shot from 26 ft (assist by T. Ross),29,30
137,2,8:15.0,Personal foul by J. Green (drawn by D. Howard),,29,30
138,2,8:12.0,T. Hardaway enters the game for E. İlyasova,,29,30
139,2,8:04.0,Turnover by K. Bazemore (bad pass; steal by T. Ross),,29,30
140,2,7:52.0,,M. Hezonja misses 3-pt jump shot from 23 ft,29,30
141,2,7:51.0,Defensive rebound by D. Howard,,29,30
142,2,7:43.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Schröder),,32,30
143,2,7:28.0,,Offensive foul by B. Biyombo (drawn by D. Schröder),32,30
144,2,7:28.0,,Turnover by B. Biyombo (offensive foul),32,30
145,2,7:18.0,D. Schröder misses 2-pt jump shot from 9 ft,,32,30
146,2,7:17.0,Offensive rebound by D. Howard,,32,30
147,2,7:17.0,Shooting foul by M. Hezonja (drawn by D. Howard),,32,30
148,2,7:17.0,,Technical foul by Team,32,30
149,2,7:17.0,D. Schröder makes technical free throw,,33,30
150,2,7:17.0,D. Howard makes free throw 1 of 2,,34,30
151,2,7:17.0,M. Delaney enters the game for D. Schröder,,34,30
152,2,7:17.0,D. Howard makes free throw 2 of 2,,35,30
153,2,6:59.0,,Shooting foul by T. Hardaway (drawn by J. Green),35,30
154,2,6:59.0,,J. Green makes free throw 1 of 2,35,31
155,2,6:59.0,,J. Green makes free throw 2 of 2,35,32
156,2,6:45.0,K. Bazemore makes 2-pt jump shot from 17 ft,,37,32
157,2,6:29.0,,B. Biyombo misses 2-pt layup from 3 ft (block by T. Prince),37,32
158,2,6:28.0,Defensive rebound by D. Howard,,37,32
159,2,6:22.0,T. Prince misses 2-pt layup from 1 ft,,37,32
160,2,6:21.0,,Defensive rebound by B. Biyombo,37,32
161,2,6:14.0,,Turnover by J. Green (lost ball; steal by T. Hardaway),37,32
162,2,6:09.0,K. Bazemore misses 2-pt layup at rim,,37,32
163,2,6:08.0,Offensive rebound by T. Prince,,37,32
164,2,6:08.0,T. Prince makes 2-pt layup from 2 ft,,39,32
165,2,6:08.0,,Orlando full timeout,39,32
166,2,6:08.0,,N. Vučević enters the game for J. Green,39,32
167,2,6:08.0,,E. Payton enters the game for D. Augustin,39,32
168,2,6:08.0,,A. Gordon enters the game for B. Biyombo,39,32
169,2,5:52.0,Official timeout,,39,32
170,2,5:52.0,,E. Fournier enters the game for M. Hezonja,39,32
171,2,5:44.0,,E. Fournier misses 3-pt jump shot from 25 ft,39,32
172,2,5:43.0,Defensive rebound by D. Howard,,39,32
173,2,5:23.0,M. Delaney makes 2-pt jump shot from 21 ft,,41,32
174,2,5:07.0,P. Millsap enters the game for T. Prince,,41,32
175,2,5:00.0,,A. Gordon misses 2-pt layup from 2 ft,41,32
176,2,5:00.0,Defensive rebound by D. Howard,,41,32
177,2,4:53.0,Personal foul by E. Payton (drawn by T. Hardaway),,41,32
178,2,4:53.0,D. Schröder enters the game for M. Delaney,,41,32
179,2,4:44.0,T. Hardaway misses 2-pt jump shot from 19 ft,,41,32
180,2,4:43.0,,Defensive rebound by T. Ross,41,32
181,2,4:33.0,,E. Payton misses 2-pt layup from 2 ft,41,32
182,2,4:32.0,,Offensive rebound by E. Payton,41,32
183,2,4:32.0,,E. Payton misses 2-pt layup from 1 ft,41,32
184,2,4:30.0,Defensive rebound by D. Howard,,41,32
185,2,4:24.0,P. Millsap misses 3-pt jump shot from 26 ft,,41,32
186,2,4:23.0,,Defensive rebound by Team,41,32
187,2,4:23.0,Loose ball foul by D. Howard (drawn by N. Vučević),,41,32
188,2,4:12.0,,T. Ross misses 2-pt jump shot from 18 ft,41,32
189,2,4:11.0,Defensive rebound by P. Millsap,,41,32
190,2,4:00.0,D. Schröder misses 2-pt layup from 2 ft (block by T. Ross),,41,32
191,2,3:58.0,,Defensive rebound by N. Vučević,41,32
192,2,3:51.0,,E. Fournier misses 3-pt jump shot from 25 ft,41,32
193,2,3:51.0,,Offensive rebound by N. Vučević,41,32
194,2,3:51.0,,N. Vučević makes 2-pt layup from 2 ft,41,34
195,2,3:51.0,,Shooting foul by D. Howard (drawn by N. Vučević),41,34
196,2,3:51.0,,N. Vučević makes free throw 1 of 1,41,35
197,2,3:34.0,K. Bazemore misses 3-pt jump shot from 23 ft,,41,35
198,2,3:33.0,,Defensive rebound by Team,41,35
199,2,3:11.0,,A. Gordon makes 2-pt layup from 2 ft (assist by E. Payton),41,37
200,2,3:11.0,,Away from play foul by D. Howard (drawn by N. Vučević),41,37
201,2,3:11.0,Atlanta full timeout,,41,37
202,2,3:11.0,T. Prince enters the game for D. Howard,,41,37
203,2,3:11.0,E. İlyasova enters the game for K. Bazemore,,41,37
204,2,3:11.0,,N. Vučević makes free throw 1 of 1,41,38
205,2,2:53.0,D. Schröder misses 3-pt jump shot from 25 ft,,41,38
206,2,2:52.0,Offensive rebound by E. İlyasova,,41,38
207,2,2:49.0,E. İlyasova misses 2-pt layup from 1 ft,,41,38
208,2,2:49.0,,Defensive rebound by N. Vučević,41,38
209,2,2:35.0,,T. Ross makes 3-pt jump shot from 27 ft (assist by E. Payton),41,41
210,2,2:13.0,T. Hardaway makes 2-pt dunk at rim (assist by E. İlyasova),,43,41
211,2,1:58.0,,E. Payton makes 2-pt jump shot from 9 ft,43,43
212,2,1:39.0,Turnover by D. Schröder (bad pass; steal by N. Vučević),,43,43
213,2,1:35.0,,E. Payton makes 2-pt layup from 3 ft (assist by A. Gordon),43,45
214,2,1:18.0,P. Millsap misses 2-pt layup from 2 ft,,43,45
215,2,1:17.0,,Defensive rebound by N. Vučević,43,45
216,2,1:05.0,,N. Vučević misses 3-pt jump shot from 25 ft,43,45
217,2,1:05.0,Defensive rebound by E. İlyasova,,43,45
218,2,0:52.0,P. Millsap misses 2-pt jump shot from 17 ft,,43,45
219,2,0:52.0,,Defensive rebound by A. Gordon,43,45
220,2,0:32.0,,E. Payton misses 2-pt jump shot from 4 ft,43,45
221,2,0:32.0,,Offensive rebound by N. Vučević,43,45
222,2,0:31.0,,N. Vučević makes 2-pt layup from 3 ft,43,47
223,2,0:09.0,P. Millsap makes 3-pt jump shot from 24 ft (assist by D. Schröder),,46,47
224,2,0:00.0,,Shooting foul by P. Millsap (drawn by E. Payton),46,47
225,2,0:00.0,,E. Payton makes free throw 1 of 2,46,48
226,2,0:00.0,,E. Payton makes free throw 2 of 2,46,49
227,3,11:47.0,D. Howard misses 2-pt hook shot from 9 ft,,46,49
228,3,11:47.0,,Defensive rebound by E. Payton,46,49
229,3,11:30.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by A. Gordon),46,51
230,3,11:04.0,T. Hardaway misses 3-pt jump shot from 25 ft,,46,51
231,3,11:03.0,,Defensive rebound by E. Payton,46,51
232,3,10:53.0,,Turnover by E. Fournier (bad pass),46,51
233,3,10:48.0,Personal block foul by N. Vučević (drawn by D. Schröder),,46,51
234,3,10:39.0,K. Bazemore misses 2-pt layup from 2 ft,,46,51
235,3,10:38.0,Offensive rebound by D. Howard,,46,51
236,3,10:38.0,Shooting foul by E. Fournier (drawn by D. Howard),,46,51
237,3,10:38.0,D. Howard misses free throw 1 of 2,,46,51
238,3,10:38.0,Offensive rebound by Team,,46,51
239,3,10:38.0,D. Howard makes free throw 2 of 2,,47,51
240,3,10:30.0,,T. Ross makes 3-pt jump shot from 26 ft,47,54
241,3,10:14.0,D. Howard misses 2-pt layup from 1 ft,,47,54
242,3,10:14.0,,Defensive rebound by E. Payton,47,54
243,3,10:09.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),47,56
244,3,9:53.0,D. Howard makes 2-pt dunk at rim (assist by D. Schröder),,49,56
245,3,9:47.0,,Orlando full timeout,49,56
246,3,9:47.0,,B. Biyombo enters the game for N. Vučević,49,56
247,3,9:32.0,,A. Gordon makes 2-pt jump shot from 15 ft,49,58
248,3,9:19.0,Personal foul by A. Gordon (drawn by P. Millsap),,49,58
249,3,9:19.0,P. Millsap makes free throw 1 of 2,,50,58
250,3,9:19.0,,N. Vučević enters the game for B. Biyombo,50,58
251,3,9:19.0,P. Millsap makes free throw 2 of 2,,51,58
252,3,9:11.0,,Shooting foul by D. Schröder (drawn by E. Payton),51,58
253,3,9:11.0,,E. Payton makes free throw 1 of 2,51,59
254,3,9:11.0,,E. Payton makes free throw 2 of 2,51,60
255,3,9:01.0,Turnover by T. Hardaway (lost ball; steal by A. Gordon),,51,60
256,3,8:42.0,,N. Vučević makes 2-pt jump shot from 21 ft (assist by E. Payton),51,62
257,3,8:26.0,D. Howard makes 2-pt layup from 1 ft (assist by P. Millsap),,53,62
258,3,8:26.0,Shooting foul by E. Fournier (drawn by D. Howard),,53,62
259,3,8:26.0,D. Howard misses free throw 1 of 1,,53,62
260,3,8:25.0,,Defensive rebound by A. Gordon,53,62
261,3,8:10.0,,N. Vučević misses 2-pt jump shot from 20 ft,53,62
262,3,8:09.0,Defensive rebound by P. Millsap,,53,62
263,3,8:04.0,E. İlyasova enters the game for D. Howard,,53,62
264,3,7:52.0,E. İlyasova misses 2-pt layup from 1 ft,,53,62
265,3,7:51.0,Offensive rebound by E. İlyasova,,53,62
266,3,7:51.0,E. İlyasova misses 2-pt layup from 1 ft,,53,62
267,3,7:50.0,Offensive rebound by E. İlyasova,,53,62
268,3,7:50.0,E. İlyasova misses 2-pt layup from 1 ft,,53,62
269,3,7:48.0,,Defensive rebound by E. Fournier,53,62
270,3,7:41.0,,Shooting foul by K. Bazemore (drawn by A. Gordon),53,62
271,3,7:41.0,,A. Gordon makes free throw 1 of 2,53,63
272,3,7:41.0,,A. Gordon makes free throw 2 of 2,53,64
273,3,7:30.0,D. Schröder misses 2-pt layup at rim (block by E. Payton),,53,64
274,3,7:28.0,Offensive rebound by K. Bazemore,,53,64
275,3,7:26.0,K. Bazemore misses 2-pt layup from 1 ft (block by N. Vučević),,53,64
276,3,7:25.0,,Defensive rebound by N. Vučević,53,64
277,3,7:20.0,,N. Vučević misses 3-pt jump shot from 25 ft,53,64
278,3,7:20.0,Defensive rebound by K. Bazemore,,53,64
279,3,7:17.0,Turnover by K. Bazemore (bad pass),,53,64
280,3,7:06.0,Violation by D. Schröder (kicked ball),,53,64
281,3,6:53.0,,E. Fournier misses 3-pt jump shot from 25 ft,53,64
282,3,6:52.0,Defensive rebound by P. Millsap,,53,64
283,3,6:46.0,K. Bazemore misses 2-pt layup from 2 ft,,53,64
284,3,6:44.0,,Defensive rebound by N. Vučević,53,64
285,3,6:41.0,,E. Payton misses 2-pt layup from 2 ft (block by P. Millsap),53,64
286,3,6:41.0,Defensive rebound by Team,,53,64
287,3,6:25.0,P. Millsap makes 2-pt layup from 2 ft (assist by D. Schröder),,55,64
288,3,6:12.0,,T. Ross makes 2-pt jump shot from 13 ft,55,66
289,3,5:55.0,Turnover by P. Millsap (bad pass; steal by A. Gordon),,55,66
290,3,5:49.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by E. Payton),55,69
291,3,5:49.0,Atlanta full timeout,,55,69
292,3,5:49.0,T. Sefolosha enters the game for K. Bazemore,,55,69
293,3,5:37.0,D. Schröder misses 3-pt jump shot from 26 ft,,55,69
294,3,5:37.0,,Defensive rebound by E. Payton,55,69
295,3,5:28.0,,E. Payton misses 2-pt layup from 3 ft (block by D. Schröder),55,69
296,3,5:28.0,,Offensive rebound by E. Payton,55,69
297,3,5:22.0,,T. Ross misses 3-pt jump shot from 25 ft,55,69
298,3,5:22.0,Defensive rebound by D. Schröder,,55,69
299,3,5:11.0,Turnover by E. İlyasova (lost ball),,55,69
300,3,4:56.0,,A. Gordon makes 2-pt dunk at rim (assist by N. Vučević),55,71
301,3,4:34.0,T. Hardaway misses 3-pt jump shot from 26 ft,,55,71
302,3,4:33.0,,Defensive rebound by E. Payton,55,71
303,3,4:25.0,,N. Vučević misses 2-pt jump shot from 23 ft,55,71
304,3,4:24.0,Defensive rebound by T. Hardaway,,55,71
305,3,4:17.0,T. Hardaway makes 2-pt layup from 1 ft,,57,71
306,3,4:01.0,,E. Fournier misses 3-pt jump shot from 26 ft,57,71
307,3,4:01.0,Defensive rebound by E. İlyasova,,57,71
308,3,3:54.0,Personal foul by T. Ross (drawn by T. Hardaway),,57,71
309,3,3:54.0,T. Hardaway misses free throw 1 of 2,,57,71
310,3,3:54.0,Offensive rebound by Team,,57,71
311,3,3:54.0,,M. Hezonja enters the game for T. Ross,57,71
312,3,3:54.0,T. Hardaway makes free throw 2 of 2,,58,71
313,3,3:37.0,,E. Fournier misses 2-pt jump shot from 10 ft,58,71
314,3,3:36.0,Defensive rebound by P. Millsap,,58,71
315,3,3:33.0,Shooting foul by N. Vučević (drawn by P. Millsap),,58,71
316,3,3:33.0,P. Millsap makes free throw 1 of 2,,59,71
317,3,3:33.0,P. Millsap makes free throw 2 of 2,,60,71
318,3,3:25.0,,Shooting foul by P. Millsap (drawn by E. Payton),60,71
319,3,3:25.0,,E. Payton makes free throw 1 of 2,60,72
320,3,3:25.0,,J. Green enters the game for A. Gordon,60,72
321,3,3:25.0,,E. Payton makes free throw 2 of 2,60,73
322,3,3:13.0,Turnover by T. Hardaway (lost ball; steal by E. Fournier),,60,73
323,3,3:07.0,,M. Hezonja makes 2-pt layup from 2 ft,60,75
324,3,3:00.0,Personal block foul by M. Hezonja (drawn by D. Schröder),,60,75
325,3,3:00.0,D. Schröder makes free throw 1 of 2,,61,75
326,3,3:00.0,D. Schröder misses free throw 2 of 2,,61,75
327,3,3:00.0,T. Prince enters the game for T. Hardaway,,61,75
328,3,2:58.0,,Defensive rebound by E. Payton,61,75
329,3,2:35.0,,J. Green makes 3-pt jump shot from 25 ft (assist by E. Fournier),61,78
330,3,2:18.0,Turnover by P. Millsap (lost ball; steal by E. Payton),,61,78
331,3,2:12.0,,M. Hezonja misses 2-pt dunk at rim,61,78
332,3,2:10.0,,Offensive rebound by E. Payton,61,78
333,3,2:10.0,,E. Payton makes 2-pt layup from 2 ft,61,80
334,3,1:52.0,P. Millsap makes 2-pt jump shot from 10 ft (assist by D. Schröder),,63,80
335,3,1:29.0,,N. Vučević misses 2-pt layup at rim,63,80
336,3,1:28.0,Defensive rebound by E. İlyasova,,63,80
337,3,1:07.0,D. Schröder makes 2-pt jump shot from 18 ft,,65,80
338,3,0:50.0,,Personal foul by E. İlyasova (drawn by J. Green),65,80
339,3,0:50.0,D. Howard enters the game for P. Millsap,,65,80
340,3,0:50.0,,D. Augustin enters the game for E. Fournier,65,80
341,3,0:50.0,,B. Biyombo enters the game for N. Vučević,65,80
342,3,0:48.0,Offensive charge foul by M. Hezonja (drawn by E. İlyasova),,65,80
343,3,0:48.0,,Turnover by M. Hezonja (offensive foul),65,80
344,3,0:30.0,D. Schröder misses 2-pt jump shot from 19 ft,,65,80
345,3,0:29.0,,Defensive rebound by M. Hezonja,65,80
346,3,0:05.0,,B. Biyombo misses 2-pt jump shot from 8 ft,65,80
347,3,0:05.0,Defensive rebound by D. Howard,,65,80
348,3,0:00.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,65,80
349,3,0:00.0,Offensive rebound by Team,,65,80
350,4,11:46.0,,Offensive foul by B. Biyombo (drawn by D. Schröder),65,80
351,4,11:46.0,,Turnover by B. Biyombo (offensive foul),65,80
352,4,11:31.0,Personal foul by J. Green (drawn by D. Howard),,65,80
353,4,11:23.0,D. Schröder misses 2-pt jump shot from 11 ft,,65,80
354,4,11:23.0,,Defensive rebound by M. Hezonja,65,80
355,4,11:12.0,,E. Fournier enters the game for T. Ross,65,80
356,4,10:59.0,,D. Augustin misses 2-pt jump shot from 19 ft,65,80
357,4,10:58.0,Defensive rebound by D. Howard,,65,80
358,4,10:48.0,D. Schröder misses 3-pt jump shot from 24 ft,,65,80
359,4,10:47.0,,Defensive rebound by E. Fournier,65,80
360,4,10:31.0,,E. Fournier misses 3-pt jump shot from 22 ft,65,80
361,4,10:31.0,Defensive rebound by T. Prince,,65,80
362,4,10:20.0,T. Prince makes 3-pt jump shot from 26 ft (assist by D. Schröder),,68,80
363,4,9:54.0,,D. Augustin makes 3-pt jump shot from 26 ft,68,83
364,4,9:38.0,D. Schröder misses 2-pt jump shot from 8 ft,,68,83
365,4,9:38.0,,Defensive rebound by J. Green,68,83
366,4,9:33.0,,M. Hezonja makes 2-pt dunk at rim (assist by D. Augustin),68,85
367,4,9:32.0,Atlanta full timeout,,68,85
368,4,9:32.0,,T. Ross enters the game for E. Fournier,68,85
369,4,9:32.0,T. Sefolosha enters the game for D. Schröder,,68,85
370,4,9:24.0,Turnover by K. Bazemore (bad pass),,68,85
371,4,9:08.0,,T. Ross makes 2-pt jump shot from 15 ft,68,87
372,4,9:00.0,T. Hardaway misses 3-pt jump shot from 26 ft,,68,87
373,4,9:00.0,Offensive rebound by T. Hardaway,,68,87
374,4,8:57.0,T. Hardaway makes 2-pt jump shot from 9 ft,,70,87
375,4,8:35.0,,T. Ross makes 2-pt jump shot from 16 ft,70,89
376,4,8:21.0,Personal foul by B. Biyombo (drawn by D. Howard),,70,89
377,4,8:13.0,Shooting foul by J. Green (drawn by D. Howard),,70,89
378,4,8:13.0,D. Howard misses free throw 1 of 2,,70,89
379,4,8:13.0,Offensive rebound by Team,,70,89
380,4,8:13.0,D. Howard misses free throw 2 of 2,,70,89
381,4,8:13.0,,Defensive rebound by J. Green,70,89
382,4,8:01.0,,T. Ross makes 2-pt jump shot from 15 ft (assist by D. Augustin),70,91
383,4,7:46.0,Personal foul by T. Ross (drawn by K. Bazemore),,70,91
384,4,7:33.0,T. Hardaway makes 2-pt jump shot from 5 ft,,72,91
385,4,7:10.0,,D. Augustin makes 2-pt jump shot from 19 ft,72,93
386,4,6:59.0,T. Sefolosha makes 2-pt layup from 2 ft (assist by D. Howard),,74,93
