,QUARTER,TIME_REMAINING,PHOENIX_ACTION,INDIANA_ACTION,PHOENIX_SCORE,INDIANA_SCORE
52,1,5:25.0,,A. Jefferson misses 2-pt jump shot from 9 ft,16,10
53,1,5:24.0,Defensive rebound by M. Chriss,,16,10
54,1,5:14.0,D. Booker misses 3-pt jump shot from 25 ft,,16,10
55,1,5:13.0,,Defensive rebound by A. Jefferson,16,10
56,1,5:03.0,,M. Ellis makes 2-pt layup from 2 ft,16,12
57,1,4:44.0,M. Chriss misses 2-pt layup from 2 ft (block by T. Young),,16,12
58,1,4:42.0,Offensive rebound by A. Williams,,16,12
59,1,4:39.0,A. Williams makes 2-pt hook shot from 5 ft,,18,12
60,1,4:22.0,,A. Jefferson makes 2-pt jump shot from 6 ft (assist by M. Ellis),18,14
61,1,4:22.0,Violation by M. Chriss (def goaltending),,18,14
62,1,4:08.0,B. Knight misses 2-pt layup from 1 ft,,18,14
63,1,4:08.0,,Defensive rebound by T. Young,18,14
64,1,3:55.0,,J. Teague misses 2-pt jump shot from 3 ft,18,14
65,1,3:54.0,,Offensive rebound by A. Jefferson,18,14
66,1,3:34.0,,A. Jefferson makes 2-pt layup from 1 ft,18,16
67,1,3:21.0,A. Williams makes 2-pt jump shot from 10 ft (assist by B. Knight),,20,16
68,1,2:57.0,,A. Jefferson makes 2-pt jump shot from 17 ft (assist by J. Teague),20,18
69,1,2:55.0,Personal take foul by J. Teague (drawn by B. Knight),,20,18
70,1,2:55.0,Phoenix full timeout,,20,18
71,1,2:55.0,J. Dudley enters the game for T. Warren,,20,18
72,1,2:55.0,P. Tucker enters the game for M. Chriss,,20,18
73,1,2:55.0,,L. Allen enters the game for C. Miles,20,18
74,1,2:55.0,,G. Robinson enters the game for T. Young,20,18
75,1,2:55.0,,R. Stuckey enters the game for J. Teague,20,18
76,1,2:42.0,D. Booker makes 2-pt jump shot from 20 ft (assist by J. Dudley),,22,18
77,1,2:25.0,,M. Ellis misses 2-pt jump shot from 18 ft,22,18
78,1,2:24.0,Defensive rebound by A. Williams,,22,18
79,1,2:05.0,B. Knight makes 2-pt jump shot from 14 ft,,24,18
80,1,1:51.0,,Turnover by M. Ellis (bad pass; steal by A. Williams),24,18
81,1,1:39.0,B. Knight makes 3-pt jump shot from 26 ft (assist by J. Dudley),,27,18
82,1,1:21.0,,R. Stuckey misses 2-pt layup from 2 ft,27,18
83,1,1:20.0,Defensive rebound by A. Williams,,27,18
84,1,1:09.0,B. Knight misses 2-pt layup from 3 ft (block by A. Jefferson),,27,18
85,1,1:09.0,Offensive rebound by Team,,27,18
86,1,1:07.0,Offensive foul by A. Williams (drawn by R. Stuckey),,27,18
87,1,1:07.0,Turnover by A. Williams (offensive foul),,27,18
88,1,1:07.0,,A. Brooks enters the game for M. Ellis,27,18
89,1,1:07.0,E. Bledsoe enters the game for D. Booker,,27,18
90,1,0:54.0,,Offensive foul by R. Stuckey (drawn by B. Knight),27,18
91,1,0:54.0,,Turnover by R. Stuckey (offensive foul),27,18
92,1,0:44.0,B. Knight misses 2-pt jump shot from 10 ft,,27,18
93,1,0:42.0,Offensive rebound by Team,,27,18
94,1,0:36.0,E. Bledsoe misses 2-pt jump shot from 8 ft,,27,18
95,1,0:35.0,,Defensive rebound by R. Stuckey,27,18
96,1,0:30.0,Offensive charge foul by R. Stuckey (drawn by B. Knight),,27,18
97,1,0:30.0,,Turnover by R. Stuckey (offensive foul),27,18
98,1,0:13.0,Personal block foul by L. Allen (drawn by E. Bledsoe),,27,18
99,1,0:00.0,E. Bledsoe misses 2-pt jump shot from 18 ft,,27,18
100,1,0:00.0,Offensive rebound by Team,,27,18
101,2,11:35.0,,R. Stuckey makes 2-pt jump shot from 22 ft,27,20
102,2,11:22.0,B. Knight misses 2-pt jump shot from 20 ft,,27,20
103,2,11:21.0,,Defensive rebound by M. Turner,27,20
104,2,11:15.0,,R. Stuckey misses 2-pt layup from 1 ft,27,20
105,2,11:14.0,,Offensive rebound by L. Allen,27,20
106,2,11:14.0,,L. Allen makes 2-pt layup from 1 ft,27,22
107,2,11:13.0,Phoenix full timeout,,27,22
108,2,11:13.0,A. Len enters the game for A. Williams,,27,22
109,2,11:01.0,J. Dudley makes 3-pt jump shot from 27 ft (assist by B. Knight),,30,22
110,2,10:40.0,,Turnover by R. Stuckey (lost ball; steal by L. Barbosa),30,22
111,2,10:36.0,L. Barbosa misses 2-pt layup from 1 ft (block by G. Robinson),,30,22
112,2,10:36.0,Offensive rebound by Team,,30,22
113,2,10:24.0,P. Tucker misses 3-pt jump shot from 24 ft,,30,22
114,2,10:23.0,,Defensive rebound by L. Allen,30,22
115,2,10:11.0,,A. Brooks makes 2-pt layup at rim,30,24
116,2,10:05.0,P. Tucker makes 2-pt layup from 1 ft (assist by B. Knight),,32,24
117,2,9:52.0,,M. Turner makes 2-pt layup from 2 ft (assist by A. Brooks),32,26
118,2,9:39.0,A. Len misses 2-pt jump shot from 9 ft,,32,26
119,2,9:39.0,,Defensive rebound by G. Robinson,32,26
120,2,9:30.0,,Turnover by A. Brooks (bad pass; steal by P. Tucker),32,26
121,2,9:21.0,L. Barbosa makes 3-pt jump shot from 23 ft (assist by J. Dudley),,35,26
122,2,9:06.0,,A. Brooks misses 2-pt jump shot from 18 ft,35,26
123,2,9:05.0,Defensive rebound by A. Len,,35,26
124,2,8:53.0,P. Tucker misses 3-pt jump shot from 24 ft,,35,26
125,2,8:52.0,,Defensive rebound by A. Brooks,35,26
126,2,8:47.0,,Turnover by A. Brooks (bad pass; steal by B. Knight),35,26
127,2,8:38.0,J. Dudley makes 3-pt jump shot from 25 ft (assist by B. Knight),,38,26
128,2,8:35.0,,Indiana full timeout,38,26
129,2,8:35.0,,M. Ellis enters the game for L. Allen,38,26
130,2,8:35.0,,T. Young enters the game for R. Stuckey,38,26
131,2,8:35.0,,J. Teague enters the game for A. Brooks,38,26
132,2,8:25.0,,Turnover by J. Teague (bad pass; steal by P. Tucker),38,26
133,2,8:23.0,Turnover by B. Knight (traveling),,38,26
134,2,7:58.0,,M. Ellis misses 2-pt jump shot from 20 ft,38,26
135,2,7:58.0,Defensive rebound by P. Tucker,,38,26
136,2,7:46.0,J. Dudley makes 2-pt layup from 1 ft (assist by A. Len),,40,26
137,2,7:33.0,,J. Teague makes 2-pt jump shot from 19 ft,40,28
138,2,7:33.0,,Shooting foul by B. Knight (drawn by J. Teague),40,28
139,2,7:33.0,,G. Niang enters the game for G. Robinson,40,28
140,2,7:33.0,,J. Teague makes free throw 1 of 1,40,29
141,2,7:18.0,L. Barbosa misses 3-pt jump shot from 23 ft,,40,29
142,2,7:18.0,,Defensive rebound by M. Turner,40,29
143,2,7:04.0,,G. Niang misses 2-pt jump shot from 8 ft,40,29
144,2,7:03.0,,Offensive rebound by T. Young,40,29
145,2,7:01.0,,T. Young makes 2-pt layup from 1 ft,40,31
146,2,6:45.0,L. Barbosa makes 2-pt jump shot from 18 ft,,42,31
147,2,6:29.0,,Personal foul by B. Knight (drawn by J. Teague),42,31
148,2,6:21.0,,T. Young misses 2-pt jump shot from 18 ft,42,31
149,2,6:20.0,Defensive rebound by P. Tucker,,42,31
150,2,6:03.0,J. Dudley misses 2-pt layup from 1 ft (block by M. Turner),,42,31
151,2,6:02.0,,Defensive rebound by G. Niang,42,31
152,2,5:55.0,,T. Young makes 2-pt jump shot from 10 ft (assist by G. Niang),42,33
153,2,5:41.0,B. Knight misses 3-pt jump shot from 24 ft,,42,33
154,2,5:39.0,Offensive rebound by J. Dudley,,42,33
155,2,5:39.0,J. Dudley makes 2-pt layup from 1 ft,,44,33
156,2,5:26.0,,T. Young makes 3-pt jump shot from 29 ft (assist by J. Teague),44,36
157,2,5:02.0,P. Tucker makes 2-pt layup from 1 ft,,46,36
158,2,4:42.0,,M. Turner makes 2-pt jump shot from 18 ft (assist by M. Ellis),46,38
159,2,4:22.0,Offensive foul by A. Len (drawn by M. Turner),,46,38
160,2,4:22.0,Turnover by A. Len (offensive foul),,46,38
161,2,4:22.0,E. Bledsoe enters the game for B. Knight,,46,38
162,2,4:22.0,D. Booker enters the game for L. Barbosa,,46,38
163,2,4:12.0,,Personal foul by D. Booker (drawn by M. Ellis),46,38
164,2,4:07.0,,Personal foul by D. Booker (drawn by M. Ellis),46,38
165,2,4:03.0,,Personal foul by E. Bledsoe (drawn by J. Teague),46,38
166,2,4:03.0,Technical foul by E. Bledsoe,,46,38
167,2,4:03.0,,J. Teague misses technical free throw,46,38
168,2,4:03.0,,Offensive rebound by Team,46,38
169,2,4:03.0,,J. Teague makes free throw 1 of 2,46,39
170,2,4:03.0,,J. Teague makes free throw 2 of 2,46,40
171,2,3:43.0,Turnover by A. Len (lost ball; steal by T. Young),,46,40
172,2,3:39.0,,M. Ellis makes 2-pt layup from 1 ft (assist by T. Young),46,42
173,2,3:39.0,Phoenix full timeout,,46,42
174,2,3:25.0,Shooting foul by M. Ellis (drawn by D. Booker),,46,42
175,2,3:25.0,D. Booker makes free throw 1 of 2,,47,42
176,2,3:25.0,D. Booker makes free throw 2 of 2,,48,42
177,2,3:05.0,,M. Ellis misses 2-pt jump shot from 19 ft,48,42
178,2,3:04.0,Defensive rebound by E. Bledsoe,,48,42
179,2,2:56.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,48,42
180,2,2:55.0,,Defensive rebound by T. Young,48,42
181,2,2:46.0,Official timeout,,48,42
182,2,2:31.0,,G. Niang misses 2-pt layup from 1 ft (block by A. Len),48,42
183,2,2:30.0,Defensive rebound by J. Dudley,,48,42
184,2,2:18.0,D. Booker makes 2-pt jump shot from 9 ft (assist by J. Dudley),,50,42
185,2,2:02.0,,J. Teague makes 2-pt layup from 2 ft,50,44
186,2,1:47.0,J. Dudley misses 3-pt jump shot from 25 ft,,50,44
187,2,1:47.0,,Defensive rebound by M. Turner,50,44
188,2,1:40.0,,Shooting foul by A. Len (drawn by M. Ellis),50,44
189,2,1:40.0,,M. Ellis makes free throw 1 of 2,50,45
190,2,1:40.0,,M. Ellis makes free throw 2 of 2,50,46
191,2,1:27.0,P. Tucker misses 2-pt layup from 1 ft,,50,46
192,2,1:25.0,Offensive rebound by A. Len,,50,46
193,2,1:24.0,A. Len makes 2-pt layup from 1 ft,,52,46
194,2,1:15.0,,Offensive foul by M. Turner (drawn by D. Booker),52,46
195,2,1:15.0,,Turnover by M. Turner (offensive foul),52,46
196,2,1:04.0,E. Bledsoe makes 2-pt jump shot from 18 ft,,54,46
197,2,0:50.0,,T. Young misses 2-pt jump shot from 17 ft,54,46
198,2,0:49.0,Defensive rebound by A. Len,,54,46
199,2,0:38.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,54,46
200,2,0:37.0,Offensive rebound by A. Len,,54,46
201,2,0:33.0,D. Booker makes 3-pt jump shot from 24 ft (assist by J. Dudley),,57,46
202,2,0:33.0,,Indiana full timeout,57,46
203,2,0:25.0,,M. Turner misses 2-pt layup from 2 ft (block by A. Len),57,46
204,2,0:25.0,Defensive rebound by D. Booker,,57,46
205,2,0:07.0,E. Bledsoe misses 2-pt layup from 1 ft,,57,46
206,2,0:06.0,,Defensive rebound by Team,57,46
207,2,0:06.0,Loose ball foul by A. Len (drawn by G. Niang),,57,46
208,2,0:06.0,Technical foul by A. Len,,57,46
209,2,0:06.0,,M. Ellis makes technical free throw,57,47
210,2,0:06.0,,G. Niang makes free throw 1 of 2,57,48
211,2,0:06.0,,G. Niang makes free throw 2 of 2,57,49
212,2,0:01.0,,Offensive charge foul by E. Bledsoe (drawn by G. Niang),57,49
213,2,0:01.0,Turnover by E. Bledsoe (offensive foul),,57,49
214,2,0:01.0,,G. Robinson enters the game for G. Niang,57,49
215,2,0:00.0,,M. Ellis misses 3-pt jump shot from 25 ft,57,49
216,2,0:00.0,,Offensive rebound by Team,57,49
217,3,11:54.0,,Turnover by J. Teague (bad pass),57,49
218,3,11:39.0,D. Booker misses 2-pt jump shot from 12 ft (block by M. Ellis),,57,49
219,3,11:38.0,,Defensive rebound by M. Ellis,57,49
220,3,11:25.0,,G. Robinson misses 2-pt jump shot from 5 ft,57,49
221,3,11:24.0,Defensive rebound by A. Len,,57,49
222,3,11:19.0,D. Booker misses 3-pt jump shot from 25 ft,,57,49
223,3,11:18.0,,Defensive rebound by G. Robinson,57,49
224,3,11:10.0,,Shooting block foul by D. Booker (drawn by J. Teague),57,49
225,3,11:10.0,,J. Teague misses free throw 1 of 2,57,49
226,3,11:10.0,,Offensive rebound by Team,57,49
227,3,11:10.0,,J. Teague makes free throw 2 of 2,57,50
228,3,11:03.0,Turnover by E. Bledsoe (lost ball),,57,50
229,3,10:52.0,,J. Teague makes 2-pt jump shot from 10 ft,57,52
230,3,10:41.0,E. Bledsoe misses 2-pt jump shot from 12 ft (block by J. Teague),,57,52
231,3,10:41.0,,Defensive rebound by Team,57,52
232,3,10:41.0,Loose ball foul by E. Bledsoe (drawn by J. Teague),,57,52
233,3,10:41.0,B. Knight enters the game for E. Bledsoe,,57,52
234,3,10:32.0,,M. Turner makes 2-pt jump shot from 21 ft (assist by J. Teague),57,54
235,3,10:32.0,Phoenix full timeout,,57,54
236,3,10:18.0,M. Chriss makes 2-pt jump shot from 19 ft (assist by D. Booker),,59,54
237,3,9:59.0,,G. Robinson makes 2-pt jump shot from 16 ft (assist by M. Turner),59,56
238,3,9:38.0,Turnover by B. Knight (bad pass; steal by M. Ellis),,59,56
239,3,9:35.0,,G. Robinson makes 2-pt dunk at rim (assist by M. Ellis),59,58
240,3,9:35.0,,Shooting foul by M. Chriss (drawn by G. Robinson),59,58
241,3,9:35.0,,G. Robinson makes free throw 1 of 1,59,59
242,3,9:22.0,D. Booker misses 2-pt jump shot from 11 ft (block by M. Turner),,59,59
243,3,9:21.0,Offensive rebound by Team,,59,59
244,3,9:14.0,Shooting foul by M. Turner (drawn by M. Chriss),,59,59
245,3,9:14.0,M. Chriss misses free throw 1 of 2,,59,59
246,3,9:14.0,Offensive rebound by Team,,59,59
247,3,9:14.0,M. Chriss makes free throw 2 of 2,,60,59
248,3,8:58.0,,M. Ellis misses 2-pt jump shot from 17 ft,60,59
249,3,8:58.0,Defensive rebound by A. Len,,60,59
250,3,8:52.0,M. Chriss misses 2-pt dunk at rim,,60,59
251,3,8:50.0,,Defensive rebound by J. Teague,60,59
252,3,8:42.0,,Turnover by J. Teague (bad pass; steal by A. Len),60,59
253,3,8:36.0,Shooting foul by T. Young (drawn by D. Booker),,60,59
254,3,8:36.0,D. Booker makes free throw 1 of 2,,61,59
255,3,8:36.0,D. Booker makes free throw 2 of 2,,62,59
256,3,8:35.0,,Personal take foul by M. Chriss (drawn by J. Teague),62,59
257,3,8:35.0,L. Barbosa enters the game for D. Booker,,62,59
258,3,8:18.0,,G. Robinson makes 2-pt jump shot from 18 ft,62,61
259,3,7:56.0,B. Knight misses 2-pt jump shot from 19 ft,,62,61
260,3,7:56.0,,Defensive rebound by Team,62,61
261,3,7:45.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by J. Teague),62,63
262,3,7:22.0,M. Chriss makes 2-pt layup from 1 ft,,64,63
263,3,7:04.0,,Shooting foul by A. Len (drawn by M. Turner),64,63
264,3,7:04.0,,M. Turner makes free throw 1 of 2,64,64
265,3,7:04.0,A. Williams enters the game for A. Len,,64,64
266,3,7:04.0,D. Booker enters the game for L. Barbosa,,64,64
267,3,7:04.0,,M. Turner makes free throw 2 of 2,64,65
268,3,6:42.0,D. Booker misses 3-pt jump shot from 26 ft,,64,65
269,3,6:40.0,Offensive rebound by A. Williams,,64,65
270,3,6:40.0,A. Williams misses 2-pt layup from 1 ft,,64,65
271,3,6:39.0,Offensive rebound by P. Tucker,,64,65
272,3,6:35.0,B. Knight misses 3-pt jump shot from 26 ft,,64,65
273,3,6:35.0,Offensive rebound by P. Tucker,,64,65
274,3,6:32.0,P. Tucker makes 2-pt layup from 1 ft,,66,65
275,3,6:16.0,,M. Ellis misses 2-pt jump shot from 3 ft (block by M. Chriss),66,65
276,3,6:15.0,,Offensive rebound by M. Turner,66,65
277,3,6:15.0,,Shooting foul by M. Chriss (drawn by M. Turner),66,65
278,3,6:15.0,,M. Turner makes 2-pt layup from 2 ft,66,67
279,3,6:15.0,,M. Turner misses free throw 1 of 1,66,67
280,3,6:15.0,Defensive rebound by A. Williams,,66,67
281,3,6:00.0,B. Knight makes 2-pt layup from 1 ft,,68,67
282,3,5:41.0,,M. Turner misses 2-pt jump shot from 15 ft,68,67
283,3,5:40.0,Defensive rebound by P. Tucker,,68,67
284,3,5:34.0,Shooting foul by M. Turner (drawn by B. Knight),,68,67
285,3,5:34.0,B. Knight makes free throw 1 of 2,,69,67
286,3,5:34.0,,K. Séraphin enters the game for M. Turner,69,67
287,3,5:34.0,B. Knight makes free throw 2 of 2,,70,67
288,3,5:26.0,,Shooting foul by A. Williams (drawn by K. Séraphin),70,67
289,3,5:26.0,,K. Séraphin makes free throw 1 of 2,70,68
290,3,5:26.0,,K. Séraphin makes free throw 2 of 2,70,69
291,3,5:10.0,M. Chriss makes 2-pt jump shot from 12 ft (assist by B. Knight),,72,69
292,3,5:02.0,,Shooting block foul by M. Chriss (drawn by M. Ellis),72,69
293,3,5:02.0,,M. Ellis makes free throw 1 of 2,72,70
294,3,5:02.0,J. Dudley enters the game for M. Chriss,,72,70
295,3,5:02.0,,M. Ellis makes free throw 2 of 2,72,71
296,3,4:54.0,Personal foul by J. Teague (drawn by B. Knight),,72,71
297,3,4:54.0,,G. Niang enters the game for G. Robinson,72,71
298,3,4:48.0,D. Booker misses 2-pt jump shot from 12 ft,,72,71
299,3,4:47.0,Offensive rebound by P. Tucker,,72,71
300,3,4:45.0,Shooting foul by G. Niang (drawn by P. Tucker),,72,71
301,3,4:45.0,P. Tucker makes free throw 1 of 2,,73,71
302,3,4:45.0,P. Tucker misses free throw 2 of 2,,73,71
303,3,4:45.0,Offensive rebound by A. Williams,,73,71
304,3,4:43.0,A. Williams makes 2-pt layup from 1 ft,,75,71
305,3,4:29.0,,M. Ellis misses 2-pt jump shot from 19 ft,75,71
306,3,4:28.0,Defensive rebound by A. Williams,,75,71
307,3,4:13.0,B. Knight makes 3-pt jump shot from 30 ft (assist by A. Williams),,78,71
308,3,4:11.0,,Indiana full timeout,78,71
309,3,4:11.0,,R. Stuckey enters the game for M. Ellis,78,71
310,3,3:59.0,,Personal foul by B. Knight (drawn by J. Teague),78,71
311,3,3:59.0,,J. Teague makes free throw 1 of 2,78,72
312,3,3:59.0,,L. Allen enters the game for T. Young,78,72
313,3,3:59.0,,J. Teague makes free throw 2 of 2,78,73
314,3,3:38.0,D. Booker misses 3-pt jump shot from 24 ft,,78,73
315,3,3:36.0,Offensive rebound by P. Tucker,,78,73
316,3,3:30.0,B. Knight misses 2-pt jump shot from 20 ft,,78,73
317,3,3:28.0,Offensive rebound by P. Tucker,,78,73
318,3,3:22.0,B. Knight makes 3-pt jump shot from 24 ft (assist by D. Booker),,81,73
319,3,2:59.0,,J. Teague misses 3-pt jump shot from 26 ft,81,73
320,3,2:58.0,Defensive rebound by J. Dudley,,81,73
321,3,2:56.0,Turnover by J. Dudley (bad pass; steal by J. Teague),,81,73
322,3,2:53.0,,Shooting foul by P. Tucker (drawn by J. Teague),81,73
323,3,2:53.0,,J. Teague makes free throw 1 of 2,81,74
324,3,2:53.0,L. Barbosa enters the game for D. Booker,,81,74
325,3,2:53.0,,J. Teague makes free throw 2 of 2,81,75
326,3,2:36.0,B. Knight makes 2-pt layup at rim,,83,75
327,3,2:23.0,,Personal foul by B. Knight (drawn by J. Teague),83,75
328,3,2:23.0,,J. Teague misses free throw 1 of 2,83,75
329,3,2:23.0,,Offensive rebound by Team,83,75
330,3,2:23.0,T. Ulis enters the game for B. Knight,,83,75
331,3,2:23.0,,J. Teague makes free throw 2 of 2,83,76
332,3,2:13.0,L. Barbosa misses 2-pt jump shot from 17 ft,,83,76
333,3,2:12.0,,Defensive rebound by L. Allen,83,76
334,3,2:01.0,,L. Allen makes 2-pt jump shot from 18 ft (assist by J. Teague),83,78
335,3,1:46.0,Shooting foul by G. Niang (drawn by J. Dudley),,83,78
336,3,1:46.0,J. Dudley makes free throw 1 of 2,,84,78
337,3,1:46.0,,A. Brooks enters the game for J. Teague,84,78
338,3,1:46.0,J. Dudley makes free throw 2 of 2,,85,78
339,3,1:35.0,,R. Stuckey misses 2-pt jump shot from 17 ft,85,78
340,3,1:31.0,Defensive rebound by J. Dudley,,85,78
341,3,1:31.0,Phoenix full timeout,,85,78
342,3,1:18.0,T. Ulis makes 2-pt jump shot from 14 ft,,87,78
343,3,0:52.0,,K. Séraphin makes 2-pt jump shot from 20 ft (assist by A. Brooks),87,80
344,3,0:33.0,P. Tucker misses 3-pt jump shot from 23 ft,,87,80
345,3,0:30.0,,Defensive rebound by A. Brooks,87,80
346,3,0:23.0,,L. Allen misses 2-pt jump shot from 17 ft,87,80
347,3,0:21.0,,Offensive rebound by K. Séraphin,87,80
348,3,0:21.0,,K. Séraphin misses 2-pt layup at rim,87,80
349,3,0:20.0,,Offensive rebound by K. Séraphin,87,80
350,3,0:20.0,,K. Séraphin makes 2-pt layup at rim,87,82
351,3,0:04.0,Personal foul by G. Niang (drawn by T. Ulis),,87,82
352,3,0:04.0,T. Ulis makes free throw 1 of 2,,88,82
353,3,0:04.0,T. Ulis makes free throw 2 of 2,,89,82
354,3,0:01.0,,Turnover by R. Stuckey (lost ball; steal by T. Ulis),89,82
355,4,11:46.0,P. Tucker misses 2-pt jump shot from 6 ft (block by K. Séraphin),,89,82
356,4,11:44.0,Offensive rebound by A. Williams,,89,82
357,4,11:44.0,Shooting foul by L. Allen (drawn by A. Williams),,89,82
358,4,11:44.0,A. Williams makes free throw 1 of 2,,90,82
359,4,11:44.0,A. Williams misses free throw 2 of 2,,90,82
360,4,11:44.0,Offensive rebound by J. Dudley,,90,82
361,4,11:22.0,T. Ulis misses 2-pt jump shot from 14 ft,,90,82
362,4,11:22.0,,Defensive rebound by G. Niang,90,82
363,4,11:10.0,,A. Brooks misses 2-pt layup from 3 ft (block by A. Williams),90,82
364,4,11:09.0,Defensive rebound by L. Barbosa,,90,82
365,4,11:00.0,J. Dudley makes 2-pt jump shot from 18 ft,,92,82
366,4,10:44.0,,A. Brooks makes 2-pt jump shot from 12 ft,92,84
367,4,10:31.0,Personal foul by A. Brooks (drawn by T. Ulis),,92,84
368,4,10:31.0,,G. Robinson enters the game for G. Niang,92,84
369,4,10:21.0,J. Dudley misses 2-pt jump shot from 18 ft,,92,84
370,4,10:19.0,,Defensive rebound by G. Robinson,92,84
371,4,10:12.0,,Personal foul by T. Ulis (drawn by A. Brooks),92,84
372,4,10:03.0,,A. Brooks misses 3-pt jump shot from 26 ft,92,84
373,4,10:03.0,,Offensive rebound by L. Allen,92,84
374,4,10:03.0,Loose ball foul by A. Williams (drawn by L. Allen),,92,84
375,4,9:56.0,,Turnover by L. Allen (lost ball; steal by A. Williams),92,84
376,4,9:48.0,L. Barbosa makes 2-pt jump shot from 18 ft,,94,84
377,4,9:34.0,,Personal foul by T. Ulis (drawn by A. Brooks),94,84
378,4,9:34.0,,T. Young enters the game for L. Allen,94,84
379,4,9:27.0,,A. Brooks misses 2-pt jump shot from 12 ft,94,84
380,4,9:27.0,Defensive rebound by P. Tucker,,94,84
381,4,9:20.0,Personal foul by A. Brooks (drawn by J. Dudley),,94,84
382,4,9:20.0,,M. Turner enters the game for K. Séraphin,94,84
383,4,9:20.0,,M. Ellis enters the game for R. Stuckey,94,84
384,4,9:07.0,P. Tucker misses 2-pt layup from 2 ft,,94,84
385,4,9:06.0,,Defensive rebound by M. Turner,94,84
386,4,8:55.0,,Turnover by G. Robinson (bad pass; steal by T. Ulis),94,84
387,4,8:41.0,Personal foul by M. Ellis (drawn by L. Barbosa),,94,84
388,4,8:41.0,Official timeout,,94,84
