,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MEMPHIS_ACTION,HOUSTON_SCORE,MEMPHIS_SCORE
0,1,11:43.0,M. Harrell misses 2-pt dunk at rim (block by M. Gasol),,0,0
1,1,11:40.0,,Defensive rebound by M. Gasol,0,0
2,1,11:21.0,,M. Gasol misses 2-pt jump shot from 21 ft,0,0
3,1,11:20.0,Defensive rebound by P. Beverley,,0,0
4,1,11:10.0,T. Ariza misses 3-pt jump shot from 24 ft,,0,0
5,1,11:09.0,,Defensive rebound by M. Gasol,0,0
6,1,11:02.0,,M. Conley misses 3-pt jump shot from 25 ft,0,0
7,1,11:00.0,,Offensive rebound by J. Green,0,0
8,1,10:50.0,,Turnover by T. Allen (lost ball; steal by S. Dekker),0,0
9,1,10:43.0,,Violation by T. Allen (kicked ball),0,0
10,1,10:35.0,T. Ariza misses 3-pt jump shot from 26 ft,,0,0
11,1,10:34.0,,Defensive rebound by C. Parsons,0,0
12,1,10:19.0,,T. Allen misses 2-pt layup at rim,0,0
13,1,10:18.0,,Offensive rebound by T. Allen,0,0
14,1,10:18.0,,T. Allen misses 2-pt layup from 2 ft,0,0
15,1,10:16.0,,Offensive rebound by J. Green,0,0
16,1,10:16.0,,J. Green misses 2-pt layup from 2 ft,0,0
17,1,10:14.0,,Offensive rebound by J. Green,0,0
18,1,10:13.0,,J. Green misses 2-pt layup from 2 ft (block by J. Harden),0,0
19,1,10:11.0,Defensive rebound by J. Harden,,0,0
20,1,10:07.0,J. Harden makes 2-pt layup from 1 ft,,2,0
21,1,10:07.0,Shooting foul by M. Conley (drawn by J. Harden),,2,0
22,1,10:07.0,J. Harden makes free throw 1 of 1,,3,0
23,1,9:50.0,,M. Gasol makes 2-pt jump shot from 6 ft,3,2
24,1,9:40.0,P. Beverley misses 3-pt jump shot from 25 ft,,3,2
25,1,9:39.0,,Defensive rebound by J. Green,3,2
26,1,9:34.0,,Turnover by M. Conley (lost ball; steal by J. Harden),3,2
27,1,9:27.0,S. Dekker makes 2-pt layup from 2 ft (assist by J. Harden),,5,2
28,1,9:12.0,,C. Parsons makes 2-pt jump shot from 12 ft (assist by M. Conley),5,4
29,1,8:53.0,M. Harrell makes 2-pt dunk at rim (assist by J. Harden),,7,4
30,1,8:46.0,,Memphis full timeout,7,4
31,1,8:35.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by C. Parsons),7,7
32,1,8:30.0,Turnover by J. Harden (bad pass; steal by T. Allen),,7,7
33,1,8:24.0,,T. Allen misses 3-pt jump shot from 25 ft,7,7
34,1,8:21.0,Defensive rebound by S. Dekker,,7,7
35,1,8:02.0,P. Beverley misses 3-pt jump shot from 24 ft,,7,7
36,1,8:01.0,,Defensive rebound by T. Allen,7,7
37,1,7:53.0,,C. Parsons makes 3-pt jump shot from 27 ft (assist by J. Green),7,10
38,1,7:40.0,Shooting foul by J. Green (drawn by J. Harden),,7,10
39,1,7:40.0,J. Harden makes free throw 1 of 2,,8,10
40,1,7:40.0,J. Harden makes free throw 2 of 2,,9,10
41,1,7:29.0,,M. Gasol makes 2-pt dunk at rim (assist by M. Conley),9,12
42,1,7:24.0,Turnover by M. Harrell (bad pass; steal by T. Allen),,9,12
43,1,7:24.0,,Memphis full timeout,9,12
44,1,7:12.0,,M. Gasol misses 2-pt hook shot from 7 ft,9,12
45,1,7:11.0,,Offensive rebound by T. Allen,9,12
46,1,7:11.0,,T. Allen misses 2-pt layup from 1 ft,9,12
47,1,7:08.0,Defensive rebound by J. Harden,,9,12
48,1,7:06.0,Turnover by J. Harden (bad pass; steal by C. Parsons),,9,12
49,1,7:04.0,,Personal foul by P. Beverley (drawn by M. Conley),9,12
50,1,6:43.0,,C. Parsons makes 2-pt layup from 2 ft,9,14
51,1,6:18.0,P. Beverley misses 3-pt jump shot from 24 ft,,9,14
52,1,6:18.0,,Defensive rebound by M. Gasol,9,14
53,1,6:04.0,,Turnover by M. Gasol (lost ball; steal by S. Dekker),9,14
54,1,5:59.0,S. Dekker makes 2-pt dunk at rim (assist by J. Harden),,11,14
55,1,5:44.0,,C. Parsons misses 2-pt jump shot from 21 ft,11,14
56,1,5:44.0,Defensive rebound by P. Beverley,,11,14
57,1,5:38.0,Shooting foul by C. Parsons (drawn by J. Harden),,11,14
58,1,5:38.0,J. Harden makes free throw 1 of 2,,12,14
59,1,5:38.0,N. Hilário enters the game for M. Harrell,,12,14
60,1,5:38.0,E. Gordon enters the game for P. Beverley,,12,14
61,1,5:38.0,,J. Ennis enters the game for C. Parsons,12,14
62,1,5:38.0,,V. Carter enters the game for M. Conley,12,14
63,1,5:38.0,J. Harden makes free throw 2 of 2,,13,14
64,1,5:26.0,,V. Carter misses 2-pt jump shot from 7 ft,13,14
65,1,5:24.0,Defensive rebound by J. Harden,,13,14
66,1,5:19.0,Shooting foul by M. Gasol (drawn by N. Hilário),,13,14
67,1,5:19.0,N. Hilário misses free throw 1 of 2,,13,14
68,1,5:19.0,Offensive rebound by Team,,13,14
69,1,5:19.0,N. Hilário makes free throw 2 of 2,,14,14
70,1,5:09.0,,Turnover by T. Allen (bad pass; steal by N. Hilário),14,14
71,1,5:07.0,N. Hilário makes 2-pt dunk at rim,,16,14
72,1,4:53.0,,M. Gasol makes 2-pt jump shot from 21 ft (assist by T. Allen),16,16
73,1,4:45.0,Personal foul by J. Ennis (drawn by E. Gordon),,16,16
74,1,4:45.0,E. Gordon makes free throw 1 of 2,,17,16
75,1,4:45.0,,Z. Randolph enters the game for J. Green,17,16
76,1,4:45.0,E. Gordon makes free throw 2 of 2,,18,16
77,1,4:33.0,Loose ball foul by J. Harden (drawn by M. Gasol),,18,16
78,1,4:21.0,,Z. Randolph makes 2-pt jump shot from 20 ft (assist by T. Allen),18,18
79,1,4:08.0,S. Dekker makes 2-pt layup from 1 ft (assist by J. Harden),,20,18
80,1,3:45.0,,V. Carter misses 3-pt jump shot from 26 ft,20,18
81,1,3:45.0,Defensive rebound by N. Hilário,,20,18
82,1,3:33.0,E. Gordon misses 3-pt jump shot from 24 ft,,20,18
83,1,3:33.0,,Defensive rebound by Team,20,18
84,1,3:33.0,,Personal foul by N. Hilário (drawn by Z. Randolph),20,18
85,1,3:33.0,C. Brewer enters the game for S. Dekker,,20,18
86,1,3:33.0,,M. Conley enters the game for T. Allen,20,18
87,1,3:17.0,,M. Gasol misses 2-pt jump shot from 12 ft,20,18
88,1,3:17.0,,Offensive rebound by M. Gasol,20,18
89,1,3:08.0,,Turnover by M. Gasol (bad pass; steal by J. Harden),20,18
90,1,3:05.0,Shooting foul by V. Carter (drawn by N. Hilário),,20,18
91,1,3:05.0,N. Hilário misses free throw 1 of 2,,20,18
92,1,3:05.0,Offensive rebound by Team,,20,18
93,1,3:05.0,,J. Green enters the game for M. Gasol,20,18
94,1,3:05.0,N. Hilário makes free throw 2 of 2,,21,18
95,1,2:54.0,,Shooting foul by T. Ariza (drawn by V. Carter),21,18
96,1,2:54.0,Houston full timeout,,21,18
97,1,2:54.0,,V. Carter makes free throw 1 of 3,21,19
98,1,2:54.0,,V. Carter makes free throw 2 of 3,21,20
99,1,2:54.0,,V. Carter makes free throw 3 of 3,21,21
100,1,2:39.0,T. Ariza misses 3-pt jump shot from 24 ft,,21,21
101,1,2:39.0,Offensive rebound by T. Ariza,,21,21
102,1,2:34.0,J. Harden makes 3-pt jump shot from 26 ft (assist by T. Ariza),,24,21
103,1,2:15.0,,Personal foul by N. Hilário (drawn by Z. Randolph),24,21
104,1,2:15.0,,Z. Randolph misses free throw 1 of 2,24,21
105,1,2:15.0,,Offensive rebound by Team,24,21
106,1,2:15.0,,Z. Randolph makes free throw 2 of 2,24,22
107,1,1:58.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Brewer),,27,22
108,1,1:36.0,,Z. Randolph misses 2-pt jump shot from 7 ft (block by E. Gordon),27,22
109,1,1:36.0,Defensive rebound by Team,,27,22
110,1,1:22.0,N. Hilário makes 2-pt jump shot from 12 ft (assist by J. Harden),,29,22
111,1,1:03.0,,M. Conley misses 2-pt jump shot from 10 ft,29,22
112,1,1:02.0,Defensive rebound by N. Hilário,,29,22
113,1,0:52.0,Turnover by J. Harden (traveling),,29,22
114,1,0:42.0,,M. Conley misses 2-pt layup from 1 ft (block by C. Brewer),29,22
115,1,0:38.0,Defensive rebound by T. Ariza,,29,22
116,1,0:31.0,E. Gordon misses 3-pt jump shot from 24 ft,,29,22
117,1,0:30.0,,Defensive rebound by Z. Randolph,29,22
118,1,0:24.0,,M. Conley misses 2-pt layup from 1 ft,29,22
119,1,0:19.0,Defensive rebound by J. Harden,,29,22
120,1,0:02.0,C. Brewer makes 3-pt jump shot from 23 ft (assist by T. Ariza),,32,22
121,1,0:00.0,,M. Conley misses 3-pt jump shot from 61 ft,32,22
122,1,0:00.0,,Offensive rebound by Team,32,22
123,2,11:46.0,,Z. Randolph misses 2-pt jump shot from 21 ft,32,22
124,2,11:46.0,,Offensive rebound by J. Green,32,22
125,2,11:37.0,,J. Ennis misses 3-pt jump shot from 26 ft,32,22
126,2,11:37.0,,Offensive rebound by J. Green,32,22
127,2,11:34.0,,J. Green makes 2-pt layup from 1 ft,32,24
128,2,11:12.0,S. Dekker makes 3-pt jump shot from 25 ft (assist by E. Gordon),,35,24
129,2,10:48.0,,V. Carter misses 3-pt jump shot from 25 ft,35,24
130,2,10:48.0,,Offensive rebound by J. Green,35,24
131,2,10:48.0,Loose ball foul by S. Dekker (drawn by J. Green),,35,24
132,2,10:42.0,,Shooting foul by E. Gordon (drawn by Z. Randolph),35,24
133,2,10:42.0,,Z. Randolph makes free throw 1 of 2,35,25
134,2,10:42.0,,C. Parsons enters the game for V. Carter,35,25
135,2,10:42.0,,Z. Randolph makes free throw 2 of 2,35,26
136,2,10:30.0,N. Hilário makes 2-pt dunk at rim (assist by E. Gordon),,37,26
137,2,10:10.0,,C. Parsons misses 3-pt jump shot from 27 ft,37,26
138,2,10:09.0,Defensive rebound by P. Beverley,,37,26
139,2,9:56.0,C. Brewer misses 3-pt jump shot from 24 ft,,37,26
140,2,9:56.0,,Defensive rebound by J. Ennis,37,26
141,2,9:44.0,,C. Parsons misses 2-pt jump shot from 22 ft,37,26
142,2,9:44.0,Defensive rebound by C. Brewer,,37,26
143,2,9:33.0,Turnover by E. Gordon (bad pass; steal by C. Parsons),,37,26
144,2,9:28.0,,M. Conley makes 2-pt layup from 1 ft (assist by C. Parsons),37,28
145,2,9:22.0,E. Gordon misses 3-pt jump shot from 26 ft,,37,28
146,2,9:19.0,,Defensive rebound by J. Ennis,37,28
147,2,9:11.0,,Z. Randolph misses 3-pt jump shot from 27 ft,37,28
148,2,9:09.0,Defensive rebound by P. Beverley,,37,28
149,2,9:03.0,Turnover by N. Hilário (lost ball; steal by J. Green),,37,28
150,2,9:03.0,Violation by N. Hilário (kicked ball),,37,28
151,2,9:03.0,C. Capela enters the game for N. Hilário,,37,28
152,2,8:50.0,,Personal foul by S. Dekker (drawn by M. Conley),37,28
153,2,8:50.0,,Memphis full timeout,37,28
154,2,8:50.0,,M. Gasol enters the game for Z. Randolph,37,28
155,2,8:39.0,,Personal foul by C. Capela (drawn by M. Gasol),37,28
156,2,8:37.0,,Personal foul by C. Brewer (drawn by C. Parsons),37,28
157,2,8:37.0,,C. Parsons misses free throw 1 of 2,37,28
158,2,8:37.0,,Offensive rebound by Team,37,28
159,2,8:37.0,,C. Parsons makes free throw 2 of 2,37,29
160,2,8:18.0,P. Beverley misses 2-pt layup from 2 ft (block by M. Gasol),,37,29
161,2,8:18.0,Offensive rebound by Team,,37,29
162,2,8:13.0,S. Dekker makes 3-pt jump shot from 26 ft (assist by C. Capela),,40,29
163,2,7:55.0,,M. Gasol misses 3-pt jump shot from 26 ft,40,29
164,2,7:55.0,Defensive rebound by C. Brewer,,40,29
165,2,7:43.0,P. Beverley makes 2-pt hook shot from 4 ft,,42,29
166,2,7:39.0,,Memphis full timeout,42,29
167,2,7:39.0,,T. Allen enters the game for J. Ennis,42,29
168,2,7:39.0,,A. Harrison enters the game for M. Conley,42,29
169,2,7:28.0,,A. Harrison misses 3-pt jump shot from 27 ft,42,29
170,2,7:28.0,Defensive rebound by S. Dekker,,42,29
171,2,7:06.0,E. Gordon misses 3-pt jump shot from 26 ft,,42,29
172,2,7:06.0,,Defensive rebound by C. Parsons,42,29
173,2,6:55.0,,T. Allen misses 2-pt layup from 1 ft,42,29
174,2,6:54.0,Defensive rebound by C. Brewer,,42,29
175,2,6:50.0,E. Gordon makes 2-pt layup from 1 ft (assist by P. Beverley),,44,29
176,2,6:50.0,,Violation by A. Harrison (def goaltending),44,29
177,2,6:33.0,,Personal foul by C. Brewer (drawn by C. Parsons),44,29
178,2,6:33.0,,C. Parsons makes free throw 1 of 2,44,30
179,2,6:33.0,J. Harden enters the game for C. Brewer,,44,30
180,2,6:33.0,T. Ariza enters the game for S. Dekker,,44,30
181,2,6:33.0,,C. Parsons makes free throw 2 of 2,44,31
182,2,6:22.0,Turnover by P. Beverley (bad pass; steal by M. Gasol),,44,31
183,2,6:10.0,,J. Green misses 2-pt jump shot from 20 ft,44,31
184,2,6:07.0,Defensive rebound by E. Gordon,,44,31
185,2,6:03.0,E. Gordon misses 3-pt jump shot from 26 ft,,44,31
186,2,6:01.0,,Defensive rebound by Team,44,31
187,2,5:44.0,,Turnover by M. Gasol (lost ball; steal by J. Harden),44,31
188,2,5:34.0,T. Ariza misses 2-pt jump shot from 14 ft,,44,31
189,2,5:33.0,Offensive rebound by C. Capela,,44,31
190,2,5:30.0,P. Beverley makes 3-pt jump shot from 26 ft (assist by C. Capela),,47,31
191,2,5:12.0,,A. Harrison makes 2-pt jump shot from 21 ft (assist by C. Parsons),47,33
192,2,5:03.0,Turnover by J. Harden (lost ball; steal by M. Gasol),,47,33
193,2,5:00.0,,T. Allen misses 2-pt layup from 1 ft (block by J. Harden),47,33
194,2,5:00.0,,Offensive rebound by Team,47,33
195,2,5:00.0,,Z. Randolph enters the game for J. Green,47,33
196,2,4:52.0,,Personal foul by J. Harden (drawn by M. Gasol),47,33
197,2,4:52.0,,M. Gasol misses free throw 1 of 2,47,33
198,2,4:52.0,,Offensive rebound by Team,47,33
199,2,4:52.0,,M. Gasol makes free throw 2 of 2,47,34
200,2,4:31.0,C. Capela misses 2-pt hook shot from 7 ft,,47,34
201,2,4:29.0,,Defensive rebound by Z. Randolph,47,34
202,2,4:23.0,S. Dekker enters the game for E. Gordon,,47,34
203,2,4:06.0,,M. Gasol makes 2-pt jump shot from 15 ft,47,36
204,2,3:56.0,S. Dekker misses 2-pt layup from 2 ft,,47,36
205,2,3:56.0,,Defensive rebound by Team,47,36
206,2,3:49.0,,A. Harrison makes 3-pt jump shot from 23 ft (assist by C. Parsons),47,39
207,2,3:49.0,Houston full timeout,,47,39
208,2,3:40.0,J. Harden misses 3-pt jump shot from 27 ft,,47,39
209,2,3:39.0,,Defensive rebound by T. Allen,47,39
210,2,3:26.0,,Z. Randolph misses 2-pt layup from 1 ft,47,39
211,2,3:26.0,Defensive rebound by Team,,47,39
212,2,3:15.0,Shooting foul by A. Harrison (drawn by J. Harden),,47,39
213,2,3:15.0,J. Harden makes free throw 1 of 3,,48,39
214,2,3:15.0,J. Harden makes free throw 2 of 3,,49,39
215,2,3:15.0,,M. Conley enters the game for C. Parsons,49,39
216,2,3:15.0,J. Harden makes free throw 3 of 3,,50,39
217,2,3:03.0,,M. Gasol makes 2-pt layup from 1 ft,50,41
218,2,3:03.0,,Shooting foul by S. Dekker (drawn by M. Gasol),50,41
219,2,3:03.0,,Violation by Team (jump ball),50,41
220,2,3:03.0,,M. Gasol misses free throw 1 of 1,50,41
221,2,3:02.0,Defensive rebound by T. Ariza,,50,41
222,2,2:53.0,S. Dekker makes 2-pt jump shot from 23 ft (assist by J. Harden),,52,41
223,2,2:29.0,,Personal foul by P. Beverley (drawn by M. Gasol),52,41
224,2,2:29.0,,M. Gasol makes free throw 1 of 2,52,42
225,2,2:29.0,,M. Gasol makes free throw 2 of 2,52,43
226,2,2:16.0,T. Ariza misses 2-pt layup at rim,,52,43
227,2,2:15.0,Offensive rebound by C. Capela,,52,43
228,2,2:15.0,C. Capela makes 2-pt layup from 1 ft,,54,43
229,2,2:02.0,E. Gordon enters the game for P. Beverley,,54,43
230,2,1:52.0,,M. Gasol makes 2-pt jump shot from 6 ft (assist by Z. Randolph),54,45
231,2,1:40.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,56,45
232,2,1:24.0,,Z. Randolph makes 2-pt jump shot from 4 ft (assist by M. Conley),56,47
233,2,1:02.0,S. Dekker makes 2-pt dunk at rim (assist by E. Gordon),,58,47
234,2,0:37.0,,M. Conley misses 3-pt jump shot from 25 ft,58,47
235,2,0:36.0,Defensive rebound by T. Ariza,,58,47
236,2,0:26.0,S. Dekker misses 3-pt jump shot from 25 ft,,58,47
237,2,0:25.0,,Defensive rebound by Z. Randolph,58,47
238,2,0:02.0,,M. Gasol makes 2-pt jump shot from 11 ft,58,49
239,3,11:46.0,,M. Gasol misses 2-pt jump shot from 6 ft,58,49
240,3,11:45.0,Defensive rebound by T. Ariza,,58,49
241,3,11:32.0,S. Dekker makes 3-pt jump shot from 24 ft (assist by J. Harden),,61,49
242,3,11:09.0,,C. Parsons misses 3-pt jump shot from 25 ft,61,49
