,QUARTER,TIME_REMAINING,ATLANTA_ACTION,DENVER_ACTION,ATLANTA_SCORE,DENVER_SCORE
88,1,1:57.0,,D. Gallinari makes free throw 1 of 2,25,26
89,1,1:57.0,P. Millsap enters the game for D. Schröder,,25,26
90,1,1:57.0,D. Bembry enters the game for M. Scott,,25,26
91,1,1:57.0,,D. Gallinari makes free throw 2 of 2,25,27
92,1,1:35.0,D. Bembry makes 2-pt layup from 1 ft (assist by M. Delaney),,27,27
93,1,1:28.0,,Turnover by J. Nelson (bad pass; steal by K. Bazemore),27,27
94,1,1:12.0,Shooting foul by J. Murray (drawn by P. Millsap),,27,27
95,1,1:12.0,P. Millsap makes free throw 1 of 2,,28,27
96,1,1:12.0,P. Millsap makes free throw 2 of 2,,29,27
97,1,0:56.0,,D. Gallinari makes 2-pt jump shot from 21 ft (assist by K. Faried),29,29
98,1,0:35.0,K. Bazemore misses 3-pt jump shot from 24 ft,,29,29
99,1,0:34.0,,Defensive rebound by D. Gallinari,29,29
100,1,0:19.0,,J. Nelson misses 2-pt jump shot from 21 ft,29,29
101,1,0:18.0,Defensive rebound by P. Millsap,,29,29
102,1,0:01.0,P. Millsap misses 2-pt jump shot from 5 ft,,29,29
103,1,0:00.0,Offensive rebound by M. Delaney,,29,29
104,2,11:49.0,,W. Barton misses 3-pt jump shot from 27 ft,29,29
105,2,11:48.0,Defensive rebound by K. Humphries,,29,29
106,2,11:35.0,K. Bazemore misses 2-pt jump shot from 22 ft,,29,29
107,2,11:35.0,,Defensive rebound by K. Faried,29,29
108,2,11:18.0,,W. Barton makes 2-pt jump shot from 4 ft (assist by D. Gallinari),29,31
109,2,11:02.0,Personal foul by K. Faried (drawn by P. Millsap),,29,31
110,2,10:54.0,Offensive foul by M. Delaney (drawn by J. Nelson),,29,31
111,2,10:54.0,Turnover by M. Delaney (offensive foul),,29,31
112,2,10:35.0,,W. Barton misses 2-pt jump shot from 16 ft,29,31
113,2,10:34.0,Defensive rebound by P. Millsap,,29,31
114,2,10:21.0,Shooting foul by D. Gallinari (drawn by P. Millsap),,29,31
115,2,10:21.0,P. Millsap makes free throw 1 of 2,,30,31
116,2,10:21.0,P. Millsap makes free throw 2 of 2,,31,31
117,2,10:12.0,,Personal foul by D. Bembry,31,31
118,2,10:04.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by J. Nelson),31,34
119,2,9:48.0,M. Delaney makes 2-pt jump shot from 22 ft (assist by P. Millsap),,33,34
120,2,9:38.0,,J. Nelson misses 3-pt jump shot from 25 ft,33,34
121,2,9:37.0,,Offensive rebound by Team,33,34
122,2,9:37.0,Loose ball foul by D. Bembry,,33,34
123,2,9:25.0,,K. Faried misses 2-pt hook shot from 4 ft,33,34
124,2,9:24.0,Defensive rebound by P. Millsap,,33,34
125,2,9:05.0,P. Millsap misses 2-pt jump shot from 20 ft,,33,34
126,2,9:04.0,,Defensive rebound by W. Barton,33,34
127,2,9:01.0,,K. Faried makes 2-pt dunk at rim (assist by W. Barton),33,36
128,2,9:01.0,Atlanta full timeout,,33,36
129,2,8:45.0,K. Bazemore misses 2-pt jump shot from 18 ft,,33,36
130,2,8:43.0,,Defensive rebound by K. Faried,33,36
131,2,8:23.0,,Shooting foul by K. Bazemore (drawn by D. Gallinari),33,36
132,2,8:23.0,,D. Gallinari misses free throw 1 of 2,33,36
133,2,8:23.0,,Offensive rebound by Team,33,36
134,2,8:23.0,,D. Gallinari makes free throw 2 of 2,33,37
135,2,8:09.0,K. Humphries misses 2-pt hook shot from 5 ft,,33,37
136,2,8:09.0,,Defensive rebound by D. Gallinari,33,37
137,2,7:55.0,,W. Barton makes 2-pt layup from 1 ft,33,39
138,2,7:44.0,Personal foul by W. Barton (drawn by K. Bazemore),,33,39
139,2,7:44.0,D. Schröder enters the game for M. Delaney,,33,39
140,2,7:38.0,K. Humphries misses 2-pt jump shot from 12 ft,,33,39
141,2,7:36.0,Offensive rebound by K. Humphries,,33,39
142,2,7:17.0,K. Bazemore makes 2-pt jump shot from 16 ft,,35,39
143,2,7:03.0,,Turnover by K. Faried (offensive goaltending),35,39
144,2,7:03.0,T. Sefolosha enters the game for K. Bazemore,,35,39
145,2,7:03.0,,N. Jokić enters the game for K. Faried,35,39
146,2,6:42.0,Turnover by D. Schröder (lost ball; steal by J. Nelson),,35,39
147,2,6:39.0,,Shooting foul by P. Millsap (drawn by J. Nelson),35,39
148,2,6:39.0,,J. Nelson makes free throw 1 of 2,35,40
149,2,6:39.0,,J. Nelson misses free throw 2 of 2,35,40
150,2,6:39.0,,G. Harris enters the game for J. Murray,35,40
151,2,6:39.0,,W. Chandler enters the game for D. Gallinari,35,40
152,2,6:34.0,,Offensive rebound by W. Chandler,35,40
153,2,6:26.0,,W. Chandler misses 3-pt jump shot from 25 ft,35,40
154,2,6:25.0,Defensive rebound by D. Bembry,,35,40
155,2,6:05.0,D. Bembry misses 3-pt jump shot from 25 ft,,35,40
156,2,6:04.0,,Defensive rebound by W. Chandler,35,40
157,2,5:58.0,,G. Harris misses 3-pt jump shot from 24 ft,35,40
158,2,5:56.0,Defensive rebound by D. Bembry,,35,40
159,2,5:45.0,P. Millsap misses 3-pt jump shot from 25 ft,,35,40
160,2,5:44.0,,Defensive rebound by N. Jokić,35,40
161,2,5:37.0,,Shooting foul by K. Humphries (drawn by W. Barton),35,40
162,2,5:37.0,Official timeout,,35,40
163,2,5:37.0,,W. Barton makes free throw 1 of 2,35,41
164,2,5:37.0,M. Delaney enters the game for P. Millsap,,35,40
165,2,5:37.0,M. Scott enters the game for K. Humphries,,35,40
166,2,5:37.0,M. Muscala enters the game for D. Bembry,,35,40
167,2,5:37.0,,E. Mudiay enters the game for J. Nelson,35,40
168,2,5:37.0,,W. Barton makes free throw 2 of 2,35,42
169,2,5:21.0,M. Scott misses 3-pt jump shot from 23 ft,,35,42
170,2,5:20.0,,Defensive rebound by N. Jokić,35,42
171,2,5:16.0,,Personal foul by D. Schröder (drawn by W. Chandler),35,42
172,2,5:16.0,,W. Chandler misses free throw 1 of 2,35,42
173,2,5:16.0,,Offensive rebound by Team,35,42
174,2,5:16.0,,W. Chandler misses free throw 2 of 2,35,42
175,2,5:14.0,Defensive rebound by M. Scott,,35,42
176,2,4:57.0,M. Scott misses 3-pt jump shot from 24 ft,,35,42
177,2,4:56.0,Offensive rebound by T. Sefolosha,,35,42
178,2,4:46.0,M. Delaney misses 3-pt jump shot from 26 ft,,35,42
179,2,4:45.0,,Defensive rebound by W. Chandler,35,42
180,2,4:33.0,,N. Jokić makes 2-pt layup from 3 ft (assist by W. Barton),35,44
181,2,4:13.0,M. Muscala makes 2-pt jump shot from 12 ft (assist by M. Scott),,37,44
182,2,3:52.0,,Turnover by N. Jokić (bad pass; steal by T. Sefolosha),37,44
183,2,3:51.0,Personal foul by N. Jokić (drawn by M. Scott),,37,44
184,2,3:39.0,Personal foul by N. Jokić (drawn by M. Muscala),,37,44
185,2,3:39.0,M. Muscala makes free throw 1 of 2,,38,44
186,2,3:39.0,M. Muscala makes free throw 2 of 2,,39,44
187,2,3:21.0,,E. Mudiay misses 2-pt jump shot from 18 ft,39,44
188,2,3:20.0,Defensive rebound by M. Muscala,,39,44
189,2,3:11.0,M. Muscala misses 3-pt jump shot from 24 ft,,39,44
190,2,3:11.0,,Defensive rebound by W. Chandler,39,44
191,2,3:08.0,,G. Harris makes 2-pt layup from 2 ft (assist by W. Chandler),39,46
192,2,3:08.0,,Shooting foul by M. Muscala (drawn by G. Harris),39,46
193,2,3:08.0,,K. Faried enters the game for N. Jokić,39,46
194,2,3:08.0,,D. Gallinari enters the game for W. Chandler,39,46
195,2,3:08.0,P. Millsap enters the game for M. Scott,,39,46
196,2,3:08.0,,G. Harris makes free throw 1 of 1,39,47
197,2,2:51.0,T. Sefolosha makes 3-pt jump shot from 24 ft (assist by M. Muscala),,42,47
198,2,2:24.0,,D. Gallinari makes 3-pt jump shot from 24 ft (assist by W. Barton),42,50
199,2,2:18.0,M. Delaney misses 2-pt jump shot from 17 ft,,42,50
200,2,2:16.0,Offensive rebound by T. Sefolosha,,42,50
201,2,2:03.0,T. Sefolosha makes 3-pt jump shot from 22 ft (assist by M. Delaney),,45,50
202,2,1:49.0,,K. Faried misses 2-pt hook shot from 4 ft,45,50
203,2,1:48.0,Defensive rebound by M. Muscala,,45,50
204,2,1:36.0,D. Schröder misses 2-pt layup from 3 ft,,45,50
205,2,1:35.0,,Defensive rebound by W. Barton,45,50
206,2,1:32.0,,Shooting foul by T. Sefolosha (drawn by W. Barton),45,50
207,2,1:32.0,,Denver full timeout,45,50
208,2,1:32.0,,W. Barton misses free throw 1 of 2,45,50
209,2,1:32.0,,Offensive rebound by Team,45,50
210,2,1:32.0,,W. Barton misses free throw 2 of 2,45,50
211,2,1:32.0,K. Bazemore enters the game for M. Delaney,,45,50
212,2,1:30.0,Defensive rebound by M. Muscala,,45,50
213,2,1:27.0,Personal foul by W. Barton (drawn by K. Bazemore),,45,50
214,2,1:27.0,K. Bazemore misses free throw 1 of 2,,45,50
215,2,1:27.0,Offensive rebound by Team,,45,50
216,2,1:27.0,K. Bazemore makes free throw 2 of 2,,46,50
217,2,1:12.0,,Turnover by E. Mudiay (bad pass; steal by P. Millsap),46,50
218,2,1:03.0,T. Sefolosha makes 2-pt layup from 2 ft (assist by K. Bazemore),,48,50
219,2,0:52.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by E. Mudiay),48,53
220,2,0:29.0,T. Sefolosha misses 3-pt jump shot from 23 ft,,48,53
221,2,0:29.0,,Defensive rebound by D. Gallinari,48,53
222,2,0:10.0,,Shooting foul by P. Millsap (drawn by E. Mudiay),48,53
223,2,0:10.0,,E. Mudiay makes free throw 1 of 2,48,54
224,2,0:10.0,,J. Hernangómez enters the game for W. Barton,48,54
225,2,0:10.0,,E. Mudiay makes free throw 2 of 2,48,55
226,2,0:03.0,D. Schröder makes 3-pt jump shot from 25 ft,,51,55
227,2,0:00.0,,G. Harris misses 3-pt jump shot from 45 ft,51,55
228,2,0:00.0,,Offensive rebound by Team,51,55
229,3,11:41.0,,G. Harris misses 2-pt layup from 2 ft (block by K. Humphries),51,55
230,3,11:40.0,Defensive rebound by Team,,51,55
231,3,11:34.0,Personal foul by N. Jokić (drawn by K. Humphries),,51,55
232,3,11:28.0,D. Schröder makes 2-pt jump shot from 17 ft,,53,55
233,3,11:13.0,,E. Mudiay misses 2-pt layup from 2 ft,53,55
234,3,11:13.0,Defensive rebound by P. Millsap,,53,55
235,3,10:55.0,K. Humphries misses 2-pt layup from 2 ft,,53,55
236,3,10:54.0,,Defensive rebound by N. Jokić,53,55
237,3,10:48.0,,G. Harris makes 2-pt dunk at rim (assist by N. Jokić),53,57
238,3,10:31.0,K. Humphries misses 2-pt jump shot from 15 ft,,53,57
239,3,10:30.0,,Defensive rebound by W. Chandler,53,57
240,3,10:21.0,,W. Chandler misses 2-pt layup from 2 ft,53,57
241,3,10:20.0,,Offensive rebound by N. Jokić,53,57
242,3,10:20.0,,N. Jokić makes 2-pt layup from 1 ft,53,59
243,3,10:08.0,Shooting foul by N. Jokić (drawn by K. Humphries),,53,59
244,3,10:08.0,K. Humphries makes free throw 1 of 2,,54,59
245,3,10:08.0,,K. Faried enters the game for N. Jokić,54,59
246,3,10:08.0,K. Humphries makes free throw 2 of 2,,55,59
247,3,9:46.0,,Turnover by D. Gallinari (lost ball; steal by T. Sefolosha),55,59
248,3,9:40.0,T. Sefolosha makes 2-pt layup from 1 ft,,57,59
249,3,9:17.0,,E. Mudiay makes 2-pt jump shot from 11 ft (assist by G. Harris),57,61
250,3,8:52.0,K. Bazemore misses 2-pt layup from 2 ft,,57,61
251,3,8:52.0,,Defensive rebound by D. Gallinari,57,61
252,3,8:47.0,,Shooting foul by K. Humphries (drawn by D. Gallinari),57,61
253,3,8:47.0,,D. Gallinari makes free throw 1 of 2,57,62
254,3,8:47.0,,D. Gallinari makes free throw 2 of 2,57,63
255,3,8:29.0,Personal foul by E. Mudiay (drawn by K. Humphries),,57,63
256,3,8:18.0,K. Humphries misses 2-pt dunk from 2 ft (block by D. Gallinari),,57,63
257,3,8:18.0,Offensive rebound by K. Humphries,,57,63
258,3,8:12.0,D. Schröder misses 3-pt jump shot from 25 ft,,57,63
259,3,8:12.0,Offensive rebound by Team,,57,63
260,3,8:12.0,,Loose ball foul by W. Chandler (drawn by K. Humphries),57,63
261,3,7:54.0,P. Millsap misses 2-pt layup from 1 ft,,57,63
262,3,7:53.0,Offensive rebound by K. Humphries,,57,63
263,3,7:50.0,K. Humphries makes 2-pt layup from 1 ft,,59,63
264,3,7:47.0,,Shooting foul by D. Schröder (drawn by E. Mudiay),59,63
265,3,7:47.0,,E. Mudiay makes free throw 1 of 2,59,64
266,3,7:47.0,M. Muscala enters the game for P. Millsap,,59,64
267,3,7:47.0,,E. Mudiay makes free throw 2 of 2,59,65
268,3,7:26.0,Turnover by D. Schröder (bad pass),,59,65
269,3,7:10.0,,W. Chandler makes 2-pt layup from 3 ft (assist by E. Mudiay),59,67
270,3,6:58.0,D. Schröder misses 3-pt jump shot from 25 ft,,59,67
271,3,6:57.0,,Defensive rebound by W. Chandler,59,67
272,3,6:47.0,,G. Harris misses 3-pt jump shot from 25 ft,59,67
273,3,6:46.0,Defensive rebound by K. Humphries,,59,67
274,3,6:29.0,Turnover by D. Schröder (bad pass; steal by G. Harris),,59,67
275,3,6:27.0,,W. Chandler makes 2-pt layup from 1 ft (assist by E. Mudiay),59,69
276,3,6:27.0,,Shooting foul by K. Bazemore (drawn by W. Chandler),59,69
277,3,6:27.0,Atlanta full timeout,,59,69
278,3,6:27.0,,W. Chandler misses free throw 1 of 1,59,69
279,3,6:27.0,,W. Barton enters the game for D. Gallinari,59,69
280,3,6:27.0,M. Scott enters the game for K. Humphries,,59,69
281,3,6:27.0,M. Delaney enters the game for K. Bazemore,,59,69
282,3,6:25.0,Defensive rebound by M. Scott,,59,69
283,3,6:10.0,M. Muscala makes 2-pt layup from 2 ft (assist by D. Schröder),,61,69
284,3,5:56.0,,W. Chandler makes 2-pt jump shot from 19 ft (assist by E. Mudiay),61,71
285,3,5:38.0,M. Muscala makes 2-pt jump shot from 12 ft (assist by M. Scott),,63,71
286,3,5:21.0,,E. Mudiay misses 3-pt jump shot from 27 ft,63,71
287,3,5:20.0,Defensive rebound by T. Sefolosha,,63,71
288,3,5:04.0,D. Schröder makes 2-pt layup from 2 ft (assist by M. Scott),,65,71
289,3,5:04.0,Shooting foul by K. Faried (drawn by D. Schröder),,65,71
290,3,5:04.0,D. Schröder makes free throw 1 of 1,,66,71
291,3,4:47.0,,Shooting foul by M. Muscala (drawn by G. Harris),66,71
292,3,4:47.0,,G. Harris misses free throw 1 of 2,66,71
293,3,4:47.0,,Offensive rebound by Team,66,71
294,3,4:47.0,,G. Harris makes free throw 2 of 2,66,72
295,3,4:24.0,M. Muscala misses 3-pt jump shot from 24 ft,,66,72
296,3,4:23.0,Offensive rebound by M. Scott,,66,72
297,3,4:07.0,M. Delaney makes 3-pt jump shot from 27 ft (assist by D. Schröder),,69,72
298,3,4:07.0,,Denver full timeout,69,72
299,3,4:07.0,,J. Nelson enters the game for E. Mudiay,69,72
300,3,3:39.0,,K. Faried misses 2-pt hook shot from 10 ft,69,72
301,3,3:37.0,,Offensive rebound by G. Harris,69,72
302,3,3:36.0,,G. Harris misses 2-pt layup from 2 ft (block by T. Sefolosha),69,72
303,3,3:35.0,Defensive rebound by D. Schröder,,69,72
304,3,3:26.0,M. Scott makes 2-pt jump shot from 16 ft (assist by D. Schröder),,71,72
305,3,3:12.0,,W. Chandler misses 2-pt jump shot from 16 ft,71,72
306,3,3:11.0,Defensive rebound by T. Sefolosha,,71,72
307,3,3:04.0,Personal foul by J. Nelson (drawn by M. Scott),,71,72
308,3,3:04.0,M. Scott makes free throw 1 of 2,,72,72
309,3,3:04.0,D. Bembry enters the game for T. Sefolosha,,72,72
310,3,3:04.0,,D. Gallinari enters the game for W. Chandler,72,72
311,3,3:04.0,,J. Murray enters the game for G. Harris,72,72
312,3,3:04.0,,D. Arthur enters the game for K. Faried,72,72
313,3,3:04.0,M. Scott makes free throw 2 of 2,,73,72
314,3,2:55.0,,Def 3 sec tech foul by M. Muscala,73,72
315,3,2:55.0,,D. Gallinari makes technical free throw,73,73
316,3,2:55.0,P. Millsap enters the game for M. Muscala,,73,73
317,3,2:42.0,,J. Murray misses 3-pt jump shot from 24 ft,73,73
318,3,2:41.0,Defensive rebound by M. Delaney,,73,73
319,3,2:23.0,M. Delaney makes 2-pt jump shot from 22 ft,,75,73
320,3,2:06.0,,D. Arthur makes 2-pt jump shot from 17 ft (assist by D. Gallinari),75,75
321,3,1:53.0,M. Scott misses 3-pt jump shot from 25 ft,,75,75
322,3,1:51.0,Offensive rebound by D. Bembry,,75,75
323,3,1:49.0,D. Bembry misses 2-pt layup from 2 ft (block by W. Barton),,75,75
324,3,1:47.0,Offensive rebound by D. Bembry,,75,75
325,3,1:44.0,P. Millsap makes 3-pt jump shot from 24 ft (assist by D. Bembry),,78,75
326,3,1:33.0,,D. Gallinari misses 3-pt jump shot from 27 ft,78,75
327,3,1:33.0,,Offensive rebound by Team,78,75
328,3,1:33.0,,Loose ball foul by D. Arthur (drawn by M. Scott),78,75
329,3,1:33.0,,Turnover by D. Arthur (offensive foul),78,75
330,3,1:33.0,M. Scott makes free throw 1 of 2,,79,75
331,3,1:33.0,M. Scott misses free throw 2 of 2,,79,75
332,3,1:33.0,K. Bazemore enters the game for D. Schröder,,79,75
333,3,1:31.0,,Defensive rebound by D. Gallinari,79,75
334,3,1:19.0,,J. Nelson makes 2-pt layup from 1 ft,79,77
335,3,1:02.0,M. Delaney misses 3-pt jump shot from 26 ft,,79,77
336,3,1:00.0,,Defensive rebound by D. Gallinari,79,77
337,3,0:56.0,,J. Nelson makes 2-pt jump shot from 22 ft,79,79
338,3,0:41.0,D. Bembry makes 2-pt jump shot from 18 ft (assist by K. Bazemore),,81,79
339,3,0:41.0,Shooting foul by J. Murray (drawn by D. Bembry),,81,79
340,3,0:41.0,M. Muscala enters the game for M. Scott,,81,79
341,3,0:41.0,D. Bembry makes free throw 1 of 1,,82,79
342,3,0:19.0,,D. Arthur misses 3-pt jump shot from 25 ft,82,79
343,3,0:19.0,,Offensive rebound by D. Gallinari,82,79
344,3,0:19.0,,D. Gallinari makes 2-pt jump shot from 6 ft,82,81
345,3,0:19.0,,Shooting foul by M. Muscala (drawn by D. Gallinari),82,81
346,3,0:19.0,,D. Gallinari makes free throw 1 of 1,82,82
347,3,0:02.0,K. Bazemore misses 2-pt jump shot from 5 ft,,82,82
348,3,0:01.0,,Defensive rebound by J. Murray,82,82
349,3,0:01.0,,J. Murray misses 3-pt jump shot from 52 ft,82,82
350,3,0:00.0,,Offensive rebound by Team,82,82
351,4,11:45.0,M. Delaney misses 2-pt jump shot from 21 ft,,82,82
352,4,11:44.0,,Defensive rebound by W. Barton,82,82
353,4,11:35.0,,D. Arthur makes 3-pt jump shot from 24 ft (assist by W. Barton),82,85
354,4,11:18.0,P. Millsap misses 3-pt jump shot from 26 ft,,82,85
355,4,11:17.0,Offensive rebound by Team,,82,85
356,4,11:17.0,,Loose ball foul by D. Gallinari (drawn by M. Muscala),82,85
357,4,11:17.0,K. Humphries enters the game for M. Muscala,,82,85
358,4,10:59.0,P. Millsap misses 2-pt jump shot from 9 ft,,82,85
359,4,10:59.0,,Defensive rebound by W. Barton,82,85
360,4,10:53.0,,J. Nelson makes 3-pt jump shot from 25 ft (assist by W. Barton),82,88
361,4,10:52.0,Atlanta full timeout,,82,88
362,4,10:37.0,Shooting foul by W. Barton (drawn by P. Millsap),,82,88
363,4,10:37.0,P. Millsap makes free throw 1 of 2,,83,88
364,4,10:37.0,P. Millsap misses free throw 2 of 2,,83,88
365,4,10:35.0,,Defensive rebound by D. Arthur,83,88
366,4,10:20.0,,W. Barton misses 2-pt jump shot from 13 ft,83,88
367,4,10:19.0,Defensive rebound by P. Millsap,,83,88
368,4,10:04.0,D. Bembry makes 2-pt layup from 1 ft (assist by P. Millsap),,85,88
369,4,9:45.0,Violation by M. Delaney (kicked ball),,85,88
370,4,9:45.0,D. Schröder enters the game for M. Delaney,,85,88
371,4,9:30.0,,D. Gallinari misses 2-pt jump shot from 18 ft,85,88
372,4,9:30.0,Defensive rebound by D. Schröder,,85,88
373,4,9:17.0,Loose ball foul by K. Humphries (drawn by D. Arthur),,85,88
374,4,9:17.0,Turnover by K. Humphries (offensive foul),,85,88
375,4,9:01.0,,J. Murray makes 2-pt jump shot from 15 ft,85,90
376,4,8:44.0,Personal foul by J. Nelson (drawn by P. Millsap),,85,90
377,4,8:33.0,P. Millsap makes 2-pt jump shot from 8 ft (assist by D. Schröder),,87,90
378,4,8:23.0,,Turnover by D. Gallinari (lost ball; steal by K. Bazemore),87,90
379,4,8:22.0,Personal foul by D. Gallinari (drawn by K. Bazemore),,87,90
380,4,8:08.0,D. Schröder makes 2-pt jump shot from 3 ft,,89,90
381,4,7:56.0,,D. Arthur misses 2-pt jump shot from 18 ft,89,90
