,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CHICAGO_ACTION,HOUSTON_SCORE,CHICAGO_SCORE
121,2,10:58.0,L. Williams makes 3-pt jump shot from 25 ft,,26,33
122,2,10:43.0,,J. Lauvergne misses 2-pt jump shot from 7 ft,26,33
123,2,10:42.0,Defensive rebound by C. Capela,,26,33
124,2,10:37.0,S. Dekker makes 2-pt dunk at rim (assist by L. Williams),,28,33
125,2,10:37.0,,Chicago full timeout,28,33
126,2,10:37.0,,C. Payne enters the game for J. Lauvergne,28,33
127,2,10:37.0,,D. Wade enters the game for D. Valentine,28,33
128,2,10:23.0,,Shooting foul by E. Gordon (drawn by C. Payne),28,33
129,2,10:23.0,,C. Payne misses free throw 1 of 2,28,33
130,2,10:23.0,,Offensive rebound by Team,28,33
131,2,10:23.0,,C. Payne misses free throw 2 of 2,28,33
132,2,10:20.0,Defensive rebound by S. Dekker,,28,33
133,2,10:16.0,Shooting foul by R. Rondo (drawn by P. Beverley),,28,33
134,2,10:16.0,P. Beverley misses free throw 1 of 2,,28,33
135,2,10:16.0,Offensive rebound by Team,,28,33
136,2,10:16.0,P. Beverley makes free throw 2 of 2,,29,33
137,2,9:58.0,,D. Wade makes 2-pt jump shot from 13 ft,29,35
138,2,9:42.0,Shooting foul by C. Felício (drawn by C. Capela),,29,35
139,2,9:42.0,C. Capela makes 2-pt layup from 2 ft (assist by S. Dekker),,31,35
140,2,9:42.0,C. Capela makes free throw 1 of 1,,32,35
141,2,9:23.0,,P. Zipser makes 3-pt jump shot from 23 ft (assist by R. Rondo),32,38
142,2,9:13.0,Shooting foul by C. Felício (drawn by S. Dekker),,32,38
143,2,9:13.0,S. Dekker makes free throw 1 of 2,,33,38
144,2,9:13.0,S. Dekker makes free throw 2 of 2,,34,38
145,2,8:51.0,,R. Rondo misses 3-pt jump shot from 23 ft,34,38
146,2,8:50.0,Defensive rebound by S. Dekker,,34,38
147,2,8:43.0,S. Dekker misses 2-pt layup from 2 ft,,34,38
148,2,8:42.0,,Defensive rebound by R. Rondo,34,38
149,2,8:37.0,,C. Felício misses 2-pt layup from 1 ft (block by L. Williams),34,38
150,2,8:35.0,Defensive rebound by P. Beverley,,34,38
151,2,8:33.0,Shooting foul by C. Payne (drawn by P. Beverley),,34,38
152,2,8:33.0,P. Beverley makes free throw 1 of 2,,35,38
153,2,8:33.0,P. Beverley makes free throw 2 of 2,,36,38
154,2,8:17.0,,D. Wade misses 3-pt jump shot from 24 ft,36,38
155,2,8:16.0,Defensive rebound by S. Dekker,,36,38
156,2,8:00.0,E. Gordon misses 3-pt jump shot from 25 ft,,36,38
157,2,8:00.0,,Defensive rebound by C. Payne,36,38
158,2,7:48.0,,Turnover by C. Payne (bad pass; steal by L. Williams),36,38
159,2,7:46.0,Shooting foul by P. Zipser (drawn by S. Dekker),,36,38
160,2,7:46.0,S. Dekker misses free throw 1 of 2,,36,38
161,2,7:46.0,Offensive rebound by Team,,36,38
162,2,7:46.0,S. Dekker misses free throw 2 of 2,,36,38
163,2,7:44.0,,Defensive rebound by R. Rondo,36,38
164,2,7:40.0,,D. Wade makes 2-pt layup from 2 ft (assist by R. Rondo),36,40
165,2,7:31.0,Shooting foul by P. Zipser (drawn by L. Williams),,36,40
166,2,7:31.0,L. Williams makes free throw 1 of 3,,37,40
167,2,7:31.0,L. Williams makes free throw 2 of 3,,38,40
168,2,7:31.0,L. Williams makes free throw 3 of 3,,39,40
169,2,7:18.0,,D. Wade makes 2-pt layup from 1 ft,39,42
170,2,7:03.0,E. Gordon misses 2-pt layup from 1 ft,,39,42
171,2,7:02.0,Offensive rebound by C. Capela,,39,42
172,2,7:02.0,C. Capela makes 2-pt layup from 2 ft,,41,42
173,2,7:02.0,Shooting foul by D. Wade (drawn by C. Capela),,41,42
174,2,7:02.0,C. Capela misses free throw 1 of 1,,41,42
175,2,7:02.0,,J. Butler enters the game for C. Payne,41,42
176,2,7:02.0,,R. Lopez enters the game for C. Felício,41,42
177,2,7:00.0,,Defensive rebound by Team,41,42
178,2,6:47.0,,D. Wade misses 2-pt jump shot from 9 ft,41,42
179,2,6:45.0,,Offensive rebound by D. Wade,41,42
180,2,6:44.0,,D. Wade misses 2-pt layup from 2 ft,41,42
181,2,6:43.0,,Offensive rebound by D. Wade,41,42
182,2,6:43.0,,D. Wade misses 2-pt layup from 2 ft,41,42
183,2,6:41.0,,Offensive rebound by J. Butler,41,42
184,2,6:38.0,,P. Zipser misses 3-pt jump shot from 25 ft,41,42
185,2,6:36.0,,Offensive rebound by R. Lopez,41,42
186,2,6:36.0,,R. Lopez misses 2-pt layup from 2 ft,41,42
187,2,6:35.0,Defensive rebound by L. Williams,,41,42
188,2,6:29.0,E. Gordon misses 3-pt jump shot from 27 ft,,41,42
189,2,6:26.0,Offensive rebound by S. Dekker,,41,42
190,2,6:22.0,L. Williams misses 3-pt jump shot from 25 ft,,41,42
191,2,6:22.0,Offensive rebound by P. Beverley,,41,42
192,2,6:22.0,P. Beverley misses 2-pt layup from 1 ft (block by R. Lopez),,41,42
193,2,6:22.0,Offensive rebound by Team,,41,42
194,2,6:16.0,E. Gordon misses 3-pt jump shot from 25 ft,,41,42
195,2,6:16.0,Offensive rebound by C. Capela,,41,42
196,2,6:14.0,Turnover by S. Dekker (traveling),,41,42
197,2,5:57.0,,Turnover by D. Wade (lost ball; steal by P. Beverley),41,42
198,2,5:50.0,Turnover by L. Williams (bad pass),,41,42
199,2,5:50.0,,Chicago full timeout,41,42
200,2,5:50.0,,Technical foul by D. Wade,41,42
201,2,5:50.0,Technical foul by P. Beverley,,41,42
202,2,5:50.0,T. Ariza enters the game for C. Capela,,41,42
203,2,5:50.0,J. Harden enters the game for E. Gordon,,41,42
204,2,5:50.0,N. Hilário enters the game for P. Beverley,,41,42
205,2,5:50.0,R. Anderson enters the game for S. Dekker,,41,42
206,2,5:38.0,,Turnover by P. Zipser (lost ball; steal by T. Ariza),41,42
207,2,5:33.0,Turnover by L. Williams (bad pass; steal by J. Butler),,41,42
208,2,5:30.0,,Turnover by D. Wade (offensive foul),41,42
209,2,5:30.0,Offensive charge foul by D. Wade (drawn by T. Ariza),,41,42
210,2,5:17.0,N. Hilário makes 2-pt dunk at rim (assist by J. Harden),,43,42
211,2,5:07.0,,R. Lopez misses 2-pt jump shot from 19 ft,43,42
212,2,5:05.0,Defensive rebound by T. Ariza,,43,42
213,2,4:54.0,Turnover by J. Harden (lost ball; steal by P. Zipser),,43,42
214,2,4:49.0,,P. Zipser makes 2-pt dunk at rim (assist by J. Butler),43,44
215,2,4:40.0,L. Williams makes 2-pt layup at rim (assist by J. Harden),,45,44
216,2,4:29.0,,Personal foul by T. Ariza (drawn by J. Butler),45,44
217,2,4:29.0,,M. Carter-Williams enters the game for R. Rondo,45,44
218,2,4:15.0,,J. Butler misses 3-pt jump shot from 24 ft,45,44
219,2,4:15.0,Defensive rebound by Team,,45,44
220,2,4:04.0,J. Harden makes 2-pt layup from 2 ft,,47,44
221,2,3:46.0,,D. Wade misses 2-pt layup from 2 ft,47,44
222,2,3:45.0,,Offensive rebound by J. Butler,47,44
223,2,3:45.0,,J. Butler makes 2-pt layup from 1 ft,47,46
224,2,3:31.0,J. Harden misses 3-pt jump shot from 25 ft,,47,46
225,2,3:30.0,,Defensive rebound by P. Zipser,47,46
226,2,3:12.0,,M. Carter-Williams misses 2-pt layup from 2 ft,47,46
227,2,3:10.0,Defensive rebound by N. Hilário,,47,46
228,2,3:02.0,R. Anderson misses 3-pt jump shot from 25 ft,,47,46
229,2,3:01.0,,Defensive rebound by R. Lopez,47,46
230,2,2:58.0,,D. Wade makes 2-pt jump shot from 4 ft (assist by J. Butler),47,48
231,2,2:58.0,,Shooting foul by J. Harden (drawn by D. Wade),47,48
232,2,2:58.0,Houston full timeout,,47,48
233,2,2:58.0,P. Beverley enters the game for L. Williams,,47,48
234,2,2:58.0,,D. Wade makes free throw 1 of 1,47,49
235,2,2:44.0,T. Ariza misses 2-pt jump shot from 4 ft,,47,49
236,2,2:42.0,Offensive rebound by N. Hilário,,47,49
237,2,2:42.0,N. Hilário misses 2-pt layup from 2 ft,,47,49
238,2,2:41.0,,Defensive rebound by R. Lopez,47,49
239,2,2:19.0,,P. Zipser misses 2-pt jump shot from 17 ft,47,49
240,2,2:19.0,Defensive rebound by T. Ariza,,47,49
241,2,2:08.0,J. Harden makes 3-pt jump shot from 26 ft (assist by N. Hilário),,50,49
242,2,1:36.0,,D. Wade misses 3-pt jump shot from 24 ft,50,49
243,2,1:35.0,Defensive rebound by N. Hilário,,50,49
244,2,1:32.0,J. Harden makes 3-pt jump shot from 25 ft,,53,49
245,2,1:32.0,Shooting foul by M. Carter-Williams (drawn by J. Harden),,53,49
246,2,1:32.0,J. Harden makes free throw 1 of 1,,54,49
247,2,1:10.0,,Turnover by R. Lopez (bad pass; steal by T. Ariza),54,49
248,2,1:06.0,T. Ariza makes 2-pt layup from 2 ft,,56,49
249,2,1:06.0,,Chicago full timeout,56,49
250,2,0:58.0,,Personal foul by T. Ariza (drawn by J. Butler),56,49
251,2,0:46.0,,R. Lopez misses 2-pt hook shot from 5 ft,56,49
252,2,0:45.0,Defensive rebound by J. Harden,,56,49
253,2,0:37.0,J. Harden misses 3-pt jump shot from 25 ft,,56,49
254,2,0:37.0,,Defensive rebound by Team,56,49
255,2,0:28.0,,D. Wade misses 3-pt jump shot from 24 ft,56,49
256,2,0:27.0,Defensive rebound by T. Ariza,,56,49
257,2,0:25.0,Turnover by T. Ariza (bad pass),,56,49
258,2,0:00.0,,D. Wade misses 3-pt jump shot from 23 ft,56,49
259,2,0:00.0,,Offensive rebound by Team,56,49
260,3,11:40.0,,J. Grant misses 3-pt jump shot from 25 ft,56,49
261,3,11:38.0,Defensive rebound by R. Anderson,,56,49
262,3,11:35.0,Shooting foul by R. Lopez (drawn by C. Capela),,56,49
263,3,11:35.0,C. Capela makes free throw 1 of 2,,57,49
264,3,11:35.0,,Technical foul by R. Lopez,57,49
265,3,11:35.0,J. Harden makes technical free throw,,58,49
266,3,11:35.0,C. Capela makes free throw 2 of 2,,59,49
267,3,11:15.0,,Turnover by R. Lopez (3 sec),59,49
268,3,11:04.0,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),,61,49
269,3,10:45.0,,J. Grant misses 3-pt jump shot from 25 ft,61,49
270,3,10:44.0,Defensive rebound by Team,,61,49
271,3,10:31.0,J. Harden makes 3-pt jump shot from 27 ft (assist by C. Capela),,64,49
272,3,10:31.0,,Chicago full timeout,64,49
273,3,10:31.0,,M. Carter-Williams enters the game for J. Grant,64,49
274,3,10:18.0,,J. Butler makes 2-pt jump shot from 21 ft,64,51
275,3,10:00.0,J. Harden misses 2-pt layup from 1 ft,,64,51
276,3,9:59.0,,Defensive rebound by M. Carter-Williams,64,51
277,3,9:45.0,,Turnover by M. Carter-Williams (bad pass; steal by J. Harden),64,51
278,3,9:20.0,R. Anderson makes 3-pt jump shot from 26 ft (assist by T. Ariza),,67,51
279,3,9:02.0,,Offensive foul by R. Lopez (drawn by C. Capela),67,51
280,3,9:02.0,,Turnover by R. Lopez (offensive foul),67,51
281,3,9:02.0,,J. Lauvergne enters the game for R. Lopez,67,51
282,3,8:51.0,C. Capela misses 2-pt dunk at rim,,67,51
283,3,8:50.0,,Defensive rebound by J. Lauvergne,67,51
284,3,8:34.0,,J. Lauvergne misses 3-pt jump shot from 25 ft,67,51
285,3,8:33.0,Defensive rebound by P. Beverley,,67,51
286,3,8:23.0,R. Anderson misses 2-pt jump shot from 18 ft,,67,51
287,3,8:22.0,,Defensive rebound by J. Lauvergne,67,51
288,3,8:17.0,,Offensive foul by B. Portis (drawn by R. Anderson),67,51
289,3,8:17.0,,Turnover by B. Portis (offensive foul),67,51
290,3,8:08.0,R. Anderson makes 3-pt jump shot from 27 ft (assist by J. Harden),,70,51
291,3,7:45.0,,M. Carter-Williams misses 2-pt jump shot from 12 ft (block by P. Beverley),70,51
292,3,7:42.0,Defensive rebound by J. Harden,,70,51
293,3,7:39.0,P. Beverley misses 3-pt jump shot from 23 ft,,70,51
294,3,7:38.0,Offensive rebound by C. Capela,,70,51
295,3,7:32.0,R. Anderson makes 3-pt jump shot from 23 ft (assist by P. Beverley),,73,51
296,3,7:31.0,,Chicago full timeout,73,51
297,3,7:31.0,,P. Zipser enters the game for B. Portis,73,51
298,3,7:25.0,,Personal foul by P. Beverley (drawn by M. Carter-Williams),73,51
299,3,7:09.0,,P. Zipser misses 2-pt jump shot from 18 ft,73,51
300,3,7:08.0,Defensive rebound by J. Harden,,73,51
301,3,7:00.0,R. Anderson misses 3-pt jump shot from 25 ft,,73,51
302,3,6:59.0,Offensive rebound by P. Beverley,,73,51
303,3,6:56.0,C. Capela makes 2-pt dunk at rim (assist by P. Beverley),,75,51
304,3,6:31.0,,J. Lauvergne misses 2-pt jump shot from 6 ft,75,51
305,3,6:31.0,,Offensive rebound by Team,75,51
306,3,6:31.0,Loose ball foul by P. Beverley (drawn by P. Zipser),,75,51
307,3,6:18.0,,M. Carter-Williams misses 3-pt jump shot from 23 ft,75,51
308,3,6:17.0,Defensive rebound by T. Ariza,,75,51
309,3,6:05.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),,78,51
310,3,5:50.0,,D. Wade misses 3-pt jump shot from 26 ft,78,51
311,3,5:49.0,Defensive rebound by T. Ariza,,78,51
312,3,5:35.0,J. Harden misses 2-pt layup from 3 ft (block by P. Zipser),,78,51
313,3,5:33.0,,Defensive rebound by J. Butler,78,51
314,3,5:28.0,,J. Butler misses 2-pt layup from 1 ft,78,51
315,3,5:25.0,,Offensive rebound by J. Lauvergne,78,51
316,3,5:25.0,,J. Lauvergne misses 2-pt layup from 2 ft,78,51
317,3,5:24.0,Defensive rebound by P. Beverley,,78,51
318,3,5:21.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,80,51
319,3,5:06.0,,J. Butler makes 2-pt layup from 2 ft (assist by D. Wade),80,53
320,3,4:50.0,Turnover by P. Beverley (bad pass; steal by D. Wade),,80,53
321,3,4:50.0,,Personal foul by J. Harden (drawn by J. Butler),80,53
322,3,4:50.0,E. Gordon enters the game for C. Capela,,80,53
323,3,4:50.0,N. Hilário enters the game for P. Beverley,,80,53
324,3,4:50.0,,R. Rondo enters the game for D. Wade,80,53
325,3,4:50.0,,C. Felício enters the game for M. Carter-Williams,80,53
326,3,4:50.0,,D. Valentine enters the game for J. Lauvergne,80,53
327,3,4:32.0,,C. Felício misses 2-pt jump shot from 17 ft,80,53
328,3,4:31.0,Defensive rebound by J. Harden,,80,53
329,3,4:23.0,J. Harden misses 3-pt jump shot from 24 ft,,80,53
330,3,4:22.0,,Defensive rebound by D. Valentine,80,53
331,3,4:17.0,,Shooting foul by J. Harden (drawn by J. Butler),80,53
332,3,4:17.0,,J. Butler makes free throw 1 of 2,80,54
333,3,4:17.0,,J. Butler makes free throw 2 of 2,80,55
334,3,3:59.0,J. Harden makes 2-pt layup from 2 ft,,82,55
335,3,3:48.0,,P. Zipser misses 3-pt jump shot from 26 ft,82,55
336,3,3:47.0,Defensive rebound by T. Ariza,,82,55
337,3,3:40.0,J. Harden misses 3-pt jump shot from 24 ft,,82,55
338,3,3:39.0,,Defensive rebound by D. Valentine,82,55
339,3,3:32.0,,P. Zipser makes 3-pt jump shot from 23 ft (assist by D. Valentine),82,58
340,3,3:06.0,R. Anderson misses 3-pt jump shot from 25 ft,,82,58
341,3,3:04.0,,Defensive rebound by C. Felício,82,58
342,3,2:58.0,,P. Zipser misses 3-pt jump shot from 25 ft,82,58
343,3,2:57.0,Defensive rebound by J. Harden,,82,58
344,3,2:46.0,E. Gordon makes 2-pt layup from 3 ft (assist by J. Harden),,84,58
345,3,2:25.0,,Turnover by C. Felício (lost ball; steal by R. Anderson),84,58
346,3,2:20.0,Turnover by J. Harden (bad pass; steal by D. Valentine),,84,58
347,3,2:13.0,,Turnover by R. Rondo (bad pass; steal by E. Gordon),84,58
348,3,2:10.0,Houston full timeout,,84,58
349,3,2:10.0,L. Williams enters the game for T. Ariza,,84,58
350,3,2:10.0,S. Dekker enters the game for R. Anderson,,84,58
351,3,2:04.0,Personal foul by R. Rondo (drawn by J. Harden),,84,58
352,3,1:57.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by S. Dekker),,87,58
353,3,1:35.0,,R. Rondo makes 3-pt jump shot from 26 ft (assist by D. Valentine),87,61
354,3,1:17.0,N. Hilário makes 2-pt jump shot from 17 ft (assist by J. Harden),,89,61
355,3,0:54.0,,D. Valentine misses 3-pt jump shot from 24 ft,89,61
356,3,0:53.0,Defensive rebound by J. Harden,,89,61
357,3,0:43.0,L. Williams makes 3-pt jump shot from 23 ft (assist by E. Gordon),,92,61
358,3,0:32.0,,J. Butler misses 3-pt jump shot from 26 ft,92,61
359,3,0:31.0,Defensive rebound by S. Dekker,,92,61
360,3,0:22.0,Turnover by L. Williams (bad pass),,92,61
361,3,0:03.0,,R. Rondo makes 2-pt layup from 2 ft,92,63
362,3,0:01.0,Turnover by S. Dekker (bad pass; steal by R. Rondo),,92,63
363,3,0:00.0,,J. Butler misses 2-pt jump shot from 22 ft,92,63
364,3,0:00.0,,Offensive rebound by Team,92,63
365,4,11:41.0,N. Hilário makes 2-pt jump shot from 17 ft (assist by E. Gordon),,94,63
366,4,11:23.0,,B. Portis misses 3-pt jump shot from 24 ft,94,63
367,4,11:23.0,,Offensive rebound by Team,94,63
368,4,11:23.0,Loose ball foul by N. Hilário (drawn by C. Felício),,94,63
369,4,11:10.0,,B. Portis misses 2-pt jump shot from 18 ft,94,63
370,4,11:08.0,Defensive rebound by N. Hilário,,94,63
371,4,10:59.0,E. Gordon misses 3-pt jump shot from 27 ft,,94,63
372,4,10:59.0,,Defensive rebound by C. Felício,94,63
373,4,10:54.0,,Shooting foul by S. Dekker (drawn by B. Portis),94,63
374,4,10:54.0,,B. Portis makes free throw 1 of 2,94,64
375,4,10:54.0,,B. Portis makes free throw 2 of 2,94,65
376,4,10:40.0,N. Hilário makes 2-pt jump shot from 16 ft (assist by P. Beverley),,96,65
377,4,10:29.0,,C. Payne misses 2-pt jump shot from 18 ft,96,65
378,4,10:28.0,Defensive rebound by N. Hilário,,96,65
379,4,10:11.0,N. Hilário misses 2-pt jump shot from 17 ft,,96,65
380,4,10:10.0,,Defensive rebound by B. Portis,96,65
381,4,9:59.0,,R. Rondo makes 3-pt jump shot from 25 ft,96,68
382,4,9:53.0,Shooting foul by C. Payne (drawn by L. Williams),,96,68
383,4,9:53.0,L. Williams makes free throw 1 of 3,,97,68
384,4,9:53.0,L. Williams makes free throw 2 of 3,,98,68
385,4,9:53.0,C. Capela enters the game for N. Hilário,,98,68
386,4,9:53.0,L. Williams makes free throw 3 of 3,,99,68
387,4,9:33.0,,Turnover by B. Portis (step out of bounds),99,68
388,4,9:25.0,L. Williams misses 3-pt jump shot from 26 ft,,99,68
