,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,NEW YORK_ACTION,SACRAMENTO_SCORE,NEW YORK_SCORE
382,4,8:33.0,Offensive rebound by M. Barnes,,84,87
383,4,8:32.0,M. Barnes misses 2-pt layup from 2 ft,,84,87
384,4,8:31.0,,Defensive rebound by K. Porziņģis,84,87
385,4,8:13.0,,B. Jennings misses 3-pt jump shot from 25 ft,84,87
386,4,8:12.0,Defensive rebound by D. Cousins,,84,87
387,4,7:55.0,Personal foul by J. Noah (drawn by D. Cousins),,84,87
388,4,7:55.0,,Technical foul by J. Noah,84,87
389,4,7:55.0,Technical foul by D. Cousins,,84,87
390,4,7:55.0,Official timeout,,84,87
391,4,7:55.0,,C. Anthony enters the game for S. Vujačić,84,87
392,4,7:55.0,R. Gay enters the game for M. Barnes,,84,87
393,4,7:47.0,R. Gay misses 2-pt jump shot from 11 ft,,84,87
394,4,7:46.0,,Defensive rebound by K. Porziņģis,84,87
395,4,7:33.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by B. Jennings),84,90
396,4,7:19.0,Shooting foul by J. Noah (drawn by D. Cousins),,84,90
397,4,7:19.0,D. Cousins misses free throw 1 of 2,,84,90
398,4,7:19.0,Offensive rebound by Team,,84,90
399,4,7:19.0,D. Cousins makes free throw 2 of 2,,85,90
400,4,7:09.0,,Personal foul by W. Cauley-Stein (drawn by B. Jennings),85,90
401,4,7:04.0,,D. Rose misses 2-pt layup from 1 ft,85,90
402,4,7:03.0,Defensive rebound by D. Collison,,85,90
403,4,6:53.0,W. Cauley-Stein misses 2-pt jump shot from 4 ft (block by K. Porziņģis),,85,90
404,4,6:52.0,,Defensive rebound by D. Rose,85,90
405,4,6:48.0,,B. Jennings makes 2-pt layup at rim (assist by D. Rose),85,92
406,4,6:32.0,D. Cousins makes 3-pt jump shot from 26 ft (assist by R. Gay),,88,92
407,4,6:19.0,,D. Rose makes 2-pt layup from 2 ft,88,94
408,4,6:19.0,,Shooting foul by W. Cauley-Stein (drawn by D. Rose),88,94
409,4,6:19.0,,D. Rose misses free throw 1 of 1,88,94
410,4,6:19.0,G. Temple enters the game for O. Casspi,,88,94
411,4,6:18.0,Defensive rebound by D. Cousins,,88,94
412,4,6:03.0,Shooting foul by C. Anthony (drawn by R. Gay),,88,94
413,4,6:03.0,R. Gay makes 2-pt jump shot from 16 ft,,90,94
414,4,6:03.0,R. Gay makes free throw 1 of 1,,91,94
415,4,5:47.0,,C. Anthony misses 2-pt jump shot from 13 ft,91,94
416,4,5:46.0,Defensive rebound by D. Collison,,91,94
417,4,5:38.0,D. Cousins misses 3-pt jump shot from 26 ft,,91,94
418,4,5:37.0,Offensive rebound by W. Cauley-Stein,,91,94
419,4,5:25.0,D. Collison misses 3-pt jump shot from 26 ft,,91,94
420,4,5:24.0,,Defensive rebound by K. Porziņģis,91,94
421,4,5:14.0,,B. Jennings makes 2-pt layup from 1 ft,91,96
422,4,5:07.0,Sacramento full timeout,,91,96
423,4,4:51.0,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by R. Gay),,93,96
424,4,4:51.0,Shooting foul by K. Porziņģis (drawn by W. Cauley-Stein),,93,96
425,4,4:51.0,W. Cauley-Stein makes free throw 1 of 1,,94,96
426,4,4:34.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,94,96
427,4,4:33.0,Defensive rebound by D. Cousins,,94,96
428,4,4:14.0,D. Cousins misses 2-pt layup from 3 ft,,94,96
429,4,4:13.0,,Defensive rebound by Team,94,96
430,4,3:54.0,,D. Rose misses 2-pt jump shot from 18 ft,94,96
431,4,3:53.0,Defensive rebound by R. Gay,,94,96
432,4,3:33.0,D. Cousins misses 3-pt jump shot from 26 ft,,94,96
433,4,3:32.0,,Defensive rebound by K. Porziņģis,94,96
434,4,3:24.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),94,99
435,4,3:05.0,W. Cauley-Stein misses 2-pt hook shot from 6 ft,,94,99
436,4,3:04.0,,Defensive rebound by J. Noah,94,99
437,4,2:54.0,,Personal foul by G. Temple (drawn by B. Jennings),94,99
438,4,2:54.0,,New York full timeout,94,99
439,4,2:54.0,,B. Jennings makes free throw 1 of 2,94,100
440,4,2:54.0,,B. Jennings makes free throw 2 of 2,94,101
441,4,2:37.0,R. Gay misses 2-pt jump shot from 19 ft,,94,101
442,4,2:36.0,Offensive rebound by R. Gay,,94,101
443,4,2:34.0,R. Gay makes 2-pt jump shot from 5 ft,,96,101
444,4,2:30.0,,Personal take foul by G. Temple (drawn by J. Noah),96,101
445,4,2:30.0,,J. Noah misses free throw 1 of 2,96,101
446,4,2:30.0,,Offensive rebound by Team,96,101
447,4,2:30.0,,J. Noah misses free throw 2 of 2,96,101
448,4,2:29.0,Defensive rebound by R. Gay,,96,101
449,4,2:13.0,D. Cousins misses 2-pt jump shot from 5 ft,,96,101
450,4,2:12.0,Offensive rebound by W. Cauley-Stein,,96,101
451,4,2:06.0,R. Gay misses 3-pt jump shot from 25 ft,,96,101
452,4,2:06.0,,Defensive rebound by Team,96,101
453,4,2:05.0,Violation by W. Cauley-Stein (kicked ball),,96,101
454,4,2:04.0,,Personal take foul by G. Temple (drawn by J. Noah),96,101
455,4,2:04.0,,J. Noah misses free throw 1 of 2,96,101
456,4,2:04.0,,Offensive rebound by Team,96,101
457,4,2:04.0,,J. Noah misses free throw 2 of 2,96,101
458,4,2:03.0,Defensive rebound by R. Gay,,96,101
459,4,1:53.0,R. Gay misses 2-pt layup from 3 ft (block by K. Porziņģis),,96,101
460,4,1:52.0,,Defensive rebound by K. Porziņģis,96,101
461,4,1:50.0,,New York full timeout,96,101
462,4,1:50.0,,K. O'Quinn enters the game for J. Noah,96,101
463,4,1:31.0,,C. Anthony misses 3-pt jump shot from 25 ft,96,101
464,4,1:30.0,,Offensive rebound by K. O'Quinn,96,101
465,4,1:13.0,,D. Rose misses 2-pt jump shot from 7 ft,96,101
466,4,1:12.0,,Offensive rebound by K. O'Quinn,96,101
467,4,1:08.0,,Turnover by K. O'Quinn (lost ball),96,101
468,4,0:59.0,D. Cousins misses 3-pt jump shot from 25 ft (block by K. O'Quinn),,96,101
469,4,0:58.0,,Defensive rebound by C. Anthony,96,101
470,4,0:35.0,,C. Anthony makes 2-pt jump shot from 6 ft,96,103
471,4,0:25.0,D. Collison makes 2-pt layup from 2 ft (assist by D. Cousins),,98,103
472,4,0:23.0,,Personal take foul by R. Gay (drawn by C. Anthony),98,103
473,4,0:23.0,,C. Anthony misses free throw 1 of 2,98,103
474,4,0:23.0,,Offensive rebound by Team,98,103
475,4,0:23.0,,C. Anthony makes free throw 2 of 2,98,104
476,4,0:23.0,Sacramento full timeout,,98,104
477,4,0:23.0,M. Barnes enters the game for W. Cauley-Stein,,98,104
478,4,0:17.0,M. Barnes misses 3-pt jump shot from 25 ft,,98,104
479,4,0:16.0,Offensive rebound by Team,,98,104
480,4,0:16.0,Sacramento full timeout,,98,104
481,4,0:12.0,R. Gay misses 3-pt jump shot from 26 ft,,98,104
482,4,0:11.0,,Defensive rebound by D. Rose,98,104
483,4,0:06.0,,Personal foul by R. Gay (drawn by B. Jennings),98,104
484,4,0:06.0,,B. Jennings makes free throw 1 of 2,98,105
485,4,0:06.0,,B. Jennings makes free throw 2 of 2,98,106
486,4,0:02.0,G. Temple misses 3-pt jump shot from 24 ft,,98,106
487,4,0:00.0,,Defensive rebound by C. Anthony,98,106
