,QUARTER,TIME_REMAINING,PHOENIX_ACTION,OKLAHOMA CITY_ACTION,PHOENIX_SCORE,OKLAHOMA CITY_SCORE
0,1,11:43.0,D. Booker makes 2-pt jump shot from 5 ft,,2,0
1,1,11:21.0,,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),2,2
2,1,10:54.0,P. Tucker misses 3-pt jump shot from 23 ft,,2,2
3,1,10:54.0,,Defensive rebound by S. Adams,2,2
4,1,10:48.0,,A. Morrow makes 3-pt jump shot from 22 ft (assist by R. Westbrook),2,5
5,1,10:33.0,D. Booker misses 2-pt jump shot from 13 ft,,2,5
6,1,10:33.0,,Defensive rebound by R. Westbrook,2,5
7,1,10:29.0,,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),2,7
8,1,10:29.0,,Shooting foul by E. Bledsoe (drawn by S. Adams),2,7
9,1,10:29.0,,S. Adams misses free throw 1 of 1,2,7
10,1,10:28.0,Defensive rebound by M. Chriss,,2,7
11,1,10:10.0,M. Chriss misses 2-pt jump shot from 4 ft,,2,7
12,1,10:10.0,Offensive rebound by M. Chriss,,2,7
13,1,10:10.0,M. Chriss misses 2-pt layup from 4 ft,,2,7
14,1,10:08.0,Offensive rebound by M. Chriss,,2,7
15,1,10:05.0,Turnover by M. Chriss (lost ball; steal by A. Morrow),,2,7
16,1,9:44.0,,S. Adams misses 2-pt jump shot from 3 ft,2,7
17,1,9:43.0,,Offensive rebound by S. Adams,2,7
18,1,9:43.0,,S. Adams misses 2-pt layup from 1 ft,2,7
19,1,9:40.0,,Offensive rebound by S. Adams,2,7
20,1,9:40.0,,Turnover by S. Adams (lost ball; steal by T. Chandler),2,7
21,1,9:29.0,Personal foul by R. Westbrook (drawn by M. Chriss),,2,7
22,1,9:17.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by M. Chriss),,5,7
23,1,9:01.0,,D. Sabonis misses 2-pt layup from 1 ft,5,7
24,1,9:00.0,Defensive rebound by T. Chandler,,5,7
25,1,8:49.0,D. Booker misses 2-pt jump shot from 21 ft,,5,7
26,1,8:49.0,Offensive rebound by P. Tucker,,5,7
27,1,8:43.0,P. Tucker misses 2-pt jump shot from 15 ft,,5,7
28,1,8:43.0,,Defensive rebound by D. Sabonis,5,7
29,1,8:39.0,,Personal foul by T. Chandler (drawn by S. Adams),5,7
30,1,8:33.0,,R. Westbrook misses 2-pt jump shot from 18 ft,5,7
31,1,8:32.0,Defensive rebound by T. Chandler,,5,7
32,1,8:16.0,E. Bledsoe makes 2-pt jump shot from 5 ft,,7,7
33,1,8:08.0,,A. Morrow makes 2-pt layup from 2 ft (assist by R. Westbrook),7,9
34,1,7:43.0,Turnover by Team (shot clock),,7,9
35,1,7:30.0,,R. Westbrook makes 2-pt jump shot from 17 ft,7,11
36,1,7:00.0,M. Chriss misses 2-pt jump shot from 7 ft,,7,11
37,1,6:58.0,Offensive rebound by T. Chandler,,7,11
38,1,6:58.0,T. Chandler makes 2-pt layup from 1 ft,,9,11
39,1,6:38.0,,D. Sabonis makes 2-pt layup at rim,9,13
40,1,6:19.0,D. Booker misses 2-pt layup from 2 ft,,9,13
41,1,6:19.0,Offensive rebound by Team,,9,13
42,1,6:19.0,,Loose ball foul by D. Sabonis (drawn by T. Chandler),9,13
43,1,6:14.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,9,13
44,1,6:14.0,,Defensive rebound by R. Westbrook,9,13
45,1,6:03.0,,D. Sabonis makes 3-pt jump shot from 25 ft (assist by R. Westbrook),9,16
46,1,5:48.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,12,16
47,1,5:24.0,,D. Sabonis misses 2-pt layup from 2 ft (block by M. Chriss),12,16
48,1,5:24.0,Defensive rebound by Team,,12,16
49,1,5:24.0,,Oklahoma City full timeout,12,16
50,1,5:24.0,,J. Grant enters the game for A. Morrow,12,16
51,1,5:08.0,E. Bledsoe misses 2-pt jump shot from 10 ft,,12,16
52,1,5:07.0,,Defensive rebound by D. Sabonis,12,16
53,1,5:03.0,,Turnover by D. Sabonis (bad pass),12,16
