,QUARTER,TIME_REMAINING,TORONTO_ACTION,NEW YORK_ACTION,TORONTO_SCORE,NEW YORK_SCORE
0,1,11:37.0,S. Ibaka misses 3-pt jump shot from 25 ft,,0,0
1,1,11:36.0,,Defensive rebound by C. Anthony,0,0
2,1,11:20.0,,L. Thomas makes 3-pt jump shot from 25 ft (assist by W. Hernangómez),0,3
3,1,11:04.0,Personal foul by L. Thomas (drawn by J. Valančiūnas),,0,3
4,1,10:54.0,D. DeRozan makes 2-pt jump shot from 17 ft,,2,3
5,1,10:51.0,,Turnover by C. Anthony (bad pass; steal by C. Joseph),2,3
6,1,10:49.0,C. Joseph makes 2-pt layup from 2 ft,,4,3
7,1,10:29.0,,C. Lee misses 2-pt jump shot from 20 ft,4,3
8,1,10:28.0,Defensive rebound by J. Valančiūnas,,4,3
9,1,10:20.0,Turnover by J. Valančiūnas (bad pass; steal by C. Lee),,4,3
10,1,10:12.0,,C. Lee makes 2-pt jump shot from 17 ft,4,5
11,1,9:56.0,D. DeRozan misses 2-pt layup from 1 ft,,4,5
12,1,9:55.0,,Defensive rebound by L. Thomas,4,5
13,1,9:37.0,,C. Anthony misses 2-pt jump shot from 13 ft,4,5
14,1,9:36.0,Defensive rebound by D. DeRozan,,4,5
15,1,9:28.0,Shooting foul by C. Anthony (drawn by D. DeRozan),,4,5
16,1,9:28.0,D. DeRozan makes free throw 1 of 2,,5,5
17,1,9:28.0,D. DeRozan misses free throw 2 of 2,,5,5
18,1,9:27.0,,Defensive rebound by L. Thomas,5,5
19,1,9:14.0,,Turnover by W. Hernangómez (lost ball; steal by C. Joseph),5,5
20,1,9:02.0,D. Carroll makes 2-pt jump shot from 19 ft,,7,5
21,1,8:47.0,,D. Rose misses 2-pt layup from 2 ft,7,5
22,1,8:46.0,Defensive rebound by J. Valančiūnas,,7,5
23,1,8:40.0,D. Carroll makes 2-pt layup from 1 ft,,9,5
24,1,8:30.0,,C. Anthony misses 2-pt jump shot from 16 ft,9,5
25,1,8:28.0,,Offensive rebound by W. Hernangómez,9,5
26,1,8:28.0,,W. Hernangómez makes 2-pt layup from 2 ft,9,7
27,1,8:00.0,Turnover by J. Valančiūnas (lost ball; steal by D. Rose),,9,7
28,1,7:50.0,,D. Rose makes 2-pt jump shot from 20 ft (assist by C. Lee),9,9
29,1,7:28.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by D. DeRozan),,11,9
30,1,7:08.0,,Turnover by C. Lee (lost ball; steal by J. Valančiūnas),11,9
31,1,6:56.0,C. Joseph misses 3-pt jump shot from 25 ft,,11,9
32,1,6:55.0,,Defensive rebound by W. Hernangómez,11,9
33,1,6:47.0,,C. Lee makes 3-pt jump shot from 24 ft (assist by D. Rose),11,12
34,1,6:29.0,Personal foul by D. Rose (drawn by D. DeRozan),,11,12
35,1,6:16.0,C. Joseph misses 3-pt jump shot from 26 ft,,11,12
36,1,6:15.0,,Defensive rebound by W. Hernangómez,11,12
37,1,6:09.0,,D. Rose makes 2-pt layup at rim,11,14
38,1,5:58.0,Toronto full timeout,,11,14
39,1,5:51.0,D. DeRozan misses 2-pt jump shot from 14 ft,,11,14
40,1,5:50.0,,Defensive rebound by D. Rose,11,14
41,1,5:42.0,,C. Anthony misses 3-pt jump shot from 24 ft,11,14
42,1,5:41.0,Defensive rebound by C. Joseph,,11,14
43,1,5:33.0,Turnover by D. Carroll (bad pass; steal by C. Lee),,11,14
44,1,5:24.0,,D. Rose makes 2-pt hook shot from 5 ft,11,16
45,1,5:10.0,Personal foul by L. Thomas (drawn by J. Valančiūnas),,11,16
46,1,5:10.0,,J. Holiday enters the game for C. Lee,11,16
47,1,5:10.0,,M. Kuzminskas enters the game for L. Thomas,11,16
48,1,5:10.0,P. Patterson enters the game for J. Valančiūnas,,11,16
49,1,5:02.0,Shooting foul by W. Hernangómez (drawn by D. DeRozan),,11,16
50,1,5:02.0,D. DeRozan makes free throw 1 of 2,,12,16
51,1,5:02.0,D. DeRozan makes free throw 2 of 2,,13,16
52,1,4:43.0,,Turnover by C. Anthony (bad pass; steal by D. DeRozan),13,16
53,1,4:32.0,D. DeRozan makes 2-pt jump shot from 14 ft,,15,16
54,1,4:17.0,,Personal foul by D. Carroll (drawn by C. Anthony),15,16
55,1,4:17.0,P. Tucker enters the game for D. Carroll,,15,16
56,1,4:13.0,,Personal foul by P. Tucker (drawn by C. Anthony),15,16
57,1,4:04.0,,M. Kuzminskas misses 2-pt hook shot from 8 ft,15,16
58,1,4:03.0,Defensive rebound by D. DeRozan,,15,16
59,1,3:54.0,D. DeRozan makes 2-pt layup from 2 ft,,17,16
60,1,3:40.0,,C. Anthony misses 2-pt jump shot from 12 ft,17,16
61,1,3:39.0,Defensive rebound by C. Joseph,,17,16
62,1,3:28.0,Shooting foul by M. Kuzminskas (drawn by D. DeRozan),,17,16
63,1,3:28.0,D. DeRozan misses free throw 1 of 2,,17,16
64,1,3:28.0,Offensive rebound by Team,,17,16
65,1,3:28.0,,K. O'Quinn enters the game for W. Hernangómez,17,16
66,1,3:28.0,,C. Lee enters the game for M. Kuzminskas,17,16
67,1,3:28.0,D. DeRozan makes free throw 2 of 2,,18,16
68,1,3:10.0,,D. Rose misses 2-pt jump shot from 18 ft,18,16
69,1,3:09.0,Defensive rebound by P. Tucker,,18,16
70,1,2:50.0,P. Tucker misses 2-pt jump shot from 20 ft,,18,16
71,1,2:49.0,,Defensive rebound by K. O'Quinn,18,16
72,1,2:38.0,,C. Anthony makes 2-pt jump shot from 16 ft (assist by K. O'Quinn),18,18
73,1,2:17.0,S. Ibaka misses 2-pt jump shot from 19 ft,,18,18
74,1,2:16.0,,Defensive rebound by C. Lee,18,18
75,1,2:05.0,,C. Anthony misses 2-pt jump shot from 12 ft,18,18
76,1,2:04.0,Defensive rebound by S. Ibaka,,18,18
77,1,1:47.0,S. Ibaka misses 2-pt layup from 1 ft,,18,18
78,1,1:46.0,,Defensive rebound by C. Lee,18,18
79,1,1:41.0,,J. Holiday makes 2-pt layup from 2 ft,18,20
80,1,1:41.0,,Shooting foul by S. Ibaka (drawn by J. Holiday),18,20
81,1,1:41.0,,New York full timeout,18,20
82,1,1:41.0,J. Valančiūnas enters the game for S. Ibaka,,18,20
83,1,1:41.0,D. Wright enters the game for C. Joseph,,18,20
84,1,1:41.0,,J. Holiday makes free throw 1 of 1,18,21
85,1,1:21.0,D. DeRozan makes 2-pt jump shot from 20 ft,,20,21
86,1,1:05.0,,Shooting foul by D. Wright (drawn by D. Rose),20,21
87,1,1:05.0,,D. Rose makes free throw 1 of 2,20,22
88,1,1:05.0,,D. Rose makes free throw 2 of 2,20,23
89,1,0:45.0,D. DeRozan misses 3-pt jump shot from 24 ft,,20,23
90,1,0:44.0,,Defensive rebound by Team,20,23
91,1,0:28.0,,C. Anthony makes 2-pt jump shot from 20 ft,20,25
92,1,0:15.0,Shooting foul by K. O'Quinn (drawn by D. DeRozan),,20,25
93,1,0:15.0,D. DeRozan misses free throw 1 of 2,,20,25
94,1,0:15.0,Offensive rebound by Team,,20,25
95,1,0:15.0,D. DeRozan makes free throw 2 of 2,,21,25
96,1,0:00.0,,C. Lee misses 3-pt jump shot from 25 ft,21,25
97,1,0:00.0,,Offensive rebound by Team,21,25
98,2,12:00.0,,Violation by Team (delay of game),21,25
99,2,11:39.0,,C. Lee makes 2-pt jump shot from 17 ft (assist by K. O'Quinn),21,27
100,2,11:13.0,N. Powell misses 2-pt jump shot from 20 ft,,21,27
101,2,11:12.0,,Defensive rebound by R. Baker,21,27
102,2,10:55.0,,Turnover by R. Baker (bad pass; steal by N. Powell),21,27
103,2,10:49.0,N. Powell misses 2-pt layup from 2 ft (block by K. O'Quinn),,21,27
104,2,10:47.0,,Defensive rebound by R. Baker,21,27
105,2,10:41.0,,R. Baker misses 2-pt layup from 3 ft (block by J. Valančiūnas),21,27
106,2,10:40.0,Defensive rebound by J. Valančiūnas,,21,27
107,2,10:34.0,P. Tucker misses 2-pt layup from 2 ft (block by J. Holiday),,21,27
108,2,10:33.0,,Defensive rebound by K. O'Quinn,21,27
109,2,10:27.0,,Shooting foul by N. Powell (drawn by C. Lee),21,27
110,2,10:27.0,,C. Lee makes free throw 1 of 2,21,28
111,2,10:27.0,,C. Lee misses free throw 2 of 2,21,28
112,2,10:26.0,Defensive rebound by P. Patterson,,21,28
113,2,10:03.0,P. Patterson misses 3-pt jump shot from 23 ft,,21,28
114,2,10:02.0,Offensive rebound by J. Valančiūnas,,21,28
115,2,9:58.0,J. Valančiūnas makes 2-pt dunk at rim,,23,28
116,2,9:35.0,,Personal foul by J. Valančiūnas (drawn by C. Lee),23,28
117,2,9:28.0,,K. O'Quinn makes 2-pt layup from 2 ft (assist by R. Baker),23,30
118,2,9:10.0,J. Valančiūnas makes 2-pt jump shot from 12 ft (assist by P. Tucker),,25,30
119,2,8:49.0,Violation by P. Patterson (kicked ball),,25,30
120,2,8:49.0,Official timeout,,25,30
121,2,8:49.0,D. Carroll enters the game for P. Tucker,,25,30
122,2,8:36.0,,K. O'Quinn makes 2-pt jump shot from 15 ft (assist by R. Baker),25,32
123,2,8:18.0,Shooting foul by K. O'Quinn (drawn by J. Valančiūnas),,25,32
124,2,8:18.0,J. Valančiūnas makes free throw 1 of 2,,26,32
125,2,8:18.0,J. Valančiūnas makes free throw 2 of 2,,27,32
126,2,8:04.0,,Turnover by R. Baker (bad pass; steal by J. Valančiūnas),27,32
127,2,7:58.0,P. Patterson misses 3-pt jump shot from 24 ft,,27,32
128,2,7:57.0,Offensive rebound by Team,,27,32
129,2,7:57.0,,Loose ball foul by M. Ndour (drawn by J. Valančiūnas),27,32
130,2,7:57.0,,L. Thomas enters the game for M. Ndour,27,32
131,2,7:40.0,Personal foul by K. O'Quinn (drawn by N. Powell),,27,32
132,2,7:40.0,,W. Hernangómez enters the game for K. O'Quinn,27,32
133,2,7:40.0,,D. Rose enters the game for J. Holiday,27,32
134,2,7:32.0,Shooting foul by R. Baker (drawn by D. Wright),,27,32
135,2,7:32.0,D. Wright makes free throw 1 of 2,,28,32
136,2,7:32.0,D. Wright makes free throw 2 of 2,,29,32
137,2,7:16.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by D. Rose),29,35
138,2,7:03.0,Offensive foul by J. Valančiūnas (drawn by D. Rose),,29,35
139,2,7:03.0,Turnover by J. Valančiūnas (offensive foul),,29,35
140,2,7:03.0,C. Joseph enters the game for D. Wright,,29,35
141,2,7:03.0,S. Ibaka enters the game for P. Patterson,,29,35
142,2,6:48.0,,L. Thomas makes 2-pt hook shot from 7 ft,29,37
143,2,6:27.0,C. Joseph makes 2-pt hook shot from 6 ft,,31,37
144,2,6:18.0,,Personal foul by D. Carroll (drawn by C. Lee),31,37
145,2,6:18.0,D. DeRozan enters the game for N. Powell,,31,37
146,2,6:10.0,,D. Rose misses 3-pt jump shot from 25 ft,31,37
147,2,6:09.0,,Offensive rebound by Team,31,37
148,2,6:09.0,Loose ball foul by J. Valančiūnas (drawn by W. Hernangómez),,31,37
149,2,6:09.0,,New York full timeout,31,37
150,2,6:09.0,J. Poeltl enters the game for J. Valančiūnas,,31,37
151,2,6:09.0,,C. Anthony enters the game for R. Baker,31,37
152,2,5:52.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by W. Hernangómez),31,40
153,2,5:40.0,D. DeRozan misses 2-pt jump shot from 20 ft,,31,40
154,2,5:39.0,,Defensive rebound by D. Rose,31,40
155,2,5:33.0,,D. Rose makes 2-pt layup from 1 ft,31,42
156,2,5:25.0,Personal foul by L. Thomas (drawn by S. Ibaka),,31,42
157,2,5:25.0,S. Ibaka makes free throw 1 of 2,,32,42
158,2,5:25.0,,R. Baker enters the game for L. Thomas,32,42
159,2,5:25.0,P. Tucker enters the game for D. Carroll,,32,42
160,2,5:25.0,S. Ibaka makes free throw 2 of 2,,33,42
161,2,5:15.0,,Personal foul by J. Poeltl (drawn by C. Anthony),33,42
162,2,5:15.0,,C. Anthony makes free throw 1 of 2,33,43
163,2,5:15.0,N. Powell enters the game for J. Poeltl,,33,43
164,2,5:15.0,,C. Anthony makes free throw 2 of 2,33,44
165,2,4:58.0,Turnover by N. Powell (lost ball; steal by D. Rose),,33,44
166,2,4:52.0,,C. Lee misses 2-pt layup from 1 ft,33,44
167,2,4:51.0,Defensive rebound by D. DeRozan,,33,44
168,2,4:29.0,N. Powell misses 3-pt jump shot from 25 ft,,33,44
169,2,4:28.0,,Defensive rebound by R. Baker,33,44
170,2,4:11.0,,C. Anthony makes 2-pt jump shot from 10 ft,33,46
171,2,3:59.0,Personal foul by W. Hernangómez (drawn by S. Ibaka),,33,46
172,2,3:59.0,S. Ibaka misses free throw 1 of 2,,33,46
173,2,3:59.0,Offensive rebound by Team,,33,46
174,2,3:59.0,S. Ibaka makes free throw 2 of 2,,34,46
175,2,3:45.0,,R. Baker makes 3-pt jump shot from 25 ft (assist by C. Anthony),34,49
176,2,3:40.0,Toronto full timeout,,34,49
177,2,3:31.0,S. Ibaka misses 3-pt jump shot from 24 ft,,34,49
178,2,3:30.0,,Defensive rebound by R. Baker,34,49
179,2,3:09.0,,D. Rose misses 2-pt jump shot from 19 ft,34,49
180,2,3:08.0,Defensive rebound by P. Tucker,,34,49
181,2,2:55.0,N. Powell misses 2-pt jump shot from 4 ft,,34,49
182,2,2:54.0,,Defensive rebound by D. Rose,34,49
183,2,2:47.0,,C. Anthony misses 2-pt jump shot from 24 ft,34,49
184,2,2:45.0,,Offensive rebound by W. Hernangómez,34,49
185,2,2:44.0,,W. Hernangómez makes 2-pt layup from 2 ft,34,51
186,2,2:26.0,Turnover by D. DeRozan (traveling),,34,51
187,2,2:04.0,,C. Anthony misses 2-pt layup from 2 ft,34,51
188,2,2:03.0,Defensive rebound by S. Ibaka,,34,51
189,2,1:56.0,S. Ibaka misses 3-pt jump shot from 25 ft,,34,51
190,2,1:55.0,,Defensive rebound by W. Hernangómez,34,51
191,2,1:45.0,,Turnover by C. Lee (bad pass),34,51
192,2,1:22.0,C. Joseph makes 2-pt jump shot from 5 ft,,36,51
193,2,1:03.0,,Shooting foul by C. Joseph (drawn by D. Rose),36,51
194,2,1:03.0,,D. Rose makes free throw 1 of 2,36,52
195,2,1:03.0,,D. Rose makes free throw 2 of 2,36,53
196,2,0:52.0,D. DeRozan misses 2-pt jump shot from 4 ft,,36,53
197,2,0:51.0,Offensive rebound by D. DeRozan,,36,53
198,2,0:49.0,D. DeRozan makes 2-pt layup from 1 ft,,38,53
199,2,0:25.0,,Turnover by Team (shot clock),38,53
200,2,0:04.0,D. DeRozan makes 2-pt jump shot from 19 ft,,40,53
201,2,0:00.0,,C. Anthony misses 3-pt jump shot from 48 ft,40,53
202,2,0:00.0,,Offensive rebound by Team,40,53
203,3,11:40.0,,C. Anthony misses 2-pt jump shot from 12 ft,40,53
204,3,11:39.0,Defensive rebound by J. Valančiūnas,,40,53
205,3,11:30.0,D. DeRozan misses 2-pt layup from 3 ft (block by C. Lee),,40,53
206,3,11:29.0,Offensive rebound by D. DeRozan,,40,53
207,3,11:24.0,D. Carroll misses 3-pt jump shot from 25 ft,,40,53
208,3,11:23.0,,Defensive rebound by L. Thomas,40,53
209,3,11:13.0,,C. Lee misses 2-pt jump shot from 19 ft,40,53
210,3,11:12.0,Defensive rebound by S. Ibaka,,40,53
211,3,11:02.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by C. Joseph),,43,53
212,3,10:43.0,,Turnover by C. Anthony (lost ball),43,53
213,3,10:28.0,D. Carroll misses 3-pt jump shot from 25 ft,,43,53
214,3,10:27.0,Offensive rebound by C. Joseph,,43,53
215,3,10:19.0,D. Carroll misses 2-pt layup from 2 ft,,43,53
216,3,10:18.0,,Defensive rebound by L. Thomas,43,53
217,3,10:06.0,,C. Anthony misses 3-pt jump shot from 26 ft,43,53
218,3,10:05.0,Defensive rebound by D. DeRozan,,43,53
219,3,9:44.0,Turnover by C. Joseph (bad pass; steal by C. Lee),,43,53
220,3,9:39.0,,Turnover by L. Thomas (traveling),43,53
221,3,9:23.0,D. DeRozan makes 2-pt layup from 1 ft,,45,53
222,3,9:09.0,,D. Rose misses 2-pt jump shot from 19 ft,45,53
223,3,9:08.0,Defensive rebound by D. Carroll,,45,53
224,3,8:50.0,J. Valančiūnas makes 2-pt jump shot from 10 ft,,47,53
225,3,8:49.0,,New York full timeout,47,53
226,3,8:30.0,,C. Anthony makes 2-pt layup from 1 ft,47,55
227,3,8:30.0,,Shooting foul by J. Valančiūnas (drawn by C. Anthony),47,55
228,3,8:30.0,,C. Anthony makes free throw 1 of 1,47,56
229,3,8:18.0,Turnover by D. DeRozan (lost ball; steal by C. Lee),,47,56
230,3,8:17.0,,Personal foul by D. DeRozan (drawn by D. Rose),47,56
231,3,7:58.0,,C. Anthony makes 2-pt jump shot from 15 ft,47,58
232,3,7:41.0,C. Joseph misses 2-pt jump shot from 6 ft,,47,58
233,3,7:40.0,,Defensive rebound by D. Rose,47,58
234,3,7:36.0,,Shooting foul by S. Ibaka (drawn by L. Thomas),47,58
235,3,7:36.0,,L. Thomas misses free throw 1 of 2,47,58
236,3,7:36.0,,Offensive rebound by Team,47,58
237,3,7:36.0,P. Patterson enters the game for J. Valančiūnas,,47,58
238,3,7:36.0,,L. Thomas makes free throw 2 of 2,47,59
239,3,7:13.0,P. Patterson misses 3-pt jump shot from 25 ft,,47,59
240,3,7:12.0,,Defensive rebound by D. Rose,47,59
241,3,7:06.0,,Turnover by D. Rose (lost ball; steal by P. Patterson),47,59
242,3,6:43.0,S. Ibaka makes 2-pt hook shot from 5 ft (assist by D. Carroll),,49,59
243,3,6:23.0,,Shooting foul by S. Ibaka (drawn by L. Thomas),49,59
244,3,6:23.0,,L. Thomas makes free throw 1 of 2,49,60
245,3,6:23.0,,L. Thomas makes free throw 2 of 2,49,61
246,3,6:08.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by C. Joseph),,52,61
