,QUARTER,TIME_REMAINING,DETROIT_ACTION,SAN ANTONIO_ACTION,DETROIT_SCORE,SAN ANTONIO_SCORE
27,1,7:22.0,,L. Aldridge makes free throw 1 of 2,11,12
28,1,7:22.0,,P. Mills enters the game for T. Parker,11,12
29,1,7:22.0,,L. Aldridge makes free throw 2 of 2,11,13
30,1,7:07.0,A. Drummond misses 2-pt jump shot from 8 ft,,11,13
31,1,7:06.0,,Defensive rebound by P. Gasol,11,13
32,1,6:55.0,,P. Gasol makes 2-pt hook shot from 5 ft (assist by K. Anderson),11,15
33,1,6:49.0,Detroit full timeout,,11,15
34,1,6:33.0,Turnover by A. Drummond (lost ball; steal by P. Gasol),,11,15
35,1,6:25.0,,P. Gasol makes 3-pt jump shot from 24 ft (assist by P. Mills),11,18
36,1,5:56.0,M. Morris misses 3-pt jump shot from 26 ft,,11,18
37,1,5:55.0,,Defensive rebound by L. Aldridge,11,18
38,1,5:47.0,,L. Aldridge misses 2-pt jump shot from 16 ft,11,18
39,1,5:45.0,,Offensive rebound by K. Anderson,11,18
40,1,5:45.0,,K. Anderson misses 2-pt layup from 2 ft,11,18
41,1,5:43.0,Defensive rebound by A. Drummond,,11,18
42,1,5:26.0,T. Harris makes 2-pt jump shot from 12 ft (assist by K. Caldwell-Pope),,13,18
43,1,5:11.0,,P. Gasol makes 2-pt jump shot from 17 ft (assist by P. Mills),13,20
44,1,4:52.0,M. Morris misses 2-pt jump shot from 15 ft,,13,20
45,1,4:51.0,,Defensive rebound by K. Leonard,13,20
46,1,4:47.0,,Turnover by K. Leonard (discontinued dribble),13,20
47,1,4:47.0,,M. Ginóbili enters the game for K. Anderson,13,20
48,1,4:47.0,,D. Lee enters the game for L. Aldridge,13,20
49,1,4:47.0,J. Leuer enters the game for M. Morris,,13,20
50,1,4:31.0,Turnover by A. Drummond (lost ball; steal by K. Leonard),,13,20
51,1,4:08.0,,P. Gasol misses 3-pt jump shot from 24 ft,13,20
52,1,4:06.0,Defensive rebound by I. Smith,,13,20
53,1,4:00.0,I. Smith makes 2-pt layup from 2 ft,,15,20
54,1,3:45.0,,Shooting foul by T. Harris (drawn by K. Leonard),15,20
55,1,3:45.0,,K. Leonard makes free throw 1 of 2,15,21
56,1,3:45.0,A. Baynes enters the game for A. Drummond,,15,21
57,1,3:45.0,B. Udrih enters the game for I. Smith,,15,21
58,1,3:45.0,M. Morris enters the game for T. Harris,,15,21
59,1,3:45.0,,K. Leonard makes free throw 2 of 2,15,22
60,1,3:26.0,Turnover by B. Udrih (bad pass; steal by M. Ginóbili),,15,22
61,1,3:19.0,,K. Leonard misses 2-pt layup from 2 ft,15,22
62,1,3:18.0,Defensive rebound by J. Leuer,,15,22
63,1,3:04.0,K. Caldwell-Pope makes 2-pt jump shot from 17 ft,,17,22
64,1,3:04.0,,San Antonio full timeout,17,22
65,1,2:49.0,,P. Gasol makes 2-pt jump shot from 6 ft (assist by P. Mills),17,24
66,1,2:29.0,J. Leuer makes 2-pt jump shot from 17 ft (assist by M. Morris),,19,24
67,1,2:13.0,,P. Mills makes 2-pt layup from 4 ft (assist by P. Gasol),19,26
68,1,1:45.0,Turnover by Team (shot clock),,19,26
69,1,1:45.0,,J. Simmons enters the game for K. Leonard,19,26
70,1,1:28.0,,P. Mills misses 3-pt jump shot from 24 ft,19,26
71,1,1:27.0,Defensive rebound by M. Morris,,19,26
72,1,1:18.0,M. Morris misses 2-pt jump shot from 20 ft,,19,26
73,1,1:18.0,,Defensive rebound by P. Mills,19,26
74,1,1:15.0,,Turnover by P. Mills (bad pass),19,26
75,1,0:58.0,Def 3 sec tech foul by D. Lee,,19,26
76,1,0:58.0,B. Udrih makes technical free throw,,20,26
77,1,0:52.0,B. Udrih misses 2-pt jump shot from 17 ft,,20,26
78,1,0:52.0,Offensive rebound by A. Baynes,,20,26
79,1,0:52.0,A. Baynes makes 2-pt layup from 1 ft,,22,26
80,1,0:43.0,,P. Gasol makes 2-pt layup from 3 ft,22,28
81,1,0:27.0,M. Morris misses 2-pt jump shot from 7 ft,,22,28
82,1,0:24.0,Offensive rebound by M. Morris,,22,28
83,1,0:23.0,Flagrant foul type 1 by P. Mills,,22,28
84,1,0:23.0,J. Leuer makes flagrant free throw 1 of 2,,23,28
85,1,0:23.0,J. Leuer makes flagrant free throw 2 of 2,,24,28
86,1,0:01.0,B. Udrih makes 2-pt jump shot from 17 ft,,26,28
87,1,0:00.0,,J. Simmons misses 3-pt jump shot from 50 ft,26,28
88,1,0:00.0,,Offensive rebound by Team,26,28
89,2,11:40.0,,J. Simmons misses 2-pt jump shot from 9 ft,26,28
90,2,11:39.0,Defensive rebound by A. Baynes,,26,28
91,2,11:30.0,B. Udrih makes 3-pt jump shot from 25 ft,,29,28
92,2,11:14.0,,M. Ginóbili makes 2-pt jump shot from 5 ft (assist by T. Parker),29,30
93,2,11:14.0,,Shooting foul by S. Johnson (drawn by M. Ginóbili),29,30
94,2,11:14.0,,M. Ginóbili misses free throw 1 of 1,29,30
95,2,11:14.0,Defensive rebound by A. Baynes,,29,30
96,2,11:03.0,Personal foul by J. Simmons (drawn by M. Morris),,29,30
97,2,10:49.0,J. Leuer misses 3-pt jump shot from 23 ft,,29,30
98,2,10:48.0,,Defensive rebound by T. Parker,29,30
99,2,10:27.0,,D. Lee makes 2-pt jump shot from 15 ft (assist by J. Simmons),29,32
100,2,10:10.0,M. Morris makes 2-pt jump shot from 10 ft,,31,32
101,2,9:52.0,,T. Parker misses 2-pt layup from 1 ft (block by J. Leuer),31,32
102,2,9:50.0,,Offensive rebound by D. Lee,31,32
103,2,9:48.0,,D. Lee makes 2-pt layup from 3 ft,31,34
104,2,9:34.0,M. Morris misses 3-pt jump shot from 25 ft,,31,34
105,2,9:33.0,,Defensive rebound by L. Aldridge,31,34
106,2,9:23.0,,M. Ginóbili makes 2-pt jump shot from 12 ft,31,36
107,2,9:08.0,Turnover by J. Leuer (step out of bounds),,31,36
108,2,9:08.0,,K. Leonard enters the game for M. Ginóbili,31,36
109,2,8:48.0,,L. Aldridge makes 2-pt jump shot from 15 ft,31,38
110,2,8:34.0,S. Johnson misses 2-pt jump shot from 16 ft,,31,38
111,2,8:33.0,,Defensive rebound by L. Aldridge,31,38
112,2,8:25.0,,Personal block foul by A. Baynes (drawn by L. Aldridge),31,38
113,2,8:25.0,Official timeout,,31,38
114,2,8:25.0,T. Harris enters the game for M. Morris,,31,38
115,2,8:25.0,K. Caldwell-Pope enters the game for J. Leuer,,31,38
116,2,8:16.0,,L. Aldridge misses 2-pt jump shot from 11 ft,31,38
117,2,8:15.0,Defensive rebound by T. Harris,,31,38
118,2,7:56.0,B. Udrih makes 2-pt jump shot from 15 ft,,33,38
119,2,7:42.0,,L. Aldridge misses 2-pt jump shot from 17 ft,33,38
120,2,7:41.0,Defensive rebound by S. Johnson,,33,38
121,2,7:34.0,B. Udrih misses 2-pt jump shot from 12 ft,,33,38
122,2,7:33.0,,Defensive rebound by K. Leonard,33,38
123,2,7:25.0,,K. Leonard misses 2-pt jump shot from 19 ft,33,38
124,2,7:24.0,Defensive rebound by T. Harris,,33,38
125,2,7:07.0,S. Johnson makes 3-pt jump shot from 24 ft (assist by T. Harris),,36,38
126,2,6:40.0,,T. Parker misses 2-pt layup from 3 ft,36,38
127,2,6:38.0,Defensive rebound by A. Baynes,,36,38
128,2,6:35.0,Shooting foul by L. Aldridge (drawn by T. Harris),,36,38
129,2,6:35.0,T. Harris makes free throw 1 of 2,,37,38
130,2,6:35.0,I. Smith enters the game for B. Udrih,,37,38
131,2,6:35.0,A. Drummond enters the game for A. Baynes,,37,38
132,2,6:35.0,,P. Mills enters the game for T. Parker,37,38
133,2,6:35.0,,P. Gasol enters the game for D. Lee,37,38
134,2,6:35.0,T. Harris makes free throw 2 of 2,,38,38
135,2,6:21.0,,P. Mills misses 3-pt jump shot from 23 ft,38,38
136,2,6:20.0,,Offensive rebound by P. Gasol,38,38
137,2,6:12.0,,L. Aldridge misses 2-pt jump shot from 15 ft,38,38
138,2,6:11.0,Defensive rebound by I. Smith,,38,38
139,2,6:00.0,A. Drummond makes 2-pt layup from 3 ft (assist by K. Caldwell-Pope),,40,38
140,2,6:00.0,Shooting foul by J. Simmons (drawn by A. Drummond),,40,38
141,2,6:00.0,,K. Anderson enters the game for J. Simmons,40,38
142,2,6:00.0,A. Drummond makes free throw 1 of 1,,41,38
143,2,5:37.0,,P. Gasol misses 3-pt jump shot from 24 ft,41,38
144,2,5:33.0,Defensive rebound by S. Johnson,,41,38
145,2,5:25.0,,San Antonio full timeout,41,38
146,2,5:06.0,S. Johnson misses 2-pt jump shot from 21 ft,,41,38
147,2,5:05.0,,Defensive rebound by K. Anderson,41,38
148,2,4:51.0,,P. Gasol misses 2-pt jump shot from 11 ft,41,38
149,2,4:50.0,Defensive rebound by A. Drummond,,41,38
150,2,4:37.0,I. Smith makes 2-pt layup from 4 ft,,43,38
151,2,4:20.0,,K. Anderson makes 2-pt layup from 4 ft,43,40
152,2,4:06.0,T. Harris misses 2-pt jump shot from 5 ft,,43,40
153,2,4:05.0,Offensive rebound by A. Drummond,,43,40
154,2,4:05.0,A. Drummond makes 2-pt layup from 1 ft,,45,40
155,2,3:44.0,,K. Leonard makes 2-pt jump shot from 18 ft (assist by K. Anderson),45,42
156,2,3:20.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by I. Smith),,48,42
157,2,3:08.0,,Def 3 sec tech foul by A. Drummond,48,42
158,2,3:08.0,,K. Leonard makes technical free throw,48,43
159,2,3:08.0,J. Leuer enters the game for T. Harris,,48,43
160,2,3:00.0,,L. Aldridge makes 2-pt layup from 3 ft (assist by P. Gasol),48,45
161,2,2:41.0,Offensive foul by A. Drummond (drawn by P. Mills),,48,45
162,2,2:41.0,Turnover by A. Drummond (offensive foul),,48,45
163,2,2:41.0,Detroit full timeout,,48,45
164,2,2:26.0,,K. Leonard misses 2-pt jump shot from 17 ft,48,45
165,2,2:24.0,,Offensive rebound by P. Gasol,48,45
166,2,2:24.0,,P. Gasol makes 2-pt layup from 1 ft,48,47
167,2,2:10.0,S. Johnson misses 3-pt jump shot from 24 ft,,48,47
168,2,2:09.0,,Defensive rebound by L. Aldridge,48,47
169,2,2:04.0,,Personal foul by K. Caldwell-Pope (drawn by K. Leonard),48,47
170,2,1:56.0,,Personal foul by S. Johnson (drawn by L. Aldridge),48,47
171,2,1:56.0,M. Morris enters the game for S. Johnson,,48,47
172,2,1:45.0,,K. Leonard misses 2-pt jump shot from 14 ft,48,47
173,2,1:44.0,Defensive rebound by K. Caldwell-Pope,,48,47
174,2,1:36.0,J. Leuer misses 3-pt jump shot from 26 ft,,48,47
175,2,1:35.0,,Defensive rebound by K. Leonard,48,47
176,2,1:26.0,,L. Aldridge misses 2-pt layup from 1 ft,48,47
177,2,1:26.0,Defensive rebound by Team,,48,47
178,2,1:26.0,,M. Ginóbili enters the game for K. Anderson,48,47
179,2,1:05.0,M. Morris misses 3-pt jump shot from 24 ft,,48,47
180,2,1:04.0,Offensive rebound by A. Drummond,,48,47
181,2,1:03.0,A. Drummond misses 2-pt jump shot from 5 ft,,48,47
182,2,1:01.0,,Defensive rebound by P. Gasol,48,47
183,2,0:52.0,,K. Leonard misses 2-pt jump shot from 5 ft (block by M. Morris),48,47
184,2,0:50.0,Defensive rebound by J. Leuer,,48,47
185,2,0:48.0,Flagrant foul type 1 by P. Gasol (drawn by A. Drummond),,48,47
186,2,0:48.0,A. Drummond makes flagrant free throw 1 of 2,,49,47
187,2,0:48.0,A. Drummond makes flagrant free throw 2 of 2,,50,47
188,2,0:34.0,A. Drummond makes 2-pt dunk at rim (assist by K. Caldwell-Pope),,52,47
189,2,0:16.0,,L. Aldridge makes 2-pt jump shot from 9 ft,52,49
190,2,0:01.0,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,,52,49
191,2,0:00.0,,Defensive rebound by L. Aldridge,52,49
192,3,11:47.0,,T. Parker makes 2-pt jump shot from 5 ft (assist by P. Gasol),52,51
193,3,11:27.0,T. Harris misses 3-pt jump shot from 24 ft,,52,51
194,3,11:25.0,Offensive rebound by A. Drummond,,52,51
195,3,11:03.0,M. Morris makes 2-pt jump shot from 18 ft,,54,51
196,3,10:46.0,,P. Gasol makes 2-pt jump shot from 15 ft (assist by T. Parker),54,53
197,3,10:22.0,Turnover by A. Drummond (bad pass; steal by K. Leonard),,54,53
198,3,10:03.0,,T. Parker misses 3-pt jump shot from 24 ft,54,53
199,3,10:02.0,Defensive rebound by I. Smith,,54,53
200,3,9:52.0,T. Harris misses 3-pt jump shot from 24 ft,,54,53
201,3,9:50.0,,Defensive rebound by T. Parker,54,53
202,3,9:35.0,,K. Leonard misses 2-pt jump shot from 20 ft,54,53
203,3,9:34.0,,Offensive rebound by K. Anderson,54,53
204,3,9:34.0,,K. Anderson misses 2-pt layup at rim,54,53
205,3,9:32.0,,Offensive rebound by K. Anderson,54,53
206,3,9:16.0,,Shooting foul by A. Drummond (drawn by K. Anderson),54,53
207,3,9:16.0,,K. Anderson misses free throw 1 of 2,54,53
208,3,9:16.0,,Offensive rebound by Team,54,53
209,3,9:16.0,,K. Anderson makes free throw 2 of 2,54,54
210,3,8:51.0,A. Drummond makes 3-pt jump shot from 27 ft,,57,54
211,3,8:31.0,,K. Leonard makes 3-pt jump shot from 27 ft (assist by P. Gasol),57,57
212,3,8:10.0,I. Smith misses 3-pt jump shot from 26 ft,,57,57
213,3,8:09.0,,Defensive rebound by K. Anderson,57,57
214,3,7:55.0,,K. Anderson makes 3-pt jump shot from 23 ft (assist by K. Leonard),57,60
215,3,7:46.0,Detroit full timeout,,57,60
216,3,7:33.0,A. Drummond makes 2-pt layup from 3 ft (assist by T. Harris),,59,60
217,3,7:11.0,,K. Leonard misses 2-pt layup from 2 ft (block by M. Morris),59,60
218,3,7:10.0,Defensive rebound by I. Smith,,59,60
219,3,7:02.0,M. Morris misses 2-pt jump shot from 19 ft,,59,60
220,3,7:01.0,,Defensive rebound by K. Anderson,59,60
221,3,6:46.0,,T. Parker misses 2-pt hook shot from 5 ft,59,60
222,3,6:45.0,Defensive rebound by A. Drummond,,59,60
223,3,6:28.0,T. Harris makes 2-pt jump shot from 9 ft (assist by K. Caldwell-Pope),,61,60
224,3,6:11.0,,T. Parker makes 2-pt layup at rim (assist by P. Gasol),61,62
225,3,5:53.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,61,62
226,3,5:52.0,,Defensive rebound by L. Aldridge,61,62
227,3,5:36.0,,Turnover by L. Aldridge (traveling),61,62
228,3,5:36.0,,M. Ginóbili enters the game for K. Anderson,61,62
229,3,5:36.0,,P. Mills enters the game for T. Parker,61,62
230,3,5:18.0,I. Smith misses 2-pt jump shot from 19 ft,,61,62
231,3,5:17.0,,Defensive rebound by M. Ginóbili,61,62
232,3,5:08.0,,K. Leonard makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),61,65
233,3,4:42.0,Shooting foul by P. Mills (drawn by T. Harris),,61,65
234,3,4:42.0,T. Harris makes free throw 1 of 2,,62,65
235,3,4:42.0,,D. Lee enters the game for P. Gasol,62,65
236,3,4:42.0,J. Leuer enters the game for M. Morris,,62,65
237,3,4:42.0,T. Harris makes free throw 2 of 2,,63,65
238,3,4:26.0,,K. Leonard misses 2-pt jump shot from 18 ft,63,65
239,3,4:25.0,Defensive rebound by A. Drummond,,63,65
240,3,4:12.0,I. Smith makes 2-pt jump shot from 18 ft (assist by K. Caldwell-Pope),,65,65
241,3,4:11.0,,San Antonio full timeout,65,65
242,3,4:11.0,,J. Simmons enters the game for K. Leonard,65,65
243,3,3:59.0,,L. Aldridge makes 2-pt jump shot from 21 ft (assist by P. Mills),65,67
244,3,3:46.0,Turnover by T. Harris (lost ball; steal by P. Mills),,65,67
245,3,3:35.0,,Turnover by M. Ginóbili (bad pass),65,67
246,3,3:35.0,A. Baynes enters the game for A. Drummond,,65,67
247,3,3:25.0,I. Smith misses 2-pt layup from 3 ft,,65,67
248,3,3:25.0,Offensive rebound by Team,,65,67
249,3,3:25.0,B. Udrih enters the game for I. Smith,,65,67
250,3,3:15.0,A. Baynes misses 2-pt jump shot from 18 ft,,65,67
251,3,3:13.0,,Defensive rebound by J. Simmons,65,67
252,3,3:05.0,,P. Mills misses 2-pt jump shot from 21 ft,65,67
253,3,3:03.0,Defensive rebound by T. Harris,,65,67
254,3,2:55.0,J. Leuer misses 3-pt jump shot from 25 ft,,65,67
255,3,2:54.0,,Defensive rebound by P. Mills,65,67
256,3,2:41.0,,L. Aldridge misses 2-pt jump shot from 19 ft,65,67
257,3,2:40.0,Defensive rebound by T. Harris,,65,67
258,3,2:22.0,T. Harris misses 3-pt jump shot from 24 ft,,65,67
259,3,2:20.0,,Defensive rebound by D. Lee,65,67
260,3,1:59.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by L. Aldridge),65,70
261,3,1:41.0,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,,65,70
262,3,1:40.0,,Defensive rebound by L. Aldridge,65,70
263,3,1:15.0,,M. Ginóbili makes 3-pt jump shot from 24 ft,65,73
264,3,1:01.0,B. Udrih makes 2-pt jump shot from 18 ft,,67,73
265,3,0:42.0,,P. Mills makes 2-pt layup from 2 ft (assist by D. Lee),67,75
266,3,0:26.0,T. Harris misses 2-pt jump shot from 19 ft,,67,75
267,3,0:25.0,,Defensive rebound by L. Aldridge,67,75
268,3,0:02.0,,L. Aldridge misses 2-pt dunk from 1 ft,67,75
269,3,0:00.0,Defensive rebound by B. Udrih,,67,75
270,3,0:00.0,,D. Dedmon enters the game for L. Aldridge,67,75
271,3,0:00.0,B. Udrih misses 3-pt jump shot from 50 ft,,67,75
272,3,0:00.0,Offensive rebound by Team,,67,75
273,4,11:49.0,Personal foul by D. Dedmon (drawn by A. Baynes),,67,75
274,4,11:43.0,J. Leuer misses 3-pt jump shot from 26 ft,,67,75
275,4,11:41.0,,Defensive rebound by J. Simmons,67,75
276,4,11:20.0,,Turnover by D. Dedmon (traveling),67,75
277,4,11:12.0,Turnover by S. Johnson (bad pass; steal by D. Dedmon),,67,75
278,4,11:07.0,,Turnover by M. Ginóbili (bad pass),67,75
279,4,10:49.0,S. Johnson misses 3-pt jump shot from 25 ft,,67,75
280,4,10:48.0,,Defensive rebound by D. Dedmon,67,75
281,4,10:40.0,,Shooting foul by B. Udrih (drawn by P. Mills),67,75
282,4,10:40.0,,P. Mills makes free throw 1 of 3,67,76
283,4,10:40.0,,P. Mills makes free throw 2 of 3,67,77
284,4,10:40.0,,P. Gasol enters the game for D. Lee,67,77
285,4,10:40.0,,K. Leonard enters the game for M. Ginóbili,67,77
286,4,10:40.0,,P. Mills makes free throw 3 of 3,67,78
287,4,10:27.0,Shooting foul by P. Gasol (drawn by B. Udrih),,67,78
288,4,10:27.0,B. Udrih makes free throw 1 of 2,,68,78
289,4,10:27.0,B. Udrih makes free throw 2 of 2,,69,78
290,4,10:07.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by D. Dedmon),69,81
291,4,9:46.0,M. Morris misses 2-pt jump shot from 16 ft,,69,81
292,4,9:45.0,,Defensive rebound by J. Simmons,69,81
293,4,9:35.0,,Shooting foul by J. Leuer (drawn by J. Simmons),69,81
294,4,9:35.0,,J. Simmons makes free throw 1 of 2,69,82
295,4,9:35.0,,J. Simmons misses free throw 2 of 2,69,82
296,4,9:35.0,A. Drummond enters the game for A. Baynes,,69,82
297,4,9:34.0,Defensive rebound by A. Drummond,,69,82
298,4,9:13.0,Shooting foul by K. Leonard (drawn by S. Johnson),,69,82
299,4,9:13.0,S. Johnson makes free throw 1 of 2,,70,82
300,4,9:13.0,S. Johnson makes free throw 2 of 2,,71,82
301,4,9:03.0,,K. Leonard misses 2-pt dunk at rim,71,82
302,4,9:02.0,Defensive rebound by B. Udrih,,71,82
303,4,8:55.0,Shooting foul by D. Dedmon (drawn by S. Johnson),,71,82
304,4,8:55.0,S. Johnson makes free throw 1 of 2,,72,82
305,4,8:55.0,,T. Parker enters the game for P. Mills,71,82
306,4,8:55.0,S. Johnson misses free throw 2 of 2,,72,82
307,4,8:54.0,,Defensive rebound by P. Gasol,72,82
308,4,8:34.0,,Turnover by K. Leonard (bad pass; steal by M. Morris),72,82
309,4,8:18.0,S. Johnson misses 3-pt jump shot from 25 ft,,72,82
310,4,8:17.0,,Defensive rebound by J. Simmons,72,82
311,4,8:08.0,,J. Simmons misses 3-pt jump shot from 25 ft,72,82
312,4,8:06.0,,Offensive rebound by D. Dedmon,72,82
313,4,7:47.0,,P. Gasol makes 2-pt jump shot from 19 ft (assist by J. Simmons),72,84
314,4,7:25.0,J. Leuer misses 3-pt jump shot from 25 ft,,72,84
315,4,7:24.0,Offensive rebound by A. Drummond,,72,84
316,4,7:21.0,A. Drummond makes 2-pt jump shot from 9 ft,,74,84
317,4,7:05.0,,P. Gasol misses 2-pt jump shot from 19 ft (block by A. Drummond),74,84
318,4,7:05.0,,Offensive rebound by Team,74,84
319,4,7:05.0,I. Smith enters the game for B. Udrih,,74,84
320,4,7:05.0,K. Caldwell-Pope enters the game for S. Johnson,,74,84
321,4,7:01.0,,T. Parker misses 2-pt jump shot from 21 ft,74,84
322,4,6:58.0,,Offensive rebound by Team,74,84
323,4,6:51.0,,Shooting foul by I. Smith (drawn by T. Parker),74,84
324,4,6:51.0,,T. Parker makes free throw 1 of 2,74,85
325,4,6:51.0,,T. Parker misses free throw 2 of 2,74,85
326,4,6:51.0,,K. Anderson enters the game for J. Simmons,74,85
327,4,6:51.0,,L. Aldridge enters the game for D. Dedmon,74,85
328,4,6:50.0,Defensive rebound by A. Drummond,,74,85
329,4,6:38.0,Turnover by A. Drummond (bad pass; steal by K. Leonard),,74,85
330,4,6:22.0,,T. Parker misses 2-pt layup at rim,74,85
331,4,6:21.0,,Offensive rebound by P. Gasol,74,85
332,4,6:21.0,,P. Gasol makes 2-pt layup from 1 ft,74,87
333,4,5:54.0,J. Leuer makes 2-pt jump shot from 9 ft (assist by I. Smith),,76,87
334,4,5:54.0,,San Antonio full timeout,76,87
335,4,5:54.0,T. Harris enters the game for M. Morris,,76,87
336,4,5:40.0,,Turnover by P. Gasol (bad pass; steal by A. Drummond),76,87
337,4,5:36.0,K. Caldwell-Pope misses 2-pt layup at rim,,76,87
338,4,5:35.0,,Defensive rebound by P. Gasol,76,87
339,4,5:24.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by K. Anderson),76,89
340,4,5:08.0,T. Harris misses 2-pt layup from 2 ft,,76,89
341,4,5:07.0,Offensive rebound by A. Drummond,,76,89
342,4,5:07.0,A. Drummond makes 2-pt layup from 1 ft,,78,89
343,4,4:53.0,,P. Gasol misses 2-pt jump shot from 19 ft,78,89
344,4,4:52.0,Defensive rebound by J. Leuer,,78,89
345,4,4:37.0,J. Leuer makes 2-pt jump shot from 19 ft (assist by K. Caldwell-Pope),,80,89
346,4,4:20.0,,T. Parker misses 2-pt jump shot from 20 ft,80,89
347,4,4:19.0,Defensive rebound by A. Drummond,,80,89
348,4,4:14.0,Shooting foul by T. Parker (drawn by I. Smith),,80,89
349,4,4:14.0,I. Smith misses free throw 1 of 2,,80,89
350,4,4:14.0,Offensive rebound by Team,,80,89
351,4,4:14.0,I. Smith misses free throw 2 of 2,,80,89
352,4,4:14.0,,P. Mills enters the game for T. Parker,80,89
353,4,4:13.0,,Defensive rebound by L. Aldridge,80,89
354,4,3:47.0,,P. Mills misses 3-pt jump shot from 27 ft,80,89
355,4,3:46.0,Defensive rebound by A. Drummond,,80,89
356,4,3:34.0,I. Smith makes 2-pt layup from 2 ft,,82,89
357,4,3:08.0,,L. Aldridge misses 2-pt jump shot from 13 ft,82,89
358,4,3:06.0,Defensive rebound by A. Drummond,,82,89
359,4,2:59.0,I. Smith makes 2-pt layup from 1 ft,,84,89
360,4,2:40.0,,Personal foul by T. Harris (drawn by P. Gasol),84,89
361,4,2:40.0,Detroit full timeout,,84,89
362,4,2:30.0,,K. Leonard misses 2-pt jump shot from 13 ft,84,89
363,4,2:30.0,Defensive rebound by K. Caldwell-Pope,,84,89
364,4,2:22.0,I. Smith misses 2-pt jump shot from 8 ft,,84,89
365,4,2:20.0,,Defensive rebound by P. Gasol,84,89
366,4,2:07.0,,K. Leonard makes 3-pt jump shot from 25 ft,84,92
367,4,1:51.0,Turnover by I. Smith (lost ball),,84,92
368,4,1:33.0,,K. Leonard misses 3-pt jump shot from 26 ft,84,92
369,4,1:31.0,,Offensive rebound by P. Gasol,84,92
370,4,1:10.0,,K. Leonard misses 2-pt layup from 2 ft,84,92
371,4,1:09.0,Defensive rebound by A. Drummond,,84,92
372,4,1:00.0,T. Harris misses 2-pt layup from 2 ft (block by P. Gasol),,84,92
373,4,0:58.0,,Defensive rebound by K. Leonard,84,92
374,4,0:40.0,,K. Leonard misses 2-pt jump shot from 17 ft,84,92
375,4,0:40.0,Defensive rebound by Team,,84,92
376,4,0:40.0,Detroit full timeout,,84,92
377,4,0:40.0,Turnover by Team (5 sec inbounds),,84,92
378,4,0:40.0,,D. Murray enters the game for K. Leonard,84,92
379,4,0:40.0,,D. Dedmon enters the game for L. Aldridge,84,92
380,4,0:40.0,,B. Forbes enters the game for P. Gasol,84,92
381,4,0:40.0,,D. Bertāns enters the game for K. Anderson,84,92
382,4,0:40.0,,J. Simmons enters the game for P. Mills,84,92
383,4,0:38.0,,Personal take foul by T. Harris (drawn by J. Simmons),84,92
384,4,0:38.0,,J. Simmons makes free throw 1 of 2,84,93
