,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA CLIPPERS_ACTION,SACRAMENTO_SCORE,LA CLIPPERS_SCORE
34,1,6:50.0,,B. Griffin makes 2-pt jump shot from 18 ft (assist by C. Paul),10,11
35,1,6:25.0,T. Evans misses 3-pt jump shot from 26 ft,,10,11
36,1,6:24.0,,Defensive rebound by B. Griffin,10,11
37,1,6:16.0,,Personal foul by T. Evans (drawn by L. Mbah a Moute),10,11
38,1,6:09.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),10,13
39,1,5:50.0,W. Cauley-Stein misses 2-pt hook shot from 6 ft,,10,13
40,1,5:47.0,,Defensive rebound by A. Rivers,10,13
41,1,5:36.0,,B. Griffin makes 2-pt layup from 2 ft,10,15
42,1,5:19.0,B. Hield makes 2-pt jump shot from 18 ft,,12,15
43,1,4:58.0,,A. Rivers misses 3-pt jump shot from 27 ft,12,15
44,1,4:56.0,Defensive rebound by T. Evans,,12,15
45,1,4:50.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by T. Evans),,14,15
46,1,4:31.0,,B. Griffin makes 3-pt jump shot from 27 ft (assist by C. Paul),14,18
47,1,4:06.0,T. Evans misses 2-pt jump shot from 5 ft (block by D. Jordan),,14,18
48,1,4:04.0,,Defensive rebound by B. Griffin,14,18
49,1,4:01.0,,Turnover by L. Mbah a Moute (lost ball; steal by D. Collison),14,18
50,1,3:55.0,T. Evans makes 3-pt jump shot from 25 ft (assist by B. Hield),,17,18
51,1,3:54.0,,LA Clippers full timeout,17,18
52,1,3:54.0,G. Papagiannis enters the game for W. Cauley-Stein,,17,18
53,1,3:40.0,,A. Rivers misses 2-pt jump shot from 12 ft,17,18
54,1,3:34.0,Defensive rebound by S. Labissière,,17,18
55,1,3:24.0,Turnover by D. Collison (lost ball; steal by L. Mbah a Moute),,17,18
56,1,3:15.0,,L. Mbah a Moute misses 2-pt jump shot from 18 ft,17,18
57,1,3:13.0,Defensive rebound by T. Evans,,17,18
58,1,3:10.0,Turnover by T. Evans (bad pass),,17,18
59,1,3:10.0,,J. Crawford enters the game for L. Mbah a Moute,17,18
60,1,3:10.0,G. Temple enters the game for B. Hield,,17,18
61,1,3:10.0,Violation by Team (delay of game),,17,18
62,1,3:01.0,,D. Jordan makes 2-pt dunk from 2 ft (assist by C. Paul),17,20
63,1,2:39.0,T. Evans misses 2-pt jump shot from 21 ft,,17,20
64,1,2:35.0,,Defensive rebound by B. Griffin,17,20
65,1,2:27.0,,C. Paul makes 3-pt jump shot from 26 ft,17,23
66,1,2:10.0,G. Papagiannis misses 2-pt hook shot from 14 ft,,17,23
67,1,2:07.0,,Defensive rebound by D. Jordan,17,23
68,1,2:01.0,Sacramento full timeout,,17,23
69,1,2:01.0,,P. Pierce enters the game for B. Griffin,17,23
70,1,2:01.0,,R. Felton enters the game for A. Rivers,17,23
71,1,2:01.0,B. McLemore enters the game for T. Evans,,17,23
72,1,1:52.0,,Personal foul by B. McLemore (drawn by R. Felton),17,23
73,1,1:52.0,A. Tolliver enters the game for S. Labissière,,17,23
74,1,1:38.0,,R. Felton misses 3-pt jump shot from 27 ft,17,23
75,1,1:37.0,Defensive rebound by A. Tolliver,,17,23
76,1,1:15.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by G. Temple),,20,23
77,1,1:15.0,Shooting foul by P. Pierce (drawn by A. Tolliver),,20,23
78,1,1:15.0,A. Tolliver misses free throw 1 of 1,,20,23
79,1,1:15.0,,A. Rivers enters the game for C. Paul,20,23
80,1,1:15.0,,M. Speights enters the game for D. Jordan,20,23
81,1,1:14.0,,Defensive rebound by P. Pierce,20,23
82,1,1:03.0,,Personal foul by G. Temple (drawn by J. Crawford),20,23
83,1,1:03.0,,J. Crawford makes free throw 1 of 2,20,24
84,1,1:03.0,,J. Crawford misses free throw 2 of 2,20,24
85,1,1:01.0,Defensive rebound by G. Papagiannis,,20,24
86,1,0:51.0,D. Collison makes 2-pt jump shot from 14 ft,,22,24
87,1,0:30.0,,M. Speights misses 2-pt jump shot from 18 ft,22,24
88,1,0:27.0,Defensive rebound by G. Temple,,22,24
89,1,0:06.0,G. Papagiannis makes 2-pt layup from 3 ft (assist by D. Collison),,24,24
90,1,0:01.0,,J. Crawford misses 3-pt jump shot from 28 ft,24,24
91,1,0:00.0,,Offensive rebound by Team,24,24
92,2,11:50.0,,Turnover by A. Rivers (traveling),24,24
93,2,11:32.0,G. Papagiannis makes 2-pt jump shot from 3 ft,,26,24
94,2,11:32.0,,LA Clippers full timeout,26,24
95,2,11:17.0,,M. Speights misses 3-pt jump shot from 23 ft,26,24
96,2,11:16.0,Defensive rebound by G. Temple,,26,24
97,2,10:54.0,G. Temple makes 3-pt jump shot from 26 ft (assist by G. Papagiannis),,29,24
98,2,10:36.0,,J. Crawford misses 3-pt jump shot from 27 ft,29,24
99,2,10:35.0,Defensive rebound by G. Papagiannis,,29,24
100,2,10:24.0,G. Papagiannis misses 2-pt hook shot from 8 ft,,29,24
101,2,10:21.0,,Defensive rebound by P. Pierce,29,24
102,2,10:14.0,,Shooting foul by G. Papagiannis (drawn by J. Crawford),29,24
103,2,10:14.0,,J. Crawford makes free throw 1 of 2,29,25
104,2,10:14.0,,J. Crawford makes free throw 2 of 2,29,26
105,2,9:52.0,Turnover by G. Temple (lost ball; steal by M. Speights),,29,26
106,2,9:38.0,,J. Crawford misses 2-pt jump shot from 4 ft,29,26
107,2,9:35.0,Defensive rebound by G. Papagiannis,,29,26
108,2,9:31.0,,Offensive charge foul by B. McLemore (drawn by M. Speights),29,26
109,2,9:31.0,Turnover by B. McLemore (offensive foul),,29,26
110,2,9:31.0,W. Cauley-Stein enters the game for G. Papagiannis,,29,26
111,2,9:19.0,,Turnover by A. Rivers (bad pass; steal by W. Cauley-Stein),29,26
112,2,9:13.0,B. McLemore misses 3-pt jump shot from 27 ft,,29,26
113,2,9:09.0,,Defensive rebound by J. Crawford,29,26
114,2,8:56.0,Official timeout,,29,26
115,2,8:56.0,,B. Griffin enters the game for P. Pierce,29,26
116,2,8:52.0,,Turnover by R. Felton (lost ball; steal by L. Galloway),29,26
117,2,8:40.0,L. Galloway misses 2-pt jump shot from 20 ft,,29,26
118,2,8:37.0,,Defensive rebound by A. Rivers,29,26
119,2,8:21.0,,J. Crawford misses 3-pt jump shot from 27 ft,29,26
120,2,8:19.0,Defensive rebound by W. Cauley-Stein,,29,26
121,2,8:13.0,Personal foul by J. Crawford (drawn by A. Tolliver),,29,26
122,2,7:58.0,G. Temple misses 2-pt jump shot from 5 ft,,29,26
123,2,7:55.0,,Defensive rebound by A. Rivers,29,26
124,2,7:52.0,,M. Speights makes 2-pt dunk at rim (assist by J. Crawford),29,28
125,2,7:41.0,,Offensive charge foul by G. Temple (drawn by M. Speights),29,28
126,2,7:41.0,Turnover by G. Temple (offensive foul),,29,28
127,2,7:25.0,,J. Crawford misses 2-pt jump shot from 15 ft,29,28
128,2,7:23.0,Defensive rebound by W. Cauley-Stein,,29,28
129,2,7:15.0,B. McLemore makes 2-pt jump shot from 5 ft,,31,28
130,2,7:15.0,Shooting foul by M. Speights (drawn by B. McLemore),,31,28
131,2,7:15.0,,D. Jordan enters the game for M. Speights,31,28
132,2,7:15.0,,C. Paul enters the game for R. Felton,31,28
133,2,7:15.0,B. McLemore makes free throw 1 of 1,,32,28
134,2,6:53.0,,B. Griffin makes 2-pt jump shot from 21 ft,32,30
135,2,6:38.0,L. Galloway misses 3-pt jump shot from 26 ft,,32,30
136,2,6:36.0,,Defensive rebound by C. Paul,32,30
137,2,6:30.0,,C. Paul makes 3-pt jump shot from 26 ft,32,33
138,2,6:09.0,A. Tolliver makes 3-pt jump shot from 27 ft (assist by B. McLemore),,35,33
139,2,5:48.0,,Turnover by C. Paul (bad pass),35,33
140,2,5:48.0,,LA Clippers full timeout,35,33
141,2,5:36.0,B. McLemore makes 2-pt jump shot from 19 ft (assist by W. Cauley-Stein),,37,33
142,2,5:11.0,,B. Griffin misses 2-pt hook shot from 11 ft,37,33
143,2,5:08.0,Defensive rebound by W. Cauley-Stein,,37,33
144,2,4:51.0,A. Tolliver makes 3-pt jump shot from 28 ft (assist by G. Temple),,40,33
145,2,4:25.0,,B. Griffin misses 3-pt jump shot from 27 ft,40,33
146,2,4:24.0,Defensive rebound by B. McLemore,,40,33
147,2,4:19.0,Turnover by W. Cauley-Stein (lost ball; steal by B. Griffin),,40,33
148,2,4:08.0,,C. Paul misses 2-pt jump shot from 13 ft,40,33
149,2,4:06.0,Defensive rebound by W. Cauley-Stein,,40,33
150,2,4:06.0,Sacramento full timeout,,40,33
151,2,4:06.0,D. Collison enters the game for L. Galloway,,40,33
152,2,4:06.0,T. Evans enters the game for B. McLemore,,40,33
153,2,4:06.0,,R. Felton enters the game for J. Crawford,40,33
154,2,3:53.0,G. Temple misses 2-pt jump shot from 6 ft (block by C. Paul),,40,33
155,2,3:53.0,,Defensive rebound by Team,40,33
156,2,3:34.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),40,35
157,2,3:16.0,Turnover by A. Tolliver (bad pass; steal by R. Felton),,40,35
158,2,3:03.0,Loose ball foul by G. Temple (drawn by R. Felton),,40,35
159,2,3:03.0,S. Labissière enters the game for A. Tolliver,,40,35
160,2,3:03.0,B. Hield enters the game for G. Temple,,40,35
161,2,2:51.0,,B. Griffin makes 3-pt jump shot from 26 ft (assist by A. Rivers),40,38
162,2,2:38.0,B. Hield misses 3-pt jump shot from 25 ft,,40,38
163,2,2:37.0,,Defensive rebound by A. Rivers,40,38
164,2,2:30.0,,R. Felton makes 2-pt layup from 3 ft (assist by A. Rivers),40,40
165,2,2:11.0,T. Evans misses 3-pt jump shot from 28 ft,,40,40
166,2,2:09.0,,Defensive rebound by B. Griffin,40,40
167,2,1:56.0,,R. Felton misses 2-pt jump shot from 11 ft,40,40
168,2,1:50.0,Defensive rebound by T. Evans,,40,40
169,2,1:48.0,T. Evans misses 2-pt layup from 2 ft,,40,40
170,2,1:46.0,Offensive rebound by B. Hield,,40,40
171,2,1:46.0,B. Hield misses 2-pt layup from 2 ft,,40,40
172,2,1:39.0,,Defensive rebound by C. Paul,40,40
173,2,1:27.0,,D. Jordan misses 2-pt layup from 2 ft,40,40
174,2,1:26.0,Defensive rebound by W. Cauley-Stein,,40,40
175,2,1:09.0,S. Labissière misses 2-pt hook shot from 3 ft,,40,40
176,2,1:02.0,,Defensive rebound by A. Rivers,40,40
177,2,1:00.0,,A. Rivers misses 2-pt layup from 1 ft,40,40
178,2,0:56.0,Defensive rebound by B. Hield,,40,40
179,2,0:46.0,Turnover by D. Collison (bad pass; steal by D. Jordan),,40,40
180,2,0:39.0,,Shooting block foul by S. Labissière (drawn by C. Paul),40,40
181,2,0:39.0,,C. Paul makes free throw 1 of 2,40,41
182,2,0:39.0,G. Papagiannis enters the game for W. Cauley-Stein,,40,41
183,2,0:39.0,,C. Paul makes free throw 2 of 2,40,42
184,2,0:26.0,G. Papagiannis makes 2-pt jump shot from 5 ft (assist by D. Collison),,42,42
185,2,0:04.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),42,44
186,2,0:01.0,T. Evans misses 3-pt jump shot from 28 ft,,42,44
187,2,0:00.0,Offensive rebound by Team,,42,44
188,3,11:31.0,,C. Paul makes 2-pt jump shot from 13 ft (assist by A. Rivers),42,46
189,3,11:13.0,Shooting foul by A. Rivers (drawn by B. Hield),,42,46
190,3,11:13.0,B. Hield makes free throw 1 of 2,,43,46
191,3,11:13.0,B. Hield makes free throw 2 of 2,,44,46
192,3,11:02.0,,Personal foul by S. Labissière (drawn by D. Jordan),44,46
193,3,10:52.0,,A. Rivers makes 2-pt jump shot from 19 ft,44,48
194,3,10:30.0,B. Hield misses 3-pt jump shot from 25 ft,,44,48
195,3,10:29.0,,Defensive rebound by D. Jordan,44,48
196,3,10:23.0,,A. Rivers misses 3-pt jump shot from 27 ft,44,48
197,3,10:19.0,Defensive rebound by D. Collison,,44,48
198,3,10:16.0,B. Hield misses 3-pt jump shot from 26 ft,,44,48
199,3,10:15.0,,Defensive rebound by D. Jordan,44,48
200,3,10:08.0,,B. Griffin makes 2-pt jump shot from 15 ft (assist by C. Paul),44,50
201,3,9:53.0,S. Labissière misses 2-pt jump shot from 10 ft,,44,50
202,3,9:52.0,,Defensive rebound by D. Jordan,44,50
203,3,9:47.0,,C. Paul misses 3-pt jump shot from 24 ft,44,50
204,3,9:44.0,,Offensive rebound by C. Paul,44,50
205,3,9:42.0,,A. Rivers misses 3-pt jump shot from 26 ft,44,50
206,3,9:38.0,Defensive rebound by W. Cauley-Stein,,44,50
207,3,9:30.0,T. Evans misses 2-pt jump shot from 19 ft,,44,50
208,3,9:29.0,,Defensive rebound by A. Rivers,44,50
209,3,9:17.0,,Shooting foul by S. Labissière (drawn by D. Jordan),44,50
210,3,9:17.0,,D. Jordan makes free throw 1 of 2,44,51
211,3,9:17.0,,D. Jordan makes free throw 2 of 2,44,52
212,3,8:55.0,S. Labissière misses 2-pt hook shot from 6 ft,,44,52
213,3,8:53.0,,Defensive rebound by B. Griffin,44,52
214,3,8:47.0,,D. Jordan makes 2-pt layup from 2 ft (assist by B. Griffin),44,54
215,3,8:17.0,T. Evans makes 3-pt jump shot from 26 ft (assist by B. Hield),,47,54
216,3,8:08.0,,Personal foul by S. Labissière (drawn by B. Griffin),47,54
217,3,8:08.0,G. Papagiannis enters the game for S. Labissière,,47,54
218,3,7:59.0,,L. Mbah a Moute makes 3-pt jump shot from 27 ft (assist by B. Griffin),47,57
219,3,7:53.0,Sacramento full timeout,,47,57
220,3,7:37.0,D. Collison makes 2-pt jump shot from 20 ft,,49,57
221,3,7:27.0,,L. Mbah a Moute makes 2-pt dunk at rim (assist by C. Paul),49,59
222,3,7:08.0,D. Collison makes 2-pt jump shot from 14 ft (assist by G. Papagiannis),,51,59
223,3,6:44.0,,D. Jordan makes 2-pt dunk at rim,51,61
224,3,6:44.0,,Shooting foul by G. Papagiannis (drawn by D. Jordan),51,61
225,3,6:44.0,,D. Jordan misses free throw 1 of 1,51,61
226,3,6:44.0,G. Temple enters the game for B. Hield,,51,61
227,3,6:41.0,Defensive rebound by W. Cauley-Stein,,51,61
228,3,6:30.0,G. Papagiannis misses 2-pt jump shot from 17 ft,,51,61
229,3,6:29.0,,Defensive rebound by D. Jordan,51,61
230,3,6:17.0,,Personal foul by T. Evans (drawn by D. Jordan),51,61
231,3,6:17.0,,D. Jordan makes free throw 1 of 2,51,62
232,3,6:17.0,,D. Jordan misses free throw 2 of 2,51,62
233,3,6:16.0,Defensive rebound by W. Cauley-Stein,,51,62
234,3,5:52.0,T. Evans misses 3-pt jump shot from 26 ft,,51,62
235,3,5:52.0,Offensive rebound by Team,,51,62
236,3,5:52.0,,Loose ball foul by D. Jordan (drawn by G. Papagiannis),51,62
237,3,5:44.0,D. Collison makes 2-pt layup from 5 ft (assist by G. Temple),,53,62
238,3,5:24.0,,D. Jordan misses 2-pt jump shot from 4 ft (block by G. Papagiannis),53,62
239,3,5:22.0,Defensive rebound by T. Evans,,53,62
240,3,5:22.0,Personal take foul by L. Mbah a Moute (drawn by T. Evans),,53,62
241,3,5:22.0,L. Galloway enters the game for T. Evans,,53,62
242,3,5:19.0,D. Collison makes 2-pt jump shot from 20 ft,,55,62
243,3,5:19.0,Shooting foul by A. Rivers (drawn by D. Collison),,55,62
244,3,5:19.0,,J. Crawford enters the game for L. Mbah a Moute,55,62
245,3,5:19.0,D. Collison makes free throw 1 of 1,,56,62
246,3,5:07.0,,B. Griffin misses 3-pt jump shot from 27 ft,56,62
247,3,5:04.0,,Offensive rebound by D. Jordan,56,62
248,3,5:04.0,,D. Jordan makes 2-pt dunk at rim,56,64
249,3,4:50.0,W. Cauley-Stein makes 2-pt hook shot from 8 ft (assist by G. Papagiannis),,58,64
250,3,4:38.0,,Personal foul by D. Collison (drawn by C. Paul),58,64
251,3,4:38.0,,C. Paul makes free throw 1 of 2,58,65
252,3,4:38.0,,R. Felton enters the game for A. Rivers,58,65
253,3,4:38.0,A. Tolliver enters the game for G. Papagiannis,,58,65
254,3,4:38.0,,C. Paul makes free throw 2 of 2,58,66
255,3,4:26.0,D. Collison misses 2-pt jump shot from 17 ft,,58,66
256,3,4:23.0,,Defensive rebound by D. Jordan,58,66
257,3,4:12.0,,Personal foul by L. Galloway (drawn by C. Paul),58,66
258,3,4:12.0,,C. Paul makes free throw 1 of 2,58,67
259,3,4:12.0,,C. Paul makes free throw 2 of 2,58,68
260,3,4:02.0,Turnover by A. Tolliver (lost ball; steal by C. Paul),,58,68
261,3,4:02.0,,Clear path foul by A. Tolliver,58,68
262,3,4:02.0,,B. Griffin makes clear path free throw 1 of 2,58,69
263,3,4:02.0,,B. Griffin makes clear path free throw 2 of 2,58,70
264,3,3:39.0,,C. Paul misses 3-pt jump shot from 25 ft,58,70
265,3,3:39.0,,Offensive rebound by Team,58,70
266,3,3:39.0,Loose ball foul by A. Tolliver (drawn by D. Jordan),,58,70
267,3,3:39.0,,D. Jordan misses free throw 1 of 2,58,70
268,3,3:39.0,,Offensive rebound by Team,58,70
269,3,3:39.0,,D. Jordan makes free throw 2 of 2,58,71
270,3,3:24.0,G. Temple misses 2-pt jump shot from 15 ft,,58,71
271,3,3:21.0,,Defensive rebound by B. Griffin,58,71
272,3,3:11.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),58,73
273,3,2:55.0,Personal foul by C. Paul (drawn by D. Collison),,58,73
274,3,2:55.0,,LA Clippers full timeout,58,73
275,3,2:55.0,D. Collison makes free throw 1 of 2,,59,73
276,3,2:55.0,D. Collison misses free throw 2 of 2,,59,73
277,3,2:53.0,,Defensive rebound by D. Jordan,59,73
278,3,2:31.0,,J. Crawford makes 3-pt jump shot from 23 ft (assist by C. Paul),59,76
279,3,2:07.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by D. Collison),,62,76
280,3,1:55.0,,A. Rivers enters the game for C. Paul,62,76
281,3,1:55.0,,M. Speights enters the game for D. Jordan,62,76
282,3,1:55.0,,P. Pierce enters the game for B. Griffin,62,76
283,3,1:48.0,,J. Crawford misses 2-pt layup from 3 ft,62,76
284,3,1:45.0,Defensive rebound by G. Temple,,62,76
285,3,1:39.0,A. Tolliver misses 3-pt jump shot from 27 ft,,62,76
286,3,1:36.0,Offensive rebound by L. Galloway,,62,76
287,3,1:33.0,L. Galloway misses 3-pt jump shot from 25 ft,,62,76
288,3,1:30.0,Offensive rebound by A. Tolliver,,62,76
289,3,1:20.0,D. Collison misses 2-pt jump shot from 13 ft,,62,76
290,3,1:16.0,,Defensive rebound by M. Speights,62,76
291,3,1:05.0,,P. Pierce misses 3-pt jump shot from 25 ft,62,76
292,3,1:04.0,Defensive rebound by W. Cauley-Stein,,62,76
293,3,1:00.0,D. Collison misses 2-pt layup from 3 ft,,62,76
294,3,0:56.0,Offensive rebound by G. Temple,,62,76
295,3,0:55.0,G. Temple misses 2-pt layup from 2 ft,,62,76
296,3,0:52.0,,Defensive rebound by P. Pierce,62,76
297,3,0:49.0,,J. Crawford misses 2-pt jump shot from 17 ft,62,76
298,3,0:49.0,Defensive rebound by Team,,62,76
299,3,0:42.0,W. Cauley-Stein makes 2-pt jump shot from 19 ft (assist by D. Collison),,64,76
300,3,0:24.0,,A. Rivers misses 2-pt jump shot from 4 ft,64,76
301,3,0:20.0,Defensive rebound by W. Cauley-Stein,,64,76
302,3,0:05.0,Personal foul by R. Felton (drawn by D. Collison),,64,76
303,3,0:05.0,D. Collison makes free throw 1 of 2,,65,76
304,3,0:05.0,D. Collison misses free throw 2 of 2,,65,76
305,3,0:05.0,B. McLemore enters the game for W. Cauley-Stein,,65,76
306,3,0:04.0,,Defensive rebound by P. Pierce,65,76
307,4,11:44.0,B. McLemore misses 3-pt jump shot from 25 ft,,65,76
308,4,11:43.0,,Defensive rebound by P. Pierce,65,76
309,4,11:21.0,,A. Rivers makes 2-pt jump shot from 5 ft,65,78
310,4,11:02.0,L. Galloway misses 2-pt layup from 3 ft,,65,78
311,4,11:01.0,,Defensive rebound by M. Speights,65,78
312,4,10:51.0,,M. Speights makes 3-pt jump shot from 29 ft (assist by J. Crawford),65,81
313,4,10:35.0,Shooting foul by A. Rivers (drawn by B. McLemore),,65,81
314,4,10:35.0,B. McLemore makes free throw 1 of 2,,66,81
315,4,10:35.0,B. McLemore makes free throw 2 of 2,,67,81
316,4,10:23.0,,R. Felton makes 2-pt layup from 3 ft,67,83
317,4,10:11.0,,Offensive charge foul by L. Galloway (drawn by M. Speights),67,83
318,4,10:11.0,Turnover by L. Galloway (offensive foul),,67,83
319,4,9:58.0,,M. Speights makes 2-pt layup from 2 ft (assist by R. Felton),67,85
320,4,9:35.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by B. McLemore),,70,85
321,4,9:21.0,,Shooting foul by L. Galloway (drawn by R. Felton),70,85
322,4,9:21.0,,R. Felton makes free throw 1 of 2,70,86
323,4,9:21.0,,R. Felton makes free throw 2 of 2,70,87
324,4,9:11.0,Shooting foul by M. Speights (drawn by B. McLemore),,70,87
325,4,9:11.0,B. McLemore misses free throw 1 of 2,,70,87
326,4,9:11.0,Offensive rebound by Team,,70,87
327,4,9:11.0,B. McLemore makes free throw 2 of 2,,71,87
328,4,8:55.0,,Turnover by P. Pierce (traveling),71,87
329,4,8:55.0,Official timeout,,71,87
330,4,8:45.0,L. Galloway misses 2-pt jump shot from 21 ft,,71,87
331,4,8:42.0,,Defensive rebound by M. Speights,71,87
332,4,8:26.0,,M. Speights misses 3-pt jump shot from 24 ft,71,87
333,4,8:23.0,Defensive rebound by L. Galloway,,71,87
334,4,8:19.0,Personal foul by M. Speights (drawn by G. Papagiannis),,71,87
335,4,8:09.0,G. Temple misses 2-pt jump shot from 21 ft,,71,87
336,4,8:06.0,,Defensive rebound by A. Rivers,71,87
337,4,7:58.0,,J. Crawford makes 2-pt jump shot from 15 ft,71,89
338,4,7:41.0,G. Papagiannis makes 2-pt dunk at rim (assist by G. Temple),,73,89
339,4,7:16.0,,A. Rivers misses 2-pt jump shot from 4 ft (block by A. Tolliver),73,89
340,4,7:14.0,,Offensive rebound by M. Speights,73,89
341,4,7:11.0,,A. Rivers misses 3-pt jump shot from 24 ft,73,89
342,4,7:08.0,Defensive rebound by B. McLemore,,73,89
343,4,7:04.0,L. Galloway makes 3-pt jump shot from 27 ft (assist by G. Temple),,76,89
344,4,7:03.0,Violation by Team (delay of game),,76,89
345,4,7:03.0,Technical foul by Team,,76,89
346,4,7:03.0,,J. Crawford makes technical free throw,76,90
347,4,7:03.0,,B. Bass enters the game for M. Speights,76,90
348,4,6:44.0,,J. Crawford misses 2-pt jump shot from 22 ft,76,90
349,4,6:40.0,Defensive rebound by A. Tolliver,,76,90
350,4,6:35.0,L. Galloway misses 2-pt hook shot from 2 ft,,76,90
351,4,6:30.0,Offensive rebound by G. Papagiannis,,76,90
352,4,6:29.0,G. Temple misses 3-pt jump shot from 25 ft,,76,90
353,4,6:27.0,,Defensive rebound by P. Pierce,76,90
354,4,6:18.0,,R. Felton misses 2-pt jump shot from 17 ft,76,90
355,4,6:15.0,,Offensive rebound by A. Rivers,76,90
356,4,6:04.0,S. Labissière enters the game for A. Tolliver,,76,90
357,4,6:04.0,B. Hield enters the game for B. McLemore,,76,90
358,4,6:00.0,,P. Pierce misses 3-pt jump shot from 27 ft,76,90
359,4,5:59.0,Defensive rebound by G. Temple,,76,90
360,4,5:54.0,Turnover by G. Temple (bad pass; steal by B. Bass),,76,90
361,4,5:50.0,,Shooting foul by G. Papagiannis (drawn by B. Bass),76,90
362,4,5:50.0,,LA Clippers full timeout,76,90
363,4,5:50.0,,B. Bass makes free throw 1 of 2,76,91
364,4,5:50.0,,B. Bass makes free throw 2 of 2,76,92
365,4,5:25.0,S. Labissière misses 2-pt jump shot from 12 ft,,76,92
366,4,5:22.0,,Defensive rebound by B. Bass,76,92
367,4,5:16.0,,P. Pierce makes 2-pt jump shot from 14 ft (assist by A. Rivers),76,94
368,4,4:58.0,G. Temple makes 2-pt jump shot from 4 ft,,78,94
369,4,4:35.0,,P. Pierce misses 2-pt jump shot from 18 ft,78,94
370,4,4:33.0,Defensive rebound by B. Hield,,78,94
371,4,4:23.0,B. Hield makes 2-pt jump shot from 7 ft,,80,94
372,4,4:09.0,,Personal foul by S. Labissière (drawn by B. Bass),80,94
373,4,4:09.0,W. Cauley-Stein enters the game for S. Labissière,,80,94
374,4,4:09.0,B. McLemore enters the game for G. Temple,,80,94
375,4,4:09.0,,W. Johnson enters the game for A. Rivers,80,94
376,4,3:59.0,,P. Pierce misses 2-pt jump shot from 19 ft,80,94
377,4,3:56.0,Defensive rebound by W. Cauley-Stein,,80,94
378,4,3:48.0,G. Papagiannis makes 2-pt hook shot from 10 ft (assist by L. Galloway),,82,94
379,4,3:32.0,,B. Bass misses 2-pt jump shot from 12 ft,82,94
380,4,3:30.0,Defensive rebound by B. Hield,,82,94
381,4,3:22.0,B. Hield makes 3-pt jump shot from 26 ft,,85,94
