,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,SAN ANTONIO_ACTION,MINNESOTA_SCORE,SAN ANTONIO_SCORE
0,1,11:45.0,,K. Leonard misses 2-pt jump shot from 11 ft,0,0
1,1,11:44.0,Defensive rebound by K. Towns,,0,0
2,1,11:39.0,A. Wiggins misses 2-pt layup from 1 ft,,0,0
3,1,11:36.0,Offensive rebound by G. Dieng,,0,0
4,1,11:36.0,G. Dieng makes 2-pt layup from 1 ft,,2,0
5,1,11:24.0,,L. Aldridge misses 2-pt jump shot from 20 ft,2,0
6,1,11:23.0,Defensive rebound by K. Towns,,2,0
7,1,11:04.0,A. Wiggins misses 2-pt layup from 2 ft (block by D. Dedmon),,2,0
8,1,11:03.0,,Defensive rebound by L. Aldridge,2,0
9,1,10:56.0,,Shooting foul by R. Rubio (drawn by T. Parker),2,0
10,1,10:56.0,,T. Parker misses free throw 1 of 2,2,0
11,1,10:56.0,,Offensive rebound by Team,2,0
12,1,10:56.0,,T. Parker misses free throw 2 of 2,2,0
13,1,10:55.0,Defensive rebound by G. Dieng,,2,0
14,1,10:45.0,G. Dieng makes 2-pt jump shot from 20 ft (assist by R. Rubio),,4,0
15,1,10:28.0,,Turnover by D. Dedmon (bad pass),4,0
16,1,10:14.0,K. Towns misses 2-pt hook shot from 8 ft,,4,0
17,1,10:13.0,,Defensive rebound by D. Dedmon,4,0
18,1,10:03.0,,Turnover by T. Parker (bad pass; steal by R. Rubio),4,0
19,1,9:54.0,G. Dieng misses 2-pt jump shot from 14 ft,,4,0
20,1,9:50.0,Offensive rebound by G. Dieng,,4,0
21,1,9:33.0,B. Rush makes 3-pt jump shot from 24 ft (assist by R. Rubio),,7,0
22,1,9:09.0,,T. Parker makes 3-pt jump shot from 23 ft (assist by L. Aldridge),7,3
23,1,8:52.0,G. Dieng misses 2-pt jump shot from 6 ft (block by L. Aldridge),,7,3
24,1,8:50.0,,Defensive rebound by Team,7,3
25,1,8:35.0,,K. Leonard makes 2-pt jump shot from 19 ft (assist by D. Dedmon),7,5
26,1,8:20.0,Turnover by G. Dieng (bad pass; steal by K. Leonard),,7,5
27,1,8:15.0,,K. Leonard makes 2-pt layup from 1 ft,7,7
28,1,8:00.0,R. Rubio makes 2-pt jump shot from 16 ft,,9,7
29,1,7:48.0,,Shooting foul by K. Towns (drawn by T. Parker),9,7
30,1,7:48.0,,T. Parker misses free throw 1 of 2,9,7
31,1,7:48.0,,Offensive rebound by Team,9,7
32,1,7:48.0,,T. Parker misses free throw 2 of 2,9,7
