,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MEMPHIS_ACTION,SAN ANTONIO_SCORE,MEMPHIS_SCORE
174,2,1:23.0,K. Leonard makes free throw 2 of 2,,45,47
175,2,1:03.0,,J. Ennis misses 3-pt jump shot from 25 ft,45,47
176,2,1:02.0,Defensive rebound by L. Aldridge,,45,47
177,2,0:41.0,K. Leonard misses 2-pt layup from 2 ft,,45,47
178,2,0:39.0,Offensive rebound by Team,,45,47
179,2,0:30.0,T. Parker misses 3-pt jump shot from 24 ft,,45,47
180,2,0:29.0,,Defensive rebound by Z. Randolph,45,47
181,2,0:07.0,,M. Conley makes 3-pt jump shot from 25 ft,45,50
182,2,0:01.0,T. Parker misses 2-pt layup from 2 ft,,45,50
183,2,0:00.0,Offensive rebound by P. Gasol,,45,50
184,2,0:00.0,P. Gasol misses 2-pt layup from 2 ft,,45,50
185,2,0:00.0,Offensive rebound by Team,,45,50
186,3,11:37.0,,Z. Randolph makes 2-pt jump shot from 6 ft,45,52
187,3,11:21.0,D. Green misses 3-pt jump shot from 27 ft,,45,52
188,3,11:20.0,,Defensive rebound by M. Gasol,45,52
189,3,11:11.0,,M. Conley makes 2-pt layup from 1 ft,45,54
190,3,10:59.0,Shooting foul by Z. Randolph (drawn by T. Parker),,45,54
191,3,10:59.0,T. Parker makes free throw 1 of 2,,46,54
192,3,10:59.0,T. Parker makes free throw 2 of 2,,47,54
193,3,10:43.0,,V. Carter misses 3-pt jump shot from 23 ft,47,54
194,3,10:43.0,Defensive rebound by L. Aldridge,,47,54
195,3,10:36.0,D. Green misses 3-pt jump shot from 23 ft,,47,54
196,3,10:34.0,Offensive rebound by L. Aldridge,,47,54
197,3,10:34.0,L. Aldridge misses 2-pt dunk at rim,,47,54
198,3,10:30.0,Offensive rebound by D. Green,,47,54
199,3,10:21.0,L. Aldridge misses 2-pt layup from 1 ft,,47,54
200,3,10:21.0,,Defensive rebound by Z. Randolph,47,54
201,3,10:06.0,,M. Gasol misses 2-pt jump shot from 12 ft,47,54
202,3,10:04.0,Defensive rebound by D. Lee,,47,54
203,3,9:52.0,L. Aldridge misses 2-pt layup from 1 ft,,47,54
204,3,9:52.0,,Defensive rebound by Team,47,54
205,3,9:33.0,,J. Ennis makes 3-pt jump shot from 23 ft (assist by M. Gasol),47,57
206,3,9:32.0,San Antonio full timeout,,47,57
207,3,9:17.0,K. Leonard misses 2-pt jump shot from 12 ft,,47,57
208,3,9:15.0,Offensive rebound by D. Lee,,47,57
209,3,9:15.0,D. Lee makes 2-pt layup at rim,,49,57
210,3,8:57.0,,Z. Randolph misses 2-pt layup from 1 ft,49,57
211,3,8:56.0,Defensive rebound by D. Lee,,49,57
212,3,8:38.0,D. Lee misses 2-pt layup from 3 ft (block by Z. Randolph),,49,57
213,3,8:37.0,,Defensive rebound by Z. Randolph,49,57
214,3,8:26.0,,Shooting foul by L. Aldridge (drawn by M. Gasol),49,57
215,3,8:26.0,,M. Gasol makes free throw 1 of 2,49,58
216,3,8:26.0,,M. Gasol makes free throw 2 of 2,49,59
217,3,8:11.0,T. Parker makes 2-pt layup from 2 ft,,51,59
218,3,7:52.0,,M. Gasol makes 2-pt hook shot from 6 ft,51,61
219,3,7:38.0,T. Parker makes 2-pt jump shot from 20 ft,,53,61
220,3,7:19.0,,Z. Randolph makes 2-pt layup from 3 ft (assist by M. Gasol),53,63
221,3,7:03.0,Shooting foul by M. Gasol (drawn by L. Aldridge),,53,63
222,3,7:03.0,L. Aldridge makes free throw 1 of 2,,54,63
223,3,7:03.0,P. Gasol enters the game for D. Lee,,54,63
224,3,7:03.0,L. Aldridge makes free throw 2 of 2,,55,63
225,3,6:40.0,,J. Ennis misses 2-pt layup from 1 ft,55,63
226,3,6:37.0,Defensive rebound by D. Green,,55,63
227,3,6:27.0,Personal foul by M. Gasol (drawn by K. Leonard),,55,63
228,3,6:21.0,D. Green makes 3-pt jump shot from 25 ft (assist by T. Parker),,58,63
229,3,6:10.0,,Memphis full timeout,58,63
230,3,5:56.0,,M. Conley misses 3-pt jump shot from 25 ft,58,63
231,3,5:56.0,,Offensive rebound by J. Ennis,58,63
232,3,5:52.0,,J. Ennis makes 3-pt jump shot from 23 ft,58,66
233,3,5:31.0,K. Leonard misses 2-pt layup from 1 ft,,58,66
234,3,5:30.0,Offensive rebound by K. Leonard,,58,66
235,3,5:11.0,K. Leonard misses 2-pt layup from 1 ft,,58,66
236,3,5:09.0,Offensive rebound by L. Aldridge,,58,66
237,3,5:09.0,L. Aldridge makes 2-pt layup from 1 ft,,60,66
238,3,4:46.0,,M. Conley misses 2-pt jump shot from 9 ft,60,66
239,3,4:44.0,Defensive rebound by K. Leonard,,60,66
240,3,4:40.0,Personal foul by J. Ennis (drawn by K. Leonard),,60,66
241,3,4:40.0,M. Ginóbili enters the game for D. Green,,60,66
242,3,4:40.0,P. Mills enters the game for T. Parker,,60,66
243,3,4:40.0,,A. Harrison enters the game for M. Conley,60,66
244,3,4:40.0,,J. Green enters the game for Z. Randolph,60,66
245,3,4:31.0,Shooting foul by J. Ennis (drawn by K. Leonard),,60,66
246,3,4:31.0,K. Leonard makes free throw 1 of 2,,61,66
247,3,4:31.0,K. Leonard makes free throw 2 of 2,,62,66
248,3,4:11.0,,M. Gasol misses 2-pt jump shot from 11 ft,62,66
249,3,4:09.0,Defensive rebound by P. Gasol,,62,66
250,3,3:59.0,L. Aldridge makes 2-pt dunk at rim (assist by K. Leonard),,64,66
251,3,3:41.0,,Turnover by V. Carter (bad pass),64,66
252,3,3:24.0,P. Gasol misses 3-pt jump shot from 23 ft,,64,66
253,3,3:23.0,Offensive rebound by K. Leonard,,64,66
254,3,3:17.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,64,66
255,3,3:17.0,Offensive rebound by L. Aldridge,,64,66
256,3,3:17.0,L. Aldridge makes 2-pt layup from 1 ft,,66,66
257,3,3:17.0,Shooting foul by M. Gasol (drawn by L. Aldridge),,66,66
258,3,3:17.0,,M. Conley enters the game for V. Carter,66,66
259,3,3:17.0,L. Aldridge makes free throw 1 of 1,,67,66
260,3,3:07.0,,Personal foul by M. Ginóbili (drawn by J. Ennis),67,66
261,3,3:07.0,D. Dedmon enters the game for L. Aldridge,,67,66
262,3,3:00.0,,J. Green makes 2-pt layup at rim,67,68
263,3,3:00.0,,Shooting foul by P. Gasol (drawn by J. Green),67,68
264,3,3:00.0,,J. Green makes free throw 1 of 1,67,69
265,3,2:35.0,P. Mills misses 2-pt jump shot from 22 ft,,67,69
266,3,2:33.0,Offensive rebound by D. Dedmon,,67,69
267,3,2:33.0,D. Dedmon makes 2-pt layup from 1 ft,,69,69
268,3,2:18.0,,Personal foul by D. Dedmon (drawn by M. Gasol),69,69
269,3,2:18.0,,W. Selden enters the game for J. Ennis,69,69
270,3,2:06.0,,A. Harrison misses 2-pt jump shot from 19 ft,69,69
271,3,2:03.0,Defensive rebound by D. Dedmon,,69,69
272,3,1:51.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by P. Gasol),,72,69
273,3,1:51.0,Shooting foul by W. Selden (drawn by M. Ginóbili),,72,69
274,3,1:51.0,M. Ginóbili makes free throw 1 of 1,,73,69
275,3,1:43.0,,Offensive foul by J. Green (drawn by P. Mills),73,69
276,3,1:43.0,,Turnover by J. Green (offensive foul),73,69
277,3,1:28.0,K. Leonard misses 3-pt jump shot from 25 ft,,73,69
278,3,1:27.0,,Defensive rebound by Team,73,69
279,3,1:27.0,,V. Carter enters the game for W. Selden,73,69
280,3,1:27.0,,T. Daniels enters the game for A. Harrison,73,69
281,3,1:18.0,,Shooting foul by P. Mills (drawn by M. Conley),73,69
282,3,1:18.0,,M. Conley makes free throw 1 of 2,73,70
283,3,1:18.0,,M. Conley makes free throw 2 of 2,73,71
284,3,1:07.0,Personal foul by J. Green (drawn by K. Leonard),,73,71
285,3,1:07.0,K. Leonard makes free throw 1 of 2,,74,71
286,3,1:07.0,,Z. Randolph enters the game for J. Green,74,71
287,3,1:07.0,K. Leonard makes free throw 2 of 2,,75,71
288,3,0:51.0,,M. Gasol misses 3-pt jump shot from 25 ft,75,71
289,3,0:51.0,,Offensive rebound by V. Carter,75,71
290,3,0:48.0,,V. Carter misses 2-pt jump shot from 4 ft,75,71
291,3,0:47.0,Defensive rebound by K. Leonard,,75,71
292,3,0:38.0,Turnover by K. Leonard (lost ball; steal by V. Carter),,75,71
293,3,0:32.0,,M. Conley makes 3-pt jump shot from 23 ft (assist by V. Carter),75,74
294,3,0:11.0,K. Leonard misses 3-pt jump shot from 26 ft,,75,74
295,3,0:11.0,,Defensive rebound by Team,75,74
296,3,0:02.0,,M. Conley misses 2-pt jump shot from 22 ft,75,74
297,3,0:02.0,Defensive rebound by Team,,75,74
298,3,0:01.0,Turnover by P. Gasol (bad pass),,75,74
299,4,11:38.0,P. Gasol misses 2-pt hook shot from 8 ft,,75,74
300,4,11:36.0,,Defensive rebound by T. Daniels,75,74
301,4,11:21.0,,Shooting foul by P. Gasol (drawn by Z. Randolph),75,74
302,4,11:21.0,,Z. Randolph misses free throw 1 of 2,75,74
303,4,11:21.0,,Offensive rebound by Team,75,74
304,4,11:21.0,J. Simmons enters the game for K. Leonard,,75,74
305,4,11:21.0,,Z. Randolph makes free throw 2 of 2,75,75
306,4,10:59.0,L. Aldridge misses 2-pt jump shot from 21 ft,,75,75
307,4,10:58.0,,Defensive rebound by T. Daniels,75,75
308,4,10:50.0,,Z. Randolph misses 2-pt layup from 1 ft,75,75
309,4,10:48.0,,Offensive rebound by Z. Randolph,75,75
310,4,10:48.0,,Z. Randolph makes 2-pt layup at rim,75,77
311,4,10:30.0,J. Simmons misses 2-pt jump shot from 3 ft,,75,77
312,4,10:27.0,Offensive rebound by J. Simmons,,75,77
313,4,10:25.0,Personal foul by V. Carter (drawn by M. Ginóbili),,75,77
314,4,10:25.0,D. Lee enters the game for P. Gasol,,75,77
315,4,10:25.0,,J. Green enters the game for V. Carter,75,77
316,4,10:18.0,Turnover by M. Ginóbili (bad pass; steal by T. Daniels),,75,77
317,4,10:00.0,,Z. Randolph misses 2-pt hook shot from 8 ft,75,77
318,4,9:58.0,Defensive rebound by M. Ginóbili,,75,77
319,4,9:54.0,P. Mills makes 2-pt layup from 2 ft,,77,77
320,4,9:39.0,,M. Conley makes 2-pt layup from 1 ft,77,79
321,4,9:30.0,San Antonio full timeout,,77,79
322,4,9:30.0,,J. Ennis enters the game for J. Green,77,79
323,4,9:30.0,D. Green enters the game for M. Ginóbili,,77,79
324,4,9:20.0,L. Aldridge makes 2-pt jump shot from 21 ft (assist by P. Mills),,79,79
325,4,9:01.0,,Shooting foul by D. Lee (drawn by M. Gasol),79,79
326,4,9:01.0,,M. Gasol misses free throw 1 of 2,79,79
327,4,9:01.0,,Offensive rebound by Team,79,79
328,4,9:01.0,,M. Gasol makes free throw 2 of 2,79,80
329,4,8:38.0,Turnover by L. Aldridge (bad pass),,79,80
330,4,8:18.0,,Shooting foul by L. Aldridge (drawn by M. Conley),79,80
331,4,8:18.0,,M. Conley makes free throw 1 of 2,79,81
332,4,8:18.0,T. Parker enters the game for P. Mills,,79,81
333,4,8:18.0,K. Leonard enters the game for J. Simmons,,79,81
334,4,8:18.0,,M. Conley makes free throw 2 of 2,79,82
335,4,7:58.0,T. Parker misses 2-pt jump shot from 21 ft,,79,82
336,4,7:56.0,,Defensive rebound by J. Ennis,79,82
337,4,7:53.0,,M. Conley misses 3-pt jump shot from 26 ft,79,82
338,4,7:51.0,Defensive rebound by K. Leonard,,79,82
339,4,7:35.0,L. Aldridge misses 3-pt jump shot from 23 ft,,79,82
340,4,7:34.0,,Defensive rebound by Z. Randolph,79,82
341,4,7:12.0,,J. Ennis makes 3-pt jump shot from 25 ft (assist by M. Gasol),79,85
342,4,6:49.0,K. Leonard makes 2-pt jump shot from 13 ft,,81,85
343,4,6:29.0,,Shooting foul by D. Green (drawn by M. Conley),81,85
344,4,6:29.0,,M. Conley makes free throw 1 of 3,81,86
345,4,6:29.0,,M. Conley makes free throw 2 of 3,81,87
346,4,6:29.0,,M. Conley makes free throw 3 of 3,81,88
347,4,6:12.0,D. Green misses 3-pt jump shot from 26 ft,,81,88
348,4,6:12.0,,Defensive rebound by M. Gasol,81,88
349,4,5:51.0,,Z. Randolph misses 2-pt jump shot from 5 ft,81,88
350,4,5:50.0,Defensive rebound by K. Leonard,,81,88
351,4,5:44.0,Shooting foul by Z. Randolph (drawn by K. Leonard),,81,88
352,4,5:44.0,K. Leonard makes 2-pt jump shot from 11 ft,,83,88
353,4,5:44.0,San Antonio full timeout,,83,88
354,4,5:44.0,K. Leonard makes free throw 1 of 1,,84,88
355,4,5:28.0,,J. Ennis misses 2-pt layup from 1 ft,84,88
356,4,5:26.0,Defensive rebound by D. Lee,,84,88
357,4,5:12.0,K. Leonard makes 3-pt jump shot from 25 ft,,87,88
358,4,5:00.0,,Memphis full timeout,87,88
359,4,5:00.0,P. Mills enters the game for D. Green,,87,88
360,4,5:00.0,,V. Carter enters the game for T. Daniels,87,88
361,4,4:56.0,,Offensive foul by M. Conley (drawn by T. Parker),87,88
362,4,4:56.0,,Turnover by M. Conley (offensive foul),87,88
363,4,4:34.0,K. Leonard misses 3-pt jump shot from 26 ft,,87,88
364,4,4:34.0,,Defensive rebound by Z. Randolph,87,88
365,4,4:19.0,,M. Conley makes 2-pt jump shot from 6 ft,87,90
366,4,3:59.0,L. Aldridge misses 2-pt jump shot from 8 ft,,87,90
367,4,3:58.0,Offensive rebound by D. Lee,,87,90
368,4,3:58.0,D. Lee makes 2-pt dunk at rim,,89,90
369,4,3:35.0,,M. Conley misses 3-pt jump shot from 26 ft,89,90
370,4,3:34.0,Defensive rebound by Team,,89,90
371,4,3:13.0,P. Mills makes 3-pt jump shot from 25 ft (assist by T. Parker),,92,90
372,4,2:49.0,,Shooting foul by D. Lee (drawn by M. Gasol),92,90
373,4,2:49.0,,M. Gasol makes free throw 1 of 2,92,91
374,4,2:49.0,,M. Gasol makes free throw 2 of 2,92,92
375,4,2:36.0,Personal foul by M. Gasol (drawn by K. Leonard),,92,92
376,4,2:25.0,D. Lee makes 2-pt layup from 1 ft (assist by K. Leonard),,94,92
377,4,2:00.0,,Turnover by J. Ennis (bad pass; steal by K. Leonard),94,92
378,4,1:41.0,T. Parker makes 2-pt jump shot from 22 ft (assist by K. Leonard),,96,92
379,4,1:41.0,,Memphis full timeout,96,92
380,4,1:41.0,,T. Daniels enters the game for J. Ennis,96,92
381,4,1:33.0,,Shooting foul by K. Leonard (drawn by V. Carter),96,92
382,4,1:33.0,,V. Carter makes free throw 1 of 2,96,93
383,4,1:33.0,,J. Green enters the game for Z. Randolph,96,93
384,4,1:33.0,,J. Ennis enters the game for T. Daniels,96,93
385,4,1:33.0,,V. Carter makes free throw 2 of 2,96,94
386,4,1:11.0,K. Leonard misses 2-pt jump shot from 14 ft,,96,94
387,4,1:09.0,Offensive rebound by D. Lee,,96,94
388,4,0:50.0,T. Parker makes 2-pt jump shot from 13 ft,,98,94
389,4,0:38.0,,M. Conley misses 3-pt jump shot from 25 ft,98,94
390,4,0:38.0,Defensive rebound by L. Aldridge,,98,94
391,4,0:34.0,Personal take foul by V. Carter (drawn by T. Parker),,98,94
392,4,0:30.0,Personal take foul by J. Ennis (drawn by K. Leonard),,98,94
